Time,A,R,E,G,A_im,v,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
0.1,2.866102337755101,40.34599841080222,200.1175037983571,60652610.8479665,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,151631.52711991625,15.163152711991627,400235.0075967142,573.2204675510202,9.176915927394985,2866.102337755101,0.7165255844387752,10.086499602700554,50.02937594958927,303263054.2398325,0.7165255844387752,0.0003469072810927915
0.11,2.999338031378052,46.20533180340282,228.9153893119819,57697290.83257386,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,144243.22708143466,14.424322708143468,457830.7786239638,599.8676062756103,10.985514130098244,2999.338031378052,0.749834507844513,11.551332950850705,57.228847327995474,288486454.16286933,0.749834507844513,0.00041575622679116374
0.12,3.124720802493324,52.32708519796885,258.9324971306333,54886747.66616405,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,137216.8691654101,13.721686916541014,517864.9942612666,624.9441604986648,12.945468163610126,3124.7208024933243,0.781180200623331,13.081771299492212,64.73312428265832,274433738.33082026,0.781180200623331,0.0004905225949558014
0.13,3.242641937712211,58.696792120382455,290.08932314288205,52213940.06835845,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,130534.85017089613,13.053485017089615,580178.646285764,648.5283875424421,15.05049287849054,3242.641937712211,0.8106604844280527,14.674198030095614,72.52233078572051,261069700.34179226,0.8106604844280527,0.0005709980392161833
0.14,3.353473642703845,65.30071970869439,322.31037419771025,49672168.870617345,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,124180.42217654336,12.418042217654339,644620.7483954205,670.694728540769,17.293749514272555,3353.473642703845,0.8383684106759612,16.325179927173597,80.57759354942756,248360844.3530867,0.8383684106759612,0.0006569527271780944
0.15,3.457569976527895,72.12582344818084,355.5239707721972,47255060.27946558,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,118137.65069866394,11.813765069866397,711047.9415443944,691.513995305579,19.667984116446874,3457.569976527895,0.8643924941319737,18.03145586204521,88.8809926930493,236275301.3973279,0.8643924941319737,0.0007481402450603452
0.16,3.555267741050236,79.15970465202037,389.6620591302968,44956549.94396737,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,112391.37485991843,11.239137485991845,779324.1182605936,711.0535482100472,22.165647179794462,3555.267741050236,0.888816935262559,19.78992616300509,97.4155147825742,224782749.71983686,0.888816935262559,0.000844301833021177
0.17,3.646887289560182,86.39057950143153,424.66004052155995,42770868.46504222,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,106927.17116260555,10.692717116260557,849320.0810431199,729.3774579120364,24.778996866595023,3646.887289560182,0.9117218223900455,21.597644875357883,106.16501013038999,213854342.3252111,0.9117218223900455,0.0009451701189645272
0.18,3.732733353213039,93.80723794854629,460.45659665756097,40692526.59212425,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,101731.31648031063,10.173131648031065,920913.1933151219,746.5466706426078,27.50018713681026,3732.7333532130388,0.9331833383032597,23.451809487136572,115.11414916439024,203462632.96062127,0.9331833383032597,0.001050472217589992
0.19,3.8130957934157648,101.39901296066681,496.99353080748983,38716301.7415867,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,96790.75435396675,9.679075435396676,993987.0616149796,762.6191586831529,30.321343066830206,3813.0957934157645,0.9532739483539412,25.349753240166702,124.24838270187246,193581508.7079335,0.9532739483539412,0.0011599324493304878
0.2,3.8882503204032846,109.15575134670742,534.215616039489,36837225.120819226,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,92093.06280204807,9.209306280204808,1068431.2320789779,777.6500640806569,33.234624643679695,3888.2503204032846,0.9720625801008211,27.288937836676855,133.55390400987224,184186125.6040961,0.9720625801008211,0.0012732746554430891
0.21,3.95845918961161,117.06778344870222,572.070448165414,35050569.25156881,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,87626.42312892202,8.762642312892204,1144140.8963308278,791.691837922322,36.23228036232984,3958.45918961161,0.9896147974029025,29.266945862175554,143.0176120413535,175252846.25784403,0.9896147974029025,0.0013902241295999317
0.22,4.0239718475037165,125.12589866417841,610.5083093537199,33351836.396354903,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,83379.59099088726,8.337959099088726,1221016.6187074399,804.7943695007433,39.30669199210334,4023.9718475037166,1.0059929618759291,31.281474666044602,152.62707733842998,166759181.9817745,1.0059929618759291,0.0015105092808547704
0.23,4.085025559248848,133.321319815159,649.4820355852779,31736747.31130786,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,79341.86827826964,7.934186827826966,1298964.071170556,817.0051118497696,42.45041145022128,4085.025559248848,1.021256389812212,33.33032995378975,162.37050889631948,158683736.5565393,1.021256389812212,0.0016338629971131434
0.24,4.141846000489477,141.64568027762007,688.9468916946864,30201230.64158212,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,75503.0766039553,7.550307660395531,1377893.7833893728,828.3692000978954,45.656190846644705,4141.846000489477,1.0354615001223693,35.41142006940502,172.2367229236716,151006153.2079106,1.0354615001223693,0.0017600237830334158
0.25,4.194647817186661,150.0910032427789,728.8604531550955,28741412.88815452,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,71853.5322203863,7.185353222038632,1457720.906310191,838.9295634373323,48.91700654177124,4194.647817186661,1.0486619542966653,37.522750810694724,182.21511328877386,143707064.4407726,1.0486619542966653,0.0018887366973950358
0.26,4.243635166733652,158.64968053711456,769.1824918281221,27353608.71102253,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,68384.02177755632,6.838402177755634,1538364.9836562444,848.7270333467304,52.226077951322225,4243.635166733652,1.060908791683413,39.66242013427864,192.29562295703053,136768043.55511266,1.060908791683413,0.0020197540905550764
0.27,4.289002224219393,167.31445460464454,809.8748690720281,26034311.85567152,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,65085.77963917881,6.508577963917881,1619749.7381440562,857.8004448438786,55.57688183662909,4289.002224219394,1.0722505560548483,41.828613651161135,202.46871726800703,130171559.27835761,1.0722505560548483,0.0021528362038301255
0.28,4.330933669768864,176.0784004386435,850.90143285302,24780186.419106793,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,61950.46604776698,6.195046604776699,1701802.8657060398,866.1867339537729,58.963162643163436,4330.933669768864,1.082733417442216,44.01960010966088,212.725358213255,123900932.09553397,1.082733417442216,0.002287751618936298
0.29,4.369605148286084,184.93490918977125,892.2279206874624,23588058.60998639,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,58970.14652496598,5.8970146524965985,1784455.8413749249,873.9210296572168,62.37893945088838,4369.605148286084,1.092401287071521,46.23372729744281,223.0569801718656,117940293.04993196,1.092401287071521,0.0024242775938803315
0.3,4.405183701784555,193.87767358104978,933.8218683753523,22454908.99945577,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,56137.272498639424,5.613727249863943,1867643.7367507047,881.036740356911,65.81850999899366,4405.183701784555,1.1012959254461387,48.469418395262444,233.45546709383808,112274544.99727884,1.1012959254461387,0.0025622003033974393
0.31,4.437828204376975,202.9006707311814,975.6525181808347,21377864.72589655,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,53444.661814741376,5.344466181474138,1951305.0363616694,887.5656408753949,69.27645220566924,4437.828204376975,1.1094570510942436,50.72516768279535,243.91312954520868,106889323.62948275,1.1094570510942436,0.002701314957773528
0.32,4.467689760588245,211.99814821042781,1017.6907347582263,20354192.355702613,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,50885.480889256534,5.088548088925654,2035381.4695164526,893.537952117649,72.74762360199767,4467.689760588245,1.1169224401470612,52.999537052606954,254.42268368955658,101770961.77851306,1.1169224401470612,0.0028414258680701924
0.33,4.494912090799041,221.16460996085482,1059.9089238004483,19381290.975045513,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,48453.22743761379,4.845322743761379,2119817.8476008964,898.9824181598083,76.22715898778296,4494.912090799042,1.1237280226997604,55.291152490213705,264.9772309501121,96906454.87522757,1.1237280226997604,0.002982346438109701
0.34,4.5196318376387525,230.394811599416,1102.2809673736115,18456686.69410287,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,46141.71673525717,4.614171673525718,2204561.934747223,903.9263675277505,79.71046646664028,4519.631837638753,1.1299079594096881,57.598702899854,275.57024184340287,92283433.47051434,1.1299079594096881,0.003123899177194508
0.35,4.541978931048044,239.68374557277625,1144.782146878658,17578026.104978483,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,43945.06526244621,4.394506526244622,2289564.293757316,908.3957862096089,83.193222268205,4541.978931048045,1.135494732762011,59.92093639319406,286.1955367196645,87890130.52489242,1.135494732762011,0.003265915567518689
0.36,4.562076957892585,249.02662395360048,1187.3890650586802,16743069.659440268,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,41857.67414860067,4.185767414860067,2374778.1301173605,912.415391578517,86.6713647001252,4562.076957892585,1.1405192394731463,62.25665598840012,296.84726626467005,83715348.29720134,1.1405192394731463,0.0034082358691215073
0.37,4.580043458648148,258.4188699951276,1230.0795833997206,15949686.34967046,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,39874.21587417615,3.9874215874176158,2460159.166799441,916.0086917296295,90.14108719306446,4580.043458648148,1.145010864662037,64.6047174987819,307.51989584993015,79748431.7483523,1.145010864662037,0.0035507089653372906
0.38,4.5959902209838495,267.8561084734531,1272.8327601915305,15195848.445433605,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,37989.62111358401,3.798962111358402,2545665.520383061,919.1980441967698,93.59883070061049,4595.990220983849,1.1489975552459624,66.96402711836328,318.2081900478826,75979242.22716802,1.1489975552459624,0.003693192165524339
0.39,4.610023471266004,277.33416832619906,1315.6288101327873,14479628.055107243,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,36199.07013776811,3.6199070137768112,2631257.6202655747,922.0046942532008,97.04127510697464,4610.023471266004,1.152505867816501,69.33354208154977,328.9072025331968,72398140.27553621,1.152505867816501,0.0038355510761034434
0.4,4.622244240684134,286.84906060082824,1358.4490270943775,13799190.568997107,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,34497.97642249277,3.4497976422492775,2716898.054188755,924.4488481368269,100.46533106799922,4622.244240684135,1.1555610601710335,71.71226515020706,339.61225677359437,68995952.84498554,1.1555610601710335,0.003977659254923498
0.41,4.632748613905818,296.3969709024493,1401.275731674336,13152790.201305624,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,32881.97550326406,3.2881975503264065,2802551.463348672,926.5497227811636,103.86813125782626,4632.748613905818,1.1581871534764545,74.09924272561233,350.318932918584,65763951.006528124,1.1581871534764545,0.004119397968342616
0.42,4.641627966837247,305.97425213853506,1444.0922210556262,12538765.727383776,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,31346.91431845944,3.1346914318459445,2888184.4421112523,928.3255933674494,107.24702143910257,4641.627966837247,1.1604069917093118,76.49356303463377,361.02305526390654,62693828.63691888,1.1604069917093118,0.0042606559375750076
0.43,4.648969172715117,315.57741965144504,1486.8827255535105,11955536.787709527,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,29888.841969273817,2.988884196927382,2973765.451107021,929.7938345430234,110.59955127265442,4648.969172715117,1.1622422931787793,78.89435491286126,371.7206813883776,59777683.93854763,1.1622422931787793,0.0044013290866936495
0.44,4.654854778114454,325.2031488632504,1529.6323715166354,11401600.73008167,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,28504.001825204177,2.850400182520418,3059264.743033271,930.9709556228908,113.92346485300408,4654.854778114454,1.1637136945286135,81.3007872158126,382.40809287915886,57008003.65040835,1.1637136945286135,0.004541320294031902
0.45,4.659363297841551,334.8482588588106,1572.327119132758,10875527.327493131,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,27188.81831873283,2.7188818318732833,3144654.2382655162,931.8726595683103,117.21669233740982,4659.363297841552,1.1648408244603878,83.71206471470265,393.0817797831895,54377636.637465656,1.1648408244603878,0.004680539063018668
0.46,4.662569387668594,344.5097088483996,1614.9537260256127,10375955.679794662,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,25939.889199486654,2.5939889199486657,3229907.4520512256,932.5138775337188,120.47734088749368,4662.569387668594,1.1656423469171484,86.1274272120999,403.7384315064032,51879778.39897331,1.1656423469171484,0.0048189012666935045
0.47,4.664544037659877,354.1845916029529,1657.4997065069147,9901590.747785121,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,24753.976869462804,2.475397686946281,3314999.4130138294,932.9088075319754,123.70368597455722,4664.544037659877,1.1661360094149693,88.54614790073822,414.37492662672867,49507953.738925606,1.1661360094149693,0.0049563288749776575
0.48,4.6653546991616786,363.870132049994,1699.9533048416408,9451201.074299514,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,23628.002685748786,2.362800268574879,3399906.6096832817,933.0709398323357,126.894162225574,4665.354699161679,1.1663386747904196,90.9675330124985,424.9883262104102,47256005.37149757,1.1663386747904196,0.005092749691332061
0.49,4.665065482525418,373.5636793652984,1742.3034535736133,9023615.240260351,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,22559.03810065088,2.2559038100650883,3484606.9071472264,933.0130965050836,130.04735522161744,4665.065482525418,1.1662663706313545,93.3909198413246,435.5758633934033,45118076.20130175,1.1662663706313545,0.00522809707839674
0.5,4.663737350283049,383.26269902222384,1784.5397328126726,8617718.402359722,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,21544.296005899305,2.154429600589931,3569079.4656253452,932.7474700566098,133.16199367972152,4663.737350283049,1.1659343375707623,95.81567475555596,446.13493320316815,43088592.01179861,1.1659343375707623,0.005362309693200709
0.51,4.661428257909498,392.9647689163971,1826.6523405937319,8232449.768603548,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,20581.12442150887,2.0581124421508874,3653304.681187464,932.2856515818996,136.23694140512234,4661.428257909498,1.1653570644773745,98.24119222909927,456.66308514843297,41162248.84301774,1.1653570644773745,0.0054953312345693076
0.52,4.658193298744898,402.66757466025746,1868.632062358111,7866799.999742736,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,19666.99999935684,1.9666999999356845,3737264.124716222,931.6386597489795,139.27118961114257,4658.193298744898,1.1645483246862245,100.66689366506436,467.15801558952774,39333999.99871368,1.1645483246862245,0.005627110193712817
0.53,4.654084800398622,412.3689081404951,1910.470250684712,7519809.479168754,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,18799.523697921886,1.879952369792189,3820940.501369424,930.8169600797245,142.2638488852074,4654.084800398622,1.1635212000996555,103.09222703512377,477.617562671178,37599047.395843774,1.1635212000996555,0.005757599602600962
0.54,4.6491525090611905,422.06665935738437,1952.1587864516373,7190565.009817113,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,17976.412524542782,1.7976412524542786,3904317.5729032746,929.8305018122381,145.21414272187965,4649.15250906119,1.1622881272652976,105.51666483934609,488.0396966129093,35952825.049085565,1.1622881272652976,0.0058867568050273746
0.55,4.643443710637575,431.75881263493545,1993.690053344436,6878197.64187341,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,17195.494104683527,1.7195494104683529,3987380.106688872,928.688742127515,148.1214006266066,4643.443710637575,1.1608609276593937,107.93970315873386,498.422513336109,34390988.20936705,1.1608609276593937,0.006014543229126115
0.56,4.637003350094056,441.44344271961114,2035.056912742121,6581880.532613519,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,16454.701331533797,1.6454701331533799,4070113.8254842423,927.4006700188112,150.9850515522765,4637.003350094056,1.159250837523514,110.36086067990279,508.76422818553027,32909402.663067594,1.159250837523514,0.006140924168303671
0.57,4.62987413189629,451.1187117771678,2076.252682599156,6300827.144939141,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,15752.067862347854,1.5752067862347856,4152505.365198312,925.974826379258,153.80461738313778,4629.87413189629,1.1574685329740726,112.77967794429195,519.063170649789,31504135.724695705,1.1574685329740726,0.0062658685622144624
0.58,4.622096611251218,460.78286678257507,2117.2711182706807,6034289.610671815,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,15085.72402667954,1.5085724026679541,4234542.236541362,924.4193222502436,156.57970657374383,4622.096611251218,1.1555241528128044,115.19571669564377,529.3177795676702,30171448.053359076,1.1555241528128044,0.006389348781235085
0.59,4.6137093393189135,470.4342335439834,2158.106381933242,5781556.127686171,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,14453.890319215427,1.445389031921543,4316212.763866484,922.7418678637827,159.3100091131064,4613.709339318913,1.1534273348297284,117.60855838599585,539.5265954833105,28907780.638430856,1.1534273348297284,0.006511340450511633
0.6,4.604748948993004,480.0712141359417,2198.7530245639477,5541949.42119161,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,13854.873552979026,1.3854873552979028,4397506.049127895,920.9497897986008,161.99529086329645,4604.748948993004,1.151187237248251,120.01780353398543,549.6882561409869,27709747.105958052,1.151187237248251,0.006631822256202819
0.61,4.595250251123844,489.69228357415795,2239.205965712856,5314825.0181477675,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,13287.06254536942,1.3287062545369421,4478411.931425712,919.0500502247689,164.63538842016018,4595.2502511238445,1.148812562780961,122.42307089353949,559.801491428214,26574125.090738837,1.148812562780961,0.006750775767202674
0.62,4.5852462962577665,499.2959881089309,2279.4604805635845,5099570.139353196,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,12748.92534838299,1.2748925348382993,4558920.961127169,917.0492592515533,167.23020361552202,4585.2462962577665,1.1463115740644416,124.82399702723272,569.8651201408961,25497850.69676598,1.1463115740644416,0.0068681852406385115
0.63,4.57476847692266,508.88094143505555,2319.5121784236767,4895601.865418061,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,12239.004663545153,1.2239004663545154,4639024.356847353,914.953695384532,169.77969913105352,4574.76847692266,1.143692119230665,127.22023535876389,579.8780446059192,24478009.327090304,1.143692119230665,0.006984037468151455
