Time,A,R,E,G,A_im,v,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
5.44,1.6021114240023486,1998.8265862099752,6910.882838095263,2771364.4580599023,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6928.411145149756,0.6928411145149757,13821765.676190525,320.4222848004697,177.1520695176671,1602.1114240023487,0.40052785600058716,499.7066465524938,1727.7207095238157,13856822.290299512,0.40052785600058716,0.00960702872509985
5.45,1.600935683872262,1998.8032889038304,6909.622384618563,2770942.5269179638,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6927.35631729491,0.692735631729491,13819244.769237125,320.18713677445237,176.98977660189453,1600.935683872262,0.4002339209680655,499.7008222259576,1727.4055961546408,13854712.63458982,0.4002339209680655,0.00959986653074214
5.46,1.5997648195310437,1998.7760883468118,6908.353364732836,2770516.5128576593,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6926.291282144149,0.6926291282144149,13816706.72946567,319.9529639062087,176.82785078061605,1599.7648195310437,0.3999412048827609,499.69402208670294,1727.088341183209,13852582.564288296,0.3999412048827609,0.009592715004771308
5.47,1.5985987941675146,1998.7450089156168,6907.0758529161085,2770086.4509285693,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6925.216127321423,0.6925216127321424,13814151.705832217,319.7197588335029,176.66629007512398,1598.5987941675146,0.39964969854187865,499.6862522289042,1726.7689632290271,13850432.254642846,0.39964969854187865,0.009585574083302531
5.48,1.5974375709704964,1998.7100749869421,6905.789923646409,2769652.376180273,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6924.130940450683,0.6924130940450683,13811579.847292818,319.4875141940993,176.505092500196,1597.4375709704964,0.3993593927426241,499.67751874673553,1726.4474809116023,13848261.880901365,0.3993593927426241,0.0095784437017842
5.49,1.5962811141588744,1998.671310353144,6904.495649306431,2769214.3226487543,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6923.035806621886,0.6923035806621887,13808991.298612863,319.2562228317749,176.34425612447956,1596.2811141588745,0.3990702785397186,499.667827588286,1726.1239123266078,13846071.613243772,0.3990702785397186,0.009571323798383683
5.5,1.5951294027792604,1998.6287303950057,6903.19307211662,2768772.309779323,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6921.9307744483085,0.6921930774448309,13806386.14423324,319.0258805558521,176.183779878325,1595.1294027792603,0.3987823506948151,499.65718259875143,1725.798268029155,13843861.548896616,0.3987823506948151,0.00956421435927737
5.51,1.5939824076610891,1998.582355154807,6901.88225101263,2768326.365103098,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6920.8159127577455,0.6920815912757746,13803764.50202526,318.7964815322178,176.02366220579918,1593.9824076610892,0.3984956019152723,499.64558878870173,1725.4705627531575,13841631.82551549,0.3984956019152723,0.009557115343135887
5.52,1.5928400949091648,1998.5322073550465,6900.563254540859,2767876.520800294,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6919.691302000735,0.6919691302000736,13801126.509081718,318.56801898183295,175.8639012686329,1592.8400949091647,0.3982100237272912,499.6330518387616,1725.1408136352147,13839382.60400147,0.3982100237272912,0.009550026692527304
5.53,1.5917024306282914,1998.478309718223,6899.236151247702,2767422.8090511253,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6918.557022627813,0.6918557022627815,13798472.302495403,318.3404861256583,175.70449522271272,1591.7024306282915,0.39792560765707286,499.61957742955576,1724.8090378119255,13837114.045255627,0.39792560765707286,0.009542948349409245
5.54,1.5905693809232735,1998.420684966836,6897.901009679558,2766965.2620358085,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6917.413155089522,0.6917413155089522,13795802.019359117,318.1138761846547,175.54544221817662,1590.5693809232735,0.3976423452308184,499.605171241709,1724.4752524198896,13834826.310179044,0.3976423452308184,0.009535880255135893
5.55,1.5894409118989155,1998.359355823384,6896.557898382824,2766503.911934558,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6916.259779836395,0.6916259779836396,13793115.796765648,317.8881823797831,175.3867403995082,1589.4409118989154,0.39736022797472886,499.589838955846,1724.139474595706,13832519.55967279,0.39736022797472886,0.009528822350464946
5.56,1.588316989660021,1998.294345010366,6895.206885903895,2766038.790927588,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6915.09697731897,0.6915096977318971,13790413.771807792,317.6633979320042,175.2283879056308,1588.3169896600211,0.3970792474150053,499.5735862525915,1723.8017214759739,13830193.954637941,0.3970792474150053,0.009521774575564525
5.57,1.5871975803113951,1998.2256752502808,6893.84804078917,2765569.9311951147,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6913.924827987787,0.6913924827987789,13787696.08157834,317.43951606227904,175.07038287000037,1587.197580311395,0.3967993950778488,499.5564188125702,1723.4620101972926,13827849.655975573,0.3967993950778488,0.009514736870020048
5.58,1.5860826499578418,1998.1533692656274,6892.481431585045,2765097.3649173523,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6912.743412293381,0.6912743412293382,13784962.863170091,317.21652999156834,174.91272342069803,1586.0826499578418,0.39652066248946044,499.53834231640684,1723.1203578962613,13825486.824586762,0.39652066248946044,0.009507709172841048
5.59,1.5849721647041652,1998.0774497789048,6891.107126837919,2764621.124274517,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6911.552810686292,0.6911552810686293,13782214.253675839,316.99443294083306,174.75540768052156,1584.9721647041652,0.3962430411760413,499.5193624447262,1722.7767817094798,13823105.621372584,0.3962430411760413,0.009500691422467946
5.6,1.5838660906551698,1997.9979395126118,6889.725195094186,2764141.2414468224,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6910.353103617056,0.6910353103617057,13779450.390188374,316.77321813103396,174.5984337670761,1583.8660906551697,0.39596652266379245,499.49948487815294,1722.4312987735466,13820706.207234113,0.39596652266379245,0.009493683556778775
5.61,1.5827643939156597,1997.9148611892472,6888.335704900245,2763657.7486144844,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6909.144371536211,0.6909144371536212,13776671.40980049,316.5528787831319,174.44179979286457,1582.7643939156596,0.3956910984789149,499.4787152973118,1722.0839262250613,13818288.743072422,0.3956910984789149,0.009486685513095864
5.62,1.5816670405904394,1997.8282375313102,6886.938724802494,2763170.6779577183,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6907.926694894296,0.6907926694894296,13773877.449604988,316.3334081180879,174.28550386537688,1581.6670405904395,0.39541676014760985,499.45705938282754,1721.7346812006235,13815853.38978859,0.39541676014760985,0.009479697228192481
5.63,1.5805739969506711,1997.7380911659814,6885.5343230085555,2762680.061496956,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6906.700153742389,0.6906700153742391,13771068.646017112,316.11479939013424,174.12954409693867,1580.5739969506712,0.3951434992376678,499.43452279149534,1721.3835807521389,13813400.30748478,0.3951434992376678,0.009472718638844458
5.64,1.5794852446971355,1997.644435879747,6884.122536305229,2762185.916432903,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6905.464791082258,0.6905464791082259,13768245.072610458,315.8970489394271,173.97391950049808,1579.4852446971354,0.39487131117428387,499.4111089699368,1721.0306340763073,13810929.582164515,0.39487131117428387,0.009465749731870182
5.65,1.5784007625881016,1997.547287145061,6882.703407471428,2761688.262792466,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6904.220656981166,0.6904220656981167,13765406.814942857,315.68015251762034,173.81862891233004,1578.4007625881015,0.3946001906470254,499.3868217862653,1720.675851867857,13808441.313962331,0.3946001906470254,0.009458790484006673
5.66,1.577320520187541,1997.4466657024268,6881.276998009314,2761187.1294334247,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6902.967823583562,0.6902967823583562,13762553.99601863,315.4641040375082,173.66367062487382,1577.3205201875412,0.3943301300468853,499.3616664256067,1720.3192495023286,13805935.647167124,0.3943301300468853,0.009451840841377863
5.67,1.5762444870594259,1997.3425922923468,6879.843369421045,2760682.5452135582,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6901.706363033896,0.6901706363033897,13759686.73884209,315.2488974118852,173.50904292611628,1576.2444870594259,0.39406112176485647,499.3356480730867,1719.9608423552613,13803412.72606779,0.39406112176485647,0.009444900749609382
5.68,1.5751726327677271,1997.235087655324,6878.402583208779,2760174.538990645,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6900.436347476613,0.6900436347476614,13756805.166417558,315.03452655354545,173.35474409966892,1575.172632767727,0.3937931581919318,499.308771913831,1719.6006458021948,13800872.694953226,0.3937931581919318,0.009437970153834357
5.69,1.5741049268764162,1997.124172531861,6876.954700874675,2759663.1396224652,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6899.157849056163,0.6899157849056164,13753909.40174935,314.82098537528327,173.20077242484413,1574.1049268764161,0.39352623171910406,499.28104313296524,1719.2386752186687,13798315.698112326,0.39352623171910406,0.009431048998699164
5.7,1.5730413389494653,1997.0098676624611,6875.499783920891,2759148.3759667976,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6897.870939916994,0.6897870939916995,13750999.567841781,314.60826778989303,173.04712617673084,1573.0413389494654,0.3932603347373663,499.2524669156153,1718.8749459802227,13795741.879833989,0.3932603347373663,0.009424137228369158
5.71,1.5719818385508455,1996.892193787627,6874.037893849587,2758630.276881421,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6896.5756922035525,0.6896575692203554,13748075.787699174,314.3963677101691,172.8938036262697,1571.9818385508454,0.3929954596377114,499.2230484469068,1718.5094734623967,13793151.384407105,0.3929954596377114,0.009417234786534315
5.72,1.5709263952445287,1996.7711716478618,6872.569092162921,2758108.8712241156,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6895.272178060289,0.689527217806029,13745138.184325842,314.1852790489057,172.74080304032736,1570.9263952445287,0.3927315988111322,499.19279291196546,1718.1422730407303,13790544.356120579,0.3927315988111322,0.00941034161641491
5.73,1.5698749785944859,1996.6468219836681,6871.093440363052,2757584.1878526597,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6893.960469631649,0.689396046963165,13742186.880726103,313.97499571889716,172.58812268177053,1569.8749785944858,0.39246874464862147,499.16170549591703,1717.773360090763,13787920.9392633,0.39246874464862147,0.009403457660767079
5.74,1.568827558164689,1996.5191655355488,6869.610999952139,2757056.255624833,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6892.640639062083,0.6892640639062084,13739221.999904277,313.76551163293783,172.43576080953923,1568.8275581646892,0.3922068895411723,499.1297913838872,1717.4027499880347,13785281.278124165,0.3922068895411723,0.009396582861888414
5.75,1.5677841035191096,1996.388223044007,6868.12183243234,2756525.1033984143,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6891.312758496036,0.6891312758496037,13736243.66486468,313.5568207038219,172.28371567871937,1567.7841035191095,0.3919460258797774,499.09705576100174,1717.030458108085,13782625.516992072,0.3919460258797774,0.00938971716162347
5.76,1.5667445842217191,1996.2540152495453,6866.625999305814,2755990.7600311837,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6889.97690007796,0.6889976900077961,13733251.998611627,313.3489168443438,172.13198554061495,1566.7445842217192,0.3916861460554298,499.06350381238633,1716.6564998264535,13779953.800155919,0.3916861460554298,0.009382860501369258
5.77,1.5657089698364892,1996.1165628926667,6865.123562074719,2755453.2543809195,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6888.633135952299,0.68886331359523,13730247.124149438,313.1417939672979,171.9805686428195,1565.7089698364891,0.3914272424591223,499.0291407231667,1716.2808905186798,13777266.271904597,0.3914272424591223,0.009376012822080693
5.78,1.5646772393972541,1995.9758812200344,6863.614562943536,2754912.6063598604,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6887.281515899651,0.6887281515899653,13727229.125887072,312.9354478794508,171.82946378613252,1564.6772393972542,0.39116930984931353,498.9939703050086,1715.903640735884,13774563.031799302,0.39116930984931353,0.009369174095192596
5.79,1.5636493772092703,1995.8319824201517,6862.099033374645,2754368.8309006896,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6885.922077251724,0.6885922077251725,13724198.06674929,312.72987544185406,171.6786700781536,1563.6493772092704,0.3909123443023176,498.9579956050379,1715.5247583436612,13771844.154503448,0.3909123443023176,0.00936234430897684
5.8,1.5626253559353183,1995.6848854357806,6860.577028555454,2753821.9539339496,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6884.554884834874,0.6884554884834875,13721154.057110908,312.52507118706365,171.52818593869014,1562.6253559353183,0.39065633898382957,498.92122135894516,1715.1442571388634,13769109.769669749,0.39065633898382957,0.009355523413316464
5.81,1.5616051481679072,1995.5346092504506,6859.048603816569,2753272.001456565,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6883.180003641413,0.6883180003641414,13718097.207633138,312.3210296335814,171.37800978006163,1561.6051481679071,0.3904012870419768,498.88365231261264,1714.7621509541423,13766360.007282827,0.3904012870419768,0.00934871135745821
5.82,1.5605887264995462,1995.38117284769,6857.513814488599,2752718.99946546,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6881.79749866365,0.6881797498663651,13715027.628977198,312.11774529990925,171.22814001129294,1560.588726499546,0.39014718162488654,498.8452932119225,1714.3784536221497,13763594.9973273,0.39014718162488654,0.009341908090246643
5.83,1.5595760635227447,1995.2245952110286,6855.9727159021495,2752162.973957558,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6880.407434893896,0.6880407434893897,13711945.4318043,311.91521270454894,171.07857503817624,1559.5760635227448,0.3898940158806862,498.80614880275715,1713.9931789755374,13760814.86978779,0.3898940158806862,0.009335113560128934
5.84,1.5585671318300112,1995.0648953239952,6854.425363387829,2751603.950929784,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6879.009877324461,0.6879009877324461,13708850.726775657,311.71342636600224,170.929313263332,1558.5671318300112,0.3896417829575028,498.7662238309988,1713.6063408469572,13758019.75464892,0.3896417829575028,0.009328327715159583
5.85,1.5575619040138553,1994.902092170119,6852.871812276244,2751041.956379062,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6877.604890947655,0.6877604890947656,13705743.624552488,311.5123808027711,170.78035308626986,1557.5619040138554,0.3893904760034638,498.72552304252974,1713.217953069061,13755209.78189531,0.3893904760034638,0.00932155050300514
5.86,1.5565603526667855,1994.736204732929,6851.312117898003,2750477.016302316,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6876.19254075579,0.6876192540755791,13702624.235796005,311.3120705333571,170.63169290344857,1556.5603526667855,0.3891400881666964,498.68405118323227,1712.8280294745007,13752385.08151158,0.3891400881666964,0.00931478187094888
5.87,1.5555624503813117,1994.5672519959546,6849.746335583713,2749909.15669647,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6874.772891741175,0.6874772891741177,13699492.671167426,311.11249007626236,170.48333110833616,1555.5624503813117,0.3888906125953279,498.64181299898866,1712.4365838959282,13749545.78348235,0.3888906125953279,0.00930802176589544
5.88,1.5545681697499423,1994.395252942725,6848.17452066398,2749338.403558448,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6873.34600889612,0.6873346008896121,13696349.041327959,310.9136339499885,170.33526609146867,1554.5681697499422,0.38864204243748557,498.59881323568123,1712.043630165995,13746692.01779224,0.38864204243748557,0.009301270134375436
5.89,1.5535774833651868,1994.220226556769,6846.5967284694125,2748764.782885175,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6871.911957212938,0.687191195721294,13693193.456938826,310.71549667303736,170.1874962405093,1553.5774833651867,0.3883943708412967,498.55505663919223,1711.6491821173531,13743823.914425876,0.3883943708412967,0.009294526922550053
5.9,1.5525903638195537,1994.0421918216157,6845.013014330617,2748188.3206735747,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6870.470801683937,0.6870470801683938,13690026.028661234,310.51807276391077,170.04001994030645,1552.5903638195537,0.38814759095488843,498.5105479554039,1711.2532535826542,13740941.603367873,0.38814759095488843,0.009287792076215589
5.91,1.551606783705553,1993.8611677207944,6843.423433578202,2747609.042920571,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6869.022607301427,0.6869022607301428,13686846.867156405,310.3213567411106,169.89283557295178,1551.606783705553,0.38790169592638823,498.4652919301986,1710.8558583945505,13738045.214602854,0.38790169592638823,0.00928106554080798
5.92,1.5506269846963618,1993.6770155261677,6841.827493593007,2747026.718584357,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6867.566796460892,0.6867566796460893,13683654.987186013,310.1253969392724,169.74595737924466,1550.626984696362,0.38765674617409046,498.4192538815419,1710.4568733982517,13735133.592921784,0.38765674617409046,0.00927434813713135
5.93,1.5496503569929232,1993.490095568508,6840.226435674608,2746441.929990151,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6866.104824975378,0.6866104824975379,13680452.871349216,309.93007139858463,169.5993494072894,1549.6503569929232,0.3874125892482308,498.372523892127,1710.056608918652,13732209.649950754,0.3874125892482308,0.009267637914778786
5.94,1.548677225512025,1993.3002203295193,6838.619597688446,2745854.366577865,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6864.635916444663,0.6864635916444664,13677239.195376894,309.735445102405,169.45303079808485,1548.677225512025,0.38716930637800623,498.32505508237983,1709.6548994221116,13729271.832889326,0.38716930637800623,0.009260935964497284
5.95,1.5477075632729298,1993.107408542605,6837.007034096097,2745264.053936769,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6863.160134841922,0.6863160134841924,13674014.068192195,309.541512654586,169.30699994913203,1547.7075632729297,0.38692689081823245,498.27685213565127,1709.2517585240244,13726320.269683843,0.38692689081823245,0.009254242231850097
5.96,1.5467413434869683,1992.911678828595,6835.388798968017,2744671.017472658,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6861.677543681645,0.6861677543681646,13670777.597936034,309.3482686973937,169.16125526674506,1546.7413434869684,0.3866853358717421,498.22791970714877,1708.8471997420042,13723355.08736329,0.3866853358717421,0.009247556662686634
5.97,1.545778539557538,1992.7130496957463,6833.764945983536,2744075.2824078575,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6860.188206019644,0.6860188206019645,13667529.891967071,309.1557079115076,169.01579516611085,1545.7785395575381,0.3864446348893845,498.1782624239366,1708.441236495884,13720376.412039287,0.3864446348893845,0.009240879203147817
5.98,1.5448191250801038,1992.5115395397422,6832.135528430864,2743476.87378122,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6858.692184453051,0.6858692184453051,13664271.056861728,308.96382501602073,168.87061807134813,1544.8191250801037,0.38620478127002594,498.12788488493555,1708.033882107716,13717384.3689061,0.38620478127002594,0.009234209799671385
5.99,1.5438630738421986,1992.307166643693,6830.50059920709,2742875.816448126,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6857.189541120315,0.6857189541120317,13661001.19841418,308.7726147684397,168.7257224155654,1543.8630738421987,0.38596576846054964,498.0767916609233,1707.6251498017725,13714379.08224063,0.38596576846054964,0.00922754839899712
6.0,1.542910359823422,1992.0999491781365,6828.860210818183,2742272.1350804837,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6855.680337701209,0.6855680337701211,13657720.421636365,308.5820719646844,168.5811066409173,1542.910359823422,0.3857275899558555,498.0249872945341,1707.2150527045458,13711360.675402418,0.3857275899558555,0.009220894948171977
6.01,1.5419609571954418,1991.889905201036,6827.214415378986,2741665.8541667303,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6854.164635416826,0.6854164635416827,13654428.830757972,308.3921914390884,168.43676919866078,1541.9609571954418,0.38549023929886045,497.972476300259,1706.8036038447465,13708329.270833652,0.38549023929886045,0.009214249394555183
6.02,1.5410148403219928,1991.6770526577827,6825.563264613222,2741056.99801183,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6852.642495029575,0.6852642495029576,13651126.529226443,308.20296806439853,168.29270854920966,1541.0148403219928,0.3852537100804982,497.9192631644457,1706.3908161533054,13705284.990059149,0.3852537100804982,0.00920761168582323
6.03,1.5400719837588772,1991.4614093811936,6823.9068098534935,2740445.590737275,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6851.113976843188,0.6851113976843188,13647813.619706986,308.01439675177545,168.1489231621885,1540.0719837588772,0.3850179959397193,497.8653523452984,1705.9767024633734,13702227.953686375,0.3850179959397193,0.009200981769974833
6.04,1.5391323622539648,1991.2429930915134,6822.24510204128,2739831.6562810857,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6849.5791407027145,0.6849579140702715,13644490.20408256,307.82647245079295,168.00541151648537,1539.1323622539649,0.3847830905634912,497.81074827287836,1705.56127551032,13699158.281405428,0.3847830905634912,0.009194359595335789
6.05,1.5381959507471932,1991.021821396413,6820.57819172694,2739215.218397811,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6848.038045994528,0.6848038045994529,13641156.38345388,307.63919014943866,167.86217210030387,1538.1959507471931,0.3845489876867983,497.7554553491033,1705.144547931735,13696076.091989055,0.3845489876867983,0.009187745110563793
6.06,1.537262726155537,1990.7979107265141,6818.906125436739,2738596.298942905,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6846.490747357262,0.6846490747357263,13637812.250873478,307.45254523110736,167.71920351660114,1537.262726155537,0.38431568153888424,497.69947768162854,1704.7265313591847,13692981.494714525,0.38431568153888424,0.009181138270404565
