Time,EGF,R,Ra,R2,RP,PLCg,RPLCg,RPLCgP,PLCgP,Grb,RG,SOS,RGS,GS,Shc,RSh,RShP,ShP,RShG,ShG,RShGS,ShGS,PLCgl,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
0.1,661.830123197453,81.83012319745299,17.94079860069591,0.11196984792589824,0.001780847359465978,104.9997512068528,0.00024438580762117606,4.387364927003347e-06,1.9715896588905618e-08,84.97110905439314,1.003274341803716e-05,33.97111928996197,6.551739692971112e-08,0.028880643416600887,149.99947022586352,0.00047738196068433067,5.194992003105767e-05,2.3832630409641e-07,2.0124398336936461e-07,1.5813842351070838e-09,1.0821159903159579e-09,2.1926375818711427e-11,2.5870368802533924e-10,3e-12,4.841894209051723e-10,9.622576678544201e-12,3.3585611835691076e-13,4.808116620122402e-14,3.351130385806281e-14,7.324993181244777e-16,3.948627802304969e-18,5.914768975505536e-22,1.3603802652009996e-15,1.0212912572344289e-17,-6.884356714461103e-19,-8.658391416707725e-13,7.126477579848485e-14,8.583524306712362e-15,4.6754926882010424e-17,3.5748945589402934e-21,3.966780768792323e-17,1.8111957742867754e-19,2.0502502911625596e-19,3.895617283995243e-22,1.8178323811262652e-19,4.8307154603107285e-21,-4.270521585948893e-22,4.0370103802369857e-20,5.912440643479458e-20
0.11,660.2344602187892,80.23446021878931,19.4666838246958,0.14576438491836363,0.002457032840457338,104.99961907728473,0.00037346323255070215,7.422116322504123e-06,3.6832468548562504e-08,84.96821757785465,1.5354807740946153e-05,33.96823330929563,1.1096021826639544e-07,0.03176657747706503,149.99918934482633,0.000722677742981865,8.71560288503807e-05,4.425015019748655e-07,3.7339247109954707e-07,3.2407233764666675e-09,2.217483106875653e-09,4.9612201139528484e-11,5.339046917020449e-10,3e-12,4.732579967130392e-10,1.1324824058444684e-11,4.372194437698772e-13,6.633662686693337e-14,4.621367427598147e-14,1.1192763802037308e-15,6.6799030612791845e-18,1.1049740560498858e-21,1.876624087694078e-15,1.5627297913627174e-17,-1.0437091555721205e-18,-8.657231219692216e-13,9.820847231343114e-14,1.2992511288480502e-14,7.84404230297927e-17,6.6375225209844126e-21,6.653741406189847e-17,3.360532024906702e-19,3.8036211481185377e-19,7.9829383070809365e-22,3.3741485807201067e-19,9.897822754224935e-21,-8.706921091688807e-22,7.446812598700631e-20,1.1044935422343434e-19
0.12,658.6747444214575,78.67474442145773,20.94500597898283,0.18506911327841427,0.0032827346165496514,104.99944000532156,0.0005479743817345743,1.1954302601464878e-05,6.496249329551277e-08,84.96532446917087,2.2563978367087677e-05,33.96534769344241,1.7892128528644504e-07,0.034652123277723365,149.99880893770302,0.0010504085465887296,0.00013921342432047826,7.756742912853149e-07,6.540754853137981e-07,6.217628332908918e-09,4.254370329577302e-09,1.042219651454058e-10,1.0315781195535667e-09,3e-12,4.6261950349182756e-10,1.3105277529805274e-11,5.551088577967464e-13,8.862801580173122e-14,6.171456872724279e-14,1.6421299998135031e-15,1.075886850273513e-17,1.9488747975993458e-21,2.50688290981682e-15,2.2959595286211817e-17,-1.519572366704054e-18,-8.656071016897119e-13,1.3105896090221432e-13,1.8882295422219448e-14,1.2529207501333173e-16,1.1635114342735434e-20,1.0625860126509005e-16,5.886678816731942e-19,6.662039077180483e-19,1.5315730723120308e-21,5.912834720731857e-19,1.8986541116718592e-20,-1.6620953638500824e-21,1.2970156255819848e-19,1.947946378557785e-19
0.13,657.1500152436688,77.150015243669,22.3762448489379,0.2300822956631742,0.0042696081816301626,104.9992042978585,0.0007771134416910126,1.8477633124786413e-05,1.091807057125826e-07,84.96242928354175,3.204827468856826e-05,33.96246243490691,2.768810948268755e-07,0.037537280282821356,149.99830855919808,0.0014756362777338908,0.00021339781706513781,1.2956874923693041e-06,1.0918028742405647e-06,1.1287553344032855e-08,7.723466495778173e-09,2.0571792495258557e-10,1.885954974369872e-09,3e-12,4.522644791680285e-10,1.495186531748965e-11,6.901187987440737e-13,1.1526957778536628e-13,8.022871504724824e-14,2.32856868010432e-15,1.6629861421448754e-17,3.2754211678013507e-21,3.2599993075983704e-15,3.260331115935349e-17,-2.1387186681232428e-18,-8.654910761149439e-13,1.7026103617293923e-13,2.6523041392138312e-14,1.9205802042201366e-16,1.9435312311474592e-20,1.6284963161265838e-16,9.82622456694247e-19,1.1119135765325282e-18,2.7804473060789886e-21,9.87376546492759e-19,3.446228173699424e-20,-3.002389449795014e-21,2.152860789767339e-19,3.273723811900546e-19
0.14,655.6593430459707,75.65934304597091,23.760927623417363,0.28096224156344235,0.005428021354740277,104.9989015871255,0.0010706546191034498,2.7578843536555774e-05,1.7612226572802546e-07,84.95953153367904,4.4222188241320505e-05,33.95957752465591,4.137544454131472e-07,0.04042204782702535,149.9976663697228,0.0020139014677802323,0.00031586889873196756,2.0773594937825e-06,1.749238305480426e-06,1.9550253958801053e-08,1.3377533954764562e-08,3.8509081941551484e-10,3.2895478698015175e-09,3e-12,4.4218382943908414e-10,1.685316177328932e-11,8.427238840496849e-13,1.4654066806047608e-13,1.0194613763559213e-13,3.207827030779866e-15,2.4820941974982643e-17,5.283667962535048e-21,4.14382603484566e-15,4.4978529096557165e-17,-2.924820573813073e-18,-8.65375040057705e-13,2.1620642213633258e-13,3.619337001827243e-14,2.8428197841370125e-16,3.116039221635122e-20,2.409998914692995e-16,1.5743141884105541e-18,1.781242977641912e-18,4.815910718712785e-21,1.5825583285815765e-18,5.967871540732761e-20,-5.1746536173062344e-21,3.4301614013358407e-19,5.280707378757943e-19
0.15,654.2018279144777,74.2018279144779,25.099625781644892,0.3378297327837823,0.006767049516510521,104.99852091322897,0.0014388642870082563,3.994272139033946e-05,2.7425250533694377e-07,84.95663069081111,5.9523290408657346e-05,33.956692951981815,5.999760454605371e-07,0.04330642510154508,149.99685931231227,0.0026810242113360794,0.0004536875379632877,3.2151175748715808e-06,2.7053622557018112e-06,3.251797625240307e-08,2.2251907397438675e-08,6.887007754091724e-10,5.510073633224574e-09,3e-12,4.323688104655266e-10,1.8798387511523258e-11,1.0132861868658516e-12,1.8268561209412417e-13,1.2703211566022853e-13,4.3106014528162185e-15,3.5948415845460405e-17,8.227575137543983e-21,5.165223046204248e-15,6.052842718876975e-17,-3.902267917018883e-18,-8.652589878678795e-13,2.692339234772145e-13,4.817677204721604e-14,4.0831872542343744e-16,4.8226763167030427e-20,3.460822728292229e-16,2.4348254359945904e-18,2.7545260907675043e-18,8.010683307537903e-21,2.4485546150473894e-18,9.924603360316333e-20,-8.565210419654004e-21,5.276209848403604e-19,8.222616093838412e-19
0.16,652.7765985201324,72.77659852013274,26.39295193426437,0.4007704202313126,0.008294491980652574,104.99805080614227,0.001892414556689959,5.635624322233617e-05,4.141476478931623e-07,84.95372618563607,7.840886975700825e-05,33.95380870436927,8.475737032137669e-07,0.04619041113988004,149.99586328759585,0.00349291860794592,0.0006348213572291264,4.825658431021933e-06,4.057647515565591e-06,5.221585767059528e-08,3.573342926021288e-08,1.1837264290029825e-09,8.910124730391964e-09,3e-12,4.228110125563704e-10,2.077740622806229e-11,1.2020624259345182e-12,2.2391413839711372e-13,1.5562753953721179e-13,5.6687902335865264e-15,5.072055706750436e-17,1.2424429385339387e-20,6.330070674696267e-15,7.971582966707943e-17,-5.095919296278295e-18,-8.651429134390069e-13,3.296304075016037e-13,6.275826709872532e-14,5.713391134349738e-16,7.238487543796227e-20,4.84156663574864e-16,3.651881594628197e-18,4.130883539839695e-18,1.286402746442189e-20,3.673954227828813e-18,1.593361763670083e-19,-1.3687528329119594e-20,7.8711291390554085e-19,1.2416410324537515e-18
0.17,651.3828110307569,71.38281103075713,27.641556643381136,0.4698371832333855,0.010016903832740925,104.99747936598393,0.0024422994160756078,7.77118465214306e-05,6.087837337248222e-07,84.95081740920601,0.00010135264596334694,33.950924767364874,1.1702293444788874e-06,0.04907400480316469,149.9946533244119,0.00446542224119812,0.0008681396294742471,7.050601963875701e-06,5.924218408794672e-06,8.129442096657291e-08,5.563776420860192e-08,1.9648655513074742e-09,1.3969685861842212e-08,3e-12,4.1350234478061844e-10,2.278071845510742e-11,1.4092110425851744e-12,2.7040223162099885e-13,1.8784955797842158e-13,7.31524147124861e-15,6.994055210298146e-17,1.8263511900559374e-20,7.643294619612249e-15,1.0301984046024258e-16,-6.530868780807255e-18,-8.650268102142169e-13,3.9763238476534923e-13,8.02213352082608e-14,7.813254758387775e-16,1.0575902726500376e-19,6.619652748198244e-16,5.331794369255533e-18,6.030408860610587e-18,2.0029580944150816e-20,5.3662012742337744e-18,2.4802461513598354e-19,-2.1208620636955388e-20,1.143122805105547e-18,1.8250939294469005e-18
0.18,650.0196480729596,70.01964807296001,28.846125243730356,0.5450524433624361,0.01193963913627024,104.99679434077781,0.0030997542100566727,0.00010500986933711535,8.738311744319218e-07,84.94790371373418,0.00012884159279162282,33.94804112444931,1.5833282436678721e-06,0.05195720476510041,149.99320374441965,0.00561414141779045,0.0011633984745746133,1.0059108329304945e-05,8.445968400002567e-06,1.231538832393182e-07,8.429492714567126e-08,3.1624235962546257e-09,2.1311562177289355e-08,3e-12,4.0443502044333003e-10,2.4799452514300597e-11,1.6347991409132202e-12,3.222932953664422e-13,2.2379243775489834e-13,9.28351114976945e-15,9.450869460528384e-17,2.621493500388338e-20,9.108899602602807e-15,1.309325916350267e-16,-8.232229176301984e-18,-8.649106711914395e-13,4.73428021360363e-13,1.0084513379480467e-13,1.0470583028414186e-15,1.5088662047550107e-19,8.869205638698244e-16,7.601367589887415e-18,8.596310743049843e-18,3.034614658654015e-20,7.653555327262567e-18,3.7566779302547935e-19,-3.1977791447985135e-20,1.6212184275820754e-18,2.6195754826998096e-18
0.19,648.6863177411028,68.68631774110308,30.007374685663674,0.6264104252187804,0.014066902194535323,104.99598320107785,0.0038761790433890103,0.00013936019648847045,1.227952443956265e-06,84.94498441332416,0.00016137289488018098,33.945157756911904,2.103996946174721e-06,0.05484000949647061,149.99148831946593,0.006954312449928654,0.0015312173659670209,1.4050430670191639e-05,1.178861295089184e-05,1.820798627275542e-07,1.2464276625618476e-07,4.95192463328226e-09,3.1729762637159045e-08,3e-12,3.956015433686245e-10,2.6825352938208638e-11,1.8788092685905055e-12,3.7969953532791835e-13,2.6352857334552106e-13,1.1607633100693761e-14,1.254238659168587e-16,3.6838572866327796e-20,1.0730009154695e-14,1.6395613178160768e-16,-1.022493244895652e-17,-8.647944889278794e-13,5.571594485648613e-13,1.2490200497284172e-13,1.3780950957260269e-15,2.1075645134340723e-19,1.1670865336840513e-15,1.060974474029368e-17,1.1996987725002303e-17,4.4871345698294084e-20,1.068699856970102e-17,5.553149002883421e-19,-4.705754494713244e-20,2.251201798034217e-18,3.681001653231451e-18
0.2,647.382052650594,67.38205265059439,31.126050419407235,0.7138793570364096,0.016401804348833496,104.9950332110347,0.004783066484716595,0.0001819831592102085,1.6931004533681775e-06,84.94205878462536,0.00019945105516190644,33.94227464372688,2.7511304730748838e-06,0.0577224172492488,149.98948042088227,0.008500678784738428,0.001983048015221321,1.925637805109946e-05,1.6144656397764877e-05,2.633899003536133e-07,1.8032803223102237e-07,7.565379075007286e-09,4.622085661526942e-08,3e-12,3.869946949352765e-10,2.885076663423352e-11,2.141146016978764e-12,4.4270349469641334e-13,3.0710959872797e-13,1.4321901980268254e-14,1.6378434343094482e-16,5.0793012741068595e-20,1.2508909604278561e-14,2.02599471283443e-16,-1.2533547479986051e-17,-8.646782555437827e-13,6.489252684940268e-13,1.5265526948255189e-13,1.784742360932957e-15,2.888456544073122e-19,1.5111542328156476e-15,1.4530179093800436e-17,1.6428013784776905e-17,6.491800226134351e-20,1.4642070597453057e-17,8.031521574743565e-19,-6.775644165771269e-20,3.0673825561691614e-18,5.0751414830091585e-18
0.21,646.1061090336883,66.10610903368867,32.20292333306422,0.8074036065852541,0.01894642485262885,104.99393149568468,0.005831933757993424,0.0002342097229692018,2.294815982673984e-06,84.93912606741982,0.00024358516156044156,33.93939176143143,3.545409253232695e-06,0.060604426040312735,149.98715316029882,0.01026738369069401,0.0025311363688033336,2.594367267157751e-05,2.1735259686003896e-05,3.735903081446709e-07,2.5581472218569714e-07,1.1304298404232434e-08,6.601830104592545e-08,3e-12,3.786075218200685e-10,3.086862705388078e-11,2.4216424270101837e-12,5.113597022575492e-13,3.5456757369691315e-13,1.7460669815534894e-14,2.1078796805822743e-16,6.884447790036543e-20,1.4447097147524975e-14,2.4737579309856e-16,-1.5182115417287148e-17,-8.645619627255509e-13,7.487831974338114e-13,1.843573018861076e-13,2.2780214047654196e-15,3.891550603792171e-19,1.928412022206757e-15,1.956171460626162e-17,2.211402150042768e-17,9.2093145780102e-20,1.9720618860883567e-17,1.138978079082016e-18,-9.566369815196849e-20,4.10882445050406e-18,6.878506300927819e-18
0.22,644.8577658744055,64.85776587440581,33.238786766461665,0.9069057444735811,0.02170187343048685,104.9926651041457,0.007034259669855725,0.0002974810335234774,3.0625211378009944e-06,84.93618546515167,0.0002942863252352625,33.936509084004875,4.5093066892097425e-06,0.0634860336348021,149.98447952140324,0.012267877715734005,0.0031884791265094324,3.4416172958293253e-05,2.881198562289138e-05,5.205423019317013e-07,3.564990249868401e-07,1.6554624828161478e-08,9.262971250536101e-08,3e-12,3.704333243944082e-10,3.287243664784714e-11,2.7200661772178287e-12,5.856963684540074e-13,4.05916199457626e-13,2.1058156854538654e-14,2.677317338470997e-16,9.187563132031921e-20,1.654532617091242e-14,2.987998412852892e-16,-1.8194001596343557e-17,-8.64445601728296e-13,8.567527517116327e-13,2.2024787264044042e-13,2.86962919724083e-15,5.1624254211824395e-19,2.428711694281862e-15,2.5930756559395733e-17,2.9310459117179986e-17,1.2833939032347408e-19,2.6152443353897487e-17,1.586706482263252e-18,-1.3268523033426798e-19,5.4195636883591334e-18,9.1792267392775e-18
0.23,643.6363240812195,63.63632408121988,34.23445360889578,1.012288532057141,0.024668353862235787,104.99122106867912,0.008401426283142553,0.00037334735291012696,4.02980769795309e-06,84.93323614540589,0.00035206529178191074,33.93362658274895,5.66708777291174e-06,0.06636723752914218,149.98143248259888,0.014514840416467804,0.003968775345848972,4.5016953455094313e-05,3.7658414361627934e-05,7.136368664059147e-07,4.888305133065766e-07,2.3803638821051207e-08,1.2787704975067463e-07,3e-12,3.624656457374968e-10,3.485624785737197e-11,3.0361255455555563e-12,6.657171113748554e-13,4.611520511051868e-13,2.5148276746491142e-14,3.36010828262113e-16,1.2089422606678788e-19,1.8803658321330083e-14,3.573854885230933e-16,-2.1591763853515058e-17,-8.643291633779107e-13,9.728179505467168e-13,2.6055274793416767e-13,3.571894812929903e-15,6.752542124208635e-19,3.0224308786050134e-15,3.389252539399892e-17,3.8305214200423096e-17,1.7597856200882593e-19,3.419682878521266e-17,2.1748955259734854e-18,-1.8108091144961733e-19,7.048797227037021e-18,1.2077914159381712e-17
0.24,642.4411056955809,62.44110569558114,35.19075349022974,1.1234368309428375,0.027845228320248532,104.9895864597519,0.009944665148275949,0.00046346644136898937,5.234718767141287e-06,84.93027724035034,0.00041743021950146826,33.93074422616891,7.044799499148571e-06,0.06924803493379122,149.9779851309092,0.017020115155424682,0.00488637400678696,5.813023182462426e-05,4.859162174468497e-05,9.639772675154446e-07,6.604388766930412e-07,3.365893253681673e-08,1.739396103573252e-07,3e-12,3.546982612270727e-10,3.6814642887020646e-11,3.3694751359789052e-12,7.514027050490596e-13,5.202558220306823e-13,2.97644754786225e-14,4.1711717351718375e-16,1.5704155479355488e-19,2.122151211661084e-14,4.2364347639548925e-16,-2.5397037181786133e-17,-8.642126380727806e-13,1.0969300272451072e-12,3.054825254764227e-13,4.3977322357544044e-15,8.71953328290396e-19,3.720432405344716e-15,4.373238709636527e-17,4.942009649272591e-17,2.377573207962186e-19,4.414395716394594e-17,2.937299434304629e-18,-2.435027926573157e-19,9.051040060451531e-18,1.56885017364917e-17
0.25,641.2714531344607,61.27145313446103,36.10853007517983,1.2402194307711292,0.031231081584778726,104.98774843702958,0.011675008120388766,0.0005696014280478776,6.720022114277673e-06,84.92730784715035,0.0004908846272126935,33.92786197985535,8.67025363021604e-06,0.07212842275574954,149.97411076703855,0.019794656286610684,0.005956218332830121,7.418312903165508e-05,6.196350919629464e-05,1.2845685303880727e-06,8.802657512529601e-07,4.686953546343248e-08,2.3339980659907887e-07,3e-12,3.4712516867123005e-10,3.874271249647365e-11,3.719721359865844e-12,8.427128261285186e-13,5.83193563758804e-13,3.493958414695912e-14,5.126375075190296e-16,2.0160064988072197e-19,2.3797712427267834e-14,4.980793307497113e-16,-2.9630434024774584e-17,-8.640960157852401e-13,1.2290101147060068e-12,3.552316938590829e-13,5.3605902441348505e-15,1.1127466926894393e-18,4.534021238855051e-15,5.576704995681083e-17,6.301216857275103e-17,3.168946165249398e-19,5.63161903679098e-17,3.913440791431515e-18,-3.2303400116576096e-19,1.1486250914083497e-17,2.0139060360239103e-17
