T,DTC_T,FTC_H,GGB_GABAB,HCT_NA,HRE_NA,HRE_TS,HTC_K21,HTC_K22,HTC_NA,HTC_T,MA_AMPA,MB_GABAA,MCT_K,MCT_M,MCT_NA,MC_GABAA,MD_AMPA,ME_AMPA,MF_AMPA,MRE_K,MRE_NA,MRE_TS,MTC_K,MTC_K2,MTC_NA,MTC_T,RB_GABAB,STC_H,VCT,VRE,VTC
165.0,0.7959711,0.057150345,4.6493292,0.99950892,0.99999362,0.36690173,0.65743071,0.65183592,0.99707812,0.036640517,2.1202532e-05,9.6845918e-07,0.0090115517,0.098509878,0.0025082859,9.6845918e-07,5.3319472e-06,2.1198563e-05,5.3319472e-06,0.00033817402,4.6519192e-05,0.0064630196,0.03049523,0.21265976,0.011305298,0.49075094,0.84900945,0.62656271,-72.209618,-89.30397,-65.286575
170.0,0.79513085,0.059673142,4.6230006,0.99948633,0.9999938,0.37842473,0.6584633,0.653606,0.99707061,0.036833297,2.1229631e-05,9.3662459e-07,0.0093025202,0.090855099,0.0026061842,9.3662459e-07,5.20208e-06,2.1211528e-05,5.20208e-06,0.00033123003,4.5424385e-05,0.0063690441,0.030552562,0.21257378,0.011334834,0.49112371,0.84393066,0.62599361,-72.039024,-89.403244,-65.274017
175.0,0.79438525,0.062173337,4.5965977,0.99946493,0.99999392,0.38974136,0.6593191,0.65510213,0.99705994,0.03699372,2.1278362e-05,9.1441001e-07,0.0095744543,0.08407402,0.0026981465,9.1441001e-07,5.2651408e-06,2.1248579e-05,5.2651408e-06,0.00032593377,4.4592016e-05,0.0062969741,0.030631281,0.2125604,0.011374188,0.49162969,0.83888227,0.6254251,-71.884346,-89.480324,-65.257362
180.0,0.79373211,0.064650565,4.5701566,0.99944472,0.99999404,0.40084222,0.6600104,0.6563493,0.99704617,0.037123431,2.1346052e-05,8.9830507e-07,0.0098268064,0.07805866,0.0027839104,8.9830507e-07,5.4003754e-06,2.1305881e-05,5.4003754e-06,0.00032189363,4.3958797e-05,0.0062417439,0.030730259,0.21260907,0.011422902,0.49226114,0.83386403,0.62485713,-71.744629,-89.539925,-65.236839
185.0,0.79316926,0.067104466,4.5437088,0.99942583,0.9999941,0.41172132,0.66054833,0.65736991,0.99702948,0.03722382,2.1431219e-05,8.8636841e-07,0.010059757,0.072715811,0.0028634523,8.8636841e-07,5.5580513e-06,2.1381393e-05,5.5580513e-06,0.0003188175,4.3477867e-05,0.0061995243,0.030848667,0.21271193,0.011480651,0.49301189,0.8288759,0.62428951,-71.618721,-89.585754,-65.212631
190.0,0.79269421,0.069534689,4.5172801,0.9994083,0.99999416,0.42237526,0.66094315,0.65818369,0.99700993,0.037296098,2.153298e-05,8.7742399e-07,0.010273937,0.067964815,0.0029369043,8.7742399e-07,5.717714e-06,2.1473938e-05,5.717714e-06,0.00031648521,4.3114105e-05,0.006167395,0.030985903,0.21286313,0.011547207,0.49387708,0.82391751,0.62372202,-71.505424,-89.62075,-65.184883
195.0,0.79230458,0.071940891,4.4908919,0.99939203,0.99999422,0.43280268,0.66120392,0.65880823,0.99698764,0.03734133,2.1650794e-05,8.7070043e-07,0.010470244,0.063735709,0.0030044974,8.7070043e-07,5.8710743e-06,2.1582806e-05,5.8710743e-06,0.0003147292,4.2840929e-05,0.0061431159,0.03114154,0.21305826,0.011622424,0.49485278,0.8189888,0.62315464,-71.403549,-89.647224,-65.153709
200.0,0.79199803,0.074322723,4.4645624,0.99937707,0.99999422,0.44300362,0.66133887,0.65925902,0.99696249,0.037360489,2.1784326e-05,8.6565984e-07,0.010649721,0.059967637,0.0030665232,8.6565984e-07,6.0149537e-06,2.1707558e-05,6.0149537e-06,0.00031342122,4.2638057e-05,0.0061249593,0.031315289,0.213294,0.011706221,0.49593577,0.8140896,0.6225872,-71.312004,-89.666992,-65.119209
205.0,0.79177213,0.076679856,4.4383068,0.99936324,0.99999422,0.45297936,0.66135538,0.65954965,0.99693465,0.037354477,2.1933398e-05,8.6191108e-07,0.010813483,0.0566075,0.0031233081,8.6191108e-07,6.1483561e-06,2.1847934e-05,6.1483561e-06,0.00031246248,4.2489912e-05,0.0061115855,0.031506978,0.21356782,0.011798571,0.49712348,0.80921972,0.62201959,-71.229744,-89.68148,-65.081459
210.0,0.79162461,0.079011939,4.4121375,0.99935061,0.99999428,0.46273196,0.66126001,0.65969229,0.99690396,0.037324131,2.2097944e-05,8.5916173e-07,0.010962662,0.053608879,0.0031751941,8.5916173e-07,6.2712315e-06,2.2003809e-05,6.2712315e-06,0.00031177638,4.2384454e-05,0.0061019538,0.03171654,0.21387783,0.011899496,0.49841374,0.80437893,0.62145168,-71.155838,-89.691818,-65.04052
215.0,0.79155326,0.081318624,4.386065,0.99933898,0.99999428,0.4722642,0.66105849,0.65969741,0.99687046,0.03727024,2.2278002e-05,8.5718943e-07,0.011098376,0.050931066,0.0032225277,8.5718943e-07,6.3839489e-06,2.2175163e-05,6.3839489e-06,0.00031130356,4.231236e-05,0.006095252,0.031943996,0.21422255,0.012009067,0.49980491,0.79956716,0.62088335,-71.089417,-89.698898,-64.996445
220.0,0.791556,0.083599553,4.3600988,0.99932837,0.99999428,0.48157924,0.66075593,0.65957427,0.9968341,0.037193559,2.2473689e-05,8.5582315e-07,0.011221706,0.048538297,0.0032656502,8.5582315e-07,6.4870574e-06,2.236207e-05,6.4870574e-06,0.00031099768,4.2266362e-05,0.0060908468,0.032189444,0.21460091,0.012127392,0.50129569,0.79478413,0.62031454,-71.029724,-89.703423,-64.949272
225.0,0.79163069,0.085854381,4.3342452,0.99931872,0.99999428,0.49068072,0.66035694,0.65933102,0.99679482,0.037094794,2.2685212e-05,8.5493042e-07,0.011333682,0.046399087,0.0033048925,8.5493042e-07,6.5811819e-06,2.2564689e-05,6.5811819e-06,0.00031082248,4.2240797e-05,0.006088241,0.032453071,0.21501207,0.012254624,0.50288498,0.7900297,0.61974508,-70.976059,-89.705925,-64.899025
230.0,0.79177547,0.088082731,4.3085108,0.9993099,0.99999428,0.4995724,0.65986538,0.65897471,0.99675256,0.036974628,2.2912847e-05,8.5440814e-07,0.011435279,0.04448564,0.003340571,8.5440814e-07,6.6669668e-06,2.2783253e-05,6.6669668e-06,0.00031074969,4.223123e-05,0.0060870447,0.032735135,0.21545546,0.012390954,0.50457227,0.78530377,0.61917496,-70.927795,-89.706856,-64.845726
235.0,0.79198843,0.090284221,4.2828999,0.99930185,0.99999428,0.50825828,0.65928465,0.6585114,0.99670714,0.036833704,2.3156954e-05,8.5417582e-07,0.011527409,0.042773407,0.0033729863,8.5417582e-07,6.7450515e-06,2.3018079e-05,6.7450515e-06,0.00031075705,4.2234187e-05,0.0060869534,0.033035971,0.21593067,0.012536617,0.50635713,0.78060603,0.618604,-70.884377,-89.706551,-64.789383
240.0,0.79226798,0.092458479,4.2574167,0.99929452,0.99999428,0.51674241,0.65861779,0.65794647,0.99665856,0.036672641,2.3417966e-05,8.5417048e-07,0.011610921,0.041240651,0.0034024208,8.5417048e-07,6.8160543e-06,2.3269557e-05,6.8160543e-06,0.00031082719,4.2246953e-05,0.0060877269,0.033355992,0.21643744,0.012691888,0.50823951,0.77593642,0.61803222,-70.845299,-89.705284,-64.729988
245.0,0.79261243,0.094605088,4.2320647,0.9992879,0.99999428,0.52502894,0.65786719,0.65728432,0.99660659,0.036492012,2.3696397e-05,8.5434277e-07,0.011686606,0.039868098,0.0034291383,8.5434277e-07,6.8805648e-06,2.3538158e-05,6.8805648e-06,0.00031094643,4.2267384e-05,0.0060891761,0.033695694,0.2169757,0.012857089,0.51021957,0.77129477,0.61745948,-70.810112,-89.703255,-64.667534
250.0,0.79302031,0.096723653,4.2068462,0.99928182,0.99999428,0.53312212,0.65703493,0.65652889,0.99655116,0.036292378,2.3992849e-05,8.5465393e-07,0.01175519,0.038638644,0.0034533846,8.5465393e-07,6.9391399e-06,2.382443e-05,6.9391399e-06,0.000311104,4.229381e-05,0.0060911542,0.03405565,0.21754548,0.013032587,0.51229787,0.7666809,0.61688572,-70.778397,-89.700638,-64.601997
255.0,0.79349017,0.098813727,4.1817632,0.99927634,0.99999428,0.54102606,0.65612274,0.6556834,0.99649209,0.036074258,2.4308007e-05,8.5507372e-07,0.011817342,0.037537087,0.0034753871,8.5507372e-07,6.9923012e-06,2.4129013e-05,6.9923012e-06,0.00031129151,4.2324911e-05,0.006093544,0.034436524,0.21814691,0.0132188,0.51447511,0.76209462,0.61631083,-70.749809,-89.697563,-64.533348
260.0,0.79402077,0.10087488,4.1568174,0.99927133,0.99999428,0.54874492,0.65513188,0.65475047,0.9964292,0.035838146,2.4642652e-05,8.5557821e-07,0.011873678,0.036549903,0.0034953558,8.5557821e-07,7.0405345e-06,2.4452633e-05,7.0405345e-06,0.00031150234,4.2359661e-05,0.006096255,0.034839068,0.21878026,0.0134162,0.51675242,0.75753576,0.61573482,-70.724014,-89.69413,-64.461555
265.0,0.79461092,0.10290663,4.13201,0.9992668,0.99999428,0.55628276,0.65406334,0.65373218,0.99636227,0.035584498,2.4997675e-05,8.561488e-07,0.011924762,0.03566505,0.0035134845,8.561488e-07,7.0842916e-06,2.4796118e-05,7.0842916e-06,0.00031173136,4.2397256e-05,0.0060992157,0.035264146,0.21944594,0.01362532,0.51913118,0.75300413,0.61515754,-70.700714,-89.690422,-64.386559
270.0,0.79525954,0.1049085,4.1073418,0.99926269,0.99999428,0.56364369,0.65291768,0.65263021,0.99629104,0.035313744,2.5374071e-05,8.567709e-07,0.01197111,0.034871794,0.0035299507,8.567709e-07,7.1239883e-06,2.5160405e-05,7.1239883e-06,0.00031197452,4.2437063e-05,0.0061023706,0.035712719,0.22014444,0.013846758,0.52161306,0.74849969,0.61457908,-70.679657,-89.686501,-64.308296
275.0,0.79596579,0.10687996,4.0828133,0.99925894,0.99999422,0.57083178,0.65169531,0.65144569,0.99621528,0.035026282,2.577297e-05,8.5743306e-07,0.012013189,0.034160558,0.0035449173,8.5743306e-07,7.1600093e-06,2.5546544e-05,7.1600093e-06,0.00031222869,4.2478601e-05,0.0061056768,0.036185883,0.22087635,0.014081183,0.52420008,0.74402213,0.61399919,-70.660591,-89.682411,-64.226692
280.0,0.79672873,0.1088205,4.0584249,0.99925554,0.99999422,0.57785082,0.65039611,0.65017933,0.9961347,0.034722481,2.6195636e-05,8.5812655e-07,0.012051431,0.033522796,0.0035585335,8.5812655e-07,7.1927066e-06,2.5955724e-05,7.1927066e-06,0.00031249147,4.2521489e-05,0.0061091003,0.03668486,0.22164246,0.014329351,0.52689469,0.73957139,0.61341798,-70.643318,-89.678192,-64.14167
285.0,0.79754776,0.11072952,4.0341773,0.99925244,0.99999422,0.58470476,0.64901966,0.64883149,0.99604893,0.034402661,2.6643493e-05,8.5884449e-07,0.012086228,0.032950878,0.0035709357,8.5884449e-07,7.2224043e-06,2.6389276e-05,7.2224043e-06,0.00031276103,4.2565451e-05,0.006112616,0.037211027,0.22244364,0.014592103,0.52969974,0.7351473,0.61283535,-70.62764,-89.673882,-64.053116
290.0,0.79842228,0.11260644,4.0100698,0.99924958,0.99999422,0.59139735,0.64756542,0.64740205,0.99595761,0.034067124,2.711814e-05,8.5958175e-07,0.012117933,0.032437984,0.0035822485,8.5958175e-07,7.249399e-06,2.6848698e-05,7.249399e-06,0.00031303597,4.2610263e-05,0.0061162044,0.037765928,0.22328092,0.014870392,0.53261852,0.73074961,0.61225128,-70.61338,-89.669479,-63.960915
295.0,0.79935187,0.1144506,3.9861028,0.99924695,0.99999422,0.59793234,0.64603221,0.64589036,0.99586034,0.03371612,2.7621385e-05,8.603343e-07,0.012146874,0.031978011,0.0035925857,8.603343e-07,7.2739604e-06,2.733568e-05,7.2739604e-06,0.00031331531,4.2655774e-05,0.0061198515,0.038351305,0.22415547,0.015165289,0.53565472,0.72637826,0.61166573,-70.600395,-89.665024,-63.864933
300.0,0.80033618,0.11626134,3.9622757,0.99924463,0.99999422,0.60431331,0.64441878,0.64429557,0.99575663,0.033349872,2.8155269e-05,8.6109935e-07,0.012173346,0.03156551,0.0036020514,8.6109935e-07,7.2963371e-06,2.7852124e-05,7.2963371e-06,0.00031359828,4.2701875e-05,0.006123547,0.038969122,0.22506869,0.015478002,0.53881276,0.72203308,0.61107862,-70.588531,-89.660507,-63.765011
305.0,0.80137515,0.11803792,3.9385884,0.99924242,0.99999422,0.61054391,0.6427232,0.64261627,0.99564594,0.032968547,2.8722099e-05,8.6187487e-07,0.012197617,0.0311956,0.0036107406,8.6187487e-07,7.3167544e-06,2.8400185e-05,7.3167544e-06,0.00031388443,4.2748492e-05,0.0061272844,0.039621599,0.22602212,0.015809903,0.54209757,0.71771383,0.61049002,-70.57766,-89.655952,-63.660969
310.0,0.80246884,0.11977956,3.9150405,0.9992404,0.99999422,0.61662745,0.64094341,0.6408506,0.99552763,0.032572277,2.9324505e-05,8.6265948e-07,0.012219937,0.030863907,0.0036187405,8.6265948e-07,7.3354186e-06,2.8982307e-05,7.3354186e-06,0.00031417355,4.2795589e-05,0.0061310595,0.040311258,0.22701757,0.016162556,0.54551494,0.71342051,0.60989988,-70.56768,-89.651352,-63.552597
315.0,0.80361736,0.1214854,3.8916314,0.99923855,0.99999422,0.62256747,0.63907677,0.63899618,0.99540102,0.032161132,2.9965489e-05,8.6345244e-07,0.012240526,0.030566528,0.0036261305,8.6345244e-07,7.3525189e-06,2.9601273e-05,7.3525189e-06,0.00031446546,4.2843156e-05,0.0061348705,0.041040983,0.22805709,0.016537745,0.54907155,0.70915282,0.60930812,-70.558479,-89.646706,-63.439655
320.0,0.80482119,0.12315456,3.8683608,0.99923688,0.99999416,0.6283673,0.63712007,0.63705009,0.99526525,0.031735126,3.0648498e-05,8.6425342e-07,0.012259595,0.030299956,0.0036329841,8.6425342e-07,7.3682263e-06,3.0260273e-05,7.3682263e-06,0.00031476028,4.2891206e-05,0.0061387182,0.041814063,0.22914301,0.01693753,0.55277491,0.70491064,0.60871488,-70.549965,-89.642021,-63.321865
