Time,x_Tumor_Cells,y_CD4_T_Cells,z_Cytokine,r,K,delta,m,beta,k,a,alpha,b,mu,I_1,I_2,compartment,Tumor_Growth,Tumor_Killing,CD4_Production,CD4_Death,CD4_Treatment,Cytokine_Production,Cytokine_Loss,Cytokine_Treatment
15.0,0.6988025068668038,130.71445336331865,0.24298972711133696,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02094942545769601,0.009995383793108348,0.1707547879968511,2.6142890672663732,10.0,11.435065226859894,11.420517174232836,0.0
15.5,0.7042340210788637,134.47540139773594,0.2502343495753688,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02111214226567256,0.010340337068377376,0.17694335246414378,2.689508027954719,10.0,11.77544721814688,11.761014430042332,0.0
16.0,0.7095739309133062,138.20200674807708,0.25742102852039567,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.021272113072496233,0.010684489731858591,0.1831343465593452,2.7640401349615416,10.0,12.113105109215981,12.098788340458597,0.0
16.5,0.7148212844814836,141.894611742706,0.2645498105422825,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.021429309450382076,0.011027728492322052,0.18932520838928937,2.83789223485412,10.0,12.448041129837158,12.433841095487278,0.0
17.0,0.719975136974306,145.55355604396152,0.27162070332316374,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.021583703183293345,0.01136994069717611,0.19551340392273844,2.9110711208792304,10.0,12.780258415705145,12.766173056188695,0.0
17.5,0.7250346494060632,149.17917094928484,0.2786338298033133,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.021735269224896714,0.01171102164085052,0.20169644470825399,2.9835834189856967,10.0,13.109760661054127,13.095790000755725,0.0
18.0,0.7299990071556295,152.77178409367178,0.28558930063780147,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.021883983258155437,0.012050868529840199,0.20787187517054176,3.0554356818734356,10.0,13.43655230287081,13.422697129976669,0.0
18.5,0.7348674316301553,156.33171880708235,0.292487235376818,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022029822044642537,0.012389381432101748,0.21403727510148224,3.1266343761416473,10.0,13.760638435466156,13.746900062710445,0.0
19.0,0.7396391193454653,159.85929780592542,0.29932768531798404,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022172761599557972,0.012726459361732986,0.22019024835829915,3.1971859561185085,10.0,14.082024946685534,14.06840120994525,0.0
19.5,0.7443133916389937,163.35483412637984,0.30611082274751283,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022312781676420614,0.01306200971618515,0.2263284515208719,3.267096682527597,10.0,14.400718007469258,14.387208669133104,0.0
20.0,0.7488895784291467,166.81863816671404,0.31283679382751417,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02244986228485401,0.013395940917953411,0.23244957295217106,3.336372763334281,10.0,14.716724387401833,14.703329309893165,0.0
20.5,0.7533670470669513,170.25101594447116,0.31950575546015403,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022583984554780348,0.013728164214935227,0.23855133853581018,3.4050203188894232,10.0,15.030051322355769,15.016770506627239,0.0
21.0,0.757745159258304,173.65227197877246,0.3261178610888415,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022715129445957737,0.014058592583012073,0.24463150323444427,3.4730454395754493,10.0,15.340706626651517,15.32753947117555,0.0
21.5,0.7620233566339217,177.02270355813445,0.33267328690872977,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.022843280311135982,0.014387142701497017,0.2506878684343853,3.540454071162689,10.0,15.6486983476328,15.6356444847103,0.0
22.0,0.7662010968761168,180.36260501527548,0.3391722111358712,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02296842098265788,0.01471373337168923,0.256718269619236,3.6072521003055096,10.0,15.954034957531606,15.941093923385946,0.0
22.5,0.7702778684412511,183.67226673901123,0.3456148179639301,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02309053621339922,0.015038285798453566,0.2627205794384472,3.673445334780225,10.0,16.256725265104123,16.243896444304717,0.0
23.0,0.7742531969111208,186.95197509459527,0.3520013104895647,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023209611866945812,0.015360724187389024,0.26869270981553806,3.7390395018919054,10.0,16.556778390660455,16.54406159300954,0.0
23.5,0.7781266310300039,190.20201275051218,0.35833188545882694,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02332563449928257,0.015680974456874965,0.2746326081762472,3.8040402550102437,10.0,16.854203729487505,16.841598616564866,0.0
24.0,0.7818977485934496,193.42265860807368,0.3646067453231372,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023438591535125824,0.015998964784325012,0.28053825925466935,3.8684531721614737,10.0,17.149010929421436,17.13651703018745,0.0
24.5,0.785566155630117,196.6141878652086,0.3708260976901446,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023548471243357363,0.0163146255349449,0.2864076850022084,3.9322837573041722,10.0,17.441209865762033,17.428826591436795,0.0
25.0,0.789131500372876,199.77687139913488,0.3769901618992963,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023655263155439858,0.01662788967850623,0.29223894854103866,3.9955374279826974,10.0,17.730810594482872,17.718537609266924,0.0
25.5,0.7925934513546594,202.91097676752082,0.38309915650398296,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023758957409265875,0.016938691951322766,0.298030148395385,4.058219535350417,10.0,18.017823360661488,18.005660355687198,0.0
26.0,0.7959516983225778,206.01676819142995,0.38915329949974764,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023859544776495458,0.017246968831843495,0.303779418632219,4.120335363828599,10.0,18.302258573972644,18.29020507648814,0.0
26.5,0.7992059612035424,209.09450617898398,0.39515281304999045,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.023957016931053572,0.01755265881648411,0.30948493138014194,4.18189012357968,10.0,18.58412677441407,18.57218221334955,0.0
27.0,0.8023559913639609,212.14444758504416,0.40109792666289795,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024051366486812494,0.017855702542875225,0.3151448974474423,4.242888951700883,10.0,18.8634386188502,18.851602553156205,0.0
27.5,0.8054015667111495,215.16684578720577,0.40698887218934604,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02414258685082466,0.018156042474939703,0.32075756487420953,4.303336915744116,10.0,19.14020486299848,19.128476992899262,0.0
28.0,0.8083424844145755,218.16195093040864,0.4128258763671301,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024230672005273977,0.018453622442059826,0.32632121654936447,4.363239018608173,10.0,19.414436343740334,19.402816189255113,0.0
28.5,0.8111785692529363,221.1300097210832,0.41860916947359417,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02431561675745163,0.018748388090182214,0.3318341728525001,4.422600194421665,10.0,19.68614396314262,19.674630965258928,0.0
29.0,0.8139096708688628,224.07126563146477,0.4243389855603973,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024397416657495865,0.019040286824693765,0.3372947908979933,4.4814253126292956,10.0,19.95533868110735,19.94393232133867,0.0
29.5,0.816535663416858,226.98595897654772,0.43001556320733286,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02447606798781679,0.01932926780653564,0.34270146443668087,4.539719179530954,10.0,20.22203150374629,20.210731470744644,0.0
30.0,0.8190564430202281,229.87432672514092,0.43563913303453417,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02455156768690125,0.019615281324160305,0.34805262248286,4.597486534502819,10.0,20.486233442902886,20.475039252623105,0.0
30.5,0.8214719290905504,232.73660277967738,0.4412099285583706,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024623913388808,0.01989827926295375,0.35334673010877604,4.654732055593548,10.0,20.74795552850915,20.736866642243417,0.0
31.0,0.8237820639356839,235.57301797403187,0.44672818421188004,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02469310341140465,0.02017821497894064,0.35858228816488674,4.711460359480638,10.0,21.007208792020556,20.99622465795836,0.0
31.5,0.8259868140438238,238.3838001484367,0.4521941392577161,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024759136794805486,0.020455043461546377,0.3637578337871968,4.767676002968734,10.0,21.264004262046456,21.25312454511266,0.0
32.0,0.828086164129632,241.16917413982648,0.4576080245861943,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024822013123032272,0.020728720625427206,0.36887193783392447,4.82338348279653,10.0,21.518352933000465,21.507577155551132,0.0
32.5,0.8300801210380695,243.9293618873647,0.4629700728229985,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024881732640921805,0.020999203787205347,0.3739232064347736,4.878587237747294,10.0,21.770265771750104,21.75959342268093,0.0
33.0,0.8319687134280754,246.66458242090292,0.46828051591449965,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024938296244638565,0.021266451522514905,0.37891028069641725,4.9332916484180585,10.0,22.01975370290472,22.009184247981484,0.0
33.5,0.8337520059213857,249.37505135564834,0.4735395920381048,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.024991705905420228,0.021530424150597523,0.38383184178644575,4.987501027112967,10.0,22.26682759191045,22.256360825790924,0.0
34.0,0.8354300618733133,252.06098234785694,0.4787475271671374,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025041963554550947,0.02179108234909927,0.38868659735008554,5.041219646957138,10.0,22.511498257497454,22.501133776855458,0.0
34.5,0.8370029714404874,254.72258605823578,0.483904548847575,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025089071923988616,0.022048388139589373,0.39347329143605275,5.094451721164716,10.0,22.7537764470462,22.743513795836027,0.0
35.0,0.8384708435369943,257.36007049367294,0.48901088216045563,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02513303430544598,0.022302304564972904,0.398190701464581,5.147201409873459,10.0,22.99367283338131,22.983511461541415,0.0
35.5,0.8398338052746874,259.9736410633078,0.49406674937632433,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025173854533626156,0.02255279563832474,0.4028376378594871,5.1994728212661565,10.0,23.23119800755628,23.221137220687243,0.0
36.0,0.8410920014034967,262.5635006346008,0.49907236960967966,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02521153696946015,0.022799826292232886,0.4074129436696498,5.251270012692016,10.0,23.466362471991587,23.456401371654945,0.0
36.5,0.842245627546769,265.12984825731365,0.5040279806321737,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02524608749548942,0.023043363843614214,0.41191550735488547,5.302596965146273,10.0,23.699176615789273,23.689315089712164,0.0
37.0,0.8432948836584971,267.6728810320829,0.5089338083768337,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025277512121930773,0.023283375900940827,0.4163442449742276,5.353457620641658,10.0,23.929650735835597,23.919888993711183,0.0
37.5,0.8442399592077978,270.19279472840776,0.5137900572452323,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02530581654297224,0.023519829662318546,0.42069809384117646,5.403855894568156,10.0,24.15779503666954,24.14813269052592,0.0
38.0,0.8450810781046423,272.68978204783366,0.5185969395858535,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02533100748228215,0.023752693906393518,0.42497602985440713,5.453795640956673,10.0,24.383619600474916,24.374056160535115,0.0
38.5,0.8458184810519261,275.16403335358484,0.5233546641441068,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025353092164471114,0.023981938182000274,0.4291770605194151,5.503280667071697,10.0,24.607134391411112,24.59766921477302,0.0
39.0,0.8464524250793201,277.61573672294736,0.5280634357781071,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02537207830114192,0.02420753276602267,0.4333002245895204,5.552314734458947,10.0,24.828349250584573,24.818981481571033,0.0
39.5,0.8469831881213907,280.0450778101666,0.5327234576964816,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02538797422801291,0.02442944881624779,0.4373445938057877,5.600901556203333,10.0,25.047273890035818,25.038002511734632,0.0
40.0,0.8474111484237052,282.45223689847,0.537334971108571,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02540079128307697,0.024647661423059637,0.44130930628504594,5.6490447379694,10.0,25.26391787168757,25.254743642102834,0.0
40.5,0.8477365772183938,284.83739672297565,0.5418981515154802,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025410537597421196,0.0248621415969518,0.4451934798432408,5.6967479344595136,10.0,25.478290652286404,25.46921312122757,0.0
41.0,0.8479598111760394,287.20073602749767,0.5464131948811866,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02541722326004009,0.025072862881183582,0.44899628341284314,5.744014720549954,10.0,25.69040153604901,25.68142015941577,0.0
41.5,0.8480812039193116,289.54243142078406,0.5508802933392358,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02542085886572611,0.025279799469837612,0.45271691686147464,5.790848628415681,10.0,25.900259683448148,25.891373786944083,0.0
42.0,0.8481011257468204,291.8626574217624,0.555299635003519,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025421455506819818,0.02548292617823991,0.45635461073527656,5.837253148435248,10.0,26.107874107614453,26.09908284516539,0.0
42.5,0.8480199633569696,294.1615865047853,0.559671403779049,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.02541902476496153,0.025682218414053742,0.4599086260007602,5.883231730095706,10.0,26.313253670891925,26.304555977615305,0.0
43.0,0.8478381527687563,296.4393878540652,0.5639958044668998,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025413579697063978,0.025877653857945073,0.4633782684929577,5.928787757081304,10.0,26.516407075608516,26.50780280994429,0.0
43.5,0.8475561375032941,298.696229024228,0.5682730309221181,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025405133582912236,0.02606921031295493,0.4667628707323611,5.97392458048456,10.0,26.717342871698083,26.70883245333955,0.0
44.0,0.8471743447148682,300.93227690292747,0.5725032478881462,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025393699210335755,0.026256864451614112,0.47006178086002226,6.01864553805855,10.0,26.916069455569676,26.90765265074287,0.0
44.5,0.8466932384196844,303.1476956756376,0.5766866315752489,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025379290469390962,0.026440594543987814,0.4732743860809448,6.062953913512752,10.0,27.112595057669907,27.1042716840367,0.0
45.0,0.8461132998377165,305.3426476245363,0.5808233547033179,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025361921763646628,0.026620379437927093,0.47640010392782295,6.106852952490726,10.0,27.30692774397064,27.29869767105594,0.0
45.5,0.8454350272567315,307.51729316830153,0.5849135864194502,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025341608006142564,0.026796198542543767,0.4794383820994974,6.150345863366031,10.0,27.499075413572605,27.49093856171416,0.0
46.0,0.8446589368824984,309.67179086008616,0.588957491913112,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025318364644885287,0.026968031815628787,0.4823886987552827,6.193435817201723,10.0,27.689045796103535,27.68100211991626,0.0
46.5,0.8437855957985011,311.80629602387194,0.5929552221848811,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025292208650004724,0.027135859862080242,0.4852505777431926,6.236125920477439,10.0,27.876846440067748,27.86889544268941,0.0
47.0,0.8428155400911987,313.92096426044395,0.5969069390293236,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025263156061697385,0.02729966365365503,0.4880235508219125,6.278419285208879,10.0,28.062484737313873,28.054626134378207,0.0
47.5,0.8417493420624087,316.0159486312401,0.6008127943001108,0.03,1000.0,0.1,1.0,0.02,10.0,0.02,0.1,0.1,47.0,10.0,0.0,1.0,0.025231224003226388,0.027459424730320255,0.49070718838621,6.320318972624802,10.0,28.245967898318575,28.23820133210521,0.0
