Time,X,Y,Z,kf,Kd,kf0,gamma,Ka,Kb,Kd0,cytoplasm,store,TF_synthesis,TF_degradation,TF_synthesis_basal,Calcium_Influx,Calcium_Influx_stimulation,Calcium_into_store,Calcium_into_cytoplasm,Leakage,Leakage_from_cytoplasm
0.17,13.626762942084433,0.3483583801248964,0.12429646880555757,6.2054440050980855,9.961954813870726,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.88948103088764,13.626762942084433,0.1,1.0,1.71,1.7460502615120472,0.06944946819856344,0.24385086608742745,1.2429646880555758
0.18,13.550765072622418,0.3626509167585415,0.12465655592295306,6.2078258548727465,9.96151373057912,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.888382597083841,13.550765072622418,0.1,1.0,1.71,1.7555886591639964,0.07588036040508762,0.253855641730979,1.2465655592295306
0.19,13.475513413841378,0.37687697207319015,0.125045602814008,6.210422325139076,9.961032902752024,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.887467162702798,13.475513413841378,0.1,1.0,1.71,1.7659179185488147,0.08268476166139432,0.2638138804512331,1.25045602814008
0.2,13.401002171193314,0.391040287034079,0.1254573101193479,6.213196272312357,9.960519208831046,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.886699217377482,13.401002171193314,0.1,1.0,1.71,1.7768756045938763,0.08986553803323868,0.2737282009238553,1.254573101193479
0.21,13.327225317687681,0.40514319949861016,0.12588730459684208,6.216122424949554,9.959977328713045,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.8860546255524255,13.327225317687681,0.1,1.0,1.71,1.788349338835335,0.09742683246403479,0.2836002396490271,1.2588730459684208
0.22,13.254176687858633,0.4191870475058202,0.126332579463232,6.219183988121447,9.959410372570101,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.885517368312452,13.254176687858633,0.1,1.0,1.71,1.800262302206843,0.10537397395982541,0.2934309332540741,1.26332579463232
0.23,13.18185004781793,0.4331724649786811,0.12679108304240355,6.222370148735045,9.958820342826844,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.885077151539892,13.18185004781793,0.1,1.0,1.71,1.8125625787697655,0.11371334913662452,0.3032207254850768,1.2679108304240354
0.24,13.110239146885226,0.44709959707040015,0.12726141861060797,6.225674244276698,9.958208473282092,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.884727651653697,13.110239146885226,0.1,1.0,1.71,1.8252153668765945,0.12245225015417609,0.3129697179492801,1.2726141861060798
0.25,13.039337746975571,0.4609682217793342,0.12774267437706777,6.22909275944907,9.957575414916839,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.884465552831715,13.039337746975571,0.1,1.0,1.71,1.8381986004591746,0.1315988849358761,0.32267775524553394,1.2774267437706777
0.26,12.969139648307195,0.4747778511964011,0.12823428113029545,6.232624464935322,9.956921395382349,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.8842897220980666,12.969139648307195,0.1,1.0,1.71,1.8514992590502697,0.14116232246503915,0.33234449583748077,1.2823428113029545
0.27,12.899638711975507,0.4885278188135474,0.12873588909645864,6.236269642397188,9.956246362519039,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.884200468756532,12.899638711975507,0.1,1.0,1.71,1.8651101439480395,0.15115235607026692,0.3419694731694832,1.2873588909645863
0.28,12.830828870929825,0.5022173199321162,0.12924731011468651,6.240029740644683,9.955550048028762,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.8841992148741165,12.830828870929825,0.1,1.0,1.71,1.8790283824610043,0.16157950328596535,0.3515521239524813,1.292473101146865
0.29,12.762704139061626,0.5158454254407896,0.1297684954857683,6.243907275548629,9.954831986009513,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.88428839795823,12.762704139061626,0.1,1.0,1.71,1.8932548834207448,0.17245510813581277,0.3610917978085527,1.297684954857683
0.3,12.695258621709725,0.5294111154883002,0.13029948676429473,6.2479055184598,9.954091570655594,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.884471173489464,12.695258621709725,0.1,1.0,1.71,1.9077930428541783,0.18379128841240244,0.37058778084181015,1.3029948676429473
0.31,12.628486498620111,0.5429133082177685,0.13084038227197894,6.252028282527186,9.953328095828299,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.884751209706321,12.628486498620111,0.1,1.0,1.71,1.9226478596892436,0.1956009010004728,0.38003931575243793,1.3084038227197894
0.32,12.562382059226035,0.5563508556307406,0.1313913294782767,6.256279893935812,9.952540760382258,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.885132661008304,12.562382059226035,0.1,1.0,1.71,1.9378257495700004,0.2078975967313512,0.3894455989415184,1.313913294782767
0.33,12.49693970072773,0.5697225354233558,0.13195253410616642,6.260665292421136,9.951728649551642,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.885620261898826,12.49693970072773,0.1,1.0,1.71,1.9533348186439135,0.22069597652374429,0.39880577479634904,1.3195253410616643
0.34,12.432153896486247,0.5830270809405602,0.13252423163227542,6.265189839898577,9.950890770389153,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.886219142739987,12.432153896486247,0.1,1.0,1.71,1.9691840988617677,0.23401153908519387,0.40811895665839215,1.3252423163227542
0.35,12.36801926505572,0.5962631541931951,0.1331066946034128,6.269859402932994,9.95002603649389,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.886934910736332,12.36801926505572,0.1,1.0,1.71,1.9853837667485585,0.24786080087021062,0.41738420793523656,1.3310669460341278
0.36,12.304530515188345,0.6094293745480326,0.13370021356627754,6.274680225773867,9.949133291523358,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.887773525765199,12.304530515188345,0.1,1.0,1.71,2.001944629255671,0.26226127276639044,0.4266005621836228,1.3370021356627753
0.37,12.241682464963015,0.6225243081669996,0.13430510328061432,6.27965900236331,9.948211295858647,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.888741368706427,12.241682464963015,0.1,1.0,1.71,2.0188783087119773,0.277231578276932,0.4357670157168997,1.3430510328061431
0.38,12.179470079863748,0.6355464433178335,0.13492171490382993,6.284803004041013,9.947258702955368,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.889845363384053,12.179470079863748,0.1,1.0,1.71,2.0361975996215276,0.2927916304390811,0.44488251032248344,1.3492171490382994
0.39,12.117888399062164,0.6484942292134671,0.13555041673519022,6.2901199497499345,9.946274083379642,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.891092848465338,12.117888399062164,0.1,1.0,1.71,2.053915945342983,0.30896261114804247,0.4539459604494269,1.3555041673519022
0.4,12.056932635423147,0.6613660222830512,0.1361916169128614,6.295618227145931,9.945255883861865,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.8924917911531995,12.056932635423147,0.1,1.0,1.71,2.072048092738479,0.32576723218116693,0.4629562155981358,1.3619161691286141
0.41,11.99659810341649,0.6741601216849806,0.13684574685818335,6.301306788358572,9.944202446600265,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.894050683174258,11.99659810341649,0.1,1.0,1.71,2.0906096447962286,0.3432297440448098,0.4719120851794864,1.3684574685818336
0.42,11.93688024781473,0.6868747536108623,0.13751326823337098,6.307195245092647,9.94311199164951,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.8957786309745055,11.93688024781473,0.1,1.0,1.71,2.1096172749401,0.3613761119157342,0.48081232752760356,1.3751326823337098
0.43,11.877774689864534,0.6995080386118455,0.1381946869153679,6.313294034770541,9.941982586153603,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.897685513804879,11.877774689864534,0.1,1.0,1.71,2.129089146941907,0.3802342776519053,0.48965562702829185,1.381946869153679
0.44,11.819277134573376,0.7120580451251675,0.1388905308706608,6.319614270584588,9.940812172113965,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.899781834944822,11.819277134573376,0.1,1.0,1.71,2.149044307081615,0.3998341381945773,0.4984406315876172,1.388905308706608
0.45,11.761383502382113,0.7245227055545607,0.1396013859429485,6.326168115130562,9.939598497198045,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.902079080335449,11.761383502382113,0.1,1.0,1.71,2.169503733339116,0.42020803268508133,0.5071658938881924,1.3960138594294849
0.46,11.704089832776209,0.7368998712790058,0.14032787287430973,6.332968633459264,9.938339141951987,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.904589571987506,11.704089832776209,0.1,1.0,1.71,2.190489707270165,0.4413907466390781,0.5158299098953041,1.4032787287430972
0.47,11.647392334044266,0.7491872807530223,0.1410706609585804,6.3400299823617905,9.937031484747818,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.90732664726053,11.647392334044266,0.1,1.0,1.71,2.212026236585575,0.4634198535885856,0.5244310965271156,1.4107066095858039
0.48,11.591287430895006,0.7613825181799163,0.14183048716848298,6.347367670004765,9.935672653702822,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.910304903745048,11.591287430895006,0.1,1.0,1.71,2.234139647296645,0.4863361754648642,0.5329677627259414,1.4183048716848299
0.49,11.535771663842667,0.7734830834455785,0.14260812567379252,6.3549983489872375,9.934259565002364,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.913539995336645,11.535771663842667,0.1,1.0,1.71,2.256857738011455,0.5101837386825043,0.5414381584119049,1.4260812567379253
0.5,11.480841861027676,0.7854862628671258,0.14340444535578478,6.3629404724440635,9.932788801399248,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.917049257335318,11.480841861027676,0.1,1.0,1.71,2.280211501073428,0.5350107329323903,0.549840384006988,1.4340444535578478
0.51,11.426494963016092,0.7973892511891167,0.1442203583013905,6.3712139002053565,9.931256685147156,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.920851321186835,11.426494963016092,0.1,1.0,1.71,2.3042336687695752,0.5608692890175174,0.5581724758323817,1.4422035830139048
0.52,11.372728212228647,0.8091890059160434,0.14505688610010162,6.3798406880683896,9.929659131839188,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.924966864653439,11.372728212228647,0.1,1.0,1.71,2.3289607151457026,0.5878166888696198,0.5664323041412304,1.4505688610010161
0.53,11.319539071127556,0.8208823006080453,0.14591513675988532,6.388845012098066,9.927991664426283,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.929418530606495,11.319539071127556,0.1,1.0,1.71,2.354432249113195,0.6159155825624536,0.5746176104256318,1.4591513675988532
0.54,11.266925223189062,0.8324657268708016,0.14679630352206388,6.398253318778085,9.926249385411465,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.934231063260799,11.266925223189062,0.1,1.0,1.71,2.380691048294441,0.645234482084912,0.582726008809561,1.4679630352206388
0.55,11.21488473617388,0.8439355444360143,0.14770173901468445,6.4080953155607245,9.92442679341468,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.9394322423616925,11.21488473617388,0.1,1.0,1.71,2.40778535431304,0.6758494609368649,0.5907548811052099,1.4770173901468444
0.56,11.163415839922868,0.8552878711549825,0.148632864454517,6.41840322643097,9.922517921031302,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.945052163871417,11.163415839922868,0.1,1.0,1.71,2.4357662608331534,0.7078435330429048,0.5987015098084877,1.48632864454517
0.57,11.112517319210037,0.8665183311782685,0.14959134158688098,6.429213951249519,9.920515934953793,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.951125282600298,11.112517319210037,0.1,1.0,1.71,2.4646929834201883,0.7413101493469256,0.6065628318247879,1.4959134158688099
0.58,11.062188009127851,0.8776224958429736,0.15057886190267297,6.440567031162816,9.918413512747627,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.957688463762999,11.062188009127851,0.1,1.0,1.71,2.4946266435129734,0.7763507767521083,0.6143357470900814,1.5057886190267298
0.59,11.012427526915896,0.8885952031298644,0.15159749346795856,6.452508969537844,9.916202042678178,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.96478506783609,11.012427526915896,0.1,1.0,1.71,2.5256409061261675,0.8130818843134421,0.622016642190905,1.5159749346795857
0.6,10.963235541284115,0.8994312367945289,0.1526493341217444,6.46508969693005,9.913872278346286,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.9724615813242705,10.963235541284115,0.1,1.0,1.71,2.5578116467011696,0.8516302821121383,0.6296018657561702,1.526493341217444
0.61,10.914612665594703,0.9101244716344921,0.1537369556709127,6.478368346516041,9.911413269163695,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.980773066157452,10.914612665594703,0.1,1.0,1.71,2.5912307000912507,0.8921428125099999,0.6370871301441444,1.537369556709127
0.62,10.866559546626664,0.9206687366653539,0.1548629617974969,6.492408599272455,9.908813222356953,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.989778730319323,10.866559546626664,0.1,1.0,1.71,2.6259925765525454,0.9347798730524873,0.6444681156657477,1.548629617974969
0.63,10.81907793060762,0.9310567496775315,0.15603056723116068,6.507286564468543,9.906058043616936,6.0,9.0,0.5,0.5,10.0,1.0,1.0,5.999549345480577,10.81907793060762,0.1,1.0,1.71,2.6622125618556978,0.979729157442575,0.651739724774272,1.5603056723116069
0.64,10.772170168676999,0.9412806352612753,0.15724329854480903,6.523088153914565,9.903131823349154,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.010164738415953,10.772170168676999,0.1,1.0,1.71,2.7000179080128532,1.0272026101362537,0.6588964446828927,1.5724329854480903
0.65,10.725839308154354,0.9513318155311696,0.1585050660455963,6.539911091185825,9.900016464595216,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.021715649478717,10.725839308154354,0.1,1.0,1.71,2.739550433486737,1.0774410008970268,0.6659322708718187,1.585050660455963
0.66,10.680089553947429,0.9612004832116654,0.15982049383498276,6.557870772248348,9.896690597731787,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.034309198915871,10.680089553947429,0.1,1.0,1.71,2.7809773683097054,1.1307257041729997,0.6728403382481657,1.5982049383498276
0.67,10.634925965044216,0.970875906029618,0.16119475672574296,6.577100016375438,9.893129626597142,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.048068596688632,10.634925965044216,0.1,1.0,1.71,2.824486909166208,1.187380159541829,0.6796131342207326,1.6119475672574297
0.68,10.590355073199357,0.9803457667323427,0.16263396844572395,6.597756793440608,9.889304297510998,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.063140342337108,10.590355073199357,0.1,1.0,1.71,2.8703012579232214,1.2477858232075583,0.6862420367126398,1.6263396844572395
0.69,10.546384892616507,0.9895961587978082,0.16414518617849652,6.620027471365116,9.885180097895349,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.079697196708017,10.546384892616507,0.1,1.0,1.71,2.918677815114157,1.3123906924514563,0.6927173111584657,1.6414518617849652
0.7,10.503025245439453,0.9986111686961849,0.1657367086740539,6.644135131969205,9.880715716302,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.097945878520141,10.503025245439453,0.1,1.0,1.71,2.969919947552682,1.3817278128690966,0.6990278180873294,1.657367086740539
0.71,10.46028800554946,1.0073725720594173,0.16741829383943269,6.670348093390418,9.87586146418696,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.11813492942879,10.46028800554946,0.1,1.0,1.71,3.024385588656176,1.4564349665421774,0.7051608004415921,1.6741829383943267
0.72,10.41818783726247,1.0158589969524436,0.16920170256556782,6.698995359429835,9.8705564149204,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.140569030714569,10.41818783726247,0.1,1.0,1.71,3.0825069115037818,1.5372885852922422,0.7111012978667105,1.6920170256556784
0.73,10.376742545884067,1.024045477585319,0.17110103324239795,6.730481601157161,9.86472562941534,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.165622824832755,10.376742545884067,0.1,1.0,1.71,3.144803992339066,1.6252381310198523,0.7168318343097232,1.7110103324239794
0.74,10.335973808308122,1.0319025350261244,0.17313339055645877,6.765311147242701,9.858275713473574,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.193763093922532,10.335973808308122,0.1,1.0,1.71,3.2119102733088574,1.7214594993301546,0.722331774518287,1.7313339055645875
0.75,10.295908572878261,1.0393944890675315,0.1753200773852064,6.804126805382872,9.8510876286328,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.225584697674899,10.295908572878261,0.1,1.0,1.71,3.2846167785504865,1.827440010440357,0.727576142347272,1.753200773852064
0.76,10.256580074362489,1.0464781620885972,0.17768757829744902,6.8477540565878225,9.843008508039292,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.261851399322367,10.256580074362489,0.1,1.0,1.71,3.363911608380628,1.9450765142483821,0.732534713462018,1.7768757829744901
0.77,10.218029920910801,1.0531002234841313,0.18026954980101584,6.897276461678356,9.833837692281785,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.303565626959305,10.218029920910801,0.1,1.0,1.71,3.4510558906013924,2.076839471636194,0.7371701564388919,1.8026954980101584
0.78,10.180311040630347,1.0591934484428058,0.18310964837601856,6.954149256604913,9.823305693221313,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.352073577015949,10.180311040630347,0.1,1.0,1.71,3.54769279814968,2.2260184651818298,0.741435413909964,1.8310964837601857
0.79,10.143491406121782,1.064671836958591,0.18626534303900463,7.020368728761196,9.811042828007185,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.409221918261565,10.143491406121782,0.1,1.0,1.71,3.6559973026951296,2.397085372315091,0.7452702858710136,1.8626534303900464
0.8,10.107660268438794,1.0694223964524285,0.18981439077128232,7.098758848447969,9.796526139176303,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.477623127447666,10.107660268438794,0.1,1.0,1.71,3.7789286671182714,2.59630184491113,0.7485956775167,1.8981439077128233
0.81,10.072937579703119,1.0732925910662687,0.1938648840915863,7.19345039757923,9.778990667114957,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.561099193453372,10.072937579703119,0.1,1.0,1.71,3.920626297350972,2.8327220832342,0.751304813746388,1.938648840915863
0.82,10.039489153586592,1.07606976358378,0.19857207809718144,7.310734852377168,9.757271323633857,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.665472817104723,10.039489153586592,0.1,1.0,1.71,4.087076493182156,3.119953502124421,0.7532488345086459,1.9857207809718145
0.83,10.007552928879326,1.0774451420474631,0.20416826790299442,7.460687607950161,9.729502294824044,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.800072673513496,10.007552928879326,0.1,1.0,1.71,4.287302444599523,3.47944364582222,0.7542115994332241,2.041682679029944
0.84,9.977486505519405,1.0769478500722658,0.2110186144622172,7.660476804510063,9.692504295461099,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.980805061798591,9.977486505519405,0.1,1.0,1.71,4.535602009319249,3.9470284283373163,0.753863495050586,2.110186144622172
0.85,9.949860725387419,1.073813968369308,0.2197338796294444,7.941768656360919,9.640413211785015,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.237038983650942,9.949860725387419,0.1,1.0,1.71,4.8560911726065745,4.587152335899143,0.7516697778585155,2.197338796294444
0.86,9.92566390716617,1.066700069586835,0.2314215820893331,8.369421927734875,9.56121816153058,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.629027289224904,9.92566390716617,0.1,1.0,1.71,5.292857764150679,5.527299297273093,0.7466900487107844,2.314215820893331
0.87,9.906815730037627,1.052970194457213,0.24832238353654648,9.096903395080947,9.426499371281306,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.299740984010562,9.906815730037627,0.1,1.0,1.71,5.935623454628765,7.053819945506859,0.737079136120049,2.483223835365465
0.88,9.897710597498811,1.0266427933331403,0.2756745847485275,10.567893952284845,9.154093712539844,6.0,9.0,0.5,0.5,10.0,1.0,1.0,9.66478899055656,9.897710597498811,0.1,1.0,1.71,6.9936163836280185,9.923188252322074,0.7186499553331982,2.7567458474852753
0.89,9.911187583330667,0.9714918166761523,0.3280600748652631,14.4428659942257,8.43650629736561,6.0,9.0,0.5,0.5,10.0,1.0,1.0,13.300563114427339,9.911187583330667,0.1,1.0,1.71,9.02821869814359,16.443546871280002,0.6800442716733065,3.280600748652631
0.9,9.993965533995915,0.8464753009867961,0.4423494676783596,26.513851795895643,6.201138556315622,6.0,9.0,0.5,0.5,10.0,1.0,1.0,24.963933659313323,9.993965533995915,0.1,1.0,1.71,13.17152007772022,29.763264650573635,0.5925327106907573,4.423494676783596
0.91,10.22896757307328,0.6705566408575803,0.5932548220722484,41.890833719929645,3.3535493111241395,6.0,9.0,0.5,0.5,10.0,1.0,1.0,40.58988866963389,10.22896757307328,0.1,1.0,1.71,17.54051997155181,32.140110297396156,0.46938964860030613,5.9325482207224844
0.92,10.565300808583837,0.5616645108580698,0.665586096179872,46.956688007393325,2.4154281467790133,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.96212906262204,10.565300808583837,0.1,1.0,1.71,19.177564941217977,26.043283431872567,0.39316515760064885,6.655860961798719
0.93,10.92377218922141,0.5119724787978405,0.6750075092185976,47.50478421107553,2.313928849800829,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.6011322396394,10.92377218922141,0.1,1.0,1.71,19.371277588930855,22.23092096917256,0.3583807351584883,6.750075092185977
0.94,11.275480883281904,0.4898878618994424,0.6574380670046219,46.46308689896438,2.5068357594510413,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.56465772196349,11.275480883281904,0.1,1.0,1.71,19.006556389237367,20.10147828179767,0.34292150332960963,6.574380670046219
0.95,11.609020381210884,0.4800830888095271,0.6299301073879706,44.656281326370895,2.8414293840053904,6.0,9.0,0.5,0.5,10.0,1.0,1.0,43.73420482461754,11.609020381210884,0.1,1.0,1.71,18.40466674478429,18.69000873549053,0.33605816216666895,6.299301073879706
0.96,11.918522854950194,0.47618290978927197,0.599451672141356,42.38764959529436,3.261546371241785,6.0,9.0,0.5,0.5,10.0,1.0,1.0,41.43625819638665,11.918522854950194,0.1,1.0,1.71,17.691647353264575,17.55668310944925,0.33332803685249035,5.99451672141356
0.97,12.200442369560927,0.4756060890993553,0.568723318877767,39.8046227984962,3.739884666945148,6.0,9.0,0.5,0.5,10.0,1.0,1.0,38.829040936186686,12.200442369560927,0.1,1.0,1.71,16.921179660303665,16.52073834200006,0.3329242623695487,5.68723318877767
0.98,12.452487724248257,0.4773441595318392,0.5387208176744936,36.99821102069518,4.259590551723115,6.0,9.0,0.5,0.5,10.0,1.0,1.0,36.00904937859912,12.452487724248257,0.1,1.0,1.71,16.116770311355292,15.507721291775345,0.3341409116722874,5.387208176744936
0.99,12.673207654589078,0.4810533729166013,0.5096988777281499,34.03693865895975,4.80797432241486,6.0,9.0,0.5,0.5,10.0,1.0,1.0,33.04763542539997,12.673207654589078,0.1,1.0,1.71,15.288144805699853,14.485103050689467,0.3367373610416209,5.096988777281499
