Time,X,Y,Z,kf,Kd,kf0,gamma,Ka,Kb,Kd0,cytoplasm,store,TF_synthesis,TF_degradation,TF_synthesis_basal,Calcium_Influx,Calcium_Influx_stimulation,Calcium_into_store,Calcium_into_cytoplasm,Leakage,Leakage_from_cytoplasm
5.3,13.16032363569329,0.9737003476265308,0.16238217388565634,6.594104157992646,9.889980711482844,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.237898658328011,13.16032363569329,0.1,1.0,1.71,2.8622676887700482,1.2275767786928584,0.6815902433385715,1.6238217388565634
5.31,13.092516096927211,0.983119578933102,0.1637567309447091,6.614245533609232,9.886250827109402,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.2535725720186095,13.092516096927211,0.1,1.0,1.71,2.906216519765613,1.2874952845942345,0.6881837052531713,1.637567309447091
5.32,13.025547831042813,0.9923064771488993,0.1652216835068452,6.6362597006075745,9.882174129517116,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.271003538122375,13.025547831042813,0.1,1.0,1.71,2.9533048795198877,1.3520985212656633,0.6946145340042295,1.652216835068452
5.33,12.959428893462546,1.001245878549291,0.16678288560517116,6.660352848069812,9.877712435542628,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.290386692837466,12.959428893462546,0.1,1.0,1.71,3.003766281033601,1.421904883701612,0.7008721149845036,1.6678288560517116
5.34,12.894171566434677,1.0099195297234698,0.16844853931614326,6.6867897650545,9.872816710175094,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.311972747666418,12.894171566434677,0.1,1.0,1.71,3.057916788247925,1.4975615102147213,0.7069436708064288,1.6844853931614325
5.35,12.829790722508474,1.0183058303000703,0.17022928247054409,6.715903788587391,9.867425224335669,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.336077367801027,12.829790722508474,0.1,1.0,1.71,3.116160526928958,1.5798687565012812,0.7128140812100492,1.7022928247054407
5.36,12.766304340730574,1.026379321370969,0.1721384987069475,6.7481127057326,9.86146061004952,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.363096201481038,12.766304340730574,0.1,1.0,1.71,3.179002954855905,1.6698170210635617,0.7184655249596783,1.721384987069475
5.37,12.703735122822636,1.0341087097399593,0.17419375233197462,6.783958096956738,9.854822574637641,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.393542206109264,12.703735122822636,0.1,1.0,1.71,3.247102285397198,1.7686723145849517,0.7238760968179715,1.7419375233197463
5.38,12.642111291750322,1.041456159788108,0.17641718015993202,6.824134423759977,9.847382514118522,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.428073132740362,12.642111291750322,0.1,1.0,1.71,3.3212884481429157,1.8780427631696384,0.7290193118516756,1.7641718015993202
5.39,12.581467836592177,1.0483757531193245,0.17883664071306193,6.869540014778605,9.838974071337296,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.467539784747768,12.581467836592177,0.1,1.0,1.71,3.4026089275817446,1.9999910710721662,0.7338630271835271,1.7883664071306193
5.4,12.521849746026549,1.0548094982052654,0.18148870337401718,6.921378365628741,9.829374376735418,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.513082060181258,12.521849746026549,0.1,1.0,1.71,3.4924399042122203,2.137253215625869,0.7383666487436857,1.8148870337401717
5.41,12.463314438420877,1.0606843437691056,0.18442091709769357,6.98127330795684,9.818282720748734,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.566237995495011,12.463314438420877,0.1,1.0,1.71,3.592579060886184,2.293487772329181,0.7424790406383739,1.8442091709769357
5.42,12.40593704362823,1.065905431475065,0.18769707663906052,7.051486708611739,9.805280239145974,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.629150109984626,12.40593704362823,0.1,1.0,1.71,3.70544845834758,2.4737399250165826,0.7461338020325454,1.8769707663906052
5.43,12.349817482612478,1.0703470107109896,0.19140440508269096,7.135256063415345,9.789767395663825,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.704885405275972,12.349817482612478,0.1,1.0,1.71,3.834377903782219,2.685153111327293,0.7492429074976926,1.9140440508269096
5.44,12.295091716076342,1.0738376917503707,0.19566546508233346,7.237379892829376,9.770855575401967,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.797990468373165,12.295091716076342,0.1,1.0,1.71,3.9840759299394817,2.9381861372344096,0.7516863842252595,1.9566546508233347
5.45,12.241951562229136,1.0761341681578076,0.20065973025769474,7.365315139767576,9.747163863006005,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.91553260570933,12.241951562229136,0.1,1.0,1.71,4.161482161630947,3.2488615565368657,0.7532939177104653,2.0065973025769472
5.46,12.190676617189192,1.0768783041131873,0.20665947854043418,7.531236007503458,9.716437776388249,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.0690542830089775,12.190676617189192,0.1,1.0,1.71,4.377207281659731,3.6428918109174586,0.753814812879231,2.066594785404342
5.47,12.141697497057894,1.0755112043939885,0.2141029191196683,7.756478272542958,9.674726245825378,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.2787956990095894,12.141697497057894,0.1,1.0,1.71,4.648463765794566,4.164382564414643,0.752857843075792,2.141029191196683
5.48,12.09572128569969,1.071101549508684,0.22374300251611648,8.081792869046367,9.614482802028451,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.583448961780342,12.09572128569969,0.1,1.0,1.71,5.005076566839968,4.895222556828404,0.7497710846560788,2.237430025161165
5.49,12.054020598454144,1.0619503899843203,0.23699617588830305,8.594734593776092,9.519493593745167,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.066262180921248,12.054020598454144,0.1,1.0,1.71,5.503580040560539,6.004464586529951,0.7433652729890242,2.3699617588830306
5.5,12.019201217886598,1.0445604892679319,0.25686834570552847,9.516508877062343,9.348794652395863,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.938081651277455,12.019201217886598,0.1,1.0,1.71,6.264421711592792,7.893309730397392,0.7311923424875523,2.568683457055285
5.51,11.997718222782884,1.0104655210141915,0.29085051866500233,11.547708970940029,8.972646486862958,6.0,9.0,0.5,0.5,10.0,1.0,1.0,10.870132848356949,11.997718222782884,0.1,1.0,1.71,7.584776005012157,11.692009441507077,0.707325864709934,2.9085051866500233
5.52,12.010417998401934,0.9356717293497361,0.3606321615468228,17.50143581346257,7.870104478988414,6.0,9.0,0.5,0.5,10.0,1.0,1.0,16.595980208874227,12.010417998401934,0.1,1.0,1.71,10.266042996235324,20.718575117967195,0.6549702105448152,3.6063216154682283
5.53,12.126874558877939,0.7792386760396264,0.5016071532845964,33.17329181381107,4.967908923368322,6.0,9.0,0.5,0.5,10.0,1.0,1.0,32.089275624083406,12.126874558877939,0.1,1.0,1.71,15.048137110686497,33.05245493159988,0.5454670732277385,5.016071532845964
5.54,12.395303702684956,0.6209147837581437,0.6297525124000364,44.643889874401594,2.843724097333039,6.0,9.0,0.5,0.5,10.0,1.0,1.0,43.832610471538885,12.395303702684956,0.1,1.0,1.71,18.400654870785814,29.77633890229961,0.43464034863070056,6.297525124000364
5.55,12.727779446602405,0.5385219689924295,0.6735107845880725,47.41930557784195,2.3297582263255636,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.747011289099376,12.727779446602405,0.1,1.0,1.71,19.340788557598156,24.342135609108094,0.37696537829470067,6.735107845880725
5.56,13.06783610196954,0.5017224432754698,0.6699920315890819,47.21598772025143,2.3674096814349213,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.57036954836811,13.06783610196954,0.1,1.0,1.71,19.268687101526442,21.30582366645967,0.3512057102928288,6.69992031589082
5.57,13.395930467620325,0.4853167091351318,0.6475313728405434,45.83776675539542,2.622635786037885,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.17750752623059,13.395930467620325,0.1,1.0,1.71,18.794210405845647,19.519930014791743,0.33972169639459227,6.475313728405434
5.58,13.703448433326693,0.4781615252180932,0.6184593753671022,43.83621690472867,2.993293165790986,6.0,9.0,0.5,0.5,10.0,1.0,1.0,43.14842904949862,13.703448433326693,0.1,1.0,1.71,18.14214249017957,18.24354099257381,0.33471306765266523,6.184593753671022
5.59,13.98560009034577,0.47568119151791854,0.5877272432042845,41.43740637285355,3.437517338360453,6.0,9.0,0.5,0.5,10.0,1.0,1.0,40.72174258904165,13.98560009034577,0.1,1.0,1.71,17.403919457381303,17.159167919692134,0.33297683406254297,5.877272432042845
5.6,14.23936751569361,0.4760381953213647,0.5572282104811592,38.761868669320904,3.932987283459091,6.0,9.0,0.5,0.5,10.0,1.0,1.0,38.02430014802363,14.23936751569361,0.1,1.0,1.71,16.619168367183416,16.13698204807246,0.3332267367249553,5.572282104811592
5.61,14.462778850142518,0.47853560487492547,0.5275977000911228,35.890087662533475,4.464798581012318,6.0,9.0,0.5,0.5,10.0,1.0,1.0,35.140020097005376,14.462778850142518,0.1,1.0,1.71,15.80511494817819,15.122709146523505,0.33497492341244783,5.275977000911229
5.62,14.654616026745726,0.48296476843909275,0.4989491424932691,32.886388627875206,5.021039142986073,6.0,9.0,0.5,0.5,10.0,1.0,1.0,32.13507031585862,14.654616026745726,0.1,1.0,1.71,14.968441145826413,14.091618158037383,0.3380753379073649,4.989491424932691
5.63,14.81428938993472,0.4893366602017187,0.4711774818816913,29.808829372202755,5.590957523666157,6.0,9.0,0.5,0.5,10.0,1.0,1.0,29.068296858586262,14.81428938993472,0.1,1.0,1.71,14.110446193035868,13.03027949679194,0.34253566214120307,4.711774818816913
5.64,14.94178538419064,0.49776728652567376,0.4440883334542844,26.713855230717904,6.164100883200388,6.0,9.0,0.5,0.5,10.0,1.0,1.0,25.996105496540956,14.94178538419064,0.1,1.0,1.71,13.229522134074864,11.92977354948646,0.3484371005679716,4.440883334542844
5.65,15.03765247651286,0.5084223453950056,0.41745881488628295,23.659144846358856,6.729787991415027,6.0,9.0,0.5,0.5,10.0,1.0,1.0,22.97538423679182,15.03765247651286,0.1,1.0,1.71,12.322655189968593,10.784075160743146,0.3558956417765039,4.17458814886283
5.66,15.103012983145334,0.5214758808797076,0.39107967586713066,20.706311652322423,7.276608953273625,6.0,9.0,0.5,0.5,10.0,1.0,1.0,20.066183932951592,15.103012983145334,0.1,1.0,1.71,11.386960000744102,9.59158504794444,0.36503311661579535,3.9107967586713066
5.67,15.13960135843798,0.5370587760179899,0.36480310940895905,17.923285206600806,7.7919842209998516,6.0,9.0,0.5,0.5,10.0,1.0,1.0,17.334009923086743,15.13960135843798,0.1,1.0,1.71,10.421910881700393,8.359321960615977,0.3759411432125929,3.6480310940895904
5.68,15.14981505998262,0.5551833480240601,0.338608943904172,15.38429128544925,8.26216828047236,6.0,9.0,0.5,0.5,10.0,1.0,1.0,14.849729490983341,15.14981505998262,0.1,1.0,1.71,9.432671743838647,7.108986025525555,0.38862834361684206,3.38608943904172
5.69,15.136737533809345,0.5756470772788788,0.3126842041992474,13.163541797952272,8.673418185564394,6.0,9.0,0.5,0.5,10.0,1.0,1.0,12.683408628338166,15.136737533809345,0.1,1.0,1.71,8.434110019424581,5.881783546712606,0.4029529540952151,3.1268420419924743
5.7,15.104057589126914,0.5979548480703466,0.2874769187787557,11.319678056840146,9.014874433918491,6.0,9.0,0.5,0.5,10.0,1.0,1.0,10.889374105090598,15.104057589126914,0.1,1.0,1.71,7.453304361427543,4.735755859512251,0.4185683936492426,2.8747691877875567
5.71,15.055805867017162,0.6213337083723851,0.26365612543743183,9.875448291048677,9.282324390546542,6.0,9.0,0.5,0.5,10.0,1.0,1.0,9.486961834763612,15.055805867017162,0.1,1.0,1.71,6.526890741686862,3.73071344023996,0.43493359586066954,2.6365612543743184
5.72,14.995944159632842,0.6448785793213927,0.2419513531985934,8.807002281394066,9.480184762704802,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.45074466935979,14.995944159632842,0.1,1.0,1.71,5.692004655480356,2.9067318299528098,0.4514150055249749,2.4195135319859338
5.73,14.92794862237346,0.667774991214567,0.22293469877562666,8.053009930485988,9.619812975835927,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.719759928924196,14.92794862237346,0.1,1.0,1.71,4.974964948108878,2.2713587762765965,0.4674424938501968,2.2293469877562666
5.74,14.854567527642477,0.6894677944466376,0.2068762496914707,7.53748754529421,9.715280084204775,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.219617579974759,14.854567527642477,0.1,1.0,1.71,4.385051924957199,1.8041714133496098,0.4826274561126463,2.068762496914707
5.75,14.777801544513135,0.7096997317313872,0.1937371249708404,7.190376799279393,9.779559851985297,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.88218166272317,14.777801544513135,0.1,1.0,1.71,3.9161348555751445,1.4713919391757122,0.49678981221197105,1.937371249708404
5.76,14.699026394920692,0.7284493256354151,0.18325847087079747,6.957199930356865,9.822740753637618,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.6546608586449345,14.699026394920692,0.1,1.0,1.71,3.5527787073108374,1.2387837753887998,0.5099145279447905,1.8325847087079747
5.77,14.619159313829918,0.7458355396561817,0.17507312987404286,6.799672701132847,9.851912462753177,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.500038307393908,14.619159313829918,0.1,1.0,1.71,3.2763800308388573,1.078074325528078,0.5220848777593271,1.7507312987404287
5.78,14.538805409460055,0.7620378821064756,0.16879182884747623,6.692333473829645,9.871790097438954,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.393731378539148,14.538805409460055,0.1,1.0,1.71,3.0691168552231587,0.9682571717410744,0.5334265174745328,1.6879182884747623
5.79,14.458365126228518,0.7772460532585599,0.16405289191757774,6.61865011298312,9.885435164262386,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.31979518628222,14.458365126228518,0.1,1.0,1.71,2.9157154628678708,0.8945372628048617,0.5440722372809919,1.6405289191757775
5.8,14.378106397810893,0.7916341215419287,0.1605440738629985,6.567935549142191,9.894826750158852,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.267930225356316,14.378106397810893,0.1,1.0,1.71,2.803857031508724,0.846736839908953,0.5541438850793501,1.605440738629985
5.81,14.298211144764453,0.8053505222991086,0.15800725313254213,6.533226898448589,9.901254278065077,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.231430165503475,14.298211144764453,0.1,1.0,1.71,2.7239293795291615,0.8178913802647171,0.563745365609376,1.5800725313254214
5.82,14.218805309393904,0.8185160964901094,0.15623515565178567,6.50992725935345,9.905569026045656,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.205869659330435,14.218805309393904,0.1,1.0,1.71,2.668577141197702,0.8032195743739925,0.5729612675430765,1.5623515565178567
5.83,14.139977086646791,0.8312267025384021,0.155063981188367,6.494946780119152,9.908343188866825,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.1882753901944705,14.139977086646791,0.1,1.0,1.71,2.6322157805796103,0.7994033956438534,0.5818586917768814,1.55063981188367
5.84,14.061789045882566,0.8435568868617858,0.15436577142943886,6.486172098217992,9.909968129959632,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.176614412264536,14.061789045882566,0.1,1.0,1.71,2.610623002950137,0.804114430369138,0.59048982080325,1.5436577142943886
5.85,13.984286440527642,0.8555635459324512,0.15404150029495123,6.482136168317567,9.910715524385637,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.169475924584559,13.984286440527642,0.1,1.0,1.71,2.600616217546155,0.8157048922686855,0.5988944821527158,1.5404150029495123
5.86,13.90750223465735,0.8672895028834035,0.1540149235204081,6.481806490651712,9.910776575805238,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.165867243688004,13.90750223465735,0.1,1.0,1.71,2.599796685653343,0.8330001541990242,0.6071026520183824,1.540149235204081
5.87,13.83146065160664,0.8787663640372326,0.154227739147101,6.484451088383033,9.910286835484623,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.165084718203346,13.83146065160664,0.1,1.0,1.71,2.606361742640659,0.8551646187925365,0.6151364548260628,1.54227739147101
5.88,13.756179836178516,0.8900170121301052,0.15463541999051136,6.489547144796575,9.909343121333968,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.166625785727646,13.756179836178516,0.1,1.0,1.71,2.6189546176309277,0.8816057447996173,0.6230119084910736,1.5463541999051136
5.89,13.681673498716549,0.9010573738545312,0.15520429676746825,6.496724197850158,9.908014037435157,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.170134272114843,13.681673498716549,0.1,1.0,1.71,2.636562807114895,0.911915641598102,0.6307401616981718,1.5520429676746825
5.9,13.607952157266315,0.9118978183177834,0.15590922569558396,6.505725143342509,9.906347195677315,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.175362845609516,13.607952157266315,0.1,1.0,1.71,2.6584402668298184,0.9458303672065563,0.6383284728224483,1.5590922569558396
5.91,13.535024232907986,0.9225443482201338,0.15673157260774234,6.51637685436512,9.904374656599051,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.182144756522754,13.535024232907986,0.1,1.0,1.71,2.684042577695528,0.9831972511906443,0.6457810437540936,1.5673157260774233
5.92,13.46289672316697,0.9329993596522437,0.15765791238890176,6.5285728411495,9.902116140527871,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.190377130390832,13.46289672316697,0.1,1.0,1.71,2.7129859749279808,1.023957625685044,0.6530995517565705,1.5765791238890174
5.93,13.391575800640025,0.9432622438257444,0.15867895045312347,6.542260351534793,9.899581416382446,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.200008542911975,13.391575800640025,0.1,1.0,1.71,2.7450141687123972,1.0681337324852505,0.660283570678021,1.5867895045312346
5.94,13.321067294406648,0.9533297936317785,0.15978874156764994,6.5574321405589275,9.896771825822421,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.211031078105392,13.321067294406648,0.1,1.0,1.71,2.779974846456975,1.1158214655102412,0.6673308555422449,1.5978874156764995
5.95,13.251377087549288,0.9631964403692118,0.16098415621748716,6.574122005423272,9.893681110106801,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.223475995219509,13.251377087549288,0.1,1.0,1.71,2.817804123172652,1.1671883311554605,0.6742375082584482,1.6098415621748716
5.96,13.182511495678055,0.9728543752194134,0.1622644986710946,6.592402758122695,9.890295785532834,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.2374117313461435,13.182511495678055,0.1,1.0,1.71,2.8585158701246525,1.2224748540386046,0.6809980626535893,1.622644986710946
5.97,13.11447764339096,0.9822935622350175,0.16363125547758478,6.612386405908581,9.886595110016929,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.252944014698692,13.11447764339096,0.1,1.0,1.71,2.9021952421003525,1.2819994554122485,0.6876054935645122,1.6363125547758477
5.98,13.047283834243059,0.9915016329835861,0.1650879912394835,6.634226990078785,9.882550557392818,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.270218510948336,13.047283834243059,0.1,1.0,1.71,2.9489969965364993,1.3461681064194846,0.6940511430885102,1.650879912394835
5.99,12.980939954136833,1.0004636647603964,0.1666403659052396,6.658126068336092,9.878124802159983,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.289425983656868,12.980939954136833,0.1,1.0,1.71,2.9991478956748545,1.4154890982970127,0.7003245653322774,1.6664036590523958
6.0,12.915457990173639,1.0091617657997602,0.16829631802428138,6.684342030928365,9.873269994272524,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.310811098664922,12.915457990173639,0.1,1.0,1.71,3.052954780520209,1.4905955977402439,0.7064132360598321,1.6829631802428138
6.01,12.850852657159676,1.01757450797803,0.17006637035788186,6.713203338696121,9.867925307648866,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.334684947494031,12.850852657159676,0.1,1.0,1.71,3.1108171303054104,1.5722765573350082,0.712302155584621,1.7006637035788186
6.02,12.787141554337493,1.0256768945151893,0.17196357083924518,6.74511829325305,9.862015130879065,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.361434230379683,12.787141554337493,0.1,1.0,1.71,3.1732282691036726,1.661501321625091,0.7179738261606324,1.7196357083924518
6.03,12.724346923735775,1.0334382049437614,0.17400506284544126,6.780615851523901,9.855441508977057,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.391559999631862,12.724346923735775,0.1,1.0,1.71,3.2408309911255984,1.759507792259932,0.7234067434606329,1.7400506284544126
6.04,12.662496399052856,1.0408212557764207,0.1762125434499407,6.820375214470073,9.848078663987023,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.425705624104843,12.662496399052856,0.1,1.0,1.71,3.3144385771248777,1.8678700105059463,0.7285748790434945,1.7621254344994068
6.05,12.601624310446635,1.0477809217917087,0.17861329693413147,6.8652738467546275,9.839764102452845,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.464702244492949,12.601624310446635,0.1,1.0,1.71,3.395076605641409,1.9886042496088583,0.733446645254196,1.7861329693413146
6.06,12.541774591851594,1.0542604732833554,0.18124297911108245,6.916483054904544,9.830280915758419,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.509659386651364,12.541774591851594,0.1,1.0,1.71,3.4840867863072287,2.12437572988023,0.7379823312983487,1.8124297911108245
6.07,12.483003460574102,1.0601883081700145,0.18414807734011043,6.975583918003904,9.81933631148076,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.5620747648683375,12.483003460574102,0.1,1.0,1.71,3.5832256295068907,2.278749438204942,0.7421318157190101,1.8414807734011043
6.08,12.425384141539972,1.0654719235118617,0.18739061484309505,7.0447688023871695,9.806524295854228,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.624025277266101,12.425384141539972,0.1,1.0,1.71,3.6948472715296736,2.456620212139963,0.7458303464583032,1.8739061484309505
6.09,12.36901401685798,1.0699887456259032,0.19105538691113588,7.1271706791462215,9.791264689046995,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.698479209730891,12.36901401685798,0.1,1.0,1.71,3.8221869696066495,2.6649077810783326,0.7489921219381321,1.9105538691113588
6.1,12.314025228504857,1.0735722594002186,0.19526114576311118,7.227415711914448,9.772700794089916,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.789820257560672,12.314025228504857,0.1,1.0,1.71,3.969804248118046,2.913706982802477,0.751500581580153,1.9526114576311118
6.11,12.260603518265784,1.0759870424898366,0.2001810709965035,7.35265939980671,9.749507518554314,6.0,9.0,0.5,0.5,10.0,1.0,1.0,6.9048306094609995,12.260603518265784,0.1,1.0,1.71,4.1443914760016805,3.2184136607967013,0.7531909297428856,2.001810709965035
6.12,12.209018911680273,1.0768875875010178,0.2060771417927596,7.514531633310482,9.719531179016577,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.054537462256403,12.209018911680273,0.1,1.0,1.71,4.356150324064795,3.603631960404071,0.7538213112507124,2.060771417927596
6.13,12.159684861827653,1.0757379916832672,0.21336839625455647,7.733267929794341,9.679024457445493,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.258138225373779,12.159684861827653,0.1,1.0,1.71,4.621528530325176,4.111282164202146,0.753016594178287,2.1336839625455646
6.14,12.113275750558042,1.0716512665246527,0.22276997698168874,8.047178723658778,9.620892828952078,6.0,9.0,0.5,0.5,10.0,1.0,1.0,7.552008373361825,12.113275750558042,0.1,1.0,1.71,4.968833080339339,4.818570584960095,0.7501558865672568,2.2276997698168874
6.15,12.070994424884187,1.063023380889191,0.23561557170535133,8.53761565031364,9.530071175867846,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.013494156554117,12.070994424884187,0.1,1.0,1.71,5.4512628748157255,5.883238764826418,0.7441163666224336,2.3561557170535132
6.16,12.035270448177432,1.0465932767175128,0.2547006175845785,9.406693325725236,9.369130865606436,6.0,9.0,0.5,0.5,10.0,1.0,1.0,8.835208874764698,12.035270448177432,0.1,1.0,1.71,6.180827883040038,7.674439533939858,0.7326152937022589,2.547006175845785
6.17,12.012002244272272,1.0145917068043129,0.28688262987151764,11.280113567764275,9.022201191154764,6.0,9.0,0.5,0.5,10.0,1.0,1.0,10.61628740424327,12.012002244272272,0.1,1.0,1.71,7.430144717242499,11.216335056728282,0.710214194763019,2.8688262987151765
6.18,12.019779312320155,0.9451593396368637,0.351900201022592,16.63893160280943,8.029827480961217,6.0,9.0,0.5,0.5,10.0,1.0,1.0,15.762843485045288,12.019779312320155,0.1,1.0,1.71,9.937606033931234,19.577426680921977,0.6616115377458046,3.51900201022592
6.19,12.122809579437696,0.7956703118969634,0.48715631617147237,31.596022817047825,5.259995774620773,6.0,9.0,0.5,0.5,10.0,1.0,1.0,30.504233246413907,12.122809579437696,0.1,1.0,1.71,14.609742353906459,32.536091328926865,0.5569692183278743,4.8715631617147235
6.2,12.380494568699818,0.631723507296448,0.6220914173635602,44.10023170445509,2.94440153621202,6.0,9.0,0.5,0.5,10.0,1.0,1.0,43.269045432050724,12.380494568699818,0.1,1.0,1.71,18.22601772589808,30.357612534269258,0.44220645510751355,6.220914173635602
6.21,12.710357165499056,0.5434674084131228,0.6721285217592541,47.33983298970324,2.344475372277178,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.662659952595234,12.710357165499056,0.1,1.0,1.71,19.312535999773964,24.71318480521575,0.38042718588918595,6.721285217592541
6.22,13.050685761495881,0.5039176909464204,0.6713407049712617,47.29430877021295,2.3529057832938967,6.0,9.0,0.5,0.5,10.0,1.0,1.0,46.64986026752363,13.050685761495881,0.1,1.0,1.71,19.296392543225927,21.508912324218475,0.3527423836624942,6.713407049712617
6.23,13.380158602114989,0.4862962582702853,0.6499011129317386,45.98990053559898,2.594462863777968,6.0,9.0,0.5,0.5,10.0,1.0,1.0,45.33294068634977,13.380158602114989,0.1,1.0,1.71,18.84545153353477,19.65069944167433,0.3404073807891997,6.499011129317386
6.24,13.689617239895231,0.47856586248775507,0.6211478964394803,44.032036703603985,2.957030240073336,6.0,9.0,0.5,0.5,10.0,1.0,1.0,43.34805765739515,13.689617239895231,0.1,1.0,1.71,18.204296104137374,18.34608981959336,0.3349961037414285,6.211478964394804
6.25,13.97404755693437,0.4757702213900095,0.5904587239142246,41.66268123274878,3.395799771713187,6.0,9.0,0.5,0.5,10.0,1.0,1.0,40.950554276698384,13.97404755693437,0.1,1.0,1.71,17.47163378785464,17.25162747882633,0.3330391549730066,5.904587239142246
6.26,14.230313636267365,0.4759143748054108,0.5599018312888351,39.008063273807174,3.887395690035708,6.0,9.0,0.5,0.5,10.0,1.0,1.0,38.27333606437022,14.230313636267365,0.1,1.0,1.71,16.69009353786756,16.22678855724263,0.33314006236378757,5.599018312888351
6.27,14.456366213761376,0.478235029162956,0.5301849606309688,36.15094028885383,4.416492539101144,6.0,9.0,0.5,0.5,10.0,1.0,1.0,35.40277674094836,14.456366213761376,0.1,1.0,1.71,15.878261756759473,15.21306993767202,0.3347645204140692,5.301849606309688
6.28,14.650926998627703,0.4824946334021093,0.5014515602714706,33.15653963582934,4.971011178550121,6.0,9.0,0.5,0.5,10.0,1.0,1.0,32.40605687458924,14.650926998627703,0.1,1.0,1.71,15.043483597593069,14.184110522924755,0.33774624338147646,5.014515602714706
6.29,14.81335322775244,0.4886906555669935,0.47360920935293527,30.08324556539703,5.54013971011166,6.0,9.0,0.5,0.5,10.0,1.0,1.0,29.342430103840965,14.81335322775244,0.1,1.0,1.71,14.187412746872216,13.125858640791277,0.3420834588968954,4.7360920935293525
6.3,14.943581150961233,0.4969324810060333,0.44646843815326437,26.987521861935026,6.11342187741944,6.0,9.0,0.5,0.5,10.0,1.0,1.0,26.26839013130713,14.943581150961233,0.1,1.0,1.71,13.308632567504574,12.029114180828586,0.3478527367042233,4.464684381532644
