Time,A,M,T,alpha_A,b,mu_a,alpha_e,mu_e,gamma_mel,nu_mel,g,compartment,APC_Activation,APC_Death,Activation_CD8,CD8_Death,Tumor_Growth,Tumor_Death_CD8
113.0,4680.141299841081,52232.88966970825,21993742.264219,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1078.8896715477754,1081.1126402632897,3892941.5332078105,3908288.0003517163,2348.390719550083,2377.720392269526
114.0,4677.980776369364,52204.386166956225,21978828.21210887,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1078.5135719500463,1080.6135593413233,3891144.409784037,3905637.773291746,2347.109202066352,2374.8125322299124
115.0,4675.939753223597,52177.46279123777,21964743.115844905,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1078.158185641351,1080.142082994651,3889446.686731388,3903134.8516856395,2345.89872709405,2372.067721666441
116.0,4674.011365611766,52152.02778786643,21951439.708064627,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1077.8223240554973,1079.696625456318,3887842.653915867,3900770.836123084,2344.7551693424743,2369.4764169396735
117.0,4672.189558272106,52128.00101290014,21938875.57103452,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1077.5049490724978,1079.2757879608566,3886327.274570738,3898538.1889728345,2343.67492553999,2367.0301594684274
118.0,4670.468267870641,52105.30159576145,21927008.923289455,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1077.2050104509178,1078.8781698781181,3884895.505214799,3896429.4856685363,2342.6543597454347,2364.7205565026948
119.0,4668.84163377978,52083.85112119686,21915799.663794108,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1076.921488073705,1078.5024174031291,3883542.4709780207,3894437.600256213,2341.6899464090106,2362.539535449264
120.0,4667.304124295815,52063.57553512149,21905209.983792074,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1076.6534173818495,1078.1472527123333,3882263.570589259,3892555.8141198517,2340.7783560590624,2360.479493274258
121.0,4665.851310914746,52044.41778184616,21895207.256428834,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1076.4000567705384,1077.8116528213063,3881055.1204188857,3890778.3294674037,2339.9170234718035,2358.5341770251707
122.0,4664.478241918118,52026.31156292053,21885757.536030497,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1076.1605408515036,1077.4944738830854,3879913.0016274904,3889099.114152619,2339.102967868907,2356.6967917351276
123.0,4663.180393282605,52009.196739068844,21876829.242895536,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1075.9340842363445,1077.194670848282,3878833.4511324707,3887512.5564625366,2338.3334853885353,2354.9610935475625
124.0,4661.953540388943,51993.01725320862,21868392.62858231,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1075.719954258574,1076.9112678298459,3877812.9548955224,3886013.3700990765,2337.6060557042597,2353.321235865058
125.0,4660.79407568554,51977.72530027683,21860422.047928546,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1075.5175263394501,1076.6434314833598,3876848.5121552316,3884596.9979169024,2336.9185295004463,2351.7722003983245
126.0,4659.698214589544,51963.27055924213,21852890.54170471,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1075.3261416040355,1076.3902875701847,3875936.974895582,3883258.649260927,2336.2686443435264,2350.3087255399355
127.0,4658.662540109599,51949.60755051301,21845773.527907513,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1075.1452043666186,1076.1510467653175,3875075.500863164,3881993.955909165,2335.6543554710647,2348.926035110273
128.0,4657.6838060441005,51936.69327283759,21839047.89969304,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.9741509594296,1075.9249591961873,3874261.3898674827,3880798.811775453,2335.073729546778,2347.6196331159845
129.0,4656.758710669899,51924.4856909446,21832692.69747421,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.8124297870165,1075.7112621647468,3873491.8955352223,3879669.4923411673,2334.524876664869,2346.385306581354
130.0,4655.884391585932,51912.94663885088,21826687.095106635,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.6595398645113,1075.5092944563503,3872764.6369211776,3878602.296800449,2334.0060808827357,2345.219039214991
131.0,4655.058015855459,51902.03918363836,21821011.755597245,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.5149959713317,1075.3184016626112,3872077.257588571,3877593.7889696304,2333.5156816963804,2344.1170372346887
132.0,4654.276904422257,51891.72840054415,21815648.450404797,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.3783389815499,1075.1379649215414,3871427.529098433,3876640.7296369323,2333.0521088884648,2343.075722672409
133.0,4653.538577103951,51881.98172725842,21810580.093229827,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.2491406198553,1074.9674113110127,3870813.388435066,3875740.08256694,2332.6138984575387,2342.091752276338
134.0,4652.84050501565,51872.76659202542,21805790.170158938,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.1269720712392,1074.8061566586152,3870232.732072017,3874888.913237243,2332.199585977463,2341.1618487081405
135.0,4652.180285048421,51864.05197449805,21801263.040615536,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1074.0114247100882,1074.6536458461853,3869683.5611032764,3874084.4423173806,2331.807776773432,2340.2829027819375
136.0,4651.55584547064,51855.81035877168,21796984.18624288,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.9021360424204,1074.509400303718,3869164.152262478,3873324.0898953592,2331.437233730375,2339.4520877102877
137.0,4650.9654316916385,51848.01753673325,21792940.121395487,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.798787150346,1074.3730147207687,3868673.046081105,3872605.459571978,2331.0868684515267,2338.6668400790986
138.0,4650.406935708341,51840.646050453055,21789117.228681967,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.701015756573,1074.2440021486268,3868208.4891221975,3871926.1315367855,2330.7554464283694,2337.9244389377313
139.0,4649.878534987508,51833.6713254925,21785502.73916652,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.6084975837573,1074.1219415821145,3867768.9654026087,3871283.836749891,2330.4418627941427,2337.2223871708698
140.0,4649.378652660326,51827.07252812145,21782085.447076228,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.5209577648832,1074.0064687645354,3867353.163282859,3870676.5839454457,2330.14518086434,2336.5585263821476
141.0,4648.905832045315,51820.830252640735,21778854.763465375,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.4381401979513,1073.8972472024677,3866959.8710952927,3870102.491467797,2329.8645281587274,2335.9308308044037
142.0,4648.458606907495,51814.92413020189,21775799.738730017,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.359775839414,1073.7939381956314,3866587.869225654,3869559.613572324,2329.598988893877,2335.3371945403296
143.0,4648.035684848959,51809.336202896084,21772910.372768432,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.2856274853539,1073.6962432001096,3866236.082657364,3869046.1732409503,2329.347755682208,2334.7757238775293
144.0,4647.6356690026,51804.04927701781,21770178.016760845,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.2154679417586,1073.6038395396006,3865903.349476362,3868560.633578402,2329.1100554947207,2334.2447059662018
145.0,4647.257340730312,51799.04756322811,21767594.177449115,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.1490885343285,1073.5164457087021,3865588.656019473,3868101.4853327074,2328.8851784427357,2333.7425092269323
146.0,4646.899619076026,51794.31653895723,21765150.624297492,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.0862972975265,1073.4338120065622,3865291.1031474383,3867667.265937664,2328.672471591517,2333.2675884957275
147.0,4646.56143906618,51789.84261554619,21762839.823749103,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1073.026914569635,1073.3556924242878,3865009.8050152487,3867256.6366802156,2328.471323994957,2332.8185164546744
148.0,4646.241647721251,51785.610622287524,21760654.47906549,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.9707396058918,1073.281820623609,3864743.8025745363,3866868.3009299375,2328.2810535780472,2332.3938209530543
149.0,4645.939236942491,51781.608039372244,21758587.908244822,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.9176067712904,1073.2119637337155,3864492.257288764,3866501.071295105,2328.101097450176,2331.992215927059
150.0,4645.6532107857765,51777.82269070062,21756633.80246071,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.8673549267985,1073.1458916915144,3864254.3407316087,3866153.8266972685,2327.9309081738998,2331.6124715552164
151.0,4645.382573368331,51774.242579173144,21754786.185950253,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.8198252488817,1073.0833744480844,3864029.224527777,3865825.50524336,2327.7699463596246,2331.2534024689103
152.0,4645.126666832051,51770.85674263619,21753038.967516247,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.774872599162,1073.024260038204,3863816.3614709,3865515.0245276373,2327.6177191489232,2330.913858128994
153.0,4644.884516714417,51767.65375745157,21751386.753527295,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.7323456628928,1072.9683233610303,3863614.941003052,3865221.4261018,2327.4737129350224,2330.5927425604064
154.0,4644.6552855962045,51764.62264118947,21749824.208939753,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.69209893755,1072.9153709727234,3863424.266558923,3864943.761928594,2327.3374339478783,2330.2889864330295
155.0,4644.438189398124,51761.752941135586,21748346.242896058,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.6539939129757,1072.8652217509668,3863243.6859413595,3864681.1273626294,2327.208412233456,2330.0015708763194
156.0,4644.232772399347,51759.03813488193,21746948.600303967,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.6179442330697,1072.8177704242491,3863072.8200817765,3864432.766274015,2327.0863545442917,2329.729743734544
157.0,4644.038282935267,51756.46781052482,21745626.427901763,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.5838118639645,1072.7728433580467,3862911.0437455545,3864197.8162381435,2326.9707927611958,2329.472514194847
158.0,4643.8541361838925,51754.03340994511,21744375.28874163,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.5514833583875,1072.7303054584793,3862757.8704777616,3863975.4888093877,2326.8613421111318,2329.229019757005
159.0,4643.679790774667,51751.72728788155,21743191.132948924,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.5208573662874,1072.690031668948,3862612.8499663677,3863765.064325024,2326.7576588631546,2328.998480730668
160.0,4643.51473208179,51749.54402868811,21742070.915947843,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.4918621264858,1072.6519031108935,3862475.5541456323,3863566.0017639315,2326.6594995298174,2328.7803256139678
161.0,4643.3585217786285,51747.4765347122,21741010.70517879,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.4644035212752,1072.6158185308632,3862345.618415463,3863377.602310271,2326.5665450006604,2328.5738123798124
162.0,4643.21075811292,51745.51915931388,21740007.170785036,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.4384066862667,1072.5816851240847,3862222.708598327,3863199.274248501,2326.478541402752,2328.378329005181
163.0,4643.071005942197,51743.66628019109,21739057.28144264,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.4137970652444,1072.5494023726476,3862106.4627427193,3863030.478912357,2326.3952359573914,2328.1932967142484
164.0,4642.938757331232,51741.91200650686,21738158.342980124,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.3904965212898,1072.5188529435147,3861996.4583481187,3862870.737547568,2326.3163638125484,2328.01816092901
165.0,4642.813697553428,51740.25225631444,21737307.66868124,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.3684509310872,1072.489964134842,3861892.4336249414,3862719.5727246567,2326.241741443897,2327.8524493313894
166.0,4642.695459136339,51738.68286059594,21736502.867006153,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.3476050046845,1072.4626510604944,3861794.082909607,3862576.5594669934,2326.1711814123933,2327.695717422983
167.0,4642.5836634364805,51737.198772750155,21735741.44961816,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.327891785543,1072.4368262538271,3861701.0912464643,3862441.255597147,2326.104456822847,2327.5474710052167
168.0,4642.477927946542,51735.794719072146,21735020.985391967,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.309241290696,1072.4124013556514,3861613.1404659334,3862313.2291041524,2326.0413305694838,2327.407211907988
169.0,4642.377891911849,51734.466956832286,21734339.517787885,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.2916038650226,1072.3892930316372,3861529.9304922754,3862192.132310907,2325.9816343791795,2327.2745616926672
170.0,4642.283177047128,51733.21110631231,21733695.0486882,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.2749213847005,1072.3674138978868,3861451.1466678013,3862077.610151893,2325.925171339801,2327.1491089198926
171.0,4642.193535583282,51732.02331902295,21733085.49519591,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.2591427757975,1072.3467067197382,3861376.582898174,3861969.2924963133,2325.8717684232715,2327.0304570264793
172.0,4642.108686081155,51730.89955452294,21732508.877569906,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.2442144083905,1072.3271064847468,3861306.005082304,3861866.8275441723,2325.8212439713516,2326.9182119379093
173.0,4642.0282825854865,51729.8354139121,21731963.33869962,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.230077884877,1072.3085332772475,3861239.1254546074,3861769.8852869226,2325.773400209488,2326.8119766648065
174.0,4641.952025331321,51728.82656428329,21731446.984743986,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.2166756788367,1072.2909178515354,3861175.694670593,3861678.1291890065,2325.728042330177,2326.7113533111383
175.0,4641.8797707446565,51727.871278283914,21730958.45472001,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.203984873403,1072.2742270420158,3861115.593305405,3861591.3174037454,2325.6850926716447,2326.616118178231
176.0,4641.811298894142,51726.96617152284,21730496.076275803,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1919605349856,1072.258410044547,3861058.6384201474,3861509.15275421,2325.644399071667,2326.525939803522
177.0,4641.746405331832,51726.10785416817,21730058.17905503,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1805576539955,1072.243419631653,3861004.6599550173,3861431.338418079,2325.605809123401,2326.4404867360554
178.0,4641.684934706525,51725.29352095553,21729643.200275257,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1697389836306,1072.2292199172075,3860953.5286888876,3861357.596688913,2325.5691967021608,2326.3594653491473
179.0,4641.6266743987635,51724.52164984651,21729250.344469305,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1594843226237,1072.2157617861144,3860905.0677648913,3861287.7862121956,2325.534493377099,2326.282721859076
180.0,4641.571516596752,51723.79005811152,21728878.216504786,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1497646900975,1072.2030203338497,3860859.187505178,3861221.6590729007,2325.5016010126938,2326.2100086180453
181.0,4641.519355052089,51723.097187259526,21728525.702102404,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1405593965703,1072.1909710170326,3860815.7995323273,3861159.0172635973,2325.4704495391884,2326.1411361205646
182.0,4641.470091998283,51722.441767441196,21728191.81022303,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1318515857795,1072.1795912516036,3860774.822524172,3861099.6846766328,2325.440981864156,2326.0759410447804
183.0,4641.423456962785,51721.82059370443,21727875.542437524,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1235986902275,1072.1688185584035,3860736.0315016443,3861043.4838911477,2325.413053892951,2326.014172345622
184.0,4641.379389793539,51721.23314179671,21727576.12240767,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1157937563955,1072.1586390423076,3860699.3764302656,3860990.276951843,2325.38664205518,2325.9557232245065
185.0,4641.337758846584,51720.67820465058,21727292.831040215,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1084207578601,1072.1490222935608,3860664.747808588,3860939.936075846,2325.36169208109,2325.9004623430983
186.0,4641.298424520198,51720.15436556684,21727024.94411488,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.1014608818664,1072.1399360641658,3860632.0295159,3860892.332569214,2325.338140275885,2325.848248408024
187.0,4641.261222036917,51719.658584500816,21726771.31714284,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.0948737461017,1072.131342290528,3860601.0844903076,3860847.263056283,2325.315849959157,2325.7988222115646
188.0,4641.225996038519,51719.189729384634,21726531.437154133,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.0886443170293,1072.123205084898,3860571.78350484,3860804.636382289,2325.294770233133,2325.7520778900516
189.0,4641.192568898311,51718.74578142223,21726304.597889498,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.0827457787118,1072.11548341551,3860543.978809615,3860764.327044964,2325.2748103327435,2325.7078490575327
190.0,4641.160829254119,51718.325243301195,21726090.092154752,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1072.0771582429695,1072.1081515577014,3860517.5777735757,3860726.2093758993,2325.2559029388217,2325.665992668446
