Time,A,M,T,alpha_A,b,mu_a,alpha_e,mu_e,gamma_mel,nu_mel,g,compartment,APC_Activation,APC_Death,Activation_CD8,CD8_Death,Tumor_Growth,Tumor_Death_CD8
243.0,4640.623810482151,51711.19420003156,21722465.480482314,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9824057197409,1071.984100221377,3860070.885559053,3860082.115881707,2324.935291233419,2324.9576575402593
244.0,4640.6221402600795,51711.17196415131,21722454.165864956,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9821102495955,1071.9837144000785,3860069.496268334,3860080.105274203,2324.934291508243,2324.9554476608073
245.0,4640.620541261077,51711.15057694958,21722443.213732913,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9818260565955,1071.9833450313088,3860068.1662209635,3860078.1590803387,2324.933329939653,2324.953314703313
246.0,4640.619021786012,51711.130254991614,21722432.81838069,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9815560184695,1071.9829940325687,3860066.9023216045,3860076.3118262487,2324.932416264423,2324.951289191487
247.0,4640.617578695532,51711.11096268045,21722422.963980153,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.981299662217,1071.9826606786678,3860065.701958943,3860074.5606992734,2324.931548882113,2324.9493678320305
248.0,4640.6162094408355,51711.09267263809,21722413.639075637,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9810566240503,1071.982344380833,3860064.563012887,3860072.9036637405,2324.9307265618086,2324.947548168853
249.0,4640.614912063676,51711.075365705576,21722404.836583957,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9808266493947,1071.982044686709,3860063.4838545653,3860071.339460969,2324.9299484421226,2324.94582858307
250.0,4640.613685196358,51711.05903094291,21722396.55379441,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9806095928893,1071.9817612803588,3860062.4633463304,3860069.8676092667,2324.929214031193,2324.944208293005
251.0,4640.612528061741,51711.043665629106,21722388.792368766,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9804054183858,1071.9814939822622,3860061.500841756,3860068.48840393,2324.9285232066845,2324.9426873541825
252.0,4640.6114404732325,51711.02927526217,21722381.55834127,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9802141989503,1071.9812427493168,3860060.5961856344,3860067.2029172434,2324.927876215787,2324.941266659329
253.0,4640.610422834797,51711.0158735591,21722374.86211864,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9800361168627,1071.981007674838,3860059.749713984,3860066.012998482,2324.9272736752173,2324.9399479383724
254.0,4640.60945335966,51711.00311255184,21722368.495487966,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9798665483224,1071.9807837260814,3860058.943304565,3860064.8816482113,2324.9266999403308,2324.9386932749835
255.0,4640.608498717552,51710.990455468476,21722362.13583604,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9796983606952,1071.9805632037546,3860058.1492332593,3860063.751538064,2324.9261308778628,2324.937444027288
256.0,4640.607592229945,51710.97844640404,21722356.1115547,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.979538783932,1071.9803538051174,3860057.3952168683,3860062.6810232704,2324.925590950326,2324.9362597845416
257.0,4640.606732792719,51710.96706910884,21722350.412656646,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97938760211,1071.9801552751182,3860056.680336984,3860061.668329086,2324.9250794271334,2324.935138747795
258.0,4640.605919667799,51710.956311906804,21722345.03132947,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9792446600818,1071.9799674432616,3860056.003979675,3860060.712067247,2324.92459578333,2324.934079556338
259.0,4640.605152483152,51710.94616769548,21722339.96193568,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9791098634737,1071.9797902236082,3860055.3658354855,3860059.8112359704,2324.924139699589,2324.9330812876965
260.0,4640.604431232791,51710.936633946025,21722335.20101268,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.978983178685,1071.979623614775,3860054.7658994356,3860058.965219953,2324.9237110622134,2324.9321434576327
261.0,4640.603756276776,51710.9277127032,21722330.74727277,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97886463289,1071.9794676999354,3860054.204471022,3860058.1737903715,2324.9233099631356,2324.931266020142
262.0,4640.603128341208,51710.919410585404,21722326.601603176,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9787543140378,1071.979322646819,3860053.6821542163,3860057.4371048845,2324.92293669992,2324.930449367458
263.0,4640.602548518233,51710.91173878463,21722322.76706601,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9786523708499,1071.9791887077117,3860053.199857466,3860056.75570763,2324.9225917757567,2324.9296943300474
264.0,4640.602012859454,51710.90464527038,21722319.217665296,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9785581119468,1071.979064970534,3860052.7542964933,3860056.124979123,2324.922272851356,2324.9289957882556
265.0,4640.60146635937,51710.897437763095,21722315.632516686,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9784623382898,1071.9789387290145,3860052.2997177234,3860055.487898215,2324.921948801829,2324.9282882997536
266.0,4640.600950129957,51710.8906292358,21722312.246051405,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.978371866287,1071.97881948002,3860051.870318098,3860054.8861233345,2324.921642690442,2324.9276199990964
267.0,4640.600463254248,51710.88420562151,21722309.04996654,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9782865090167,1071.9787070117313,3860051.4653348834,3860054.318179054,2324.921353884743,2324.9269893657006
268.0,4640.6000049767945,51710.878154862134,21722306.03695255,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9782061062517,1071.9786011496396,3860051.0841396973,3860053.7827664684,2324.9210818426013,2324.926395075548
269.0,4640.59957470366,51710.87246690851,21722303.20069328,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9781305244605,1071.9785017565457,3860050.7262385045,3860053.2787631955,2324.9208261122067,2324.9258360011872
270.0,4640.599172002427,51710.86713372041,21722300.535865936,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9780596568044,1071.9784087325606,3860050.391271618,3860052.805223377,2324.9205863320694,2324.9253112117312
271.0,4640.59879660219,51710.86214926649,21722298.038141105,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9779934231394,1071.978322015106,3860050.0790137015,3860052.361377674,2324.9203622310215,2324.924819972858
272.0,4640.598448393564,51710.85750952436,21722295.704182748,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9779317700177,1071.9782415789132,3860049.789373766,3860051.946633274,2324.9201536282153,2324.92436174681
273.0,4640.598127428676,51710.85321248052,21722293.53164819,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9778746706838,1071.9781674360243,3860049.5223951726,3860051.560573883,2324.9199604331243,2324.923936192395
274.0,4640.59783392117,51710.84925813042,21722291.519188147,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977822125079,1071.9780996357902,3860049.278255629,3860051.2029597335,2324.919782645544,2324.9235431649863
275.0,4640.597542644325,51710.84536629281,21722289.552532867,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97777041014,1071.9780323508392,3860049.035971549,3860050.85348509,2324.919607668525,2324.923157848214
276.0,4640.597264886621,51710.841659488055,21722287.680159234,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977721153925,1071.9779681888094,3860048.804932691,3860050.520764296,2324.919441010583,2324.922790934317
277.0,4640.597003829742,51710.83817111155,21722285.914748203,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9776748001934,1071.9779078846705,3860048.5877855793,3860050.2070507556,2324.919284173175,2324.922445280693
278.0,4640.596758600796,51710.83489009762,21722284.251214903,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9776312019046,1071.977851236784,3860048.3838041425,3860049.911440888,2324.919136658789,2324.9221198460205
279.0,4640.59652839066,51710.83180631209,21722282.685032908,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9775902243957,1071.9777980582426,3860048.1923153508,3860049.633130348,2324.9189980117917,2324.9218136905943
280.0,4640.596312453975,51710.82891055229,21722281.212234233,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977551745381,1071.9777481768683,3860048.012699216,3860049.371414023,2324.918867818431,2324.9215259763228
281.0,4640.596110109149,51710.826194547095,21722279.82940934,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977515654954,1071.9777014352135,3860047.84438879,3860049.125686039,2324.9187457068374,2324.921255966731
282.0,4640.595920738356,51710.82365095688,21722278.53370713,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9774818555857,1071.9776576905601,3860047.6868701642,3860048.895439757,2324.9186313470213,2324.9210030269596
283.0,4640.595743787536,51710.82127337354,21722277.322834957,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9774502621246,1071.9776168149208,3860047.539682472,3860048.6802677717,2324.9185244508744,2324.9207666237635
284.0,4640.595578766394,51710.819056320484,21722276.195058607,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9774208017984,1071.9775786950372,3860047.4024178865,3860048.479861914,2324.918424772169,2324.9205463255125
285.0,4640.595419964721,51710.81691367685,21722275.094356198,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9773923302275,1071.9775420118506,3860047.270326655,3860048.2842670963,2324.918328438911,2324.920332267551
286.0,4640.595266381618,51710.814831976844,21722274.01348641,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9773646684787,1071.9775065341537,3860047.1425762298,3860048.0921965353,2324.918234845679,2324.920123069944
287.0,4640.595120715751,51710.81285481984,21722272.98350691,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977338395902,1071.9774728853386,3860047.0214113616,3860047.909169178,2324.9181459527,2324.9199240153152
288.0,4640.594982459327,51710.81097624714,21722272.00208797,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9773134333193,1071.9774409481047,3860046.9064096683,3860047.734771032,2324.9180614920715,2324.919734586641
289.0,4640.594851164743,51710.8091911764,21722271.067421205,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9772897131948,1071.9774106190557,3860046.797198833,3860047.5686807483,2324.917981235291,2324.919554362064
290.0,4640.594726444588,51710.80749540155,21722270.17821955,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977267179639,1071.9773818086999,3860046.693456608,3860047.4106696136,2324.9179049932536,2324.919383014887
291.0,4640.5946079716405,51710.805885592854,21722269.333717275,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977245788406,1071.977354441449,3860046.5949108102,3860047.2606015597,2324.9178326162546,2324.919220313578
292.0,4640.594495478869,51710.80435929689,21722268.533669982,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977225506895,1071.9773284556188,3860046.5013393234,3860047.1184331556,2324.917763993988,2324.919066121766
293.0,4640.594388759437,51710.80291493655,21722267.7783546,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9772063141481,1071.97730380343,3860046.4125700993,3860046.9842136125,2324.917699055547,2324.9189203982446
294.0,4640.594287666692,51710.80155181104,21722267.06856938,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771882008552,1071.977280451006,3860046.3284811545,3860046.8580847788,2324.9176377694243,2324.918783196969
295.0,4640.594192114178,51710.80027009589,21722266.405633923,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771711693472,1071.9772583783754,3860046.2490005735,3860046.740281148,2324.9175801435113,2324.9186546670585
296.0,4640.594102075627,51710.79907084293,21722265.791389138,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771552336015,1071.9772375794698,3860046.1741065066,3860046.6311298497,2324.917526225098,2324.9185350527937
297.0,4640.594017584963,51710.79795598032,21722265.228197277,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771404192395,1071.9772180621264,3860046.103827172,3860046.531050656,2324.9174761008753,2324.9184246936197
298.0,4640.593938736297,51710.79692831253,21722264.718941923,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771267635278,1071.9771998480846,3860046.0382408514,3860046.4405559795,2324.917429896931,2324.918324024144
299.0,4640.593865683936,51710.79599152033,21722264.26702798,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9771143153757,1071.9771829729893,3860045.977475898,3860046.360250872,2324.9173877787543,2324.918233574136
300.0,4640.593793253225,51710.79505944592,21722263.812820032,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977101929914,1071.977166241495,3860045.9172280324,3860046.2795381197,2324.9173458726887,2324.9181430905332
301.0,4640.5937013922085,51710.793795366706,21722263.121025566,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9770851327519,1071.9771450216,3860045.8408180387,3860046.156606243,2324.917289039687,2324.918012264112
302.0,4640.593610016903,51710.79253519949,21722262.427560844,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9770683875727,1071.9771239139045,3860045.7648120597,3860046.0333775617,2324.917232382569,2324.91788143466
303.0,4640.593519107286,51710.79127914313,21722261.733020347,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.977051697018,1071.977102913783,3860045.68919344,3860045.9099577153,2324.917175910275,2324.917750674738
304.0,4640.59342870323,51710.790028267846,21722261.038516425,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9770350753097,1071.9770820304461,3860045.6139953462,3860045.7865443686,2324.917119670922,2324.9176201514747
305.0,4640.593338904503,51710.78878451525,21722260.34567929,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9770185482478,1071.9770612869402,3860045.5393007654,3860045.66342721,2324.9170637518055,2324.917490126571
306.0,4640.593249870774,51710.78755069832,21722259.656657036,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9770021532113,1071.977040720149,3860045.4652425097,3860045.5409879554,2324.917008279396,2324.917360956298
307.0,4640.593161821608,51710.7863305014,21722258.974115614,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976985939158,1071.9770203807916,3860045.3920032135,3860045.4197003446,2324.916953419343,2324.9172330914976
308.0,4640.593075036466,51710.785128480245,21722258.30123885,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769699666256,1071.9770003334236,3860045.319815332,3860045.3001301438,2324.916899376472,2324.9171070775806
309.0,4640.592989854707,51710.78395006196,21722257.641728446,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976954307729,1071.9769806564375,3860045.2489611455,3860045.1829351448,2324.916846394786,2324.9169835545317
310.0,4640.59290667559,51710.782801545036,21722256.999803964,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769390461631,1071.9769614420613,3860045.1797727556,3860045.068865164,2324.9167947574647,2324.916863256903
311.0,4640.592825958267,51710.781690099335,21722256.38020284,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9769242772022,1071.9769427963597,3860045.112632086,3860044.9587620446,2324.9167447868663,2324.9167470138195
312.0,4640.5927482217885,51710.7806237661,21722255.78818039,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976910107698,1071.976924839233,3860045.0479708835,3860044.853559655,2324.916696844524,2324.9166357489758
313.0,4640.592674045106,51710.779611457954,21722255.229509775,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768966560828,1071.9769077044195,3860044.9862707187,3860044.754283887,2324.9166513311498,2324.9165304806365
314.0,4640.592604067063,51710.778662958895,21722254.71048205,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768840523664,1071.9768915394916,3860044.928062983,3860044.6620526602,2324.916608686632,2324.9164323216382
315.0,4640.592538986403,51710.7777889243,21722254.237906132,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768724381386,1071.9768765058593,3860044.87392889,3860044.5780759198,2324.916569390037,2324.9163424793874
316.0,4640.5924795617675,51710.77700088091,21722253.819108803,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768619665672,1071.9768627787682,3860044.824499478,3860044.5036556344,2324.9165339596057,2324.9162622558592
317.0,4640.592426611695,51710.776311226866,21722253.46193472,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768528023997,1071.9768505473016,3860044.780455608,3860044.4401857997,2324.91650295276,2324.916193047604
318.0,4640.59238101462,51710.77573323166,21722253.17474641,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976845121962,1071.976840014377,3860044.7425279603,3860044.389152437,2324.9164769660956,2324.916136345738
319.0,4640.592343708874,51710.775281036185,21722252.966424264,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768391131593,1071.97683139675,3860044.7114970414,3860044.3521335917,2324.916456635387,2324.91609373595
320.0,4640.592315692689,51710.774969652695,21722252.84636655,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768349754752,1071.9768249250112,3860044.6881931787,3860044.330799336,2324.916442635585,2324.916066898501
321.0,4640.592298024191,51710.774814964825,21722252.824489404,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768329199728,1071.9768208435883,3860044.673496522,3860044.326911767,2324.9164356808187,2324.9160576082204
322.0,4640.5922918214055,51710.7748337276,21722252.91122683,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768331692937,1071.9768194107448,3860044.668337045,3860044.342325008,2324.916436524393,2324.9160677345094
323.0,4640.592298262253,51710.77504356739,21722253.117530704,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768359576585,1071.9768208985806,3860044.673694542,3860044.378985206,2324.9164459587896,2324.9160992413395
324.0,4640.592236753368,51710.774226898495,21722252.682790015,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768251057092,1071.976806690028,3860044.622531451,3860044.3017317858,2324.916409241356,2324.9160160255146
325.0,4640.592162267566,51710.77321386783,21722252.125419274,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9768116444918,1071.9767894838078,3860044.5605741614,3860044.202687005,2324.9163636954977,2324.915910863857
326.0,4640.5920880844615,51710.7722048011,21722251.57040852,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767982359472,1071.9767723475106,3860044.498868655,3860044.104061594,2324.9163183278574,2324.915806132855
327.0,4640.592014550269,51710.77120462797,21722251.02067338,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976784945581,1071.976755361112,3860044.4377029133,3860044.0063736592,2324.9162733600733,2324.915702366012
328.0,4640.591942044443,51710.770218746824,21722250.479395855,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767718451276,1071.9767386122664,3860044.3773925677,3860043.9101886433,2324.916229034857,2324.915600146399
329.0,4640.591870979682,51710.76925302476,21722249.950024284,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976759012549,1071.9767221963066,3860044.3182808994,3860043.816119315,2324.916185615993,2324.915500106645
330.0,4640.59180180192,51710.76831379757,21722249.436273377,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767465320365,1071.9767062162437,3860044.260738837,3860043.724825779,2324.9161433883387,2324.9154029289466
331.0,4640.591734990331,51710.76740786977,21722248.94212419,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767344940078,1071.9766907827666,3860044.2051649573,3860043.637015469,2324.916102657825,2324.9153093450595
332.0,4640.591671057333,51710.766542514575,21722248.47182414,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767229951105,1071.976676014244,3860044.1519854893,3860043.5534431497,2324.916063751455,2324.915220136304
333.0,4640.591610548579,51710.76572547392,21722248.029887,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767121382197,1071.9766620367218,3860044.101654308,3860043.4749109196,2324.9160270173074,2324.915136133565
334.0,4640.591554042966,51710.76496495843,21722247.621092893,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9767020324393,1071.976648983925,3860044.054652939,3860043.402268207,2324.915992824531,2324.9150582172847
335.0,4640.591502152627,51710.764269647465,21722247.250488307,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766927931007,1071.976636997257,3860044.011490555,3860043.3364117723,2324.91596156335,2324.9149873174742
336.0,4640.591455522939,51710.76364868908,21722246.923386082,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766845417641,1071.976626225799,3860043.9727039807,3860043.278285707,2324.9159336450607,2324.9149244137047
337.0,4640.5914148325155,51710.76311170003,21722246.645365413,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766774062177,1071.976616826311,3860043.9388576862,3860043.228881434,2324.915909502033,2324.91487053511
338.0,4640.591380793213,51710.7626687658,21722246.422271855,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976671520478,1071.9766089632321,3860043.9105437943,3860043.1892377087,2324.9158895877104,2324.9148267603887
339.0,4640.591354150124,51710.762330440564,21722246.26021731,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766670247893,1071.9766028086788,3860043.888382073,3860043.160440616,2324.915874376608,2324.9147942178006
340.0,4640.591335681585,51710.76210774723,21722246.16558005,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766640656255,1071.9765985424463,3860043.8730199425,3860043.1436235746,2324.9158643643154,2324.9147740851695
341.0,4640.591326199171,51710.76201217739,21722246.14500469,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766627956872,1071.9765963520085,3860043.86513247,3860043.139967333,2324.9158600674955,2324.9147675898807
342.0,4640.591326547696,51710.76205569136,21722246.205402207,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766633739036,1071.9765964325177,3860043.865422373,3860043.150699972,2324.9158620238836,2324.914776008884
343.0,4640.591337605213,51710.76225071816,21722246.353949938,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766659654329,1071.9765989868042,3860043.874620016,3860043.177096904,2324.9158707922884,2324.914800668693
344.0,4640.591360283018,51710.762610155514,21722246.59809157,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766707416607,1071.976604225377,3860043.893483414,3860043.220480872,2324.915886952592,2324.9148429453817
345.0,4640.591395525645,51710.76314736987,21722246.945537142,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766778802011,1071.976612366424,3860043.9227982312,3860043.28222195,2324.9159111057493,2324.914904264589
346.0,4640.591444310869,51710.76387619638,21722247.404263064,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766875648966,1071.9766236358107,3860043.9633777803,3860043.3637375464,2324.9159438737893,2324.9149861015185
347.0,4640.5914619440055,51710.76415921086,21722247.60248479,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766913256117,1071.9766277090653,3860043.9780450235,3860043.398961547,2324.9159565981204,2324.9150200304202
348.0,4640.59144096321,51710.76388989541,21722247.477986082,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.97668774693,1071.9766228625015,3860043.9605931975,3860043.3768381267,2324.9159444896977,2324.914994607414
349.0,4640.591421725697,51710.76364358992,21722247.366139945,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766844740063,1071.976618418636,3860043.944591434,3860043.3569630682,2324.9159334158026,2324.9149715722397
350.0,4640.591404343543,51710.76342176426,21722247.26768469,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976681526372,1071.9766144033586,3860043.930132959,3860043.3394675693,2324.915923442521,2324.9149510699476
351.0,4640.59138893509,51710.76322597242,21722247.18340072,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976678924677,1071.976610844006,3860043.917316208,3860043.324490308,2324.91591463972,2324.9149332538714
352.0,4640.5913756249465,51710.763057852455,21722247.11411052,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766766906876,1071.9766077693628,3860043.90624483,3860043.312177439,2324.9159070810465,2324.914918285623
353.0,4640.591364543987,51710.762919126515,21722247.06067865,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.976674847288,1071.976605209661,3860043.897027688,3860043.302682596,2324.9159008439283,2324.9149063350987
354.0,4640.591355829353,51710.76281160086,21722247.02401177,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766734184795,1071.9766031965808,3860043.8897788557,3860043.296166891,2324.9158960095747,2324.9148975804765
355.0,4640.591349624457,51710.76273716584,21722247.00505861,2986.0,92330.0,0.231,831.8,0.1777,0.04496,0.1245,60100000.0,1.0,1071.9766724293822,1071.9766017632496,3860043.884617623,3860043.292798915,2324.915892662976,2324.9148922082145
