T,EXC2,H,INH1,INH2,INH3,INH4,M2,M3,M4,V1,V2,V3,V4
3290.0,0.022023719,0.26517236,0.078470774,0.030729415,0.028001525,0.10994183,0.26309958,0.16569394,0.061248861,-52.741692,-39.268715,-34.960613,-41.318825
3300.0,0.02218847,0.26592895,0.078137189,0.031148879,0.027983045,0.1089667,0.26218876,0.16693529,0.061197285,-52.678581,-39.301842,-35.009315,-41.20623
3310.0,0.022344073,0.26667884,0.077859476,0.031587359,0.027975362,0.10806043,0.26127955,0.16813806,0.061152752,-52.619381,-39.33366,-35.054489,-41.094162
3320.0,0.022486826,0.26742244,0.077596493,0.032017473,0.027958425,0.10717115,0.26037186,0.16930397,0.061115198,-52.565407,-39.366856,-35.098263,-40.987206
3330.0,0.022618273,0.26816022,0.077352799,0.032443818,0.027936673,0.10630587,0.25946572,0.17043464,0.061084528,-52.515991,-39.400803,-35.14045,-40.884232
3340.0,0.022741541,0.26889256,0.077145115,0.032880735,0.02792019,0.10548458,0.2585611,0.17153151,0.061060652,-52.469898,-39.434216,-35.180271,-40.782555
3350.0,0.022854229,0.26961979,0.076949209,0.033310682,0.027897509,0.10467889,0.25765797,0.17259599,0.061043501,-52.427963,-39.468548,-35.218937,-40.684952
3360.0,0.02295848,0.27034226,0.076774813,0.033742398,0.027875053,0.10390076,0.25675631,0.17362936,0.061032992,-52.389343,-39.502964,-35.256008,-40.589748
3370.0,0.023054738,0.27106026,0.076619864,0.034175325,0.027852744,0.10314791,0.25585616,0.17463279,0.061029047,-52.353828,-39.537464,-35.291615,-40.49688
3380.0,0.023142913,0.27177405,0.076478533,0.034605734,0.027828477,0.10241385,0.25495747,0.17560743,0.061031595,-52.321419,-39.572308,-35.326061,-40.40678
3390.0,0.023224117,0.27248394,0.076354071,0.03503716,0.027804909,0.10170256,0.25406027,0.17655431,0.061040554,-52.291676,-39.60714,-35.359222,-40.318745
3400.0,0.023298381,0.27319014,0.076242357,0.035467021,0.027780626,0.1010095,0.25316456,0.17747441,0.061055858,-52.264557,-39.642128,-35.391315,-40.23304
3410.0,0.023366366,0.27389288,0.076143861,0.035896473,0.027756652,0.10033537,0.25227034,0.17836866,0.061077431,-52.239803,-39.677135,-35.422348,-40.149364
3420.0,0.023428319,0.27459237,0.076056555,0.03632449,0.027732573,0.09967804,0.25137767,0.17923793,0.061105203,-52.217304,-39.712196,-35.452431,-40.067757
3430.0,0.023484731,0.27528879,0.075980179,0.036751512,0.027708897,0.099037342,0.25048649,0.18008304,0.061139103,-52.196865,-39.747242,-35.481598,-39.988052
3440.0,0.023535853,0.27598232,0.075913124,0.037176728,0.027685333,0.098411635,0.24959688,0.18090475,0.06117906,-52.178383,-39.782288,-35.509941,-39.910263
3450.0,0.023582093,0.27667314,0.075854957,0.037600346,0.027662203,0.097800545,0.24870883,0.18170379,0.061225004,-52.161697,-39.817287,-35.537506,-39.83427
3460.0,0.023623653,0.27736139,0.075804085,0.038021442,0.027639126,0.097202435,0.24782236,0.18248087,0.061276872,-52.146729,-39.852272,-35.564377,-39.760113
3470.0,0.023660857,0.2780472,0.075759761,0.038439889,0.027616201,0.096616596,0.2469375,0.18323663,0.061334584,-52.13335,-39.887218,-35.590611,-39.687725
3480.0,0.023693791,0.27873072,0.075719878,0.038854212,0.027592694,0.096040852,0.24605426,0.18397169,0.061398078,-52.121521,-39.922211,-35.616318,-39.617222
3490.0,0.023722621,0.27941206,0.075682588,0.039263301,0.027568068,0.095473245,0.24517269,0.18468663,0.061467286,-52.111179,-39.957314,-35.641598,-39.548672
3500.0,0.023747144,0.28009132,0.075643979,0.039663978,0.027540568,0.094909735,0.24429281,0.18538201,0.061542138,-52.102394,-39.992744,-35.666653,-39.48241
3510.0,0.023767075,0.28076863,0.075598538,0.040051989,0.027507702,0.094344333,0.24341464,0.18605839,0.061622571,-52.095257,-40.028839,-35.691765,-39.418884
3520.0,0.023784341,0.28144407,0.075558133,0.040437602,0.027476871,0.093791477,0.24253821,0.18671624,0.061708502,-52.089081,-40.064503,-35.716366,-39.356689
3530.0,0.023797806,0.28211772,0.075513683,0.04081348,0.027441252,0.093237877,0.24166358,0.18735605,0.061799873,-52.084267,-40.100891,-35.740917,-39.296692
3540.0,0.023812866,0.28278971,0.075507224,0.04121425,0.027425952,0.092735171,0.24079072,0.18797825,0.061896585,-52.078884,-40.134167,-35.763298,-39.234573
3550.0,0.023840604,0.28346002,0.075628601,0.041720059,0.027473943,0.092371494,0.23991968,0.18858309,0.061998527,-52.068981,-40.158974,-35.779282,-39.160553
3560.0,0.023848379,0.28412879,0.075595342,0.042088971,0.027445,0.091850713,0.23905057,0.18917142,0.062105753,-52.066208,-40.193851,-35.80262,-39.104225
3570.0,0.023848226,0.28479603,0.075528435,0.042419109,0.027395049,0.091300361,0.23818336,0.18974347,0.062218156,-52.066265,-40.231518,-35.827148,-39.05344
3580.0,0.023842501,0.28546178,0.075423703,0.042712577,0.027326168,0.090715177,0.23731811,0.1902996,0.062335644,-52.068306,-40.271751,-35.853397,-39.007626
3590.0,0.023880323,0.28612623,0.075688578,0.043324623,0.027452234,0.090531155,0.23645476,0.19083968,0.062457934,-52.054821,-40.284653,-35.861595,-38.925026
3600.0,0.023878038,0.28678924,0.075638212,0.043655101,0.027413117,0.090018131,0.23559351,0.19136493,0.062585302,-52.055634,-40.320229,-35.884766,-38.876389
3610.0,0.023867326,0.28745091,0.075535811,0.043931581,0.027345773,0.089458294,0.23473433,0.19187534,0.062717564,-52.059452,-40.359505,-35.91008,-38.834637
3620.0,0.023874732,0.2881113,0.075586565,0.044339832,0.027360218,0.089066394,0.23387721,0.19237097,0.062854499,-52.056812,-40.387138,-35.927887,-38.778328
3630.0,0.023897333,0.28877047,0.075758524,0.044855554,0.027441382,0.088806428,0.23302221,0.19285217,0.062996045,-52.048763,-40.405186,-35.939888,-38.710571
3640.0,0.023890795,0.28942829,0.075706206,0.045162786,0.027405577,0.088322766,0.23216946,0.19331969,0.063142315,-52.05109,-40.439053,-35.962231,-38.667103
3650.0,0.023875661,0.2900849,0.07558737,0.045405149,0.027334418,0.087775424,0.23131895,0.1937736,0.063293152,-52.05648,-40.47781,-35.987556,-38.631317
3660.0,0.023897182,0.29074037,0.075771563,0.045915555,0.027425721,0.087552592,0.23047061,0.19421373,0.063448265,-52.048817,-40.49305,-35.998161,-38.566486
3670.0,0.023871204,0.2913945,0.075571157,0.046074398,0.027312417,0.086933509,0.22962472,0.19464114,0.063607946,-52.058071,-40.537399,-36.026989,-38.540737
3680.0,0.023893399,0.29204753,0.075756721,0.04657824,0.027409524,0.086728409,0.22878104,0.19505525,0.063771673,-52.050163,-40.550797,-36.037155,-38.477947
3690.0,0.023889828,0.29269928,0.075739436,0.046893835,0.027396878,0.086315073,0.22793986,0.19545689,0.063939698,-52.051434,-40.579967,-36.056828,-38.436092
3700.0,0.023907365,0.29334986,0.07588692,0.047355283,0.027476048,0.086082935,0.22710106,0.19584598,0.064111717,-52.045193,-40.595188,-36.068424,-38.37923
3710.0,0.023890233,0.2939992,0.075753547,0.047552243,0.027407181,0.085572511,0.22626483,0.1962232,0.064287901,-52.051292,-40.631138,-36.093037,-38.350937
3720.0,0.023873014,0.29464728,0.075599216,0.047729239,0.027331118,0.085046969,0.22543117,0.19658846,0.064467989,-52.057426,-40.667892,-36.118713,-38.324909
3730.0,0.023925034,0.29529423,0.076020382,0.048430815,0.027561888,0.085117042,0.22459993,0.19694136,0.064651571,-52.038906,-40.659634,-36.116673,-38.244675
3740.0,0.023921182,0.2959398,0.07596492,0.048690073,0.027543064,0.084709436,0.22377147,0.19728322,0.064839125,-52.040276,-40.686962,-36.137203,-38.21093
3750.0,0.023903003,0.2965841,0.075790033,0.048829492,0.027463097,0.084194712,0.22294572,0.19761391,0.065030381,-52.046745,-40.722336,-36.162968,-38.189854
3760.0,0.023931904,0.29722714,0.075991489,0.049317133,0.027585134,0.084065273,0.22212262,0.19793302,0.065224938,-52.036461,-40.728031,-36.170799,-38.133511
3770.0,0.023907935,0.29786876,0.075748973,0.049384978,0.027472727,0.083497338,0.22130243,0.19824165,0.065423161,-52.044987,-40.76733,-36.199432,-38.120167
3780.0,0.023933681,0.29850912,0.075899243,0.049815912,0.027574401,0.08333648,0.22048497,0.19853911,0.065624468,-52.035831,-40.774471,-36.209232,-38.070438
3790.0,0.023957226,0.29914802,0.076018222,0.05021625,0.027661426,0.083148524,0.21967043,0.19882596,0.065829001,-52.027462,-40.783413,-36.220459,-38.024242
3800.0,0.023932453,0.29978544,0.075731657,0.050224859,0.027535519,0.082571469,0.21885893,0.19910285,0.066036873,-52.036266,-40.822403,-36.250374,-38.017433
3810.0,0.023961475,0.30042148,0.075866297,0.050629631,0.0276375,0.082420573,0.21805033,0.19936901,0.0662475,-52.025955,-40.827518,-36.260326,-37.971485
3820.0,0.024003066,0.30105597,0.076086439,0.051113863,0.027789198,0.082362153,0.21724476,0.19962496,0.066460937,-52.011196,-40.824688,-36.266155,-37.918205
3830.0,0.023993511,0.30168885,0.07587795,0.051181696,0.027714344,0.081893183,0.21644242,0.19987145,0.066677421,-52.014584,-40.854023,-36.29171,-37.906067
3840.0,0.024024198,0.30232015,0.075977907,0.051540956,0.027807618,0.081736475,0.21564315,0.20010778,0.066896386,-52.003704,-40.858116,-36.302631,-37.86573
3850.0,0.024032921,0.30294976,0.075868912,0.051698193,0.027794825,0.081384614,0.21484718,0.2003347,0.067117997,-52.000618,-40.876881,-36.323299,-37.8452
3860.0,0.024080357,0.30357769,0.076072678,0.052148178,0.027950574,0.081349909,0.21405439,0.20055176,0.067341879,-51.983833,-40.870163,-36.328857,-37.796814
3870.0,0.024077019,0.30420378,0.075826444,0.052162621,0.027871566,0.080886617,0.21326506,0.20075993,0.067568325,-51.985012,-40.89682,-36.355434,-37.790394
3880.0,0.024126504,0.30482814,0.076000743,0.052576069,0.028020332,0.080845051,0.21247901,0.20095843,0.067796737,-51.967533,-40.889244,-36.361923,-37.746128
3890.0,0.024142256,0.3054505,0.07586918,0.052692764,0.028008893,0.080512129,0.21169651,0.20114809,0.068027392,-51.961975,-40.904537,-36.382729,-37.730255
3900.0,0.024194032,0.30607098,0.076013662,0.053070575,0.028149733,0.080460839,0.21091743,0.20132849,0.06825985,-51.943737,-40.896458,-36.390244,-37.68996
3910.0,0.024209332,0.30668941,0.07583186,0.053128008,0.02811975,0.080103323,0.21014202,0.20150036,0.068494342,-51.938351,-40.912464,-36.41288,-37.680016
3920.0,0.024211908,0.30730569,0.075523332,0.053055841,0.028025374,0.079635695,0.20937026,0.2016636,0.068730637,-51.937447,-40.936939,-36.441189,-37.682365
3930.0,0.024285784,0.30791995,0.075769611,0.053521402,0.028233897,0.079714477,0.20860204,0.2018176,0.068968199,-51.911503,-40.91618,-36.443287,-37.634472
3940.0,0.024324728,0.30853191,0.075704612,0.053679015,0.028279066,0.079503298,0.20783764,0.20196339,0.06920743,-51.897854,-40.918411,-36.459778,-37.615585
3950.0,0.024367398,0.30914158,0.07564158,0.053834636,0.028329352,0.079304308,0.20707707,0.20210074,0.069448009,-51.882923,-40.919014,-36.475983,-37.597023
3960.0,0.024374615,0.30974883,0.075266212,0.053677954,0.028214384,0.078816384,0.20632042,0.20223008,0.069690026,-51.880402,-40.942802,-36.506584,-37.607533
3970.0,0.024465289,0.31035373,0.075527057,0.054143377,0.028451933,0.078955814,0.20556755,0.20235053,0.069932759,-51.848766,-40.913715,-36.507133,-37.560577
3980.0,0.024524549,0.31095606,0.075519405,0.054340236,0.028544405,0.078842759,0.20481874,0.20246308,0.070176668,-51.828148,-40.905411,-36.520042,-37.53867
3990.0,0.024520859,0.31155571,0.074961267,0.05399147,0.028343685,0.078212105,0.20407411,0.20256813,0.070421778,-51.82943,-40.93882,-36.558773,-37.566963
4000.0,0.024649084,0.31215286,0.075437188,0.054657422,0.028712267,0.078591742,0.20333333,0.20266415,0.070667014,-51.784973,-40.887859,-36.548454,-37.502277
4010.0,0.024671057,0.31274706,0.075032905,0.054451279,0.028602313,0.078129746,0.20259695,0.20275314,0.070913434,-51.777378,-40.906178,-36.579502,-37.517509
4020.0,0.02476084,0.31333852,0.075132847,0.054739125,0.028775463,0.078169033,0.20186467,0.20283382,0.071160063,-51.746403,-40.881954,-36.586517,-37.487782
4030.0,0.024835484,0.31392702,0.07507769,0.054871522,0.028868429,0.078067914,0.20113672,0.20290688,0.071407177,-51.72073,-40.868652,-36.600769,-37.472324
4040.0,0.024912061,0.31451249,0.075011022,0.054987583,0.02895844,0.077966213,0.20041312,0.20297225,0.071654603,-51.694466,-40.854954,-36.615288,-37.458477
4050.0,0.024959138,0.31509483,0.074661776,0.054820571,0.028900594,0.077606052,0.19969402,0.20303029,0.071902357,-51.67836,-40.861404,-36.643101,-37.470322
4060.0,0.02508213,0.31567407,0.074898556,0.055230591,0.02916781,0.077819534,0.19897924,0.20308016,0.072149843,-51.63641,-40.820309,-36.642826,-37.430088
4070.0,0.025136709,0.31624991,0.074532084,0.055040486,0.029111436,0.077465169,0.19826916,0.20312314,0.072397605,-51.617855,-40.82457,-36.671215,-37.444065
4080.0,0.025248822,0.31682247,0.074611522,0.055287257,0.029302061,0.077549405,0.19756354,0.20315818,0.072644979,-51.579865,-40.792816,-36.678017,-37.418797
4090.0,0.025276251,0.31739143,0.073957942,0.054804169,0.029094916,0.076938003,0.1968628,0.20318657,0.072892502,-51.570591,-40.816975,-36.719879,-37.459339
4100.0,0.025424425,0.31795701,0.074235514,0.055243418,0.029409127,0.077238418,0.19616652,0.20320664,0.073139109,-51.520668,-40.765522,-36.716923,-37.416763
4110.0,0.025548043,0.31851891,0.074278101,0.055447593,0.029597808,0.07731992,0.19547507,0.20321961,0.073385373,-51.479221,-40.731621,-36.72517,-37.395538
4120.0,0.025613165,0.31907696,0.073811851,0.055141527,0.029508587,0.076920271,0.19478862,0.20322576,0.073631354,-51.457466,-40.736191,-36.757717,-37.420139
4130.0,0.025755187,0.31963125,0.07391838,0.055402994,0.029745121,0.077088378,0.19410689,0.20322409,0.073876336,-51.410194,-40.693722,-36.76252,-37.393887
4140.0,0.02584194,0.32018155,0.07354179,0.055181101,0.029715985,0.076795831,0.19343029,0.20321564,0.074120812,-51.381435,-40.688129,-36.790592,-37.411015
4150.0,0.026004817,0.32072791,0.073717825,0.055509456,0.030005246,0.077053651,0.19275855,0.20319942,0.074364088,-51.32769,-40.63686,-36.791897,-37.378876
4160.0,0.02609559,0.32127002,0.073290139,0.055230819,0.029958205,0.076733291,0.19209206,0.20317659,0.074606761,-51.297871,-40.632038,-36.822227,-37.401142
4170.0,0.026230173,0.32180795,0.073158421,0.055245727,0.030084901,0.07671354,0.19143063,0.20314628,0.074848205,-51.253838,-40.602058,-36.838135,-37.397179
4180.0,0.026396597,0.32234159,0.07322327,0.055457935,0.030329624,0.076894373,0.19077435,0.20310855,0.075088389,-51.199677,-40.555256,-36.844543,-37.375565
4190.0,0.026514532,0.3228707,0.072866835,0.055245116,0.030340135,0.076674111,0.19012348,0.20306407,0.075327583,-51.161488,-40.540123,-36.871307,-37.392021
4200.0,0.026658138,0.32339531,0.072660856,0.055181086,0.030443035,0.076612875,0.18947789,0.20301224,0.075565375,-51.1152,-40.511444,-36.890694,-37.39521
4210.0,0.026807813,0.32391524,0.072450072,0.055111486,0.03054902,0.076555967,0.18883772,0.20295322,0.075801775,-51.0672,-40.481777,-36.910328,-37.398918
4220.0,0.026970262,0.32443044,0.072283365,0.055084798,0.030687813,0.0765545,0.18820298,0.20288694,0.076036662,-51.015385,-40.446877,-36.927773,-37.3988
4230.0,0.027151803,0.32494077,0.07220266,0.055144183,0.030884733,0.076650158,0.18757376,0.20281334,0.07626994,-50.957825,-40.403404,-36.941017,-37.390972
4240.0,0.027250702,0.32544598,0.071464032,0.054539371,0.03070027,0.076098092,0.18695031,0.20273314,0.07650198,-50.926613,-40.411457,-36.986645,-37.442955
4250.0,0.027509436,0.32594627,0.071836233,0.055054184,0.031178366,0.076667853,0.18633221,0.20264456,0.076731637,-50.845463,-40.328682,-36.977558,-37.394081
4260.0,0.027646342,0.32644117,0.071266606,0.054618377,0.031105818,0.076303586,0.18572012,0.20254956,0.076960079,-50.802807,-40.320099,-37.014992,-37.430836
4270.0,0.027881676,0.32693085,0.071347333,0.054837126,0.031429231,0.076608516,0.18511361,0.20244662,0.077186286,-50.729939,-40.257332,-37.02018,-37.408669
4280.0,0.028046455,0.3274149,0.070861861,0.054486725,0.031417415,0.076343298,0.18451317,0.20233674,0.077410921,-50.679253,-40.239697,-37.053726,-37.437786
4290.0,0.028290624,0.32789347,0.070871182,0.054634117,0.031716235,0.076600589,0.18391851,0.20221898,0.077633254,-50.604656,-40.179375,-37.062569,-37.422009
4300.0,0.02848414,0.32836616,0.070447885,0.054347552,0.03176111,0.076424234,0.18333001,0.20209405,0.077853777,-50.545952,-40.152634,-37.093311,-37.445393
4310.0,0.028737802,0.32883301,0.070393987,0.054431602,0.03203626,0.076636888,0.18274748,0.20196119,0.078071982,-50.469563,-40.095047,-37.105434,-37.43531
4320.0,0.028939582,0.32929373,0.069884151,0.054057527,0.032046039,0.076396607,0.18217129,0.20182107,0.078288265,-50.409237,-40.071564,-37.140789,-37.466702
4330.0,0.029221568,0.32974833,0.069871649,0.054185867,0.032365199,0.076675087,0.18160118,0.20167269,0.078502014,-50.325581,-40.007587,-37.151081,-37.452518
4340.0,0.029441105,0.33019647,0.069324777,0.053776581,0.032370172,0.0764191,0.1810376,0.20151696,0.078713767,-50.260963,-39.983543,-37.188766,-37.487183
4350.0,0.029741991,0.33063814,0.069272175,0.053866796,0.032684892,0.076681644,0.1804803,0.20135275,0.078922875,-50.173122,-39.91951,-37.201366,-37.476376
4360.0,0.030008582,0.33107305,0.068862021,0.053600036,0.032795545,0.076591946,0.17992966,0.20118077,0.079129748,-50.09597,-39.880783,-37.232662,-37.498062
4370.0,0.030314757,0.33150101,0.068651453,0.053534605,0.033034671,0.076716825,0.17938557,0.20100032,0.079334043,-50.008137,-39.825756,-37.253792,-37.501385
4380.0,0.03061297,0.33192188,0.068263836,0.053292926,0.033179842,0.076676615,0.17884828,0.20081168,0.079535887,-49.92337,-39.781723,-37.284374,-37.520828
4390.0,0.030954374,0.33233538,0.068049081,0.053230941,0.03344515,0.076828368,0.1783178,0.20061426,0.079735026,-49.827248,-39.722466,-37.306461,-37.523708
4400.0,0.031275585,0.33274126,0.067595921,0.052927677,0.033570431,0.076743573,0.17779435,0.20040831,0.079931661,-49.737694,-39.680202,-37.341106,-37.548828
4410.0,0.031660695,0.33313936,0.067404583,0.052896854,0.033881195,0.076954156,0.17727794,0.20019312,0.080125406,-49.631428,-39.614426,-37.36272,-37.54871
4420.0,0.0320158,0.33352929,0.06690073,0.052550152,0.034002673,0.07684613,0.17676885,0.19996902,0.080316581,-49.534485,-39.57159,-37.40097,-37.577835
4430.0,0.03244726,0.33391085,0.066695072,0.052515142,0.034340218,0.077079631,0.17626707,0.19973513,0.080504701,-49.418007,-39.501644,-37.424324,-37.577915
4440.0,0.032875091,0.33428365,0.066334851,0.052324153,0.034588072,0.077160753,0.17577288,0.19949162,0.080690049,-49.303894,-39.442554,-37.45607,-37.592491
4450.0,0.033319782,0.33464733,0.065852679,0.052019309,0.03478412,0.077137344,0.17528649,0.19923812,0.080872469,-49.18671,-39.388649,-37.495262,-37.617569
4460.0,0.033795752,0.33500147,0.06539043,0.05173891,0.035006125,0.077148601,0.17480801,0.19897406,0.081051871,-49.062847,-39.331505,-37.533974,-37.640385
4470.0,0.034351587,0.33534575,0.065153092,0.051696625,0.035413139,0.077444747,0.17433761,0.19869892,0.081228018,-48.920193,-39.251221,-37.561466,-37.640694
4480.0,0.034910526,0.33567944,0.064653106,0.051401176,0.03566594,0.07746543,0.17387576,0.19841242,0.081401117,-48.778831,-39.189186,-37.604446,-37.6646
4490.0,0.035486478,0.33600211,0.063995078,0.050948665,0.035843857,0.077350996,0.17342262,0.19811414,0.081571072,-48.635296,-39.134327,-37.656757,-37.703461
4500.0,0.036204074,0.33631307,0.063741751,0.050930198,0.036341611,0.077724308,0.17297843,0.19780265,0.081737369,-48.45937,-39.041752,-37.688797,-37.70076
4510.0,0.036904279,0.33661139,0.063025199,0.05044958,0.036555771,0.07761398,0.17254382,0.19747798,0.081900507,-48.29071,-38.980732,-37.747612,-37.741993
4520.0,0.037768535,0.33689627,0.062665187,0.050358441,0.037084378,0.077970721,0.17211901,0.19713834,0.082059793,-48.086456,-38.882233,-37.788982,-37.74556
4530.0,0.038664144,0.33716634,0.061880741,0.049856652,0.037371896,0.077895507,0.1717049,0.19678307,0.082215585,-47.879162,-38.80946,-37.856537,-37.788277
4540.0,0.039768904,0.33742025,0.061389178,0.049689498,0.037965376,0.078253366,0.17130193,0.19640991,0.082367234,-47.629284,-38.699921,-37.910915,-37.798138
4550.0,0.041014932,0.33765584,0.060532916,0.049196538,0.038416181,0.07829845,0.17091146,0.19601703,0.082514837,-47.354755,-38.602814,-37.99081,-37.838856
4560.0,0.042575736,0.33787036,0.059730411,0.048823863,0.039086722,0.07858263,0.17053476,0.19560084,0.082657784,-47.021111,-38.476597,-38.07407,-37.86681
4570.0,0.044606805,0.33805943,0.058681145,0.048309997,0.039888754,0.078880973,0.17017433,0.19515625,0.082795478,-46.602707,-38.3269,-38.182766,-37.906723
4580.0,0.047553945,0.33821535,0.057210196,0.047562342,0.040991772,0.079301506,0.16983469,0.19467384,0.082926586,-46.024261,-38.126099,-38.336754,-37.966454
4590.0,0.053018846,0.33832127,0.054536011,0.046059307,0.04301494,0.080260612,0.16952719,0.19413178,0.083047025,-45.028984,-37.770462,-38.616123,-38.094398
4600.0,0.073904268,0.33831373,0.044520695,0.038803127,0.051874757,0.087566547,0.16930832,0.19344383,0.083132692,-41.875362,-36.403557,-39.64426,-38.828869
4610.0,0.25174537,0.33744305,0.0016411996,0.0012135942,0.19453563,0.27315634,0.17040129,0.19199648,0.082912527,-25.764105,-25.007963,-52.615601,-53.26675
4620.0,0.25302276,0.33572426,0.0013116078,0.00097807555,0.20141765,0.28261957,0.17315151,0.19012299,0.082509972,-25.654387,-24.335981,-53.540001,-54.122311
4630.0,0.25272903,0.33401638,0.0013387158,0.00099404121,0.20006841,0.28074872,0.17588797,0.18826751,0.082109243,-25.679651,-24.472303,-53.445286,-54.062321
4640.0,0.25242165,0.33232173,0.0013709133,0.0010157319,0.19870444,0.27885747,0.17858632,0.18643141,0.081710748,-25.706068,-24.607491,-53.343513,-53.978298
4650.0,0.25230429,0.33064044,0.0014022511,0.0010376093,0.19730049,0.2769089,0.18124664,0.18461455,0.081314497,-25.716146,-24.743885,-53.249039,-53.894348
4660.0,0.25181186,0.3289718,0.0014391758,0.0010621231,0.19596153,0.27505577,0.18386889,0.18281677,0.08092048,-25.758404,-24.87159,-53.137009,-53.803791
4670.0,0.25149715,0.32731625,0.0014758115,0.0010873706,0.19458801,0.27315304,0.18645331,0.1810379,0.080528699,-25.785379,-25.000246,-53.031342,-53.711498
4680.0,0.25099266,0.32567337,0.0015105659,0.0011064593,0.19323136,0.27127859,0.18899995,0.17927782,0.08013916,-25.828577,-25.124949,-52.920883,-53.648613
4690.0,0.25087854,0.32404357,0.0015546668,0.0011428797,0.19183694,0.26934355,0.19150904,0.17753634,0.079751834,-25.838337,-25.25139,-52.815857,-53.514462
4700.0,0.25062704,0.32242629,0.0015961375,0.0011729873,0.19044918,0.26742175,0.19398063,0.17581335,0.079366744,-25.859842,-25.37499,-52.709263,-53.410534
4710.0,0.25035998,0.32082149,0.0016379993,0.0012024667,0.18905985,0.265499,0.19641495,0.17410868,0.078983888,-25.882662,-25.496748,-52.602245,-53.312218
4720.0,0.25023293,0.31922925,0.0016805073,0.0012338372,0.18764448,0.26353845,0.19881217,0.1724222,0.07860326,-25.893511,-25.618912,-52.49979,-53.208736
4730.0,0.24973056,0.31764901,0.0017234606,0.0012598735,0.18628678,0.26166552,0.20117238,0.17075376,0.078224868,-25.93638,-25.734257,-52.385872,-53.1301
4740.0,0.24939853,0.31608114,0.0017694125,0.0012911306,0.18490857,0.25976181,0.2034959,0.16910325,0.077848695,-25.96468,-25.849823,-52.275028,-53.033909
4750.0,0.24896659,0.31452531,0.0018165788,0.001321218,0.18355004,0.2578887,0.20578288,0.1674705,0.077474751,-26.001459,-25.962175,-52.160023,-52.945366
4760.0,0.24879116,0.31298178,0.0018695579,0.0013621321,0.18216337,0.25597134,0.20803359,0.16585539,0.077103026,-26.016384,-26.075598,-52.049583,-52.820892
4770.0,0.24853148,0.31145015,0.0019211721,0.0013989713,0.18078437,0.25406769,0.21024825,0.16425781,0.07673353,-26.038467,-26.186869,-51.938637,-52.714439
4780.0,0.24835037,0.30993047,0.0019717733,0.001434939,0.17938396,0.25213367,0.21242711,0.16267762,0.076366268,-26.053858,-26.298452,-51.832455,-52.613277
4790.0,0.24787752,0.3084223,0.002023947,0.0014673978,0.17804006,0.25028506,0.21457033,0.16111468,0.076001234,-26.094009,-26.404217,-51.716854,-52.527969
4800.0,0.24751502,0.30692595,0.0020795229,0.0015046365,0.17668833,0.24842449,0.21667826,0.15956889,0.075638428,-26.12476,-26.509521,-51.602261,-52.429794
4810.0,0.24718782,0.30544123,0.0021413921,0.0015489064,0.1753521,0.24658592,0.21875113,0.15804012,0.07527785,-26.152489,-26.612661,-51.483547,-52.313759
4820.0,0.24693181,0.30396816,0.0021995499,0.0015895469,0.17398612,0.24470492,0.22078928,0.15652826,0.074919514,-26.174171,-26.716921,-51.373318,-52.210838
4830.0,0.24676058,0.3025066,0.0022626899,0.0016364113,0.1726222,0.24282624,0.22279295,0.1550332,0.074563399,-26.188665,-26.820108,-51.2617,-52.093246
4840.0,0.24628766,0.30105618,0.0023205383,0.0016710338,0.17129582,0.24100734,0.22476237,0.15355481,0.074209534,-26.228662,-26.919258,-51.148064,-52.014359
4850.0,0.24588415,0.29961711,0.0023856694,0.0017140608,0.16998398,0.23920885,0.22669783,0.15209299,0.073857911,-26.262753,-27.016613,-51.030437,-51.914982
4860.0,0.24557124,0.29818934,0.00246563,0.0017742005,0.16871007,0.23746344,0.22859965,0.15064763,0.073508501,-26.289165,-27.11071,-50.902122,-51.77462
4870.0,0.24537002,0.29677287,0.0025293706,0.0018182335,0.16735208,0.23559725,0.23046826,0.14921866,0.073161364,-26.306141,-27.209805,-50.796646,-51.677349
4880.0,0.24505377,0.29536742,0.0025892074,0.0018549121,0.16599555,0.23373643,0.23230386,0.14780594,0.072816469,-26.332804,-27.307827,-50.693066,-51.60125
4890.0,0.24455652,0.29397279,0.0026644461,0.0019037249,0.16474313,0.23202805,0.2341066,0.14640938,0.072473831,-26.374687,-27.3979,-50.570404,-51.50013
4900.0,0.24416469,0.29258922,0.0027557127,0.0019701235,0.16352484,0.23036857,0.2358769,0.14502884,0.072133422,-26.407656,-27.485266,-50.436562,-51.36161
4910.0,0.24398689,0.29121673,0.0028267854,0.0020201502,0.16218245,0.22852713,0.23761527,0.14366433,0.071795285,-26.422604,-27.58046,-50.333,-51.261295
4920.0,0.24391013,0.28985521,0.0028723567,0.0020441297,0.16071647,0.22650862,0.23932202,0.14231575,0.071459435,-26.429056,-27.683109,-50.257023,-51.219002
4930.0,0.24324478,0.28850386,0.0029858989,0.0021260008,0.15964474,0.22506645,0.24099678,0.14098282,0.071125813,-26.484938,-27.758797,-50.102341,-51.060505
4940.0,0.24289647,0.2871635,0.0030872128,0.0022001313,0.15845494,0.22345144,0.24264051,0.13966565,0.070794471,-26.514158,-27.842094,-49.970482,-50.921574
4950.0,0.24260791,0.2858339,0.0031615957,0.0022476672,0.15714739,0.22166623,0.24425355,0.13836414,0.070465423,-26.538347,-27.932512,-49.867878,-50.8386
