T,EXC2,H,INH1,INH2,INH3,INH4,M2,M3,M4,V1,V2,V3,V4
110.0,0.25265563,0.3326104,0.0012787966,0.0007611679,0.23922807,0.33576512,0.044535186,0.0012778087,0.00022685902,-25.685963,-17.664753,-53.081493,-55.430134
120.0,0.25233087,0.3309249,0.0012846444,0.00075877656,0.23858622,0.33487731,0.048599549,0.0013054698,0.00023337515,-25.713863,-17.903078,-53.047337,-55.454819
130.0,0.25206527,0.32925212,0.0012963183,0.00076549203,0.23792376,0.33395788,0.052631948,0.0013332188,0.00023991805,-25.736664,-18.137136,-53.010555,-55.419884
140.0,0.25178248,0.3275919,0.0013070179,0.00076990132,0.23723361,0.33300105,0.056632087,0.0013610753,0.00024650048,-25.760923,-18.368277,-52.972519,-55.400776
150.0,0.25152364,0.32594419,0.0013204889,0.00077822985,0.23651968,0.33201009,0.060599644,0.001389058,0.00025312119,-25.783112,-18.595741,-52.932404,-55.356865
160.0,0.25125727,0.32430881,0.0013339812,0.00078586006,0.2357782,0.33098143,0.064534314,0.0014171868,0.00025978737,-25.805927,-18.820299,-52.890774,-55.318413
170.0,0.25099358,0.32268569,0.0013483997,0.00079426874,0.23501049,0.32991636,0.068435781,0.0014454825,0.00026650174,-25.828495,-19.041655,-52.847412,-55.275936
180.0,0.25072631,0.32107469,0.0013632351,0.00080258102,0.23421548,0.32881376,0.072303727,0.0014739662,0.0002732689,-25.851357,-19.260038,-52.802414,-55.235058
190.0,0.25046438,0.31947577,0.0013793313,0.00081216113,0.23339437,0.32767487,0.076137833,0.0015026595,0.00028009174,-25.873743,-19.47525,-52.755566,-55.187302
200.0,0.25019559,0.31788877,0.0013956086,0.00082119461,0.23254538,0.32649779,0.079937786,0.0015315855,0.00028697593,-25.8967,-19.687647,-52.707115,-55.144035
210.0,0.24993426,0.31631362,0.0014134193,0.00083187618,0.23167072,0.32528499,0.083703272,0.0015607669,0.00029392409,-25.919004,-19.896868,-52.656708,-55.091862
220.0,0.2496641,0.31475022,0.0014312847,0.00084174215,0.23076798,0.32403389,0.087433979,0.0015902286,0.00030094277,-25.942045,-20.10338,-52.604721,-55.045834
230.0,0.24940561,0.31319848,0.0014511785,0.00085399015,0.22984056,0.32274815,0.091129594,0.0016199948,0.00030803404,-25.964075,-20.306684,-52.550621,-54.986919
240.0,0.24913308,0.31165826,0.0014706958,0.00086465606,0.22888453,0.32142377,0.094789825,0.0016500917,0.00031520595,-25.987288,-20.507463,-52.495064,-54.938679
250.0,0.24887235,0.31012952,0.0014923346,0.00087777432,0.22790451,0.32006577,0.098414369,0.0016805456,0.00032246031,-26.009478,-20.705076,-52.437344,-54.877609
260.0,0.24859764,0.30861217,0.0015136787,0.00088938279,0.2268963,0.31866968,0.10200294,0.0017113842,0.00032980548,-26.032843,-20.900229,-52.37817,-54.826637
270.0,0.24834138,0.30710608,0.0015378948,0.00090456801,0.22586602,0.31724238,0.10555524,0.001742635,0.00033724273,-26.054623,-21.092127,-52.316597,-54.757103
280.0,0.24806254,0.30561116,0.001561049,0.00091694429,0.2248068,0.31577644,0.10907102,0.0017743282,0.00034478283,-26.078304,-21.281818,-52.253845,-54.704784
290.0,0.24779102,0.30412737,0.0015860749,0.00093120045,0.22372462,0.31427869,0.11254998,0.0018064934,0.00035242763,-26.101349,-21.468563,-52.189014,-54.6437
300.0,0.24751727,0.30265459,0.0016121109,0.00094590953,0.22261806,0.31274766,0.11599191,0.0018391615,0.00036018429,-26.124567,-21.65267,-52.122395,-54.581844
310.0,0.24724823,0.30119276,0.001639891,0.00096220017,0.22148904,0.31118572,0.11939652,0.0018723645,0.00036805798,-26.147371,-21.833998,-52.053761,-54.513412
320.0,0.24697502,0.29974177,0.0016685689,0.00097868161,0.22033666,0.30959204,0.1227636,0.0019061357,0.00037605636,-26.170513,-22.012762,-51.983418,-54.445889
330.0,0.24670032,0.29830158,0.0016984758,0.00099583669,0.219162,0.30796805,0.12609293,0.001940509,0.00038418549,-26.193764,-22.188946,-51.911278,-54.376842
340.0,0.24642684,0.29687208,0.0017299324,0.0010141273,0.21796632,0.30631542,0.12938431,0.0019755193,0.00039245177,-26.216896,-22.362514,-51.837261,-54.304115
350.0,0.24615075,0.29545319,0.0017626012,0.0010329769,0.21674967,0.30463442,0.13263752,0.002011203,0.00040086274,-26.240232,-22.533581,-51.761513,-54.230743
360.0,0.24587251,0.29404485,0.0017965906,0.0010525113,0.2155129,0.30292624,0.13585241,0.0020475972,0.00040942547,-26.263735,-22.702162,-51.68404,-54.156212
370.0,0.24559447,0.29264697,0.0018321923,0.0010731372,0.21425728,0.30119261,0.1390288,0.00208474,0.00041814707,-26.287207,-22.868246,-51.604763,-54.078739
380.0,0.24531436,0.2912595,0.0018692311,0.0010945351,0.21298327,0.29943421,0.14216657,0.0021226713,0.00042703553,-26.310835,-23.031902,-51.523796,-54.000004
390.0,0.24503163,0.28988236,0.0019077134,0.001116668,0.21169156,0.29765221,0.14526555,0.0021614318,0.00043609878,-26.334671,-23.193178,-51.441181,-53.9203
400.0,0.24474837,0.28851548,0.0019479146,0.0011399093,0.2103835,0.29584834,0.14832564,0.0022010629,0.00044534469,-26.358534,-23.35206,-51.356853,-53.838097
410.0,0.24446328,0.28715879,0.0019897628,0.0011640982,0.20905977,0.29402363,0.15134674,0.002241608,0.00045478181,-26.382534,-23.508608,-51.270897,-53.754295
420.0,0.24417512,0.2858122,0.0020331929,0.0011890869,0.20772101,0.29217911,0.15432876,0.0022831117,0.00046441896,-26.406776,-23.662872,-51.183388,-53.669678
430.0,0.24388576,0.28447571,0.0020784664,0.0012152179,0.20636854,0.29031655,0.15727165,0.0023256191,0.00047426479,-26.431105,-23.814856,-51.094273,-53.582947
440.0,0.24359474,0.28314921,0.0021256027,0.0012424679,0.20500322,0.28843722,0.16017535,0.0023691775,0.00048432848,-26.455557,-23.964594,-51.003605,-53.494392
450.0,0.24330021,0.28183264,0.0021744794,0.0012706014,0.2036256,0.28654203,0.16303983,0.0024138354,0.00049461983,-26.480284,-24.112156,-50.911495,-53.405125
460.0,0.2430037,0.28052592,0.0022253259,0.0012999055,0.20223697,0.28463271,0.16586506,0.002459642,0.0005051482,-26.505165,-24.257549,-50.817909,-53.314156
470.0,0.24270564,0.27922907,0.0022782644,0.001330504,0.20083834,0.28271073,0.16865106,0.0025066487,0.00051592366,-26.530157,-24.400795,-50.722851,-53.221207
480.0,0.24240381,0.27794194,0.0023331319,0.0013621029,0.1994302,0.28077686,0.17139784,0.0025549082,0.00052695681,-26.555449,-24.541967,-50.626461,-53.127552
490.0,0.24209894,0.27666456,0.0023900904,0.0013948828,0.1980136,0.27883261,0.17410541,0.0026044745,0.00053825806,-26.580976,-24.681087,-50.52874,-53.032677
500.0,0.24179259,0.27539679,0.0024493765,0.0014291274,0.19658981,0.27687976,0.17677383,0.0026554028,0.00054983806,-26.606613,-24.818165,-50.429642,-52.935753
510.0,0.24148241,0.27413866,0.002510828,0.001464544,0.19515924,0.27491897,0.17940319,0.0027077508,0.00056170853,-26.632551,-24.95327,-50.329315,-52.837994
520.0,0.24116798,0.27289006,0.0025744853,0.0015011337,0.19372262,0.27295133,0.18199353,0.0027615768,0.00057388085,-26.658827,-25.086449,-50.227814,-52.739532
530.0,0.24085175,0.27165097,0.0026406965,0.0015393277,0.19228137,0.27097881,0.18454497,0.0028169414,0.00058636657,-26.685236,-25.217693,-50.12505,-52.639118
540.0,0.24057209,0.27042136,0.0027136386,0.0015848387,0.19084533,0.26901415,0.18705757,0.0028739038,0.00059917313,-26.708576,-25.346384,-50.019142,-52.519127
550.0,0.24019477,0.2692011,0.00277902,0.0016178592,0.18938422,0.2670188,0.18953153,0.0029325378,0.00061233097,-26.740046,-25.474808,-49.916851,-52.44146
560.0,0.23987256,0.26799026,0.0028534667,0.0016612655,0.18793352,0.2650381,0.19196692,0.0029928968,0.00062583125,-26.766897,-25.600506,-49.810448,-52.335102
570.0,0.23953769,0.26678872,0.0029295818,0.0017048313,0.1864792,0.26305446,0.19436389,0.0030550545,0.00063969748,-26.794788,-25.72456,-49.70351,-52.231869
580.0,0.23922072,0.26559651,0.0030109389,0.0017532947,0.18502888,0.26107776,0.1967226,0.0031190773,0.00065393886,-26.821167,-25.846535,-49.594418,-52.118279
590.0,0.2388583,0.26441348,0.0030905243,0.0017971928,0.18356843,0.25908989,0.19904324,0.0031850422,0.00066857826,-26.851309,-25.967476,-49.486546,-52.021156
600.0,0.23852649,0.26323971,0.0031770999,0.001848142,0.18211609,0.25711456,0.20132595,0.0032530155,0.00068361912,-26.878885,-26.086237,-49.375832,-51.908348
610.0,0.23816144,0.2620751,0.0032634137,0.0018965,0.18065757,0.25513327,0.20357095,0.0033230791,0.00069908542,-26.909204,-26.203848,-49.265797,-51.806168
620.0,0.23786247,0.26091966,0.0033611818,0.0019573949,0.17921747,0.25317863,0.20577839,0.0033953008,0.00071497849,-26.934019,-26.318764,-49.15094,-51.675835
630.0,0.23742998,0.25977325,0.0034470831,0.0020007251,0.17774767,0.25118691,0.20794855,0.0034697813,0.00073134195,-26.969889,-26.434204,-49.042439,-51.593258
640.0,0.23709881,0.258636,0.0035491316,0.0020623186,0.1763059,0.24923493,0.21008156,0.0035465772,0.00074815791,-26.997335,-26.546492,-48.927025,-51.469559
650.0,0.23668894,0.25750777,0.0036455824,0.002114479,0.17484893,0.24726515,0.21217769,0.0036257955,0.00076546962,-27.031279,-26.658463,-48.81514,-51.37215
660.0,0.23642798,0.25638866,0.0037651185,0.0021929063,0.17343371,0.24535432,0.21423711,0.0037074939,0.00078326062,-27.052877,-26.766605,-48.693241,-51.219044
670.0,0.23592113,0.25527841,0.0038580203,0.0022360049,0.17196046,0.2433676,0.21626015,0.003791814,0.00080160529,-27.094797,-26.877226,-48.584961,-51.148746
680.0,0.23555741,0.25417721,0.0039737378,0.0023045992,0.17052972,0.24144144,0.21824692,0.0038787993,0.00082046603,-27.124855,-26.984097,-48.466923,-51.026184
690.0,0.2351266,0.25308499,0.0040853331,0.0023657973,0.16908665,0.2395011,0.22019772,0.0039685746,0.00083989231,-27.160431,-27.090694,-48.352055,-50.923214
700.0,0.23478255,0.25200176,0.0042140344,0.0024447537,0.16767257,0.23760375,0.22211276,0.0040612146,0.00085987872,-27.188822,-27.194559,-48.230328,-50.788242
710.0,0.23430297,0.25092739,0.0043292101,0.0025051751,0.16622756,0.23566651,0.22399233,0.0041568582,0.00088047911,-27.228369,-27.299368,-48.116219,-50.69418
720.0,0.23404512,0.2498621,0.004481541,0.0026059041,0.16485412,0.2338326,0.22583656,0.0042555546,0.00090166106,-27.249617,-27.398973,-47.98608,-50.527733
730.0,0.23347086,0.24880552,0.0045937072,0.0026580784,0.16339366,0.23187934,0.22764587,0.0043575065,0.00092352607,-27.296906,-27.503006,-47.876259,-50.45591
740.0,0.23299688,0.24775794,0.0047263224,0.0027309097,0.16196875,0.22997938,0.22942038,0.0044627539,0.00094603194,-27.335899,-27.604122,-47.75824,-50.349457
750.0,0.23259524,0.24671933,0.0048764087,0.0028206296,0.16057433,0.228126,0.23116028,0.004571422,0.00096920563,-27.368917,-27.702692,-47.63382,-50.217609
760.0,0.23207985,0.24568956,0.0050149956,0.00289486,0.15915078,0.22623444,0.23286594,0.0046836715,0.00099309988,-27.411257,-27.802298,-47.516254,-50.116371
770.0,0.23173822,0.24466884,0.0051895236,0.0030052762,0.15779395,0.2244426,0.23453742,0.0047995709,0.0010176925,-27.439301,-27.897327,-47.384117,-49.960384
780.0,0.23111832,0.24365687,0.0053242492,0.003070113,0.15634811,0.22252566,0.23617519,0.0049193557,0.0010430817,-27.490149,-27.997004,-47.27169,-49.881413
790.0,0.23065007,0.24265397,0.005492656,0.0031679743,0.1549637,0.22070166,0.23777924,0.0050430712,0.0010692236,-27.528524,-28.092503,-47.145916,-49.754623
800.0,0.23016517,0.24166001,0.0056664473,0.0032684444,0.15358198,0.2188857,0.23934987,0.0051709046,0.0010961735,-27.568233,-28.187326,-47.019714,-49.628712
810.0,0.22960521,0.240675,0.0058350642,0.0033606011,0.15217894,0.21704265,0.24088733,0.0053030262,0.0011239687,-27.614054,-28.282923,-46.897709,-49.519142
820.0,0.22906718,0.23969904,0.0060172053,0.0034635132,0.15079223,0.21522821,0.24239178,0.005439573,0.0011526212,-27.658043,-28.377129,-46.77179,-49.398499
830.0,0.2285182,0.23873211,0.0062070428,0.0035710125,0.14940949,0.21342441,0.24386339,0.0055807293,0.0011821688,-27.70289,-28.470697,-46.64465,-49.276081
840.0,0.22794679,0.23777428,0.0064028944,0.003681191,0.14802572,0.21162423,0.24530235,0.0057266825,0.0012126458,-27.749533,-28.563957,-46.517067,-49.154652
850.0,0.22738092,0.2368256,0.0066116313,0.0038005703,0.14665341,0.20984681,0.2467088,0.0058776187,0.0012440812,-27.795687,-28.656225,-46.386318,-49.026184
860.0,0.22671366,0.23588607,0.0068096002,0.0039061517,0.14524205,0.20801628,0.24808295,0.0060337842,0.0012765318,-27.85006,-28.750454,-46.262138,-48.91909
870.0,0.22611736,0.23495583,0.0070381067,0.0040373858,0.14387199,0.20625497,0.24942486,0.0061953296,0.0013099989,-27.898611,-28.842064,-46.127892,-48.785664
880.0,0.22542445,0.23403488,0.0072572287,0.0041558933,0.14246303,0.20444141,0.25073469,0.0063625695,0.0013445599,-27.954981,-28.935678,-45.999615,-48.67173
890.0,0.22480378,0.23312342,0.0075112702,0.0043031452,0.14110053,0.20270661,0.2520124,0.0065356879,0.0013802219,-28.00543,-29.026457,-45.860241,-48.530441
900.0,0.22404723,0.23222139,0.0077469163,0.0044289543,0.13967447,0.20088302,0.25325823,0.0067150588,0.0014170766,-28.06687,-29.120728,-45.73019,-48.417477
910.0,0.2233182,0.23132904,0.0080098407,0.0045754174,0.13827156,0.19910467,0.25447205,0.0069009089,0.0014551365,-28.12602,-29.213589,-45.592361,-48.287415
920.0,0.22256985,0.23044647,0.0082894815,0.0047321687,0.13686758,0.19733553,0.25565386,0.0070936023,0.0014944678,-28.186687,-29.306459,-45.451012,-48.152306
930.0,0.22177786,0.22957382,0.0085812723,0.0048943898,0.13544835,0.19555511,0.25680363,0.0072935256,0.0015351364,-28.250837,-29.400196,-45.307919,-48.017498
940.0,0.2208813,0.22871122,0.0088688452,0.0050472654,0.13397327,0.19370176,0.25792128,0.0075011156,0.0015772176,-28.323385,-29.497183,-45.168793,-47.896778
950.0,0.22000487,0.22785898,0.0091952262,0.0052281055,0.13252108,0.1919004,0.25900653,0.0077167777,0.0016207555,-28.394241,-29.592989,-45.019066,-47.755905
960.0,0.21905655,0.2270173,0.0095353387,0.0054137446,0.1310336,0.1900627,0.26005915,0.0079411045,0.0016658551,-28.470839,-29.69099,-44.867508,-47.617062
970.0,0.21802714,0.22618648,0.0098915426,0.0056052865,0.12950288,0.18817943,0.26107877,0.0081747128,0.0017126087,-28.553904,-29.791735,-44.713421,-47.479465
980.0,0.21694373,0.22536689,0.010281546,0.0058166301,0.12794791,0.18628494,0.2620649,0.0084183086,0.0017611155,-28.641245,-29.894253,-44.551495,-47.332321
990.0,0.21576968,0.22455898,0.010702797,0.0060435953,0.12634362,0.1843456,0.26301685,0.0086727832,0.0018115095,-28.735802,-30.000101,-44.382885,-47.18034
1000.0,0.21447191,0.22376329,0.011157149,0.0062852944,0.12466601,0.18233134,0.26393375,0.0089392075,0.0018639467,-28.840221,-30.11083,-44.207298,-47.025322
1010.0,0.21304101,0.22298054,0.011662843,0.0065535698,0.12291017,0.18024622,0.26481432,0.0092189088,0.0019186107,-28.955236,-30.226976,-44.019848,-46.860035
1020.0,0.21142446,0.22221167,0.01223179,0.0068530566,0.12103996,0.17805041,0.26565689,0.0095136371,0.0019757454,-29.085047,-30.350969,-43.817722,-46.683651
1030.0,0.20954664,0.22145797,0.012886197,0.0071938294,0.11900394,0.17569029,0.26645905,0.0098257698,0.0020356742,-29.235687,-30.48633,-43.595512,-46.492661
1040.0,0.20728524,0.22072135,0.013669547,0.007597215,0.11672202,0.17308787,0.26721716,0.010158742,0.0020988525,-29.416924,-30.638643,-43.342705,-46.278534
1050.0,0.20439295,0.22000478,0.014664943,0.0081027588,0.11403536,0.17008741,0.26792541,0.010517982,0.002165983,-29.648508,-30.818949,-43.039879,-46.026569
1060.0,0.20030512,0.21931367,0.016079899,0.008811689,0.11060275,0.16637477,0.26857331,0.010913239,0.0022382834,-29.97559,-31.051361,-42.640846,-45.699295
1070.0,0.19308959,0.21865983,0.018478369,0.0099632908,0.10527504,0.1608278,0.26913831,0.011366464,0.002318403,-30.553053,-31.416126,-42.028694,-45.226944
1080.0,0.17254706,0.21808186,0.02519043,0.012929727,0.092910402,0.14916962,0.26955143,0.011952845,0.0024144717,-32.210186,-32.290825,-40.626205,-44.251892
1090.0,0.039707426,0.21787441,0.10031191,0.026098112,0.039041407,0.16063064,0.26942813,0.013540415,0.0025574092,-47.643024,-37.119522,-33.114304,-43.957043
1100.0,0.0055888044,0.21960855,0.23070583,0.039356228,0.015034582,0.28913796,0.26846847,0.021337844,0.0025826036,-64.053032,-41.077995,-25.231663,-53.418087
1110.0,0.0054002563,0.22209367,0.23256402,0.039618544,0.014345728,0.29039732,0.26738223,0.031202503,0.002581724,-64.331406,-41.276508,-25.089392,-53.633739
1120.0,0.0056529189,0.22453372,0.22169967,0.037928443,0.015317183,0.27894008,0.26630911,0.040671434,0.0025817759,-63.960476,-41.003819,-25.879526,-53.105968
1130.0,0.0060025873,0.22687553,0.20892857,0.035977963,0.016585564,0.26560628,0.26526091,0.04952522,0.0025839389,-63.473228,-40.672451,-26.724571,-52.435043
1140.0,0.0064466544,0.22910392,0.19513974,0.033923425,0.018072721,0.25131416,0.26424146,0.057710886,0.0025890225,-62.893242,-40.314777,-27.56741,-51.667397
1150.0,0.0070051816,0.23120657,0.180638,0.031831309,0.019756852,0.23637028,0.26325402,0.065196246,0.0025980941,-62.217171,-39.943829,-28.403204,-50.828697
1160.0,0.0077031087,0.23317304,0.16597822,0.029835993,0.021612465,0.22133692,0.26230121,0.071965821,0.0026125747,-61.443161,-39.572155,-29.218546,-49.899502
1170.0,0.0085461801,0.23499714,0.15188052,0.028073749,0.02352263,0.20687135,0.26138425,0.078030691,0.0026342908,-60.595066,-39.22514,-29.992685,-48.934978
1180.0,0.009505284,0.23668036,0.13926253,0.026696324,0.025317838,0.19380823,0.26050162,0.083438113,0.002665227,-59.724533,-38.930073,-30.691805,-47.992214
1190.0,0.010506992,0.23823407,0.1288628,0.025787786,0.026834654,0.18282641,0.25964889,0.088272199,0.0027070285,-58.902439,-38.705437,-31.283417,-47.132217
1200.0,0.011469381,0.23967759,0.12089459,0.025336273,0.028026132,0.17416486,0.25881946,0.09263695,0.0027604792,-58.18153,-38.548,-31.75462,-46.380577
1210.0,0.012326724,0.24103209,0.11472405,0.025126683,0.028845567,0.16714776,0.25800711,0.096631072,0.0028255612,-57.587147,-38.453827,-32.132828,-45.783764
1220.0,0.013077122,0.2423158,0.10986798,0.025073687,0.029393781,0.16135815,0.25720689,0.10033089,0.0029017569,-57.098888,-38.402618,-32.441212,-45.299568
1230.0,0.013773102,0.24354246,0.10642384,0.025354255,0.029945128,0.15710434,0.25641513,0.10378977,0.002988375,-56.669659,-38.356468,-32.676186,-44.812504
1240.0,0.014349001,0.24472174,0.10305667,0.025424365,0.030125175,0.15268378,0.25562978,0.10704903,0.003085199,-56.330021,-38.359623,-32.902466,-44.485825
1250.0,0.014886357,0.24586134,0.1005133,0.025703408,0.030335406,0.1491821,0.25484875,0.11013548,0.0031915894,-56.024746,-38.361542,-33.085167,-44.149555
1260.0,0.015374741,0.24696696,0.098422833,0.02605686,0.030498486,0.14614408,0.25407085,0.1130718,0.0033072724,-55.756348,-38.371117,-33.242565,-43.83847
1270.0,0.015813544,0.24804318,0.096610442,0.026426973,0.030591032,0.14336672,0.25329503,0.11587556,0.0034319898,-55.522091,-38.390751,-33.383526,-43.56044
1280.0,0.016205857,0.24909365,0.094977044,0.026786618,0.030608334,0.14074036,0.25252059,0.11856081,0.0035655035,-55.317867,-38.420788,-33.513348,-43.314587
1290.0,0.016569631,0.2501215,0.093657337,0.027224796,0.030634856,0.13846193,0.25174683,0.12113872,0.0037075609,-55.13269,-38.450844,-33.625584,-43.072651
1300.0,0.016905008,0.2511293,0.092554331,0.027709361,0.030653875,0.13641371,0.25097322,0.12361906,0.0038579905,-54.965385,-38.482876,-33.725338,-42.840073
1310.0,0.017197736,0.25211915,0.091444887,0.028122719,0.030581448,0.13431264,0.2501995,0.12601031,0.0040166955,-54.821926,-38.526791,-33.823666,-42.641983
1320.0,0.017468877,0.253093,0.090533815,0.028589575,0.030520609,0.13243513,0.24942519,0.12831901,0.0041834777,-54.691113,-38.570217,-33.910625,-42.446186
1330.0,0.017718542,0.2540524,0.089753762,0.029085571,0.030455723,0.13069621,0.24865007,0.13055126,0.0043582218,-54.572365,-38.615108,-33.989883,-42.256615
1340.0,0.017943256,0.25499883,0.089043081,0.029577214,0.030366773,0.12902328,0.24787395,0.13271242,0.0045408425,-54.466839,-38.663704,-34.064445,-42.079418
1350.0,0.018148381,0.25593349,0.088427737,0.030086815,0.030272542,0.12745176,0.24709658,0.13480704,0.0047312374,-54.371605,-38.713814,-34.133183,-41.908497
1360.0,0.018334433,0.25685751,0.087883405,0.030605154,0.030168889,0.12595354,0.24631788,0.13683921,0.0049293297,-54.28611,-38.765923,-34.197418,-41.744747
1370.0,0.018503169,0.25777185,0.087406851,0.031134387,0.030059423,0.12452672,0.24553767,0.13881259,0.0051350505,-54.209286,-38.819592,-34.257397,-41.586914
1380.0,0.018655669,0.25867739,0.086987577,0.031672046,0.029943965,0.12315968,0.24475586,0.1407304,0.0053483397,-54.140423,-38.874866,-34.313736,-41.434746
1390.0,0.018793622,0.25957498,0.086626641,0.032222036,0.029826818,0.12185525,0.24397238,0.14259559,0.0055691455,-54.078587,-38.931225,-34.366447,-41.286945
1400.0,0.018918125,0.26046526,0.086316459,0.032783348,0.029708209,0.12060461,0.24318714,0.14441079,0.0057974248,-54.023151,-38.988667,-34.416016,-41.143177
1410.0,0.019031927,0.26134896,0.086077332,0.033371422,0.029600285,0.11943424,0.24240011,0.14617838,0.0060331365,-53.972782,-39.045662,-34.461475,-41.0005
1420.0,0.019136244,0.26222661,0.085895307,0.033983767,0.029500948,0.11832511,0.24161123,0.14790052,0.0062762466,-53.926861,-39.102585,-34.50375,-40.858963
1430.0,0.019246813,0.26309881,0.085942797,0.034741718,0.029494438,0.11748716,0.24082041,0.14957902,0.0065266779,-53.878448,-39.148891,-34.534538,-40.699146
1440.0,0.019311769,0.26396596,0.085650273,0.035240907,0.029303249,0.11623222,0.24002782,0.15121646,0.0067846319,-53.850128,-39.219025,-34.580902,-40.585812
1450.0,0.019355645,0.26482853,0.085271209,0.035660222,0.029054914,0.11487348,0.23923334,0.15281415,0.0070499941,-53.831051,-39.297363,-34.630856,-40.48827
1460.0,0.019419374,0.26568705,0.085229225,0.036312144,0.028960133,0.11391497,0.23843683,0.15437306,0.0073225945,-53.803413,-39.357422,-34.664509,-40.358295
1470.0,0.01945851,0.26654181,0.085041046,0.036845598,0.02877894,0.11277587,0.23763847,0.15589522,0.0076026293,-53.786484,-39.429703,-34.704727,-40.249706
1480.0,0.019509729,0.26739326,0.085086398,0.037545029,0.028705705,0.11191057,0.2368381,0.1573815,0.0078899385,-53.764378,-39.489151,-34.733765,-40.120041
1490.0,0.019584281,0.26824173,0.085482828,0.038507648,0.02879517,0.11144134,0.2360357,0.15883294,0.0081844972,-53.7323,-39.529022,-34.746391,-39.957176
1500.0,0.019552885,0.26908731,0.084866926,0.038678262,0.028372753,0.10980923,0.2352317,0.16025251,0.0084868958,-53.745796,-39.635365,-34.805298,-39.908634
1510.0,0.019580847,0.26993057,0.084960788,0.03939293,0.028296104,0.10898732,0.23442559,0.16163892,0.0087964144,-53.733776,-39.698643,-34.831417,-39.786674
1520.0,0.019621726,0.27077174,0.085279822,0.040280662,0.028323067,0.10841338,0.23361751,0.1629938,0.0091132978,-53.716228,-39.749588,-34.847092,-39.645046
1530.0,0.019598914,0.27161092,0.085003264,0.040691648,0.028049517,0.10716888,0.23280774,0.16431919,0.0094379243,-53.726017,-39.840927,-34.889851,-39.569218
1540.0,0.019602761,0.27244848,0.085088082,0.041385096,0.027949506,0.10632695,0.23199598,0.16561462,0.0097699203,-53.724365,-39.910854,-34.916016,-39.458691
1550.0,0.019595526,0.27328461,0.085130714,0.042041082,0.027821759,0.10543285,0.23118243,0.16688141,0.010109508,-53.72747,-39.98595,-34.944023,-39.355423
1560.0,0.019605961,0.27411962,0.08542677,0.042903159,0.027816266,0.10481238,0.23036695,0.16811997,0.010456597,-53.722992,-40.045982,-34.960648,-39.229103
1570.0,0.019551605,0.27495348,0.085098192,0.043247741,0.027499175,0.10351431,0.22954985,0.16933207,0.01081164,-53.746346,-40.149258,-35.00528,-39.168209
1580.0,0.019541569,0.27578664,0.085313573,0.044038229,0.027445205,0.1028004,0.22873081,0.17051688,0.011174178,-53.750664,-40.218624,-35.02544,-39.05518
1590.0,0.019540185,0.27661917,0.085666373,0.044951394,0.027458072,0.10222277,0.22790997,0.1716755,0.011544433,-53.751259,-40.280464,-35.039894,-38.930252
1600.0,0.019478682,0.27745119,0.085447766,0.045375384,0.02718561,0.10104346,0.22708753,0.17280944,0.011922849,-53.777771,-40.382832,-35.07946,-38.864212
1610.0,0.019464718,0.27828303,0.085784256,0.0462768,0.027185086,0.1004387,0.22626323,0.17391774,0.012308943,-53.783802,-40.449558,-35.094849,-38.745193
1620.0,0.019419489,0.27911469,0.085849494,0.046943825,0.027046822,0.099547669,0.22543728,0.17500196,0.01270323,-53.803364,-40.537193,-35.122154,-38.654724
