Time,x,y,k,alpha,n,a,k1,beta,fy,gamma,cytoplasm,ER,extracellular,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004
0.1,1.1766729185198903,0.8321198014239615,0.01,5.0,4.0,3.0,2.0,1.0,0.005884307199284231,1.0,1.0,1.0,1.0,1.0,-1.652472873662724,0.8321198014239615,0.034619524628246884
0.11,1.1927164717411916,0.8178268428633612,0.01,5.0,4.0,3.0,2.0,1.0,0.005492480152542066,1.0,1.0,1.0,1.0,1.0,-1.6237265210093104,0.8178268428633612,0.03275485774324247
0.12,1.2084947564047825,0.8039400275312495,0.01,5.0,4.0,3.0,2.0,1.0,0.005130688229965166,1.0,1.0,1.0,1.0,1.0,-1.595795107498451,0.8039400275312495,0.031002049113303193
0.13,1.2240147085694344,0.7904484250258179,0.01,5.0,4.0,3.0,2.0,1.0,0.0047964624190559415,1.0,1.0,1.0,1.0,1.0,-1.5686567029659415,0.7904484250258179,0.02935470275012501
0.14,1.239283096051606,0.7773413924692605,0.01,5.0,4.0,3.0,2.0,1.0,0.004487545393949358,1.0,1.0,1.0,1.0,1.0,-1.5422899539780048,0.7773413924692605,0.02780669574742842
0.15,1.2543065876699615,0.7646084491014209,0.01,5.0,4.0,3.0,2.0,1.0,0.0042018704504209956,1.0,1.0,1.0,1.0,1.0,-1.5166738323261422,0.7646084491014209,0.026352168932494015
0.16,1.2690917009286713,0.7522393710287576,0.01,5.0,4.0,3.0,2.0,1.0,0.003937547359236366,1.0,1.0,1.0,1.0,1.0,-1.4917878250482284,0.7522393710287576,0.02498554337810239
0.17,1.2836447758192475,0.7402242386709378,0.01,5.0,4.0,3.0,2.0,1.0,0.0036928480405304925,1.0,1.0,1.0,1.0,1.0,-1.4676120295836832,0.7402242386709378,0.02370152547560656
0.18,1.2979719966427108,0.7285533972371059,0.01,5.0,4.0,3.0,2.0,1.0,0.003466191627069347,1.0,1.0,1.0,1.0,1.0,-1.4441270745077845,0.7285533972371059,0.022495098334667233
0.19,1.3120794298106624,0.7172173788177738,0.01,5.0,4.0,3.0,2.0,1.0,0.003256130271625661,1.0,1.0,1.0,1.0,1.0,-1.421313963337441,0.7172173788177738,0.021361507750919172
0.2,1.3259730168419963,0.7062069168186106,0.01,5.0,4.0,3.0,2.0,1.0,0.0030613380337644047,1.0,1.0,1.0,1.0,1.0,-1.3991541034688013,0.7062069168186106,0.020296258141018663
0.21,1.3396585317243839,0.6955130338385463,0.01,5.0,4.0,3.0,2.0,1.0,0.002880601871036208,1.0,1.0,1.0,1.0,1.0,-1.377629482359849,0.6955130338385463,0.019295114365174396
0.22,1.3531416027138663,0.6851269967407505,0.01,5.0,4.0,3.0,2.0,1.0,0.0027128110419065298,1.0,1.0,1.0,1.0,1.0,-1.3567225774543623,0.6851269967407505,0.018354087405526374
0.23,1.3664277269688745,0.6750402858496076,0.01,5.0,4.0,3.0,2.0,1.0,0.0025569477790397125,1.0,1.0,1.0,1.0,1.0,-1.3364162944295266,0.6750402858496076,0.01746942170845673
0.24,1.3795223262620435,0.6652444776834077,0.01,5.0,4.0,3.0,2.0,1.0,0.002412077602530258,1.0,1.0,1.0,1.0,1.0,-1.316693732104195,0.6652444776834077,0.016637574526835574
0.25,1.3924306228663836,0.6557315062004608,0.01,5.0,4.0,3.0,2.0,1.0,0.0022773459971747187,1.0,1.0,1.0,1.0,1.0,-1.2975387061722579,0.6557315062004608,0.015855231526641294
0.26,1.405157723906143,0.6464934852497064,0.01,5.0,4.0,3.0,2.0,1.0,0.0021519689321628384,1.0,1.0,1.0,1.0,1.0,-1.2789353932603513,0.6464934852497064,0.015119278833173336
0.27,1.417708610421501,0.6375227329728087,0.01,5.0,4.0,3.0,2.0,1.0,0.0020352271843314144,1.0,1.0,1.0,1.0,1.0,-1.2608683798414024,0.6375227329728087,0.01442679551695277
0.28,1.430088175763112,0.6288116946764645,0.01,5.0,4.0,3.0,2.0,1.0,0.0019264598575783353,1.0,1.0,1.0,1.0,1.0,-1.2433225075952978,0.6288116946764645,0.01377503731702533
0.29,1.442301162529644,0.6203530689420649,0.01,5.0,4.0,3.0,2.0,1.0,0.0018250609940916038,1.0,1.0,1.0,1.0,1.0,-1.2262831262588334,0.6203530689420649,0.013161437967329138
0.3,1.4543521879303845,0.6121397566034047,0.01,5.0,4.0,3.0,2.0,1.0,0.0017304742480331212,1.0,1.0,1.0,1.0,1.0,-1.2097359913275056,0.6121397566034047,0.012583595043920785
0.31,1.4662457499253847,0.6041648482305847,0.01,5.0,4.0,3.0,2.0,1.0,0.0016421885319184133,1.0,1.0,1.0,1.0,1.0,-1.1936672389619156,0.6041648482305847,0.012039259777507904
0.32,1.477986230377919,0.5964216175987972,0.01,5.0,4.0,3.0,2.0,1.0,0.0015597341230444634,1.0,1.0,1.0,1.0,1.0,-1.1780633728938152,0.5964216175987972,0.011526327784551479
0.33,1.4895779007408452,0.5889035145211536,0.01,5.0,4.0,3.0,2.0,1.0,0.0014826791096054235,1.0,1.0,1.0,1.0,1.0,-1.1629112500348988,0.5889035145211536,0.01104283017779176
0.34,1.5010249314634316,0.5816041567477443,0.01,5.0,4.0,3.0,2.0,1.0,0.0014106261438965092,1.0,1.0,1.0,1.0,1.0,-1.1481980641808545,0.5816041567477443,0.010586925054813913
0.35,1.5123313835868881,0.5745173263349936,0.01,5.0,4.0,3.0,2.0,1.0,0.0013432095265747952,1.0,1.0,1.0,1.0,1.0,-1.1339113388341184,0.5745173263349936,0.010156889608859746
0.36,1.5235012161201393,0.5676369620544764,0.01,5.0,4.0,3.0,2.0,1.0,0.0012800925091725427,1.0,1.0,1.0,1.0,1.0,-1.1200389119477514,0.5676369620544764,0.009751112472353248
0.37,1.5345382898640598,0.5609571526931016,0.01,5.0,4.0,3.0,2.0,1.0,0.0012209648432803828,1.0,1.0,1.0,1.0,1.0,-1.1065689224875628,0.5609571526931016,0.009368086512958092
0.38,1.545446370746435,0.5544721304760957,0.01,5.0,4.0,3.0,2.0,1.0,0.0011655405462671234,1.0,1.0,1.0,1.0,1.0,-1.093489797244727,0.5544721304760957,0.009006402035931716
0.39,1.5562291174984104,0.5481763010185897,0.01,5.0,4.0,3.0,2.0,1.0,0.001113556159256106,1.0,1.0,1.0,1.0,1.0,-1.0807903108621952,0.5481763010185897,0.008664742595020248
0.4,1.5668900492447446,0.5420643201348285,0.01,5.0,4.0,3.0,2.0,1.0,0.0010647694922741445,1.0,1.0,1.0,1.0,1.0,-1.0684597397772095,0.5420643201348285,0.00834188361091868
0.41,1.5774326168426627,0.5361309286198362,0.01,5.0,4.0,3.0,2.0,1.0,0.0010189565734865986,1.0,1.0,1.0,1.0,1.0,-1.0564875310712458,0.5361309286198362,0.00803667667081999
0.42,1.5878601807661863,0.530371005044324,0.01,5.0,4.0,3.0,2.0,1.0,0.0009759106010538739,1.0,1.0,1.0,1.0,1.0,-1.0448634082809862,0.530371005044324,0.007748047917005208
0.43,1.5981760107104042,0.5247795678807308,0.01,5.0,4.0,3.0,2.0,1.0,0.0009354405771927821,1.0,1.0,1.0,1.0,1.0,-1.0335773756543576,0.5247795678807308,0.007474993449572993
0.44,1.6083832878480102,0.5193517714419862,0.01,5.0,4.0,3.0,2.0,1.0,0.000897370012206342,1.0,1.0,1.0,1.0,1.0,-1.0226197100054923,0.5193517714419862,0.007216574653243227
0.45,1.6184851062210865,0.5140829069113164,0.01,5.0,4.0,3.0,2.0,1.0,0.0008615357737119583,1.0,1.0,1.0,1.0,1.0,-1.011980962760422,0.5140829069113164,0.006971914091147324
0.46,1.6284844731756238,0.5089684090077209,0.01,5.0,4.0,3.0,2.0,1.0,0.0008277870677147028,1.0,1.0,1.0,1.0,1.0,-1.0016519732836855,0.5089684090077209,0.006740191934344862
0.47,1.6383843151931206,0.5040038308773644,0.01,5.0,4.0,3.0,2.0,1.0,0.0007959843000209397,1.0,1.0,1.0,1.0,1.0,-0.9916238186027977,0.5040038308773644,0.006520640961471414
0.48,1.6481874787781414,0.49918484809189895,0.01,5.0,4.0,3.0,2.0,1.0,0.000765998224972807,1.0,1.0,1.0,1.0,1.0,-0.9818878213960165,0.49918484809189895,0.0063125434158323125
0.49,1.65789673252979,0.4945072556767496,0.01,5.0,4.0,3.0,2.0,1.0,0.0007377091202025347,1.0,1.0,1.0,1.0,1.0,-0.9724355440282013,0.4945072556767496,0.006115227699706041
0.5,1.6675147693412473,0.48996696438544723,0.01,5.0,4.0,3.0,2.0,1.0,0.0007110060260993619,1.0,1.0,1.0,1.0,1.0,-0.963258781077482,0.48996696438544723,0.0059280652480565715
0.51,1.6770442065302753,0.4855600023560994,0.01,5.0,4.0,3.0,2.0,1.0,0.0006857860794463958,1.0,1.0,1.0,1.0,1.0,-0.9543495626468961,0.4855600023560994,0.005750467857273446
0.52,1.6864875840244098,0.4812825218281601,0.01,5.0,4.0,3.0,2.0,1.0,0.0006619539283121817,1.0,1.0,1.0,1.0,1.0,-0.9457001678160761,0.4812825218281601,0.005581885406473394
0.53,1.6958473747003493,0.47713077424272843,0.01,5.0,4.0,3.0,2.0,1.0,0.0006394210224134268,1.0,1.0,1.0,1.0,1.0,-0.9373030747384533,0.47713077424272843,0.0054218023109401155
0.54,1.705125983396929,0.47310111480603023,0.01,5.0,4.0,3.0,2.0,1.0,0.0006181051244087471,1.0,1.0,1.0,1.0,1.0,-0.9291509697780912,0.47310111480603023,0.00526973554050073
0.55,1.7143257487171268,0.4691899997978391,0.01,5.0,4.0,3.0,2.0,1.0,0.0005979298214946701,1.0,1.0,1.0,1.0,1.0,-0.9212367421085069,0.4691899997978391,0.005125232444570742
0.56,1.7234489450969732,0.46539398318561304,0.01,5.0,4.0,3.0,2.0,1.0,0.0005788240733881805,1.0,1.0,1.0,1.0,1.0,-0.9135534769202563,0.46539398318561304,0.004987868693387964
0.57,1.7324977797978984,0.4617097229352462,0.01,5.0,4.0,3.0,2.0,1.0,0.0005607218443146551,1.0,1.0,1.0,1.0,1.0,-0.9060944680725134,0.4617097229352462,0.0048572467517966145
0.58,1.741474393466402,0.4581339805079664,0.01,5.0,4.0,3.0,2.0,1.0,0.000543561729924079,1.0,1.0,1.0,1.0,1.0,-0.8988532170812688,0.4581339805079664,0.004732994169655419
0.59,1.7503808668360072,0.4546636086250032,0.01,5.0,4.0,3.0,2.0,1.0,0.0005272865595375129,1.0,1.0,1.0,1.0,1.0,-0.8918234085816463,0.4546636086250032,0.004614761525771238
0.6,1.7592192255801202,0.45129554256416854,0.01,5.0,4.0,3.0,2.0,1.0,0.0005118430488836138,1.0,1.0,1.0,1.0,1.0,-0.8849988928725359,0.45129554256416854,0.004502220660377994
0.61,1.7679914385574034,0.44802680407723733,0.01,5.0,4.0,3.0,2.0,1.0,0.0004971815379007652,1.0,1.0,1.0,1.0,1.0,-0.8783736937689006,0.44802680407723733,0.00439506351208678
0.62,1.7766994197527521,0.4448544982484399,0.01,5.0,4.0,3.0,2.0,1.0,0.00048325571718980703,1.0,1.0,1.0,1.0,1.0,-0.8719420022993524,0.4448544982484399,0.004293000761616651
0.63,1.7853450272009161,0.4417758159678711,0.01,5.0,4.0,3.0,2.0,1.0,0.0004700224000847643,1.0,1.0,1.0,1.0,1.0,-0.865698181663733,0.4417758159678711,0.004195760773321867
0.64,1.7939300601010661,0.4387880397721061,0.01,5.0,4.0,3.0,2.0,1.0,0.0004574413257699575,1.0,1.0,1.0,1.0,1.0,-0.8596367789432016,0.4387880397721061,0.004103088725156056
0.65,1.8024562711474372,0.4358885213815834,0.01,5.0,4.0,3.0,2.0,1.0,0.0004454748608520553,1.0,1.0,1.0,1.0,1.0,-0.8537524800516925,0.4358885213815834,0.004014744782906595
0.66,1.8109253637619682,0.4330746873255325,0.01,5.0,4.0,3.0,2.0,1.0,0.0004340878400247102,1.0,1.0,1.0,1.0,1.0,-0.8480401210134453,0.4330746873255325,0.003930503398006977
0.67,1.819338993254705,0.43034403726237713,0.01,5.0,4.0,3.0,2.0,1.0,0.0004232473890418262,1.0,1.0,1.0,1.0,1.0,-0.8424946845922072,0.43034403726237713,0.003850152393385193
0.68,1.827698768217335,0.4276941418684427,0.01,5.0,4.0,3.0,2.0,1.0,0.00041292275954992374,1.0,1.0,1.0,1.0,1.0,-0.837111296054712,0.4276941418684427,0.0037734920949914924
0.69,1.8360062518595042,0.4251226408350721,0.01,5.0,4.0,3.0,2.0,1.0,0.0004030851769447727,1.0,1.0,1.0,1.0,1.0,-0.8318852191515492,0.4251226408350721,0.003700334524512486
0.7,1.8442629623450142,0.4226272422185967,0.01,5.0,4.0,3.0,2.0,1.0,0.00039370770481111315,1.0,1.0,1.0,1.0,1.0,-0.8268118548137433,0.4226272422185967,0.003630502689864999
0.71,1.8524703701189016,0.4202057257946253,0.01,5.0,4.0,3.0,2.0,1.0,0.00038476513411714607,1.0,1.0,1.0,1.0,1.0,-0.8218867478880616,0.4202057257946253,0.0035638300520341917
0.72,1.8606299051687107,0.4178559333341031,0.01,5.0,4.0,3.0,2.0,1.0,0.0003762338331703891,1.0,1.0,1.0,1.0,1.0,-0.8171055676165191,0.4178559333341031,0.003500159606665408
0.73,1.8687429561954612,0.41557576958983333,0.01,5.0,4.0,3.0,2.0,1.0,0.00036809164743375946,1.0,1.0,1.0,1.0,1.0,-0.8124641096177121,0.41557576958983333,0.0034393433668811054
0.74,1.876810871058312,0.41336320163487233,0.01,5.0,4.0,3.0,2.0,1.0,0.0003603178007868817,1.0,1.0,1.0,1.0,1.0,-0.8079582945591616,0.41336320163487233,0.003381241827763214
0.75,1.8848349575962084,0.4112162577362786,0.01,5.0,4.0,3.0,2.0,1.0,0.00035289280240314663,1.0,1.0,1.0,1.0,1.0,-0.8035841658965952,0.4112162577362786,0.0033257234512677103
0.76,1.8928164843824737,0.409133026350256,0.01,5.0,4.0,3.0,2.0,1.0,0.00034579836084153945,1.0,1.0,1.0,1.0,1.0,-0.7993378878566872,0.409133026350256,0.003272664188366524
0.77,1.9007566826168638,0.40711165285224693,0.01,5.0,4.0,3.0,2.0,1.0,0.0003390172968376899,1.0,1.0,1.0,1.0,1.0,-0.7952157388783252,0.40711165285224693,0.0032219469624347203
0.78,1.9086567588226648,0.4051503148481448,0.01,5.0,4.0,3.0,2.0,1.0,0.0003325333922109008,1.0,1.0,1.0,1.0,1.0,-0.7912140621080629,0.4051503148481448,0.0031734605328878193
0.79,1.916517880670143,0.40324725071729745,0.01,5.0,4.0,3.0,2.0,1.0,0.00032633142282060645,1.0,1.0,1.0,1.0,1.0,-0.7873293226278935,0.40324725071729745,0.003127100034301105
0.8,1.924341179589534,0.40140075487988625,0.01,5.0,4.0,3.0,2.0,1.0,0.0003203970817015917,1.0,1.0,1.0,1.0,1.0,-0.7835580979638771,0.40140075487988625,0.0030827664906934267
0.81,1.9321277539583854,0.3996091719149042,0.01,5.0,4.0,3.0,2.0,1.0,0.0003147169042053925,1.0,1.0,1.0,1.0,1.0,-0.7798970662902245,0.3996091719149042,0.0030403663262755067
0.82,1.9398786699199282,0.3978708953601953,0.01,5.0,4.0,3.0,2.0,1.0,0.0003092782131177824,1.0,1.0,1.0,1.0,1.0,-0.7763430040211914,0.3978708953601953,0.0029998110434906787
0.83,1.9475949621614206,0.39618436658033396,0.01,5.0,4.0,3.0,2.0,1.0,0.00030406906782231414,1.0,1.0,1.0,1.0,1.0,-0.7728927835390537,0.39618436658033396,0.0029610169231992917
0.84,1.9552776347930505,0.39454807342472625,0.01,5.0,4.0,3.0,2.0,1.0,0.0002990782163604977,1.0,1.0,1.0,1.0,1.0,-0.769543370501522,0.39454807342472625,0.0029239047375173906
0.85,1.9629276665508657,0.39296054033551636,0.01,5.0,4.0,3.0,2.0,1.0,0.00029429502519909555,1.0,1.0,1.0,1.0,1.0,-0.7662918040055241,0.39296054033551636,0.002888399235457944
0.86,1.9705460074432142,0.3914203353414659,0.01,5.0,4.0,3.0,2.0,1.0,0.0002897094638361067,1.0,1.0,1.0,1.0,1.0,-0.7631352106084996,0.3914203353414659,0.0028544291364037714
0.87,1.9781335784242364,0.3899260710628799,0.01,5.0,4.0,3.0,2.0,1.0,0.00028531207285944295,1.0,1.0,1.0,1.0,1.0,-0.7600708063415175,0.3899260710628799,0.0028219269582654316
0.88,1.9856912735905052,0.38847640072267436,0.01,5.0,4.0,3.0,2.0,1.0,0.00028109391972241406,1.0,1.0,1.0,1.0,1.0,-0.7570958887094437,0.38847640072267436,0.002790828717260738
0.89,1.9932199608983199,0.38707001706762373,0.01,5.0,4.0,3.0,2.0,1.0,0.00027704656581533564,1.0,1.0,1.0,1.0,1.0,-0.7542078345262643,0.38707001706762373,0.002761073725407285
0.9,2.000720482851469,0.3857056513367297,0.01,5.0,4.0,3.0,2.0,1.0,0.0002731620358614231,1.0,1.0,1.0,1.0,1.0,-0.7514040978449447,0.3857056513367297,0.0027326044014267838
0.91,2.008193657161443,0.38438207227306254,0.01,5.0,4.0,3.0,2.0,1.0,0.0002694327894565752,1.0,1.0,1.0,1.0,1.0,-0.7486822079745107,0.38438207227306254,0.002705366094090044
0.92,2.015640278634603,0.38309808287216424,0.01,5.0,4.0,3.0,2.0,1.0,0.0002658516881953403,1.0,1.0,1.0,1.0,1.0,-0.7460397629579825,0.38309808287216424,0.002679306854347676
0.93,2.023061119264246,0.3818525204242838,0.01,5.0,4.0,3.0,2.0,1.0,0.0002624119739469072,1.0,1.0,1.0,1.0,1.0,-0.7434744296559251,0.3818525204242838,0.0026543773086068513
0.94,2.0304569277087996,0.3806442576782946,0.01,5.0,4.0,3.0,2.0,1.0,0.00025910725159761054,1.0,1.0,1.0,1.0,1.0,-0.7409839460795011,0.3806442576782946,0.002630530570129776
0.95,2.03782843060744,0.3794722006195533,0.01,5.0,4.0,3.0,2.0,1.0,0.00025593146381307956,1.0,1.0,1.0,1.0,1.0,-0.7385661169330322,0.3794722006195533,0.002607722066226364
0.96,2.045176333151393,0.3783352876093203,0.01,5.0,4.0,3.0,2.0,1.0,0.00025287887101738924,1.0,1.0,1.0,1.0,1.0,-0.7362188118871267,0.3783352876093203,0.0025859094107940407
0.97,2.0525013196292914,0.37723248856469055,0.01,5.0,4.0,3.0,2.0,1.0,0.0002499440327440207,1.0,1.0,1.0,1.0,1.0,-0.7339399639330881,0.37723248856469055,0.002565052285202847
0.98,2.0598040539465967,0.3761628041790358,0.01,5.0,4.0,3.0,2.0,1.0,0.00024712179026285217,1.0,1.0,1.0,1.0,1.0,-0.7317275678186056,0.3761628041790358,0.0025451123270098176
0.99,2.0670851816674647,0.37512526270975016,0.01,5.0,4.0,3.0,2.0,1.0,0.0002444072439508765,1.0,1.0,1.0,1.0,1.0,-0.7295796736028257,0.37512526270975016,0.0025260529613152097
1.0,2.074345331312061,0.37411891795432695,0.01,5.0,4.0,3.0,2.0,1.0,0.00024179573504586957,1.0,1.0,1.0,1.0,1.0,-0.7274943825955332,0.37411891795432695,0.002507839270617838
1.01,2.0815851114430255,0.3731428539514713,0.01,5.0,4.0,3.0,2.0,1.0,0.0002392828457060873,1.0,1.0,1.0,1.0,1.0,-0.7254698567885123,0.3731428539514713,0.00249043804522755
1.02,2.088805112806397,0.3721961816078554,0.01,5.0,4.0,3.0,2.0,1.0,0.00023686437871468235,1.0,1.0,1.0,1.0,1.0,-0.7235043120876468,0.3721961816078554,0.002473817626504696
1.03,2.096005908858796,0.37127803790157005,0.01,5.0,4.0,3.0,2.0,1.0,0.0002345363448180738,1.0,1.0,1.0,1.0,1.0,-0.7215960167145521,0.37127803790157005,0.002457947822904134
1.04,2.1031880562469927,0.3703875851607086,0.01,5.0,4.0,3.0,2.0,1.0,0.00023229495100361518,1.0,1.0,1.0,1.0,1.0,-0.7197432897589472,0.3703875851607086,0.0024427998323864187
1.05,2.110352095268072,0.3695240103720259,0.01,5.0,4.0,3.0,2.0,1.0,0.00023013658954330332,1.0,1.0,1.0,1.0,1.0,-0.7179444997913711,0.3695240103720259,0.002428346169702792
1.06,2.117498550510721,0.36868652416604875,0.01,5.0,4.0,3.0,2.0,1.0,0.00022805782687800881,1.0,1.0,1.0,1.0,1.0,-0.7161980628269903,0.36868652416604875,0.002414560589234043
1.07,2.1246279317039596,0.36787435943221214,0.01,5.0,4.0,3.0,2.0,1.0,0.00022605539222153681,1.0,1.0,1.0,1.0,1.0,-0.7145024395473847,0.36787435943221214,0.0024014180021308556
1.08,2.1317407332798832,0.3670867721976825,0.01,5.0,4.0,3.0,2.0,1.0,0.00022412617231149274,1.0,1.0,1.0,1.0,1.0,-0.7128561370625661,0.3670867721976825,0.0023888944545525747
1.09,2.138837435094682,0.36632304045942055,0.01,5.0,4.0,3.0,2.0,1.0,0.00022226720156162596,1.0,1.0,1.0,1.0,1.0,-0.7112577065678942,0.36632304045942055,0.0023769670564687036
1.1,2.145918502845989,0.3655824635476318,0.01,5.0,4.0,3.0,2.0,1.0,0.00022047565402670574,1.0,1.0,1.0,1.0,1.0,-0.7097057420668037,0.3655824635476318,0.0023656139270148927
1.11,2.1529843884406192,0.36486436157254776,0.01,5.0,4.0,3.0,2.0,1.0,0.0002187488360148519,1.0,1.0,1.0,1.0,1.0,-0.7081988792606894,0.36486436157254776,0.002354814144647666
1.12,2.1600355303442806,0.36416807489886943,0.01,5.0,4.0,3.0,2.0,1.0,0.00021708417917670815,1.0,1.0,1.0,1.0,1.0,-0.706735794494296,0.36416807489886943,0.002344547700486568
1.13,2.167072354256478,0.36349296311050516,0.01,5.0,4.0,3.0,2.0,1.0,0.00021547923276790353,1.0,1.0,1.0,1.0,1.0,-0.7053152026784455,0.36349296311050516,0.002334795441238602
1.14,2.1740952751346643,0.36283840186241195,0.01,5.0,4.0,3.0,2.0,1.0,0.00021393165132521305,1.0,1.0,1.0,1.0,1.0,-0.7039358509734772,0.36283840186241195,0.0023255389617395108
1.15,2.1811046947570816,0.36220378671634584,0.01,5.0,4.0,3.0,2.0,1.0,0.00021243919924827264,1.0,1.0,1.0,1.0,1.0,-0.7025965264851208,0.36220378671634584,0.0023167606741542127
1.16,2.1881010027854466,0.36158853149678527,0.01,5.0,4.0,3.0,2.0,1.0,0.0002109997425733397,1.0,1.0,1.0,1.0,1.0,-0.7012960529657161,0.36158853149678527,0.0023084437415609787
1.17,2.1950845773137426,0.360992067450823,0.01,5.0,4.0,3.0,2.0,1.0,0.0002096112429910678,1.0,1.0,1.0,1.0,1.0,-0.7000332891285086,0.360992067450823,0.0023005720336062812
1.18,2.2020557851560905,0.36041384281596756,0.01,5.0,4.0,3.0,2.0,1.0,0.00020827175310155095,1.0,1.0,1.0,1.0,1.0,-0.6988071277803742,0.36041384281596756,0.0022931300940093563
1.19,2.2090149821189295,0.35985332241193835,0.01,5.0,4.0,3.0,2.0,1.0,0.00020697941197252043,1.0,1.0,1.0,1.0,1.0,-0.6976164950026874,0.35985332241193835,0.0022861031101873187
1.2,2.2159625132575043,0.3593099872564554,0.01,5.0,4.0,3.0,2.0,1.0,0.00020573244098315375,1.0,1.0,1.0,1.0,1.0,-0.6964603493803357,0.3593099872564554,0.0022794768848981525
1.21,2.222898713152945,0.3587833341486714,0.01,5.0,4.0,3.0,2.0,1.0,0.00020452913980873694,1.0,1.0,1.0,1.0,1.0,-0.6953376811658134,0.3587833341486714,0.0022732378084156005
1.22,2.229823909002139,0.35827287088445325,0.01,5.0,4.0,3.0,2.0,1.0,0.00020336787269230826,1.0,1.0,1.0,1.0,1.0,-0.6942475026788851,0.35827287088445325,0.002267372724261061
1.23,2.2367384185567056,0.35777811946974303,0.01,5.0,4.0,3.0,2.0,1.0,0.00020224707323361488,1.0,1.0,1.0,1.0,1.0,-0.693188854753919,0.35777811946974303,0.00226186899371139
1.24,2.2436425489786807,0.35729861791006456,0.01,5.0,4.0,3.0,2.0,1.0,0.0002011652459320268,1.0,1.0,1.0,1.0,1.0,-0.6921608103303423,0.35729861791006456,0.002256714525744279
1.25,2.250536598368528,0.35683391784997653,0.01,5.0,4.0,3.0,2.0,1.0,0.00020012095846985503,1.0,1.0,1.0,1.0,1.0,-0.6911624697162678,0.35683391784997653,0.002251897705684985
1.26,2.2574208560047633,0.35638358421279814,0.01,5.0,4.0,3.0,2.0,1.0,0.00019911283872762824,1.0,1.0,1.0,1.0,1.0,-0.6901929598655486,0.35638358421279814,0.0022474073742103045
1.27,2.2642956025718712,0.3559471948581442,0.01,5.0,4.0,3.0,2.0,1.0,0.00019813957198127005,1.0,1.0,1.0,1.0,1.0,-0.6892514336905696,0.3559471948581442,0.002243232807663313
1.28,2.271161110376508,0.35552434025727037,0.01,5.0,4.0,3.0,2.0,1.0,0.00019719989827136474,1.0,1.0,1.0,1.0,1.0,-0.6883370694107757,0.35552434025727037,0.002239363699620636
1.29,2.2780176435519968,0.3551146231862286,0.01,5.0,4.0,3.0,2.0,1.0,0.00019629260993537376,1.0,1.0,1.0,1.0,1.0,-0.6874490699369372,0.3551146231862286,0.0022357901436582573
1.3,2.2848654588680652,0.35471765748392414,0.01,5.0,4.0,3.0,2.0,1.0,0.00019541654719485357,1.0,1.0,1.0,1.0,1.0,-0.6865866603791676,0.35471765748392414,0.0022325025938839103
1.31,2.29170480677725,0.3543330664443624,0.01,5.0,4.0,3.0,2.0,1.0,0.00019457059308766,1.0,1.0,1.0,1.0,1.0,-0.6857490848209523,0.3543330664443624,0.002229491817182454
1.32,2.2985359293695464,0.3539604859839245,0.01,5.0,4.0,3.0,2.0,1.0,0.0001937536790055229,1.0,1.0,1.0,1.0,1.0,-0.6849356126741535,0.3539604859839245,0.002226748963208642
