Time,Abeta,AbDim,AbP,Source,Sink,Nep,kprod,kdeg,kdimer,kdedimer,kdisagg,kpf,kpg,kpghalf,kdegNep,cell,Abetaproduction,AbetaDegradation,AbetaDimerisation,AbetaDedimerisation,AbetaPlaqueFormation,AbetaPlaqueGrowth,AbetaDisaggregation,NepDegradation
0.15,2.7899956304111477e-06,-1.2327918222628632e-14,3.977036206390117e-21,1.0,1.0,999.9999999730001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,5.858990823705217e-11,-1.6437213396685774e-13,-1.0436199171366269e-19,1.7166626125010585e-20,1.5831225038154321e-50,2.161797570707476e-25,1.7999999999514001e-07
0.16,2.9759950283792147e-06,-1.4026428706373927e-14,4.760281194986231e-21,1.0,1.0,999.9999999712,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,6.249589559416362e-11,-1.7533022531352975e-13,-1.1874073221380848e-19,1.9531801973625967e-20,2.4192977779196e-50,2.5875460491586657e-25,1.79999999994816e-07
0.17,3.161994387506593e-06,-1.5834519802168308e-14,5.656034589452348e-21,1.0,1.0,999.9999999694,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,6.640188213560655e-11,-1.8628831029549676e-13,-1.3404712738525581e-19,2.2049568824519718e-20,3.628917691173078e-50,3.074450721788613e-25,1.79999999994492e-07
0.18,3.347993707793283e-06,-1.7752191510011765e-14,6.6642963897884606e-21,1.0,1.0,999.9999999676002,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,7.030786786138098e-11,-1.9724638891276135e-13,-1.502811772280046e-19,2.4719926677691823e-20,5.334394745750002e-50,3.622511588597314e-25,1.7999999999416802e-07
0.19,3.533992989239284e-06,-1.9779443829904308e-14,7.78506659599458e-21,1.0,1.0,999.9999999658002,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,7.421385277148686e-11,-2.0820446116532605e-13,-1.6744288174205491e-19,2.754287553314229e-20,7.683909787141845e-50,4.231728649584774e-25,1.7999999999384403e-07
0.2,3.719992231844597e-06,-2.191627676184593e-14,9.0183452080707e-21,1.0,1.0,999.9999999640002,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,7.811983686592423e-11,-2.1916252705319346e-13,-1.8553224092740673e-19,3.051841539087112e-20,1.0853945923802564e-49,4.90210190475099e-25,1.7999999999352004e-07
0.21,3.905991435609221e-06,-2.416269030583663e-14,1.0364132226016817e-20,1.0,1.0,999.9999999622001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,8.202582014469307e-11,-2.3012058657636603e-13,-2.0454925478406001e-19,3.364654625087832e-20,1.50518224452064e-49,5.633631354095961e-25,1.7999999999319602e-07
0.22,4.091990600533157e-06,-2.6518684461876417e-14,1.1822427649832938e-20,1.0,1.0,999.9999999604001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,8.593180260779342e-11,-2.4107863973484647e-13,-2.244939233120148e-19,3.6927268113163886e-20,2.0518228738318295e-49,6.426316997619691e-25,1.7999999999287203e-07
0.23,4.277989726616404e-06,-2.898425922996529e-14,1.3393231479519062e-20,1.0,1.0,999.9999999586001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,8.983778425522522e-11,-2.520366865286372e-13,-2.453662465112712e-19,4.036058097772784e-20,2.752975820247674e-49,7.280158835322176e-25,1.79999999992548e-07
0.24,4.463988813857855e-06,-3.155942427237959e-14,1.4232507426190863e-20,1.0,1.0,999.9999999568,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,9.374376508696522e-11,-2.6299472695767557e-13,-2.671663061778294e-19,4.394649829928996e-20,3.2439775915309637e-49,7.736364061654567e-25,1.79999999992224e-07
0.25,4.64998786226013e-06,-3.424415672830419e-14,1.6337233930894395e-20,1.0,1.0,999.999999955,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,9.76497451030685e-11,-2.7395276102211843e-13,-2.8989390878345914e-19,4.768498824416522e-20,4.452467769828001e-49,8.880430247816267e-25,1.799999999919e-07
0.26,4.835986871821731e-06,-3.7038469686789174e-14,1.856403309266666e-20,1.0,1.0,999.9999999532,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0155572430350354e-10,-2.849107887218802e-13,-3.135491651335138e-19,5.157606903885584e-20,5.978905522280854e-49,1.0090851468180816e-24,1.79999999991576e-07
0.27,5.021985842542662e-06,-3.9942363077963e-14,2.0919008454394915e-20,1.0,1.0,999.9999999514,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0546170268827047e-10,-2.9586881005696366e-13,-3.381320746364958e-19,5.56197405860657e-20,7.884053899694704e-49,1.1370945425555444e-24,1.79999999991252e-07
0.28,5.207984774422934e-06,-4.295583683195411e-14,2.3408263558966414e-20,1.0,1.0,999.9999999496001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.0936768025736949e-10,-3.068268250273719e-13,-3.636426367009075e-19,5.981600278849867e-20,1.0237643750516951e-48,1.2724029822747374e-24,1.79999999990928e-07
0.29,5.3939836674625525e-06,-4.607889087889095e-14,2.603790194926839e-20,1.0,1.0,999.9999999478001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1327365701080073e-10,-3.1778483363310785e-13,-3.900808507352514e-19,6.416485554885861e-20,1.3119386037357607e-48,1.415342236256382e-24,1.7999999999060402e-07
0.3,5.579982521661529e-06,-4.9311525148902024e-14,2.8814027168188125e-20,1.0,1.0,999.9999999460001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.1717963294856443e-10,-3.287428358741748e-13,-4.1744671614803013e-19,6.866629876984945e-20,1.6620063202433562e-48,1.566244074781202e-24,1.7999999999028003e-07
0.31,5.765981337019869e-06,-5.265373957211575e-14,3.174274275861285e-20,1.0,1.0,999.9999999442001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.210856080706607e-10,-3.3970083175057557e-13,-4.45740232347746e-19,7.332033235417504e-20,2.0842703062008887e-48,1.725440268129919e-24,1.79999999989956e-07
0.32,5.951980113537581e-06,-5.6105534078660605e-14,3.483015226342983e-20,1.0,1.0,999.9999999424001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.249915823770897e-10,-3.5065882126231324e-13,-4.749613987429014e-19,7.812695620453928e-20,2.590383870990098e-48,1.8932625865832555e-24,1.7999999998963202e-07
0.33,6.137978851214673e-06,-5.966690859866503e-14,3.808235922552631e-20,1.0,1.0,999.9999999406001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.2889755586785164e-10,-3.6161680440939086e-13,-5.051102147419988e-19,8.308617022364601e-20,3.193485791011877e-48,2.0700428004219335e-24,1.79999999989308e-07
0.34,6.323977550051157e-06,-6.333786303407876e-14,4.15079279858822e-20,1.0,1.0,999.9999999388,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3280352854294674e-10,-3.7257478119181163e-13,-5.361866795149939e-19,8.819797427496027e-20,3.908807999605478e-48,2.2562464415285988e-24,1.79999999988984e-07
0.35,6.509976210047052e-06,-6.711839718291152e-14,4.5124499763419376e-20,1.0,1.0,999.999999937,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.3670950040237537e-10,-3.8353275160957917e-13,-5.681907913519375e-19,9.346236807721057e-20,4.7554991917800796e-48,2.4528324336401872e-24,1.7999999998866e-07
0.36,6.695974831202376e-06,-7.100851095547443e-14,4.893990870370717e-20,1.0,1.0,999.9999999352001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.4061547144613803e-10,-3.944907156626973e-13,-6.011225494935689e-19,9.887935150550518e-20,5.753498868315705e-48,2.6602266174074107e-24,1.79999999988336e-07
0.37,6.8819734135171335e-06,-7.500820427840337e-14,5.296056337177731e-20,1.0,1.0,999.9999999334001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.4452144167423467e-10,-4.0544867335116857e-13,-6.349819533188238e-19,1.0444892445768454e-19,6.924845572325912e-48,2.8787773431996994e-24,1.7999999998801202e-07
0.38,7.06797195699133e-06,-7.911747707833362e-14,5.719287233266077e-20,1.0,1.0,999.9999999316001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.4842741108666553e-10,-4.1640662467499603e-13,-6.697690022066334e-19,1.101710868315883e-19,8.294124379732256e-48,3.1088329613864417e-24,1.79999999987688e-07
0.39,7.253970461624977e-06,-8.333632928190117e-14,6.16432441513889e-20,1.0,1.0,999.9999999298001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.5233337968343073e-10,-4.2736456963418294e-13,-7.054836955359344e-19,1.1604583852505703e-19,9.88868779965702e-48,3.350741822337047e-24,1.79999999987364e-07
0.4,7.439968927418084e-06,-8.76647608157415e-14,6.631808739299306e-20,1.0,1.0,999.9999999280001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.5623934746453053e-10,-4.383225082287323e-13,-7.421260326856598e-19,1.2207317943593076e-19,1.1738889563681823e-47,3.6048522764209236e-24,1.7999999998704002e-07
0.41,7.625967354370654e-06,-9.210277160649029e-14,7.122381062250419e-20,1.0,1.0,999.9999999262001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.6014531442996503e-10,-4.492804404586469e-13,-7.796960130347437e-19,1.2825310946204955e-19,1.3878331687628305e-47,3.8715126740074604e-24,1.79999999986716e-07
0.42,7.811965742482705e-06,-9.665036158078293e-14,7.636682240495328e-20,1.0,1.0,999.9999999244001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.6405128057973453e-10,-4.602383663239303e-13,-8.181936359621179e-19,1.3458562850125323e-19,1.6344125189516947e-47,4.151071365466046e-24,1.7999999998639202e-07
0.43,7.997964091754236e-06,-1.0130753066525549e-13,8.175353130537167e-20,1.0,1.0,999.9999999226001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.679572459138391e-10,-4.711962858245852e-13,-8.576189008467204e-19,1.4107073645138256e-19,1.9177164847359014e-47,4.443876701166088e-24,1.79999999986068e-07
0.44,8.183962402185254e-06,-1.0607427878654296e-13,8.739034588879033e-20,1.0,1.0,999.9999999208001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.7186321043227877e-10,-4.821541989606143e-13,-8.979718070674795e-19,1.4770843321027675e-19,2.2422418380436264e-47,4.750277031476976e-24,1.79999999985744e-07
0.45,8.36996067377578e-06,-1.1095060587128173e-13,9.328367472024099e-20,1.0,1.0,999.9999999190001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.7576917413505407e-10,-4.931121057320215e-13,-9.392523540033355e-19,1.5449871867577695e-19,2.6129230437724366e-47,5.07062070676814e-24,1.7999999998542002e-07
0.46,8.555958906525813e-06,-1.1593651184610687e-13,9.943992636475462e-20,1.0,1.0,999.9999999172001,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.79675137022165e-10,-5.040700061388093e-13,-9.814605410332178e-19,1.6144159274572253e-19,3.035164177711212e-47,5.405256077408967e-24,1.79999999985096e-07
0.47,8.741957100435367e-06,-1.2103199663765418e-13,1.0586550938736219e-19,1.0,1.0,999.9999999154,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.8358109909361174e-10,-5.150279001809811e-13,-1.0245963675360615e-18,1.6853705531795383e-19,3.514872401907314e-47,5.7545314937688465e-24,1.79999999984772e-07
0.48,8.92795525550444e-06,-1.2623706017255912e-13,1.1256683235309504e-19,1.0,1.0,999.9999999136,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.8748706034939437e-10,-5.259857878585391e-13,-1.0686598328907993e-18,1.757851062903108e-19,4.05849303584423e-47,6.1187953062171874e-24,1.79999999984448e-07
0.49,9.113953371733053e-06,-1.315517023774577e-13,1.1955030382698377e-19,1.0,1.0,999.9999999118,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.9139302078951325e-10,-5.369436691714875e-13,-1.1136509364763681e-18,1.831857455606339e-19,4.67304626179498e-47,6.498395865123357e-24,1.79999999984124e-07
0.5,9.299951449121204e-06,-1.3697592317898527e-13,1.2682233237406087e-19,1.0,1.0,999.99999991,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.9529898041396837e-10,-5.479015441198285e-13,-1.1595696776716999e-18,1.907389730267631e-19,5.3661655027169085e-47,6.893681520856827e-24,1.7999999998380002e-07
0.51,9.485949487668907e-06,-1.4250972250377753e-13,1.3438932655935653e-19,1.0,1.0,999.9999999082,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,1.9920493922276003e-10,-5.588594127035656e-13,-1.2064160558557288e-18,1.984447885865385e-19,6.146137511052413e-47,7.305000623786943e-24,1.79999999983476e-07
0.52,9.671947487376173e-06,-1.4815310027847017e-13,1.422576949479025e-19,1.0,1.0,999.9999999064,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.0311089721588846e-10,-5.698172749227019e-13,-1.2541900704073893e-18,2.0630319213780026e-19,7.021944206801951e-47,7.732701524283137e-24,1.79999999983152e-07
0.53,9.857945448243004e-06,-1.5390605642969867e-13,1.5043384610472937e-19,1.0,1.0,999.9999999046,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.0701685439335367e-10,-5.807751307772399e-13,-1.302891720705614e-18,2.143141835783884e-19,8.003306303233372e-47,8.177132572714775e-24,1.79999999982828e-07
0.54,1.004394337026941e-05,-1.597685908840987e-13,1.5892418859486846e-19,1.0,1.0,999.9999999028,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.1092281075515594e-10,-5.917329802671832e-13,-1.3525210061293376e-18,2.2247776280614304e-19,9.100728758593763e-47,8.638642119451265e-24,1.79999999982504e-07
0.55,1.0229941253455403e-05,-1.6574070356830596e-13,1.6773513098335115e-19,1.0,1.0,999.999999901,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.1482876630129541e-10,-6.026908233925345e-13,-1.4030779260574941e-18,2.307939297189043e-19,1.0325548092188215e-46,9.117578514862018e-24,1.7999999998218e-07
0.56,1.0415939097800985e-05,-1.7182239440895602e-13,1.768730818352084e-19,1.0,1.0,999.9999998992,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.1873472103177222e-10,-6.136486601532969e-13,-1.4545624798690173e-18,2.392626842145124e-19,1.168998160319096e-46,9.614290109316423e-24,1.79999999981856e-07
0.57,1.060193690330617e-05,-1.7801366333268457e-13,1.8634444971547153e-19,1.0,1.0,999.9999998974,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.2264067494658665e-10,-6.246064905494736e-13,-1.5069746669428413e-18,2.478840261908074e-19,1.3207178530554042e-46,1.0129125253183887e-23,1.79999999981532e-07
0.58,1.0787934669970966e-05,-1.843145102661272e-13,1.9615564318917155e-19,1.0,1.0,999.9999998956,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.265466280457388e-10,-6.355643145810677e-13,-1.5603144866579e-18,2.566579555456294e-19,1.4891273192378265e-46,1.0662432296833798e-23,1.79999999981208e-07
0.59,1.097393239779538e-05,-1.9072493513591937e-13,2.0631307082134017e-19,1.0,1.0,999.9999998938,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.3045258032922893e-10,-6.465221322480821e-13,-1.6145819383931255e-18,2.6558447217681835e-19,1.6757440143111885e-46,1.1214559590635588e-23,1.79999999980884e-07
0.6,1.1159930086779422e-05,-1.9724493786869718e-13,2.1682314117700837e-19,1.0,1.0,999.999999892,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.343585317970571e-10,-6.5747994355052e-13,-1.669777021527456e-18,2.7466357598221498e-19,1.8821951386941367e-46,1.1785855484958644e-23,1.7999999998056e-07
0.61,1.1345927736923099e-05,-2.038745183910958e-13,2.276922628212071e-19,1.0,1.0,999.9999998902,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.382644824492236e-10,-6.684377484883844e-13,-1.7258997354398216e-18,2.8389526685965876e-19,2.1102235685739925e-46,1.2376668330172355e-23,1.79999999980236e-07
0.62,1.1531925348226416e-05,-2.1061367662975094e-13,2.3892684431896697e-19,1.0,1.0,999.9999998884,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.421704322857285e-10,-6.79395547061678e-13,-1.7829500795091568e-18,2.9327954470699e-19,2.3616939999938183e-46,1.2987346476646088e-23,1.79999999979912e-07
0.63,1.1717922920689388e-05,-2.1746241251129825e-13,2.5053329423532045e-19,1.0,1.0,999.9999998866,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.460763813065721e-10,-6.903533392704043e-13,-1.8409280531143955e-18,3.0281640942204862e-19,2.6385993100682673e-46,1.3618238274749314e-23,1.7999999997958799e-07
0.64,1.1903920454312018e-05,-2.2442072596237363e-13,2.6251802113529814e-19,1.0,1.0,999.9999998848,1.86e-05,2.1e-05,1.1783e-07,8.4655e-06,5.4357e-05,2.785e-06,0.00574,4.0,1.8e-10,1.0,1.86e-05,2.499823295117544e-10,-7.01311125114566e-13,-1.8998336556344742e-18,3.1250586090267544e-19,2.9430671391645167e-46,1.42696920748514e-23,1.79999999979264e-07
