data_generator_fox,data_generator_rabbit,data_generator_time
5765.0,963.0,2.64
5375.0,889.0,2.65
4960.0,841.0,2.66
4551.0,807.0,2.67
4214.0,787.0,2.68
3953.0,745.0,2.69
3730.0,714.0,2.7
3487.0,697.0,2.71
3221.0,697.0,2.72
2965.0,700.0,2.73
2739.0,727.0,2.74
2528.0,767.0,2.75
2347.0,792.0,2.76
2187.0,823.0,2.77
2027.0,844.0,2.78
1866.0,876.0,2.79
1736.0,920.0,2.8
1641.0,927.0,2.81
1570.0,926.0,2.82
1496.0,913.0,2.83
1483.0,880.0,2.84
1476.0,817.0,2.85
1479.0,739.0,2.86
1510.0,642.0,2.87
1564.0,522.0,2.88
1608.0,393.0,2.89
1606.0,262.0,2.9
1552.0,183.0,2.91
1459.0,149.0,2.92
1334.0,134.0,2.93
1225.0,127.0,2.94
1139.0,129.0,2.95
1066.0,113.0,2.96
966.0,117.0,2.97
891.0,121.0,2.98
806.0,120.0,2.99
726.0,122.0,3.0
664.0,121.0,3.01
593.0,130.0,3.02
535.0,135.0,3.03
488.0,139.0,3.04
448.0,147.0,3.05
417.0,150.0,3.06
386.0,161.0,3.07
358.0,168.0,3.08
321.0,182.0,3.09
291.0,199.0,3.1
275.0,220.0,3.11
254.0,239.0,3.12
240.0,258.0,3.13
228.0,279.0,3.14
216.0,294.0,3.15
205.0,313.0,3.16
198.0,333.0,3.17
191.0,358.0,3.18
180.0,388.0,3.19
163.0,412.0,3.2
155.0,442.0,3.21
150.0,474.0,3.22
145.0,508.0,3.23
144.0,546.0,3.24
142.0,592.0,3.25
138.0,639.0,3.26
132.0,694.0,3.27
139.0,749.0,3.28
137.0,809.0,3.29
138.0,865.0,3.3
131.0,945.0,3.31
141.0,1005.0,3.32
147.0,1092.0,3.33
143.0,1193.0,3.34
144.0,1311.0,3.35
149.0,1426.0,3.36
167.0,1530.0,3.37
178.0,1648.0,3.38
208.0,1775.0,3.39
229.0,1907.0,3.4
247.0,2059.0,3.41
262.0,2216.0,3.42
271.0,2389.0,3.43
285.0,2564.0,3.44
289.0,2767.0,3.45
293.0,2982.0,3.46
286.0,3223.0,3.47
282.0,3501.0,3.48
276.0,3806.0,3.49
273.0,4122.0,3.5
268.0,4496.0,3.51
268.0,4884.0,3.52
272.0,5330.0,3.53
280.0,5798.0,3.54
299.0,6272.0,3.55
319.0,6832.0,3.56
359.0,7415.0,3.57
419.0,8006.0,3.58
526.0,8638.0,3.59
692.0,9249.0,3.6
905.0,9812.0,3.61
1195.0,10388.0,3.62
1592.0,10873.0,3.63
1987.0,11366.0,3.64
2378.0,11848.0,3.65
2781.0,12354.0,3.66
3162.0,12917.0,3.67
3494.0,13478.0,3.68
3709.0,14210.0,3.69
3922.0,14992.0,3.7
4115.0,15873.0,3.71
4242.0,16886.0,3.72
4345.0,18014.0,3.73
4377.0,19305.0,3.74
4356.0,20809.0,3.75
4352.0,22336.0,3.76
4394.0,24060.0,3.77
4442.0,25864.0,3.78
4628.0,27723.0,3.79
4890.0,29620.0,3.8
5388.0,31459.0,3.81
6188.0,33190.0,3.82
7365.0,34552.0,3.83
8931.0,35671.0,3.84
11078.0,36155.0,3.85
13950.0,35762.0,3.86
17700.0,34026.0,3.87
22441.0,30763.0,3.88
28092.0,25920.0,3.89
34814.0,19004.0,3.9
41228.0,10987.0,3.91
42463.0,6898.0,3.92
41213.0,4745.0,3.93
38898.0,3539.0,3.94
36427.0,2775.0,3.95
33828.0,2092.0,3.96
31394.0,1474.0,3.97
29054.0,996.0,3.98
26686.0,668.0,3.99
24439.0,470.0,4.0
22310.0,361.0,4.01
20254.0,295.0,4.02
18469.0,268.0,4.03
16667.0,254.0,4.04
15124.0,242.0,4.05
13700.0,228.0,4.06
12431.0,215.0,4.07
11252.0,211.0,4.08
10232.0,195.0,4.09
9319.0,197.0,4.1
8440.0,193.0,4.11
7610.0,192.0,4.12
6916.0,194.0,4.13
6297.0,194.0,4.14
5712.0,190.0,4.15
5198.0,192.0,4.16
4740.0,189.0,4.17
4307.0,201.0,4.18
3915.0,211.0,4.19
3569.0,214.0,4.2
3223.0,213.0,4.21
2926.0,214.0,4.22
2642.0,206.0,4.23
2449.0,210.0,4.24
2232.0,209.0,4.25
2054.0,211.0,4.26
1863.0,219.0,4.27
1695.0,221.0,4.28
1556.0,208.0,4.29
1429.0,204.0,4.3
1305.0,208.0,4.31
1208.0,198.0,4.32
1109.0,187.0,4.33
1042.0,179.0,4.34
965.0,174.0,4.35
880.0,181.0,4.36
805.0,187.0,4.37
736.0,194.0,4.38
679.0,205.0,4.39
618.0,219.0,4.4
561.0,234.0,4.41
522.0,247.0,4.42
486.0,260.0,4.43
440.0,276.0,4.44
401.0,289.0,4.45
367.0,320.0,4.46
330.0,350.0,4.47
304.0,382.0,4.48
285.0,409.0,4.49
263.0,442.0,4.5
248.0,467.0,4.51
238.0,510.0,4.52
225.0,545.0,4.53
216.0,585.0,4.54
215.0,610.0,4.55
219.0,640.0,4.56
234.0,677.0,4.57
266.0,687.0,4.58
304.0,701.0,4.59
340.0,700.0,4.6
373.0,685.0,4.61
418.0,687.0,4.62
425.0,703.0,4.63
444.0,714.0,4.64
449.0,743.0,4.65
434.0,774.0,4.66
429.0,821.0,4.67
442.0,858.0,4.68
445.0,887.0,4.69
458.0,921.0,4.7
480.0,939.0,4.71
494.0,974.0,4.72
518.0,1000.0,4.73
549.0,1007.0,4.74
585.0,1024.0,4.75
626.0,1035.0,4.76
688.0,1016.0,4.77
729.0,1014.0,4.78
762.0,1016.0,4.79
794.0,1009.0,4.8
817.0,1002.0,4.81
848.0,998.0,4.82
870.0,996.0,4.83
869.0,989.0,4.84
874.0,994.0,4.85
870.0,984.0,4.86
870.0,978.0,4.87
873.0,996.0,4.88
875.0,993.0,4.89
874.0,1011.0,4.9
904.0,981.0,4.91
955.0,958.0,4.92
979.0,937.0,4.93
994.0,932.0,4.94
982.0,938.0,4.95
940.0,987.0,4.96
908.0,1033.0,4.97
872.0,1087.0,4.98
852.0,1121.0,4.99
849.0,1162.0,5.0
850.0,1205.0,5.01
848.0,1232.0,5.02
881.0,1247.0,5.03
901.0,1278.0,5.04
921.0,1294.0,5.05
942.0,1311.0,5.06
980.0,1321.0,5.07
976.0,1351.0,5.08
984.0,1376.0,5.09
974.0,1415.0,5.1
975.0,1459.0,5.11
973.0,1511.0,5.12
958.0,1592.0,5.13
965.0,1627.0,5.14
1018.0,1634.0,5.15
1108.0,1598.0,5.16
1206.0,1550.0,5.17
1343.0,1442.0,5.18
1463.0,1323.0,5.19
1564.0,1228.0,5.2
1665.0,1128.0,5.21
1728.0,1007.0,5.22
1737.0,924.0,5.23
1733.0,873.0,5.24
1715.0,807.0,5.25
1687.0,772.0,5.26
1650.0,745.0,5.27
1577.0,738.0,5.28
1509.0,692.0,5.29
1474.0,647.0,5.3
1402.0,628.0,5.31
1329.0,613.0,5.32
1287.0,592.0,5.33
1238.0,582.0,5.34
1175.0,583.0,5.35
1124.0,564.0,5.36
1056.0,573.0,5.37
995.0,571.0,5.38
935.0,586.0,5.39
895.0,579.0,5.4
858.0,588.0,5.41
828.0,599.0,5.42
782.0,612.0,5.43
747.0,623.0,5.44
722.0,633.0,5.45
703.0,637.0,5.46
672.0,642.0,5.47
632.0,665.0,5.48
591.0,689.0,5.49
572.0,728.0,5.5
557.0,771.0,5.51
544.0,800.0,5.52
539.0,842.0,5.53
528.0,869.0,5.54
542.0,899.0,5.55
533.0,939.0,5.56
555.0,959.0,5.57
577.0,990.0,5.58
585.0,1023.0,5.59
605.0,1032.0,5.6
630.0,1052.0,5.61
671.0,1062.0,5.62
732.0,1022.0,5.63
797.0,974.0,5.64
866.0,915.0,5.65
929.0,873.0,5.66
977.0,824.0,5.67
1032.0,760.0,5.68
1077.0,692.0,5.69
1081.0,641.0,5.7
1086.0,583.0,5.71
1070.0,548.0,5.72
1073.0,502.0,5.73
1080.0,448.0,5.74
1069.0,421.0,5.75
1041.0,398.0,5.76
987.0,395.0,5.77
945.0,384.0,5.78
881.0,392.0,5.79
844.0,381.0,5.8
811.0,371.0,5.81
778.0,357.0,5.82
746.0,341.0,5.83
723.0,340.0,5.84
662.0,349.0,5.85
612.0,367.0,5.86
553.0,394.0,5.87
517.0,418.0,5.88
484.0,450.0,5.89
456.0,482.0,5.9
420.0,510.0,5.91
402.0,543.0,5.92
379.0,591.0,5.93
354.0,647.0,5.94
340.0,686.0,5.95
321.0,740.0,5.96
316.0,790.0,5.97
301.0,848.0,5.98
282.0,908.0,5.99
278.0,993.0,6.0
281.0,1066.0,6.01
266.0,1157.0,6.02
257.0,1238.0,6.03
265.0,1344.0,6.04
278.0,1444.0,6.05
303.0,1502.0,6.06
341.0,1576.0,6.07
384.0,1632.0,6.08
446.0,1682.0,6.09
532.0,1732.0,6.1
614.0,1780.0,6.11
701.0,1816.0,6.12
789.0,1823.0,6.13
854.0,1852.0,6.14
938.0,1889.0,6.15
978.0,1907.0,6.16
1059.0,1937.0,6.17
1111.0,1977.0,6.18
1142.0,2044.0,6.19
1165.0,2104.0,6.2
1195.0,2160.0,6.21
1206.0,2205.0,6.22
1243.0,2283.0,6.23
1276.0,2338.0,6.24
1305.0,2409.0,6.25
1357.0,2446.0,6.26
1421.0,2494.0,6.27
1493.0,2504.0,6.28
1596.0,2504.0,6.29
1703.0,2479.0,6.3
1850.0,2412.0,6.31
2040.0,2261.0,6.32
2213.0,2072.0,6.33
2374.0,1930.0,6.34
2563.0,1727.0,6.35
2775.0,1429.0,6.36
2892.0,1185.0,6.37
2863.0,1034.0,6.38
2778.0,964.0,6.39
2655.0,909.0,6.4
2541.0,876.0,6.41
2467.0,822.0,6.42
2348.0,807.0,6.43
2231.0,769.0,6.44
2105.0,753.0,6.45
2018.0,710.0,6.46
1914.0,676.0,6.47
1839.0,656.0,6.48
1753.0,620.0,6.49
1679.0,584.0,6.5
1608.0,543.0,6.51
1546.0,493.0,6.52
1473.0,468.0,6.53
1386.0,474.0,6.54
1302.0,467.0,6.55
1229.0,465.0,6.56
1154.0,462.0,6.57
1094.0,462.0,6.58
1035.0,471.0,6.59
964.0,474.0,6.6
880.0,484.0,6.61
842.0,494.0,6.62
819.0,503.0,6.63
762.0,517.0,6.64
730.0,538.0,6.65
711.0,536.0,6.66
696.0,543.0,6.67
697.0,542.0,6.68
686.0,540.0,6.69
679.0,552.0,6.7
678.0,542.0,6.71
663.0,551.0,6.72
651.0,553.0,6.73
649.0,553.0,6.74
630.0,572.0,6.75
632.0,578.0,6.76
630.0,586.0,6.77
621.0,601.0,6.78
632.0,574.0,6.79
634.0,565.0,6.8
627.0,570.0,6.81
625.0,564.0,6.82
631.0,554.0,6.83
619.0,538.0,6.84
623.0,526.0,6.85
614.0,518.0,6.86
610.0,525.0,6.87
608.0,515.0,6.88
621.0,494.0,6.89
604.0,483.0,6.9
590.0,484.0,6.91
575.0,476.0,6.92
549.0,468.0,6.93
546.0,466.0,6.94
522.0,479.0,6.95
506.0,502.0,6.96
486.0,518.0,6.97
480.0,528.0,6.98
462.0,546.0,6.99
467.0,575.0,7.0
458.0,600.0,7.01
465.0,592.0,7.02
479.0,597.0,7.03
509.0,581.0,7.04
498.0,583.0,7.05
496.0,611.0,7.06
504.0,609.0,7.07
510.0,605.0,7.08
531.0,589.0,7.09
534.0,594.0,7.1
545.0,597.0,7.11
559.0,595.0,7.12
588.0,574.0,7.13
592.0,568.0,7.14
586.0,554.0,7.15
583.0,559.0,7.16
590.0,560.0,7.17
609.0,537.0,7.18
622.0,518.0,7.19
621.0,514.0,7.2
617.0,512.0,7.21
576.0,541.0,7.22
572.0,551.0,7.23
554.0,559.0,7.24
548.0,584.0,7.25
537.0,587.0,7.26
516.0,601.0,7.27
497.0,639.0,7.28
497.0,662.0,7.29
493.0,689.0,7.3
471.0,712.0,7.31
470.0,733.0,7.32
453.0,764.0,7.33
428.0,816.0,7.34
419.0,863.0,7.35
412.0,913.0,7.36
412.0,964.0,7.37
407.0,1023.0,7.38
400.0,1071.0,7.39
421.0,1112.0,7.4
442.0,1152.0,7.41
459.0,1202.0,7.42
480.0,1246.0,7.43
514.0,1270.0,7.44
540.0,1320.0,7.45
580.0,1369.0,7.46
623.0,1409.0,7.47
664.0,1443.0,7.48
697.0,1491.0,7.49
695.0,1555.0,7.5
714.0,1613.0,7.51
732.0,1681.0,7.52
786.0,1736.0,7.53
841.0,1761.0,7.54
883.0,1808.0,7.55
927.0,1867.0,7.56
997.0,1876.0,7.57
1050.0,1899.0,7.58
1102.0,1931.0,7.59
1154.0,1956.0,7.6
1159.0,2013.0,7.61
1153.0,2092.0,7.62
1169.0,2199.0,7.63
1225.0,2255.0,7.64
1300.0,2273.0,7.65
1387.0,2264.0,7.66
1495.0,2226.0,7.67
1685.0,2117.0,7.68
1845.0,1973.0,7.69
2056.0,1788.0,7.7
2237.0,1560.0,7.71
2327.0,1401.0,7.72
2376.0,1290.0,7.73
2401.0,1165.0,7.74
2373.0,1045.0,7.75
2332.0,935.0,7.76
2256.0,859.0,7.77
2200.0,778.0,7.78
2116.0,741.0,7.79
2012.0,723.0,7.8
1867.0,729.0,7.81
1768.0,712.0,7.82
1663.0,707.0,7.83
1602.0,699.0,7.84
1549.0,675.0,7.85
1498.0,653.0,7.86
1444.0,648.0,7.87
1387.0,632.0,7.88
1324.0,640.0,7.89
1237.0,649.0,7.9
1187.0,647.0,7.91
1155.0,636.0,7.92
1126.0,622.0,7.93
1084.0,582.0,7.94
1082.0,530.0,7.95
1074.0,479.0,7.96
1050.0,449.0,7.97
1014.0,425.0,7.98
994.0,428.0,7.99
967.0,396.0,8.0
956.0,374.0,8.01
927.0,334.0,8.02
896.0,307.0,8.03
864.0,296.0,8.04
827.0,278.0,8.05
796.0,263.0,8.06
772.0,246.0,8.07
721.0,235.0,8.08
678.0,238.0,8.09
613.0,252.0,8.1
561.0,266.0,8.11
536.0,283.0,8.12
493.0,296.0,8.13
452.0,303.0,8.14
433.0,313.0,8.15
403.0,335.0,8.16
385.0,336.0,8.17
357.0,346.0,8.18
343.0,361.0,8.19
336.0,374.0,8.2
326.0,384.0,8.21
307.0,407.0,8.22
303.0,427.0,8.23
286.0,452.0,8.24
271.0,496.0,8.25
264.0,524.0,8.26
250.0,568.0,8.27
244.0,596.0,8.28
235.0,625.0,8.29
234.0,672.0,8.3
230.0,702.0,8.31
231.0,741.0,8.32
240.0,785.0,8.33
252.0,815.0,8.34
269.0,875.0,8.35
285.0,903.0,8.36
317.0,936.0,8.37
352.0,959.0,8.38
415.0,960.0,8.39
499.0,919.0,8.4
582.0,885.0,8.41
658.0,841.0,8.42
693.0,832.0,8.43
678.0,876.0,8.44
635.0,928.0,8.45
573.0,991.0,8.46
525.0,1062.0,8.47
500.0,1143.0,8.48
472.0,1234.0,8.49
442.0,1334.0,8.5
419.0,1432.0,8.51
388.0,1541.0,8.52
377.0,1646.0,8.53
375.0,1753.0,8.54
381.0,1868.0,8.55
393.0,1995.0,8.56
415.0,2146.0,8.57
446.0,2269.0,8.58
492.0,2383.0,8.59
555.0,2489.0,8.6
662.0,2589.0,8.61
759.0,2676.0,8.62
876.0,2714.0,8.63
982.0,2784.0,8.64
1080.0,2873.0,8.65
1136.0,3011.0,8.66
1207.0,3094.0,8.67
1263.0,3224.0,8.68
1332.0,3323.0,8.69
1416.0,3431.0,8.7
1489.0,3518.0,8.71
1595.0,3601.0,8.72
1689.0,3702.0,8.73
1827.0,3739.0,8.74
2002.0,3767.0,8.75
2181.0,3737.0,8.76
2398.0,3689.0,8.77
2613.0,3584.0,8.78
2856.0,3438.0,8.79
3049.0,3306.0,8.8
3228.0,3138.0,8.81
3314.0,3019.0,8.82
3361.0,2949.0,8.83
3374.0,2902.0,8.84
3375.0,2866.0,8.85
3384.0,2812.0,8.86
3403.0,2734.0,8.87
3448.0,2607.0,8.88
3564.0,2393.0,8.89
3683.0,2176.0,8.9
3838.0,1882.0,8.91
3976.0,1566.0,8.92
4127.0,1196.0,8.93
4217.0,827.0,8.94
4028.0,660.0,8.95
3757.0,618.0,8.96
3492.0,590.0,8.97
3206.0,590.0,8.98
2962.0,592.0,8.99
2708.0,599.0,9.0
2488.0,637.0,9.01
2298.0,669.0,9.02
2117.0,695.0,9.03
1959.0,715.0,9.04
1822.0,738.0,9.05
1690.0,747.0,9.06
1612.0,738.0,9.07
1562.0,724.0,9.08
1525.0,674.0,9.09
1469.0,655.0,9.1
1428.0,626.0,9.11
1369.0,584.0,9.12
1314.0,557.0,9.13
1257.0,539.0,9.14
1231.0,501.0,9.15
1205.0,477.0,9.16
1141.0,446.0,9.17
1121.0,402.0,9.18
1072.0,378.0,9.19
1023.0,354.0,9.2
975.0,347.0,9.21
919.0,348.0,9.22
870.0,346.0,9.23
826.0,350.0,9.24
800.0,345.0,9.25
776.0,351.0,9.26
728.0,369.0,9.27
679.0,380.0,9.28
641.0,395.0,9.29
615.0,403.0,9.3
568.0,421.0,9.31
536.0,436.0,9.32
511.0,448.0,9.33
494.0,461.0,9.34
479.0,482.0,9.35
475.0,503.0,9.36
473.0,501.0,9.37
464.0,524.0,9.38
454.0,547.0,9.39
442.0,575.0,9.4
440.0,593.0,9.41
433.0,601.0,9.42
440.0,616.0,9.43
436.0,638.0,9.44
450.0,630.0,9.45
461.0,629.0,9.46
465.0,637.0,9.47
483.0,628.0,9.48
484.0,641.0,9.49
479.0,656.0,9.5
492.0,665.0,9.51
500.0,656.0,9.52
510.0,655.0,9.53
516.0,642.0,9.54
511.0,637.0,9.55
503.0,644.0,9.56
519.0,660.0,9.57
510.0,686.0,9.58
507.0,699.0,9.59
546.0,691.0,9.6
547.0,704.0,9.61
566.0,707.0,9.62
565.0,702.0,9.63
570.0,708.0,9.64
567.0,731.0,9.65
557.0,755.0,9.66
538.0,810.0,9.67
522.0,851.0,9.68
511.0,886.0,9.69
505.0,931.0,9.7
474.0,986.0,9.71
468.0,1046.0,9.72
468.0,1101.0,9.73
461.0,1168.0,9.74
449.0,1229.0,9.75
427.0,1314.0,9.76
426.0,1397.0,9.77
429.0,1460.0,9.78
432.0,1569.0,9.79
437.0,1672.0,9.8
445.0,1763.0,9.81
457.0,1890.0,9.82
491.0,1999.0,9.83
520.0,2102.0,9.84
561.0,2226.0,9.85
631.0,2325.0,9.86
693.0,2411.0,9.87
756.0,2495.0,9.88
868.0,2538.0,9.89
1030.0,2517.0,9.9
1205.0,2478.0,9.91
1407.0,2405.0,9.92
1621.0,2303.0,9.93
1863.0,2093.0,9.94
2027.0,1938.0,9.95
2235.0,1733.0,9.96
2430.0,1500.0,9.97
2582.0,1246.0,9.98
2660.0,1042.0,9.99
2683.0,861.0,10.0
2632.0,730.0,10.01
2538.0,644.0,10.02
2401.0,612.0,10.03
2260.0,593.0,10.04
2122.0,566.0,10.05
1990.0,549.0,10.06
1873.0,534.0,10.07
1724.0,545.0,10.08
1615.0,558.0,10.09
1498.0,564.0,10.1
1399.0,583.0,10.11
1343.0,589.0,10.12
1266.0,595.0,10.13
1180.0,599.0,10.14
1145.0,591.0,10.15
1107.0,581.0,10.16
1070.0,569.0,10.17
1024.0,563.0,10.18
992.0,562.0,10.19
968.0,546.0,10.2
955.0,543.0,10.21
918.0,552.0,10.22
885.0,555.0,10.23
839.0,571.0,10.24
787.0,579.0,10.25
751.0,611.0,10.26
728.0,622.0,10.27
688.0,637.0,10.28
675.0,649.0,10.29
650.0,659.0,10.3
651.0,659.0,10.31
659.0,660.0,10.32
662.0,657.0,10.33
688.0,635.0,10.34
686.0,637.0,10.35
680.0,638.0,10.36
678.0,633.0,10.37
672.0,630.0,10.38
662.0,638.0,10.39
645.0,652.0,10.4
642.0,671.0,10.41
644.0,677.0,10.42
638.0,684.0,10.43
625.0,705.0,10.44
623.0,722.0,10.45
646.0,726.0,10.46
655.0,739.0,10.47
659.0,750.0,10.48
650.0,749.0,10.49
663.0,744.0,10.5
690.0,736.0,10.51
700.0,742.0,10.52
705.0,740.0,10.53
746.0,723.0,10.54
753.0,714.0,10.55
769.0,705.0,10.56
767.0,693.0,10.57
790.0,674.0,10.58
768.0,672.0,10.59
771.0,663.0,10.6
762.0,640.0,10.61
764.0,627.0,10.62
740.0,619.0,10.63
726.0,621.0,10.64
700.0,642.0,10.65
674.0,671.0,10.66
661.0,679.0,10.67
654.0,680.0,10.68
644.0,699.0,10.69
626.0,727.0,10.7
627.0,759.0,10.71
643.0,752.0,10.72
643.0,783.0,10.73
651.0,793.0,10.74
649.0,802.0,10.75
673.0,812.0,10.76
721.0,784.0,10.77
740.0,748.0,10.78
743.0,737.0,10.79
749.0,719.0,10.8
765.0,709.0,10.81
781.0,687.0,10.82
801.0,671.0,10.83
804.0,642.0,10.84
800.0,639.0,10.85
805.0,634.0,10.86
832.0,607.0,10.87
839.0,574.0,10.88
875.0,520.0,10.89
887.0,481.0,10.9
901.0,427.0,10.91
889.0,392.0,10.92
875.0,372.0,10.93
842.0,360.0,10.94
799.0,355.0,10.95
766.0,349.0,10.96
744.0,328.0,10.97
722.0,310.0,10.98
