Time,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star,k1,kb1,k2,k3,k9,k9b,k10,k10b,k13,k13b,k15,k15b,k4,k5,k8,k8b,k11,k11b,k12,k12b,k14,k14b,k6,k7,k16,k16prod,k17,k17prod,k18,k18prod,k19,k20,k21,k22,k22prod,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,a,d,k41,k42,cytosol,v1,v2,v3,v9,v10,v13,v15,v4,v5,v8,v11,v12,v14,v6,v7,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
0.1,19.920719232538126,19.84128223131299,0.07943654393942885,39.92023427378462,0.0003161532742218534,0.07896461236769554,199.99773049979936,0.0022564717641156322,1.3002459662191894e-05,5.628729646701882e-10,4.30848854706931e-07,1.7147405992323882e-09,2.240212456591509e-12,2.5873992923994587e-08,1.0297948304130112e-10,1.8335006548939718e-16,7.298610650270211e-19,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7826087638502979,0.019841057082342968,0.005527460142167424,0.7919891984223553,0.0031519696717827754,0.003133250849818895,0.0002702236419073661,8.954258623761395e-06,3.563628363440821e-08,1.6994164072631533e-08,1.719902434352781e-08,6.845060622767016e-11,2.2201647339903192e-11,4.3084396564912e-09,1.2003047988482029e-09,7.928076746187285e-05,0.00015871776868700907,7.976572621537503e-05,7.943654393942885e-05,3.161532742218534e-07,7.896461236769554e-05,2.269500200657859e-06,2.2564717641156323e-06,1.3002459662191894e-08,5.628729646701882e-13,4.30848854706931e-10,1.7147405992323883e-12,2.2402124565915092e-15,2.587399292399459e-11,7.298610650270211e-22,1.8335006548939718e-19,7.298610650270211e-22,5.377130813218318e-07,2.1400698297599153e-09,3.810137504621517e-15,1.5164198600691543e-17,2.5795959786588794e-07,1.026631207568539e-09,5.6019115037629565e-15,2.2295115611576858e-17,1.0205591486230187e-09,7.231944245260816e-18
0.11,19.912869698125082,19.825550374310545,0.08731876339637402,39.91228326431188,0.0003820840515095536,0.08674821537119141,199.99747419196456,0.0025099205516494185,1.585264931829193e-05,7.530376979348578e-10,5.249823026025995e-07,2.297162660889066e-09,3.295106031550597e-12,3.4682835812712295e-08,1.5176667161578864e-10,2.991170956788434e-16,1.3089989997616327e-18,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7808923810574024,0.019825299996638335,0.0060722983877145925,0.7911956636469705,0.0034619372605170164,0.0034393259102758643,0.0003005141274357303,9.952111266448573e-06,4.354622571581267e-08,2.0678092105005564e-08,2.0952489332527713e-08,9.168171171957327e-11,2.966077251035074e-11,5.249756725800076e-09,1.6079935549506696e-09,8.713030187491866e-05,0.00017444962568945524,8.771673568811617e-05,8.731876339637402e-05,3.820840515095536e-07,8.674821537119141e-05,2.52580803544733e-06,2.5099205516494185e-06,1.585264931829193e-08,7.530376979348578e-13,5.249823026025995e-10,2.297162660889066e-12,3.295106031550597e-15,3.46828358127123e-11,1.3089989997616328e-21,2.991170956788434e-19,1.3089989997616328e-21,6.574547935437036e-07,2.876850073352295e-09,5.669895265544721e-15,2.481005404635864e-17,3.1425281479026373e-07,1.3750372705955434e-09,8.322061224372748e-15,3.641480509114897e-17,1.3660929134384332e-09,1.1781659601492681e-17
0.12,19.90503433121202,19.809843735754306,0.09518992002522213,39.904336862041895,0.0004541633499178063,0.09451150221552711,199.9972126028908,0.0027683435136226903,1.900803520855048e-05,9.826328369214654e-10,6.291057582057172e-07,3.00151236304546e-09,4.6882794487079035e-12,4.534411131206398e-08,2.163480214788515e-10,4.680904677521432e-16,2.2334510136931745e-18,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7791800890907169,0.019809567646248496,0.0066157129507060765,0.7904034876959252,0.003770964658396095,0.0037441009171829648,0.00033138772831713695,1.0968090482350905e-05,5.23280608242182e-08,2.4744592193791387e-08,2.510306546445429e-08,1.197686721511007e-10,3.8649852762925263e-11,6.290969903678582e-09,2.101029371707728e-09,9.496566878798227e-05,0.00019015626424569512,9.566313795810605e-05,9.518992002522213e-05,4.541633499178063e-07,9.45115022155271e-05,2.7873971091829652e-06,2.7683435136226904e-06,1.900803520855048e-08,9.826328369214654e-13,6.291057582057172e-10,3.00151236304546e-12,4.688279448707903e-15,4.5344111312063984e-11,2.2334510136931745e-21,4.680904677521433e-19,2.2334510136931745e-21,7.905098488809469e-07,3.7716241435888555e-09,8.160327630624851e-15,3.893407055462957e-17,3.7650086309378896e-07,1.7962616137042572e-09,1.1957596311408365e-14,5.705061922465396e-17,1.7835173826219803e-09,1.8411368560069685e-17
0.13,19.897213103776963,19.7941622607257,0.10305004035188504,39.89639505692386,0.0005323687395365577,0.10225452333670994,199.9969457466013,0.003031720676212169,2.247437087100005e-05,1.2556463253946023e-09,7.433919193877526e-07,3.840406243765796e-09,6.4868358524684094e-12,5.8051830107153964e-08,2.9991079491106834e-10,7.073601256140597e-16,3.6543852873884866e-18,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7774718770911266,0.019793859978788905,0.007157707324640794,0.7896126673344136,0.0040790544906592835,0.004047580352514888,0.0003628417030303441,1.2002074198828144e-05,6.200143052722466e-08,2.9198814254991218e-08,2.965740205169328e-08,1.5321187784450475e-10,4.9319041453454905e-11,7.433805668512709e-09,2.6882433171276787e-09,0.0001027868962230373,0.00020583773927430188,0.00010360494307614515,0.00010305004035188505,5.323687395365578e-07,0.00010225452333670995,3.054253398693252e-06,3.0317206762121692e-06,2.247437087100005e-08,1.2556463253946024e-12,7.433919193877526e-10,3.840406243765796e-12,6.48683585246841e-15,5.8051830107153964e-11,3.654385287388487e-21,7.073601256140597e-19,3.654385287388487e-21,9.371987622278175e-07,4.841680034271068e-09,1.1419599420000334e-14,5.899516874608123e-17,4.44803291898195e-07,2.2978061699116377e-09,1.670655833869931e-14,8.630705983240934e-17,2.280148189921489e-09,2.778355179217593e-17
0.14,19.88940598786175,19.778505894447548,0.1108991508218325,39.88845783894045,0.0006166778614089288,0.10997732903543114,199.99667363708448,0.0033000321242248006,2.6257381371148508e-05,1.5761307324885623e-09,8.680121481743671e-07,4.826701967112811e-09,8.764423631375067e-12,7.300410804751101e-08,4.0596607654019214e-10,1.0375575991073342e-15,5.769618462473247e-18,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7757677342324248,0.019778176942004892,0.007698284993902083,0.7888231993370842,0.004386209374607668,0.004349768682668185,0.000394873319381499,1.3053940964169298e-05,7.258574375067274e-08,3.404582183816072e-08,3.462208984540888e-08,1.9252093349267892e-10,6.182016569368436e-11,8.679977115572678e-09,3.378635183210471e-09,0.00011059401213825079,0.00022149410555245136,0.00011154216105955378,0.0001108991508218325,6.166778614089289e-07,0.00010997732903543114,3.326362915528902e-06,3.3000321242248007e-06,2.6257381371148507e-08,1.5761307324885623e-12,8.680121481743671e-10,4.826701967112811e-12,8.764423631375067e-15,7.3004108047511e-11,5.769618462473247e-21,1.0375575991073341e-18,5.769618462473247e-21,1.097839276675848e-06,6.104764292766604e-09,1.560280858997156e-14,8.676286898309563e-17,5.192587681139705e-07,2.8873107045870596e-09,2.279068845180512e-14,1.267307846968913e-16,2.863420079823324e-09,4.069584680262642e-17
0.15,19.881612955571924,19.76287458228391,0.1187372778002266,39.88052519810774,0.0007070684274183811,0.11767996947722792,199.99639628829428,0.003573258001049996,3.0362763351496012e-05,1.9482027125501894e-09,1.0031364764381021e-06,5.97349510567719e-09,1.1601379086174722e-11,9.040313241170752e-08,5.383578935444017e-10,1.4833049166907943e-15,8.832883878033273e-18,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7740676497212349,0.019762518483771557,0.008237449433766716,0.7880350804880163,0.004692431919621719,0.004650670358502817,0.00042747985448729194,1.4123569944978718e-05,8.41001784995648e-08,3.9290592821749364e-08,4.000366132301819e-08,2.382145207036462e-10,7.630668667121894e-11,1.0031184013647893e-08,4.181371230334206e-09,0.00011838704442807685,0.00023712541771608864,0.00011947480189226228,0.0001187372778002266,7.070684274183811e-07,0.00011767996947722792,3.6037117057408086e-06,3.5732580010499963e-06,3.0362763351496014e-08,1.9482027125501895e-12,1.0031364764381021e-09,5.9734951056771905e-12,1.1601379086174722e-14,9.040313241170752e-11,8.832883878033272e-21,1.4833049166907944e-18,8.832883878033272e-21,1.2727463806352559e-06,7.579075388794162e-09,2.0882809485945118e-14,1.243553290447857e-16,5.999650809547703e-07,3.5725507065548007e-09,3.045651213842695e-14,1.8136298539111813e-16,3.5408843878073367e-09,5.809770010968314e-17
0.16,19.87383397907645,19.747268269739298,0.1265644475723999,39.87259712447505,0.0008035182198721301,0.12536249469323804,199.99611371415025,0.0038513785083464282,3.479618520373932e-05,2.376042319398101e-09,1.1489336162654947e-06,7.294115801102058e-09,1.5084785148608937e-11,1.1045511887519296e-07,7.012674479477042e-10,2.073602439780538e-15,1.3164557018797065e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7723716127968423,0.01974688455209306,0.008775204110455436,0.7872483075806721,0.00499772472720275,0.00495028981542759,0.0004606585947262727,1.5210840922525058e-05,9.656368356284603e-08,4.493802030517054e-08,4.580859116180089e-08,2.9082025593146134e-10,9.293366265109432e-11,1.1489112908432189e-08,5.105781846204856e-09,0.0001261660209235481,0.0002527317302607017,0.00012740287552494983,0.0001265644475723999,8.035182198721301e-07,0.00012536249469323804,3.886285849741267e-06,3.8513785083464285e-06,3.479618520373932e-08,2.3760423193981012e-12,1.1489336162654947e-09,7.294115801102057e-12,1.5084785148608937e-14,1.1045511887519297e-10,1.3164557018797065e-20,2.073602439780538e-18,1.3164557018797065e-20,1.4622323247843624e-06,9.283257141792957e-09,2.7451041369114557e-14,1.7427848741610873e-16,6.870191488628982e-07,4.361435315500751e-09,3.9976433295936337e-14,2.537942397556498e-16,4.3202066445347065e-09,8.110440555173288e-17
0.17,19.866069030607704,19.731686902458694,0.13438068634389702,39.864673608124896,0.0009060050914702756,0.1330249545802031,199.99582592853756,0.004134373906064765,3.956328708525354e-05,2.863892516257518e-09,1.3055709643050487e-06,8.8021256550742e-09,1.9308631161590492e-11,1.3337028094491948e-07,8.992232109232393e-10,2.842334542241669e-15,1.9162988130801247e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7706796127311444,0.01973127509510267,0.00931155248113087,0.7864628774178849,0.005302090390983966,0.0052486314734295735,0.0004944068357305756,1.6315634290433025e-05,1.0999498021436847e-07,5.099291323697492e-08,5.204329647174939e-08,3.508745576660739e-10,1.1185770973226624e-10,1.3055437165725274e-08,6.16135936609667e-09,0.00013393096939229646,0.0002683130975413041,0.00013532639187510687,0.00013438068634389702,9.060050914702756e-07,0.0001330249545802031,4.174071462442752e-06,4.134373906064766e-06,3.956328708525354e-08,2.863892516257518e-12,1.3055709643050487e-09,8.8021256550742e-12,1.9308631161590494e-14,1.333702809449195e-10,1.9162988130801246e-20,2.842334542241669e-18,1.9162988130801246e-20,1.6666066390168997e-06,1.123639220359866e-08,3.551836513242549e-14,2.3946813952079536e-16,7.805170233173656e-07,5.262005244348465e-09,5.1649836536429704e-14,3.4822186126404515e-16,5.209164094674303e-09,1.1101572963542737e-16
0.18,19.858318082461135,19.716130426226737,0.14218602024096177,39.8567546391728,0.0010145069648810582,0.14066739890123953,199.9955329453071,0.004422224512126859,4.466968109470704e-05,3.4160584901182843e-09,1.4732146122296971e-06,1.0511314418607426e-08,2.4373866393034423e-11,1.5936278693367252e-07,1.1371048406529644e-09,3.828696675107525e-15,2.7317636842662733e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7689916388284772,0.019715690061062007,0.009846497993949228,0.7856787868118076,0.005605531496772468,0.005545699737160447,0.0005287218823364329,1.7437831051030014e-05,1.2441256389563765e-07,5.745999730491318e-08,5.8714137271993026e-08,4.1892250585124245e-10,1.3323696553081818e-10,1.4731817075784612e-08,7.357755751867791e-09,0.00014168191753886547,0.0002838695737732641,0.00014324536082720163,0.00014218602024096178,1.014506964881058e-06,0.00014066739890123954,4.467054692897099e-06,4.422224512126859e-06,4.4669681094707035e-08,3.4160584901182845e-12,1.4732146122296972e-09,1.0511314418607427e-11,2.4373866393034424e-14,1.5936278693367252e-10,2.731763684266273e-20,3.828696675107525e-18,2.731763684266273e-20,1.886176149187107e-06,1.3457995598620662e-08,4.531590407290533e-14,3.23332810618903e-16,8.80553895774265e-07,6.28243074449966e-09,6.580419821568796e-14,4.69509745328547e-16,6.215643342807404e-09,1.493311891468269e-16
0.19,19.85058110699518,19.70059878696753,0.14998047531068714,39.848840207767275,0.0011290018326143866,0.14828987728602844,199.99523477827566,0.004714910702364879,5.0120951327276674e-05,4.036907116367688e-09,1.6520293525550444e-06,1.2435696852027549e-08,3.038853193298231e-11,1.8865072649427575e-07,1.4201516500095198e-09,5.0777207814901755e-15,3.822310878220696e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7673076804255368,0.01970012939836092,0.010380044088071331,0.7848960325838923,0.005908050622567751,0.005841498995979528,0.0005636010485659622,1.8577312812733953e-05,1.3983470589365403e-07,6.434391562285852e-08,6.582741678139082e-08,4.955177081967473e-10,1.5723105107642738e-10,1.651989991124244e-08,8.704780390434495e-09,0.00014941889300482125,0.00029940121303247136,0.00015115979223272874,0.00014998047531068716,1.1290018326143867e-06,0.00014828987728602845,4.76522172435101e-06,4.714910702364879e-06,5.012095132727667e-08,4.036907116367688e-12,1.6520293525550444e-09,1.2435696852027549e-11,3.038853193298231e-14,1.8865072649427576e-10,3.822310878220696e-20,5.0777207814901755e-18,3.822310878220696e-20,2.1212449938378966e-06,1.596800831909939e-08,5.709589198146337e-14,4.2979942021114326e-16,9.87224102193311e-07,7.4310095701308524e-09,8.279620504986229e-14,6.232507335324584e-16,7.347637929335418e-09,1.9776910554507066e-16
0.2,19.842858076631114,19.685091930744207,0.15776407752129396,39.84093030408966,0.0012494677567806227,0.15589243923123633,199.99493144122587,0.005012412910354027,5.5922653975741274e-05,4.730866426391364e-09,1.8421786857487373e-06,1.4589509919340528e-08,3.7467840181676607e-11,2.2145607728096055e-07,1.7539679195241912e-09,6.640720716966558e-15,5.2592795733635407e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7656277268912637,0.019684593055517084,0.010912194193689802,0.7841146115648564,0.006209650338589439,0.006136033624013267,0.0005990416575962262,1.973396178703363e-05,1.5627945500584593e-07,7.164922943427999e-08,7.338938176016854e-08,5.812221800270891e-10,1.8400103813859802e-10,1.8421319997940316e-08,1.0212398126278579e-08,0.00015714192336888783,0.0003149080692557947,0.00015906969591034104,0.00015776407752129395,1.2494677567806228e-06,0.00015589243923123632,5.068558774135035e-06,5.012412910354028e-06,5.5922653975741274e-08,4.730866426391363e-12,1.8421786857487374e-09,1.458950991934053e-11,3.7467840181676605e-14,2.2145607728096056e-10,5.2592795733635405e-20,6.640720716966558e-18,5.2592795733635405e-20,2.372114640796201e-06,1.8786790977555315e-08,7.11325271376965e-14,5.633602647534181e-16,1.1006211284463841e-06,8.71616496864318e-09,1.0301288048389549e-13,8.158315220991918e-16,8.613246231434685e-09,2.582824778532593e-16
0.21,19.8351489638528,19.66960980375842,0.16553685276248048,39.833024918354035,0.0013758828687886922,0.16347513410103548,199.9946229479064,0.005314711627208487,6.208031745751453e-05,5.502424890934924e-09,2.0438248295428558e-06,1.6987208950073716e-08,4.5734291198649164e-11,2.580046600603856e-07,2.144530617231371e-09,8.575934227521404e-15,7.127893977295951e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7639517676267118,0.019669080981175542,0.01144295173206326,0.7833345205946476,0.006510333207309024,0.006429307980223467,0.0006350410417239272,2.0907660785337785e-05,1.7376463919324798e-07,7.938041900499983e-08,8.140622293904033e-08,6.766061831103743e-10,2.1370940562834652e-10,2.0437698807799626e-08,1.189072657117553e-08,0.0001648510361472004,0.00033039019624158186,0.00016697508164596753,0.00016553685276248048,1.3758828687886922e-06,0.00016347513410103548,5.377052093608059e-06,5.314711627208487e-06,6.208031745751453e-08,5.502424890934925e-12,2.0438248295428556e-09,1.6987208950073716e-11,4.573429119864916e-14,2.580046600603856e-10,7.127893977295952e-20,8.575934227521404e-18,7.127893977295952e-20,2.6390839036647028e-06,2.1935117510667464e-08,8.772282870285217e-14,7.291224286470254e-16,1.2208376162227024e-06,1.0146443690784809e-08,1.268727183113435e-13,1.0545000453979356e-15,1.0020668669608765e-08,3.330819718368859e-16
0.22,19.827453741206572,19.65415235235,0.17329882684562037,39.82512404080709,0.001508225369175892,0.1710380111273919,199.99430931203202,0.005621787401471076,6.859944248676884e-05,6.356130971063199e-09,2.2571287245535474e-06,1.9643465186617408e-08,5.531775294803378e-11,2.9852611059771005e-07,2.5981946764762444e-09,1.0948974033507558e-14,9.528750660140728e-17,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7622797920649527,0.01965359312410844,0.011972320115534235,0.7825557565224136,0.006810101783472151,0.006721326408456222,0.0006715965423414097,2.2098293216206866e-05,1.923078672257283e-07,8.754188422940637e-08,8.988407530044266e-08,7.82248119895366e-10,2.4652001030880864e-10,2.2570645014771725e-08,1.3750034383723733e-08,0.00017254625879342678,0.0003458476476499994,0.00017487595919291055,0.00017329882684562038,1.5082253691758921e-06,0.0001710380111273919,5.690687967990771e-06,5.621787401471076e-06,6.859944248676884e-08,6.356130971063199e-12,2.2571287245535475e-09,1.9643465186617407e-11,5.531775294803378e-14,2.9852611059771005e-10,9.528750660140728e-20,1.0948974033507558e-17,9.528750660140728e-20,2.9224489582406803e-06,2.54341689423598e-08,1.0718750207163611e-13,9.328586522962358e-16,1.3479653678106286e-06,1.1730514012708373e-08,1.5482682315121146e-13,1.3474354728036054e-15,1.1578205829189201e-08,4.2465180166594533e-16
0.23,19.819772381301075,19.638719522996556,0.18105002550405513,39.817227661728076,0.0016464735273554398,0.17858111941049798,199.99399054728363,0.005933620838944869,7.548550218103367e-05,7.296592496710147e-09,2.482250042251962e-06,2.2573162437478927e-08,6.635556459936143e-11,3.432538407449363e-07,3.1216998303424395e-09,1.3833448413668655e-14,1.2579925955670442e-16,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.760611789670961,0.019638129433214642,0.012500302747557262,0.7817783162064736,0.007108958614126689,0.00701209323750271,0.0007087055099057444,2.330574308236916e-05,2.1192653031524658e-07,9.613794541806984e-08,9.882901845318379e-08,8.987343922536678e-10,2.825980484278727e-10,2.4821754574306665e-08,1.5800738923002108e-08,0.00018022761869892698,0.00036128047700344224,0.00018277233827192207,0.00018105002550405515,1.6464735273554398e-06,0.00017858111941049799,6.00945271636566e-06,5.933620838944869e-06,7.548550218103366e-08,7.296592496710147e-12,2.482250042251962e-09,2.2573162437478926e-11,6.635556459936143e-14,3.4325384074493634e-10,1.2579925955670442e-19,1.3833448413668655e-17,1.2579925955670442e-19,3.22250335882634e-06,2.9305527198231563e-08,1.2987180642689065e-13,1.1810604834006135e-15,1.4820953515451203e-06,1.3477163778922237e-08,1.8736005752986773e-13,1.7038207031475862e-15,1.3294256002109769e-08,5.357716716590959e-16
0.24,19.812104856807068,19.623311262313045,0.1887904743933557,39.80933577142864,0.0017906056813908587,0.18610450791916097,199.99366666730845,0.006250192602540854,8.274394215636356e-05,8.328476129078163e-09,2.719347191943763e-06,2.5791394204253243e-08,7.899262204299021e-11,3.9242500477625515e-07,3.7221762903876167e-09,1.7311514669065668e-14,1.6418941506116223e-16,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.758947749941502,0.019622689857519377,0.01302690302272385,0.7810021965142839,0.007406906238648989,0.007301612781155939,0.0007463653039097886,2.4529894977813124e-05,2.3263780373916915e-07,1.0517284399728206e-07,1.082470769670518e-07,1.0266592792683531e-09,3.2211002252912336e-10,2.719261079291411e-08,1.805340423379701e-08,0.00018789514319293363,0.0003766887376869532,0.0001906642285713564,0.0001887904743933557,1.7906056813908587e-06,0.00018610450791916097,6.333332691565996e-06,6.250192602540854e-06,8.274394215636357e-08,8.328476129078162e-12,2.719347191943763e-09,2.5791394204253242e-11,7.899262204299021e-14,3.924250047762552e-10,1.6418941506116224e-19,1.7311514669065667e-17,1.6418941506116224e-19,3.539538054445814e-06,3.357116897539992e-08,1.561464281625382e-13,1.4809931164301477e-15,1.6233177070003722e-06,1.5395298462011172e-08,2.2499219523859536e-13,2.1339174407536397e-15,1.51773130570816e-08,6.695361462012492e-16
0.25,19.804451140457243,19.60792751705132,0.19652019909162974,39.80144836025273,0.001940600237730922,0.19360822549125775,199.99333768572004,0.006571483412100704,9.038018063939217e-05,9.456506712402005e-09,2.9685773291085236e-06,2.931346020039179e-08,9.338148310319268e-11,4.4628045878243707e-07,4.407151726612406e-09,2.1474583986989258e-14,2.120535769311567e-16,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.7572876624050142,0.019607274346173834,0.013552124326792151,0.780227394322405,0.00770394718877273,0.00758988933827313,0.0007845732928503113,2.5770634084795137e-05,2.544586484524106e-07,1.1465074332195845e-07,1.1814422076121746e-07,1.1666247909431142e-09,3.652237019800236e-10,2.9684784411328693e-08,2.0518738606078543e-08,0.00019554885954275666,0.0003920724829486813,0.0001985516397472742,0.00019652019909162973,1.940600237730922e-06,0.00019360822549125775,6.6623142799815405e-06,6.571483412100704e-06,9.038018063939217e-08,9.456506712402005e-12,2.968577329108524e-09,2.931346020039179e-11,9.338148310319268e-14,4.462804587824371e-10,2.120535769311567e-19,2.1474583986989258e-17,2.120535769311567e-19,3.873841404961336e-06,3.825345966357569e-08,1.8640835640691922e-13,1.8407525480530472e-15,1.7717217504964242e-06,1.7493939241445436e-08,2.682790806628457e-13,2.6491437745001115e-15,1.7235963909133993e-08,8.293793409708329e-16
