Time,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star,k1,kb1,k2,k3,k9,k9b,k10,k10b,k13,k13b,k15,k15b,k4,k5,k8,k8b,k11,k11b,k12,k12b,k14,k14b,k6,k7,k16,k16prod,k17,k17prod,k18,k18prod,k19,k20,k21,k22,k22prod,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,a,d,k41,k42,cytosol,v1,v2,v3,v9,v10,v13,v15,v4,v5,v8,v11,v12,v14,v6,v7,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
0.68,19.488026777235305,18.96888420737472,0.5191039812774273,39.466395028231084,0.013640607204729698,0.4983316016108703,199.97455316555713,0.02458668171026482,0.0008486946212537428,2.246507655192024e-07,2.719919851824741e-05,7.146682010484103e-07,5.903204129984868e-09,1.1164729057171396e-05,2.9341571396762625e-07,4.831452922969381e-12,1.2694591506968223e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6894990865741019,0.018966470717094765,0.034878773776143575,0.7481143733917474,0.019653711237020956,0.018868563854134945,0.002910194383810833,9.327638368111825e-05,2.450464094994592e-06,9.886505979810475e-07,1.0732296624069106e-06,2.819947433256185e-08,8.165679854930766e-09,2.719573785073905e-07,5.002040895820094e-07,0.0005119732227646945,0.0010311157926252805,0.0005336049717689154,0.0005191039812774273,1.3640607204729698e-05,0.0004983316016108704,2.54468344428882e-05,2.458668171026482e-05,8.486946212537428e-07,2.2465076551920242e-10,2.719919851824741e-08,7.146682010484104e-10,5.9032041299848675e-12,1.1164729057171396e-08,1.2694591506968222e-16,4.831452922969381e-15,1.2694591506968222e-16,3.827796835754094e-05,1.0058383873183349e-06,1.656541915044092e-11,4.3529365712890636e-13,1.608762526892682e-05,4.2263793417394097e-07,2.3078982031926373e-11,6.064081122958046e-13,4.058155062567039e-07,1.7561637636458996e-13
0.6900000000000001,19.480954535952925,18.95452843343379,0.5263860334875125,39.45869561144943,0.014028168695977027,0.5050162275676915,199.9740126945606,0.0250973608249949,0.0008779189396291184,2.3547703330657542e-07,2.812004376943671e-05,7.493437766989767e-07,6.2754619068800995e-09,1.1713505593149373e-05,3.1220520727236545e-07,5.239703892242281e-12,1.3962539007695437e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6880029905675321,0.018952065547834494,0.035346542525903225,0.7473945818799398,0.01991325343374004,0.019106187903863946,0.0029700494453929385,9.514172787230265e-05,2.534914897148818e-06,1.0206762107729082e-06,1.1093447706455315e-06,2.9561852531191973e-08,8.547088569524928e-09,2.811638994860468e-07,5.244724866996691e-07,0.0005190454640470743,0.0010454715665662098,0.0005413043885505731,0.0005263860334875125,1.4028168695977027e-05,0.0005050162275676915,2.5987305439401087e-05,2.5097360824994904e-05,8.779189396291185e-07,2.354770333065754e-10,2.812004376943671e-08,7.493437766989767e-10,6.2754619068801e-12,1.1713505593149372e-08,1.3962539007695437e-16,5.239703892242281e-15,1.3962539007695437e-16,3.96209871414287e-05,1.0558978292232287e-06,1.772431650879115e-11,4.723529700713643e-13,1.662882599785702e-05,4.430511057944529e-07,2.468187930449603e-11,6.577234684671676e-13,4.251600191063099e-07,1.9018632760555948e-13
0.7000000000000001,19.473894937281578,18.94019491413735,0.5336584364560152,39.451000271081874,0.01442068811328586,0.5116832508948262,199.97346770108567,0.02561194789506687,0.0009077380368812489,2.4666393495970145e-07,2.9058905462575237e-05,7.85181082877226e-07,6.665438783659984e-09,1.2281113153026562e-05,3.319080316774529e-07,5.676168818913005e-12,1.5336926627204942e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6865104066096086,0.018937682279572564,0.03581307591610106,0.7466759762555201,0.020171995381646556,0.01934274783654821,0.0030303431520167724,9.701905705265928e-05,2.6210409521393436e-06,1.053262035653453e-06,1.1461562233464386e-06,3.0969513674654145e-08,8.940471230077368e-09,2.905505046474596e-07,5.495538437068835e-07,0.0005261050627184231,0.0010598050858626508,0.0005489997289181286,0.0005336584364560152,1.442068811328586e-05,0.0005116832508948263,2.6532298914333508e-05,2.561194789506687e-05,9.077380368812489e-07,2.466639349597015e-10,2.905890546257524e-08,7.85181082877226e-10,6.665438783659984e-12,1.2281113153026563e-08,1.5336926627204943e-16,5.676168818913005e-15,1.5336926627204943e-16,4.099181509166992e-05,1.1076938296737854e-06,1.89469553805212e-11,5.119912432083001e-13,1.7180454236354227e-05,4.6414244164060767e-07,2.637219762969693e-11,7.125853655009941e-13,4.4513141134206706e-07,2.0573730382436609e-13
0.71,19.466847956630893,18.925883602119118,0.5409212124682955,39.44330899885131,0.014818146775372245,0.5183327148107226,199.97291819728724,0.026130426099952343,0.0009381561708459898,2.582183279230409e-07,3.001589022137234e-05,8.222020553382476e-07,7.0737122854416744e-09,1.2867928801157203e-05,3.525548926114267e-07,6.142379340396467e-12,1.6825049285125347e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.685021325573621,0.018923320866889734,0.03627837695223786,0.7459585537822091,0.02042993928771743,0.019578247321736263,0.003091073256625362,9.89082805682947e-05,2.7088509399098523e-06,1.086409336910934e-06,1.1836678145492656e-06,3.2423296015911706e-08,9.346022630042423e-09,3.0011825799286226e-07,5.754635052382889e-07,0.0005331520433691055,0.001074116397880881,0.0005566910011486903,0.0005409212124682955,1.4818146775372244e-05,0.0005183327148107226,2.7081802712769498e-05,2.6130426099952345e-05,9.381561708459898e-07,2.582183279230409e-10,3.001589022137234e-08,8.222020553382476e-10,7.073712285441675e-12,1.2867928801157203e-08,1.6825049285125347e-16,6.142379340396468e-15,1.6825049285125347e-16,4.239063737609709e-05,1.1612609128637234e-06,2.0235922426998446e-11,5.543490978883248e-13,1.774256656123982e-05,4.859244800584226e-07,2.8153450255275865e-11,7.711856814049817e-13,4.6574053771661526e-07,2.2232048013777222e-13
0.72,19.45981356946512,18.911594450132085,0.5481743837436922,39.43562178650838,0.01522052605946284,0.5249646624200159,199.97236419529042,0.02665277866926173,0.0009691775761965544,2.7014710533529556e-07,3.099110371410733e-05,8.604287196657841e-07,7.500870275163888e-09,1.3474331894243178e-05,3.741770757419821e-07,6.63992836064506e-12,1.8434592943050718e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6835357383598016,0.018908981264477234,0.03674244863208959,0.7452423117314961,0.020687087352418334,0.01981269001647108,0.003152237519905375,0.00010080930823244181,2.7983533913328774e-06,1.1201193292103952e-06,1.2218832977106566e-06,3.3924040692714343e-08,9.763937584794624e-09,3.098682139365745e-07,6.022168785258277e-07,0.0005401864305348801,0.0010884055498679157,0.0005643782134916245,0.0005481743837436922,1.5220526059462842e-05,0.0005249646624200159,2.763580470957483e-05,2.665277866926173e-05,9.691775761965544e-07,2.7014710533529556e-10,3.099110371410733e-08,8.604287196657842e-10,7.500870275163887e-12,1.3474331894243177e-08,1.8434592943050718e-16,6.63992836064506e-15,1.8434592943050718e-16,4.381763723434448e-05,1.2166337598020386e-06,2.159387309156946e-11,5.995727598829318e-13,1.8315218939296983e-05,5.084098020373316e-07,3.002924285293394e-11,8.337238750861589e-13,4.869982656959418e-07,2.399889430824633e-13
0.73,19.452791751302982,18.897327411048167,0.5554179724357449,39.427938625831395,0.01562780740110295,0.5315791367138647,199.97180570719053,0.02717898888260856,0.0010008064645267152,2.824571956237092e-07,3.198465065919613e-05,8.998831892643297e-07,7.947510981985708e-09,1.4100704055888734e-05,3.968064490655292e-07,7.170471652379775e-12,2.0173649880661267e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6820536358952326,0.01889466342713645,0.037205293945729356,0.7445272473826127,0.020943441769725592,0.020046079565336675,0.0032138337102624055,0.00010272205032317843,2.889556689394557e-06,1.154393178096603e-06,1.260806385963819e-06,3.5472591645749426e-08,1.0194410912051555e-08,3.198014173616566e-07,6.298294319895672e-07,0.0005472082486970183,0.0011026725889518342,0.0005720613741686045,0.0005554179724357449,1.562780740110295e-05,0.0005315791367138647,2.819429280948027e-05,2.717898888260856e-05,1.0008064645267151e-06,2.824571956237092e-10,3.198465065919613e-08,8.998831892643297e-10,7.947510981985708e-12,1.4100704055888734e-08,2.0173649880661267e-16,7.170471652379775e-15,2.0173649880661267e-16,4.5272995990040404e-05,1.273847204393309e-06,2.3023532467356376e-11,6.478142013725904e-13,1.889846673119901e-05,5.316110299817007e-07,3.200327467369977e-11,9.00407176635852e-13,5.089154741853609e-07,2.58797733744069e-13
0.74,19.445782477717543,18.88308243785786,0.5626520006324153,39.420259508626245,0.016039972293965286,0.5381761805702859,199.97124274505313,0.027709040069474198,0.0010330470244337333,2.9515556210114616e-07,3.2996634830727565e-05,9.405876633688821e-07,8.414243028674712e-09,1.4747429151328912e-05,4.204754649328573e-07,7.735729479064796e-12,2.2050734348774575e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6805750091337559,0.018880367309778618,0.03766691587554917,0.7438133580225071,0.021199004727148002,0.020278419600504555,0.003275859603796354,0.00010464641758115759,2.9824690703717273e-06,1.1892320004931246e-06,1.3004407523765552e-06,3.706979553758504e-08,1.0637637412547209e-08,3.2991890367526485e-07,6.583166938408937e-07,0.0005542175222824561,0.0011169175621421404,0.0005797404913737564,0.0005626520006324153,1.6039972293965287e-05,0.000538176180570286,2.87572549468873e-05,2.77090400694742e-05,1.0330470244337334e-06,2.9515556210114615e-10,3.2996634830727566e-08,9.405876633688821e-10,8.414243028674712e-12,1.4747429151328912e-08,2.2050734348774575e-16,7.735729479064797e-15,2.2050734348774575e-16,4.6756893062928924e-05,1.3329362295552873e-06,2.4527696161487453e-11,6.992312843640369e-13,1.9492364695414617e-05,5.555408264943126e-07,3.407933969873053e-11,9.714507795188139e-13,5.315030522712996e-07,2.7880389116394796e-13
0.75,19.43878572433605,18.868859483669887,0.569876490356308,39.412584426726305,0.016457002289659458,0.544755836754489,199.97067532091427,0.02824291560907293,0.001065903421601015,3.082492025659299e-07,3.402715906396938e-05,9.825644250722245e-07,8.90168545799465e-09,1.5414893262330506e-05,4.452171620115451e-07,8.33748823653885e-12,2.4074798602911743e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6790998490558813,0.018866092867424526,0.03812731739628171,0.7431006409458184,0.021453778405748573,0.020509713741779914,0.0033383129842768783,0.00010658232120734881,3.077098625001389e-06,1.2246368651975773e-06,1.3407900302077725e-06,3.8716501672398846e-08,1.1093811850953675e-08,3.402216988637063e-07,6.876942506979952e-07,0.0005612142756639509,0.0011311405163301133,0.0005874155732736933,0.000569876490356308,1.6457002289659458e-05,0.000544755836754489,2.9324679085729333e-05,2.8242915609072933e-05,1.065903421601015e-06,3.082492025659299e-10,3.4027159063969376e-08,9.825644250722246e-10,8.90168545799465e-12,1.5414893262330506e-08,2.4074798602911745e-16,8.33748823653885e-15,2.4074798602911745e-16,4.8269505980921287e-05,1.3939359633735047e-06,2.6109231155664217e-11,7.539879055199349e-13,2.0096966992090163e-05,5.802118931717223e-07,3.626132778541041e-11,1.0470780346418891e-12,5.54771897978754e-07,3.0006649601559054e-13
0.76,19.431801466839804,18.854658501710873,0.5770914635648904,39.40491337199234,0.016878878997542195,0.5513181479192083,199.97010344678034,0.02878059893021741,0.0010993797988804936,3.21745148904425e-07,3.507632526084415e-05,1.0258358393696156e-06,9.410467758103014e-09,1.6103484662264537e-05,4.7106516718576363e-07,8.977602114215302e-12,2.625524932087223e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6776281466686971,0.0188518400552042,0.038586501475021996,0.742389093454851,0.02170776498016612,0.020739965596647716,0.003401191643118938,0.00010852967286079092,3.1734532996426023e-06,1.2606087933730815e-06,1.3818578131624861e-06,4.041356191648665e-08,1.1563128937048894e-08,3.50710819547196e-07,7.179777462135488e-07,0.0005681985331601955,0.0011453414982891263,0.0005950866280076544,0.0005770914635648904,1.6878878997542196e-05,0.0005513181479192083,2.9896553219666e-05,2.878059893021741e-05,1.0993797988804937e-06,3.21745148904425e-10,3.507632526084415e-08,1.0258358393696157e-09,9.410467758103014e-12,1.6103484662264536e-08,2.6255249320872234e-16,8.977602114215303e-15,2.6255249320872234e-16,4.9811010392077594e-05,1.4568816752926104e-06,2.7771076662969796e-11,8.122541423819064e-13,2.0712327186909023e-05,6.056369694113996e-07,3.855322580861941e-11,1.1275206462773617e-12,5.787329170442723e-07,3.2264671454255386e-13
0.77,19.424829680964006,18.84047944532499,0.5842969421507109,39.39724633631244,0.017305584084528244,0.557863156605035,199.96952713462835,0.02932207351118447,0.0011334802763747409,3.3565046669634315e-07,3.6144234395375334e-05,1.0704243512207642e-06,9.941229886968775e-09,1.681359379134909e-05,4.980536973941136e-07,9.657994775761654e-12,2.860196440777617e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6761598930057788,0.018837608828356618,0.03904447107124899,0.7416787128595492,0.02196096661863688,0.020969178760318456,0.0034644933793584153,0.0001104883846563559,3.2715408974308505e-06,1.2971487590359375e-06,1.4236476556453226e-06,4.216183061954491e-08,1.2045783307128217e-08,3.613872730343188e-07,7.491828797145265e-07,0.0005751703190359954,0.001159520554675008,0.0006027536636875608,0.000584296942150711,1.7305584084528246e-05,0.0005578631566050351,3.0472865371666824e-05,2.932207351118447e-05,1.133480276374741e-06,3.3565046669634315e-10,3.614423439537534e-08,1.0704243512207642e-09,9.941229886968775e-12,1.681359379134909e-08,2.860196440777617e-16,9.657994775761655e-15,2.860196440777617e-16,5.138158007651899e-05,1.5218087723441696e-06,2.951624498082488e-11,8.742064009677698e-13,2.1338498254928247e-05,6.318288312305663e-07,4.0959118797047684e-11,1.2130188698158866e-12,6.033970217043286e-07,3.466078427498444e-13
0.78,19.417870342497626,18.826322267973627,0.5914929479416178,39.3895833116019,0.017737099274902027,0.5643909052407478,199.96894639640587,0.02986732287958128,0.0011682089515188078,3.499722548227577e-07,3.723098651910345e-05,1.1163524836289689e-06,1.0494622295820401e-08,1.7545613232061483e-05,5.262175614061302e-07,1.0380661059166988e-11,3.1125310192007516e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6746950791271006,0.018823399142229403,0.03950122913684713,0.7409694964774717,0.022213385483015945,0.02119735681577386,0.003528215999627823,0.00011245836916252386,3.371369079424915e-06,1.3342576895395587e-06,1.46616307301253e-06,4.3962164536721156e-08,1.2541969505657657e-08,3.722520573761954e-07,7.813254048540354e-07,0.0005821296575023761,0.001173677732026375,0.000610416688398098,0.0005914929479416178,1.7737099274902026e-05,0.0005643909052407477,3.105360359414999e-05,2.986732287958128e-05,1.1682089515188077e-06,3.499722548227577e-10,3.723098651910345e-08,1.116352483628969e-09,1.0494622295820402e-11,1.7545613232061484e-08,3.112531019200752e-16,1.0380661059166988e-14,3.112531019200752e-16,5.298138695827092e-05,1.5887527954106514e-06,3.134782234000004e-11,9.400275647236414e-13,2.197553258439259e-05,6.588002900966387e-07,4.348319106443354e-11,1.3038217113236946e-12,6.287751294989482e-07,3.720153508406298e-13
0.79,19.410923427283247,18.812186923235032,0.598679502700976,39.38192428980316,0.01817340635012996,0.5709014361436415,199.96836124403114,0.030416330612211898,0.0012035698991617948,3.647176450768079e-07,3.833668076647279e-05,1.1636428357373013e-06,1.1071305951634215e-08,1.8299937684718668e-05,5.555921615380809e-07,1.1147668696103462e-11,3.383615901544109e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6732336961189448,0.01880921095227851,0.03995677861612776,0.7402614416337662,0.02246502372879865,0.021424503333812323,0.003592357318132092,0.00011443953939916923,3.4729453657463164e-06,1.3719364660546814e-06,1.5094075418225076e-06,4.581542275142662e-08,1.3051881967166553e-08,3.8330616142035657e-07,8.144211282751091e-07,0.0005890765727167534,0.0011878130767649688,0.0006180757101968415,0.0005986795027009761,1.817340635012996e-05,0.0005709014361436416,3.1638755968871335e-05,3.0416330612211898e-05,1.2035698991617947e-06,3.647176450768079e-10,3.833668076647279e-08,1.1636428357373013e-09,1.1071305951634216e-11,1.829993768471867e-08,3.3836159015441094e-16,1.1147668696103463e-14,3.3836159015441094e-16,5.461060111703775e-05,1.6577494155253337e-06,3.326896974959454e-11,1.0099071448114123e-12,2.2623481980526105e-05,6.865641917691884e-07,4.612972733560547e-11,1.4001871288785342e-12,6.548781620904502e-07,3.989369278901325e-13
0.8,19.403988911216942,18.798073364803994,0.6058566281278834,39.37426926288569,0.018614487148673517,0.5773947915198566,199.9677716893932,0.03096908033494416,0.0012395671716481543,3.7989380177707657e-07,3.946141536018863e-05,1.2123180809417166e-06,1.1671952358673032e-08,1.9076963943224827e-05,5.862134953086808e-07,1.1961160050485811e-11,3.6745907221270507e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6717757350938128,0.018795044214067944,0.04041112244585062,0.7395545456611442,0.02271588350514191,0.021650621873094123,0.0036569151566244397,0.0001164318088353578,3.576277136711355e-06,1.4101859240458806e-06,1.5533845000848633e-06,4.7722466598905324e-08,1.3575714998377578e-08,3.945505648643257e-07,8.484859082863677e-07,0.0005960110887830578,0.001201926635196006,0.000625730737114312,0.0006058566281278835,1.8614487148673517e-05,0.0005773947915198567,3.2228310606813304e-05,3.096908033494416e-05,1.2395671716481543e-06,3.7989380177707656e-10,3.9461415360188626e-08,1.2123180809417165e-09,1.1671952358673033e-11,1.907696394322483e-08,3.6745907221270507e-16,1.1961160050485812e-14,3.6745907221270507e-16,5.626939079990921e-05,1.7288344302078585e-06,3.528292383789442e-11,1.0840414317119457e-12,2.3282397669301363e-05,7.151334151533358e-07,4.890311386721156e-11,1.502382235658629e-12,6.817170440971718e-07,4.2744252674856504e-13
0.81,19.397066770248113,18.783981546491496,0.6130243458573867,39.36661822284593,0.01906032356580298,0.5838710134647053,199.96717774435186,0.03152555572257693,0.001276204798898725,3.9550792138362424e-07,4.060528761654517e-05,1.2624009650209717e-06,1.2297243579084989e-08,1.9877090870985114e-05,6.181181570353405e-07,1.2823353876130968e-11,3.9866493542693555e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6703211871903374,0.01878089888326945,0.04086426355524505,0.7388488058998565,0.022965966954885383,0.02187571598018651,0.0037218873443823266,0.0001184350913871549,3.6813716339558067e-06,1.4490068537444138e-06,1.5980973475080038e-06,4.9684159590553784e-08,1.4113662760571903e-08,4.059862383089109e-07,8.835356535494648e-07,0.0006029332297518876,0.0012160184535085043,0.0006333817771540726,0.0006130243458573868,1.9060323565802983e-05,0.0005838710134647053,3.282225564815722e-05,3.152555572257693e-05,1.276204798898725e-06,3.9550792138362424e-10,4.060528761654517e-08,1.2624009650209717e-09,1.229724357908499e-11,1.9877090870985115e-08,3.9866493542693557e-16,1.2823353876130968e-14,3.9866493542693557e-16,5.795792243299898e-05,1.802043759835169e-06,3.739299768902394e-11,1.1626336481242088e-12,2.3952330301186556e-05,7.445208711644836e-07,5.180783956302179e-11,1.6106835047587185e-12,7.093027019420408e-07,4.576044091649712e-13
0.8200000000000001,19.390156980379373,18.769911422224382,0.6201826774606962,39.35897116170719,0.01951089755341189,0.5903301439629983,199.96657942073784,0.032085740498707736,0.001313486788491498,4.1156723211666237e-07,4.1768393950724436e-05,1.3139143042832335e-06,1.2947872252572387e-08,2.0700719376984477e-05,6.513433393715648e-07,1.3736547093418248e-11,4.321041789566105e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6688700435731935,0.018766774915662233,0.041316204866031374,0.7381442196976672,0.023215276214572693,0.022099789189608587,0.0037872717181834828,0.00012044930141544437,3.788235961552309e-06,1.4884000006174267e-06,1.6435494457452714e-06,5.170136733898578e-08,1.4665919252187398e-08,4.176141433112102e-07,9.195863217782386e-07,0.0006098430196206268,0.0012300885777756163,0.000641028838292812,0.0006201826774606962,1.9510897553411888e-05,0.0005903301439629983,3.3420579262172234e-05,3.208574049870774e-05,1.313486788491498e-06,4.1156723211666236e-10,4.1768393950724434e-08,1.3139143042832334e-09,1.2947872252572387e-11,2.0700719376984478e-08,4.321041789566105e-16,1.3736547093418248e-14,4.321041789566105e-16,5.9676360633016e-05,1.877413444047565e-06,3.9602581675306505e-11,1.2458941031404114e-12,2.4633329954870405e-05,7.747395016043108e-07,5.484849708369133e-11,1.7253769757070685e-12,7.376460627158638e-07,4.894971911238466e-13
0.8300000000000001,19.383259517666385,18.755862946045017,0.6273316444453994,39.35132807151955,0.019966191119832166,0.5967722248893698,199.96597673035288,0.032649618435600714,0.001351417125742119,4.2807899357784906e-07,4.2950829882066116e-05,1.3668809837292601e-06,1.3624541615140281e-08,2.1548252392030538e-05,6.859268347861064e-07,1.470311658484861e-11,4.679076057884556e-13,0.002,0.1,5e-06,0.00035,0.001,0.001,0.001,0.001,0.002,0.1,0.003,0.001,0.0002,0.0002,0.002,0.1,0.001,0.001,0.001,0.001,0.002,0.1,5e-05,0.0035,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,1.0,0.6674222954330098,0.01875267226713263,0.04176694929244202,0.7374407844098293,0.023463813414472404,0.022322845023875965,0.003853066122282028,0.00012247435372375834,3.896877087120485e-06,1.5283660658335296e-06,1.6897441186396313e-06,5.3774957483836356e-08,1.5232678291647752e-08,4.294352324373289e-07,9.566539184494848e-07,0.0006167404823336151,0.0012441370539549822,0.0006486719284804487,0.0006273316444453993,1.9966191119832168e-05,0.0005967722248893698,3.402326964713209e-05,3.2649618435600716e-05,1.3514171257421189e-06,4.2807899357784906e-10,4.295082988206612e-08,1.3668809837292602e-09,1.3624541615140281e-11,2.1548252392030538e-08,4.679076057884556e-16,1.470311658484861e-14,4.679076057884556e-16,6.142486821876864e-05,1.954979638189613e-06,4.1915144285253374e-11,1.3340403476770913e-12,2.5325446140965238e-05,8.058022780479354e-07,5.8029783950875653e-11,1.8467584626571684e-12,7.66758053055196e-07,5.23197888386405e-13
