I_1_task1,_1_task1
1.4417725443624655e-17,26.76
1.6560204516095986e-17,26.79
1.865328340431035e-17,26.82
2.0690315327346376e-17,26.85
2.266444313401263e-17,26.88
2.4568596824170134e-17,26.91
2.6395491070052846e-17,26.94
2.813762273759051e-17,26.97
2.978726840773095e-17,27.0
3.133648189776089e-17,27.03
3.2777091782628535e-17,27.06
3.410069891626588e-17,27.09
3.5298673952909754e-17,27.12
3.63621548684242e-17,27.15
3.728204448162279e-17,27.18
3.804900797558969e-17,27.21
3.865347041900223e-17,27.24
3.90856142874528e-17,27.27
3.9335376984770404e-17,27.3
3.939244836434292e-17,27.33
3.9246268250438914e-17,27.36
3.888602395952957e-17,27.39
3.830064782161062e-17,27.42
3.74788147015244e-17,27.45
3.6408939520281354e-17,27.48
3.5079174776382526e-17,27.51
3.347740806714137e-17,27.54
3.159125961000492e-17,27.57
2.940807976387691e-17,27.6
2.691494655043923e-17,27.63
2.4098663175472905e-17,27.66
2.0945755550181665e-17,27.69
1.744246981251327e-17,27.72
1.3574769848479972e-17,27.75
9.328334813482924e-18,27.78
4.6885566536330875e-18,27.81
3.52672993778434e-18,27.84
2.7426266683133473e-18,27.87
1.9291032571045845e-18,27.9
1.0886180531073653e-18,27.93
2.237714437988339e-19,27.96
-6.626919609957656e-19,27.99
-1.5678811452830954e-18,28.02
-2.488756503080502e-18,28.05
-3.4221276545959618e-18,28.08
-4.364651262408021e-18,28.11
-5.312828847644597e-18,28.14
-6.26300460616307e-18,28.17
-7.211363224729505e-18,28.2
-8.15392769719881e-18,28.23
-9.086557140693497e-18,28.26
-1.000494461178361e-17,28.29
-1.0904614922666676e-17,28.32
-1.17809224573465e-17,28.35
-1.2629048987813153e-17,28.38
-1.3444001490222781e-17,28.41
-1.4220609961076547e-17,28.44
-1.495352523340056e-17,28.47
-1.5637216792925607e-17,28.5
-1.626597059426626e-17,28.53
-1.6833886877100672e-17,28.56
-1.733487798235033e-17,28.59
-1.7762666168359215e-17,28.62
-1.8110781427073584e-17,28.65
-1.8372559300221627e-17,28.68
-1.8541138695492784e-17,28.71
-1.8609459702717448e-17,28.74
-1.8570261410046536e-17,28.77
-1.841607972013097e-17,28.8
-1.813924516630133e-17,28.83
-1.7731880728747258e-17,28.86
-1.718589965069721e-17,28.89
-1.6493003254597902e-17,28.92
-1.5644678758293984e-17,28.95
-1.4632197091207218e-17,28.98
-1.3446610710516599e-17,29.01
-1.2078751417337733e-17,29.04
-1.0519228172901794e-17,29.07
-8.758424914736072e-18,29.1
-6.786498372843152e-18,29.13
-4.593375885879648e-18,29.16
-2.168753217337185e-18,29.19
-2.1591863994400714e-18,29.22
-2.165913033554419e-18,29.25
-2.1635114549639154e-18,29.28
-2.1520539843807224e-18,29.31
-2.1316443192641987e-18,29.34
-2.1024182385890384e-18,29.37
-2.0645443076133723e-18,29.4
-2.0182245826468976e-18,29.43
-1.963695315819016e-18,29.46
-1.9012276598469357e-18,29.49
-1.831128372803788e-18,29.52
-1.75374052288678e-18,29.55
-1.6694441931852975e-18,29.58
-1.5786571864490034e-18,29.61
-1.4818357298560117e-18,29.64
-1.3794751797809729e-18,29.67
-1.2721107265632147e-18,29.7
-1.1603180992748236e-18,29.73
-1.04471427048883e-18,29.76
-9.25958161047302e-19,29.79
-8.047513448294244e-19,29.82
-6.818387535196986e-19,29.85
-5.580093813760301e-19,29.88
-4.340969899978021e-19,29.91
-3.1098081309408665e-19,29.94
-1.8958626125172253e-19,29.97
-7.088562670339576e-20,30.0
