Time,Normal_cells,Tumor_cells,r,beta1,gamma,alpha1,alpha2,beta2,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth
9.299999999999999,1.9529028009919313e-08,2.5118264336113034,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,8.420916877876717e-09,4.568845670387659e-08,-0.005259082803550428
9.6,1.1018970644828415e-08,2.5103498323570435,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,4.7513801420498565e-09,2.576389419277813e-08,-0.004599767262011224
9.9,6.219696154335203e-09,2.509058254644027,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.6819329817492894e-09,1.453503719096196e-08,-0.004023691430894029
10.2,3.5119151634426314e-09,2.5079283625519064,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.5143378184764468e-09,8.203428114408101e-09,-0.0035202113377739474
10.5,1.9835686981903422e-09,2.506939797481692,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,8.553148226596705e-10,4.631560961029803e-09,-0.0030800748384743623
10.799999999999999,1.1206314684310526e-09,2.5060747916673565,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,4.832162891874683e-10,2.6157309754026355e-09,-0.002695232776246524
11.1,6.332522684755346e-10,2.50531783216777,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.7305837816665003e-10,1.477664423920039e-09,-0.0023586772051202485
11.4,3.579124916089739e-10,2.504655369859204,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.5433186638178938e-10,8.349511493864039e-10,-0.0020643025275458283
11.7,2.0232631005746363e-10,2.504075567091627,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,8.724310489677827e-11,4.718848402405033e-10,-0.001806786070457898
12.0,1.1439141544866341e-10,2.5035680786266195,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,4.9325578341463646e-11,2.6674056882781704e-10,-0.0015814851886069778
12.299999999999999,6.468335484174788e-11,2.503123861275705,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.7891462607761682e-11,1.50803392135025e-10,-0.0013843484545804855
12.6,3.657958261309902e-11,2.5027350083185658,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.5773116022768295e-11,8.526874045859385e-11,-0.001211838880026026
12.9,2.0688393931733872e-11,2.5023946054017037,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,8.920835463363645e-12,4.8219067328869324e-11,-0.0010608674604994472
13.2,1.1701557158800025e-11,2.5020966049547844,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.0457114468745715e-12,2.7269926385953248e-11,-0.0009287355421662238
13.5,6.619517376229698e-12,2.501835716905221,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.8543358926302462e-12,1.54248641734901e-11,-0.0008130848819630354
13.799999999999999,3.74480215031505e-12,2.5016073129279532,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.6147586872158499e-12,8.725377967790278e-12,-0.0007118540656188923
14.1,2.118554115732133e-12,2.5014073434379642,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,9.135205347036958e-13,4.935830258535253e-12,-0.0006232408475188335
14.399999999999999,1.1985391652602211e-12,2.5012322648342025,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.168100880602074e-13,2.792174047422318e-12,-0.0005456692431545365
14.7,6.779703760864289e-13,2.5010789759413905,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.9234082616846816e-13,1.5793353526005031e-12,-0.0004777608576781761
15.0,3.835669548982811e-13,2.50094476283584,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.6539407095213883e-13,8.934731750301344e-13,-0.0004183100518016046
15.299999999999999,2.1702930178642276e-13,2.500827249982461,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,9.35830349303055e-14,5.055199504242355e-13,-0.00036626199759411565
15.6,1.2281899248908778e-13,2.500724358012809,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.2959549561294655e-14,2.8606688593857197e-13,-0.00032069374802382077
15.899999999999999,6.949276928183134e-14,2.5006342667980253,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.9965282114325674e-14,1.6185496654980325e-13,-0.00028079770679479473
16.2,3.9304518686494327e-14,2.5005553829601217,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.6948108457616355e-14,9.154090334792481e-14,-0.0002458671060621869
16.5,2.2281587350528547e-14,2.500486313900266,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,9.60782046554791e-15,5.189276865234279e-14,-0.00021528440236581893
16.8,1.2633154739415054e-14,2.5004258373048995,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.447416323635772e-15,2.94213114340309e-14,-0.00018850769508622944
17.099999999999998,7.157001257464811e-15,2.500372880910569,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.0860989422188267e-15,1.6667563063705236e-14,-0.0001650617066689082
17.4,4.07032931524862e-15,2.50032651364117,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.755126000735205e-15,9.478999657963975e-15,-0.0001445338120091694
17.7,2.3149525512402793e-15,2.5002859129119597,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,9.982075400948084e-16,5.390983485774971e-15,-0.00012655952717256677
18.0,1.3169818106502299e-15,2.500250361215123,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.678825567523792e-16,3.066899248393454e-15,-0.00011082097080753721
18.3,7.466938384336752e-16,2.5002192297142622,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.2197438313260076e-16,1.7388290706227426e-15,-9.703958036788564e-05
18.599999999999998,4.26613187749923e-16,2.500191972519808,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.839556065577668e-16,9.934450874809389e-16,-8.497356180023231e-05
18.9,2.416743291718329e-16,2.5001681015526813,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.0420997073889436e-16,5.627765143746536e-16,-7.440675003587345e-05
19.2,1.3910784479703484e-16,2.5001472046668045,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.998330267648142e-17,3.2393168918941634e-16,-6.515662184484848e-05
19.5,8.227088073727529e-17,2.500128910764168,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.5475203773913104e-17,1.9157762385454577e-16,-5.705884626874002e-05
19.8,4.9408337344007115e-17,2.5001128919987514,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.130487506273587e-17,1.150525086739896e-16,-4.996825495181382e-05
20.099999999999998,2.893588106560758e-17,2.5000988610927863,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.247715191548999e-17,6.737986345467849e-17,-4.375764997045992e-05
20.4,1.5882849217032844e-17,2.500086569401425,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,6.8486845823845625e-18,3.69844950477544e-17,-3.831694385473894e-05
20.7,8.186483490458863e-18,2.500075803239812,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.530011681085862e-18,1.906280479895348e-17,-3.355153123574991e-05
21.0,4.18889856043115e-18,2.5000663753617323,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.806253059257912e-18,9.754109264100655e-18,-2.9378515085903006e-05
21.3,2.303710058912712e-18,2.5000581205055443,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,9.933597774031615e-19,5.364313579925885e-18,-2.5724733793869742e-05
21.599999999999998,1.3658135422307363e-18,2.5000508927629532,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.889387994098935e-19,3.1803615747214083e-18,-2.2525595429723307e-05
21.9,7.934540313240411e-19,2.5000445640211812,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.421373783069266e-19,1.847590645778433e-18,-1.9724387367904703e-05
22.2,4.0918759510895465e-19,2.5000390222285347,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.7644169101098126e-19,9.52808187258598e-19,-1.727150793428779e-05
22.5,1.8068456488506616e-19,2.500034169488283,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,7.791118437844053e-20,4.2072975970451945e-19,-1.5123622217679179e-05
22.8,7.50813117104321e-20,2.500029920178385,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,3.2375061609538325e-20,1.7482892665776885e-19,-1.3242829442623818e-05
23.099999999999998,3.91346255751085e-20,2.500026199316926,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.6874850547986788e-20,9.112593061648694e-20,-1.1595939192665049e-05
23.4,2.5909849775350622e-20,2.5000229412698554,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.1172327223131188e-20,6.033163883058643e-20,-1.015389921451263e-05
23.7,1.3642056491783167e-20,2.5000200885781125,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.882454759256902e-21,3.176578379083766e-20,-8.891276117319376e-06
24.0,2.8113104691304322e-21,2.5000175907513937,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.2122370742890424e-21,6.5461824879536046e-21,-7.785721349207034e-06
24.3,-1.3882487629552502e-21,2.500015403560029,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-5.986128665863039e-22,-3.232557161573897e-21,-6.817657675126707e-06
24.599999999999998,3.4679442357378845e-22,2.5000134882862026,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.495377554450176e-22,8.075151720663617e-22,-5.969947682999804e-06
24.9,2.8156840657650314e-21,2.5000118111283673,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.2141229691578816e-21,6.55635132215037e-21,-5.227630113052608e-06
25.2,2.4300004842732206e-21,2.500010342512199,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.0478162088186127e-21,5.658279535863404e-21,-4.577614837011383e-06
25.5,5.343197220322774e-22,2.5000090565159945,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.3039866414031806e-22,1.2441679798667143e-21,-4.008428500012353e-06
25.8,-2.8199033167223454e-22,2.5000079304217677,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-1.2159423101706755e-22,-6.566165701907274e-22,-3.5100158086712482e-06
26.099999999999998,1.9886835194822772e-22,2.50000694434053,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,8.57520333600758e-23,4.630662437837493e-22,-3.0735736563039174e-06
26.4,5.994472185827476e-22,2.500006080867034,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.584816406528808e-22,1.3958162435708621e-21,-2.6913982955569217e-06
26.7,3.086531959423919e-22,2.500005324761677,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.3309125809035938e-22,7.187004975121457e-22,-2.3567445379322384e-06
27.0,-1.1636463569149817e-22,2.500004662674411,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-5.0176430910174014e-23,-2.709555595577326e-22,-2.0637035432594268e-06
27.3,-1.5151417635865536e-22,2.5000040829120547,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-6.53329128458522e-23,-3.528013358329188e-22,-1.8070998266350156e-06
27.599999999999998,5.0161302168654274e-23,2.5000035752368572,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,2.1629553495123724e-23,1.168007591356242e-22,-1.5824020959442818e-06
27.9,1.2414624366670437e-22,2.5000031306862693,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,5.353186026908293e-23,2.8907489037858383e-22,-1.3856434781597986e-06
28.2,2.517467849273737e-23,2.5000027414123087,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.0855321366068355e-23,5.861930315014015e-23,-1.213350418402667e-06
28.5,-5.668430036636668e-23,2.500002400541735,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-2.4442270317977312e-23,-1.319895201415038e-22,-1.062480792295438e-06
28.799999999999997,-3.108681622469587e-23,2.500002102055422,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-1.340463515608886e-23,-7.238571244266489e-23,-9.303705122756521e-07
29.099999999999998,2.332007669951244e-23,2.500001840683033,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.0055617072829766e-23,5.430083857503818e-23,-8.146869103332298e-07
29.4,2.67336018743335e-23,2.500001611809973,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,1.1527529128212605e-23,6.224923209793291e-23,-7.133875541060117e-07
29.7,-3.782817262584703e-24,2.5000014113954205,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-1.631150803626524e-24,-8.808294968720546e-24,-6.246839657996317e-07
30.0,-1.662740859041314e-23,2.5000012359007724,0.4312,2.99e-06,0.9314,0.4426,0.4,1.1891,1.0,-7.169738584186146e-24,-3.8716940042885974e-23,-5.470099522303039e-07
