Time,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr,cAra,pulse_flag,dAra,sT,k_ara,s0_taRNA,d_taRNA,s0_mT7cr,d_mT7,s0_mGFPcr,k_pT3,n3,km3,d_mGFP,s0_pT7,s_pT7k,s0_pGFP,s_pGFPk,d_pT7,d_pGFP,s0_mT3cr,k_pT7,n7,km7,d_mT3,s0_pT3,s_pT3k,d_pT3,pulse_interval,pulse1_start,pulse1_length,pulse_conc,pulse2_start,pulse2_length,pulse3_start,pulse3_length,cell,r0,r1a,r1b,r2a,r2b,r3a,r3b,r6,r7,r8,r9,r10a,r10b,r11,r12
0.1,0.018080670796834588,0.3569405099001056,0.17699133054081134,0.05232134564274207,6.339010473046968,0.009973000000000001,6.420051347510036e-05,0.005664382508189459,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.126694757950293,0.002128094952787431,0.0252,0.025199999998947457,0.012389434036677641,0.012389393137856796,0.0006014374001525812,0.02099850802760505,0.0002929995355993556,0.019017031419140903,0.0003971400153628868,0.00039707321382408107,1.1777821070761008e-06,4.4298354297819245e-07
0.11,0.019325462362420782,0.35694050990011617,0.17699133108909293,0.05232459550979572,6.339031351618169,0.009970000000000001,6.420825558882539e-05,0.005664383404368872,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1266625167735202,0.0022746069200569262,0.0252,0.0251999999989482,0.012389443626432564,0.012389393176236507,0.0006354720468208999,0.021217128965441416,0.000293017734854856,0.019017094054854508,0.0003971557154714724,0.0003970732766462579,1.2588685253056927e-06,4.430369635628952e-07
0.12,0.020568464716786958,0.35694050990012666,0.17699133172435474,0.052328185957311764,6.339054418395889,0.009967000000000002,6.421680903248442e-05,0.005664384442961393,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12663027271236227,0.0024209082971658248,0.0252,0.02519999999894894,0.012389454220990784,0.012389393220704833,0.0006694577735146869,0.02143543567868658,0.00029303784136094587,0.019017163255187666,0.000397173062740606,0.00039707334945159365,1.339838452909736e-06,4.430959823241425e-07
0.13,0.021809677859933117,0.35694050990013715,0.1769913324465968,0.052332116985290195,6.339079673380126,0.009964,6.422617380607743e-05,0.005664385623967021,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1265980257664321,0.002566999084114128,0.0252,0.02519999999894968,0.012389465820307807,0.012389393271261777,0.0007033945802339421,0.021653428167659014,0.00029305985511762507,0.019017239020140377,0.0003971920577129649,0.0003970734322400882,1.4206918959313053e-06,4.4316059926193425e-07
0.14,0.023049101791859258,0.35694050990014764,0.17699133325581903,0.05233638859373103,6.339107116570882,0.009961000000000001,6.423634990960445e-05,0.005664386947385759,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12656577593534246,0.0027128792809018344,0.0252,0.025199999998950423,0.012389478424334934,0.012389393327907334,0.0007372824669786657,0.021871106432676257,0.00029308377612489376,0.019017321349712648,0.000397212700982746,0.00039707352501174167,1.5014288603958928e-06,4.432308143762707e-07
0.15,0.02428676219562618,0.35694050990015813,0.1769913342759291,0.052340994488610876,6.339136708247605,0.009958000000000002,6.424732222565664e-05,0.0056643886164943974,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1265335232187062,0.0028585519104252013,0.0252,0.025199999998951162,0.012389492014295494,0.01238939339931504,0.0007711221359659384,0.022088475000196037,0.0002931095691362209,0.019017410124742815,0.0003972349627724662,0.0003970736420162572,1.582051082092731e-06,4.433065233570308e-07
0.16,0.025522643576404186,0.3569405099001686,0.1769913354321724,0.052345938467172635,6.339168472374075,0.009955,6.425909987470747e-05,0.005664390508654156,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.126501267616136,0.0030040151489427727,0.0252,0.025199999998951905,0.012389506601429514,0.01238939348025207,0.0008049131635416577,0.022305531140235223,0.00029313725541616674,0.019017505417122226,0.00039725886212296183,0.0003970737746566563,1.6625575303443886e-06,4.4338778913548157e-07
0.17,0.02675674504980462,0.3569405099001791,0.1769913367202822,0.05235122074614916,6.339202410318055,0.009952,6.42716833773205e-05,0.0056643926168652575,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1264690091272445,0.003149268892362004,0.0252,0.025199999998952644,0.01238952218632097,0.012389393570419755,0.0008386555255251845,0.022522274697421737,0.0002931668361784353,0.019017607230954168,0.00039728440082419694,0.00039707392244225454,1.7429481547817822e-06,4.434746153035115e-07
0.18,0.02798906661582748,0.35694050990018955,0.17699133814025847,0.05235684132554045,6.339238522079547,0.009949000000000001,6.428507273349572e-05,0.005664394941127702,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12643674775164435,0.0032943131406828943,0.0252,0.025199999998953383,0.012389538768904952,0.012389393669818094,0.0008723492219165185,0.022738705672233198,0.0002931983114230265,0.01901771556623864,0.00039731157966955304,0.0003970740853730519,1.8232229644741634e-06,4.435670018611205e-07
0.19,0.02921961232216018,0.35694050990020004,0.17699133971145228,0.052362799214349165,6.339276801404143,0.009946,6.429926556467122e-05,0.005664397513259211,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1264044834889479,0.003439148370318253,0.0252,0.02519999999895412,0.012389556346166687,0.012389393779801661,0.0009059943633860845,0.022954824778544873,0.0002932316756003553,0.01901783040421243,0.0003973403947099641,0.0003970742656794707,1.9033822428244866e-06,4.436649323962314e-07
0.2,0.030448403688550146,0.3569405099002105,0.17699134153674442,0.05236908914388472,6.339317215039959,0.009943,6.431424922509475e-05,0.005664400502420408,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12637221633876766,0.003583777114142352,0.0252,0.025199999998954857,0.012389574902372559,0.012389393907572111,0.0009395915383191353,0.023170635809852045,0.00029326689920575443,0.019017951645119876,0.000397370821348863,0.0003970744752196706,1.983427461240213e-06,4.437683196531538e-07
0.21,0.03167542481169817,0.3569405099002209,0.176991343540105,0.052375715007759845,6.339359787560454,0.009940000000000001,6.433003306009819e-05,0.005664403783599975,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12633994630071602,0.0037281975003368743,0.0252,0.025199999998955596,0.012389594449019875,0.012389394047807352,0.0009731403118933401,0.023386135963955987,0.0002933040040434551,0.019018079362681364,0.000397402879354238,0.00039707470523035824,2.0633575557309758e-06,4.438772281146775e-07
0.22,0.03290067569160425,0.35694050990023135,0.17699134572153402,0.052382676805974554,6.3394045189656305,0.009937,6.434661706968154e-05,0.00566440735679791,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12630767337440518,0.00387240952890182,0.0252,0.02519999999895633,0.012389614986027916,0.012389394200507383,0.0010066406841086994,0.023601325241496576,0.0002933429901134575,0.019018213556896892,0.00039743656971476547,0.00039707495571153343,2.1431725384581705e-06,4.439916577808026e-07
0.23,0.0341241563282684,0.3569405099002418,0.17699134808103148,0.052389974538528845,6.339451409255487,0.009934,6.436400125384477e-05,0.005664411222014215,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12627539755944744,0.004016413199837191,0.0252,0.025199999998957067,0.012389636513311904,0.012389394365672204,0.0010400926549652132,0.02381620364311181,0.0002933838574157615,0.01901835422776646,0.0003974718934693831,0.0003970752266631964,2.2228724215475252e-06,4.4411160865152894e-07
0.24,0.03534587600094783,0.3569405099002522,0.17699135066260732,0.05239760593427094,6.339500444095996,0.009931,6.438218016686393e-05,0.0056644154519004475,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12624311885545497,0.004160209605311559,0.0252,0.025199999998957806,0.012389659024039755,0.012389394546382514,0.0010734964781730202,0.024030772805115393,0.00029342659323191726,0.01901850133228799,0.00039750884071029357,0.00039707552317822133,2.3024578510783498e-06,4.4423704315136106e-07
0.25,0.03656584865456993,0.35694050990026266,0.1769913535324001,0.052405567580099344,6.339551601945887,0.009928000000000001,6.440114562486997e-05,0.005664420155637841,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12621083726203974,0.004303800386642881,0.0252,0.02519999999895854,0.01238968250798577,0.012389394747268008,0.0011068525350093476,0.024245035186488375,0.00029347117844855634,0.01901865480583766,0.0003975473960385723,0.0003970758529102126,2.3819297964599106e-06,4.443679048116028e-07
0.26,0.03778406337256225,0.35694050990027304,0.17699135663863427,0.0524138621479082,6.339604899668413,0.009925000000000002,6.44209040344792e-05,0.0056644252477555425,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12617855277881387,0.004447184258950577,0.0252,0.025199999998959274,0.012389706972987387,0.0123893949647044,0.0011401605269971676,0.024458988863846044,0.0002935176280282859,0.01901881469900524,0.00039758757356663497,0.0003970762098676635,2.4612875290988763e-06,4.445042378379065e-07
0.27,0.03900052113908186,0.3569405099002835,0.17699135998597756,0.05242248939681937,6.339660335743307,0.009922,6.44414548181187e-05,0.005664430735958969,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12614626540538929,0.004590361338069935,0.0252,0.025199999998960013,0.012389732418229613,0.012389395199018431,0.0011734204810449518,0.02467263401152633,0.00029356594062218845,0.019018981007229922,0.0003976293733547065,0.0003970765945907237,2.540531132574277e-06,4.44646038245019e-07
0.28,0.04021522293828583,0.35694050990029386,0.17699136357909762,0.05243144908595474,6.339717908650306,0.009919,6.446279739821551e-05,0.005664436627953538,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12611397514137784,0.004733331739836242,0.0252,0.025199999998960745,0.012389758842893606,0.012389395450536834,0.0012066324240611718,0.02488597080388721,0.00029361611488134653,0.019019153725950918,0.00039767279551120705,0.000397077007619543,2.619660690848851e-06,4.44793302047687e-07
0.29,0.04142816975433123,0.35694050990030424,0.1769913674226622,0.052440740974436184,6.339777616869142,0.009916000000000001,6.448493119719675e-05,0.0056644429314446675,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12608168198639133,0.004876095580084786,0.0252,0.025199999998961477,0.012389786246156704,0.012389395719586355,0.0012397963829542985,0.025098999415306633,0.00029366814945684265,0.019019332850607428,0.0003977178401926568,0.00039707744949427114,2.69867628826753e-06,4.4494602526065756e-07
0.3,0.04263936257137513,0.3569405099003146,0.17699137152133892,0.05245036482138558,6.339839458879551,0.009913000000000002,6.450785563748945e-05,0.005664449654137772,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1260493859400415,0.005018652974650852,0.0252,0.025199999998962212,0.012389814627192432,0.012389396006493726,0.0012729123846328032,0.02531172002018242,0.00029372204299975925,0.019019518376638653,0.00039776450760358264,0.0003970779207550578,2.7775780095559302e-06,4.4510420389867716e-07
0.31,0.04384880237357459,0.356940509900325,0.17699137587979555,0.0524603203859248,6.3399034331612665,0.00991,6.45315701415207e-05,0.00566445680373827,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12601708700194,0.005161004039369729,0.0252,0.025199999998962944,0.012389843985170524,0.01238939631158569,0.0013059804560051572,0.025524132792932214,0.0002937777941611789,0.0190197102994838,0.0003978127979964252,0.00039707842194205273,2.8563659398188476e-06,4.452678339764928e-07
0.32,0.04505650035058326,0.3569405099003354,0.17699138055038297,0.052470604929602205,6.339969522430906,0.009907000000000003,6.455606815699065e-05,0.005664464467606278,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.1259847851716985,0.00530315009126365,0.0252,0.025199999998963676,0.012389874311860834,0.012389396638526808,0.0013390009030148768,0.02573623970730351,0.00029383538760577234,0.01901990856729272,0.00039786269955108705,0.0003970789591792,2.9350408706115397e-06,4.454368702832355e-07
0.33,0.04626245966321045,0.3569405099003457,0.1769913855479388,0.05248121767885134,6.3400377218062065,0.009904000000000001,6.458134783202262e-05,0.0056644726704361496,0.0003,1.0,0.1201,0.8467,0.0571,0.0008,0.1177,0.0252,0.0706,0.0123,3.006,0.8892,7.9075,0.07,0.0003,0.0766,0.1007,0.9923,0.0056,0.003,0.0003,3.8009,2.602,3.0455,0.0701,0.0,0.0115,0.0069,20.0,0.01,11.0,0.01,31.009999999999998,11.0,62.01,22.0,1.0,0.0003,0.12595248044892846,0.00544509150235987,0.0252,0.025199999998964405,0.012389905604849136,0.012389396988355717,0.001371973812083681,0.0259480413216979,0.0002938948190015675,0.01902011316541862,0.0003979142100178807,0.0003970795341975741,3.013603041938219e-06,4.456113000409561e-07
