Time,R,JAK,RJ,IFNRJ,IFNRJ2,IFNRJ2_star,STAT1c,IFNRJ2_star_STAT1c,STAT1c_star,IFNRJ2_star_STAT1c_star,STAT1c_star_STAT1c_star,SHP2,IFNRJ2_star_SHP2,PPX,STAT1c_star_PPX,STAT1c_STAT1c_star,STAT1n_star_STAT1n_star,STAT1n_star,PPN,STAT1n_star_PPN,STAT1n,STAT1n_STAT1n_star,mRNAn,mRNAc,SOCS1,IFNRJ2_star_SOCS1,IFNRJ2_star_SHP2_SOCS1_STAT1c,STAT1c_star_STAT1c_star_PPX,STAT1n_star_STAT1n_star_PPN,IFNRJ2_star_SOCS1_STAT1c,IFN,IFNRJ2_star_SHP2_STAT1c,IFNRJ2_star_SHP2_SOCS1,IFNR,cytoplasm,nucleus,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
6.46,0.6765540023125567,2.0242028803664427,2.350677925201824,3.3581115767177776,1.1204774037855212,0.002020585998165751,999.9832608596262,0.009527102961545882,0.005722534565636911,3.5330463907131865e-08,4.120784941937734e-07,99.99852131921884,0.00028031466183436996,49.99971204610237,0.0002879425958335452,1.1547647144050804e-06,1.1581843955084576e-09,1.2383478712649476e-10,59.99999999996218,3.3829121137395037e-12,1.4762799658178377e-14,7.939537830496183e-14,1.5894366578088412e-14,7.898924500398355e-18,3.590987490654127e-20,3.149079154204968e-25,3.6493284690754413e-25,1.1301814025325785e-08,3.4610178276634384e-11,2.4829504381049404e-24,10.0,0.0011983661194519828,4.682276340531214e-26,1.3476488780538882,1.0,1.0,0.019414359760361002,0.40297335350600927,0.22698105371033409,0.005602387018927606,0.008542735033108019,0.003810841184618353,4.014913413316143e-08,6.137401876788073e-07,0.00014599267964801897,8.409439855031099e-07,0.00022853656128900404,8.638277875006356e-07,1.834344324501498e-08,3.3905442075977355e-11,9.135348121844883e-07,2.060392470968867e-09,-1.1581843955053907e-10,6.753504804837102e-12,1.691456056869752e-14,6.256902807513677e-11,1.7305089138317193e-13,-1.5879075660992368e-14,7.381399829089189e-16,2.8954609887627606e-14,1.5894366578088413e-17,7.898924500398355e-20,3.949462250199178e-21,1.7954937453270636e-23,1.4196890170987694e-24,5.328608025776136e-25,1.7530480293789182e-25,1.0947985407226323e-27,1.8246642345377207e-28,2.2125773212704882e-26,8.262955953398717e-26,0.0007130229847201422,3.5950983583559485e-06,1.2414752190524702e-27,2.3411381702656068e-29,1.404682902159364e-28,1.5745395771024839e-28,6.594046467606536e-24,1.9663901247830165e-25,8.241702641444055e-25,0.10835782290143359,0.1048858952320397
6.47,0.6752783132656868,2.022961567139431,2.3468454695743373,3.3586487053792378,1.1226896891805986,0.0020278351383762713,999.9831753388079,0.009567327278189295,0.005758409439354426,3.5733800603506154e-08,4.1804854104475385e-07,99.99851275837759,0.00028176832803292006,49.99970976254355,0.00029022597025489175,1.1639271000816854e-06,1.177138890141424e-09,1.2610208024823248e-10,59.99999999996148,3.450886904168645e-12,1.5086549339233043e-14,8.098119808328497e-14,1.6186115977145883e-14,8.059283072460899e-18,3.6707487915785197e-20,3.2366470130599736e-25,3.7589201571194904e-25,1.1486212117223302e-08,3.5239167933381236e-11,2.5533668856106842e-24,10.0,0.001205473294504507,4.820108437999838e-26,1.3476832538737464,1.0,1.0,0.019263934007205663,0.40219611980728265,0.2266829072097054,0.005613448445902993,0.008568546343345482,0.003826930911275718,4.051862470964948e-08,6.213807313204478e-07,0.00014642683235022193,8.453049840987602e-07,0.00022987360661063413,8.706779107646753e-07,1.8605063295447812e-08,3.445863635166991e-11,9.188770911969835e-07,2.0902427052237693e-09,-1.1771388901382437e-10,6.875947434055364e-12,1.7254434520843225e-14,6.358049982176386e-11,1.7619583966690618e-13,-1.6196239616656995e-14,7.543274669616522e-16,2.9428472253449e-14,1.6186115977145882e-17,8.0592830724609e-20,4.0296415362304496e-21,1.83537439578926e-23,1.4563682066124321e-24,5.465805375679171e-25,1.8015448794516904e-25,1.1276760471358472e-27,1.8794600785597452e-28,2.2725771886984565e-26,8.488857473511752e-26,0.0007156238399906847,3.616419883513521e-06,1.2766834428053422e-27,2.4100542189999192e-29,1.4460325313999515e-28,1.6183235065299868e-28,6.768514320448844e-24,2.0204004148838843e-25,8.474087262453244e-25,0.10810199757566244,0.10469870745743831
6.48,0.6740066774327707,2.0217236224021793,2.343019280563837,3.359182165325771,1.1248988811000882,0.0020350933039042516,999.9830895600134,0.009607622742688135,0.005794431747179468,3.614084476239869e-08,4.2409245179335814e-07,99.99850416743354,0.0002832262924785413,49.99970746565681,0.00029252266996212086,1.1731430080289573e-06,1.1963644550970695e-09,1.2840632182588834e-10,59.99999999996077,3.5200925223203218e-12,1.541676502922331e-14,8.259552053741795e-14,1.6482634874043553e-14,8.222582120445533e-18,3.7521276953541444e-20,3.3264769414004478e-25,3.8715819654930594e-25,1.1673236651724648e-08,3.587831163156874e-11,2.6256385777047317e-24,10.0,0.001212606274107828,4.961725147678294e-26,1.3477169449694115,1.0,1.0,0.01911455811407195,0.40142021280625195,0.2263844165736918,0.005624494405500441,0.008594372922498043,0.003843049097075254,4.089062386187639e-08,6.290995402750901e-07,0.00014686102773587713,8.49678877435624e-07,0.0002312153582962639,8.775680098863626e-07,1.8869851197716143e-08,3.5019709955173945e-11,9.242381505520385e-07,2.1204622589667907e-09,-1.196364455093772e-10,7.000360805084199e-12,1.760046261160161e-14,6.460620497946348e-11,1.7939155815784369e-13,-1.651910410748359e-14,7.708382514611655e-16,2.990911137733728e-14,1.6482634874043552e-17,8.222582120445534e-20,4.111291060222767e-21,1.8760638476770722e-23,1.4939212202277776e-24,5.606256892056254e-25,1.8512829094491967e-25,1.1614745896479178e-27,1.9357909827465298e-28,2.334082153339383e-26,8.720474217839158e-26,0.0007182266480522631,3.637818822323484e-06,1.3128192888523658e-27,2.480862573839147e-29,1.4885175443034883e-28,1.663238470700224e-28,6.947241618100425e-24,2.0757851806456333e-25,8.712548972731055e-25,0.1078469965871659,0.10451201012934719
6.49,0.6727390759629642,2.02048903067373,2.339199355535285,3.3597119814695287,1.127104976301587,0.0020423605026488037,999.9830035231208,0.009647989172497512,0.005830601725890507,3.655162148077472e-08,4.3021097661707947e-07,99.99849554636775,0.00028468855511450705,49.999705155395475,0.0002948327416231789,1.1824126261474167e-06,1.215864386411914e-09,1.3074803750303406e-10,59.999999999960046,3.5905487512181995e-12,1.5753562959097462e-14,8.423879947099386e-14,1.6783991399642974e-14,8.388869664477488e-18,3.835153832168172e-20,3.4186228536921414e-25,3.9873936235883475e-25,1.186291938373325e-08,3.6527752038816727e-11,2.6998106060792405e-24,10.0,0.0012197650772641775,5.1072227932389287e-26,1.3477499547107692,1.0,1.0,0.018966224572110807,0.40064563147766646,0.2260855886768788,0.0056355248815079355,0.008620214979727925,0.003859195668999005,4.126514261778623e-08,6.368972320574392e-07,0.0001472952666053024,8.540656653435212e-07,0.0002325618188484296,8.844982248695368e-07,1.9137838108722062e-08,3.558875815119975e-11,9.296180000111329e-07,2.1510548830853975e-09,-1.2158643864084948e-10,7.1267724999331795e-12,1.7952743756091e-14,6.564631277690291e-11,1.8263876019408363e-13,-1.6847759894198772e-14,7.876781479548731e-16,3.0396609660205454e-14,1.6783991399642974e-17,8.388869664477488e-20,4.194434832238744e-21,1.917576916084086e-23,1.5323671131435735e-24,5.750033144548874e-25,1.9022912639628436e-25,1.1962180870765043e-27,1.993696811794174e-28,2.3971268634486603e-26,8.957938918851671e-26,0.0007208313868445612,3.6592952317925327e-06,1.3499053030396202e-27,2.5536113966194644e-29,1.5321668379716787e-28,1.7093114268460707e-28,7.13032346891625e-24,2.1325765783112543e-25,8.9572340584704e-25,0.10759281609837745,0.10432580088493615
6.5,0.6714754904460755,2.019257776823278,2.335385691461274,3.360238178662759,1.1293079715938807,0.0020496366771995175,999.9829172279474,0.009688426450467452,0.005866919608799191,3.6966156043211285e-08,4.364048715597926e-07,99.99848689516148,0.000286155116577268,49.999702831712774,0.000297156231944316,1.1917361424948495e-06,1.2356420127531116e-09,1.3312775927155364e-10,59.999999999959314,3.6622756503346975e-12,1.6097061211133078e-14,8.591149494941426e-14,1.7090254512225685e-14,8.558194409877524e-18,3.919857315545566e-20,3.513139818952028e-25,4.1064367651085647e-25,1.205529237979715e-08,3.7187633515997386e-11,2.7759290668510803e-24,10.0,0.001226949722068767,5.256699957517734e-26,1.347782286377206,1.0,1.0,0.018818926029882527,0.39987237471899967,0.2257864303749365,0.005646539857969404,0.008646072149412997,0.003875370580186981,4.16421900402737e-08,6.447744267662698e-07,0.00014772954308932466,8.58465349731804e-07,0.0002339129905886449,8.91468695832948e-07,1.9409055416341982e-08,3.616587713939145e-11,9.350166486108026e-07,2.182024357798963e-09,-1.235642012749567e-10,7.255210426220862e-12,1.831137825167349e-14,6.670099406193694e-11,1.8593816757998694e-13,-1.7182298989882854e-14,8.04853060556654e-16,3.0891050318732365e-14,1.7090254512225687e-17,8.558194409877525e-20,4.279097204938762e-21,1.959928657772783e-23,1.5717252664766867e-24,5.897205903473852e-25,1.9545997111123428e-25,1.2319310295325695e-27,2.0532183825542826e-28,2.4617466699598968e-26,9.201387147216368e-26,0.0007234380410280519,3.680849166206301e-06,1.3879645334255402e-27,2.6283499787588673e-29,1.5770099872553204e-28,1.756569909476014e-28,7.317856952912892e-24,2.1908074546172194e-25,9.208292011204855e-25,0.10733945236167096,0.10414007739004513
6.51,0.6702159022606902,2.0180298455691825,2.331578285574327,3.3607607814776777,1.1315078638714147,0.0020569218357784098,999.9828306743728,0.009728934393836349,0.005903385631421996,3.7384473747759734e-08,4.4267489850429887e-07,99.99847821379622,0.00028762597675698103,49.99970049456199,0.00029949318763850045,1.2011137451600054e-06,1.2557006956863327e-09,1.355460255335499e-10,59.99999999995857,3.73529355885005e-12,1.644737974450351e-14,8.761407337235699e-14,1.7401494005630725e-14,8.730605755476555e-18,4.006268749237154e-20,3.6100841256812575e-25,4.228794970350182e-25,1.2250388020643454e-08,3.785810213329603e-11,2.8540410765418573e-24,10.0,0.0012341602271516052,5.410257522386245e-26,1.347813943308496,1.0,1.0,0.018672655094998755,0.3991004414853118,0.22548694843845504,0.005657539319357073,0.008671944643471898,0.0038915737575345396,4.202177717758223e-08,6.527317484151637e-07,0.00014816385803117284,8.628779302709431e-07,0.00023526887594730044,8.984795629155014e-07,1.968353473754688e-08,3.675116406193036e-11,9.404341058223563e-07,2.2133744925214944e-09,-1.255700695682658e-10,7.385702820237369e-12,1.8676467794250252e-14,6.777042131446873e-11,1.8929051066648015e-13,-1.75228146744714e-14,8.223689872251755e-16,3.139251739205977e-14,1.7401494005630724e-17,8.730605755476555e-20,4.365302877738277e-21,2.003134374618577e-23,1.6120154928036996e-24,6.047848531436037e-25,2.008238650068468e-25,1.2686384911050546e-27,2.1143974851750908e-28,2.5279776834418393e-26,9.450957292503473e-26,0.0007260465885951758,3.702480681454816e-06,1.4270205382709286e-27,2.705128761193122e-29,1.6230772567158734e-28,1.8050420628406288e-28,7.509941057426831e-24,2.250511349076748e-25,9.46587560214279e-25,0.10708690158596812,0.10395483731319963
6.5200000000000005,0.6689602932129504,2.0168052219695953,2.3277771347274334,3.3612798144252,1.1337046500792767,0.002064215920820549,999.9827438622157,0.009769512885719952,0.005940000025788705,3.780660008214425e-08,4.4902182526025043e-07,99.99846950225366,0.00028910113624240873,49.99969814389632,0.000301843655456389,1.2105456223864478e-06,1.2760438298960058e-09,1.3800338116444011e-10,59.99999999995781,3.8096230989389606e-12,1.680464042114306e-14,8.934700754686859e-14,1.7717780517544198e-14,8.9061538020058e-18,4.094419234191608e-20,3.7095132627310613e-25,4.354553807627702e-25,1.2448239003233704e-08,3.853930568660698e-11,2.9341947968707337e-24,10.0,0.0012413966102312389,5.567998726229474e-26,1.3478449287566485,1.0,1.0,0.01852740452784732,0.3983298306569827,0.22518714961863692,0.005668523250396383,0.008697832094833663,0.003907805154287981,4.240391307346546e-08,6.607698236013714e-07,0.0001485982055557584,8.673034087272262e-07,0.0002366294771728938,9.055309663691671e-07,1.996130792238714e-08,3.7344717009701116e-11,9.458703803886747e-07,2.2451091263012523e-09,-1.276043829892197e-10,7.518278250072792e-12,1.9048115494694803e-14,6.885476865638511e-11,1.9269652843303493e-13,-1.786940150937372e-14,8.40232021057153e-16,3.190109574729838e-14,1.77177805175442e-17,8.906153802005801e-20,4.4530769010029e-21,2.047209617095804e-23,1.6532579413191288e-24,6.202035631906821e-25,2.0632391275599535e-25,1.3063661422883106e-27,2.177276903813851e-28,2.59585674346828e-26,9.706790691588557e-26,0.0007286570143082928,3.7241898306937166e-06,1.4670973984353669e-27,2.783999363114737e-29,1.6703996178688424e-28,1.8547566313655306e-28,7.706676813907832e-24,2.311722518452839e-25,9.730140935619324e-25,0.10683516006745708,0.10377007835090463
6.53,0.6677086449075395,2.0155838909391792,2.323982236023479,3.361795301741963,1.1358983272466738,0.0020715189408683516,999.9826567913575,0.009810161743154104,0.005976763026155083,3.8232560542491986e-08,4.554464255343967e-07,99.9984607605157,0.0002905805948709956,49.99969577966898,0.000304207682154519,1.2200319624453605e-06,1.296674843455955e-09,1.4050037757576957e-10,59.99999999995704,3.885285179091499e-12,1.7168967031908964e-14,9.111077676120929e-14,1.8039185537757782e-14,9.084889360576312e-18,4.184340375611215e-20,3.811485984605538e-25,4.48380087721361e-25,1.2648878343323729e-08,3.923139371381832e-11,3.0164394515084776e-24,10.0,0.001248658889566991,5.73002920548431e-26,1.3478752460316434,1.0,1.0,0.01838316705047255,0.39756054116985656,0.2248870405832386,0.005679491636233369,0.00872373471814194,0.003924064697261641,4.278860879756352e-08,6.688892828628495e-07,0.00014903258654888976,8.717417846129867e-07,0.0002379947966240241,9.12623046463557e-07,2.0242407051992753e-08,3.794663502997119e-11,9.513254814923105e-07,2.2772321276719835e-09,-1.2966748434520072e-10,7.652965618721837e-12,1.9426425895457495e-14,6.995421186453795e-11,1.9615696856909161e-13,-1.822215535224186e-14,8.584483515954482e-16,3.2416871086293795e-14,1.803918553775778e-17,9.084889360576312e-20,4.542444680288156e-21,2.0921701878056076e-23,1.6954732087777097e-24,6.359843437603131e-25,2.1196328458386977e-25,1.345140263164083e-27,2.2419004386068052e-28,2.6654214756114626e-26,9.969031609429291e-26,0.0007312692962137097,3.745976668700973e-06,1.5082197257542389e-27,2.865014602742155e-29,1.719008761645293e-28,1.905742992302769e-28,7.908167229480396e-24,2.3744759389208206e-25,1.0001247526240692e-24,0.10658422406087503,0.10358579820260816
6.54,0.666460939363955,2.0143658377223064,2.320193586198296,3.3623072676019836,1.1380888924529105,0.002078830838206991,999.982569461618,0.009850880849527231,0.006013674863270687,3.866238082040469e-08,4.6194947902229893e-07,99.99845198856445,0.00029206435318414217,49.99969340183315,0.00030658531452650413,1.2295729537603024e-06,1.3175971980514005e-09,1.4303757277923983e-10,59.99999999995626,3.962300997461961e-12,1.7540485323047756e-14,9.290586685928969e-14,1.836578141658246e-14,9.266863961235132e-18,4.276064290093264e-20,3.9160622965191005e-25,4.616625854443577e-25,1.2852339377534425e-08,3.9934517511438924e-11,3.100825351274513e-24,10.0,0.0012559470825023711,5.896457053873449e-26,1.3479048983583548,1.0,1.0,0.01823993553319206,0.39679257188761957,0.22458662798018256,0.005690444462264552,0.008749652144908426,0.003940352339810892,4.317587337338423e-08,6.770907593204443e-07,0.00014946699512996057,8.761930595524265e-07,0.00023936483647654438,9.197559435795124e-07,2.0526864442744613e-08,3.8557018132603273e-11,9.567994175839727e-07,2.3097473951114947e-09,-1.3175971980473087e-10,7.789794167255743e-12,1.9811504987309803e-14,7.10689283807386e-11,1.996725875571946e-13,-1.858117337185794e-14,8.770242661523879e-16,3.293992995117651e-14,1.836578141658246e-17,9.266863961235133e-20,4.633431980617566e-21,2.138032145046632e-23,1.7386822395151216e-24,6.521349489363371e-25,2.1774521792547637e-25,1.384987756333073e-27,2.3083129272217886e-28,2.736710264652237e-26,1.0237827368071007e-25,0.0007338834191760435,3.7678412475071135e-06,1.5504126756372565e-27,2.9482285269367247e-29,1.7689371161620346e-28,1.9580311482595503e-28,8.114517430197947e-24,2.43880733158106e-25,1.0279358354026057e-24,0.10633408990562392,0.1034019945950636
6.55,0.6652171584096784,2.01315104742696,2.3164111822278985,3.362815735910638,1.1402763428598923,0.002086151621696848,999.9824818728806,0.00989167002168653,0.006050735770131948,3.9096086610325304e-08,4.6853177137482907e-07,99.99844318638225,0.00029355241096698444,49.999691010342,0.0003089765993710073,1.2391687847791346e-06,1.3388143892524398e-09,1.456155314504373e-10,59.99999999995546,4.040692045252446e-12,1.7919323022963637e-14,9.473277031586991e-14,1.8697641373229068e-14,9.452129861612124e-18,4.369623612856808e-20,4.0233035167382686e-25,4.75312053533171e-25,1.3058655765937871e-08,4.064883015110877e-11,3.1874039120237563e-24,10.0,0.0012632612069275772,6.067392866068947e-26,1.3479338890172852,1.0,1.0,0.018097702810488087,0.396025921727367,0.22428591837554976,0.005701381714299462,0.008775584592471167,0.003956668008674612,4.3565717891436804e-08,6.853748900616023e-07,0.00014990143222703457,8.806572329009533e-07,0.00024073959901761965,9.269297981130219e-07,2.0814712644082082e-08,3.9175967297813615e-11,9.62292197558885e-07,2.3426588568741454e-09,-1.338814389248199e-10,7.928793477969263e-12,2.020346022626223e-14,7.219909732486501e-11,2.0324415075554386e-13,-1.8946554063173984e-14,8.959661511481819e-16,3.3470359731198966e-14,1.8697641373229068e-17,9.452129861612123e-20,4.726064930806062e-21,2.184811806428404e-23,1.7829064420658317e-24,6.68663299177653e-25,2.2367301830192595e-25,1.4259361605995131e-27,2.376560267665855e-28,2.809762308187447e-26,1.0513328331021805e-25,0.0007364993612965455,3.7897836207827317e-06,1.5937019560118782e-27,3.0336964330344735e-29,1.8202178598206842e-28,2.0116517583691344e-28,8.32583458826748e-24,2.5047531644840726e-25,1.0564639944460292e-24,0.10608475390158999,0.10321866525821238
6.5600000000000005,0.663977284274655,2.0119395054810596,2.3126350207333437,3.3633207305094373,1.1424606756790767,0.0020934812334742867,999.9823940249663,0.009932529143303372,0.006087945976209759,3.953370380746261e-08,4.7519409429365567e-07,99.99843435395161,0.00029504476871392504,49.999688605148634,0.00031138158352315753,1.2488196440996603e-06,1.3603299467377177e-09,1.4823482499380026e-10,59.99999999995466,4.120480110124711e-12,1.8305609869296828e-14,9.659198631235657e-14,1.9034839504347105e-14,9.640740055644464e-18,4.465051505056726e-20,4.133272265968891e-25,4.893378881417549e-25,1.3267861494142576e-08,4.13744864964585e-11,3.2762276802598835e-24,10.0,0.001270601279812685,6.242949798712042e-26,1.3479622212064086,1.0,1.0,0.017956461860753434,0.39526058953648,0.2239849183151661,0.005712303378395384,0.008801531690924954,0.003973011657321349,4.395815135427082e-08,6.937423147556063e-07,0.00015033589195402307,8.851343061417751e-07,0.00024211908635082404,9.341447505694726e-07,2.1105984442859906e-08,3.980358448242773e-11,9.678038295770468e-07,2.3759704714682785e-09,-1.360329946733323e-10,8.069993477596353e-12,2.0602400550623557e-14,7.33448995049097e-11,2.0687243248229252e-13,-1.9318397262471316e-14,9.152804934648414e-16,3.4008248668327287e-14,1.9034839504347106e-17,9.640740055644464e-20,4.820370027822232e-21,2.232525752528363e-23,1.8281675838067863e-24,6.855774523365482e-25,2.2975006098471616e-25,1.4680136644252647e-27,2.4466894407087746e-28,2.884617593812581e-26,1.0795688032609603e-25,0.0007391171075427964,3.811803839438055e-06,1.6381138401299418e-27,3.121474899356021e-29,1.8728849396136127e-28,2.0666361329844456e-28,8.542228072039314e-24,2.572350679223329e-25,1.0857262425367507e-24,0.10583621243080282,0.10303580794864539
6.57,0.6627412990059042,2.010731197182964,2.3088650985665087,3.3638222749767555,1.144641888203029,0.002100819682718897,999.9823059177602,0.009973458031046283,0.006125305713242824,3.997525830487844e-08,4.819372454943717e-07,99.9984254912553,0.000296541426158153,49.99968618620621,0.0003138003138223042,1.2585257203406803e-06,1.3821474345708286e-09,1.508960316072712e-10,59.99999999995384,4.2016872796473055e-12,1.86994776363096e-14,9.848402081337422e-14,1.937745079252852e-14,9.832748282393319e-18,4.5623816611848725e-20,4.246032527516175e-25,5.037497067122081e-25,1.3479990875906629e-08,4.2111643219847174e-11,3.3673503521032075e-24,10.0,0.0012779673186803788,6.42324361620178e-26,1.3479898981770642,1.0,1.0,0.017816205628948006,0.39449657421376666,0.22368363426458598,0.0057232094410151445,0.008827493660304253,0.003989383212418513,4.4353184872815974e-08,7.021936770642666e-07,0.00015077037528129762,8.896242784744589e-07,0.0002435033006922564,9.414009414669125e-07,2.1400712860981884e-08,4.0439972627719884e-11,9.73334322247822e-07,2.4096862274718587e-09,-1.3821474345662746e-10,8.213424440499844e-12,2.1008436398236528e-14,7.450651743021649e-11,2.1055821609923588e-13,-1.9696804162674846e-14,9.3497388181548e-16,3.455368586415132e-14,1.937745079252852e-17,9.832748282393319e-20,4.91637414119666e-21,2.2811908305924363e-23,1.874487913503422e-24,7.028856366113858e-25,2.3597979194530327e-25,1.5112491201366242e-27,2.5187485335610404e-28,2.96131695012237e-26,1.1085063165431255e-25,0.0007417366360716678,3.833901956041137e-06,1.683675176051604e-27,3.21162180810089e-29,1.926973084860534e-28,2.1230162637580874e-28,8.763809368678189e-24,2.6416378928091126e-25,1.115739960996972e-24,0.10558846183763956,0.10285342042637324
6.58,0.6615091850409628,2.0095261081415146,2.305101412236005,3.364320392825947,1.14681997777332,0.0021081669114174236,999.9822175510847,0.010014456568881535,0.006162815209424937,4.0420776201063794e-08,4.887620288053384e-07,99.99841659827626,0.0002980423837474573,49.9996837534678,0.00031623283714365806,1.2682872022685253e-06,1.4042704514256082e-09,1.5359973634821266e-10,59.99999999995301,4.284335944771324e-12,1.9101060162588026e-14,1.004093866439411e-13,1.972555111497293e-14,1.0028209034939246e-17,4.661648316560249e-20,4.361649640139486e-25,5.185573526388029e-25,1.3695078555236927e-08,4.286045881945659e-11,3.460826799433061e-24,10.0,0.0012853593401289,6.608392753650355e-26,1.3480169231005559,1.0,1.0,0.017676927199722844,0.3937338745906821,0.22338207266871743,0.0057340998888665996,0.008853470129270903,0.004005782627552614,4.475082742791656e-08,7.107296232298528e-07,0.00015120487631712943,8.94127151242372e-07,0.0002448922440735767,9.486985114309742e-07,2.1698931159922854e-08,4.108523566571078e-11,9.78883683441955e-07,2.443810144026692e-09,-1.4042704514208897e-10,8.359116991931276e-12,2.1421679723856623e-14,7.568413532157919e-11,2.1430229409728294e-13,-2.008187732878822e-14,9.550530081294014e-16,3.5106761285516956e-14,1.972555111497293e-17,1.0028209034939246e-19,5.014104517469623e-21,2.3308241582801246e-23,1.921890050326016e-24,7.2059622391560975e-25,2.4236572953642578e-25,1.5556720579164087e-27,2.5927867631940143e-28,3.039902026973829e-26,1.138161371084618e-25,0.0007443579319545801,3.8560780203867e-06,1.7304133997165306e-27,3.3041963768251777e-29,1.9825178260951067e-28,2.180824820069743e-28,8.990692241175162e-24,2.7126536253833726e-25,1.1465229055534954e-24,0.10534149854618144,0.10267150047741855
6.59,0.6602809246431828,2.0083242238425485,2.3013439584722577,3.364815107312602,1.1489949418111596,0.0021155229290705083,999.9821289248266,0.010055524573308165,0.006200474695238793,4.087028358800043e-08,4.956692541278728e-07,99.99840767499767,0.00029954764116343506,49.9996813068865,0.000318679200365825,1.2781042786672307e-06,1.4267026308655094e-09,1.563465311989905e-10,59.99999999995217,4.368448803341943e-12,1.9510493379056825e-14,1.0236860356742997e-13,2.0079217252115705e-14,1.0227177569371168e-17,4.762886254907934e-20,4.48019035702869e-25,5.337709001846732e-25,1.391315950902985e-08,4.362109363625806e-11,3.55671308986373e-24,10.0,0.001292777361315056,6.798518364769353e-26,1.3480432991993696,1.0,1.0,0.017538619626593144,0.39297248954819947,0.22308023989373274,0.005744974709055798,0.008879461320563163,0.004022209829323266,4.5151090150495474e-08,7.193508035131447e-07,0.00015163939607431084,8.986429234903051e-07,0.0002462859186401889,9.56037601097475e-07,2.200067283820981e-08,4.1739478527089553e-11,9.844519214844347e-07,2.478346270639364e-09,-1.4267026308606206e-10,8.507102111263564e-12,2.1842244016709713e-14,7.687793912461072e-11,2.1810546818129028e-13,-2.0473720713485996e-14,9.755246689528413e-16,3.566756577151052e-14,2.0079217252115705e-17,1.0227177569371168e-19,5.1135887846855836e-21,2.381443127453967e-23,1.9703971125922123e-24,7.387177610770382e-25,2.489114655062592e-25,1.6013127005540197e-27,2.668854500923366e-28,3.120415344883612e-26,1.168550292871886e-25,0.0007469809734046155,3.878332083945168e-06,1.7783565449318648e-27,3.399259182384677e-29,2.039555509430806e-28,2.240095178514345e-28,9.222992646233312e-24,2.785437501927144e-25,1.178093214954258e-24,0.10509531894464916,0.10249004589144217
6.6000000000000005,0.6590565004548805,2.0071255300732433,2.2975927336737256,3.365306441626219,1.151166777786216,0.0021228876775142395,999.9820400388095,0.01009666192859931,0.006238284397602712,4.132380676712651e-08,5.026597375380091e-07,99.99839872140288,0.00030105719880764805,49.99967884641535,0.00032113945040267134,1.2879771384659675e-06,1.4494476415704688e-09,1.5913701513384692e-10,59.999999999951314,4.45404886363892e-12,1.992791533731583e-14,1.0436219836414009e-13,2.04385268964207e-14,1.0429709913855152e-17,4.8661308160287863e-20,4.601722841135072e-25,5.494006593302954e-25,1.413426904918398e-08,4.439370987134322e-11,3.655066513542395e-24,10.0,0.0013002213984668642,6.993744386931534e-26,1.3480690296183666,1.0,1.0,0.01740127609868561,0.3922124179022207,0.2227781422847938,0.00575583388893108,0.008905466861392068,0.004038664771439725,4.555398199893744e-08,7.280578707536678e-07,0.00015207392865529225,9.031715964229442e-07,0.000247684326352205,9.63418351208014e-07,2.230597163608709e-08,4.2402807147551937e-11,9.900390439582138e-07,2.5132986876900454e-09,-1.449447641565404e-10,8.657411135295284e-12,2.22702443181946e-14,7.80881165198889e-11,2.219685493567161e-13,-2.087243967282802e-14,9.963957668657917e-16,3.6236191039130413e-14,2.04385268964207e-17,1.0429709913855153e-19,5.214854956927576e-21,2.4330654080143932e-23,2.0200326008926136e-24,7.57258944663233e-25,2.5562066670840124e-25,1.6482019779908864e-27,2.747003296651477e-28,3.202900277345811e-26,1.199689749000652e-25,0.0007496057455979093,3.900664195400593e-06,1.8275332567711974e-27,3.4968721934657675e-29,2.0981233160794606e-28,2.300861420567536e-28,9.460828898602108e-24,2.8600299811410866e-25,1.2104694170149008e-24,0.10484991949860878,0.10230905448349775
