Time,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP,source,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,compartment,proteinSynthesis,misfolding,Hsp90MisPBinding,unsuccessulRefolding,refolding,proteinDegradation,proteinAggregation1,proteinAggregation2,Hsp90HSF1Binding,Hsp90HSF1Release,dimerisation,trimerisation,deTrimerisation,deDimerisation,HSETriHBinding,HSETriHRelease,Hsp90Transcription,Hsp90Degradation,countTime,ATPformation,ATPconsumption,radicalFormation,radicalScavenging
0.1,298700.1432326956,5999.9999595541785,4.017406817114949e-05,0.000803321959591924,1197.3583078960587,6.516176646003206e-11,1.357803900132791e-07,5998803.640888308,-4.005750068393155e-12,0.9999999999998137,1.8642642861383252e-13,0.1,100.0,10683.389205507285,316.61079449271256,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11997.607281776618,11997.61921960387,0.011973583078960588,51.16737928680488,5.149320690990792e-06,-4.013383167105807e-11,-3.2179069945770726e-22,5999.999958481215,5999.9999595541785,-2.0086227107698036e-07,5.45485064469874e-10,3.258088323001603e-11,6.789019500663955e-08,3.2580883230009966e-12,1.49141142891066e-14,1.864264286138325e-10,25.59286168488319,1.0,3799.3295339125507,213.6677841101457,0.1,0.1
0.11,298580.45013105014,5999.999959543432,4.0190172905405644e-05,0.0008036280831541784,1316.795128973629,7.019157369375893e-11,1.3309412029033491e-07,5998684.304066874,-4.407164788626862e-12,0.99999999999978,2.2010787364899633e-13,0.11,100.0,10716.427616834442,283.5723831655554,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11997.36860813375,11997.381740306379,0.013167951289736291,56.445358743384276,5.167213310386298e-06,-4.014911325290722e-11,-3.5417213912287945e-22,5999.9999584703755,5999.999959543432,-2.009427882770374e-07,5.349075707161417e-10,3.5095786846879464e-11,6.654706014516746e-08,3.509578684687174e-12,1.7608629891919708e-14,2.2010787364899633e-10,25.661720568682583,1.0,3402.8685979866646,214.32855233668886,0.1,0.1
0.12,298460.81159102265,5999.9999595326535,4.020628320663505e-05,0.0008039343126425701,1436.1767461702213,7.50885488672264e-11,1.3042057514492606e-07,5998565.022449319,-4.808732351077021e-12,0.9999999999997439,2.562430355178119e-13,0.12,100.0,10745.672481856795,254.32751814320284,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11997.13004489864,11997.14437085862,0.014361767461702214,61.73073976161591,5.183288892350233e-06,-4.01644001131763e-11,-3.865904937345194e-22,5999.999958455402,5999.9999595326535,-2.010233333071288e-07,5.243726580249126e-10,3.75442744336132e-11,6.521028757246303e-08,3.7544274433603585e-12,2.0499442841424955e-14,2.562430355178119e-10,25.721440282810907,1.0,3051.930217718434,214.9134496371359,0.1,0.1
0.13,298341.2277579115,5999.999959521846,4.022239905312253e-05,0.0008042406476330131,1555.5031003211795,7.985384610797902e-11,1.2775968975241347e-07,5998445.796094811,-5.210452808420407e-12,0.9999999999997053,2.9476385113092664e-13,0.13,100.0,10771.553672617069,228.44632738292856,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11996.891592189622,11996.90711138255,0.015555031003211798,67.02074053212735,5.197752781007586e-06,-4.0179692230685396e-11,-4.19045794110528e-22,5999.999958438617,5999.999959521846,-2.0110390605868472e-07,5.138801224124705e-10,3.992692305398951e-11,6.387984487620674e-08,3.992692305397775e-12,2.358110809047413e-14,2.9476385113092667e-10,25.773060351341513,1.0,2741.355928595143,215.43107345234137,0.1,0.1
0.14,298221.6987430325,5999.999959511008,4.0238520427678976e-05,0.0008045470877887078,1674.7741566358054,8.448861113322012e-11,1.2511139962010197e-07,5998326.625038138,-5.6123262131537106e-12,0.9999999999996645,3.3560288628674703e-13,0.14,100.0,10794.453301946074,205.54669805392203,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11996.653250076277,11996.66996195541,0.016747741566358054,72.31308570044528,5.2107875810111485e-06,-4.0194989588611924e-11,-4.515380710513045e-22,5999.99995842432,5999.999959511008,-2.0118450644576384e-07,5.034297609348981e-10,4.224430556661006e-11,6.255569981005099e-08,4.224430556659589e-12,2.6848230902939763e-14,3.3560288628674705e-10,25.817504409683735,1.0,2466.5603766470645,215.8890660389215,0.1,0.1
0.15,298102.2246270987,5999.999959500138,4.0254647317153165e-05,0.0008048536328507572,1793.9899020975586,8.899398129883059e-11,1.224756405856295e-07,5998207.509292317,-6.014352617618378e-12,0.9999999999996214,3.786933316100839e-13,0.15,100.0,10814.70959229897,185.29040770102716,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11996.415018584634,11996.432922600643,0.017939899020975588,77.60591921080783,5.222554982152653e-06,-4.02102921740222e-11,-4.840673553535612e-22,5999.999958411314,5999.999959500138,-2.0126513440261266e-07,4.930213716716925e-10,4.4496990649415294e-11,6.123782029281475e-08,4.449699064939845e-12,3.0295466528806714e-14,3.786933316100839e-10,25.85558968504598,1.0,2223.484892412326,216.2941918459794,0.1,0.1
0.16,297982.8054653276,5999.999959489239,4.027077971179045e-05,0.000805160282625853,1913.150341336683,9.33710856573251e-11,1.198523488150025e-07,5998088.448852719,-6.416532074035686e-12,0.9999999999995761,4.239689978053774e-13,0.16,100.0,10832.621730363542,167.37826963645608,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11996.17689770544,11996.195993305388,0.01913150341336683,82.89773584406471,5.23319806439908e-06,-4.022559997725674e-11,-5.166336778208424e-22,5999.999958397757,5999.999959489239,-2.0134578988045929e-07,4.826547537069635e-10,4.668554282866255e-11,5.992617440750125e-08,4.668554282864277e-12,3.391751982443019e-14,4.2396899780537737e-10,25.888038810342366,1.0,2008.539235637473,216.65243460727083,0.1,0.1
0.17,297863.44129282446,5999.99995947831,4.028691760453823e-05,0.0008054670369729393,2032.2554922757088,9.762104501763953e-11,1.172414608006022e-07,5997969.44370142,-6.818864634543315e-12,0.9999999999995287,4.713643107248991e-13,0.17,100.0,10848.45495935959,151.54504064040745,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11995.938887402841,11995.959174034719,0.02032255492275709,88.1873286954567,5.2428437231098546e-06,-4.024091299126446e-11,-5.492370692705169e-22,5999.9999583841145,5999.99995947831,-2.014264728440408e-07,4.72329707110956e-10,4.8810522508819767e-11,5.86207304003011e-08,4.881052250879677e-12,3.7709144857991923e-14,4.713643107248991e-10,25.915492177778543,1.0,1818.5404876848893,216.9690991871918,0.1,0.1
0.18,297744.132128198,5999.999959467351,4.030306099054378e-05,0.0008057738957935638,2151.305383323068,1.017449720011911e-10,1.1464291335937096e-07,5997850.493810014,-7.221350351220664e-12,0.9999999999994793,5.208143067105379e-13,0.18,100.0,10862.444594625604,137.55540537439225,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11995.700987620028,11995.722464730585,0.02151305383323068,93.47374212986648,5.251604579311927e-06,-4.025623121112107e-11,-5.818775605393294e-22,5999.999958369644,5999.999959467351,-2.0150718326909285e-07,4.620460329256355e-10,5.087248600059555e-11,5.732145667968548e-08,5.087248600056907e-12,4.166514453684303e-14,5.208143067105379e-10,25.938517691711834,1.0,1650.664864492707,217.2488918925121,0.1,0.1
0.19,297624.8779762867,5999.999959456362,4.031920986681629e-05,0.0008060808590253639,2270.3000513324464,1.0574397109636396e-10,1.1205664363106387e-07,5997731.599141644,-7.623989276108493e-12,0.9999999999994279,5.722546280638228e-13,0.19,100.0,10874.799428254653,125.2005717453427,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11995.463198283289,11995.485865322215,0.022703000513324467,98.7562308007864,5.259580598913627e-06,-4.027155463370384e-11,-6.145551824885696e-22,5999.999958355747,5999.999959456362,-2.0158792114066003e-07,4.518035331531907e-10,5.287198554818198e-11,5.6028321815531934e-08,5.287198554815174e-12,4.578037024510583e-14,5.722546280638228e-10,25.957619039864085,1.0,1502.4068609441124,217.49598856509306,0.1,0.1
0.2,297505.67883181607,5999.999959445345,4.033536423171382e-05,0.0008063879266322165,2389.2395386868516,1.0961913871500278e-10,1.094825890764131e-07,5997612.759653931,-8.026781461231484e-12,0.9999999999993745,6.25621518372346e-13,0.2,100.0,10885.705401562016,114.29459843798043,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11995.225519307864,11995.249375724912,0.023892395386868517,104.03423100763601,5.266860845216828e-06,-4.028688325719991e-11,-6.47269966005237e-22,5999.999958342287,5999.999959445345,-2.0166868645053055e-07,4.4160201074281756e-10,5.480956935750139e-11,5.474129453820655e-08,5.480956935746711e-12,5.004972146978768e-14,6.25621518372346e-10,25.973244583940094,1.0,1371.535181255765,217.71410803124033,0.1,0.1
0.21,297386.5346793942,5999.999959434297,4.035152408495062e-05,0.0008066950986043471,2508.12389353772,1.1337156324187863e-10,1.0692068747562951e-07,5997493.97529872,-8.429726958596401e-12,0.9999999999993193,6.80851818363998e-13,0.21,100.0,10895.32678175761,104.6732182423865,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11994.987950597442,11995.01299583995,0.0250812389353772,109.30731771691079,5.2735240275219235e-06,-4.030221708111174e-11,-6.800219420072646e-22,5999.99995832779,5999.999959434297,-2.017494791972732e-07,4.314412695852343e-10,5.6685781620939316e-11,5.3460343737814756e-08,5.668578162090073e-12,5.446814546911984e-14,6.80851818363998e-10,25.98579027612847,1.0,1256.078618908638,217.9065356351522,0.1,0.1
0.22,297267.44549565774,5999.99995942322,4.0367689427342426e-05,0.0008070023749534249,2626.953168189948,1.170023250895825e-10,1.0437087692665316e-07,5997375.246023707,-8.832825820205875e-12,0.9999999999992624,7.378829613536927e-13,0.22,100.0,10903.808797766258,96.19120223373855,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11994.750492047415,11994.776725566679,0.026269531681899484,114.57518026651799,5.279639757501252e-06,-4.031755610601222e-11,-7.128111414456074e-22,5999.999958314077,5999.99995942322,-2.018302993849636e-07,4.2132111450345144e-10,5.850116254479125e-11,5.218543846332658e-08,5.85011625447481e-12,5.903063690829542e-14,7.378829613536927e-10,25.995606047630137,1.0,1154.2944268048627,218.07617595532517,0.1,0.1
0.23,297148.41125147213,5999.9999594121155,4.03838602604748e-05,0.0008073097557061774,2745.7274174442146,1.2051249675372824e-10,1.0183309584339109e-07,5997256.5717740925,-9.236078098073294e-12,0.9999999999992035,7.966529686640045e-13,0.23,100.0,10911.280333740382,88.71966625961481,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11994.513143548185,11994.540564795236,0.02745727417444215,119.8376062870833,5.285269836404139e-06,-4.033290033322595e-11,-7.456375953038727e-22,5999.999958300773,5999.9999594121155,-2.019111470215263e-07,4.112413512431043e-10,6.025624837686412e-11,5.091654792169554e-08,6.025624837681613e-12,6.373223749312036e-14,7.966529686640045e-10,26.003002319440906,1.0,1064.6359951153777,218.22560667480764,0.1,0.1
0.24,297029.43191333866,5999.99995940098,4.0400036586520746e-05,0.0008076172409008833,2864.4466975600267,1.2390314286595364e-10,9.930728295406172e-08,5997137.952493616,-9.639483844229549e-12,0.9999999999991431,8.57100445216831e-13,0.24,100.0,10917.855767535191,82.1442324648059,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11994.275904987233,11994.304513410367,0.028644466975600268,125.09446359101148,5.29046913091834e-06,-4.034824976465415e-11,-7.785013345985307e-22,5999.999958286177,5999.99995940098,-2.0199202211782276e-07,4.012017864652061e-10,6.195157143297682e-11,4.965364147703086e-08,6.195157143292374e-12,6.856803561734649e-14,8.57100445216831e-10,26.00825446066882,1.0,985.7307895776707,218.35711535070382,0.1,0.1
0.25,296910.50744434097,5999.999959389816,4.04162184081458e-05,0.0008079248305855214,2983.1110656578476,1.2717532024668768e-10,9.679337729954754e-08,5997019.388125159,-1.0043043110729011e-11,0.9999999999990811,9.191645751415829e-13,0.25,100.0,10923.636707950269,76.36329204972887,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11994.03877625032,11994.068571301517,0.029831110656578477,130.34568616285082,5.2952864019891024e-06,-4.036360440268223e-11,-8.114023903798824e-22,5999.999958271941,5999.999959389816,-2.0207292468717692e-07,3.912022277400575e-10,6.358766012334384e-11,4.839668864977377e-08,6.35876601232854e-12,7.353316601132663e-14,9.191645751415829e-10,26.01160699512306,1.0,916.3595045967464,218.47273415900537,0.1,0.1
0.26,296791.6378055134,5999.999959378622,4.0432405728287774e-05,0.0008082325248135363,3101.7205786981986,1.3033007795820397e-10,9.429131823173572e-08,5996900.878611757,-1.0446755949655807e-11,0.9999999999990173,9.827851173655966e-13,0.26,100.0,10928.713718220984,71.2862817790113,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11993.801757223515,11993.832738354733,0.03101720578698199,135.59126495402933,5.299765128865245e-06,-4.037896424996849e-11,-8.443407937301144e-22,5999.999958257775,5999.999959378622,-2.0215385474427398e-07,3.812424835400637e-10,6.516503897910198e-11,4.714565911586786e-08,6.516503897903795e-12,7.862280938924773e-14,9.827851173655967e-10,26.013277765177875,1.0,855.4353813481357,218.5742743644197,0.1,0.1
0.27,296672.82295530895,5999.999959367401,4.044859855024651e-05,0.0008085403236455366,3220.2752940778228,1.333684573541195e-10,9.180104541202108e-08,5996782.423896017,-1.0850622413117867e-11,0.9999999999989523,1.0479024014809827e-12,0.27,100.0,10933.166644546662,66.8333554533353,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11993.564847792033,11993.597014456025,0.03220275294077823,140.83122572587737,5.303943658351406e-06,-4.039432930952879e-11,-8.773165757657834e-22,5999.999958243826,5999.999959367401,-2.0223481230560916e-07,3.7132236323637903e-10,6.668422867705975e-11,4.590052270601054e-08,6.668422867698988e-12,8.383219211847862e-14,1.0479024014809827e-09,26.013458766473416,1.0,802.0002654400237,218.66333289093325,0.1,0.1
0.28,296554.0628503387,5999.999959356151,4.046479687757908e-05,0.0008088482271472705,3338.7752691574756,1.3629149213149347e-10,8.932249880968061e-08,5996664.023920577,-1.1254642553251199e-11,0.9999999999988857,1.1144573234163108e-12,0.28,100.0,10937.065945997265,62.93405400273085,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11993.328047841154,11993.361399490834,0.033387752691574756,146.0656211905603,5.307855840367603e-06,-4.040969958463556e-11,-9.103297676373463e-22,5999.999958229888,5999.999959356151,-2.0231579738896367e-07,3.614416770931525e-10,6.814574606574674e-11,4.4661249404840306e-08,6.81457460656708e-12,8.915658587330487e-14,1.1144573234163107e-09,26.01231936241953,1.0,755.2086480327703,218.74131891994531,0.1,0.1
0.29,296435.3574464279,5999.999959344872,4.048100071396125e-05,0.0008091562353869492,3457.220560512781,1.3910020838335149e-10,8.685561870022358e-08,5996545.67862886,-1.1658816422226466e-11,0.9999999999988177,1.182391341077895e-12,0.29,100.0,10940.474220797187,59.52577920281038,0.0,10.0,2e-05,50.0,1e-05,4e-06,6e-07,1e-07,500.0,1.0,0.01,100.0,0.5,0.5,0.05,0.08,1000.0,8.02e-09,12.0,0.02,0.1,0.001,1.0,10.0,11993.091357257721,11993.125893346813,0.03457220560512781,151.29452967160032,5.3115317603089314e-06,-4.042507507868418e-11,-9.433804005276307e-22,5999.9999582161045,5999.999959344872,-2.0239681001271225e-07,3.5160023626152966e-10,6.955010419167574e-11,4.342780935011179e-08,6.955010419159352e-12,9.459130728623159e-14,1.182391341077895e-09,26.01000995792906,1.0,714.3093504337245,218.80948441594373,0.1,0.1
