A,C,I,L,R,X,Time
1.2929089497367278e-06,1.8561133625941916e-05,0.9999983758460927,0.1,0.9999810987767184,3.323727308754524e-07,0.19
1.4467742146614172e-06,1.9530267093678844e-05,0.9999982027835499,0.1,0.9999801094941511,3.5177531463761187e-07,0.2
1.6093602448586172e-06,2.0498828372279136e-05,0.9999980210350428,0.1,0.9999791207701806,3.711668202795069e-07,0.21
1.780661577469266e-06,2.146681794395305e-05,0.9999978306074788,0.1,0.9999781326057998,3.905471098361267e-07,0.22
1.9606727127247183e-06,2.2434236246069063e-05,0.9999976315077567,0.1,0.9999771450020016,4.0991608997486494e-07,0.23
2.149388121940788e-06,2.3401083679826077e-05,0.9999974237427673,0.1,0.999976157959778,4.2927370331108e-07,0.24
2.3468022490806423e-06,2.4367360611139286e-05,0.9999972073193931,0.1,0.99997517148012,4.4861992747502545e-07,0.25
2.552909527050266e-06,2.533306738934258e-05,0.9999969822445098,0.1,0.9999741855640183,4.6795475644124715e-07,0.26
2.7677043892729753e-06,2.6298204360702485e-05,0.9999967485249892,0.1,0.9999732002124626,4.872781870499736e-07,0.27
2.991181271677774e-06,2.726277187077671e-05,0.9999965061676991,0.1,0.9999722154264419,5.065902166567051e-07,0.28
3.223334611187207e-06,2.82267702622193e-05,0.9999962551795026,0.1,0.9999712312069446,5.258908452987123e-07,0.29
3.464158844700653e-06,2.919019987460279e-05,0.9999959955672594,0.1,0.9999702475549584,5.451800759256691e-07,0.3
3.7136484106621747e-06,3.0153061045452216e-05,0.9999957273378245,0.1,0.9999692644714702,5.644579133263358e-07,0.31
3.971797750074892e-06,3.111535411133389e-05,0.999995450498049,0.1,0.9999682819574662,5.837243630376241e-07,0.32
4.238601306856804e-06,3.207707940837277e-05,0.9999951650547799,0.1,0.9999673000139321,6.029794308339693e-07,0.33
4.514053527891963e-06,3.303823727237583e-05,0.99999487101486,0.1,0.9999663186418526,6.222231226076822e-07,0.34
4.798148863032871e-06,3.399882803884198e-05,0.9999945683851282,0.1,0.9999653378422118,6.414554443594263e-07,0.35000000000000003
5.0908817651249345e-06,3.4958852042980014e-05,0.9999942571724197,0.1,0.9999643576159929,6.606764021797743e-07,0.36
5.392246689858067e-06,3.591830961975652e-05,0.9999939373835657,0.1,0.9999633779641788,6.798860022131674e-07,0.37
5.702238096165611e-06,3.687720110388832e-05,0.9999936090253931,0.1,0.9999623988877513,6.990842506404338e-07,0.38
6.020850446137401e-06,3.783552682987217e-05,0.9999932721047249,0.1,0.9999614203876916,7.182711536561907e-07,0.39
6.348078204893542e-06,3.879328713200428e-05,0.99999292662838,0.1,0.9999604424649804,7.374467174581477e-07,0.4
6.683915840561687e-06,3.97504823443832e-05,0.9999925726031736,0.1,0.9999594651205973,7.566109482458043e-07,0.41000000000000003
7.028357824311725e-06,4.070711280090715e-05,0.999992210035917,0.1,0.9999584883555214,7.757638522208698e-07,0.42
7.381398630384529e-06,4.166317883527344e-05,0.9999918389334171,0.1,0.999957512170731,7.949054355860925e-07,0.43
7.743032736097358e-06,4.2618680780980116e-05,0.9999914593024775,0.1,0.9999565365672041,8.14035704543325e-07,0.44
8.113254621837507e-06,4.3573618971327824e-05,0.9999910711498972,0.1,0.9999555615459172,8.33154665292241e-07,0.45
8.492058771056473e-06,4.4527993739420595e-05,0.9999906744824716,0.1,0.9999545871078469,8.522623240299502e-07,0.46
8.879439670267915e-06,4.548180541816599e-05,0.9999902693069921,0.1,0.9999536132539686,8.713586869510094e-07,0.47000000000000003
9.275391809047417e-06,4.643505434027515e-05,0.9999898556302461,0.1,0.9999526399852571,8.904437602474095e-07,0.48
9.679909680031997e-06,4.7387740838262975e-05,0.9999894334590173,0.1,0.9999516673026865,9.095175501084715e-07,0.49
1.0092987778918828e-05,4.833986524444833e-05,0.999989002800085,0.1,0.9999506952072301,9.285800627207394e-07,0.5
1.0514620604463635e-05,4.929142789095423e-05,0.9999885636602248,0.1,0.9999497236998608,9.476313042679323e-07,0.51
1.0944802658479137e-05,5.0242429109707976e-05,0.9999881160462084,0.1,0.9999487527815505,9.666712809309398e-07,0.52
1.1383528445833586e-05,5.119286923244127e-05,0.9999876599648035,0.1,0.9999477824532704,9.856999988878262e-07,0.53
1.1830792474449398e-05,5.21427485906903e-05,0.9999871954227739,0.1,0.9999468127159912,1.004717464313827e-06,0.54
1.2286589255301733e-05,5.309206751579591e-05,0.9999867224268794,0.1,0.9999458435706826,1.0237236833813432e-06,0.55
1.2750913302417082e-05,5.404082633890369e-05,0.9999862409838758,0.1,0.999944875018314,1.042718662259938e-06,0.56
1.3223759132871826e-05,5.4989025390964096e-05,0.9999857511005151,0.1,0.9999439070598536,1.0617024071163346e-06,0.5700000000000001
1.370512126679086e-05,5.5936665002732556e-05,0.9999852527835454,0.1,0.9999429396962692,1.0806749241144178e-06,0.58
1.4194994227346124e-05,5.688374550476964e-05,0.9999847460397108,0.1,0.9999419729285279,1.0996362194152353e-06,0.59
1.4693372540755033e-05,5.78302672274411e-05,0.9999842308757514,0.1,0.999941006757596,1.118586299176997e-06,0.6
1.5200250736279143e-05,5.8776230500918057e-05,0.9999837072984035,0.1,0.9999400411844391,1.1375251695550762e-06,0.61
1.5715623346222778e-05,5.9721635655177054e-05,0.9999831753143993,0.1,0.9999390762100221,1.1564528367020091e-06,0.62
1.6239484905931626e-05,6.066648302000021e-05,0.9999826349304674,0.1,0.9999381118353092,1.1753693067674966e-06,0.63
1.6771829953791273e-05,6.161077292497531e-05,0.9999820861533321,0.1,0.999937148061264,1.1942745858984038e-06,0.64
1.7312653031225747e-05,6.255450569949596e-05,0.9999815289897139,0.1,0.9999361848888493,1.2131686802387616e-06,0.65
1.7861948682696088e-05,6.349768167276166e-05,0.9999809634463297,0.1,0.9999352223190271,1.2320515959297668e-06,0.66
1.8419711455698948e-05,6.444030117377793e-05,0.999980389529892,0.1,0.9999342603527589,1.2509233391097823e-06,0.67
1.8985935900765153e-05,6.538236453135645e-05,0.9999798072471098,0.1,0.9999332989910054,1.2697839159143387e-06,0.68
1.9560616571458283e-05,6.632387207411516e-05,0.9999792166046878,0.1,0.9999323382347265,1.2886333324761348e-06,0.6900000000000001
2.014374802437324e-05,6.726482413047835e-05,0.9999786176093272,0.1,0.9999313780848815,1.3074715949250378e-06,0.7000000000000001
2.0735324819134816e-05,6.82052210286768e-05,0.9999780102677249,0.1,0.9999304185424291,1.3262987093880834e-06,0.71
2.133534151839629e-05,6.914506309674791e-05,0.9999773945865743,0.1,0.9999294596083272,1.3451146819894783e-06,0.72
2.194379268783798e-05,7.00843506625358e-05,0.9999767705725645,0.1,0.9999285012835329,1.363919518850599e-06,0.73
2.2560672896165824e-05,7.102308405369138e-05,0.999976138232381,0.1,0.9999275435690028,1.3827132260899933e-06,0.74
2.3185976715109963e-05,7.196126359767255e-05,0.9999754975727051,0.1,0.9999265864656925,1.4014958098233808e-06,0.75
2.3819698719423313e-05,7.289888962174425e-05,0.9999748486002146,0.1,0.9999256299745574,1.4202672761636538e-06,0.76
2.4461833486880146e-05,7.383596245297859e-05,0.999974191321583,0.1,0.9999246740965516,1.4390276312208773e-06,0.77
2.511237559827466e-05,7.477248241825498e-05,0.9999735257434804,0.1,0.999923718832629,1.4577768811022904e-06,0.78
2.5771319637419557e-05,7.570844984426024e-05,0.9999728518725725,0.1,0.9999227641837424,1.4765150319123068e-06,0.79
2.6438660191144628e-05,7.66438650574887e-05,0.9999721697155213,0.1,0.9999218101508442,1.4952420897525149e-06,0.8
2.7114391849295323e-05,7.757872838424232e-05,0.9999714792789849,0.1,0.9999208567348862,1.5139580607216794e-06,0.81
2.7798509204731336e-05,7.85130401506308e-05,0.9999707805696176,0.1,0.9999199039368191,1.5326629509157405e-06,0.8200000000000001
2.849100685332518e-05,7.944680068257172e-05,0.9999700735940699,0.1,0.999918951757593,1.5513567664278162e-06,0.8300000000000001
2.919187939396076e-05,8.03800103057906e-05,0.999969358358988,0.1,0.9999180001981577,1.570039513348202e-06,0.84
2.9901121428531977e-05,8.131266934582112e-05,0.9999686348710147,0.1,0.9999170492594618,1.5887111977643723e-06,0.85
3.0618727561941274e-05,8.224477812800507e-05,0.9999679031367887,0.1,0.9999160989424536,1.6073718257609797e-06,0.86
3.134469240209824e-05,8.317633697749261e-05,0.9999671631629449,0.1,0.9999151492480803,1.626021403419857e-06,0.87
3.2079010559918183e-05,8.410734621924233e-05,0.9999664149561142,0.1,0.9999142001772889,1.6446599368200173e-06,0.88
3.282167664932071e-05,8.503780617802136e-05,0.9999656585229236,0.1,0.9999132517310253,1.6632874320376546e-06,0.89
3.3572685287228314e-05,8.596771717840546e-05,0.9999648938699965,0.1,0.9999123039102349,1.6819038951461451e-06,0.9
3.433203109356494e-05,8.68970795447792e-05,0.9999641210039522,0.1,0.9999113567158623,1.7005093322160468e-06,0.91
3.50997086912546e-05,8.782589360133601e-05,0.9999633399314061,0.1,0.9999104101488515,1.7191037493151008e-06,0.92
3.587571270621991e-05,8.875415967207835e-05,0.99996255065897,0.1,0.9999094642101458,1.7376871525082324e-06,0.93
3.6660037767380726e-05,8.968187808081773e-05,0.9999617531932515,0.1,0.9999085189006878,1.7562595478575507e-06,0.9400000000000001
3.745267850665267e-05,9.060904915117494e-05,0.9999609475408547,0.1,0.9999075742214192,1.7748209414223503e-06,0.9500000000000001
3.8253629558945754e-05,9.153567320658006e-05,0.9999601337083796,0.1,0.9999066301732814,1.7933713392591111e-06,0.96
3.9062885562162974e-05,9.24617505702727e-05,0.9999593117024222,0.1,0.9999056867572148,1.8119107474214998e-06,0.97
3.988044115719884e-05,9.338728156530196e-05,0.9999584815295751,0.1,0.9999047439741593,1.8304391719603702e-06,0.98
4.0706290987938016e-05,9.431226651452664e-05,0.9999576431964267,0.1,0.9999038018250539,1.8489566189237633e-06,0.99
4.1540429701253866e-05,9.523670574061532e-05,0.9999567967095615,0.1,0.9999028603108371,1.867463094356909e-06,1.0
4.238285194700707e-05,9.61605995660465e-05,0.9999559420755604,0.1,0.9999019194324467,1.8859586043022258e-06,1.01
4.3233552378044195e-05,9.70839483131087e-05,0.9999550793010004,0.1,0.9999009791908197,1.9044431547993225e-06,1.02
4.409252565019627e-05,9.800675230390054e-05,0.9999542083924544,0.1,0.9999000395868924,1.9229167518849984e-06,1.03
4.495976642227741e-05,9.89290118603309e-05,0.9999533293564918,0.1,0.9998991006216007,1.9413794015932427e-06,1.04
4.583526935608335e-05,9.985072730411902e-05,0.999952442199678,0.1,0.9998981622958794,1.9598311099552375e-06,1.05
4.6719029116390076e-05,0.00010077189895679458,0.9999515469285746,0.1,0.9998972246106628,1.9782718829993575e-06,1.06
4.76110403709524e-05,0.00010169252713969787,0.9999506435497392,0.1,0.9998962875668845,1.99670172675117e-06,1.07
4.8511297790502533e-05,0.00010261261217397986,0.9999497320697258,0.1,0.9998953511654777,2.0151206472334364e-06,1.08
4.9419796048748704e-05,0.00010353215438060231,0.9999488124950845,0.1,0.9998944154073743,2.033528650466112e-06,1.09
5.033652982237372e-05,0.0001044511540803379,0.9999478848323614,0.1,0.9998934802935061,2.051925742466348e-06,1.1
5.1261493791033564e-05,0.00010536961159377037,0.999946949088099,0.1,0.9998925458248038,2.070311929248492e-06,1.11
5.219468263735599e-05,0.00010628752724129454,0.9999460052688358,0.1,0.9998916120021977,2.0886872168240858e-06,1.12
5.313609104693913e-05,0.00010720490134311652,0.9999450533811066,0.1,0.9998906788266172,2.107051611201871e-06,1.1300000000000001
5.408571370835002e-05,0.00010812173421925379,0.9999440934314423,0.1,0.9998897462989912,2.1254051183877854e-06,1.1400000000000001
5.5043545313123285e-05,0.00010903802618953528,0.99994312542637,0.1,0.9998888144202479,2.143747744384967e-06,1.1500000000000001
5.600958055575962e-05,0.0001099537775736015,0.999942149372413,0.1,0.9998878831913146,2.162079495193751e-06,1.16
5.698381413372453e-05,0.00011086898869090475,0.9999411652760907,0.1,0.9998869526131182,2.180400376811675e-06,1.17
5.796624074744675e-05,0.00011178365986070903,0.9999401731439188,0.1,0.9998860226865848,2.198710395233475e-06,1.18
5.895685510031697e-05,0.0001126977914020903,0.9999391729824091,0.1,0.9998850934126396,2.2170095564510896e-06,1.19
5.995565189868636e-05,0.00011361138363393657,0.9999381647980696,0.1,0.9998841647922075,2.2352978664536587e-06,1.2
6.096262585186519e-05,0.00011452443687494798,0.9999371485974046,0.1,0.9998832368262125,2.253575331227526e-06,1.21
6.19777716721214e-05,0.00011543695144363693,0.9999361243869143,0.1,0.999882309515578,2.271841956756238e-06,1.22
6.300108407467924e-05,0.00011634892765832818,0.9999350921730954,0.1,0.9998813828612266,2.2900977490205445e-06,1.23
6.40325577777178e-05,0.00011726036583715901,0.9999340519624407,0.1,0.9998804568640803,2.3083427139984014e-06,1.24
6.507218750236966e-05,0.00011817126629807924,0.9999330037614391,0.1,0.9998795315250605,2.3265768576649692e-06,1.25
6.611996797271946e-05,0.00011908162935885142,0.9999319475765759,0.1,0.9998786068450878,2.344800185992615e-06,1.26
6.717589391580248e-05,0.00011999145533705091,0.9999308834143323,0.1,0.999877682825082,2.3630127049509126e-06,1.27
6.823996006160329e-05,0.000120900744550066,0.9999298112811861,0.1,0.9998767594659627,2.3812144205066434e-06,1.28
6.931216114305428e-05,0.00012180949731509798,0.9999287311836109,0.1,0.9998758367686482,2.3994053386237974e-06,1.29
7.03924918960343e-05,0.00012271771394916134,0.9999276431280768,0.1,0.9998749147340565,2.4175854652635726e-06,1.3
7.148094705936722e-05,0.0001236253947690838,0.9999265471210499,0.1,0.999873993363105,2.4357548063843774e-06,1.31
7.25775213748206e-05,0.00012453254009150644,0.9999254431689927,0.1,0.9998730726567101,2.453913367941831e-06,1.32
7.368220958710421e-05,0.00012543915023288383,0.9999243312783638,0.1,0.9998721526157878,2.4720611558887623e-06,1.33
7.479500644386865e-05,0.00012634522550948414,0.9999232114556179,0.1,0.9998712332412532,2.490198176175213e-06,1.34
7.591590669570396e-05,0.00012725076623738922,0.9999220837072063,0.1,0.9998703145340209,2.508324434748437e-06,1.35
7.704490509613823e-05,0.0001281557727324947,0.999920948039576,0.1,0.9998693964950047,2.526439937552902e-06,1.36
7.818199640163617e-05,0.00012906024531051026,0.9999198044591706,0.1,0.999868479125118,2.5445446905302876e-06,1.37
7.932717537159772e-05,0.00012996418428695944,0.9999186529724298,0.1,0.9998675624252731,2.5626386996194895e-06,1.3800000000000001
8.048043676835665e-05,0.00013086758997718002,0.9999174935857894,0.1,0.9998666463963819,2.580721970756618e-06,1.3900000000000001
8.164177535717918e-05,0.00013177046269632404,0.9999163263056817,0.1,0.9998657310393556,2.5987945098749997e-06,1.4000000000000001
8.281118590626252e-05,0.00013267280275935784,0.9999151511385351,0.1,0.9998648163551046,2.616856322905178e-06,1.41
8.398866318673361e-05,0.0001335746104810623,0.9999139680907742,0.1,0.9998639023445388,2.634907415774914e-06,1.42
8.517420197264753e-05,0.00013447588617603284,0.9999127771688197,0.1,0.9998629890085673,2.652947794409186e-06,1.43
8.636779704098625e-05,0.0001353766301586796,0.9999115783790886,0.1,0.9998620763480985,2.670977464730191e-06,1.44
8.756944317165717e-05,0.00013627684274322745,0.9999103717279945,0.1,0.9998611643640404,2.688996432657346e-06,1.45
8.877913514749172e-05,0.00013717652424371628,0.9999091572219467,0.1,0.9998602530572999,2.7070047041072884e-06,1.46
8.999686775424399e-05,0.00013807567497400094,0.9999079348673511,0.1,0.9998593424287835,2.7250022849938754e-06,1.47
9.12226357805893e-05,0.00013897429524775142,0.9999067046706096,0.1,0.9998584324793971,2.742989181228187e-06,1.48
9.245643401812286e-05,0.00013987238537845292,0.9999054666381206,0.1,0.9998575232100457,2.7609653987185257e-06,1.49
9.36982572613583e-05,0.00014076994567940607,0.9999042207762785,0.1,0.9998566146216338,2.7789309433704154e-06,1.5
9.494810030772636e-05,0.0001416669764637269,0.9999029670914741,0.1,0.9998557067150651,2.796885821086605e-06,1.51
9.62059579575734e-05,0.00014256347804434698,0.9999017055900943,0.1,0.9998547994912428,2.8148300377670677e-06,1.52
9.747182501416009e-05,0.00014345945073401364,0.9999004362785224,0.1,0.9998538929510692,2.8327635993090014e-06,1.53
9.874569628365994e-05,0.00014435489484528996,0.999899159163138,0.1,0.9998529870954462,2.85068651160683e-06,1.54
0.00010002756657515797,0.0001452498106905549,0.9998978742503166,0.1,0.9998520819252749,2.8685987805522047e-06,1.55
0.00010131743070064932,0.00014614419858200345,0.9998965815464305,0.1,0.9998511774414556,2.886500412034003e-06,1.56
0.00010261528347503776,0.00014703805883164672,0.9998952810578476,0.1,0.9998502736448881,2.9043914119383308e-06,1.57
0.00010392111971613442,0.00014793139175131202,0.9998939727909327,0.1,0.9998493705364715,2.922271786148523e-06,1.58
0.00010523493424465633,0.00014882419765264302,0.9998926567520465,0.1,0.9998484681171043,2.940141540545143e-06,1.59
0.00010655672188422505,0.0001497164768470998,0.9998913329475461,0.1,0.999847566387684,2.958000681005986e-06,1.6
0.00010788647746136523,0.00015060822964595903,0.9998900013837846,0.1,0.9998466653491079,2.9758492134060774e-06,1.61
0.00010922419580550333,0.00015149945636031402,0.9998886620671117,0.1,0.9998457650022725,2.993687143617673e-06,1.62
0.0001105698717489661,0.00015239015730107486,0.9998873150038733,0.1,0.9998448653480734,3.0115144775102617e-06,1.6300000000000001
0.00011192350012697926,0.0001532803327789685,0.9998859602004113,0.1,0.9998439663874057,3.0293312209505663e-06,1.6400000000000001
0.00011328507577766613,0.0001541699831045389,0.9998845976630643,0.1,0.9998430681211639,3.047137379802542e-06,1.6500000000000001
0.00011465459354204618,0.00015505910858814708,0.9998832273981668,0.1,0.9998421705502417,3.064932959927379e-06,1.6600000000000001
0.00011603204826403363,0.00015594770953997127,0.9998818494120498,0.1,0.9998412736755323,3.0827179671835035e-06,1.67
0.00011741743479043622,0.00015683578627000708,0.9998804637110406,0.1,0.9998403774979281,3.100492407426577e-06,1.68
0.00011881074797095359,0.00015772333908806746,0.9998790703014624,0.1,0.9998394820183207,3.118256286509497e-06,1.69
0.00012021198265817607,0.00015861036830378293,0.9998776691896352,0.1,0.9998385872376014,3.1360096102823983e-06,1.7
0.00012162113370758318,0.0001594968742266016,0.9998762603818749,0.1,0.9998376931566606,3.1537523845926552e-06,1.71
0.00012303819597754234,0.0001603828571657894,0.999874843884494,0.1,0.9998367997763881,3.1714846152848807e-06,1.72
0.00012446316432930738,0.00016126831743043003,0.999873419703801,0.1,0.9998359070976729,3.189206308200926e-06,1.73
0.00012589603362701726,0.00016215325532942522,0.9998719878461008,0.1,0.9998350151214036,3.2069174691798826e-06,1.74
0.00012733679873769459,0.00016303767117149473,0.9998705483176945,0.1,0.9998341238484679,3.224618104058084e-06,1.75
0.00012878545453124432,0.0001639215652651765,0.9998691011248798,0.1,0.999833233279753,3.2423082186691054e-06,1.76
0.00013024199588045228,0.00016480493791882675,0.9998676462739504,0.1,0.9998323434161455,3.2599878188437644e-06,1.77
0.0001317064176609839,0.00016568778944062014,0.9998661837711963,0.1,0.999831454258531,3.277656910410121e-06,1.78
0.00013317871475138272,0.00016657012013854977,0.999864713622904,0.1,0.9998305658077948,3.295315499193479e-06,1.79
0.00013465888203306902,0.00016745193032042738,0.999863235835356,0.1,0.9998296780648214,3.312963591016388e-06,1.8
0.0001361469143903385,0.0001683332202938834,0.9998617504148314,0.1,0.9998287910304945,3.3306011916986426e-06,1.81
0.00013764280671036086,0.0001692139903663671,0.9998602573676054,0.1,0.9998279047056974,3.3482283070572834e-06,1.82
0.00013914655388317843,0.0001700942408451467,0.9998587566999497,0.1,0.9998270190913126,3.3658449429065974e-06,1.83
0.00014065815080170475,0.0001709739720373094,0.9998572484181321,0.1,0.9998261341882219,3.383451105058119e-06,1.84
0.0001421775923617232,0.00017185318424976163,0.9998557325284168,0.1,0.9998252499973066,3.4010467993206322e-06,1.85
0.0001437048734618857,0.00017273187778922897,0.9998542090370642,0.1,0.9998243665194472,3.4186320315001683e-06,1.86
0.0001452399890037112,0.00017361005296225645,0.9998526779503314,0.1,0.9998234837555237,3.43620680740001e-06,1.87
0.00014678293389158438,0.0001744877100752085,0.9998511392744713,0.1,0.9998226017064151,3.45377113282069e-06,1.8800000000000001
0.00014833370303275425,0.0001753648494342692,0.9998495930157335,0.1,0.9998217203730002,3.471325013559992e-06,1.8900000000000001
0.00014989229133733278,0.0001762414713454422,0.9998480391803637,0.1,0.9998208397561569,3.488868455412951e-06,1.9000000000000001
0.0001514586937182935,0.00017711757611455102,0.9998464777746039,0.1,0.9998199598567624,3.5064014641718564e-06,1.9100000000000001
0.00015303290509147005,0.00017799316404723905,0.9998449088046926,0.1,0.9998190806756934,3.5239240456262493e-06,1.92
0.00015461492037555511,0.0001788682354489697,0.9998433322768645,0.1,0.9998182022138258,3.5414362055629263e-06,1.93
0.00015620473449209858,0.00017974279062502645,0.9998417481973507,0.1,0.999817324472035,3.5589379497659387e-06,1.94
0.00015780234236550646,0.00018061682988051303,0.9998401565723786,0.1,0.9998164474511955,3.5764292840165926e-06,1.95
0.00015940773892303948,0.00018149035352035345,0.9998385574081718,0.1,0.9998155711521813,3.5939102140934515e-06,1.96
0.00016102091909481168,0.0001823633618492922,0.9998369507109506,0.1,0.999814695575866,3.611380745772335e-06,1.97
0.00016264187781378893,0.00018323585517189425,0.9998353364869311,0.1,0.9998138207231221,3.6288408848263217e-06,1.98
0.00016427061001578777,0.00018410783379254527,0.9998337147423262,0.1,0.9998129465948217,3.6462906370257485e-06,1.99
0.00016590711063947382,0.0001849792980154516,0.9998320854833448,0.1,0.9998120731918361,3.663730008138212e-06,2.0
0.00016755137462636055,0.00018585024814464051,0.9998304487161923,0.1,0.9998112005150361,3.681159003928568e-06,2.0100000000000002
0.00016920339692080778,0.00018672068448396015,0.9998288044470706,0.1,0.9998103285652918,3.698577630158933e-06,2.02
0.00017086317247002055,0.00018759060733707984,0.9998271526821776,0.1,0.9998094573434727,3.7159858925886868e-06,2.0300000000000002
0.00017253069622404728,0.00018846001700748992,0.9998254934277078,0.1,0.9998085868504476,3.7333837969744697e-06,2.04
0.00017420596313577895,0.00018932891379850215,0.9998238266898518,0.1,0.9998077170870845,3.7507713490701867e-06,2.05
0.00017588896816094748,0.00019019729801324965,0.9998221524747969,0.1,0.999806848054251,3.7681485546270065e-06,2.06
0.0001775797062581241,0.00019106516995468694,0.9998204707887265,0.1,0.9998059797528139,3.7855154193933597e-06,2.07
0.00017927817238871845,0.00019193252992559024,0.9998187816378203,0.1,0.9998051121836394,3.802871949114947e-06,2.08
0.00018098436151697678,0.00019279937822855734,0.9998170850282547,0.1,0.999804245347593,3.82021814953473e-06,2.09
0.00018269826860998104,0.00019366571516600802,0.999815380966202,0.1,0.9998033792455397,3.837554026392941e-06,2.1
0.00018441988863764693,0.0001945315410401838,0.9998136694578312,0.1,0.9998025138783437,3.854879585427079e-06,2.11
0.00018614921657272314,0.00019539685615314835,0.9998119505093075,0.1,0.9998016492468685,3.872194832371911e-06,2.12
0.00018788624739078942,0.0001962616608067873,0.9998102241267923,0.1,0.9998007853519773,3.889499772959471e-06,2.13
0.00018963097607025572,0.00019712595530280874,0.9998084903164438,0.1,0.9997999221945321,3.906794412919067e-06,2.14
0.00019138339759236031,0.00019798973994274282,0.9998067490844162,0.1,0.9997990597753947,3.924078757977275e-06,2.15
0.00019314350694116898,0.00019885301502794238,0.9998050004368603,0.1,0.9997981980954261,3.941352813857943e-06,2.16
0.00019491129910357302,0.0001997157808595826,0.999803244379923,0.1,0.9997973371554868,3.958616586282189e-06,2.17
0.00019668676906928854,0.0002005780377386615,0.9998014809197477,0.1,0.9997964769564364,3.97587008096841e-06,2.18
0.0001984699118308544,0.0002014397859659997,0.9997997100624744,0.1,0.9997956174991339,3.993113303632268e-06,2.19
0.00020026072238363157,0.00020230102584224078,0.999797931814239,0.1,0.9997947587844379,4.010346259986707e-06,2.2
0.00020205919572580106,0.0002031617576678512,0.9997961461811743,0.1,0.9997939008132061,4.02756895574194e-06,2.21
0.00020386532685836317,0.00020402198174312056,0.999794353169409,0.1,0.9997930435862956,4.044781396605461e-06,2.22
0.00020567911078513555,0.00020488169836816155,0.9997925527850685,0.1,0.9997921871045631,4.061983588282038e-06,2.23
0.00020750054251275242,0.00020574090784291027,0.9997907450342745,0.1,0.9997913313688643,4.079175536473716e-06,2.24
0.00020932961705066261,0.00020659961046712606,0.9997889299231449,0.1,0.9997904763800545,4.0963572468798195e-06,2.25
0.00021116632941112882,0.00020745780654039188,0.9997871074577943,0.1,0.9997896221389881,4.1135287251969525e-06,2.2600000000000002
0.00021301067460922555,0.00020831549636211416,0.9997852776443334,0.1,0.9997887686465193,4.130689977118996e-06,2.27
0.0002148626476628385,0.00020917268023152314,0.9997834404888696,0.1,0.9997879159035012,4.147841008337114e-06,2.2800000000000002
0.00021672224359266243,0.00021002935844767275,0.9997815959975064,0.1,0.9997870639107865,4.164981824539751e-06,2.29
0.00021858945742220056,0.00021088553130944095,0.9997797441763437,0.1,0.9997862126692273,4.182112431412631e-06,2.3000000000000003
0.00022046428417776248,0.00021174119911552958,0.9997778850314781,0.1,0.9997853621796748,4.199232834638764e-06,2.31
0.00022234671888846338,0.0002125963621644647,0.9997760185690022,0.1,0.99978451244298,4.216343039898443e-06,2.32
0.00022423675658622246,0.00021345102075459655,0.9997741447950053,0.1,0.9997836634599926,4.233443052869246e-06,2.33
0.0002261343923057613,0.00021430517518409968,0.9997722637155728,0.1,0.9997828152315623,4.250532879226032e-06,2.34
