Time,L,R,C,I,X,A,BR,Rs,KD,kdegR,kon,koff,kdegC,k1,k2,k3,kdegX,kdegA,BI,TFs,kdegI,cell,R_expression,R_degradation,R_L_binding,C_degradation,C_I_binding,I_activation,X_degradation,A_degradation,I_expression,I_degradation
4.5200000000000005,0.1,0.9996173401773755,0.00038898143550004,0.9991981128109049,7.742625207523983e-06,0.0008127647196547386,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012191421251036,0.004998086700886878,8.051266224273556e-05,3.8898143550004e-06,0.00034995639023249677,0.00034841813433857924,3.8713126037619914e-08,4.063823598273693e-06,0.005012191421251036,0.004995990564054524
4.53,0.1,0.9996166765609854,0.000389732060006851,0.9991947722283243,7.757616132142748e-06,0.0008162115499145118,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050122431232838245,0.004998083382804927,8.047506465575599e-05,3.89732060006851e-06,0.00035063015626790736,0.00034909272594642365,3.878808066071374e-08,4.081057749572559e-06,0.0050122431232838245,0.0049959738611416215
4.54,0.1,0.999616013871131,0.0003904822418620147,0.9991914255948006,7.772598054039018e-06,0.0008196649515587439,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00501229492388479,0.004998080069355655,8.043748929401237e-05,3.904822418620147e-06,0.00035130351764536507,0.00034976691243175585,3.886299027019509e-08,4.09832475779372e-06,0.00501229492388479,0.004995957127974003
4.55,0.1,0.9996153521085289,0.0003912319813273259,0.9991880729156668,7.787570978307258e-06,0.0008231249202088966,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012346822988245,0.004998076760542645,8.03999361444866e-05,3.912319813273259e-06,0.00035197647459389266,0.0003504406940238266,3.893785489153629e-08,4.115624601044483e-06,0.005012346822988245,0.0049959403645783345
4.5600000000000005,0.1,0.9996146912738956,0.0003919812786644256,0.999184714196253,7.802534910039395e-06,0.0008265914514889422,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012398820528539,0.004998073456369478,8.036240519416829e-05,3.9198127866442555e-06,0.00035264902734239887,0.00035111407095177275,3.9012674550196976e-08,4.132957257444711e-06,0.005012398820528539,0.004995923570981265
4.57,0.1,0.9996140313679467,0.00039273013413480053,0.999181349441886,7.81748985432482e-06,0.000830064541025362,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012450916440059,0.004998070156839733,8.032489643005466e-05,3.927301341348005e-06,0.0003533211761196788,0.0003517870434446169,3.9087449271624096e-08,4.1503227051268106e-06,0.005012450916440059,0.00499590674720943
4.58,0.1,0.9996133723913972,0.00039347854799978385,0.9991779786578893,7.832435816250397e-06,0.0008335441844471464,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012503110657231,0.0049980668619569865,8.028740983915053e-05,3.934785479997838e-06,0.0003539929211544133,0.00035245961173126786,3.9162179081251984e-08,4.167720922235732e-06,0.005012503110657231,0.004995889893289447
4.59,0.1,0.9996127143449619,0.0003942265205205548,0.9991746018495832,7.847372800900457e-06,0.0008370303773857925,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012555403114518,0.0049980635717248095,8.024994540846845e-05,3.942265205205548e-06,0.00035466426267516957,0.00035313177604052055,3.9236864004502283e-08,4.1851518869289626e-06,0.005012555403114518,0.004995873009247916
4.6000000000000005,0.1,0.9996120572293548,0.0003949740519581391,0.9991712190222849,7.8623008133568e-06,0.0008405231154753035,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012607793746419,0.004998060286146774,8.021250312502853e-05,3.949740519581391e-06,0.00035533520091040113,0.000353803536601056,3.9311504066784004e-08,4.2026155773765174e-06,0.005012607793746419,0.004995856095111425
4.61,0.1,0.9996114010452891,0.0003957211425734086,0.9991678301813084,7.877219858698693e-06,0.000844022394352186,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012660282487473,0.004998057005226445,8.017508297585848e-05,3.9572114257340864e-06,0.0003560057360884474,0.0003544748936414412,3.938609929349347e-08,4.22011197176093e-06,0.005012660282487473,0.004995839150906542
4.62,0.1,0.999610745793478,0.00039646779262708204,0.9991644353319644,7.89212994200288e-06,0.0008475282096554509,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012712869272255,0.00499805372896739,8.01376849479937e-05,3.96467792627082e-06,0.0003566758684375344,0.0003551458473901296,3.9460649710014405e-08,4.237641048277255e-06,0.005012712869272255,0.004995822176659822
4.63,0.1,0.9996100914746336,0.00039721400237972446,0.9991610344795605,7.907031068343572e-06,0.0008510405570266107,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012765554035378,0.004998050457373168,8.010030902847715e-05,3.972140023797245e-06,0.00035734559818577426,0.00035581639807546073,3.953515534171786e-08,4.255202785133053e-06,0.005012765554035378,0.0049958051723978025
4.64,0.1,0.9996094380894679,0.00039795977209174777,0.999157627629401,7.921923242792456e-06,0.0008545594321096784,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050128183367114925,0.00499804719044734,8.00629552043594e-05,3.9795977209174775e-06,0.0003580149255611655,0.0003564865459256605,3.960961621396228e-08,4.272797160548392e-06,0.0050128183367114925,0.004995788138147005
4.65,0.1,0.9996087856386918,0.0003987051020234106,0.999154214786787,7.936806470418692e-06,0.0008580848305511671,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050128712172352865,0.004998043928193459,8.002562346269866e-05,3.9870510202341065e-06,0.0003586838507915932,0.0003571562911688411,3.968403235209346e-08,4.2904241527558354e-06,0.0050128712172352865,0.004995771073933935
4.66,0.1,0.9996081341230162,0.00039944999243481837,0.9991507959570166,7.951680756288912e-06,0.0008616167480000867,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005012924195541485,0.004998040670615081,7.998831379056071e-05,3.994499924348184e-06,0.00035935237410482845,0.00035782563403300105,3.975840378144456e-08,4.308083740000434e-06,0.005012924195541485,0.004995753979785083
4.67,0.1,0.9996074835431511,0.0004001944435859236,0.9991473711453844,7.966546105467228e-06,0.0008651551801079453,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050129772715648505,0.0049980374177157555,7.995102617501893e-05,4.001944435859236e-06,0.00036002049572852926,0.0003584945747460253,3.983273052733614e-08,4.325775900539726e-06,0.0050129772715648505,0.004995736855726922
4.68,0.1,0.9996068338998061,0.00040093845573652587,0.9991439403571821,7.981402523015221e-06,0.0008687001225287462,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013030445240184,0.00499803416949903,7.991376060315432e-05,4.009384557365259e-06,0.00036068821589024,0.000359163113535685,3.990701261507611e-08,4.343500612643731e-06,0.005013030445240184,0.004995719701785911
4.69,0.1,0.9996061851936902,0.0004016820291462718,0.999140503597698,7.996250013991961e-06,0.0008722515709189875,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013083716502323,0.004998030925968451,7.987651706205544e-05,4.016820291462718e-06,0.00036135553481739144,0.00035983125062963826,3.9981250069959806e-08,4.361257854594938e-06,0.005013083716502323,0.00499570251798849
4.7,0.1,0.9996055374255116,0.00040242516407465527,0.9991370608722173,8.011088583453981e-06,0.0008758095209376594,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013137085286144,0.004998027687127558,7.983929553881841e-05,4.0242516407465525e-06,0.000362022452737301,0.00036049898625542916,4.0055442917269904e-08,4.3790476046882975e-06,0.005013137085286144,0.004995685304361086
4.71,0.1,0.9996048905959783,0.0004031678607810175,0.9991336121860219,8.025918236455305e-06,0.0008793739682462447,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013190551526555,0.004998024452979892,7.980209602054697e-05,4.031678607810175e-06,0.0003626889698771727,0.0003611663206404887,4.012959118227653e-08,4.3968698412312234e-06,0.005013190551526555,0.00499566806093011
4.72,0.1,0.9996042447057978,0.00040391011952454716,0.9991301575443907,8.04073897804743e-06,0.0008829449085087169,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00501324411515851,0.004998021223528989,7.976491849435242e-05,4.039101195245472e-06,0.0003633550864640973,0.00036183325401213434,4.020369489023715e-08,4.414724542543585e-06,0.00501324411515851,0.0049956507877219536
4.73,0.1,0.9996035997556766,0.00040465194056428044,0.9991266969525994,8.055550813279336e-06,0.0008865223373915388,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013297776116995,0.004998017998778383,7.972776294735364e-05,4.046519405642804e-06,0.0003640208027250524,0.00036249978659757013,4.027775406639668e-08,4.432611686957694e-06,0.005013297776116995,0.004995633484762997
4.74,0.1,0.999602955746321,0.000405393324159101,0.9991232304159202,8.070353747197481e-06,0.0008901062505636605,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013351534337034,0.004998014778731605,7.969062936667704e-05,4.0539332415910105e-06,0.0003646861188869019,0.0003631659186238867,4.0351768735987406e-08,4.450531252818303e-06,0.005013351534337034,0.004995616152079601
4.75,0.1,0.9996023126784365,0.00040613427056774036,0.9991197579396226,8.085147784845813e-06,0.0008936966436965199,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013405389753689,0.004998011563392183,7.965351773945663e-05,4.061342705677403e-06,0.0003653510351763969,0.00036383165031806156,4.0425738924229065e-08,4.4684832184826e-06,0.005013405389753689,0.004995598789698113
4.76,0.1,0.9996016705527283,0.0004068747800487776,0.9991162795289726,8.099932931265757e-06,0.0008972935124640401,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013459342302058,0.004998008352763642,7.961642805283396e-05,4.068747800487776e-06,0.000366015551820175,0.0003644969819069591,4.0499664656328784e-08,4.4864675623202005e-06,0.005013459342302058,0.004995581397644863
4.7700000000000005,0.1,0.9996010293699009,0.00040761485286064007,0.9991127951892331,8.114709191496223e-06,0.0009008968525426289,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013513391917278,0.004998005146849505,7.957936029395808e-05,4.076148528606401e-06,0.00036667966904476096,0.00036516191361733003,4.0573545957481114e-08,4.504484262713145e-06,0.005013513391917278,0.004995563975946166
4.78,0.1,0.9996003891306583,0.0004083544892616025,0.9991093049256639,8.129476570573604e-06,0.0009045066596111761,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050135675385345226,0.004998001945653292,7.954231444998571e-05,4.083544892616026e-06,0.0003673433870765662,0.0003658264456758122,4.064738285286802e-08,4.522533298055881e-06,0.0050135675385345226,0.004995546524628319
4.79,0.1,0.9995997498357039,0.00040909368950978815,0.9991058087435214,8.144235073531784e-06,0.0009081229293510545,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013621782089002,0.00499799874917852,7.950529050808099e-05,4.090936895097882e-06,0.00036800670614188903,0.0003664905783089303,4.0721175367658916e-08,4.540614646755272e-06,0.005013621782089002,0.004995529043717607
4.8,0.1,0.9995991114857405,0.00040983245386316813,0.9991023066480591,8.158984705402129e-06,0.0009117456574461167,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013676122515965,0.004997995557428703,7.946828845541565e-05,4.098324538631682e-06,0.0003686696264669149,0.0003671543117430958,4.0794923527010646e-08,4.558728287230583e-06,0.005013676122515965,0.004995511533240296
4.8100000000000005,0.1,0.9995984740814705,0.00041057078257956205,0.9990987986445271,8.173725471213495e-06,0.0009153748395826955,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050137305597506955,0.004997992370407353,7.943130827916896e-05,4.105707825795621e-06,0.00036933214827771627,0.00036781764620460723,4.0868627356067475e-08,4.576874197913478e-06,0.0050137305597506955,0.004995493993222635
4.82,0.1,0.9995978376235957,0.0004113086759166375,0.9990952847381726,8.18845737599222e-06,0.0009190104714496003,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013785093728517,0.004997989188117978,7.93943499665277e-05,4.113086759166375e-06,0.00036999427180025256,0.0003684805819196499,4.0942286879961104e-08,4.595052357248002e-06,0.005013785093728517,0.004995476423690863
4.83,0.1,0.9995972021128171,0.00041204613413191066,0.9990917649342392,8.20318042476214e-06,0.0009226525487381185,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013839724384787,0.0049979860105640855,7.935741350468619e-05,4.120461341319107e-06,0.0003706559972603702,0.00036914311911429633,4.1015902123810703e-08,4.613262743690592e-06,0.005013839724384787,0.004995458824671196
4.84,0.1,0.9995965675498355,0.0004127831574827463,0.999088239237968,8.217894622544578e-06,0.0009263010671420124,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013894451654903,0.004997982837749178,7.932049888084624e-05,4.127831574827463e-06,0.00037131732488380293,0.000369805258014506,4.1089473112722887e-08,4.631505335710062e-06,0.005013894451654903,0.00499544119618984
4.8500000000000005,0.1,0.999595933935351,0.00041351974622635767,0.9990847076545962,8.232599974358346e-06,0.0009299560223575192,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005013949275474299,0.004997979669676755,7.928360608221723e-05,4.1351974622635765e-06,0.00037197825489617163,0.00037046699884612556,4.1162999871791726e-08,4.649780111787596e-06,0.005013949275474299,0.0049954235382729814
4.86,0.1,0.9995953012700629,0.0004142559006198066,0.9990811701893584,8.247296485219746e-06,0.000933617410083348,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014004195778445,0.0049979765063503144,7.924673509601597e-05,4.142559006198066e-06,0.00037263878752298417,0.0003711283418348886,4.1236482426098734e-08,4.66808705041674e-06,0.005014004195778445,0.004995405850946792
4.87,0.1,0.9995946695546705,0.0004149916209200038,0.9990776268474856,8.261984160142581e-06,0.0009372852260206808,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014059212502849,0.004997973347773353,7.920988590946686e-05,4.149916209200038e-06,0.00037329892298963583,0.0003717892872064161,4.130992080071291e-08,4.686426130103404e-06,0.005014059212502849,0.004995388134237428
4.88,0.1,0.9995940387898721,0.00041572690738370886,0.999074077634206,8.276663004138139e-06,0.0009409594658731698,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014114325583056,0.00499797019394936,7.917305850980178e-05,4.157269073837089e-06,0.00037395866152140924,0.00037244983518621626,4.13833150206907e-08,4.704797329365849e-06,0.005014114325583056,0.00499537038817103
4.89,0.1,0.9995934089763655,0.0004164617602675302,0.9990705225547445,8.291333022215204e-06,0.0009446401253469362,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014169534954648,0.004997967044881827,7.913625288426005e-05,4.164617602675302e-06,0.0003746180033434741,0.0003731099859996842,4.1456665111076024e-08,4.723200626734681e-06,0.005014169534954648,0.004995352612773722
4.9,0.1,0.9995927801148482,0.0004171961798279255,0.9990669616143228,8.30599421938006e-06,0.00094832720015057,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014224840553243,0.004997963900574241,7.909946902008855e-05,4.171961798279255e-06,0.0003752769486808879,0.0003737697398721027,4.15299710969003e-08,4.7416360007528494e-06,0.005014224840553243,0.0049953348080716145
4.91,0.1,0.9995921522060168,0.0004179301663212012,0.9990633948181595,8.320646600636478e-06,0.0009520206859951265,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014280242314497,0.0049979607610300845,7.906270690454164e-05,4.179301663212012e-06,0.0003759354977585949,0.0003744290970286415,4.1603233003182386e-08,4.760103429975633e-06,0.005014280242314497,0.004995316974090798
4.92,0.1,0.9995915252505677,0.00041866372000351314,0.99905982217147,8.335290170985736e-06,0.0009557205785941279,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050143357401741025,0.004997957626252839,7.902596652488112e-05,4.186637200035132e-06,0.0003765936508014273,0.0003750880576943581,4.167645085492868e-08,4.77860289297064e-06,0.0050143357401741025,0.00499529911085735
4.93,0.1,0.9995908992491965,0.0004193968411308666,0.9990562436794667,8.349924935426604e-06,0.00095942687366356,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00501439133406779,0.0049979544962459824,7.898924786837632e-05,4.193968411308666e-06,0.00037725140803410466,0.00037574662209419716,4.174962467713302e-08,4.7971343683178e-06,0.00501439133406779,0.004995281218397333
4.94,0.1,0.9995902742025984,0.00042012952995911613,0.9990526593473585,8.36455089895535e-06,0.0009631395669218723,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050144470239313265,0.004997951371012992,7.895255092230405e-05,4.201295299591161e-06,0.00037790876968123394,0.0003764047904529907,4.182275449477675e-08,4.815697834609361e-06,0.0050144470239313265,0.004995263296736793
4.95,0.1,0.9995896501114678,0.0004208617867439656,0.9990490691803517,8.379168066565744e-06,0.0009668586540899748,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014502809700515,0.004997948250557339,7.891587567394851e-05,4.208617867439656e-06,0.0003785657359673098,0.0003770625629954585,4.189584033282872e-08,4.834293270449874e-06,0.005014502809700515,0.004995245345901759
4.96,0.1,0.999589026976499,0.0004215936117409687,0.999045473183649,8.393776443249058e-06,0.0009705841308912392,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014558691311195,0.004997945134882495,7.887922211060146e-05,4.215936117409687e-06,0.0003792223071167144,0.0003777199399462076,4.1968882216245294e-08,4.852920654456196e-06,0.005014558691311195,0.004995227365918245
4.97,0.1,0.9995884047983853,0.00042232500520552864,0.99904187136245,8.408376033994061e-06,0.0009743159930514961,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014614668699245,0.0049979420239919265,7.884259021956211e-05,4.223250052055286e-06,0.00037987848335371745,0.00037837692152973277,4.2041880169970305e-08,4.87157996525748e-06,0.005014614668699245,0.00499520935681225
4.98,0.1,0.9995877835778196,0.0004230559673928985,0.9990382637219514,8.422966843787028e-06,0.0009780542362990345,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00501467074180058,0.0049979389178890984,7.880597998813704e-05,4.2305596739289854e-06,0.00038053426490247666,0.00037903350797041625,4.2114834218935144e-08,4.890271181495173e-06,0.00501467074180058,0.004995191318609757
4.99,0.1,0.9995871633154945,0.00042378649855818096,0.9990346502673464,8.437548877611733e-06,0.000981798856364599,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014726910551149,0.0049979358165774725,7.876939140364042e-05,4.23786498558181e-06,0.00038118965198703694,0.000379689699492528,4.218774438805867e-08,4.908994281822995e-06,0.005014726910551149,0.004995173251336732
5.0,0.1,0.9995865440121016,0.00042451659895632876,0.9990310310038254,8.452122140449455e-06,0.0009855498489813907,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014783174886942,0.004997932720060508,7.873282445339372e-05,4.245165989563288e-06,0.00038184464483133134,0.0003803454963202255,4.2260610702247275e-08,4.9277492449069535e-06,0.005014783174886942,0.004995155155019127
5.01,0.1,0.9995859256683323,0.00042524626884214473,0.9990274059365756,8.466686637278982e-06,0.0009893072098850653,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014839534743983,0.004997929628341662,7.8696279124726e-05,4.252462688421448e-06,0.0003824992436591805,0.0003810008986775542,4.233343318639491e-08,4.946536049425326e-06,0.005014839534743983,0.004995137029682878
5.0200000000000005,0.1,0.9995853082848772,0.0004259755084702817,0.9990237750707809,8.481242373076603e-06,0.0009930709348137312,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005014895990058332,0.004997926541424386,7.865975540497365e-05,4.2597550847028175e-06,0.0003831534486942932,0.0003816559067884471,4.2406211865383017e-08,4.965354674068656e-06,0.005014895990058332,0.004995118875353905
5.03,0.1,0.9995846918624268,0.0004267043180952426,0.9990201384116222,8.495789352816113e-06,0.0009968410195079478,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050149525407660895,0.004997923459312134,7.862325328148056e-05,4.267043180952426e-06,0.00038380726016026557,0.00038231052087672507,4.2478946764080564e-08,4.984205097539739e-06,0.0050149525407660895,0.004995100692058111
5.04,0.1,0.9995840764016706,0.00042743269797138094,0.9990164959642772,8.510327581468817e-06,0.0010006174597107262,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050150091868033896,0.004997920382008353,7.858677274159801e-05,4.2743269797138095e-06,0.00038446067828058213,0.00038296474116609677,4.2551637907344085e-08,5.003087298553631e-06,0.0050150091868033896,0.004995082479821386
5.05,0.1,0.9995834619032975,0.00042816064835290025,0.9990128477339205,8.524857064003528e-06,0.0010044002511675261,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015065928106403,0.004997917309516487,7.855031377268474e-05,4.281606483529002e-06,0.000385113703278615,0.00038361856788015876,4.2624285320017643e-08,5.02200125583763e-06,0.005015065928106403,0.004995064238669603
5.0600000000000005,0.1,0.9995828483679963,0.0004288881694938548,0.9990091937257236,8.539377805386567e-06,0.001008189389626256,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00501512276461134,0.004997914241839981,7.851387636210689e-05,4.2888816949385485e-06,0.00038576633537762455,0.0003842720012423955,4.269688902693284e-08,5.04094694813128e-06,0.00501512276461134,0.004995045968628618
5.07,0.1,0.9995822357964549,0.00042961526164814916,0.9990055339448548,8.553889810581765e-06,0.0010119848708372702,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050151796962544445,0.004997911178982274,7.847746049723804e-05,4.296152616481491e-06,0.0003864185748007589,0.0003849250414761794,4.2769449052908826e-08,5.059924354186351e-06,0.0050151796962544445,0.004995027669724274
5.08,0.1,0.9995816241893608,0.00043034192506953865,0.9990018683964794,8.568393084550463e-06,0.0010157866905533693,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015236722971998,0.004997908120946804,7.844106616545916e-05,4.3034192506953864e-06,0.00038707042177105454,0.00038557768880477083,4.284196542275232e-08,5.0789334527668464e-06,0.005015236722971998,0.004995009341982397
5.09,0.1,0.9995810135474009,0.00043106816001162927,0.9989981970857594,8.582887632251518e-06,0.0010195948445297983,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015293844700321,0.004997905067737005,7.840469335415862e-05,4.310681600116293e-06,0.00038772187651143575,0.0003862299434513183,4.291443816125759e-08,5.097974222648992e-06,0.005015293844700321,0.004994990985428797
5.1000000000000005,0.1,0.9995804038712617,0.000431793966727878,0.9989945200178538,8.597373458641295e-06,0.0010234093285242452,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015351061375767,0.0049979020193563085,7.836834205073227e-05,4.31793966727878e-06,0.0003883729392447152,0.00038688180563885825,4.298686729320648e-08,5.1170466426212265e-06,0.005015351061375767,0.004994972600089269
5.11,0.1,0.9995797951616289,0.0004325193454715924,0.9989908371979184,8.611850568673671e-06,0.0010272301382968393,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015408372934727,0.004997898975808144,7.833201224258328e-05,4.325193454715924e-06,0.0003890236101935934,0.00038753327559031524,4.305925284336836e-08,5.136150691484197e-06,0.005015408372934727,0.004994954185989592
5.12,0.1,0.9995791874191877,0.0004332442964959312,0.9989871486311058,8.626318967300042e-06,0.0010310572696101512,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015465779313631,0.004997895937095939,7.829570391712222e-05,4.332442964959312e-06,0.0003896738895806595,0.00038818435352850185,4.3131594836500207e-08,5.155286348050756e-06,0.005015465779313631,0.004994935743155529
5.13,0.1,0.999578580644623,0.0004339688200539043,0.9989834543225659,8.640778659469316e-06,0.0010348907182291906,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005015523280448944,0.0049978929032231155,7.825941706176709e-05,4.339688200539043e-06,0.0003903237776283907,0.0003888350396761192,4.320389329734658e-08,5.174453591145953e-06,0.005015523280448944,0.004994917271612829
