Time,L,R,C,I,X,A,BR,Rs,KD,kdegR,kon,koff,kdegC,k1,k2,k3,kdegX,kdegA,BI,TFs,kdegI,cell,R_expression,R_degradation,R_L_binding,C_degradation,C_I_binding,I_activation,X_degradation,A_degradation,I_expression,I_degradation
0.1,0.1,0.9999900272926642,9.812921374146062e-06,0.9999995413773951,1.5745639056967488e-07,3.0129780274627345e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000004519467034,0.004999950136463321,9.950835666055913e-05,9.812921374146062e-08,9.025634920870124e-06,7.085537575635369e-06,7.872819528483744e-10,1.5064890137313673e-09,0.005000004519467034,0.004999997706886976
0.11,0.1,0.9999890330274378,1.0787309194771178e-05,0.9999994468097615,1.7686964175996976e-07,3.76502903409686e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050000056475435406,0.004999945165137189,9.945953784300522e-05,1.0787309194771177e-07,9.902955018537182e-06,7.959133879198639e-06,8.843482087998488e-10,1.88251451704843e-09,0.0050000056475435406,0.004999997234048807
0.12,0.1,0.999988039311881,1.1761084693307788e-05,0.999999343489617,1.9630880164207382e-07,4.604465390903493e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500000690669807,0.004999940196559405,9.941074969652272e-05,1.1761084693307788e-07,1.0779532963823203e-05,8.833896073893322e-06,9.81544008210369e-10,2.3022326954517464e-09,0.00500000690669807,0.004999996717448086
0.13,0.1,0.9999870461469752,1.2734263162635764e-05,0.9999992314256427,2.1575893940081904e-07,5.531362708330732e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500000829704404,0.004999935230734876,9.936199145656573e-05,1.2734263162635764e-07,1.1655458678403542e-05,9.709152273036856e-06,1.0787946970040953e-09,2.7656813541653663e-09,0.00500000829704404,0.004999996157128214
0.14,0.1,0.9999860535337083,1.3706853943806193e-05,0.999999110625817,2.352110694284734e-07,6.545744171316849e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000009818616225,0.0049999302676685415,9.931326265618053e-05,1.3706853943806193e-07,1.2530786406141799e-05,1.0584498124281303e-05,1.176055347142367e-09,3.2728720856584248e-09,0.005000009818616225,0.004999995553129085
0.15,0.1,0.999985061473072,1.467886276675871e-05,0.9999989810976909,2.546598131317802e-07,7.647601169953395e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050000114714017115,0.00499992530736536,9.926456300896928e-05,1.4678862766758711e-07,1.3405548744772642e-05,1.145969159093011e-05,1.273299065658901e-09,3.823800584976698e-09,0.0050000114714017115,0.004999994905488455
0.16,0.1,0.9999840699660602,1.5650293222080627e-05,0.9999988428485607,2.741019287601336e-07,8.836906271300332e-07,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050000132553593485,0.004999920349830301,9.921589233550198e-05,1.5650293222080627e-07,1.4279765468520631e-05,1.2334586794206013e-05,1.3705096438006682e-09,4.418453135650166e-09,0.0050000132553593485,0.004999994214242804
0.17,0.1,0.9999830790136673,1.6621147599393674e-05,0.999998695885566,2.9353547392286496e-07,1.0113620608768159e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000015170430836,0.004999915395068337,9.916725052139706e-05,1.6621147599393674e-07,1.5153448553900858e-05,1.3209096326528924e-05,1.4676773696143249e-09,5.05681030438408e-09,0.005000015170430836,0.00499999347942783
0.18,0.1,0.9999820886168885,1.7591427382034007e-05,0.9999985402157476,3.129593114436128e-07,1.147769824212084e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000017216547264,0.004999910443084443,9.911863749258716e-05,1.7591427382034006e-07,1.6026605145127275e-05,1.4083169014962577e-05,1.564796557218064e-09,5.7388491210604204e-09,0.005000017216547264,0.0049999927010787384
0.19,0.1,0.9999810987767184,1.8561133625941916e-05,0.9999983758460927,3.323727308754524e-07,1.2929089497367278e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000019393634121,0.004999905493883592,9.907005319637474e-05,1.8561133625941917e-07,1.6899239825426952e-05,1.4956772889395358e-05,1.661863654377262e-09,6.464544748683639e-09,0.005000019393634121,0.004999991879230464
0.2,0.1,0.9999801094941511,1.9530267093678844e-05,0.9999982027835499,3.5177531463761187e-07,1.4467742146614172e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000021701613063,0.004999900547470755,9.902149759473118e-05,1.9530267093678843e-07,1.777135542037349e-05,1.5829889158692533e-05,1.7588765731880594e-09,7.233871073307087e-09,0.005000021701613063,0.004999991013917749
0.21,0.1,0.9999791207701806,2.0498828372279136e-05,0.9999980210350428,3.711668202795069e-07,1.6093602448586172e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000024140403478,0.004999895603850903,9.89729706584041e-05,2.0498828372279138e-07,1.8642953704418588e-05,1.670250691257781e-05,1.8558341013975345e-09,8.046801224293086e-09,0.005000024140403478,0.004999990105175214
0.22,0.1,0.9999781326057998,2.146681794395305e-05,0.9999978306074788,3.905471098361267e-07,1.780661577469266e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000026709923424,0.004999890663028999,9.892447236338234e-05,2.1466817943953052e-07,1.9514035824818118e-05,1.7574619942625702e-05,1.9527355491806336e-09,8.90330788734633e-09,0.005000026709923424,0.004999989153037394
0.23,0.1,0.9999771450020016,2.2434236246069063e-05,0.9999976315077567,4.0991608997486494e-07,1.9606727127247183e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000029410090403,0.0049998857250100085,9.887600268789672e-05,2.2434236246069063e-07,2.0384602660880205e-05,1.844622404886892e-05,2.049580449874325e-09,9.803363563623591e-09,0.005000029410090403,0.004999988157538784
0.24,0.1,0.999976157959778,2.3401083679826077e-05,0.9999974237427673,4.2927370331108e-07,2.149388121940788e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000032240821483,0.00499988078979889,9.88275616119865e-05,2.3401083679826077e-07,2.1254654876059597e-05,1.9317316648998602e-05,2.1463685165554002e-09,1.0746940609703941e-08,0.005000032240821483,0.0049999871187138365
0.25,0.1,0.99997517148012,2.4367360611139286e-05,0.9999972073193931,4.4861992747502545e-07,2.3468022490806423e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000035202033323,0.0049998758574006,9.877914911745506e-05,2.4367360611139284e-07,2.212419292350874e-05,2.0187896736376146e-05,2.2430996373751275e-09,1.1734011245403212e-08,0.005000035202033323,0.004999986036596966
0.26,0.1,0.9999741855640183,2.533306738934258e-05,0.9999969822445098,4.6795475644124715e-07,2.552909527050266e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000038293642417,0.004999870927820092,9.87307651869347e-05,2.533306738934258e-07,2.2993217158133145e-05,2.105796403985612e-05,2.339773782206236e-09,1.2764547635251331e-08,0.005000038293642417,0.0049999849112225495
0.27,0.1,0.9999732002124626,2.6298204360702485e-05,0.9999967485249892,4.872781870499736e-07,2.7677043892729753e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000041515565264,0.004999866001062313,9.868240980321116e-05,2.629820436070249e-07,2.386172791749831e-05,2.192751841724881e-05,2.436390935249868e-09,1.3838521946364877e-08,0.005000041515565264,0.004999983742624946
0.28,0.1,0.9999722154264419,2.726277187077671e-05,0.9999965061676991,5.065902166567051e-07,2.991181271677774e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050000448677184044,0.00499986107713221,9.863408294910535e-05,2.7262771870776713e-07,2.472972553594021e-05,2.279655974955173e-05,2.5329510832835256e-09,1.495590635838887e-08,0.0050000448677184044,0.004999982530838496
0.29,0.1,0.9999712312069446,2.82267702622193e-05,0.9999962551795026,5.258908452987123e-07,3.223334611187207e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000048350018388,0.004999856156034723,9.858578460758351e-05,2.82267702622193e-07,2.5597210331537888e-05,2.366508803844205e-05,2.6294542264935614e-09,1.6116673055936034e-08,0.005000048350018388,0.004999981275897513
0.3,0.1,0.9999702475549584,2.919019987460279e-05,0.9999959955672594,5.451800759256691e-07,3.464158844700653e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000051962381771,0.0049998512377747925,9.853751476176572e-05,2.9190199874602793e-07,2.6464182604782362e-05,2.453310341665511e-05,2.7259003796283456e-09,1.7320794223503266e-08,0.005000051962381771,0.004999979977836297
0.31,0.1,0.9999692644714702,3.0153061045452216e-05,0.9999957273378245,5.644579133263358e-07,3.7136484106621747e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000055704725126,0.0049998463223573505,9.848927339487442e-05,3.015306104545222e-07,2.733064264497713e-05,2.540060609968511e-05,2.8222895666316793e-09,1.8568242053310873e-08,0.005000055704725126,0.004999978636689123
0.32,0.1,0.9999682819574662,3.111535411133389e-05,0.999995450498049,5.837243630376241e-07,3.971797750074892e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000059576965068,0.004999841409787331,9.844106049017992e-05,3.1115354111333895e-07,2.819659073678154e-05,2.6267596336693087e-05,2.9186218151881206e-09,1.985898875037446e-08,0.005000059576965068,0.004999977252490246
0.33,0.1,0.9999673000139321,3.207707940837277e-05,0.9999951650547799,6.029794308339693e-07,4.238601306856804e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000063579018255,0.004999836500069661,9.839287603097457e-05,3.207707940837277e-07,2.9062027163281167e-05,2.7134074387528616e-05,3.0148971541698463e-09,2.119300653428402e-08,0.005000063579018255,0.0049999758252739
0.34,0.1,0.9999663186418526,3.303823727237583e-05,0.99999487101486,6.222231226076822e-07,4.514053527891963e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500006771080139,0.004999831593209263,9.834472000056647e-05,3.303823727237583e-07,2.9926952206709397e-05,2.8000040517345697e-05,3.111115613038411e-09,2.2570267639459816e-08,0.00500006771080139,0.0049999743550743
0.35000000000000003,0.1,0.9999653378422118,3.399882803884198e-05,0.9999945683851282,6.414554443594263e-07,4.798148863032871e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000071972231219,0.004999826689211059,9.829659238227909e-05,3.399882803884198e-07,3.0791366148504844e-05,2.8865494996174186e-05,3.2072772217971315e-09,2.3990744315164357e-08,0.005000071972231219,0.004999972841925641
0.36,0.1,0.9999643576159929,3.4958852042980014e-05,0.9999942571724197,6.606764021797743e-07,5.0908817651249345e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000076363224533,0.004999821788079965,9.82484931594503e-05,3.4958852042980016e-07,3.165526926942146e-05,2.9730438098089844e-05,3.3033820108988714e-09,2.5454408825624674e-08,0.005000076363224533,0.0049999712858620985
0.37,0.1,0.9999633779641788,3.591830961975652e-05,0.9999939373835657,6.798860022131674e-07,5.392246689858067e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000080883698167,0.004999816889820894,9.820042231543005e-05,3.591830961975652e-07,3.251866184975649e-05,3.0594870099592533e-05,3.399430011065837e-09,2.6961233449290337e-08,0.005000080883698167,0.004999969686917828
0.38,0.1,0.9999623988877513,3.687720110388832e-05,0.9999936090253931,6.990842506404338e-07,5.702238096165611e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000085533569004,0.004999811994438757,9.815237983358073e-05,3.6877201103888323e-07,3.3381544169430326e-05,3.145879127881952e-05,3.495421253202169e-09,2.8511190480828057e-08,0.005000085533569004,0.004999968045126966
0.39,0.1,0.9999614203876916,3.783552682987217e-05,0.9999932721047249,7.182711536561907e-07,6.020850446137401e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000090312753973,0.004999807101938459,9.810436569727556e-05,3.7835526829872173e-07,3.424391650812903e-05,3.232220191452858e-05,3.591355768280954e-09,3.0104252230687005e-08,0.005000090312753973,0.004999966360523625
0.4,0.1,0.9999604424649804,3.879328713200428e-05,0.99999292662838,7.374467174581477e-07,6.348078204893542e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000095221170051,0.004999802212324902,9.805637988989783e-05,3.879328713200428e-07,3.5105779145377296e-05,3.3185102285616644e-05,3.6872335872907386e-09,3.174039102446771e-08,0.005000095221170051,0.0049999646331419
0.41000000000000003,0.1,0.9999594651205973,3.97504823443832e-05,0.9999925726031736,7.566109482458043e-07,6.683915840561687e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000100258734258,0.004999797325602987,9.800842239484058e-05,3.97504823443832e-07,3.596713236054777e-05,3.4047492671061195e-05,3.783054741229022e-09,3.341957920280844e-08,0.005000100258734258,0.004999962863015868
0.42,0.1,0.9999584883555214,4.070711280090715e-05,0.999992210035917,7.757638522208698e-07,7.028357824311725e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.00500010542536366,0.004999792441777607,9.796049319550679e-05,4.0707112800907153e-07,3.682797643285616e-05,3.490937334993914e-05,3.878819261104349e-09,3.5141789121558625e-08,0.00500010542536366,0.004999961050179585
0.43,0.1,0.999957512170731,4.166317883527344e-05,0.9999918389334171,7.949054355860925e-07,7.381398630384529e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000110720975369,0.0049997875608536555,9.791259227530944e-05,4.166317883527344e-07,3.768831164136645e-05,3.577074460137416e-05,3.974527177930463e-09,3.690699315192265e-08,0.005000110720975369,0.004999959194667085
0.44,0.1,0.9999565365672041,4.2618680780980116e-05,0.9999914593024775,8.14035704543325e-07,7.743032736097358e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000116145486545,0.004999782682836021,9.786471961767141e-05,4.261868078098012e-07,3.854813826500213e-05,3.663160670444963e-05,4.0701785227166255e-09,3.871516368048679e-08,0.005000116145486545,0.004999957296512388
0.45,0.1,0.9999555615459172,4.3573618971327824e-05,0.9999910711498972,8.33154665292241e-07,8.113254621837507e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000121698814391,0.004999777807729587,9.781687520602534e-05,4.3573618971327824e-07,3.940745658255438e-05,3.7491959938150844e-05,4.165773326461205e-09,4.0566273109187535e-08,0.005000121698814391,0.004999955355749486
0.46,0.1,0.9999545871078469,4.4527993739420595e-05,0.9999906744824716,8.522623240299502e-07,8.492058771056473e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000127380876157,0.004999772935539235,9.776905902381366e-05,4.4527993739420597e-07,4.026626687268473e-05,3.835180458134776e-05,4.261311620149751e-09,4.246029385528237e-08,0.005000127380876157,0.0049999533724123585
0.47000000000000003,0.1,0.9999536132539686,4.548180541816599e-05,0.9999902693069921,8.713586869510094e-07,8.879439670267915e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000133191589141,0.004999768066269843,9.772127105448857e-05,4.5481805418165995e-07,4.1124569413924975e-05,3.9211140912795424e-05,4.356793434755047e-09,4.439719835133957e-08,0.005000133191589141,0.00499995134653496
0.48,0.1,0.9999526399852571,4.643505434027515e-05,0.9999898556302461,8.904437602474095e-07,9.275391809047417e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000139130870683,0.0049997631999262855,9.767351128151196e-05,4.643505434027515e-07,4.1982364484677336e-05,4.006996921113343e-05,4.452218801237048e-09,4.637695904523709e-08,0.005000139130870683,0.00499994927815123
0.49,0.1,0.9999516673026865,4.7387740838262975e-05,0.9999894334590173,9.095175501084715e-07,9.679909680031997e-06,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000145198638173,0.0049997583365134326,9.76257796883555e-05,4.7387740838262974e-07,4.283965236321497e-05,4.092828975488122e-05,4.547587750542358e-09,4.839954840015999e-08,0.005000145198638173,0.004999947167295086
0.5,0.1,0.9999506952072301,4.833986524444833e-05,0.999989002800085,9.285800627207394e-07,1.0092987778918828e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050001513948090435,0.004999753476036151,9.75780762585006e-05,4.833986524444833e-07,4.3696433327682665e-05,4.178610282243327e-05,4.642900313603697e-09,5.046493889459414e-08,0.0050001513948090435,0.0049999450140004245
0.51,0.1,0.9999497236998608,4.929142789095423e-05,0.9999885636602248,9.476313042679323e-07,1.0514620604463635e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000157719300775,0.004999748618499304,9.753040097543838e-05,4.929142789095423e-07,4.45527076560972e-05,4.2643408692056954e-05,4.738156521339662e-09,5.257310302231818e-08,0.005000157719300775,0.004999942818301124
0.52,0.1,0.9999487527815505,5.0242429109707976e-05,0.9999881160462084,9.666712809309398e-07,1.0944802658479137e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.0050001641720308935,0.004999743763907752,9.748275382266965e-05,5.024242910970798e-07,4.5408475626347365e-05,4.3500207641892294e-05,4.833356404654699e-09,5.472401329239568e-08,0.0050001641720308935,0.0049999405802310425
0.53,0.1,0.9999477824532704,5.119286923244127e-05,0.9999876599648035,9.856999988878262e-07,1.1383528445833586e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000170752916969,0.004999738912266352,9.743513478370498e-05,5.119286923244127e-07,4.6263737516194e-05,4.435649994995218e-05,4.928499994439131e-09,5.691764222916793e-08,0.005000170752916969,0.004999938299824018
0.54,0.1,0.9999468127159912,5.21427485906903e-05,0.9999871954227739,1.004717464313827e-06,1.1830792474449398e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000177461876619,0.004999734063579956,9.73875438420646e-05,5.21427485906903e-07,4.711849360327006e-05,4.521228589412221e-05,5.023587321569135e-09,5.9153962372246995e-08,0.005000177461876619,0.0049999359771138695
0.55,0.1,0.9999458435706826,5.309206751579591e-05,0.9999867224268794,1.0237236833813432e-06,1.2286589255301733e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000184298827507,0.004999729217853413,9.733998098127847e-05,5.309206751579592e-07,4.797274416508063e-05,4.606756575216044e-05,5.118618416906716e-09,6.143294627650866e-08,0.005000184298827507,0.004999933612134397
0.56,0.1,0.999944875018314,5.404082633890369e-05,0.9999862409838758,1.042718662259938e-06,1.2750913302417082e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000191263687342,0.00499972437509157,9.729244618488621e-05,5.40408263389037e-07,4.8826489479003035e-05,4.692233980169721e-05,5.213593311299691e-09,6.37545665120854e-08,0.005000191263687342,0.004999931204919379
0.5700000000000001,0.1,0.9999439070598536,5.4989025390964096e-05,0.9999857511005151,1.0617024071163346e-06,1.3223759132871826e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000198356373878,0.004999719535299268,9.724493943643718e-05,5.49890253909641e-07,4.967972982228686e-05,4.777660832023506e-05,5.3085120355816725e-09,6.611879566435913e-08,0.005000198356373878,0.004999928755502576
0.58,0.1,0.9999429396962692,5.5936665002732556e-05,0.9999852527835454,1.0806749241144178e-06,1.370512126679086e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000205576804914,0.004999714698481346,9.719746071949031e-05,5.593666500273255e-07,5.053246547205393e-05,4.86303715851488e-05,5.403374620572089e-09,6.85256063339543e-08,0.005000205576804914,0.004999926263917727
0.59,0.1,0.9999419729285279,5.688374550476964e-05,0.9999847460397108,1.0996362194152353e-06,1.4194994227346124e-05,0.005,3.0,200.0,0.005,0.001,0.05,0.01,1.0,5.0,45.0,0.005,0.005,0.005,3.0,0.005,1.0,0.005000212924898298,0.004999709864642639,9.715001001761433e-05,5.688374550476964e-07,5.1384696705298435e-05,4.9483629873685585e-05,5.498181097076177e-09,7.097497113673063e-08,0.005000212924898298,0.004999923730198554
