Time,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn,parameter_0000096,parameter_0000097,vmP,kdmp,vsC,vmC,kdmc,vsB,vmB,kdmb,ksP,V1P,V2P,k4,k3,kdn,ksC,V1C,V2C,kdnC,KmB,Kp,Kdp,VdPC,vdCC,Kd,V1PC,V2PC,k2,k1,V3PC,V4PC,k7,k8,vdPCC,vdPCN,ksB,V1B,V2B,k5,k6,vdBC,V3B,V4B,vdBN,vdIN,vsR,KAR,vmR,kmR,kdmr,ksR,k9,k10,vdRC,vdRN,KAP,KAC,KmP,KmC,h,m,n,cell,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56
0.1,0.15863027031802907,0.002453059221392179,8.90400968516313e-05,6.504514499790582e-05,1.478981358885974e-11,3.607280756472643e-10,1.8938876242532547e-13,4.781629253336317e-10,6.765081542468846e-12,6.333635612715832e-13,4.910505351868283e-25,6.792453162490083e-27,2.322134009739583e-27,1.7982401536656456e-06,2.7127753372000575e-29,6.651238816077952e-34,2.656041695171114e-10,4.961841943894716e-12,4.476048325092849e-14,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.0507616865017693,0.0031726054063605813,0.0034054960501588402,0.001936429319114581,1.1543298420712458e-09,7.214561512945286e-12,1.7641924757823824e-11,8.838142246509609e-13,3.525725698396355e-08,5.73795510400358e-10,7.178120361062788e-12,6.455743817819501e-11,7.984701572716522e-23,1.1714923304655942e-24,3.169811475828705e-26,3.919115745455668e-25,5.425550674400115e-31,1.7808019370326261e-06,3.596480307331291e-08,2.585532178823994e-08,5.539882329398608e-27,9.563258506672633e-12,1.5091051859175809e-31,0.3691517670462734,1.803640376609762e-09,3.506528113524327e-09,1.3530163084937692e-13,2.9579627177719476e-13,1.2667271225431666e-14,3.78777524850651e-15,1.3584906324980167e-28,9.821010703736566e-27,1.2659618240266935e-28,4.906118442784358e-05,0.0008901367756339343,9.051423010521529e-05,1.798229374838088e-05,1.3302477632155904e-35,3.547327368574908e-33,1.3009028999581166e-06,0.00017792177198516687,7.192831270282494e-06,3.787775248499336e-13,3.80018136760543e-12,5.425550674400115e-29,4.6442680194791666e-29,1.3584906324980166e-26,1.8803870391447226e-08,5.312083390342228e-12,1.06241667736299e-09,4.515270881790894e-10,3.951569361815401e-12,7.277368184258553e-11,9.923683887789431e-14,1.1936128866912487e-13,8.952096650185699e-16
0.11,0.17278928212449976,0.0029263939810296974,0.00011415934240111593,8.526915693064232e-05,3.072958935637438e-11,6.799538864505773e-10,4.312021991158727e-13,8.988554716804688e-10,1.3910599427494263e-11,1.4151359734991495e-12,2.295921539200617e-24,3.454734251250617e-26,1.183955241626903e-26,2.5381813984461617e-06,1.5552754046468463e-28,4.963391205243139e-33,5.012564072398817e-10,1.0172189500619487e-11,1.0103157548727419e-13,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.05529257027983992,0.003455785642489995,0.004060704128549746,0.002307007522051501,2.1758524366418475e-09,1.3599077729011545e-11,3.665557378381992e-11,2.0122769292045136e-12,6.059024147346176e-08,1.0786265660165625e-09,1.6038207699581375e-11,1.3274528280526675e-10,3.41055237870652e-22,5.477347608430895e-24,1.612209317250288e-25,1.832001410393986e-24,3.1105508092936926e-30,2.2831868480223186e-06,5.076362796892323e-08,4.4432843747205295e-08,2.8245453080562296e-26,1.7977109433609377e-11,1.0085559747303607e-30,0.3921617840485808,3.39976942647367e-09,6.591606772573766e-09,2.782119885498853e-13,6.145917871274876e-13,2.830271946998299e-14,8.624043982317454e-15,6.9094685025012345e-28,4.5918430784012337e-26,7.257951888351949e-28,5.852787962059395e-05,0.0011411591774069334,0.0001186547734695822,2.5381599240784763e-05,9.926782410486278e-35,2.647141976129674e-32,1.7053831386128464e-06,0.00022805833490681133,1.0152467905732779e-05,8.624043982280267e-13,8.49081584087474e-12,3.1105508092936926e-28,2.367910483253806e-28,6.909468502501234e-26,3.231479545251294e-08,1.0025128144797635e-11,2.0050256264469472e-09,8.52135892307799e-10,8.09733897030068e-12,1.491921126706938e-10,2.0344379001238974e-13,2.6941753463264047e-13,2.020631509745484e-15
0.12,0.18672276814501637,0.003434481782487335,0.00014283990998972,0.00010905482811962389,5.976533730340662e-11,1.2097599848684975e-09,9.113738191038622e-13,1.5948968964617922e-09,2.677741894924797e-11,2.935781384067795e-12,9.354977494900329e-24,1.5225635147142402e-25,5.231023242565931e-26,3.4673143110356717e-06,7.650893817933961e-28,3.11105473969832e-32,8.929005712116279e-10,1.952263864434503e-11,2.11712140472047e-13,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.05975128580640524,0.0037344553629003276,0.004763334899152329,0.002703963494742019,3.871231951579192e-09,2.419519969736995e-11,7.12906607950569e-11,4.2530778224717696e-12,9.910795952754326e-08,1.9138762757541506e-09,3.327218901910941e-11,2.5553004165600206e-10,1.2765471894951897e-21,2.2318037761193628e-23,7.105296401999788e-25,7.46305790295e-24,1.5301787635867922e-29,2.8567981997944e-06,6.934628622071344e-08,7.26791703201984e-08,1.2479578312284526e-25,3.189793792923584e-11,5.6984612965984554e-30,0.4137211162879654,6.048799906048498e-09,1.1695910511873907e-08,5.355483789849594e-13,1.1953067460681325e-12,5.87156276813559e-14,1.8227476382077246e-14,3.0451270294284806e-27,1.870995498980066e-25,3.570417115035849e-27,6.86896356497467e-05,0.0014277193155687786,0.00015174971205636972,3.467274237270394e-05,6.22210947939664e-34,1.6592291945057708e-31,2.181096562392478e-06,0.0002852723372297155,1.386877637007484e-05,1.8227476381911126e-12,1.761468830388964e-11,1.5301787635867921e-27,1.0462046485131862e-27,3.0451270294284804e-25,5.285757841468975e-08,1.785801142423256e-11,3.5716022768737976e-09,1.5179309710597674e-09,1.5533426059287205e-11,2.863320334317606e-10,3.904527728869006e-13,5.645657079250603e-13,4.23424280944094e-15
0.13,0.20044453513574972,0.003975965793607599,0.00017511680513352534,0.00013661627027015263,1.0996544829859866e-10,2.050578373923984e-09,1.8096614608954805e-12,2.6961333768512845e-09,4.877028431625692e-11,5.723042242253419e-12,3.393189490056757e-23,5.946703884543463e-25,2.0480106378306812e-25,4.608553353661761e-06,3.286410161822793e-27,1.671840946925194e-31,1.5153100133780535e-09,3.545108374693886e-11,4.1682897772423934e-13,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.06414225124343992,0.004008890702714995,0.005511370863837113,0.003126126126778018,6.56185079655675e-09,4.101156747847968e-11,1.3117150889055075e-10,8.4450868174613e-12,1.5553336945751818e-07,3.2353600522215415e-09,6.486114541096807e-11,4.654023155202471e-10,4.2768641848296194e-21,8.095084270513137e-23,2.7751284794536163e-24,2.706359549494083e-23,6.572820323645586e-29,3.502336102670507e-06,9.217106707323523e-08,1.1405780426884667e-07,4.885910070371406e-25,5.392266753702569e-11,2.7945720662463896e-29,0.4339749642613746,1.0252891817059025e-08,1.977164458588612e-08,9.754056863251385e-13,2.199308965971973e-12,1.1446084484506837e-13,3.619322921790961e-14,1.1893407769086925e-26,6.786378980113514e-25,1.5336580755173033e-26,7.951931587215197e-05,0.001750146451151782,0.0001900962307556416,4.608482558869255e-05,3.3436818938503884e-33,8.916485050267702e-31,2.732325405403053e-06,0.000349621364503468,1.843336390323669e-05,3.6193229217254634e-12,3.433825345155531e-11,6.572820323645586e-27,4.096021275661362e-27,1.1893407769086924e-24,8.295113037734305e-08,3.030620026756107e-11,6.06124003055057e-09,2.576027022742691e-09,2.8194135406461393e-11,5.199492282269941e-10,7.090216749387772e-13,1.1115439405964272e-12,8.336579554484787e-15
0.14,0.2139670358960718,0.004549562799880582,0.00021100288233027512,0.00016815420185598449,1.9300289120276074e-10,3.3354018589937136e-09,3.4073533847858297e-12,4.373744932989511e-09,8.474045981073816e-11,1.0581307093475505e-11,1.1138384745750899e-22,2.0928195212341616e-24,7.2242382996433775e-25,5.9844986282417455e-06,1.2575703771171137e-26,7.862341026992504e-31,2.4676996117759954e-09,6.141487850955782e-11,7.782633528713634e-13,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.06846945148674298,0.004279340717921436,0.006302895131818633,0.003572388559162072,1.0673285948779884e-08,6.670803717987427e-11,2.3022213657940292e-10,1.5900982462153272e-11,2.3563194484105388e-07,5.248493919587413e-09,1.1992148038849262e-10,8.086564752629825e-10,1.303956945727605e-20,2.6572687266204928e-22,9.766491099092754e-24,8.881810843402147e-23,2.5151407542342275e-28,4.220057646605503e-06,1.196899725648349e-07,1.727967595501062e-07,1.723476333910945e-24,8.747489865979022e-11,1.213213557088568e-28,0.45304899188753495,1.667700915590725e-08,3.207412904097622e-08,1.6948091962147632e-12,3.860057824055215e-12,2.1162614186951012e-13,6.81470676957166e-14,4.1856390424683233e-26,2.2276769491501798e-24,5.868661759879864e-26,9.099125599761164e-05,0.002108545792503606,0.00023397270288794044,5.9843792498770393e-05,1.572468205398501e-32,4.193248547729336e-30,3.3630840371196896e-06,0.00042111719524060416,2.3936562029740665e-05,6.814706769339458e-12,6.348784255413518e-11,2.5151407542342275e-26,1.4448476599286755e-26,4.185639042468323e-24,1.2567037058189541e-07,4.935399223551991e-11,9.870798386208568e-09,4.1950893400191924e-09,4.8820597466497717e-11,9.007515512891163e-10,1.2282975701911564e-12,2.075368940984919e-12,1.556526705742727e-14
0.15,0.2273015480779745,0.005154057147619006,0.00025049230015404246,0.00020385673385250183,3.2524803407854703e-10,5.236013806677988e-09,6.128494834613241e-12,6.8478634945623014e-09,1.4138934691745547e-10,1.8692049961632455e-11,3.355078761243668e-22,6.731509077168531e-24,2.328890788080876e-24,7.617307095574426e-06,4.3610184156536315e-26,3.299880943848465e-30,3.878480740810313e-09,1.0216754910019349e-10,1.3881903184057028e-12,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.07273649538495185,0.00454603096155949,0.007136083721032023,0.004041703024554204,1.6755244181369562e-08,1.0472027613355975e-10,3.879698218370477e-10,2.859964256094422e-11,3.4631302616417277e-07,8.217436193474761e-09,2.1184323288530188e-10,1.3492422765574594e-09,3.665508254919191e-20,8.004164042728433e-22,3.141370902678648e-23,2.674747445842611e-22,8.722036831307262e-28,5.009846003080849e-06,1.5234614191148852e-07,2.5396288585372675e-07,5.556001880113422e-24,1.3695726989124604e-10,4.7410009336857675e-28,0.4710525797469206,2.6180068690691936e-08,5.0217664480511175e-08,2.8277869383491096e-12,6.50496068157094e-12,3.738409992326491e-13,1.2256989669226482e-13,1.3463018154337064e-25,6.710157522487336e-24,2.0351419273050277e-25,0.00010308114295238012,0.0025028332000564778,0.0002836397669155353,7.617113689260584e-05,6.59976188769693e-32,1.7599365033858483e-29,4.0771346770500366e-06,0.0004997328081024448,3.0466907624381434e-05,1.2256989668475312e-11,1.1215229974883115e-10,8.722036831307264e-26,4.6577815761617525e-26,1.3463018154337062e-23,1.8470028062089216e-07,7.756961481620626e-11,1.5513922812815126e-08,6.593417259377532e-09,8.117876315279251e-11,1.4984573862925256e-09,2.04335098200387e-12,3.701840849064745e-12,2.7763806368114055e-14
0.16,0.24045832408101006,0.0057882953903868085,0.00029356351945671836,0.00024390009263500003,5.290545428559884e-10,7.969619985152451e-09,1.0592269430781341e-11,1.039560383115643e-08,2.277313466130673e-10,3.17363846570487e-11,9.405228394573598e-22,2.0120511444211885e-23,6.976568226116607e-24,9.528589969169605e-06,1.3970626655614352e-25,1.272788858525141e-29,5.910345788406422e-09,1.6407341464806985e-10,2.3796058782179158e-12,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.07694666370592322,0.004809166481620201,0.008009198745884728,0.004533076275255447,2.5502783952487845e-08,1.5939239970304903e-10,6.310789772299313e-10,4.943059067523432e-11,4.957270446462322e-07,1.2474724597387715e-08,3.596790260751689e-10,2.173181835974696e-09,9.600963364530103e-20,2.243792062323721e-21,9.38957200729888e-23,7.496276442754411e-22,2.7941253311228702e-27,5.8712703891343674e-06,1.905717993833921e-07,3.635331660739037e-07,1.664390034063604e-23,2.079120766231286e-10,1.6990400589071882e-27,0.48808144035578743,3.984809913182674e-08,7.623442545347088e-08,4.554626932261346e-12,1.0581090857119768e-11,6.34727693140974e-13,2.1184538861562682e-13,4.024102288842377e-25,1.8810456789147196e-23,6.519625772620031e-25,0.00011576590780773617,0.0029327653515060876,0.00033934131641202007,9.528287332025955e-05,2.545577717050282e-31,6.78820724546742e-29,4.878001852700001e-06,0.0005854084931377828,3.811072846162905e-05,2.118453885931876e-11,1.9041830788186029e-10,2.79412533112287e-25,1.3953136452233213e-25,4.024102288842377e-23,2.643877571446572e-07,1.1820691576812843e-10,2.3641382804303817e-08,1.0047587840290916e-08,1.3030688936716872e-10,2.406410080188932e-09,3.281468292961397e-12,6.345615675197443e-12,4.759211756435832e-14
0.17,0.2534467160823644,0.006451181565960933,0.0003401818848117641,0.00028844928464814395,8.342454352257109e-10,1.1805845290264222e-08,1.7677681435004245e-11,1.5359455361960506e-08,3.5561605308102795e-10,5.204095281368245e-11,2.4632926209002824e-21,5.601542031368316e-23,1.946233873982761e-23,1.1739333437366883e-05,4.128035593517976e-25,4.436283511398466e-29,8.765656025885934e-09,2.5545966713501414e-10,3.9391127892678766e-12,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.08110294914635661,0.005068934321647288,0.008920582401193923,0.005045565538909489,3.777870492884551e-08,2.3611690580528444e-10,9.951237787680674e-10,8.249584669182536e-11,6.933580882016999e-07,1.8431346434352608e-08,5.897974651194224e-10,3.3935527916213385e-09,2.3635153813230524e-19,5.876642435547393e-21,2.614052947971881e-22,1.9628491612242947e-21,8.256071187035953e-27,6.803637696235283e-06,2.3478666874733768e-07,5.0846259801458e-07,4.643102681469808e-23,3.071891072392101e-10,5.605025120060337e-27,0.5042197363580353,5.902922470909637e-08,1.1263600022095167e-07,7.1123210616205595e-12,1.668490870451422e-11,1.040819056273649e-12,3.535536287000849e-13,1.1203084062736633e-24,4.926585241800565e-23,1.926416610308389e-24,0.00012902363131921866,0.003397965760128287,0.00040130540979028034,0.00011738874082176784,8.872567022796933e-31,2.366017872745849e-28,5.7689856929628795e-06,0.000678057142057576,4.69518219185376e-05,3.535536286375848e-11,3.12245716719599e-10,8.256071187035953e-25,3.892467747965522e-25,1.1203084062736633e-22,3.6979098037424e-07,1.7531312051771868e-10,3.506262333517649e-08,1.4901615244006088e-08,2.0279208859230417e-10,3.746741781456403e-09,5.1091933427002824e-12,1.050430077124308e-11,7.878225578535753e-14
0.18,0.2662752827557796,0.007141672967277486,0.0003903018681595832,0.0003376587125891514,1.279811871526772e-09,1.707402247158208e-08,2.860268587229903e-11,2.2155933752829144e-08,5.403096799508824e-10,8.274925956080407e-11,6.0889138849645134e-21,1.4664294310217963e-22,5.105622176782616e-23,1.4269837181160449e-05,1.1443092786044602e-24,1.4430281316900978e-28,1.2692081257069717e-08,3.8700494188959453e-10,6.322274539893157e-12,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.08520809048184948,0.005325505655115592,0.00986865156272316,0.005578274888786329,5.463687190906266e-08,3.4148044943164165e-10,1.5266145565391123e-09,1.3347920072466927e-10,9.501114173240292e-07,2.6587120503394973e-08,9.378249414304317e-10,5.156036704515521e-09,5.507602286075902e-19,1.4526235908464046e-20,6.843337344768383e-22,4.8507086192644805e-21,2.2886185572089205e-26,7.806037363191664e-06,2.85396743623209e-07,6.967483727042882e-07,1.2180410759719958e-22,4.431186750565829e-10,1.7210717549156584e-26,0.519541811833047,8.537010871388252e-08,1.6247683552132706e-07,1.0806193599017648e-11,2.559623743053544e-11,1.6549851912160815e-12,5.720537174459806e-13,2.9328588620435928e-24,1.2177827769929028e-22,5.340109966820814e-24,0.00014283345934554972,0.0038979474277190764,0.0004697451134140869,0.00014269158452601013,2.8860562633801958e-30,7.696150035680523e-28,6.753174251783028e-06,0.0007775688704914111,5.7071204756645697e-05,5.720537172823579e-11,4.96495556953978e-10,2.2886185572089203e-24,1.0211244353565231e-24,2.932858862043592e-22,5.067260892394823e-07,2.5384162514139435e-10,5.076832341738965e-08,2.1576538137018518e-08,3.0707504369571835e-10,5.67607247372516e-09,7.740098837791891e-12,1.6859398772693122e-11,1.2644549079786313e-13
0.19,0.2789518810410956,0.0078587763477197,0.0004438690106491632,0.00039167274736725085,1.9158301982971226e-09,2.4170735060286333e-08,4.5018944306837176e-11,3.128444119516744e-08,8.01135059845176e-10,1.2801940764019865e-10,1.4262490008414643e-20,3.619261175390232e-22,1.2627619199237675e-22,1.7139668211281615e-05,2.983965793667174e-24,4.355758080672456e-28,1.7988464216223104e-08,5.721634266232393e-10,9.871698552478217e-12,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.08926460193315058,0.0055790376208219115,0.010851892929744844,0.00613035197922886,7.734635219291627e-08,4.834147012057266e-10,2.285284526419811e-09,2.1008840673371362e-10,1.2783956304863912e-06,3.754132943420092e-08,1.4508866193031125e-09,7.645026409929413e-09,1.222165996449403e-18,3.402582109363334e-20,1.6889885485154417e-21,1.1359481529934764e-20,5.967931587334348e-26,8.877380212983264e-06,3.427933642256323e-07,9.374901290233537e-07,3.0125532880885107e-22,6.256888239033487e-10,4.937182788311519e-26,0.5341136175915161,1.2085366799862669e-07,2.2941921150705515e-07,1.602270119690352e-11,3.8316603965942455e-11,2.560388152803973e-12,9.003788861367436e-13,7.238522350780464e-24,2.8524980016829287e-22,1.3925173703780145e-23,0.000157175526954394,0.004432132485620104,0.0005448592840769665,0.00017138689039802556,8.711516161344912e-30,2.3230709763586438e-27,7.833454947345017e-06,0.0008838150402233186,6.854692412976158e-05,9.003788857314024e-11,7.681164448578536e-10,5.967931587334348e-24,2.525523839847535e-24,7.238522350780464e-22,6.818110029260753e-07,3.597692843244621e-10,7.195385362904411e-08,3.0580389167579276e-08,4.5378206187760014e-10,8.39173024113604e-09,1.1443268532464785e-11,2.6324529472409022e-11,1.9743397104956434e-13
0.2,0.29148374448950254,0.008601544523253641,0.0005008215992093555,0.0004506262597283941,2.8056005214079116e-09,3.356754179569717e-08,6.912437974926536e-11,4.3336243844383064e-08,1.1621660325431943e-09,1.9324886750559983e-10,3.1904084168345716e-20,8.505012388634266e-22,2.9739841976849855e-22,2.0367627940529293e-05,7.40782773603573e-24,1.2423599335929213e-27,2.5010856029764395e-08,8.276208015150893e-10,1.503809011400659e-11,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.09327479823664081,0.005829674889790051,0.01186885866432771,0.006700985114711556,1.0741613374623094e-07,6.713508359139433e-10,3.3466407716701362e-09,3.225804387555778e-10,1.692199261793365e-06,5.200349261325967e-08,2.1901538303193155e-09,1.109025238521466e-08,2.595697267825262e-18,7.611312326444306e-20,3.969005781362657e-21,2.5404307966769174e-20,1.481565547207146e-25,1.001643198418711e-05,4.073525588105859e-07,1.2409461253151346e-06,7.094992121713684e-22,8.667248768876613e-10,1.3376706556269481e-25,0.5479938911884368,1.6783769489373874e-07,3.1779907561808167e-07,2.3243320650863888e-11,5.6112010428158234e-11,3.8649773501119966e-12,1.3824875949853071e-12,1.7010024777268532e-23,6.380816833669144e-22,3.456986276816674e-23,0.00017203089046507282,0.0049998691838252845,0.0006268332962981785,0.00020366245233511087,2.4847198671858428e-29,6.625919645828915e-27,9.012525194567882e-06,0.0009966517511799037,8.145392153043689e-05,1.3824875940296714e-10,1.1594932027928915e-09,1.481565547207146e-23,5.947968395369971e-24,1.701002477726853e-21,9.025062729564615e-07,5.002171205952879e-10,1.0004341786362878e-07,4.251845525059947e-08,6.560814051664688e-10,1.2138438388734563e-08,1.6552416030301787e-11,4.010157363534075e-11,3.0076180228013184e-13
0.21,0.30387754923311966,0.009369073334036537,0.0005610920879157459,0.0005146451130680631,4.028007337884482e-09,4.581888198903274e-08,1.037935010836901e-10,5.9003564977002804e-08,1.652976538496332e-09,2.8532634558601754e-10,6.847831144338523e-20,1.9137092607741735e-21,6.706838662046227e-22,2.397173167848916e-05,1.7574388344844595e-23,3.370483924757751e-27,3.4178722468918295e-08,1.173782260089768e-09,2.2404274361426358e-11,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.8,0.0972408157545983,0.006077550984662393,0.012918162481137547,0.007289400622002004,1.4662042236490478e-07,9.163776397806548e-10,4.80478010547484e-09,4.843696715563057e-10,2.207161646184957e-06,7.080427797240337e-08,3.2336985802326677e-09,1.577393115655154e-08,5.2991699765539395e-18,1.6336774101801648e-19,8.930643216946144e-21,5.451437560822634e-20,3.5148776689689193e-25,1.1221841758314918e-05,4.794346335697833e-07,1.6185852072023018e-06,1.6000410326949247e-21,1.1800712995400562e-09,3.444900773708522e-25,0.5612351387445952,2.2909438370304236e-07,4.3269272472997625e-07,3.305953076992664e-11,8.056014675768965e-11,5.706526911720351e-12,2.075870021673802e-12,3.827418521548347e-23,1.3695662288677047e-21,8.201381227594145e-23,0.00018738146668073074,0.005600446325417497,0.0007158397165839051,0.000239698163518026,6.740967849515502e-29,1.7975914265374674e-26,1.0292902261361264e-05,0.0011159228211746347,9.586394646593342e-05,2.0758700195191836e-10,1.7119580686314378e-09,3.514877668968919e-23,1.3413677324092453e-23,3.827418521548347e-21,1.1771528779653105e-06,6.835744493783659e-10,1.3671487819382348e-07,5.81038281971611e-08,9.300640983272439e-10,1.7215473080625874e-08,2.347564520179536e-11,5.97447316260085e-11,4.4808548722852717e-13
