Time,Mb,Bc,Bcp,Bn,Cc,Mc,Ccp,Mp,Pc,Pcp,PCc,PCcp,PCn,Bnp,PCnp,In,Mr,Rc,Rn,parameter_0000096,parameter_0000097,vmP,kdmp,vsC,vmC,kdmc,vsB,vmB,kdmb,ksP,V1P,V2P,k4,k3,kdn,ksC,V1C,V2C,kdnC,KmB,Kp,Kdp,VdPC,vdCC,Kd,V1PC,V2PC,k2,k1,V3PC,V4PC,k7,k8,vdPCC,vdPCN,ksB,V1B,V2B,k5,k6,vdBC,V3B,V4B,vdBN,vdIN,vsR,KAR,vmR,kmR,kdmr,ksR,k9,k10,vdRC,vdRN,KAP,KAC,KmP,KmC,h,m,n,cell,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56
1.82,1.7000958239875295,0.23381648490295812,0.02279990984526388,0.07874094465809417,0.004460611055178136,0.005198747761332296,0.0005483452679412579,0.005414421528613803,0.000716291323257796,0.00034479781058199946,2.8910179292062074e-07,5.434457562829194e-08,2.6573327297921407e-08,0.00698893752117523,4.789273277071435e-09,1.590282286384793e-10,0.004353823519798718,0.00041672111985101214,5.7441007994864225e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999940609552,0.5440306636760094,0.03400191647975059,0.26402542864217754,0.15555681005912883,0.01663599283626335,0.00010397495522664591,0.005297320061416493,0.0025542758335048072,0.050793015211700335,0.0064973058343365635,0.0039032224447521106,0.0068305209347871996,2.4404368790332727e-06,6.897058684038634e-07,2.5360797365797e-07,2.2065210341732804e-07,9.57854655414287e-11,0.0004559981969052776,0.0001397787504235046,0.037248211155246916,6.33956101693629e-08,0.00010828843057227607,2.060603248419357e-09,1.0523922508389847,0.02566023606960617,0.0390018496943648,1.4325826465155921e-05,8.921222110356272e-05,6.8959562116399895e-06,1.096690535882516e-05,1.0868915125658388e-09,5.782035858412415e-09,2.2349941602866773e-08,0.0046763296980591625,0.211895132091516,0.10162548308350079,0.06829826746470127,3.180564572769586e-12,8.481505522889566e-10,0.0015748188931618834,0.03713343091862737,0.026129570713016873,0.0010907096809599946,0.002061678242052155,9.578546095400122e-09,5.314665459584282e-10,1.0868909218995797e-07,0.027089608112906845,8.707647039597436e-05,0.01722777732392794,0.00740149998365782,0.000310400492682864,0.006103431661558382,8.334422397020242e-06,0.00015314669831722986,1.1488201598972845e-06
1.83,1.7072269732658591,0.23538587001502442,0.02294524819850148,0.0795269668181683,0.0045852510256941675,0.005314430107123281,0.0005649435918683586,0.005532084263569939,0.0007335475751449902,0.0003534586078164045,3.0583735507862825e-07,5.769475350769452e-08,2.8261114411138944e-08,0.007059602698482027,5.112234625061622e-09,1.7154383763101584e-10,0.0044523042444188045,0.0004265922763457062,5.901719927995244e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999937305462,0.5463126314450749,0.03414453946531718,0.2654615506595429,0.1564979092847522,0.0170061763427945,0.00010628860214246562,0.005444668052743138,0.00263144802971327,0.051794551995092794,0.006638501116283927,0.004001150085456351,0.006994955853367218,2.5684648750317775e-06,7.296316392048679e-07,2.6924213125637977e-07,2.3336543829844703e-07,1.0224469250123244e-10,0.0004589049639700296,0.00014119205396964055,0.03798267146306805,6.742213984225512e-08,0.00011064168527139878,2.2132119404929016e-09,1.053230189914433,0.02622373995280007,0.03983406655699964,1.4670951502899805e-05,9.170502051388335e-05,7.06917215632809e-06,1.1298871837367173e-05,1.1538950701538904e-09,6.116747101572565e-09,2.385709451041069e-08,0.004707717400300488,0.21314989144287974,0.1025656266023332,0.06897295479224165,3.430876752620317e-12,9.149004668422661e-10,0.0015905393363633662,0.03732596181587301,0.026376345588968356,0.0011235398175354612,0.0021132820695162805,1.0224468727424415e-08,5.652222882227789e-10,1.153894404417358e-07,0.02762376106404949,8.904608488837609e-05,0.017613169009824944,0.007568917215511967,0.000317666941364584,0.006247802505427196,8.531845526914124e-06,0.000157348243904317,1.1803439855990487e-06
1.84,1.7143483518282632,0.23695591226948012,0.023090445604510342,0.08031530120727705,0.004712436998597165,0.005431804057380146,0.0005819146277099295,0.0056514217686701295,0.0007510837811334738,0.0003622673102535083,3.234073762212785e-07,6.122409808851611e-08,3.004250848996638e-08,0.00713043953249363,5.454337301217382e-09,1.8494187938940674e-10,0.004552257542708573,0.000436619808563691,6.0623879910080384e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999933845414,0.5485914725850443,0.034286967036565266,0.2668946451781705,0.15743860933267328,0.017381772983616466,0.00010863608114760291,0.005594988437175476,0.0027103442993332964,0.052808333758439234,0.006781706122404156,0.004100744297517431,0.007162052681185771,2.7021850489191986e-06,7.715481644201798e-07,2.8571239943812864e-07,2.4670889758103627e-07,1.0908674602434764e-10,0.0004618089120902069,0.0001426087906498726,0.03872611142285544,7.167198630488375e-08,0.00011302843537340259,2.3758847425159466e-09,1.0540613401995187,0.026795155204999116,0.04067747442210232,1.5021675622669477e-05,9.424873997194331e-05,7.245346205070166e-06,1.163829255419859e-05,1.2244819617703222e-09,6.46814752442557e-09,2.5453573609573193e-08,0.004739118245389602,0.21440230670988308,0.10350716920329303,0.06964896944126485,3.698837587788135e-12,9.863566894687737e-10,0.001606306024145541,0.03751785200079615,0.026623393177924573,0.0011570959448600798,0.002165758028165814,1.0908674007438889e-08,6.008501697993276e-10,1.224481212092744e-07,0.028164444671167594,9.104515085417146e-05,0.018004131561581475,0.007738837822604574,0.00032504629488692066,0.0063944507127805215,8.73239617127382e-06,0.0001616310174289132,1.2124775982016077e-06
1.85,1.7214600292010722,0.23852660816400958,0.023235501668353732,0.08110593221045624,0.004842200096149849,0.005550879928324665,0.0005992635292289441,0.005772444235161308,0.0007689020225406837,0.0003712251179683293,3.4184664482129586e-07,6.494069792141094e-08,3.192193623574639e-08,0.007201445991141086,5.816557944064684e-09,1.9927741938515494e-10,0.004653692687985598,0.0004468048129826361,6.226135994033026e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999930223416,0.5508672093443431,0.03442920058402144,0.2683247182012886,0.15837891364702517,0.01776281577063893,0.00011101759856649331,0.005748315726062009,0.0027909880119814205,0.053834402082936356,0.006926933082193569,0.004202018354443288,0.007331830970902693,2.841803300052532e-06,8.155384381531126e-07,3.0305652469757695e-07,2.6070854136273817e-07,1.1633115888129369e-10,0.00046471003336707463,0.0001440289198228217,0.03947856152748667,7.615571027311491e-08,0.00011544888470322616,2.549202912485922e-09,1.0548857895777426,0.027374517985539592,0.04153211826893116,1.5378040450813676e-05,9.684400192299698e-05,7.424502359366586e-06,1.1985270584578884e-05,1.2988139584282187e-09,6.8369328964259176e-09,2.7143936546020924e-08,0.0047705321632801915,0.21565237928778475,0.10445008322579603,0.07032628998122056,3.985548387703099e-12,1.062812902681511e-09,0.001622118644209125,0.037709103876388074,0.026870704679622322,0.001191387507632855,0.0022191128036866395,1.1633115211482482e-08,6.384387247149277e-10,1.2988131149699172e-07,0.028711681110899393,9.307385375971197e-05,0.018400692827776163,0.007911277569575517,0.0003325393064099768,0.006543391860490334,8.936096259652722e-06,0.00016599584275116695,1.2452271988066053e-06
1.86,1.7285620740956509,0.240097954324643,0.023380416013060228,0.08189884443258369,0.004974571503087802,0.00567166797820175,0.0006169954643205541,0.0058951618208490045,0.0007870043714778401,0.00038033322656902434,3.61191134385306e-07,6.885294350231936e-08,3.390400015593226e-08,0.007272620067720962,6.199915593493422e-09,2.146085393225845e-10,0.00475661889464562,0.00045714838002501265,6.392994851890364e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999926433312,0.5531398637106083,0.03457124148191302,0.2697517758438813,0.15931882568668093,0.0181493375302456,0.000113433359564035,0.0059046844223095574,0.002873402578967952,0.05487279782531412,0.007074194185018805,0.0043049854710671305,0.007504310180189393,2.9875311615732296e-06,8.616882816009607e-07,3.2131366259951876e-07,2.753913074458719e-07,1.2399831186986843e-10,0.00046760832026120455,0.00014545240135441925,0.04024005173856369,8.088429188065246e-08,0.0001179032364169801,2.733776726548472e-09,1.0557036243723692,0.02796186387118614,0.04239804228568827,1.5740087429556804e-05,9.949143006175604e-05,7.606664531380487e-06,1.2339909286411082e-05,1.3770588700463872e-09,7.2238226877061196e-09,2.893293883836337e-08,0.00480195908649286,0.21690011072392185,0.10539434138788853,0.07100489525670842,4.29217078645169e-12,1.1445788755683294e-09,0.001637976888651674,0.03789971985600264,0.027118271421467187,0.0012264239485054883,0.002273353042436542,1.2399830418207823e-08,6.780800031186451e-10,1.3770579219014742e-07,0.029265492173500864,9.51323778929124e-05,0.018802880240023842,0.008086252120897554,0.0003401467246124487,0.006694641425425248,9.142967600500252e-06,0.0001704435412276895,1.278598970378073e-06
1.87,1.7356545540024104,0.24166994763158997,0.02352518830088817,0.08269402272814705,0.005109582510962427,0.005794178405637278,0.0006351156238655415,0.0060195846394659035,0.0008053928930547467,0.00038959282806980166,3.814777490844944e-07,7.296947765990894e-08,3.5993448615635015e-08,0.007343959784208207,6.605464100223635e-09,2.30995947495431e-10,0.004861045321741724,0.00046765159509168543,6.562995461809928e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999922468763,0.5554094572807714,0.03471309108004821,0.2711758244449836,0.16025834901401317,0.01854137089803929,0.00011588356811274556,0.006064129070884792,0.002957611493809052,0.055923561162720986,0.0072235015673590836,0.004409658813298099,0.007679509692641124,3.139586053010976e-06,9.100857362080798e-07,3.4052414625334473e-07,2.907848198213415e-07,1.321092820044727e-10,0.0004705037660177634,0.00014687919568416415,0.04101061151932873,8.586905923141198e-08,0.00012039169278931808,2.9302438683866286e-09,1.0565149293337386,0.028557227845912265,0.043275289790446606,1.6107857861094935e-05,0.00010219165021924855,7.791856561396033e-06,1.270231247731083e-05,1.4593895531981788e-09,7.629554981689887e-09,3.082549845565455e-08,0.0048333989526318,0.21814550289984563,0.10633991682005835,0.0716847644186455,4.61991894990862e-12,1.2319783856936921e-09,0.001653880454562941,0.038089702391036984,0.027366084869504155,0.0012622147248071015,0.0023284853564673573,1.3210927327804207e-08,7.198689723127003e-10,1.4593884882900218e-07,0.029825899286784526,9.722090643483448e-05,0.01921072082547697,0.00826377704696093,0.00034786929422610865,0.006848214799429773,9.353031901833709e-06,0.00017497493365841373,1.3125990923619857e-06
1.88,1.7427375355830894,0.2432425850988478,0.023669818213152578,0.08349145217044868,0.005247264474958915,0.005918421352086803,0.0006536292129184352,0.006145722771572105,0.0008240696435392334,0.00039900511015567594,4.0274459664669384e-07,7.729925373359642e-08,3.819521124021973e-08,0.007415463187847268,7.034301179718867e-09,2.485035386758683e-10,0.004966981070325014,0.00047831553769350836,6.736168633957875e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799999991832326,0.5576760113865886,0.03485475071166179,0.27259687045606223,0.16119748721089877,0.018938948326677772,0.00011836842704173607,0.0062266842058850596,0.0030436382906183466,0.0569867315587927,0.0073748673258865255,0.004516051489690619,0.007857448800143914,3.298191253689703e-06,9.608217146981224e-07,3.6072975780964634e-07,3.069175928212672e-07,1.4068602359437734e-10,0.0004733963642630516,0.00014830926375694535,0.041790269809781316,9.112177285895824e-08,0.0001229144554314421,3.1392729446678157e-09,1.0573197877179599,0.029160644310612667,0.04416390330413631,1.648139287078467e-05,0.0001049452894991783,7.980102203113519e-06,1.3072584258368705e-05,1.5459850746719284e-09,8.054891932933877e-09,3.28267380689775e-08,0.0048648517019769565,0.2193885578564959,0.10728678302685872,0.07236587689132629,4.9700707735173665e-12,1.3253522051734488e-09,0.0016698290434089735,0.03827905394403699,0.027614136615988587,0.0012987692903467507,0.0023845163189688736,1.4068601369809941e-08,7.639042248043947e-10,1.5459838796379265e-07,0.030392923498022775,9.933962140650028e-05,0.019624241194962873,0.008443867819552524,0.00035570775561897524,0.0070041272764903625,9.566310753870168e-06,0.0001795908384331167,1.347233726791575e-06
1.89,1.7498110847931807,0.24481586383704568,0.023814305444059984,0.08429111804128371,0.005387648800301949,0.006044406902901348,0.0006725414478673781,0.006273586268176614,0.0008430366698841309,0.0004085712559908601,4.250310830082435e-07,8.185155731306591e-08,4.051441222604144e-08,0.0074871283500154975,7.487571839459893e-09,2.671986330149921e-10,0.005074435182894216,0.0004891412812258888,6.912545070159284e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999913990097,0.5599395471338179,0.03499622169586362,0.274014920405995,0.16213624385312306,0.019342102089284316,0.00012088813805802696,0.006392384332586293,0.003131506530261537,0.05806234775536638,0.007528303521811937,0.004624176549161034,0.008038146698273463,3.4635759692861334e-06,1.0139902268811333e-06,3.819738299104648e-07,3.238191015161782e-07,1.4975143678919788e-10,0.0004762861088811997,0.00014974256700030995,0.04257905502060201,9.66546574817026e-08,0.00012547172536353228,3.361565376715489e-09,1.058118281332601,0.029772147086103148,0.04506392457201145,1.686073339768262e-05,0.00010775297600603898,8.171425119817203e-06,1.3450828957347562e-05,1.6370311462613182e-09,8.50062166016487e-09,3.4942001045377024e-08,0.004896317276740914,0.22062927774054736,0.10823491387309352,0.07304821236119675,5.3439726602998416e-12,1.4250593748107113e-09,0.0016858223608256743,0.03846777698045469,0.027862418374913885,0.001336097089027298,0.002441452462952854,1.497514255764523e-08,8.102882445208289e-10,1.637029806326928e-07,0.03096658546952874,0.00010148870365788432,0.02004346753940399,0.008626539810920167,0.00036366284470007394,0.007162394049306629,9.782825624517777e-06,0.00018429207096269418,1.3825090140318569e-06
1.9,1.7568752667766754,0.2463897810865178,0.023958649706362092,0.08509300583789195,0.005530766953625277,0.0061721450872263784,0.0006918575586324976,0.0064031851482175455,0.0008622960104080563,0.00041829244448583384,4.4837785658036564e-07,8.663599723376168e-08,4.2956365011757484e-08,0.00755895336700372,7.966467058889954e-09,2.8715194411770364e-10,0.005183416644624611,0.0005001298932858373,7.092155383284918e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999909462399,0.5622000853685362,0.03513750533553351,0.27542998092963145,0.16307462253405747,0.01975086427912441,0.00012344290174452757,0.006561263938949085,0.0032212398099161275,0.05915044778716919,0.007683822177861054,0.004734046983888778,0.008221622492686693,3.635975480254091e-06,1.0696882466882247e-06,4.0430120366742793e-07,3.415197392595895e-07,1.593293411777991e-10,0.0004791729941272419,0.00015117906734007442,0.04337699504392408,1.0248038929029121e-07,0.0001280637029643509,3.597855829896556e-09,1.0589104905555762,0.0303917694104843,0.045975394541881945,1.7245920208161127e-05,0.00011061533907250554,8.365848889716677e-06,1.3837151172649953e-05,1.7327199446752336e-09,8.967557131607313e-09,3.717684528759274e-08,0.004927795621730356,0.22186766485239717,0.10918428359053046,0.07373175078389389,5.7430388823540726e-12,1.5314770338285306e-09,0.001701860116757839,0.038655873975904455,0.028110921984194796,0.0013742075584008996,0.002499300282667591,1.5932932848488063e-08,8.591273002351497e-10,1.7327184435173306e-07,0.03154690548649024,0.00010366833289249223,0.020468425633207374,0.00881180829586184,0.0003717352930955302,0.007323030213794435,1.0002597865716747e-05,0.00018907944419433077,1.4184310766569837e-06
1.91,1.7639301458841903,0.24796433421231875,0.024102850730604787,0.085897101270549,0.005676650460813318,0.006301645878533096,0.0007115827881339023,0.006534529399370316,0.0008818496948509484,0.0004281698503158557,4.72826834009789e-07,9.166251323264058e-08,4.552657705038726e-08,0.007630936359757895,8.472225041948424e-09,3.0843769387862e-10,0.005293934383632753,0.0005112824356950444,7.275030094602024e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999904733086,0.5644576466829409,0.0352786029176838,0.2768420587618303,0.1640126268616354,0.02016526681130591,0.0001260329175706619,0.006733357491124423,0.003312861759932095,0.06025106898429595,0.007841435279244378,0.004845675729407233,0.008407895199555702,3.81563124771106e-06,1.128015773625613e-06,4.2775826438766407e-07,3.600508363876763e-07,1.6944450083896848e-10,0.00048205701461209575,0.0001526187271951579,0.04418411725515037,1.0861210733219876e-07,0.00013069058798740633,3.848913460622843e-09,1.059696494367416,0.031019543939612884,0.04689835336587771,1.763699389701897e-05,0.00011353300921626637,8.563397006317114e-06,1.4231655762678047e-05,1.8332502646528115e-09,9.45653668019578e-09,3.953704907920338e-08,0.004959286684246375,0.22310372163902206,0.11013486677346872,0.074416472381379,6.168753877572399e-12,1.6450010323280389e-09,0.00171794202541098,0.038843347415001526,0.028359639404237403,0.0014131101278208544,0.0025580662335320395,1.6944448648325026e-08,9.105315410077452e-10,1.8332485842510852e-07,0.032133903458291174,0.00010587868767265507,0.020899140833908484,0.008999688452175681,0.0003799258281776275,0.007486050769290454,1.022564871390089e-05,0.0001939537685392845,1.455006018920405e-06
1.92,1.7709757856351247,0.2495395207154959,0.024246908266584242,0.08670339026257143,0.00582533091074341,0.006432919196801021,0.0007317223926386309,0.0066676289802100495,0.0009016997446209663,0.0004382046444740444,4.984212551750051e-07,9.694138923846827e-08,4.823075999538329e-08,0.007703075473738751,9.006134482976785e-09,3.3113414772802153e-10,0.005405997273120854,0.0005225999648397449,7.461199641844456e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.79999998997949,0.5667122514032399,0.03541951571270249,0.27825116074610434,0.16495026046736816,0.02058534142976327,0.00012865838393602043,0.00690869943589971,0.0034063960447664396,0.061364247978022576,0.008001154776252059,0.004959075670735123,0.008596983747824407,4.002791013569961e-06,1.1890759639754253e-06,4.523930035941644e-07,3.794447001418508e-07,1.801226896595357e-10,0.00048493816533168484,0.00015406150947477502,0.04500044851721657,1.1506343781244816e-07,0.000133352579604201,4.115543576994531e-09,1.0604763703765252,0.031655502755602846,0.0478328404117564,1.8033994892419325e-05,0.0001165066182148682,8.764092889480888e-06,1.4634447852772617e-05,1.9388277847693655e-09,9.968425103500102e-09,4.2028626325506786e-08,0.004990790414309918,0.22433745070576863,0.11108663837716456,0.07510235764019373,6.622682954560431e-12,1.7660487859334516e-09,0.0017340678052514286,0.03903019979307664,0.028608562716918858,0.001452814218318388,0.0026177567352493715,1.801226734374455e-08,9.646151999076658e-10,1.938825905244598e-07,0.03272759892161204,0.00010811994546241708,0.021335638089157716,0.009190195364305452,0.00038823517330441814,0.0076514706233870786,1.0451999296794898e-05,0.00019891585208637406,1.4922399283688912e-06
1.93,1.7780122487168344,0.2511153382336094,0.024390822083343266,0.08751185894872511,0.005976839955125316,0.006565974909608376,0.0007522816415262514,0.00680249382147827,0.000921848172914818,0.00044839799447088954,5.252057188458072e-07,1.0248326293537613e-07,5.107483630582527e-08,0.007775368878703376,9.569536500961659e-09,3.553238718147418e-10,0.005519614132277933,0.0005340835318010547,7.65069438019292e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.7999999894640375,0.568963919589387,0.035560244974336686,0.2796572938335452,0.16588752700739748,0.021011119710746803,0.00013131949819216753,0.007087324198514682,0.003501866361207125,0.06249002070454378,0.008162992585773923,0.0050742596445100055,0.00878890698025903,4.197708906410921e-06,1.2529752158649982e-06,4.782550636546238e-07,3.997346405543157e-07,1.9139073001923318e-10,0.0004878164416668653,0.0001555073775740675,0.04582601518333211,1.2184850985147906e-07,0.0001360498764295654,4.398589096261657e-09,1.0612501948479145,0.03229967737004153,0.04877889426792041,1.843696345829636e-05,0.00011953679910250632,8.96795988941779e-06,1.5045632830525029e-05,2.049665258707523e-09,1.0504114376916145e-08,4.465783557997178e-08,0.005022306764672187,0.22556885481559696,0.11203957371436239,0.07578938730897314,7.106477436294836e-12,1.895060647434089e-09,0.0017502371789745023,0.039216433615980345,0.028857684124298292,0.0014933292413224905,0.002678378172814093,1.9139071170402918e-08,1.0214967261165055e-09,2.049663158145839e-07,0.033328011042423354,0.00011039228264555867,0.021777941938867482,0.009383344024872486,0.00039666404792007207,0.007819304593703358,1.0681670636021093e-05,0.00020396650062647488,1.530138876038584e-06
1.94,1.7850395970989719,0.2526917845078033,0.02453459196462626,0.08832249366866711,0.006131209296199577,0.006700822829824791,0.0007732658152459316,0.006939133824563205,0.0009422969844443329,0.00045875106343383503,5.532261581877442e-07,1.0829912373281043e-07,5.4064934711773446e-08,0.00784781476824408,1.0163822431073773e-08,3.8109312515563335e-10,0.005634793723313365,0.000545734181833487,7.84354456119919e-05,1.0,3.0,2.2,0.02,2.2,2.0,0.02,1.8,1.3,0.02,1.2,9.6,0.6,0.4,0.8,0.02,3.2,1.2,0.2,0.02,0.4,1.006,0.1,3.4,1.4,0.3,2.4,0.2,0.4,0.8,2.4,0.2,1.0,0.2,1.4,1.4,0.32,1.4,0.2,0.8,0.4,3.0,1.4,0.4,3.0,1.6,1.6,0.6,1.6,0.4,0.02,1.7,0.8,0.4,4.4,0.8,0.6,0.6,0.3,0.4,2.0,2.0,2.0,1.0,1.799999988926186,0.5712126710716711,0.03570079194197944,0.2810604650520235,0.1668244301387758,0.021442633055439333,0.00013401645659649581,0.007269266166148166,0.00359929642819149,0.06362842240174689,0.008326960589475846,0.005191240428692785,0.008983683650747807,4.40064556136964e-06,1.3198231108249671e-06,5.053957283067335e-07,4.2095495266548603e-07,2.0327644862147546e-10,0.0004906918392925251,0.0001569562953648816,0.04666084309461439,1.289819446668547e-07,0.0001387826764912641,4.698931228746384e-09,1.0620180427437598,0.032952098710794124,0.049736552728935096,1.884593968888666e-05,0.00012262418592399156,9.175021268676701e-06,1.5465316304918633e-05,2.1659824746562084e-09,1.1064523163754883e-08,4.743116973807098e-08,0.0050538356901560656,0.22679793684952224,0.11299364844598768,0.07647754239365434,7.621862503112667e-12,2.03249666491481e-09,0.0017664498733733422,0.03940205139403395,0.029106995946495073,0.0015346645938092533,0.002739936890978231,2.0327642796082026e-08,1.0812986942354689e-09,2.1659801289187088e-07,0.033935158614265014,0.0001126958744662673,0.022226076502330425,0.00957914932963272,0.0004052131672219929,0.007989567400130099,1.091468363666974e-05,0.00020910651708915093,1.568708912239838e-06
