T,H,M,N,V,VEX
19525.0,0.37859082,0.043819357,0.44219342,-1.3898636,-6.2434435
19550.0,0.46027473,0.083141632,0.3777605,4.1942563,-6.0008883
19575.0,0.25621808,0.82741213,0.53040648,96.682213,-5.7450104
19600.0,0.2576212,0.030023171,0.554811,-4.5761185,-5.476377
19625.0,0.42873737,0.045573924,0.40617469,-1.0420091,-5.1955843
19650.0,0.47741148,0.062473841,0.36997095,1.6483266,-4.9032564
19675.0,0.45183,0.08171808,0.38216075,3.6132081,-4.6000419
19700.0,0.47167844,0.079829045,0.37192592,3.5575795,-4.2866144
19725.0,0.48025808,0.076481342,0.367892,3.1843441,-3.9636693
19750.0,0.4879716,0.074532263,0.36450997,2.9542303,-3.6319239
19775.0,0.49589652,0.072693102,0.36102206,2.7342031,-3.292115
19800.0,0.50386918,0.070876084,0.35751945,2.5121779,-2.9449964
19825.0,0.51185286,0.069098108,0.35402149,2.2900336,-2.5913393
19850.0,0.51982701,0.067362994,0.3505356,2.0683486,-2.2319288
19875.0,0.52777153,0.06567312,0.34706908,1.847555,-1.8675629
19900.0,0.53566748,0.064030401,0.34362876,1.6280581,-1.4990505
19925.0,0.54349709,0.062436286,0.34022087,1.4102349,-1.1272099
19950.0,0.55124384,0.060891837,0.33685118,1.1944364,-0.75286651
19975.0,0.55889243,0.059397765,0.33352506,0.98099005,-0.37685162
20000.0,0.56642866,0.057954479,0.3302474,0.77020186,-4.0355532e-09
20025.0,0.57383943,0.056562152,0.32702282,0.56235939,0.37685159
20050.0,0.58111262,0.055220727,0.32385546,0.35773376,0.75286651
20075.0,0.58823729,0.053929985,0.32074934,0.15658195,1.1272099
20100.0,0.5952031,0.052689567,0.31770808,-0.040851008,1.4990505
20125.0,0.60200089,0.051498998,0.31473508,-0.23433025,1.8675629
20150.0,0.60862213,0.050357714,0.31183365,-0.42362928,2.2319288
20175.0,0.61505902,0.049265094,0.30900684,-0.60852855,2.5913393
20200.0,0.62130439,0.048220463,0.30625752,-0.78881383,2.9449964
20225.0,0.62735176,0.047223125,0.30358851,-0.96427548,3.292115
20250.0,0.63319516,0.046272356,0.3010025,-1.1347072,3.6319239
20275.0,0.63882923,0.045367438,0.29850203,-1.2999054,3.9636693
20300.0,0.6442489,0.04450766,0.29608962,-1.4596688,4.2866144
20325.0,0.64944959,0.043692313,0.29376769,-1.6137977,4.6000419
20350.0,0.65442717,0.042920716,0.2915386,-1.7620944,4.9032564
20375.0,0.65917778,0.042192213,0.28940466,-1.9043627,5.1955843
20400.0,0.66369784,0.041506168,0.28736809,-2.0404088,5.476377
20425.0,0.66798413,0.040861987,0.28543109,-2.1700408,5.7450104
20450.0,0.67203361,0.040259097,0.28359577,-2.2930698,6.0008883
20475.0,0.67584366,0.039696977,0.28186423,-2.4093111,6.2434435
20500.0,0.67941159,0.039175123,0.28023839,-2.5185833,6.472136
20525.0,0.6827352,0.038693085,0.2787202,-2.6207113,6.6864591
20550.0,0.68581235,0.038250439,0.27731153,-2.7155256,6.8859363
20575.0,0.68864113,0.0378468,0.27601409,-2.8028648,7.0701251
20600.0,0.69121969,0.037481822,0.27482954,-2.8825753,7.2386165
20625.0,0.69354653,0.037155192,0.27375942,-2.9545135,7.391036
20650.0,0.69562024,0.036866631,0.27280515,-3.0185466,7.5270462
20675.0,0.69743949,0.036615901,0.27196804,-3.0745535,7.6463442
20700.0,0.69900322,0.036402792,0.27124923,-3.1224256,7.7486653
20725.0,0.70031053,0.036227133,0.27064976,-3.1620691,7.8337827
20750.0,0.70136046,0.036088776,0.27017045,-3.1934042,7.9015069
20775.0,0.70215255,0.035987619,0.26981205,-3.216367,7.9516878
20800.0,0.70268613,0.035923582,0.26957506,-3.2309091,7.9842138
20825.0,0.70296097,0.035896618,0.2694599,-3.2369998,7.9990129
20850.0,0.70297682,0.035906717,0.26946676,-3.2346244,7.9960523
20875.0,0.70273358,0.035953894,0.26959562,-3.2237854,7.9753385
20900.0,0.70223141,0.036038201,0.26984638,-3.2045028,7.9369178
20925.0,0.70147049,0.036159713,0.2702187,-3.1768131,7.8808746
20950.0,0.70045125,0.036318544,0.27071208,-3.1407692,7.8073339
20975.0,0.69917417,0.036514837,0.27132589,-3.0964406,7.7164593
21000.0,0.69764,0.036748774,0.27205926,-3.0439107,7.6084523
21025.0,0.69584948,0.03702056,0.27291131,-2.9832792,7.4835525
21050.0,0.69380361,0.037330441,0.27388084,-2.9146581,7.3420372
21075.0,0.69150358,0.037678692,0.27496663,-2.8381724,7.1842208
21100.0,0.6889506,0.038065627,0.27616727,-2.7539587,7.0104532
21125.0,0.6861462,0.038491599,0.27748129,-2.6621635,6.8211212
21150.0,0.683092,0.038956989,0.27890706,-2.5629432,6.6166444
21175.0,0.67978972,0.03946222,0.28044283,-2.4564617,6.3974771
21200.0,0.67624134,0.040007755,0.28208688,-2.3428903,6.1641059
21225.0,0.67244911,0.040594086,0.28383723,-2.2224059,5.9170489
21250.0,0.66841531,0.041221753,0.28569195,-2.0951905,5.6568542
21275.0,0.66414249,0.041891322,0.28764904,-1.9614301,5.3841
21300.0,0.65963358,0.042603407,0.28970632,-1.8213136,5.0993919
21325.0,0.65489149,0.043358646,0.29186171,-1.6750332,4.8033619
21350.0,0.64991969,0.044157714,0.29411298,-1.5227824,4.4966669
21375.0,0.64472175,0.045001306,0.29645783,-1.3647573,4.1799884
21400.0,0.6393016,0.04589016,0.29889393,-1.2011551,3.8540294
21425.0,0.63366371,0.04682501,0.3014189,-1.0321748,3.5195134
21450.0,0.62781274,0.047806617,0.30403027,-0.85801739,3.1771832
21475.0,0.62175387,0.048835739,0.30672547,-0.67888635,2.8277988
21500.0,0.61549288,0.049913131,0.30950183,-0.49498805,2.472136
21525.0,0.60903597,0.051039521,0.31235659,-0.3065328,2.1109843
21550.0,0.60239005,0.052215602,0.31528687,-0.11373609,1.7451459
21575.0,0.5955627,0.053442024,0.31828961,0.083180375,1.3754328
21600.0,0.58856219,0.054719351,0.32136154,0.28398684,1.0026659
21625.0,0.58139759,0.056048047,0.32449928,0.48844391,0.62767279
21650.0,0.57407892,0.057428449,0.32769904,0.69630045,0.25128609
21675.0,0.56661719,0.058860742,0.33095691,0.90729147,-0.12565853
21700.0,0.55902433,0.060344893,0.33426857,1.1211356,-0.50232416
21725.0,0.55131358,0.061880652,0.33762941,1.3375325,-0.87787449
21750.0,0.54349911,0.063467458,0.34103432,1.5561607,-1.2514757
21775.0,0.53559649,0.065104432,0.34447783,1.7766738,-1.6222984
21800.0,0.52762264,0.066790283,0.34795395,1.9986987,-1.9895191
21825.0,0.51959562,0.06852328,0.35145617,2.2218318,-2.3523226
21850.0,0.51153517,0.070301153,0.35497734,2.4456372,-2.7099032
21875.0,0.50346208,0.072121076,0.35850978,2.6696432,-3.0614674
21900.0,0.49539882,0.073979549,0.36204511,2.8933408,-3.4062343
21925.0,0.48736903,0.075872362,0.36557433,3.1161819,-3.7434385
21950.0,0.47939762,0.077794529,0.3690877,3.3375766,-4.0723314
21975.0,0.4715108,0.079740241,0.37257478,3.5568953,-4.3921824
22000.0,0.46373567,0.081702784,0.37602448,3.7734656,-4.702282
22025.0,0.45610037,0.083674558,0.37942508,3.9865768,-5.0019412
22050.0,0.44863358,0.085647024,0.38276416,4.1954799,-5.2904949
22075.0,0.44136459,0.087610744,0.38602883,4.3993917,-5.5673022
22100.0,0.43432271,0.089555368,0.38920572,4.5975003,-5.831749
22125.0,0.42753735,0.091469742,0.39228106,4.78897,-6.0832477
22150.0,0.42103741,0.093341954,0.39524087,4.97295,-6.3212399
22175.0,0.41485119,0.095159501,0.39807105,5.1485806,-6.545198
22200.0,0.40900603,0.096909374,0.40075761,5.3150048,-6.7546234
22225.0,0.403528,0.098578319,0.4032867,5.4713759,-6.9490523
22250.0,0.39844164,0.10015296,0.40564486,5.6168709,-7.1280522
22275.0,0.39376983,0.10162009,0.40781924,5.7506995,-7.2912264
22300.0,0.38953343,0.10296687,0.40979767,5.8721147,-7.4382119
22325.0,0.38575125,0.10418106,0.41156888,5.9804239,-7.5686827
22350.0,0.38243988,0.10525131,0.41312265,6.0749979,-7.6823497
22375.0,0.37961364,0.10616737,0.41444993,6.1552811,-7.7789593
22400.0,0.37728441,0.10692052,0.41554296,6.2208209,-7.8582978
22425.0,0.3754645,0.10750024,0.41639346,6.2709742,-7.9201894
22450.0,0.37412989,0.10790049,0.41701519,6.3048887,-7.9644957
22475.0,0.37320778,0.10867984,0.41749087,6.3760567,-7.9911189
22500.0,0.37875593,0.10320053,0.41364634,5.9364591,-8.0
22525.0,0.40717056,0.1139548,0.40333718,7.34972,-7.9911189
22550.0,0.26467067,0.042181704,0.53540868,-1.765152,-7.9644957
22575.0,0.41746572,0.098973028,0.39911085,5.8916092,-7.9201894
22600.0,0.21657826,0.038810086,0.58341396,-2.4849715,-7.8582978
22625.0,0.42154583,0.084713981,0.39741173,4.3975682,-7.7789593
22650.0,0.13263263,0.039953426,0.67132294,-3.3172033,-7.6823497
22675.0,0.41548955,0.069222465,0.40367398,2.5624425,-7.5686827
22700.0,0.08199089,0.96118903,0.76051468,50.584496,-7.4382119
22725.0,0.37953538,0.052267138,0.43503696,0.10539331,-7.2912264
22750.0,0.41487148,0.12911503,0.40262598,8.7800102,-7.1280522
22775.0,0.26052088,0.036593106,0.54515892,-2.9507561,-6.9490523
22800.0,0.44182849,0.073857792,0.38773727,3.1374266,-6.7546234
22825.0,0.14774445,0.99157804,0.69311601,81.798271,-6.545198
22850.0,0.34198564,0.039614208,0.47360736,-2.2510777,-6.3212399
22875.0,0.45859671,0.075992778,0.37871167,3.3838885,-6.0832477
22900.0,0.38437039,0.22455889,0.42391241,18.45903,-5.831749
22925.0,0.22985199,0.029337233,0.58078986,-4.7773318,-5.5673022
22950.0,0.42319608,0.04506759,0.41023353,-1.1375186,-5.2904949
22975.0,0.47863227,0.066217005,0.36899236,2.153198,-5.0019412
23000.0,0.44450459,0.085220136,0.38591075,3.9381509,-4.702282
23025.0,0.46917522,0.081050359,0.37302878,3.6966677,-4.3921824
23050.0,0.47775859,0.077097014,0.36897394,3.2567854,-4.0723314
23075.0,0.48534107,0.075145394,0.36566964,3.0265248,-3.7434385
23100.0,0.49324471,0.073306963,0.3621895,2.8081069,-3.4062343
23125.0,0.5012095,0.071477801,0.35868677,2.5862522,-3.0614674
23150.0,0.50919163,0.06968613,0.35518649,2.3640523,-2.7099035
23175.0,0.51717126,0.067936443,0.35169578,2.1421654,-2.3523226
23200.0,0.52512783,0.066231258,0.34822202,1.9210283,-1.9895191
23225.0,0.53304201,0.06457264,0.34477225,1.7010558,-1.6222984
23250.0,0.54089564,0.062962182,0.34135285,1.4826344,-1.2514757
23275.0,0.54867178,0.061401084,0.33796981,1.2661237,-0.87787449
23300.0,0.55635476,0.059890162,0.33462861,1.0518582,-0.50232416
23325.0,0.56392992,0.058429915,0.33133429,0.84015113,-0.12565856
23350.0,0.57138389,0.057020597,0.3280915,0.63129592,0.25128606
23375.0,0.57870424,0.055662222,0.32490465,0.42556876,0.62767273
23400.0,0.58587956,0.054354619,0.32177767,0.22323123,1.0026659
23425.0,0.59289938,0.053097475,0.31871438,0.024532091,1.3754328
23450.0,0.59975421,0.051890351,0.31571829,-0.1702906,1.7451459
23475.0,0.60643518,0.050732706,0.31279266,-0.36100775,2.1109843
23500.0,0.61293429,0.049623936,0.30994064,-0.54739761,2.472136
23525.0,0.61924428,0.048563384,0.30716518,-0.72924441,2.8277988
23550.0,0.62535834,0.047550362,0.30446911,-0.90633702,3.1771832
23575.0,0.63127041,0.046584148,0.30185512,-1.0784681,3.5195134
23600.0,0.63697481,0.045664027,0.29932585,-1.2454333,3.8540294
23625.0,0.64246643,0.044789281,0.29688382,-1.4070306,4.1799884
23650.0,0.64774066,0.0439592,0.29453146,-1.5630597,4.4966669
23675.0,0.65279305,0.043173097,0.29227117,-1.7133223,4.8033619
23700.0,0.65761971,0.0424303,0.29010525,-1.8576218,5.0993919
23725.0,0.66221696,0.041730169,0.28803599,-1.9957633,5.3841
23750.0,0.66658151,0.041072097,0.28606558,-2.1275544,5.6568542
23775.0,0.67071027,0.040455505,0.28419614,-2.2528055,5.9170489
23800.0,0.67460042,0.039879851,0.28242975,-2.3713295,6.1641059
23825.0,0.6782493,0.039344627,0.28076845,-2.4829445,6.3974771
23850.0,0.68165463,0.038849369,0.2792142,-2.5874729,6.6166444
23875.0,0.68481416,0.038393635,0.27776882,-2.6847436,6.8211212
23900.0,0.6877259,0.037977036,0.27643412,-2.7745919,7.0104532
23925.0,0.69038808,0.037599206,0.27521175,-2.8568618,7.1842208
23950.0,0.69279897,0.037259825,0.27410334,-2.9314063,7.3420372
23975.0,0.6949572,0.036958601,0.2731103,-2.9980884,7.4835525
24000.0,0.69686145,0.036695287,0.27223399,-3.0567832,7.6084523
24025.0,0.69851047,0.036469661,0.27147561,-3.1073782,7.7164593
24050.0,0.69990331,0.036281534,0.27083626,-3.1497741,7.8073339
24075.0,0.70103914,0.036130756,0.27031681,-3.1838865,7.8808746
24100.0,0.70191723,0.036017209,0.26991805,-3.2096462,7.9369178
24125.0,0.702537,0.035940807,0.26964054,-3.2269998,7.9753385
24150.0,0.70289814,0.035901491,0.26948476,-3.2359099,7.9960523
24175.0,0.70300031,0.035899233,0.2694509,-3.236357,7.9990129
24200.0,0.70284343,0.035934046,0.26953912,-3.228338,7.9842138
24225.0,0.70242757,0.03600597,0.26974925,-3.2118666,7.9516878
24250.0,0.7017529,0.036115069,0.2700811,-3.1869743,7.9015069
24275.0,0.70081967,0.036261447,0.27053419,-3.1537082,7.8337827
24300.0,0.69962847,0.036445234,0.27110794,-3.1121323,7.7486653
24325.0,0.6981799,0.036666602,0.27180156,-3.0623262,7.6463442
24350.0,0.69647473,0.036925744,0.27261418,-3.0043833,7.5270462
24375.0,0.69451386,0.037222899,0.27354467,-2.9384122,7.391036
24400.0,0.69229841,0.037558325,0.27459186,-2.8645334,7.2386165
24425.0,0.68982959,0.037932329,0.27575439,-2.7828798,7.0701251
24450.0,0.68710887,0.038345248,0.2770308,-2.6935949,6.8859363
24475.0,0.6841377,0.038797453,0.27841949,-2.5968318,6.6864591
24500.0,0.68091792,0.039289355,0.27991879,-2.4927518,6.472136
24525.0,0.67745137,0.039821401,0.28152695,-2.3815246,6.2434435
24550.0,0.67374015,0.040394075,0.28324208,-2.2633245,6.0008883
24575.0,0.66978657,0.041007902,0.28506225,-2.1383321,5.7450104
24600.0,0.66559315,0.041663438,0.28698543,-2.0067325,5.476377
24625.0,0.66116261,0.042361282,0.28900957,-1.8687136,5.1955843
24650.0,0.6564979,0.043102063,0.29113251,-1.7244663,4.9032564
24675.0,0.65160227,0.043886445,0.29335204,-1.5741841,4.6000419
24700.0,0.64647925,0.044715118,0.29566595,-1.4180619,4.2866144
24725.0,0.64113277,0.045588799,0.29807192,-1.2562966,3.9636693
24750.0,0.63556695,0.046508234,0.30056754,-1.0890868,3.6319239
24775.0,0.62978643,0.047474172,0.30315039,-0.91663259,3.292115
24800.0,0.62379622,0.048487373,0.3058179,-0.7391367,2.9449964
24825.0,0.61760199,0.049548589,0.30856752,-0.5568043,2.5913393
24850.0,0.61120963,0.050658569,0.31139648,-0.36984438,2.2319288
24875.0,0.60462594,0.051818013,0.31430191,-0.17847051,1.8675629
24900.0,0.59785819,0.053027589,0.31728086,0.017097799,1.4990505
24925.0,0.59091437,0.054287888,0.32033008,0.21663369,1.1272099
24950.0,0.58380342,0.055599414,0.32344627,0.41990116,0.75286651
24975.0,0.57653493,0.056962553,0.32662579,0.62665325,0.37685162
25000.0,0.56911963,0.058377542,0.32986477,0.83662987,1.6104636e-08
