T,H,M,N,V,VEX
2275.0,0.39376983,0.10162009,0.40781924,5.7506995,-7.2912264
2300.0,0.38953343,0.10296687,0.40979767,5.8721147,-7.4382119
2325.0,0.38575125,0.10418106,0.41156888,5.9804239,-7.5686827
2350.0,0.38243988,0.10525131,0.41312265,6.0749979,-7.6823497
2375.0,0.37961364,0.10616739,0.41444993,6.1552825,-7.7789593
2400.0,0.37728456,0.10692037,0.41554284,6.220809,-7.8582978
2425.0,0.37546313,0.10749977,0.41639423,6.270905,-7.9201894
2450.0,0.37412113,0.107931,0.41702262,6.3077264,-7.9644957
2475.0,0.37357223,0.10834651,0.41724926,6.3497014,-7.9911189
2500.0,0.37566218,0.10152144,0.41538551,5.7219734,-8.0
2525.0,0.41255933,0.10218453,0.40022677,6.2090235,-7.9911189
2550.0,0.23128049,0.040086333,0.56814903,-2.2077448,-7.9644957
2575.0,0.41892341,0.090450361,0.39845464,5.016314,-7.9201894
2600.0,0.17701066,0.037375055,0.6238566,-2.8476219,-7.8582978
2625.0,0.41877496,0.078157917,0.39975363,3.6557274,-7.7789593
2650.0,0.084222503,0.17194045,0.72463346,-1.7147031,-7.6823497
2675.0,0.40651748,0.064049765,0.41090918,1.875001,-7.5686827
2700.0,0.16054453,0.98942131,0.67216212,87.929085,-7.4382119
2725.0,0.3599689,0.048453521,0.45188355,-0.54858959,-7.2912264
2750.0,0.42530546,0.11210164,0.39619973,7.1569343,-7.1280522
2775.0,0.22113088,0.034704883,0.58346343,-3.4074819,-6.9490523
2800.0,0.43674213,0.068091355,0.39166924,2.4147425,-6.7546234
2825.0,0.31184143,0.49445581,0.46513563,53.236393,-6.545198
2850.0,0.31038111,0.036768328,0.50204641,-2.8862104,-6.3212399
2875.0,0.45579946,0.069948569,0.38081625,2.6473963,-6.0832477
2900.0,0.41814876,0.14544548,0.40392557,10.225388,-5.831749
2925.0,0.17597729,0.02808365,0.63308793,-5.2209477,-5.5673022
2950.0,0.39985114,0.040787298,0.42936316,-1.9813412,-5.2904949
2975.0,0.47249261,0.060154326,0.37330791,1.3235873,-5.0019412
3000.0,0.44524127,0.089893758,0.38584661,4.4569201,-4.702282
3025.0,0.46994132,0.080872066,0.37252569,3.6868966,-4.3921824
3050.0,0.47778076,0.077001385,0.36894917,3.2460515,-4.0723314
3075.0,0.48533055,0.075143598,0.36567613,3.02618,-3.7434385
3100.0,0.49324429,0.073307693,0.36218986,2.8081882,-3.4062343
3125.0,0.50120956,0.071477816,0.35868675,2.5862551,-3.0614674
3150.0,0.50919163,0.069686122,0.35518649,2.3640521,-2.7099035
3175.0,0.51717126,0.067936443,0.35169578,2.1421654,-2.3523226
3200.0,0.52512783,0.066231258,0.34822202,1.9210283,-1.9895191
3225.0,0.53304201,0.06457264,0.34477225,1.7010558,-1.6222984
3250.0,0.54089564,0.062962182,0.34135285,1.4826344,-1.2514757
3275.0,0.54867178,0.061401084,0.33796981,1.2661237,-0.87787449
3300.0,0.55635476,0.059890162,0.33462861,1.0518582,-0.50232416
3325.0,0.56392992,0.058429915,0.33133429,0.84015113,-0.12565854
3350.0,0.57138389,0.057020597,0.3280915,0.63129586,0.25128606
3375.0,0.57870424,0.055662222,0.32490465,0.42556873,0.62767279
3400.0,0.58587956,0.054354619,0.32177767,0.22323121,1.0026659
3425.0,0.59289938,0.053097475,0.31871438,0.024532085,1.3754328
3450.0,0.59975421,0.051890347,0.31571829,-0.1702906,1.7451459
3475.0,0.60643518,0.050732706,0.31279266,-0.36100778,2.1109843
3500.0,0.61293429,0.049623936,0.30994064,-0.54739761,2.472136
3525.0,0.61924428,0.048563384,0.30716518,-0.72924441,2.8277988
3550.0,0.62535834,0.047550362,0.30446911,-0.90633702,3.1771832
3575.0,0.63127041,0.046584148,0.30185512,-1.0784681,3.5195134
3600.0,0.63697481,0.045664027,0.29932585,-1.2454333,3.8540294
3625.0,0.64246643,0.044789281,0.29688382,-1.4070306,4.1799884
3650.0,0.64774066,0.0439592,0.29453146,-1.5630597,4.4966669
3675.0,0.65279305,0.043173097,0.29227117,-1.7133223,4.8033619
3700.0,0.65761971,0.0424303,0.29010525,-1.8576218,5.0993919
3725.0,0.66221696,0.041730169,0.28803599,-1.9957633,5.3841
3750.0,0.66658151,0.041072097,0.28606558,-2.1275544,5.6568542
3775.0,0.67071027,0.040455505,0.28419611,-2.2528055,5.9170489
3800.0,0.67460042,0.039879851,0.28242975,-2.3713295,6.1641059
3825.0,0.6782493,0.039344627,0.28076845,-2.4829445,6.3974771
3850.0,0.68165463,0.038849369,0.2792142,-2.5874729,6.6166444
3875.0,0.68481416,0.038393635,0.27776882,-2.6847436,6.8211212
3900.0,0.6877259,0.037977036,0.27643412,-2.7745919,7.0104532
3925.0,0.69038808,0.037599206,0.27521175,-2.8568618,7.1842208
3950.0,0.69279897,0.037259825,0.27410334,-2.9314063,7.3420372
3975.0,0.6949572,0.036958601,0.2731103,-2.9980884,7.4835525
4000.0,0.69686145,0.036695287,0.27223399,-3.0567832,7.6084523
4025.0,0.69851047,0.036469661,0.27147561,-3.1073782,7.7164593
4050.0,0.69990331,0.036281534,0.27083626,-3.1497741,7.8073339
4075.0,0.70103914,0.036130756,0.27031681,-3.1838865,7.8808746
4100.0,0.70191723,0.036017209,0.26991805,-3.2096462,7.9369178
4125.0,0.702537,0.035940807,0.26964054,-3.2269998,7.9753385
4150.0,0.70289814,0.035901491,0.26948476,-3.2359099,7.9960523
4175.0,0.70300031,0.035899233,0.2694509,-3.236357,7.9990129
4200.0,0.70284343,0.035934046,0.26953912,-3.228338,7.9842138
4225.0,0.70242757,0.03600597,0.26974925,-3.2118666,7.9516878
4250.0,0.7017529,0.036115069,0.2700811,-3.1869743,7.9015069
4275.0,0.70081967,0.036261447,0.27053419,-3.1537082,7.8337827
4300.0,0.69962847,0.036445234,0.27110794,-3.1121323,7.7486653
4325.0,0.6981799,0.036666602,0.27180156,-3.0623262,7.6463442
4350.0,0.69647473,0.036925744,0.27261418,-3.0043833,7.5270462
4375.0,0.69451386,0.037222899,0.27354467,-2.9384122,7.391036
4400.0,0.69229841,0.037558325,0.27459186,-2.8645334,7.2386165
4425.0,0.68982959,0.037932329,0.27575439,-2.7828798,7.0701251
4450.0,0.68710887,0.038345248,0.2770308,-2.6935947,6.8859363
4475.0,0.6841377,0.038797453,0.27841949,-2.5968318,6.6864591
4500.0,0.68091792,0.039289355,0.27991879,-2.4927518,6.472136
4525.0,0.67745137,0.039821401,0.28152695,-2.3815246,6.2434435
4550.0,0.67374015,0.040394075,0.28324208,-2.2633245,6.0008883
4575.0,0.66978657,0.041007902,0.28506225,-2.1383321,5.7450104
4600.0,0.66559315,0.041663442,0.28698543,-2.0067325,5.476377
4625.0,0.66116261,0.042361282,0.28900957,-1.8687136,5.1955843
4650.0,0.6564979,0.043102063,0.29113251,-1.7244663,4.9032564
4675.0,0.65160227,0.043886445,0.29335204,-1.5741841,4.6000419
4700.0,0.64647925,0.044715118,0.29566595,-1.4180619,4.2866144
4725.0,0.64113277,0.045588799,0.29807192,-1.2562966,3.9636693
4750.0,0.63556695,0.046508234,0.30056754,-1.0890868,3.6319239
4775.0,0.62978643,0.047474172,0.30315039,-0.91663259,3.292115
4800.0,0.62379622,0.048487373,0.3058179,-0.7391367,2.9449964
4825.0,0.61760199,0.049548589,0.30856752,-0.5568043,2.5913393
4850.0,0.61120963,0.050658569,0.31139648,-0.36984435,2.2319288
4875.0,0.60462594,0.051818013,0.31430191,-0.17847051,1.8675629
4900.0,0.59785819,0.053027589,0.31728086,0.017097808,1.4990505
4925.0,0.59091437,0.054287888,0.32033008,0.21663369,1.1272099
4950.0,0.58380342,0.055599414,0.32344627,0.41990119,0.75286651
4975.0,0.57653493,0.056962553,0.32662579,0.62665331,0.37685162
5000.0,0.56911963,0.058377542,0.32986477,0.83662987,-9.4574371e-10
5025.0,0.56156909,0.059844427,0.333159,1.0495553,-0.37685162
5050.0,0.55389607,0.061363026,0.33650398,1.2651359,-0.75286651
5075.0,0.5461145,0.062932901,0.33989477,1.4830576,-1.1272099
5100.0,0.53823948,0.064553268,0.34332606,1.7029824,-1.4990505
5125.0,0.53028738,0.066223003,0.34679201,1.9245467,-1.8675629
5150.0,0.52227604,0.067940503,0.35028628,2.1473572,-2.2319288
5175.0,0.51422441,0.069703706,0.35380197,2.3709891,-2.5913393
5200.0,0.50615317,0.071509965,0.35733154,2.5949829,-2.9449964
5225.0,0.49808407,0.073356017,0.3608669,2.8188424,-3.292115
5250.0,0.49004039,0.0752379,0.36439919,3.0420322,-3.6319239
5275.0,0.48204669,0.077150889,0.36791897,3.2639771,-3.9636693
5300.0,0.47412869,0.079089448,0.371416,3.4840603,-4.2866144
5325.0,0.46631324,0.081047177,0.37487945,3.7016239,-4.6000419
5350.0,0.45862818,0.083016783,0.37829775,3.9159696,-4.9032564
5375.0,0.45110199,0.084990025,0.38165873,4.1263604,-5.1955843
5400.0,0.44376379,0.08695776,0.38494968,4.3320251,-5.476377
5425.0,0.43664294,0.088909954,0.38815734,4.5321598,-5.7450104
5450.0,0.42976883,0.090835698,0.39126807,4.7259369,-6.0008883
5475.0,0.42317057,0.092723332,0.39426798,4.9125085,-6.2434435
5500.0,0.4168767,0.094560519,0.39714295,5.0910182,-6.472136
5525.0,0.4109149,0.09633442,0.39987892,5.2606058,-6.6864591
5550.0,0.40531167,0.098031826,0.40246201,5.4204206,-6.8859363
5575.0,0.40009212,0.099639378,0.40487859,5.5696306,-7.0701251
5600.0,0.39527971,0.1011438,0.40711564,5.7074337,-7.2386165
5625.0,0.39089596,0.10253209,0.40916067,5.833066,-7.391036
5650.0,0.38696045,0.10379178,0.41100216,5.945817,-7.5270462
5675.0,0.38349044,0.10491122,0.41262949,6.0450354,-7.6463442
5700.0,0.38050103,0.10587974,0.41403317,6.1301394,-7.7486653
5725.0,0.378005,0.10668795,0.41520503,6.2006278,-7.8337827
5750.0,0.3760128,0.10732747,0.41613805,6.2560439,-7.9015069
5775.0,0.37452769,0.10779639,0.41682994,6.2964158,-7.9516878
5800.0,0.37360001,0.10810312,0.41725102,6.3235474,-7.9842138
5825.0,0.37348863,0.1072434,0.41717336,6.2437634,-7.9990129
5850.0,0.35687062,0.12553635,0.42799795,7.7215662,-7.9960523
5875.0,0.41261333,0.078748494,0.40215841,3.7249446,-7.9753385
5900.0,0.10412749,0.070835166,0.70151931,-3.0011964,-7.9369178
5925.0,0.40803176,0.070301615,0.40782624,2.7003562,-7.8808746
5950.0,0.060169794,0.82061541,0.76817805,28.707869,-7.8073339
5975.0,0.39222708,0.060217973,0.42176449,1.3323125,-7.7164593
6000.0,0.23437184,0.87934989,0.55324054,100.60044,-7.6084523
6025.0,0.35067707,0.048392504,0.45883071,-0.56342429,-7.4835525
6050.0,0.41934356,0.1163282,0.39929679,7.5685759,-7.3420372
6075.0,0.24440791,0.036863342,0.55943894,-2.8977456,-7.1842208
6100.0,0.43658996,0.075706407,0.39030296,3.3617125,-7.0104532
6125.0,0.08062052,0.95578158,0.76178384,48.724968,-6.8211212
6150.0,0.37229306,0.045459781,0.44536102,-1.0831169,-6.6166444
6175.0,0.4495284,0.091819815,0.38328701,5.1280236,-6.3974771
6200.0,0.06242983,0.69956106,0.76087356,19.545504,-6.1641059
6225.0,0.37570542,0.041231755,0.44653836,-1.9011697,-5.9170489
6250.0,0.46760699,0.07388629,0.37424546,3.1257176,-5.6568542
6275.0,0.43680593,0.1222022,0.39378184,7.9295163,-5.3841
6300.0,0.10099084,0.97940189,0.74055058,59.903145,-5.0993919
6325.0,0.44742003,0.061820902,0.38029674,1.3661859,-4.8033619
6350.0,0.46184513,0.081434034,0.37691322,3.6774976,-4.4966669
6375.0,0.47482118,0.07831084,0.37038943,3.3916335,-4.1799884
6400.0,0.48277569,0.075801402,0.36679441,3.1040485,-3.8540294
6425.0,0.49060306,0.073920079,0.36335212,2.8814566,-3.5195134
6450.0,0.4985517,0.072083533,0.3598544,2.6602688,-3.1771832
6475.0,0.50653017,0.070278823,0.3563526,2.4381061,-2.8277988
6500.0,0.51451296,0.068514846,0.35285783,2.2160659,-2.472136
6525.0,0.52247941,0.066794574,0.3493776,1.9946312,-2.1109843
6550.0,0.53040981,0.065120228,0.3459191,1.7742261,-1.7451459
6575.0,0.53828555,0.063493572,0.34248888,1.5552465,-1.3754328
6600.0,0.54608935,0.061915912,0.33909312,1.3380605,-1.0026659
6625.0,0.55380505,0.060388189,0.33573738,1.1230108,-0.62767279
6650.0,0.5614177,0.058911014,0.33242688,0.91041744,-0.25128606
6675.0,0.56891346,0.057484709,0.32916644,0.70058006,0.12565854
6700.0,0.5762797,0.056109361,0.32596046,0.49378046,0.50232416
6725.0,0.58350456,0.054784864,0.32281309,0.29028484,0.87787449
6750.0,0.5905773,0.053510942,0.3197282,0.090345964,1.2514757
6775.0,0.59748816,0.052287199,0.31670931,-0.10579474,1.6222984
6800.0,0.60422802,0.051113125,0.31375983,-0.29790539,1.9895191
6825.0,0.61078858,0.049988136,0.31088296,-0.48576191,2.3523226
6850.0,0.61716241,0.048911586,0.30808163,-0.66914672,2.7099035
6875.0,0.62334245,0.047882799,0.3053588,-0.84784728,3.0614674
6900.0,0.62932253,0.046901062,0.30271715,-1.0216551,3.4062343
6925.0,0.63509673,0.045965657,0.30015936,-1.1903647,3.7434385
6950.0,0.64065987,0.045075867,0.29768798,-1.3537736,4.0723314
6975.0,0.646007,0.044230975,0.29530546,-1.511681,4.3921824
7000.0,0.65113378,0.043430287,0.29301423,-1.6638876,4.702282
7025.0,0.65603614,0.042673126,0.29081661,-1.8101965,5.0019412
7050.0,0.66071022,0.041958842,0.28871489,-1.9504123,5.2904949
7075.0,0.66515273,0.041286819,0.28671125,-2.0843415,5.5673022
7100.0,0.6693604,0.040656462,0.28480792,-2.2117934,5.831749
7125.0,0.67333037,0.040067218,0.28300697,-2.3325801,6.0832477
7150.0,0.67705995,0.039518572,0.28131041,-2.4465182,6.3212399
7175.0,0.6805467,0.039010044,0.27972028,-2.5534282,6.545198
7200.0,0.68378842,0.038541179,0.27823839,-2.6531367,6.7546234
7225.0,0.68678296,0.038111575,0.27686661,-2.745477,6.9490523
7250.0,0.68952852,0.037720863,0.27560663,-2.8302898,7.1280522
7275.0,0.69202334,0.037368696,0.27446005,-2.9074252,7.2912264
7300.0,0.69426596,0.037054788,0.27342841,-2.9767425,7.4382119
7325.0,0.69625497,0.036778864,0.27251303,-3.0381131,7.5686827
7350.0,0.69798917,0.036540695,0.27171525,-3.0914197,7.6823497
7375.0,0.69946754,0.036340084,0.27103609,-3.1365588,7.7789593
7400.0,0.70068914,0.036176875,0.27047658,-3.1734409,7.8582978
7425.0,0.70165318,0.036050931,0.27003753,-3.2019913,7.9201894
7450.0,0.70235914,0.035962153,0.26971954,-3.2221518,7.9644957
7475.0,0.70280653,0.035910476,0.26952314,-3.2338796,7.9911189
7500.0,0.70299506,0.035895869,0.26944864,-3.237149,8.0
7525.0,0.70292455,0.035918321,0.26949614,-3.2319512,7.9911189
7550.0,0.702595,0.035977867,0.26966566,-3.2182946,7.9644957
7575.0,0.70200652,0.036074564,0.26995698,-3.1962049,7.9201894
7600.0,0.70115942,0.036208503,0.27036974,-3.1657238,7.8582978
7625.0,0.70005417,0.036379807,0.27090332,-3.1269097,7.7789593
7650.0,0.69869131,0.036588624,0.27155709,-3.0798371,7.6823497
7675.0,0.69707155,0.036835153,0.27233016,-3.0245953,7.5686827
7700.0,0.69519579,0.037119608,0.27322146,-2.9612873,7.4382119
7725.0,0.69306511,0.037442245,0.27422991,-2.8900301,7.2912264
7750.0,0.69068062,0.037803356,0.27535415,-2.8109529,7.1280522
7775.0,0.68804365,0.038203262,0.27659276,-2.724195,6.9490523
7800.0,0.68515581,0.038642328,0.27794421,-2.6299071,6.7546234
7825.0,0.6820187,0.03912095,0.27940685,-2.5282478,6.545198
7850.0,0.67863417,0.039639562,0.28097892,-2.4193838,6.3212399
7875.0,0.67500424,0.040198639,0.28265861,-2.3034883,6.0832477
7900.0,0.67113119,0.040798686,0.28444397,-2.1807396,5.831749
7925.0,0.66701746,0.041440256,0.28633305,-2.0513217,5.5673022
7950.0,0.66266561,0.042123929,0.28832376,-1.9154214,5.2904949
7975.0,0.65807861,0.042850327,0.29041401,-1.7732289,5.0019412
8000.0,0.65325958,0.043620098,0.29260162,-1.6249367,4.702282
8025.0,0.64821196,0.044433929,0.29488432,-1.4707394,4.3921824
8050.0,0.64293951,0.045292526,0.29725984,-1.3108331,4.0723314
8075.0,0.63744628,0.046196628,0.29972583,-1.145416,3.7434385
8100.0,0.63173681,0.04714698,0.30227989,-0.97468758,3.4062343
8125.0,0.62581593,0.048144341,0.30491948,-0.79884958,3.0614674
8150.0,0.61968905,0.049189471,0.30764201,-0.61810631,2.7099035
8175.0,0.61336201,0.050283112,0.31044483,-0.43266544,2.3523226
8200.0,0.60684133,0.051425993,0.31332511,-0.24273881,1.9895191
8225.0,0.60013407,0.052618787,0.31627989,-0.048543844,1.6222984
8250.0,0.59324801,0.053862117,0.31930608,0.14969525,1.2514757
8275.0,0.58619171,0.055156521,0.32240033,0.35174572,0.87787449
8300.0,0.5789746,0.056502424,0.32555914,0.55736452,0.50232416
8325.0,0.57160699,0.057900112,0.32877874,0.76629609,0.12565854
8350.0,0.56410021,0.059349705,0.33205503,0.97827023,-0.25128609
8375.0,0.55646652,0.060851101,0.33538362,1.1929996,-0.62767279
8400.0,0.54871953,0.062403951,0.33875975,1.4101772,-1.0026659
8425.0,0.54087389,0.064007595,0.34217817,1.6294734,-1.3754328
8450.0,0.53294557,0.065661028,0.34563324,1.8505335,-1.7451459
8475.0,0.52495193,0.067362808,0.3491188,2.0729742,-2.1109843
8500.0,0.51691151,0.069111042,0.35262814,2.2963815,-2.472136
8525.0,0.50884444,0.070903286,0.35615396,2.520308,-2.8277988
8550.0,0.50077212,0.072736479,0.35968834,2.7442696,-3.1771832
8575.0,0.4927173,0.074606903,0.36322266,2.9677446,-3.5195134
8600.0,0.48470414,0.076510094,0.36674771,3.190171,-3.8540294
8625.0,0.47675797,0.0784408,0.3702535,3.4109459,-4.1799884
8650.0,0.4689053,0.080392905,0.37372941,3.629425,-4.4966669
8675.0,0.46117362,0.082359418,0.37716407,3.8449233,-4.8033619
8700.0,0.45359129,0.084332414,0.38054556,4.0567164,-5.0993919
8725.0,0.44618717,0.086303063,0.3838613,4.2640443,-5.3841
8750.0,0.43899059,0.088261612,0.38709822,4.4661136,-5.6568542
8775.0,0.43203098,0.090197429,0.39024279,4.6621032,-5.9170489
8800.0,0.42533758,0.092099108,0.39328119,4.8511715,-6.1641059
8825.0,0.41893911,0.093954511,0.39619938,5.032464,-6.3974771
8850.0,0.41286361,0.095750958,0.39898324,5.2051206,-6.6166444
8875.0,0.40713799,0.097475342,0.40161881,5.3682866,-6.8211212
8900.0,0.40178788,0.099114336,0.40409237,5.5211225,-7.0104532
8925.0,0.39683723,0.10065459,0.4063907,5.6628146,-7.1842208
8950.0,0.39230835,0.10208301,0.40850106,5.7925858,-7.3420372
8975.0,0.38822135,0.10338691,0.41041163,5.9097061,-7.4835525
9000.0,0.38459441,0.10455433,0.41211146,6.0135036,-7.6084523
9025.0,0.38144326,0.10557427,0.41359067,6.1033721,-7.7164593
9050.0,0.3787815,0.10643692,0.41484064,6.1787877,-7.8073339
9075.0,0.37662083,0.10713305,0.41585362,6.2392364,-7.8808746
9100.0,0.37496227,0.10765719,0.41662845,6.2843719,-7.9369178
9125.0,0.37381172,0.10811745,0.41716906,6.3250051,-7.9753385
9150.0,0.37456006,0.10677253,0.41651455,6.2145824,-7.9960523
9175.0,0.17633845,0.92498493,0.5994423,94.743126,-7.9990129
9200.0,0.3617796,0.054652493,0.44584131,0.48234972,-7.9842138
9225.0,0.35411367,0.26220295,0.43745056,22.697088,-7.9516878
9250.0,0.33794719,0.049552761,0.46754399,-0.36756298,-7.9015069
9275.0,0.40064958,0.1365115,0.40956548,9.5032377,-7.8337827
9300.0,0.29573071,0.043477863,0.50714731,-1.4954871,-7.7486653
9325.0,0.42186224,0.10143244,0.39699569,6.1318984,-7.6463442
9350.0,0.21222557,0.037006658,0.58946776,-2.8823709,-7.5270462
9375.0,0.42791846,0.077100903,0.39483166,3.5296125,-7.391036
9400.0,0.060696945,0.69897228,0.76211727,19.822523,-7.2386165
9425.0,0.39581686,0.05419942,0.42270404,0.4221431,-7.0701251
9450.0,0.41755518,0.13007939,0.40162748,8.8612919,-6.8859363
9475.0,0.24959934,0.034783334,0.5570364,-3.3747633,-6.6864591
9500.0,0.44356728,0.06743598,0.38798735,2.328068,-6.472136
9525.0,0.39520165,0.18916099,0.41673046,14.708663,-6.2434435
9550.0,0.25965935,0.032242566,0.55081004,-3.9928591,-6.0008883
9575.0,0.44629273,0.05659347,0.38975343,0.8019684,-5.7450104
9600.0,0.46318886,0.094612457,0.37754166,5.3667645,-5.476377
9625.0,0.3905102,0.19201839,0.42127919,14.581867,-5.1955843
9650.0,0.38867024,0.086352415,0.41760954,3.262013,-4.9032564
9675.0,0.46303347,0.08653634,0.37570804,4.3041534,-4.6000419
9700.0,0.47333741,0.078299455,0.37074038,3.4047976,-4.2866144
9725.0,0.4801302,0.076304197,0.36795533,3.1621411,-3.9636693
9750.0,0.48794803,0.074543685,0.36452645,2.9552722,-3.6319239
