data_set_T,data_set_H,data_set_HI,data_set_M,data_set_MI,data_set_N,data_set_NI,data_set_NS,data_set_NSI,data_set_SB1,data_set_SB2,data_set_SB3,data_set_SB4,data_set_SB5,data_set_SB6,data_set_SB7,data_set_SB8,data_set_SB9,data_set_SB10,data_set_SS1,data_set_SS2,data_set_SS3,data_set_SS4,data_set_SS5,data_set_SS6,data_set_SS7,data_set_SS8,data_set_SS9,data_set_SS10,data_set_TNEWB1,data_set_TNEWB2,data_set_TNEWB3,data_set_TNEWB4,data_set_TNEWB5,data_set_TNEWB6,data_set_TNEWB7,data_set_TNEWB8,data_set_TNEWB9,data_set_TNEWB10,data_set_TNEWS1,data_set_TNEWS2,data_set_TNEWS3,data_set_TNEWS4,data_set_TNEWS5,data_set_TNEWS6,data_set_TNEWS7,data_set_TNEWS8,data_set_TNEWS9,data_set_TNEWS10,data_set_V,data_set_VI,data_set_X1,data_set_X2,data_set_X3,data_set_X4,data_set_X5,data_set_X6,data_set_X7,data_set_X8,data_set_X9,data_set_X10,data_set_Y1,data_set_Y2,data_set_Y3,data_set_Y4,data_set_Y5,data_set_Y6,data_set_Y7,data_set_Y8,data_set_Y9,data_set_Y10,data_set_Z1,data_set_Z2,data_set_Z3,data_set_Z4,data_set_Z5,data_set_Z6,data_set_Z7,data_set_Z8,data_set_Z9,data_set_Z10
120.0,0.95911092,0.72252631,0.013477815,0.048630368,0.019974358,0.070837185,0.014215788,0.048149329,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,2.4321639e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465706,-52.868176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.95911384,0.72232217,0.013477713,0.048646387,0.019974057,0.070867635,0.014821174,0.050767779,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,1.4943742e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465744,-52.866489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,0.95911479,0.72221494,0.013477679,0.04865462,0.019973958,0.07088349,0.015362904,0.053086363,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,9.1817581e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465755,-52.865627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,0.95911509,0.72216004,0.013477668,0.048658647,0.019973926,0.070891447,0.015847677,0.055138662,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,5.641471e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465759,-52.865204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,0.95911521,0.72213346,0.013477664,0.048660405,0.019973915,0.070895158,0.016281484,0.056954857,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,3.4662418e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465759,-52.865025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,0.95911521,0.72212201,0.013477662,0.048660949,0.019973909,0.070896573,0.016669683,0.058561873,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,2.1297339e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.864967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,0.95911527,0.72211874,0.013477661,0.048660856,0.019973908,0.070896782,0.017017068,0.059983686,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,1.3085325e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.864979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,0.95911527,0.72211975,0.013477659,0.048660435,0.019973906,0.070896357,0.017327931,0.06124156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.0,0.95911527,0.72212291,0.013477659,0.048659857,0.019973904,0.07089562,0.017606111,0.062354356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.0,0.95911527,0.72212702,0.013477658,0.04865922,0.019973904,0.070894741,0.017855046,0.063338779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,0.95911527,0.72213161,0.013477657,0.048658576,0.019973902,0.070893824,0.018077809,0.064209625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,0.95911527,0.72213614,0.013477656,0.048657946,0.0199739,0.070892923,0.018277152,0.064979993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.0,0.95911527,0.72214061,0.013477655,0.048657354,0.0199739,0.070892058,0.018455537,0.065661453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.86536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.0,0.95911527,0.72214478,0.013477655,0.048656799,0.019973898,0.070891246,0.018615168,0.066264272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,279.28345,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.0,0.95911527,0.72214872,0.013477654,0.048656285,0.019973898,0.070890494,0.018758018,0.066797525,0.0,0.0,0.0,0.0,1.9334215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,0.95911527,0.72215229,0.013477654,0.048655815,0.019973896,0.070889808,0.018885847,0.067269221,0.0,0.0,0.0,0.0,1.187936e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.865524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,0.95911527,0.72215557,0.013477653,0.048655387,0.019973896,0.070889175,0.019000238,0.067686483,0.0,0.0,0.0,0.0,7.298935800000001e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465763,-52.86557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324.0,0.95911527,0.72215855,0.013477653,0.048655,0.019973896,0.070888601,0.019102601,0.068055578,0.0,0.0,0.0,0.0,4.4846243000000005e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.865612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336.0,0.95911527,0.72216129,0.013477652,0.048654649,0.019973895,0.07088808,0.019194204,0.068382069,0.0,0.0,0.0,0.0,2.7554502e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.86565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348.0,0.95911527,0.72216374,0.013477652,0.048654333,0.019973895,0.07088761,0.019276176,0.068670876,0.0,0.0,0.0,0.0,1.6930082e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.865685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360.0,0.95911527,0.72216594,0.013477651,0.04865405,0.019973895,0.070887193,0.019349528,0.068926342,0.0,0.0,0.0,0.0,1.0402208e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.865715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372.0,0.95911527,0.72216791,0.013477651,0.048653793,0.019973895,0.070886813,0.019415172,0.06915231,0.0,0.0,0.0,0.0,6.3913223e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.865742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384.0,0.95911527,0.7221697,0.013477651,0.048653565,0.019973893,0.07088647,0.019473912,0.069352202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.8708,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,1726.1552,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.465767,-52.865768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
