_1_task1,z_i_1_task1
53.5,0.4608480656998503
54.0,0.44350389959748243
54.5,0.4269984378625089
55.0,0.41129171014065824
55.5,0.39634563595838834
56.0,0.3821239406666229
56.5,0.3685920739752362
57.0,0.3557171323823974
57.5,0.34346778485355745
58.0,0.33181420429134945
58.5,0.32072799105326943
59.0,0.310182118083635
59.5,0.3001508641068224
60.0,0.2906097527209347
60.5,0.2815354982113697
61.0,0.27290596325687766
61.5,0.26470008961944475
62.0,0.256897850136488
62.5,0.24948022248121526
63.0,0.24242912179854528
63.5,0.2357273666930361
64.0,0.22935866024941
64.5,0.2233075154496868
65.0,0.21755924853898034
65.5,0.21209992918051826
66.0,0.20691635733148112
66.5,0.201996041659143
67.0,0.19732716014538895
67.5,0.19289853623788158
68.0,0.18869961857919917
68.5,0.18472045559813335
69.0,0.1809516788891846
69.5,0.1773844823139464
70.0,0.17401060669046278
70.5,0.1708223256170775
71.0,0.16781243111865735
71.5,0.16497422554826505
72.0,0.16230150984098185
72.5,0.15978857952494804
73.0,0.15743021861268533
73.5,0.1552216977443855
74.0,0.1531587756317302
74.5,0.15123769919494096
75.0,0.14945521306064619
75.5,0.1478085643078886
76.0,0.14629551785066894
76.5,0.14491437039385707
77.0,0.14366396920229008
77.5,0.14254373979533186
78.0,0.14155370926624466
78.5,0.1406945527469221
79.0,0.13996760328689684
79.5,0.13937495187530027
80.0,0.13891945308916046
80.5,0.13860481682239034
81.0,0.13843567416671285
81.5,0.13841766756704366
82.0,0.13855754303953538
82.5,0.1388632709678367
83.0,0.1393441746566199
83.5,0.14001108030626444
84.0,0.1408764882225522
84.5,0.14195477014230418
85.0,0.14326239102038915
85.5,0.14481816343836498
86.0,0.14664353472103045
86.5,0.148762907914526
87.0,0.15120400071692075
87.5,0.15399827175867092
88.0,0.15718134641992118
88.5,0.16079347403278857
89.0,0.1648800646602269
89.5,0.1694922077877148
90.0,0.17468718045786424
90.5,0.1805289458064765
91.0,0.18708851935060108
91.5,0.19444421231044529
92.0,0.2026815794797475
92.5,0.21189306841177877
93.0,0.22217701288043812
93.5,0.23363590707249807
94.0,0.24637375172040354
94.5,0.2604922206804275
95.0,0.27608525276798185
95.5,0.29323220737169314
96.0,0.31198943228798914
96.5,0.33238057608994087
97.0,0.3543862580393542
97.5,0.3779338571696549
98.0,0.40288923950661454
98.5,0.4290512135736823
99.0,0.4561512361949276
99.5,0.48385940363951013
100.0,0.5117959111614097
100.5,0.5395488047996838
101.0,0.5666954650902092
101.5,0.5928254617100714
102.0,0.6175620027099757
102.5,0.6405793760330318
103.0,0.6616148430680561
103.5,0.6804743970246144
104.0,0.6970328183578919
104.5,0.7112291238426698
105.0,0.723058889029764
105.5,0.7325648801984557
106.0,0.7398272336735866
106.5,0.7449541217043819
107.0,0.7480732744289504
107.5,0.7493249937217876
108.0,0.7488562764472203
108.5,0.7468162395619639
109.0,0.7433527448474984
109.5,0.7386097873599696
110.0,0.7327257358929835
110.5,0.7258321410634109
111.0,0.7180529985559367
111.5,0.709504355869213
112.0,0.7002941756656565
112.5,0.6905223871032071
113.0,0.6802810681605647
113.5,0.6696547292834697
114.0,0.6587206408896368
114.5,0.647549206396949
115.0,0.6362043796395488
115.5,0.6247440593929874
116.0,0.6132204875479996
116.5,0.6016806497372956
117.0,0.5901666959297752
117.5,0.5787162899948695
118.0,0.5673629801920989
118.5,0.5561364849850845
119.0,0.5450630775195944
119.5,0.5341658747178082
120.0,0.5234650968699546
120.5,0.5129783502819592
121.0,0.5027208690356716
121.5,0.49270574538294726
122.0,0.48294412152170946
122.5,0.4734454402821016
123.0,0.46421759528547374
123.5,0.45526713573564076
124.0,0.4465993640431793
124.5,0.43821844946455446
125.0,0.4301276573557569
125.5,0.4223294289520495
126.0,0.4148255122901596
126.5,0.4076170783125896
127.0,0.40070470022839927
127.5,0.39408864292058027
128.0,0.3877687761330418
128.5,0.38174472152849076
129.0,0.3760158968679867
129.5,0.37058158230782734
130.0,0.36544098222335236
130.5,0.3605932770369629
131.0,0.35603766843501067
131.5,0.3517734177958826
132.0,0.3477998807322657
132.5,0.3441165631734303
133.0,0.3407231371974227
133.5,0.3376194630132361
134.0,0.33480560716349983
134.5,0.3322818709620886
135.0,0.3300488020669456
135.5,0.3281072009411941
136.0,0.3264581165750087
136.5,0.32510284760549996
137.0,0.3240429367610702
137.5,0.32328014865274923
138.0,0.32281644676664645
138.5,0.32265396445274336
139.0,0.3227949592354863
139.5,0.3232417541773
140.0,0.32399670754489734
140.5,0.32506208684607635
141.0,0.32644000924751715
141.5,0.3281323346845295
142.0,0.33014056674022096
142.5,0.3324656853763244
143.0,0.33510804613967177
143.5,0.3380671752676763
144.0,0.34134164295459407
144.5,0.34492884928787326
145.0,0.34882485367519067
145.5,0.35302415851422597
146.0,0.3575195496678075
146.5,0.3623018808348819
147.0,0.3673599027041508
147.5,0.3726801051986267
148.0,0.37824659290671364
148.5,0.3840409806910112
149.0,0.3900423402175993
149.5,0.3962271476742198
150.0,0.4025694488139661
150.5,0.4090408934453205
151.0,0.4156109030861683
151.5,0.4222469773283489
152.0,0.4289148832733908
152.5,0.43557919753184515
153.0,0.44220357854853465
153.5,0.44875126236680335
154.0,0.4551855561060618
154.5,0.46147033126881726
155.0,0.46757050283870416
155.5,0.4734525141301155
156.0,0.47908473301919974
156.5,0.4844379247793885
157.0,0.4894855957743355
157.5,0.4942042254881607
158.0,0.4985734696459573
158.5,0.5025763484942873
159.0,0.5061993064952347
159.5,0.5094322067955493
160.0,0.5122682893389782
160.5,0.5147040629635076
161.0,0.5167391681983939
161.5,0.5183761486405164
162.0,0.5196202507645518
162.5,0.5204792302283434
163.0,0.5209629728131775
163.5,0.521083359781195
164.0,0.5208539449170531
164.5,0.5202897082520231
165.0,0.5194068131259777
165.5,0.5182223714940569
166.0,0.5167542189518697
166.5,0.5150207154777986
167.0,0.5130405585807799
167.5,0.5108326112163214
168.0,0.5084157527423044
168.5,0.5058088079549231
169.0,0.5030303352976416
169.5,0.5000984750195228
170.0,0.4970310956331637
170.5,0.4938455299714076
171.0,0.490558603724003
171.5,0.487186533714224
172.0,0.48374495069453555
172.5,0.48024882361295995
173.0,0.4767124914993746
173.5,0.47314960711654913
174.0,0.4695731779569184
174.5,0.46599553541809774
175.0,0.4624283380582338
175.5,0.45888262477093394
176.0,0.45536880318373874
176.5,0.45189665541137536
177.0,0.44847531135305807
177.5,0.4451134174085316
178.0,0.4418190171947251
178.5,0.4385997042513054
179.0,0.43546239191360153
179.5,0.4324136580331884
180.0,0.42945956619380976
180.5,0.426605783327404
181.0,0.4238573653175374
181.5,0.4212191055895632
182.0,0.41869537863940104
182.5,0.4162901809169659
183.0,0.4140072004149737
183.5,0.41184975612116087
184.0,0.40982086043711363
184.5,0.40792322423666166
185.0,0.40615918300020376
185.5,0.4045309010672164
186.0,0.4030401802950307
186.5,0.40168856707320477
187.0,0.400477324915747
187.5,0.3994074555422269
188.0,0.3984796868510057
188.5,0.3976944692688315
189.0,0.39705198475588765
189.5,0.39655216079363953
190.0,0.39619463218283246
190.5,0.39597872763516995
191.0,0.39590346139886873
191.5,0.3959675781003107
192.0,0.3961695152786621
192.5,0.39650736832401673
193.0,0.39697891559689386
193.5,0.39758158882034894
194.0,0.398312445029739
194.5,0.3991682211468175
195.0,0.4001452662488545
195.5,0.4012395985578262
196.0,0.40244680691448853
196.5,0.4037620942985784
197.0,0.4051803053205535
197.5,0.4066959255070748
198.0,0.4083030110340444
198.5,0.40999535696940587
199.0,0.4117662452642731
199.5,0.41360878382907057
200.0,0.4155156598327479
200.5,0.4174793809211638
201.0,0.4194919945908766
201.5,0.4215454163647866
202.0,0.42363136506264504
202.5,0.4257414158521446
203.0,0.42786702294492485
203.5,0.42999958299046986
204.0,0.4321304314978335
204.5,0.4342509694495697
205.0,0.4363526191386421
205.5,0.43842699391850093
206.0,0.44046587046523494
206.5,0.442461256653387
207.0,0.4444054321868898
207.5,0.44629100677555056
208.0,0.44811096264547995
208.5,0.44985869409464385
209.0,0.4515280347278723
209.5,0.45311330308452
210.0,0.4546093579157741
210.5,0.456011579603414
211.0,0.4573158785701022
211.5,0.4585187490614581
212.0,0.4596172494625875
212.5,0.46060902624437294
213.0,0.4614922973795511
213.5,0.4622658450643894
214.0,0.4629290223548625
214.5,0.46348170234048314
215.0,0.46392430563542747
215.5,0.4642577492415494
216.0,0.46448341879587773
216.5,0.46460319513143855
217.0,0.46461931531631934
217.5,0.4645342439976924
218.0,0.4643516988068824
218.5,0.4640743788473325
219.0,0.4637061746887819
219.5,0.46325098747397436
220.0,0.4627129862099044
220.5,0.4620965402694795
221.0,0.4614061914915173
221.5,0.46064662635276804
222.0,0.45982264657022787
222.5,0.45893913823261795
223.0,0.4580010430148056
223.5,0.4570133748000847
224.0,0.45598111587447915
224.5,0.45490928544000414
225.0,0.45380286335840786
225.5,0.452666759323131
226.0,0.4515058619811781
226.5,0.45032494403120354
227.0,0.44912877243547417
227.5,0.44792180380420665
228.0,0.4467086500934221
228.5,0.4454936345615876
229.0,0.44428098116540254
229.5,0.4430747830319074
230.0,0.44187898254199676
230.5,0.4406973748221699
231.0,0.43953358914385826
231.5,0.43839109375225
232.0,0.4372732028870891
232.5,0.43618304590364204
233.0,0.4351235983703465
233.5,0.4340976600732912
234.0,0.4331078474876368
234.5,0.43215659382490207
235.0,0.43124618148891364
235.5,0.43037870695379554
236.0,0.42955609025549557
236.5,0.42878011585281883
237.0,0.4280522360043556
237.5,0.42737395742001416
238.0,0.42674643932144085
238.5,0.42617076800553233
239.0,0.42564778755972393
239.5,0.4251782315177832
240.0,0.4247626265017129
240.5,0.42440132128664215
241.0,0.4240945567409305
241.5,0.4238423455812199
242.0,0.423644537107423
242.5,0.4235008354124932
243.0,0.4234107818892598
243.5,0.42337376131917825
244.0,0.4233890087301694
244.5,0.4234556086447823
245.0,0.42357248230192457
245.5,0.4237383781900779
246.0,0.42395195456508683
246.5,0.4242117083004744
247.0,0.42451600346923235
247.5,0.4248630843026701
248.0,0.4252510552150654
248.5,0.42567792603606036
249.0,0.4261415850977146
249.5,0.42663981365203846
250.0,0.4271703183530775
