M_1_task1,_1_task1
98124.31531633383,4.845
98596.80707754623,4.86
99030.0310240713,4.875
99424.59631966478,4.89
99781.1628509261,4.905
100100.45248783032,4.92
100383.22902444727,4.935
100630.29063965348,4.95
100842.47742728103,4.965
101020.65871794651,4.98
101165.71658253671,4.995
101278.56687767444,5.01
101360.13002212529,5.025
101411.34496773029,5.04
101433.15346377433,5.055
101426.5025219527,5.07
101392.33868908042,5.085
101331.60809071705,5.1
101245.24785039035,5.115
101134.19299957379,5.13
100999.36935185484,5.145
100841.68461051867,5.16
100662.03705139268,5.175
100461.3098103068,5.19
100240.36981960981,5.205
100000.066736424,5.22
99741.23245512325,5.235
99464.67988083664,5.25
99171.20231378729,5.265
98861.5730470291,5.28
98536.54493868983,5.295
98196.85015774761,5.31
97843.20000402468,5.325
97476.28443134524,5.34
97096.77331112402,5.355
96705.31512827481,5.37
96302.53766394693,5.385
95889.04791327365,5.4
95465.43312724405,5.415
95032.26017374347,5.43
94590.076219332,5.445
94139.40913127178,5.46
93680.7674899581,5.475
93214.64246417824,5.49
92741.50617857021,5.505
92261.81301537399,5.52
91776.00019660592,5.535
91284.48794920057,5.55
90787.68139903925,5.565
90285.968768015,5.58
89779.72275512466,5.595
89269.30131133593,5.61
88755.04822338498,5.625
88237.2937473149,5.64
87716.35346900385,5.655
87192.53017753996,5.67
86666.11487603713,5.685
86137.38574105373,5.7
85606.60871668777,5.715
85074.03882662821,5.73
84539.9209676974,5.745
84004.48815422671,5.76
83467.96335390785,5.775
82930.56055072117,5.79
82392.48413030851,5.805
81853.92840906963,5.82
81315.08010868086,5.835
80776.11744015645,5.85
80237.20953668386,5.865
79698.51846934426,5.88
79160.19958628718,5.895
78622.39936841294,5.91
78085.25880051174,5.925
77548.91198736918,5.94
77013.48571139167,5.955
76479.10193242125,5.97
75945.87623994783,5.985
75413.91795635963,6.0
74883.33262663812,6.015
74354.21873958694,6.03
73826.67090144019,6.045
73300.7790730404,6.06
72776.62730745439,6.075
72254.29756611577,6.09
71733.86526695083,6.105
71215.40329045728,6.12
70698.98017509768,6.135
70184.66022562039,6.15
69672.50547219554,6.165
69162.57261460877,6.18
68654.91765167075,6.195
68149.59075058931,6.21
67646.64141658983,6.225
67146.11430517083,6.24
66648.05286554464,6.255
66152.496848198,6.27
65659.48378218824,6.285
65169.048976350954,6.3
64681.225686269776,6.315
64196.043950280466,6.33
63713.53298583865,6.345
63233.71840120559,6.36
62756.62563312307,6.375
62282.2763230898,6.39
61810.692190579546,6.405
61341.89101297881,6.42
60875.89206140975,6.435
60412.71001815082,6.45
59952.35957305275,6.465
59494.8543070935,6.48
59040.20452467706,6.495
58588.421874703075,6.51
58139.514138381164,6.525
57693.48972832194,6.54
57250.35495160425,6.555
56810.1142779879,6.57
56372.77389243062,6.585
55938.3377875227,6.6
55506.806261634614,6.615
55078.18206073356,6.63
54652.466839774504,6.645
54229.65841072416,6.66
53809.75653470934,6.675
53392.75905021345,6.69
52978.66633753996,6.705
52567.47147697152,6.72
52159.17276132544,6.735
51753.76566819092,6.75
51351.244934366,6.765
50951.604581749736,6.78
50554.83752449448,6.795
50160.93706268902,6.81
49769.896927684094,6.825
49381.70907896739,6.84
48996.36477169565,6.855
48613.85487133119,6.87
48234.171095380014,6.885
47857.30408103546,6.9
47483.243888495395,6.915
47111.980137380706,6.93
46743.50246903547,6.945
46377.80017289889,6.96
46014.862027326606,6.975
45654.67644479306,6.99
45297.23357721615,7.005
44942.51656483301,7.02
44590.51742747242,7.035
44241.223077514995,7.05
43894.620447965724,7.065
43550.69665356245,7.08
43209.438765651874,7.095
42870.83369658024,7.11
42534.8677887554,7.125
42201.52761555825,7.14
41870.79958144067,7.155
41542.66964270583,7.17
41217.12400313171,7.185
40894.14860087601,7.2
40573.72911299146,7.215
40255.851408640076,7.23
39940.50109830904,7.245
39627.66362916436,7.26
39317.32440584087,7.275
39009.46879941872,7.29
38704.082099357904,7.305
38401.149550921604,7.32
38100.656347094045,7.335
37802.5876114437,7.35
37506.928457096015,7.365
37213.66392663701,7.38
36922.779060144865,7.395
36634.25884613922,7.41
36348.088272008965,7.425
36064.25229096239,7.44
35782.7358523844,7.455
35503.52388895367,7.47
35226.60134440387,7.485
34951.95315482405,7.5
34679.564256799764,7.515
34409.41959553685,7.53
34141.504138041964,7.545
33875.802841826015,7.56
33612.30069980988,7.575
33350.982721820415,7.59
33091.83391104432,7.605
32834.83934822522,7.62
32579.98409937848,7.635
32327.253279006964,7.65
32076.632046388542,7.665
31828.10555022333,7.68
31581.65904766058,7.695
31337.27776468262,7.71
31094.947017365575,7.725
30854.65215899725,7.74
30616.378547712837,7.755
30380.111677293407,7.77
30145.83698152914,7.785
29913.53999568675,7.8
29683.206362370915,7.815
29454.821654237392,7.83
29228.37161997759,7.845
29003.842020801436,7.86
28781.218602210538,7.875
28560.487317068084,7.89
28341.634057290194,7.905
28124.644780282935,7.92
27909.505629411204,7.935
27696.202643410994,7.95
27484.72199082109,7.965
27275.05000631047,7.98
27067.17291048034,7.995
26861.077102891184,8.01
26656.749091783975,8.025
26454.175289739873,8.04
26253.342332595286,8.055
26054.23690564673,8.07
25856.845625578142,8.085
25661.15537908918,8.1
25467.153037257365,8.115
25274.825406534997,8.13
25084.15956825632,8.145
24895.142655258485,8.16
24707.761696221416,8.175
24522.003946290202,8.19
24337.85679207349,8.205
24155.30748798071,8.22
23974.343462112585,8.235
23794.952356229427,8.25
23617.121654545146,8.265
23440.838974273698,8.28
23266.09221541812,8.295
23092.86909780934,8.31
22921.15737519356,8.325
22750.945188309353,8.34
22582.22056247256,8.355
22414.971463429265,8.37
22249.186148826026,8.385
22084.85297778957,8.4
21921.960164854507,8.415
21760.49605278516,8.43
21600.449315085058,8.445
21441.80843059981,8.46
21284.561899007767,8.475
21128.698618778777,8.49
20974.20737770871,8.505
20821.076886914267,8.52
20669.29600573082,8.535
20518.853986034792,8.55
20369.73983591495,8.565
20221.942544983965,8.58
20075.45142871448,8.595
19930.25593083997,8.61
19786.345311262594,8.625
19643.708870048627,8.64
19502.336342180988,8.655
19362.21733708025,8.67
19223.341383008028,8.685
19085.698163850968,8.7
18949.277749879046,8.715
18814.069950846082,8.73
18680.064557818587,8.745
18547.25153650016,8.76
18415.621281489828,8.775
18285.163897000515,8.79
18155.869466813507,8.805
18027.7282451836,8.82
17900.73090049761,8.835
17774.86781958137,8.85
17650.129369831644,8.865
17526.50608753778,8.88
17403.98891482586,8.895
17282.56851674818,8.91
17162.235539608646,8.925
17042.980810720663,8.94
16924.795574460924,8.955
16807.67076755773,8.97
16691.59730687061,8.985
16576.566142371532,9.0
16462.568781926268,9.015
16349.596593800006,9.03
16237.640800261512,9.045
16126.692623579587,9.06
16016.743567195243,9.075
15907.785473577433,9.09
15799.809863336384,9.105
15692.808252057519,9.12
15586.772221768486,9.135
15481.693893023792,9.15
15377.565158055515,9.165
15274.377818901596,9.18
15172.123677646106,9.195
15070.794932503457,9.21
14970.383949928355,9.225
14870.88280792927,9.24
14772.283584514716,9.255
14674.578359761306,9.27
14577.75971238701,9.285
14481.82032106539,9.3
14386.75257530979,9.315
14292.548864633522,9.33
14199.20158528521,9.345
14106.70365059834,9.36
14015.047989736944,9.375
13924.227289193126,9.39
13834.234235458991,9.405
13745.061529005543,9.42
13656.702405019729,9.435
13569.150043255762,9.45
13482.397418319688,9.465
13396.43750481757,9.48
13311.263301067307,9.495
13226.868351722556,9.51
13143.246084676499,9.525
13060.389755520297,9.54
12978.292619845071,9.555
12896.94796883106,9.57
12816.349640583576,9.585
12736.491305397087,9.6
12657.366491537208,9.615
12578.96872726959,9.63
12501.291590309083,9.645
12424.32919727618,9.66
12348.075455685146,9.675
12272.524158037133,9.69
12197.669096833259,9.705
12123.50413554271,9.72
12050.023698384728,9.735
11977.22193021774,9.75
11905.092875023778,9.765
11833.630576784875,9.78
11762.82907948304,9.795
11692.68280196351,9.81
11623.186448582841,9.825
11554.334346341446,9.84
11486.120820491336,9.855
11418.540196284524,9.87
11351.586868260598,9.885
11285.25582525609,9.9
11219.541771842289,9.915
11154.439299455373,9.93
11089.94299953155,9.945
11026.047463507011,9.96
10962.74847333398,9.975
10900.038965882644,9.99
10837.915496621594,10.005
10776.37276929347,10.02
10715.405534135081,10.035
10655.008623431871,10.05
10595.177268023579,10.065
10535.906646264959,10.08
10477.191950638022,10.095
10419.0284518607,10.11
10361.41149888683,10.125
10304.33650875907,10.14
10247.798702504362,10.155
10191.79339383018,10.17
10136.316033865249,10.185
10081.362125318146,10.2
10026.927222477269,10.215
9973.006930831361,10.23
9919.596815177954,10.245
9866.69246083266,10.26
9814.28954433979,10.275
9762.383782963125,10.29
9710.970934685913,10.305
9660.046798210898,10.32
9609.60720794831,10.335
9559.64803345335,10.35
9510.16518922855,10.365
9461.154629707078,10.38
9412.61234920794,10.395
9364.534381935962,10.41
9316.915427416447,10.425
9269.755067164308,10.44
9223.046937132214,10.455
9176.78736242392,10.47
9130.972668143182,10.485
9085.599179393737,10.5
9040.663230701608,10.515
8996.161198133988,10.53
8952.08943168934,10.545
8908.444276794118,10.56
8865.222078874775,10.575
8822.419205499627,10.59
8780.032339931671,10.605
8738.058057213617,10.62
8696.492851966776,10.635
8655.333218812477,10.65
8614.575654051561,10.665
8574.21695443256,10.68
8534.253958970847,10.695
8494.683337128805,10.71
8455.501758368833,10.725
8416.705892153306,10.74
8378.292579467538,10.755
8340.258891933394,10.77
8302.60167170763,10.785
8265.317755492953,10.8
8228.40397999205,10.815
8191.857281096441,10.83
8155.674975169016,10.845
8119.854096173775,10.86
8084.391636811622,10.875
8049.2845897834695,10.89
8014.52994779023,10.905
7980.124703532802,10.92
7946.066111154443,10.935
7912.351750736857,10.95
7878.978827186531,10.965
7845.94453657321,10.98
7813.246074966638,10.995
7780.880638436549,11.01
7748.845425131731,11.025
7717.138036356987,11.04
7685.756101591983,11.055
7654.697005434836,11.07
7623.958132483654,11.085
7593.536867336552,11.1
7563.430594591636,11.115
7533.638623621813,11.13
7504.154125557841,11.145
7474.978008431933,11.16
7446.107705107654,11.175
7417.540674930016,11.19
7389.27440372548,11.205
7361.306403801961,11.22
7333.634284448874,11.235
7306.255991026165,11.25
7279.16928274808,11.265
7252.371918149005,11.28
7225.86169323253,11.295
7199.636441471471,11.31
7173.694033807859,11.325
7148.0323786529325,11.34
7122.649421887151,11.355
7097.543146860194,11.37
7072.7115743909435,11.385
7048.152626049095,11.4
7023.864110106949,11.415
6999.844048763274,11.43
6976.090496021066,11.445
6952.601534420656,11.46
6929.375275039717,11.475
6906.409857493252,11.49
6883.703449933614,11.505
6861.254249050494,11.52
6839.0604800709125,11.535
6817.120393533684,11.55
6795.432088861571,11.565
6773.9937147896535,11.58
6752.803526835066,11.595
6731.85980226793,11.61
6711.1608401113535,11.625
6690.704961141447,11.64
6670.4905078873135,11.655
6650.515844631039,11.67
6630.779357407713,11.685
6611.2794540054165,11.7
6592.014558309104,11.715
6572.983074865087,11.73
6554.183453020771,11.745
6535.614170024644,11.76
6517.2737234914475,11.775
6499.160631402167,11.79
6481.273432104029,11.805
6463.6106843105135,11.82
6446.170967101342,11.835
6428.952879922488,11.85
6411.955042586162,11.865
6395.176079558679,11.88
6378.614604871641,11.895
6362.269281432848,11.91
6346.138792762263,11.925
6330.221841375152,11.94
6314.517148782079,11.955
6299.023455488923,11.97
6283.739520996862,11.985
6268.664123802374,12.0
6253.796061397249,12.015
6239.134150203128,12.03
6224.6771871516,12.045
6210.423983797333,12.06
6196.373397731619,12.075
6182.5243045094285,12.09
6168.875597649423,12.105
6155.426188633941,12.12
6142.175006909,12.135
6129.120999884304,12.15
6116.263132933241,12.165
6103.600389392872,12.18
6091.1317705639485,12.195
6078.8562957109025,12.21
6066.773002061846,12.225
6054.880943120639,12.24
6043.17912853985,12.255
6031.666602270847,12.27
6020.342451908098,12.285
6009.20578162738,12.3
5998.255712185773,12.315
5987.4913809216505,12.33
5976.911941754698,12.345
5966.5165651859015,12.36
5956.304438297542,12.375
5946.274764753213,12.39
5936.426764797804,12.405
5926.759675257506,12.42
5917.272749539818,12.435
5907.965254187805,12.45
5898.836429608655,12.465
5889.885554182041,12.48
5881.1119336674965,12.495
5872.514889515501,12.51
5864.093758867495,12.525
5855.847894555872,12.54
5847.776665103978,12.555
5839.879454726116,12.57
5832.155663327542,12.585
5824.604706504468,12.6
5817.226015544059,12.615
5810.019037424432,12.63
5802.983234814667,12.645
5796.118080908859,12.66
5789.4230344907855,12.675
5782.897590713055,12.69
5776.5412648511665,12.705
5770.353587230471,12.72
5764.3341032261715,12.735
5758.482373263323,12.75
5752.797972816837,12.765
5747.2804924114735,12.78
5741.929537621845,12.795
5736.744729072421,12.81
5731.725702437521,12.825
5726.872108441316,12.84
5722.183612857831,12.855
5717.659892130692,12.87
5713.300624611736,12.885
5709.105515218095,12.9
5705.074284858612,12.915
5701.2066691753125,12.93
5697.502418543405,12.945
5693.961298071278,12.96
5690.583087600504,12.975
5687.367581705835,12.99
5684.314589695206,13.005
5681.423935609736,13.02
5678.695458223721,13.035
5676.129011044644,13.05
5673.724462313167,13.065
5671.481697471366,13.08
5669.400620807344,13.095
5667.481147615095,13.11
5665.723208028339,13.125
5664.126747172634,13.14
5662.69172516537,13.155
5661.418117115774,13.17
5660.305913124909,13.185
5659.355118285675,13.2
5658.565754266193,13.215
5657.937862923656,13.23
5657.4714974403705,13.245
5657.166725798471,13.26
5657.023631230674,13.275
5657.042312220283,13.29
5657.222882501185,13.305
5657.565471057849,13.32
5658.070222125329,13.335
5658.737297228068,13.35
5659.566886074175,13.365
5660.559186604391,13.38
5661.714410565487,13.395
5663.0327855391615,13.41
5664.514554942043,13.425
5666.159978025678,13.44
5667.969329876547,13.455
5669.9429014160505,13.47
5672.0810008651715,13.485
5674.383972335949,13.5
5676.852168506903,13.515
5679.485953591395,13.53
5682.285708543539,13.545
5685.251831058198,13.56
5688.384735570989,13.575
5691.684853258278,13.59
5695.152632037186,13.605
5698.788537025233,13.62
5702.593069890837,13.635
5706.566746780461,13.65
5710.710093193885,13.665
5715.023652351843,13.68
5719.507985196015,13.695
5724.163670389029,13.71
5728.991304314463,13.725
5733.991501076846,13.74
5739.1648925141335,13.755
5744.512146391877,13.77
5750.033955590862,13.785
5755.731020009127,13.8
5761.604058949461,13.815
5767.6538111194195,13.83
5773.881034631305,13.845
5780.286507002184,13.86
5786.871030750503,13.875
5793.635442691879,13.89
5800.580589273135,13.905
5807.707336624067,13.92
5815.016571432964,13.935
5822.509200946622,13.95
5830.186152970332,13.965
5838.04837800715,13.98
5846.096871066319,13.995
5854.332639874879,14.01
5862.756709216011,14.025
5871.3701260335265,14.04
5880.173959431867,14.055
5889.169300676095,14.07
5898.357263234802,14.085
5907.739003624252,14.1
5917.315707310097,14.115
5927.088570682625,14.13
5937.058814149604,14.145
5947.22768213629,14.16
5957.596443085421,14.175
5968.1663894572175,14.19
5978.938848704107,14.205
5989.9151989127795,14.22
6001.09682412229,14.235
6012.485133125197,14.25
6024.081560853111,14.265
6035.8875683767,14.28
6047.9046429056925,14.295
6060.134303885396,14.31
6072.578154301264,14.325
6085.237793901396,14.34
6098.114837655902,14.355
6111.210928445213,14.37
6124.527737060082,14.385
6138.066962201581,14.4
6151.830330481102,14.415
6165.81959642036,14.43
6180.036542451389,14.445
6194.482978916544,14.46
6209.16074767346,14.475
6224.07184938952,14.49
6239.218284969765,14.505
6254.602032782663,14.52
6270.225103478408,14.535
6286.0895399889,14.55
6302.1974175277555,14.565
6318.55084359031,14.58
6335.151957953607,14.595
6352.002932676407,14.61
6369.10597209919,14.625
6386.463312844143,14.64
6404.077342204624,14.655
6421.9505236356445,14.67
6440.085257150638,14.685
6458.483980283073,14.7
6477.149168089076,14.715
6496.083333147431,14.73
6515.289025559582,14.745
6534.768832949635,14.76
6554.525380464349,14.775
6574.561330773144,14.79
6594.879384068103,14.805
6615.482365028132,14.82
6636.373271498461,14.835
6657.5549986425385,14.85
6679.030479906745,14.865
6700.802692422612,14.88
6722.874657006845,14.895
6745.249438161319,14.91
6767.930144073063,14.925
6790.919926614278,14.94
6814.221981342335,14.955
6837.839547499766,14.97
6861.775965509287,14.985
6886.034842612254,15.0
