T,H,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,LONGCUR,M,N,POT,PRC,SOD,TAUP,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,V,X1,Y1
181.0,0.98685223,0.25526145,0.25474465,0.25348422,0.25202572,0.25065547,0.24946371,0.24843904,0.247545,0.24675165,0.24603993,0.24539806,0.24481812,0.24429405,0.24382077,0.2433937,0.24300869,0.24266186,0.24234971,0.24206896,0.24181665,0.24159005,0.24138668,0.24120428,0.24104081,0.24089441,0.24076338,0.24064623,0.24054153,0.24044807,0.2403647,0.2402904,0.24022429,0.2401655,0.2401133,0.24006702,0.24002607,0.23998992,0.23995808,0.23993014,0.2399057,0.23988445,0.23986608,0.23985036,0.23983705,0.23982598,0.23981698,0.23980993,0.23980471,0.23980129,0.23979959,-0.11429925,0.04571173,0.084831305,0.16104595,60.299999,-0.83800983,0.0,-61.585342,-61.981621,-62.325169,-62.622913,-62.880756,-63.103775,-63.296356,-63.462315,-63.604961,-63.727192,-63.831532,-63.920197,-63.99514,-64.058075,-64.110519,-64.153809,-64.189133,-64.217537,-64.23996,-64.257233,-64.270081,-64.27916,-64.285042,-64.288246,-64.289215,-64.288345,-64.285995,-64.282471,-64.278023,-64.272903,-64.267296,-64.261375,-64.255287,-64.249168,-64.243103,-64.23719,-64.231491,-64.226067,-64.22097,-64.216225,-64.211868,-64.207909,-64.204376,-64.201271,-64.198608,-64.196381,-64.194595,-64.19326,-64.192368,-64.191925,-61.128143,9.3397889e-10,0.00016184899
182.0,0.98562402,0.25550953,0.25503409,0.25381213,0.25238824,0.25104845,0.24988323,0.24888162,0.24800757,0.24723153,0.24653478,0.24590583,0.24533701,0.24482247,0.24435732,0.24393715,0.24355796,0.24321602,0.24290791,0.2426305,0.2423809,0.24215646,0.24195479,0.24177369,0.24161118,0.24146545,0.24133486,0.24121791,0.24111328,0.24101974,0.24093617,0.24086162,0.24079517,0.24073599,0.24068338,0.24063668,0.2405953,0.2405587,0.24052644,0.24049808,0.24047326,0.24045163,0.24043295,0.24041691,0.24040335,0.24039204,0.24038285,0.24037564,0.24037032,0.24036682,0.24036507,-0.12749217,0.049221616,0.089390613,0.2006956,59.299999,-1.0410136,0.0,-61.220131,-61.660137,-62.040188,-62.368629,-62.6525,-62.897781,-63.109573,-63.292255,-63.449596,-63.584846,-63.700829,-63.799984,-63.884453,-63.956093,-64.016533,-64.067215,-64.109383,-64.144157,-64.172516,-64.19532,-64.213326,-64.227219,-64.237595,-64.244972,-64.249825,-64.252556,-64.25354,-64.253075,-64.25145,-64.248909,-64.245659,-64.241882,-64.23774,-64.23336,-64.228867,-64.22435,-64.219894,-64.215569,-64.211433,-64.207535,-64.203903,-64.200577,-64.197571,-64.194916,-64.192619,-64.190689,-64.189133,-64.187965,-64.187187,-64.186798,-60.710163,1.0654635e-09,0.00011597016
183.0,0.98419321,0.25571957,0.25528964,0.25410962,0.2527234,0.25141674,0.25028035,0.24930377,0.24845141,0.24769421,0.24701379,0.24639897,0.24584234,0.24533831,0.24488215,0.2444697,0.24409707,0.24376069,0.24345727,0.24318379,0.24293745,0.24271569,0.2425162,0.24233685,0.24217571,0.24203104,0.24190122,0.24178484,0.24168056,0.24158722,0.24150375,0.24142915,0.24136257,0.24130321,0.24125037,0.24120338,0.2411617,0.24112481,0.24109223,0.24106357,0.24103846,0.24101655,0.2409976,0.24098133,0.24096753,0.24095604,0.24094668,0.24093935,0.24093394,0.24093036,0.24092859,-0.14667337,0.053789083,0.094710752,0.25621253,58.299999,-1.3502789,0.0,-60.783928,-61.285896,-61.716358,-62.086136,-62.404171,-62.677925,-62.913654,-63.116634,-63.291351,-63.441608,-63.570675,-63.681339,-63.776012,-63.856777,-63.925442,-63.983574,-64.032539,-64.073547,-64.107635,-64.135719,-64.158623,-64.177048,-64.191628,-64.202904,-64.211372,-64.217445,-64.221519,-64.223915,-64.224915,-64.224785,-64.223747,-64.221985,-64.219681,-64.216965,-64.213974,-64.210808,-64.207565,-64.204323,-64.201141,-64.198082,-64.195183,-64.192497,-64.190041,-64.187843,-64.185928,-64.184311,-64.183006,-64.182022,-64.181358,-64.181023,-60.197235,1.3796262e-09,8.3096587e-05
184.0,0.98238784,0.25588304,0.25550461,0.2543717,0.25302744,0.25175753,0.25065303,0.24970406,0.24887562,0.24813913,0.24747664,0.24687733,0.24633411,0.24584165,0.24539547,0.24499157,0.24462627,0.24429616,0.24399807,0.24372908,0.24348652,0.24326794,0.24307109,0.2428939,0.24273454,0.24259128,0.24246258,0.24234706,0.24224344,0.24215056,0.2420674,0.24199298,0.24192649,0.24186713,0.24181421,0.24176712,0.24172528,0.24168821,0.24165544,0.24162656,0.24160123,0.24157912,0.24155997,0.2415435,0.24152955,0.2415179,0.24150842,0.24150099,0.24149549,0.24149187,0.24149007,-0.1790233,0.060618181,0.10153671,0.34452888,57.299999,-1.9165765,0.0,-60.198544,-60.801247,-61.310825,-61.743298,-62.111465,-62.425671,-62.69434,-62.9244,-63.12159,-63.29068,-63.43568,-63.559963,-63.666386,-63.757381,-63.835033,-63.901127,-63.957207,-64.004601,-64.044464,-64.077812,-64.105507,-64.128334,-64.146942,-64.161942,-64.173828,-64.183067,-64.190048,-64.195122,-64.198593,-64.200729,-64.201775,-64.201912,-64.20134,-64.200211,-64.198647,-64.196777,-64.194702,-64.192505,-64.190254,-64.188019,-64.185844,-64.183784,-64.181877,-64.180153,-64.178627,-64.17733,-64.17627,-64.175468,-64.174927,-64.17466,-59.482449,2.0038828e-09,5.9541784e-05
185.0,0.97971839,0.25598016,0.2556639,0.25458691,0.25329176,0.25206441,0.25099656,0.25007904,0.24927764,0.24856445,0.24792205,0.24734005,0.24681178,0.24633218,0.24589708,0.24550273,0.2451456,0.2448225,0.24453039,0.24426652,0.2440283,0.24381338,0.24361961,0.24344499,0.24328776,0.24314626,0.24301901,0.24290465,0.24280193,0.24270977,0.24262714,0.24255313,0.24248691,0.24242774,0.24237491,0.24232784,0.24228598,0.24224885,0.24221598,0.24218698,0.24216153,0.24213928,0.24212,0.24210341,0.24208933,0.24207757,0.24206801,0.24206048,0.24205494,0.24205127,0.24204944,-0.25281096,0.074026838,0.11196235,0.52538323,56.299999,-3.4404578,0.0,-59.218758,-60.036495,-60.704899,-61.256229,-61.714481,-62.097805,-62.420151,-62.692387,-62.9231,-63.119156,-63.286091,-63.428417,-63.54985,-63.653481,-63.741871,-63.817192,-63.881279,-63.935684,-63.981743,-64.020599,-64.053238,-64.080505,-64.103142,-64.121803,-64.137032,-64.149323,-64.159096,-64.166733,-64.172554,-64.176849,-64.179855,-64.181808,-64.182877,-64.18325,-64.183052,-64.182419,-64.181458,-64.18026,-64.178909,-64.177467,-64.176003,-64.174568,-64.173195,-64.171921,-64.170784,-64.1698,-64.168999,-64.168381,-64.167961,-64.167747,-58.207512,3.6796477e-09,4.266432e-05
186.0,0.97269386,0.2559405,0.25571677,0.25471905,0.25349069,0.25231916,0.25129786,0.25041938,0.24965082,0.24896541,0.2483466,0.24778472,0.24727361,0.24680871,0.24638619,0.2460026,0.24565472,0.24533951,0.24505417,0.24479607,0.24456277,0.24435204,0.2441618,0.2439902,0.24383548,0.24369608,0.24357058,0.24345765,0.24335612,0.24326491,0.24318305,0.24310963,0.24304385,0.24298503,0.24293244,0.24288554,0.24284379,0.24280669,0.24277383,0.24274482,0.24271931,0.24269702,0.24267766,0.242661,0.24264684,0.24263503,0.24262539,0.24261782,0.24261221,0.24260853,0.2426067,-0.77298075,0.14242312,0.13935615,1.4264382,55.299999,-23.092524,0.0,-55.813995,-57.81879,-59.198822,-60.195335,-60.942764,-61.520199,-61.976681,-62.344032,-62.64378,-62.891006,-63.096619,-63.268719,-63.41346,-63.535629,-63.639,-63.726601,-63.800884,-63.863873,-63.917244,-63.962399,-64.000519,-64.0326,-64.059502,-64.081955,-64.100586,-64.115944,-64.128494,-64.138649,-64.146759,-64.153137,-64.158043,-64.161728,-64.164375,-64.166183,-64.16729,-64.167839,-64.167946,-64.167709,-64.167221,-64.16655,-64.165764,-64.164925,-64.164078,-64.163254,-64.162491,-64.161812,-64.161255,-64.160812,-64.160515,-64.160362,-52.722073,3.1705753e-08,3.0572992e-05
187.0,0.24290848,0.25544035,0.25524545,0.25434157,0.25324079,0.25221887,0.2513459,0.25059256,0.24991776,0.24929848,0.24872603,0.24819756,0.24771155,0.24726631,0.24685967,0.24648918,0.24615225,0.2458463,0.2455688,0.24531735,0.24508971,0.24488378,0.24469762,0.24452947,0.24437767,0.24424075,0.2441173,0.24400611,0.24390602,0.243816,0.2437351,0.24366248,0.24359734,0.24353901,0.24348682,0.24344021,0.24339868,0.24336174,0.24332899,0.24330004,0.24327457,0.24325228,0.24323291,0.24321623,0.24320205,0.2431902,0.24318053,0.24317293,0.24316731,0.2431636,0.24316177,6.639163,0.074073918,0.5737555,94.863907,54.299999,-1.0983077,0.0,-62.501175,-48.438744,-44.218082,-45.574123,-49.198875,-53.122932,-56.441822,-58.904545,-60.588402,-61.683899,-62.381859,-62.829967,-63.127522,-63.335426,-63.48888,-63.607616,-63.702709,-63.780575,-63.845184,-63.899189,-63.944496,-63.982552,-64.014503,-64.04129,-64.06369,-64.082352,-64.097824,-64.110573,-64.12101,-64.129478,-64.136276,-64.141655,-64.145851,-64.149048,-64.151413,-64.153107,-64.154243,-64.15493,-64.155273,-64.155342,-64.155212,-64.154953,-64.154602,-64.154213,-64.153809,-64.153435,-64.153107,-64.152847,-64.152664,-64.152573,-89.057823,0.29105863,0.056415834
188.0,0.81998819,0.25706351,0.25631943,0.2548984,0.25343859,0.25222233,0.25128081,0.25054255,0.24993135,0.24939658,0.2489105,0.2484597,0.24803837,0.24764439,0.24727714,0.24693641,0.24662185,0.24633275,0.24606812,0.24582665,0.24560687,0.24540727,0.24522626,0.24506235,0.24491408,0.24478009,0.24465911,0.24454997,0.24445161,0.24436302,0.24428332,0.24421167,0.24414736,0.24408968,0.24403803,0.24399185,0.24395065,0.24391398,0.24388142,0.24385262,0.24382725,0.24380504,0.24378572,0.24376908,0.24375491,0.24374306,0.24373341,0.24372581,0.24372017,0.24371646,0.24371462,1.5550404,5.6938195e-05,0.16533732,0.53244984,53.299999,-1.7085034e-09,0.0,-84.873375,-78.801437,-73.323105,-68.749672,-65.235641,-62.78727,-61.294857,-60.577114,-60.425816,-60.641907,-61.058723,-61.552158,-62.040535,-62.477959,-62.845028,-63.139484,-63.368534,-63.543331,-63.675533,-63.775509,-63.851658,-63.91037,-63.95631,-63.992786,-64.022133,-64.045975,-64.065483,-64.081497,-64.094658,-64.105446,-64.114258,-64.121422,-64.12719,-64.13179,-64.135414,-64.138229,-64.140373,-64.141968,-64.143112,-64.143906,-64.144409,-64.144707,-64.144844,-64.144867,-64.144821,-64.14473,-64.14463,-64.144539,-64.14447,-64.144432,-91.093536,0.10707448,0.091162771
189.0,0.93741357,0.25881177,0.25797006,0.2563822,0.25468829,0.25321192,0.25203502,0.25111437,0.25037807,0.2497676,0.249244,0.24878311,0.24836995,0.24799508,0.24765235,0.24733759,0.24704792,0.24678122,0.24653587,0.24631049,0.24610387,0.24591483,0.24574228,0.2455851,0.24544218,0.24531247,0.24519493,0.24508858,0.24499246,0.24490573,0.24482754,0.24475715,0.24469385,0.24463701,0.24458605,0.24454044,0.24449968,0.24446338,0.24443112,0.24440256,0.24437737,0.24435529,0.24433608,0.24431951,0.24430542,0.24429362,0.24428397,0.24427639,0.24427079,0.24426708,0.24426524,0.70745349,0.00024453047,0.056495454,0.012228834,52.299999,-1.4802573e-07,0.0,-82.165009,-79.203232,-76.261345,-73.472336,-70.941757,-68.742714,-66.914742,-65.466125,-64.378998,-63.616112,-63.128139,-62.860546,-62.759357,-62.775383,-62.866856,-63.000561,-63.15181,-63.303604,-63.44532,-63.571274,-63.679287,-63.769493,-63.843365,-63.903034,-63.950783,-63.988804,-64.01902,-64.043045,-64.062187,-64.077492,-64.089752,-64.099602,-64.107513,-64.113876,-64.118965,-64.123032,-64.126251,-64.128777,-64.130745,-64.132248,-64.133392,-64.134232,-64.134842,-64.135269,-64.135567,-64.135757,-64.13588,-64.135956,-64.135994,-64.136009,-84.994827,0.039390504,0.083986841
190.0,0.9713822,0.2604849,0.25957492,0.25789374,0.25607926,0.25445986,0.25312901,0.25205767,0.25118598,0.25046238,0.2498502,0.24932405,0.24886604,0.24846308,0.24810536,0.24778537,0.24749734,0.24723676,0.24700013,0.24678467,0.24658816,0.24640878,0.24624504,0.24609563,0.24595942,0.24583538,0.24572258,0.24562012,0.24552721,0.24544308,0.24536702,0.24529834,0.24523646,0.24518076,0.24513072,0.24508585,0.24504572,0.24500991,0.24497806,0.2449498,0.24492489,0.24490303,0.24488397,0.24486755,0.24485354,0.24484181,0.24483223,0.24482469,0.24481912,0.24481544,0.24481361,0.37757424,0.00072975381,0.023371816,0.00046878331,51.299999,-3.9369329e-06,0.0,-78.851021,-77.195183,-75.466164,-73.731674,-72.051674,-70.475922,-69.042412,-67.776833,-66.692841,-65.793243,-65.071686,-64.514694,-64.103905,-63.818123,-63.635239,-63.53371,-63.493721,-63.497894,-63.531685,-63.583435,-63.644245,-63.707657,-63.769279,-63.826374,-63.877472,-63.922001,-63.960011,-63.991928,-64.018387,-64.040108,-64.057793,-64.072113,-64.083664,-64.092941,-64.100372,-64.106316,-64.111061,-64.11483,-64.117821,-64.120178,-64.122025,-64.123466,-64.12458,-64.125435,-64.126076,-64.126549,-64.126892,-64.127129,-64.127274,-64.12735,-80.36132,0.014490957,0.067045987
191.0,0.9845677,0.26204705,0.26108211,0.2593334,0.2574375,0.25572428,0.254291,0.2531139,0.25213882,0.25131917,0.25062165,0.25002283,0.24950525,0.2490553,0.24866198,0.24831629,0.24801078,0.24773942,0.24749717,0.24727997,0.2470845,0.24690801,0.24674827,0.24660343,0.24647193,0.24635249,0.24624397,0.24614541,0.24605593,0.24597479,0.24590127,0.24583477,0.24577467,0.24572048,0.24567167,0.24562784,0.24558854,0.2455534,0.2455221,0.24549431,0.24546975,0.24544817,0.24542935,0.24541311,0.24539925,0.24538764,0.24537815,0.24537069,0.24536516,0.24536151,0.24535969,0.20861506,0.0016752348,0.012916994,5.1718383e-05,50.299999,-4.6946665e-05,0.0,-75.943031,-74.978706,-73.925339,-72.82238,-71.706551,-70.610611,-69.562424,-68.584343,-67.692924,-66.89901,-66.208061,-65.620781,-65.133865,-64.740868,-64.43306,-64.20031,-64.031807,-63.916737,-63.844784,-63.80648,-63.793476,-63.798641,-63.816082,-63.841106,-63.870106,-63.900417,-63.930176,-63.958164,-63.983658,-64.00631,-64.026047,-64.042961,-64.057266,-64.069229,-64.07914,-64.087273,-64.09391,-64.099297,-64.103638,-64.107117,-64.109901,-64.112106,-64.113846,-64.115204,-64.116257,-64.117058,-64.117645,-64.118065,-64.118332,-64.118454,-76.777496,0.0053309258,0.050566699
192.0,0.9906469,0.26347384,0.26246715,0.26066899,0.25871518,0.25693613,0.25543085,0.25417823,0.25312692,0.25223309,0.2514658,0.25080338,0.25022951,0.24973108,0.2492971,0.24891821,0.24858636,0.24829471,0.24803744,0.24780965,0.24760717,0.24742654,0.24726489,0.24711977,0.24698918,0.2468714,0.24676503,0.24666883,0.24658179,0.24650303,0.24643174,0.24636726,0.24630898,0.24625638,0.24620897,0.24616632,0.24612802,0.24609374,0.24606313,0.24603592,0.24601184,0.24599066,0.24597217,0.24595617,0.24594252,0.24593107,0.24592172,0.24591434,0.24590887,0.24590527,0.24590346,0.11119091,0.0031819788,0.010922074,2.9646177e-05,49.299999,-0.00031650363,0.0,-73.514206,-72.958397,-72.316895,-71.61467,-70.875641,-70.122017,-69.373756,-68.648109,-67.95932,-67.318535,-66.733749,-66.209999,-65.749596,-65.352493,-65.01664,-64.738403,-64.513031,-64.334999,-64.198395,-64.097214,-64.025627,-63.978172,-63.949871,-63.936329,-63.933765,-63.939011,-63.949493,-63.963169,-63.97847,-63.99424,-64.009659,-64.024185,-64.037483,-64.0494,-64.059875,-64.068947,-64.076698,-64.083252,-64.08873,-64.093262,-64.096992,-64.100029,-64.10247,-64.104431,-64.105965,-64.107155,-64.108047,-64.108681,-64.109085,-64.109283,-73.958969,0.0019611381,0.037161943
193.0,0.99371719,0.2647543,0.26371965,0.26188791,0.25989431,0.25806943,0.25651342,0.25520664,0.25409952,0.25314987,0.25232831,0.25161445,0.25099295,0.25045139,0.2499792,0.24956711,0.249207,0.2488918,0.24861531,0.24837217,0.2481578,0.24796823,0.2478001,0.24765056,0.24751718,0.24739793,0.24729106,0.24719508,0.24710876,0.24703103,0.24696098,0.24689783,0.24684089,0.24678957,0.24674337,0.24670182,0.24666451,0.24663109,0.24660125,0.2465747,0.24655117,0.24653046,0.24651235,0.24649669,0.24648331,0.24647208,0.24646287,0.24645562,0.24645025,0.2464467,0.24644493,0.051474746,0.0052464604,0.012780965,6.0370821e-05,48.299999,-0.0013973758,0.0,-71.513901,-71.213966,-70.8368,-70.399124,-69.917244,-69.406715,-68.881973,-68.356041,-67.840317,-67.344429,-66.876114,-66.441284,-66.044067,-65.68692,-65.370827,-65.095459,-64.859436,-64.660538,-64.495903,-64.362267,-64.256126,-64.17392,-64.112144,-64.067467,-64.036819,-64.017403,-64.006783,-64.002846,-64.003792,-64.008171,-64.014793,-64.022728,-64.031273,-64.039902,-64.048256,-64.056084,-64.063248,-64.069664,-64.075317,-64.080231,-64.084427,-64.087982,-64.090942,-64.093384,-64.095345,-64.096901,-64.098091,-64.098946,-64.099503,-64.09977,-71.719795,0.00072146242,0.026969573
194.0,0.99529117,0.26589027,0.26484048,0.26298904,0.26097044,0.2591154,0.25752476,0.25618005,0.25503278,0.254042,0.2531794,0.25242546,0.2517657,0.25118831,0.25068313,0.25024122,0.24985462,0.24951625,0.24921983,0.24895982,0.24873143,0.24853042,0.24835314,0.24819645,0.24805766,0.24793443,0.24782479,0.24772701,0.24763966,0.24756148,0.24749143,0.2474286,0.2473722,0.24732155,0.24727608,0.24723528,0.24719875,0.24716604,0.24713686,0.24711092,0.24708794,0.2470677,0.24705002,0.2470347,0.24702162,0.24701062,0.24700162,0.24699451,0.24698925,0.24698578,0.24698403,0.013543461,0.0077693039,0.016672742,0.00018590126,47.299999,-0.0044782315,0.0,-69.873688,-69.739731,-69.537704,-69.279327,-68.976158,-68.639397,-68.279678,-67.906868,-67.529915,-67.1567,-66.793968,-66.447311,-66.121124,-65.81868,-65.542183,-65.29287,-65.071114,-64.876534,-64.70816,-64.564529,-64.44384,-64.344025,-64.262909,-64.19825,-64.147858,-64.109619,-64.081551,-64.061859,-64.048927,-64.041321,-64.037811,-64.037376,-64.039139,-64.042404,-64.046616,-64.051331,-64.056229,-64.061073,-64.065689,-64.069969,-64.073853,-64.077293,-64.080292,-64.082848,-64.084984,-64.086716,-64.088074,-64.089066,-64.089714,-64.090042,-69.927864,0.00026541122,0.019450312
195.0,0.99602062,0.2668924,0.26583835,0.26397869,0.2619471,0.26007426,0.25846162,0.25709152,0.25591642,0.25489619,0.25400335,0.25321916,0.25252968,0.25192365,0.25139138,0.25092426,0.25051451,0.25015521,0.24984011,0.24956369,0.24932106,0.24910785,0.24892032,0.24875513,0.24860939,0.24848059,0.24836658,0.24826548,0.24817567,0.24809575,0.24802454,0.24796101,0.24790427,0.24785358,0.24780825,0.24776775,0.24773157,0.24769929,0.24767056,0.24764505,0.2476225,0.24760267,0.24758534,0.24757035,0.24755755,0.24754679,0.24753799,0.24753104,0.2475259,0.2475225,0.2475208,-0.011160343,0.010598157,0.021689245,0.00055794948,46.299999,-0.011238545,0.0,-68.528931,-68.50528,-68.421913,-68.287399,-68.110229,-67.898712,-67.660843,-67.404205,-67.135803,-66.862007,-66.58847,-66.320099,-66.060997,-65.814499,-65.583199,-65.36895,-65.172966,-64.995865,-64.83773,-64.698227,-64.576637,-64.471977,-64.383034,-64.308479,-64.246872,-64.196777,-64.156754,-64.12542,-64.101471,-64.083717,-64.07106,-64.062531,-64.057281,-64.054581,-64.053802,-64.05442,-64.056023,-64.058266,-64.060867,-64.063629,-64.066399,-64.069046,-64.071503,-64.073708,-64.07563,-64.07724,-64.078537,-64.079506,-64.080154,-64.080482,-68.484291,9.7639335e-05,0.013983026
196.0,0.99622548,0.26777592,0.26672611,0.26486719,0.26283199,0.26095107,0.25932628,0.25794059,0.25674728,0.25570694,0.25479266,0.2539863,0.2532745,0.25264639,0.25209266,0.251605,0.25117594,0.25079867,0.25046712,0.25017583,0.24991985,0.24969488,0.24949706,0.249323,0.24916971,0.24903458,0.24891531,0.24880993,0.24871668,0.24863409,0.2485608,0.24849574,0.24843791,0.24838646,0.24834068,0.24829994,0.24826369,0.24823147,0.24820289,0.24817759,0.24815528,0.2481357,0.24811862,0.24810389,0.2480913,0.24808075,0.2480721,0.24806531,0.24806026,0.24805693,0.24805526,-0.027654435,0.013575764,0.027276242,0.0014474639,45.299999,-0.023392972,0.0,-67.423279,-67.474579,-67.473198,-67.425682,-67.338531,-67.218094,-67.070564,-66.901855,-66.717522,-66.52272,-66.322128,-66.119926,-65.919746,-65.724709,-65.537369,-65.359779,-65.193481,-65.039566,-64.898697,-64.771179,-64.656982,-64.555801,-64.467117,-64.390244,-64.324348,-64.268524,-64.221825,-64.183281,-64.151917,-64.126823,-64.107109,-64.091965,-64.080643,-64.072464,-64.066849,-64.063255,-64.061256,-64.060455,-64.060539,-64.061241,-64.062347,-64.06369,-64.065125,-64.066551,-64.067879,-64.069069,-64.070061,-64.070824,-64.07135,-64.071609,-67.312668,3.5919515e-05,0.010036297
197.0,0.99608266,0.26855695,0.26751775,0.26566646,0.26363486,0.26175332,0.26012394,0.25873032,0.25752637,0.25647324,0.2555446,0.25472274,0.25399476,0.25335017,0.25278002,0.25227624,0.25183162,0.25143957,0.2510941,0.25078991,0.25052211,0.2502864,0.25007898,0.24989638,0.24973559,0.24959397,0.24946913,0.24935901,0.2492618,0.24917591,0.24909997,0.24903277,0.24897325,0.2489205,0.24887376,0.24883232,0.24879558,0.24876307,0.24873433,0.24870896,0.24868666,0.24866715,0.24865018,0.24863555,0.24862309,0.24861266,0.24860413,0.24859743,0.24859245,0.24858917,0.24858753,-0.039044827,0.016573211,0.033061247,0.0032159868,44.299999,-0.042206816,0.0,-66.509102,-66.61274,-66.669281,-66.684013,-66.662125,-66.608665,-66.52858,-66.42659,-66.307205,-66.174629,-66.032753,-65.885101,-65.73484,-65.584755,-65.437225,-65.294258,-65.157494,-65.028198,-64.907326,-64.795517,-64.693146,-64.600342,-64.517029,-64.442955,-64.377731,-64.320877,-64.271797,-64.229881,-64.194473,-64.164894,-64.140495,-64.120636,-64.104721,-64.092171,-64.082481,-64.075172,-64.069817,-64.066055,-64.063553,-64.062035,-64.061249,-64.061012,-64.061142,-64.061516,-64.062004,-64.062538,-64.063034,-64.063446,-64.063744,-64.063896,-66.352921,1.3214066e-05,0.0071975826
198.0,0.99570042,0.26925063,0.26822674,0.26638818,0.26436564,0.26248914,0.26086104,0.2594654,0.2582567,0.25719661,0.25625923,0.2554273,0.2546882,0.25403187,0.25344959,0.25293362,0.25247687,0.25207302,0.25171623,0.25140128,0.25112337,0.25087833,0.25066233,0.25047195,0.25030416,0.25015628,0.25002596,0.24991104,0.2498097,0.24972026,0.24964131,0.24957161,0.24951002,0.2494556,0.2494075,0.24936499,0.24932744,0.24929431,0.2492651,0.24923941,0.24921691,0.24919726,0.24918023,0.24916558,0.24915312,0.24914272,0.24913424,0.24912757,0.24912263,0.24911937,0.24911776,-0.047306947,0.019503176,0.038795479,0.0062417667,43.299999,-0.068286262,0.0,-65.746849,-65.888443,-65.98716,-66.047508,-66.073837,-66.070366,-66.041168,-65.990173,-65.921104,-65.837463,-65.742531,-65.639305,-65.530525,-65.41864,-65.305809,-65.193916,-65.084549,-64.979019,-64.87838,-64.783455,-64.694832,-64.612885,-64.537819,-64.469688,-64.408394,-64.353737,-64.305435,-64.263123,-64.226395,-64.194809,-64.167908,-64.145226,-64.126297,-64.11068,-64.097954,-64.087723,-64.07962,-64.073303,-64.068481,-64.06488,-64.062263,-64.060425,-64.059181,-64.058395,-64.057938,-64.057693,-64.057602,-64.057579,-64.057594,-64.057602,-65.557617,4.8612096e-06,0.0051595969
199.0,0.99515039,0.26987007,0.26886505,0.26704302,0.26503366,0.26316655,0.2615442,0.26015115,0.25894234,0.25787982,0.25693822,0.25610051,0.25535449,0.25469032,0.25409961,0.25357476,0.25310898,0.25269604,0.25233033,0.25200668,0.25172049,0.25146759,0.25124419,0.25104699,0.25087294,0.25071937,0.25058389,0.25046438,0.25035897,0.25026599,0.25018394,0.25011158,0.25004771,0.24999137,0.24994168,0.24989784,0.24985921,0.24982521,0.24979532,0.24976911,0.24974619,0.24972624,0.24970897,0.24969417,0.24968161,0.24967113,0.24966261,0.2496559,0.24965096,0.24964769,0.24964607,-0.053708568,0.022318296,0.044325646,0.010842972,42.299999,-0.10168146,0.0,-65.104248,-65.274803,-65.405472,-65.50032,-65.563194,-65.597786,-65.607605,-65.596024,-65.566231,-65.521233,-65.463821,-65.396614,-65.321976,-65.242088,-65.158875,-65.074066,-64.989159,-64.905418,-64.823936,-64.74559,-64.671066,-64.600891,-64.535439,-64.47493,-64.419479,-64.369095,-64.323685,-64.283096,-64.247101,-64.215439,-64.18782,-64.163933,-64.14344,-64.126015,-64.111328,-64.099083,-64.088959,-64.080681,-64.07399,-64.068649,-64.06443,-64.061157,-64.058647,-64.056763,-64.055367,-64.054359,-64.053658,-64.053185,-64.052895,-64.052765,-64.889412,1.7883813e-06,0.0036978601
200.0,0.99448198,0.27042627,0.26944274,0.2676402,0.2656472,0.26379281,0.26217973,0.26079285,0.2595875,0.25852624,0.25758395,0.256744,0.25599444,0.25532568,0.25472951,0.25419867,0.25372648,0.2533069,0.2529344,0.25260401,0.2523112,0.25205189,0.25182238,0.25161937,0.2514399,0.25128132,0.25114122,0.25101751,0.25090832,0.2508119,0.25072688,0.25065184,0.25058565,0.25052732,0.25047588,0.25043058,0.25039074,0.25035569,0.25032493,0.25029802,0.25027454,0.25025412,0.25023651,0.25022143,0.25020865,0.25019801,0.25018936,0.2501826,0.25017759,0.25017428,0.25017264,-0.059065942,0.025002567,0.049571976,0.017237412,41.299999,-0.14215401,0.0,-64.555252,-64.749313,-64.905426,-65.027443,-65.118942,-65.183289,-65.223663,-65.243065,-65.244324,-65.230095,-65.202843,-65.164871,-65.118286,-65.06501,-65.006805,-64.945221,-64.881668,-64.817345,-64.753311,-64.690453,-64.629494,-64.571045,-64.515564,-64.463387,-64.414749,-64.369797,-64.328583,-64.291092,-64.25724,-64.226913,-64.199944,-64.176132,-64.155266,-64.137123,-64.121468,-64.108055,-64.096657,-64.087051,-64.079025,-64.072372,-64.066917,-64.062477,-64.058914,-64.056084,-64.053871,-64.052185,-64.050926,-64.050041,-64.049477,-64.049202,-64.318985,6.5797184e-07,0.0026499443
