T,H,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,LONGCUR,M,N,POT,PRC,SOD,TAUP,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,V,X1,Y1
12.0,0.98835635,0.11083714,0.1106708,0.11050938,0.11035559,0.11021024,0.11007365,0.10994589,0.10982694,0.10971672,0.10961504,0.10952166,0.10943631,0.10935864,0.10928825,0.10922476,0.10916771,0.10911667,0.10907119,0.10903082,0.10899513,0.10896371,0.10893614,0.10891205,0.10889108,0.10887288,0.10885717,0.10884363,0.10883202,0.10882211,0.10881366,0.10880649,0.10880043,0.10879533,0.10879105,0.10878747,0.10878449,0.10878202,0.10877997,0.10877829,0.10877691,0.10877579,0.10877488,0.10877414,0.10877355,0.10877309,0.10877273,0.10877246,0.10877228,0.10877215,0.10877209,-0.11564945,0.042109508,0.079778634,0.12449273,229.3,-0.65879071,0.0,-62.046997,-62.443123,-62.780926,-63.067593,-63.30949,-63.512253,-63.680889,-63.819847,-63.93309,-64.024132,-64.096115,-64.151802,-64.193665,-64.223885,-64.244385,-64.256859,-64.262772,-64.26342,-64.259911,-64.253204,-64.244125,-64.233353,-64.221466,-64.208939,-64.196167,-64.183456,-64.171051,-64.159134,-64.147835,-64.137253,-64.127449,-64.118446,-64.110252,-64.102844,-64.096214,-64.090309,-64.085091,-64.080521,-64.07653,-64.073082,-64.070114,-64.067596,-64.065475,-64.063705,-64.062256,-64.061104,-64.060204,-64.059555,-64.059128,-64.058914,-61.5844,5.8660454e-10,3.4093081e-10
13.0,0.98724991,0.1114932,0.11136819,0.11124266,0.11111981,0.11100096,0.11088686,0.11077808,0.11067499,0.1105779,0.11048697,0.1104023,0.11032388,0.11025161,0.11018535,0.11012489,0.11006996,0.11002028,0.10997555,0.10993543,0.10989959,0.10986771,0.10983945,0.1098145,0.10979255,0.10977332,0.10975652,0.10974191,0.10972924,0.10971829,0.10970885,0.10970077,0.10969385,0.10968795,0.10968295,0.10967872,0.10967515,0.10967215,0.10966964,0.10966755,0.10966581,0.10966438,0.1096632,0.10966224,0.10966147,0.10966085,0.10966036,0.10966,0.10965974,0.10965957,0.10965949,-0.12725396,0.044828724,0.083779484,0.15277043,228.3,-0.79148376,0.0,-61.747688,-62.185345,-62.560623,-62.881371,-63.154457,-63.385921,-63.58107,-63.744591,-63.880627,-63.992832,-64.08445,-64.158348,-64.217049,-64.262802,-64.297577,-64.323112,-64.340935,-64.352379,-64.358612,-64.360634,-64.359329,-64.355438,-64.349594,-64.342339,-64.334114,-64.325302,-64.3162,-64.307053,-64.29805,-64.289352,-64.281052,-64.273232,-64.265945,-64.259224,-64.253075,-64.247505,-64.242485,-64.238007,-64.234032,-64.230545,-64.227501,-64.224869,-64.222626,-64.220734,-64.21917,-64.217903,-64.216911,-64.216187,-64.215714,-64.215477,-61.238674,7.3433609e-10,4.317762e-10
14.0,0.98605776,0.11211753,0.11203752,0.11195137,0.11186271,0.11177336,0.11168459,0.11159739,0.11151259,0.11143089,0.11135283,0.11127882,0.11120913,0.11114395,0.11108337,0.11102736,0.11097586,0.11092874,0.11088584,0.11084695,0.11081185,0.11078031,0.11075207,0.11072689,0.11070451,0.11068472,0.11066725,0.11065191,0.11063847,0.11062674,0.11061655,0.11060771,0.11060007,0.1105935,0.11058786,0.11058303,0.11057892,0.11057543,0.11057247,0.11056998,0.1105679,0.11056615,0.11056471,0.11056352,0.11056255,0.11056177,0.11056115,0.11056068,0.11056034,0.11056012,0.11056001,-0.14089969,0.047977012,0.088051058,0.18822388,227.3,-0.9657346,0.0,-61.421299,-61.906384,-62.323273,-62.680862,-62.986839,-63.24789,-63.469826,-63.65773,-63.816051,-63.948696,-64.05909,-64.150261,-64.224854,-64.28521,-64.333389,-64.371201,-64.400238,-64.421883,-64.43737,-64.447746,-64.453949,-64.456764,-64.456886,-64.454895,-64.451294,-64.44651,-64.440895,-64.434746,-64.428291,-64.421722,-64.415215,-64.408867,-64.402779,-64.397011,-64.391609,-64.386612,-64.382019,-64.377846,-64.374084,-64.370728,-64.367752,-64.36515,-64.3629,-64.360977,-64.359375,-64.358063,-64.357033,-64.35627,-64.355766,-64.355522,-60.8577,9.3147035e-10,5.4553362e-10
15.0,0.98471802,0.11270694,0.11267623,0.11263335,0.11258247,0.1125259,0.11246541,0.1124025,0.11233846,0.11227442,0.11221128,0.11214982,0.11209062,0.11203413,0.11198068,0.11193049,0.11188366,0.11184023,0.11180019,0.11176346,0.11172995,0.11169951,0.11167197,0.11164717,0.11162491,0.11160503,0.11158733,0.11157162,0.11155774,0.11154551,0.11153478,0.11152539,0.1115172,0.11151008,0.11150391,0.11149859,0.111494,0.11149007,0.11148672,0.11148386,0.11148144,0.11147941,0.1114777,0.11147628,0.11147512,0.11147417,0.11147343,0.11147285,0.11147243,0.11147216,0.11147203,-0.15855853,0.051903859,0.092872903,0.23564672,226.3,-1.2161819,0.0,-61.041508,-61.585987,-62.053337,-62.454224,-62.797722,-63.091591,-63.34248,-63.556129,-63.737495,-63.890884,-64.02005,-64.12825,-64.218346,-64.292839,-64.353912,-64.403481,-64.443237,-64.47464,-64.498978,-64.51738,-64.530815,-64.540138,-64.546082,-64.549294,-64.550301,-64.549583,-64.547531,-64.544487,-64.540726,-64.536476,-64.531937,-64.52726,-64.522575,-64.517967,-64.513519,-64.509293,-64.505325,-64.501633,-64.498245,-64.495171,-64.492409,-64.489952,-64.487801,-64.485947,-64.484375,-64.483086,-64.482071,-64.481308,-64.480804,-64.48056,-60.407276,1.217182e-09,6.9482525e-10
16.0,0.98311061,0.11325508,0.11327916,0.11328451,0.11327577,0.11325581,0.11322702,0.11319142,0.11315084,0.11310685,0.1130608,0.11301383,0.11296688,0.11292068,0.11287582,0.11283274,0.11279177,0.11275313,0.11271694,0.11268329,0.11265218,0.11262357,0.1125974,0.11257358,0.11255198,0.11253249,0.11251497,0.11249927,0.11248527,0.11247283,0.11246181,0.11245207,0.11244351,0.112436,0.11242944,0.11242372,0.11241876,0.11241446,0.11241077,0.11240759,0.11240488,0.11240257,0.11240063,0.112399,0.11239766,0.11239655,0.11239567,0.112395,0.1123945,0.11239418,0.11239403,-0.18473583,0.057380024,0.098766953,0.30590025,225.3,-1.631713,0.0,-60.555866,-61.184952,-61.721416,-62.179401,-62.570591,-62.904724,-63.189976,-63.433231,-63.640358,-63.816345,-63.965481,-64.091454,-64.197441,-64.286209,-64.360153,-64.421356,-64.471626,-64.51255,-64.545509,-64.571701,-64.592171,-64.607834,-64.619476,-64.627792,-64.633354,-64.636688,-64.638229,-64.638344,-64.637352,-64.635521,-64.63308,-64.630203,-64.62706,-64.623764,-64.62043,-64.617126,-64.613922,-64.610863,-64.607986,-64.605316,-64.602882,-64.600677,-64.598724,-64.597015,-64.595558,-64.594353,-64.593391,-64.592667,-64.592186,-64.591949,-59.816921,1.6905257e-09,9.0710617e-10
17.0,0.98094624,0.11374854,0.11383577,0.11389653,0.11393606,0.11395796,0.11396531,0.11396084,0.11394697,0.11392587,0.11389937,0.11386906,0.11383625,0.11380202,0.11376725,0.11373264,0.11369874,0.11366598,0.11363463,0.11360493,0.11357702,0.11355098,0.11352682,0.11350456,0.11348414,0.11346552,0.11344859,0.11343329,0.1134195,0.11340713,0.11339607,0.11338622,0.11337747,0.11336974,0.11336293,0.11335694,0.1133517,0.11334713,0.11334316,0.11333973,0.11333677,0.11333424,0.11333209,0.11333027,0.11332876,0.11332753,0.11332653,0.11332576,0.11332519,0.11332483,0.11332464,-0.23350175,0.066655695,0.10697423,0.43064255,224.3,-2.5307491,0.0,-59.82753,-60.605553,-61.257244,-61.80555,-62.268475,-62.660336,-62.99263,-63.274723,-63.51429,-63.717693,-63.890247,-64.036423,-64.159996,-64.264191,-64.351753,-64.425041,-64.486092,-64.536659,-64.57827,-64.612221,-64.639671,-64.661606,-64.678879,-64.692238,-64.702324,-64.709686,-64.714813,-64.718109,-64.719925,-64.720573,-64.720299,-64.719322,-64.717819,-64.715942,-64.713821,-64.711555,-64.709229,-64.706917,-64.704659,-64.702507,-64.700485,-64.698631,-64.696953,-64.695465,-64.694183,-64.693108,-64.692238,-64.691589,-64.691154,-64.690941,-58.893524,2.698813e-09,1.2579647e-09
18.0,0.97710299,0.11415126,0.11431874,0.11444888,0.11454798,0.1146208,0.11467157,0.11470408,0.11472172,0.11472742,0.11472373,0.1147128,0.11469645,0.11467617,0.11465321,0.11462856,0.11460304,0.11457729,0.11455181,0.11452698,0.11450308,0.11448032,0.11445884,0.11443873,0.11442001,0.11440272,0.11438681,0.11437226,0.11435902,0.11434702,0.11433619,0.11432645,0.11431772,0.11430994,0.11430302,0.1142969,0.1142915,0.11428674,0.11428259,0.11427896,0.11427582,0.11427311,0.11427079,0.11426882,0.11426718,0.11426582,0.11426472,0.11426387,0.11426324,0.11426283,0.11426263,-0.39044616,0.091749325,0.12219064,0.77245861,223.3,-6.4408665,0.0,-58.247269,-59.451286,-60.398827,-61.157139,-61.772282,-62.276691,-62.693821,-63.041039,-63.331497,-63.575344,-63.78056,-63.95351,-64.099342,-64.222275,-64.325798,-64.412819,-64.485794,-64.546783,-64.597565,-64.639626,-64.674278,-64.702614,-64.725594,-64.744041,-64.758659,-64.770081,-64.778809,-64.785316,-64.789986,-64.793144,-64.795097,-64.796066,-64.79628,-64.795898,-64.795074,-64.79393,-64.792564,-64.791077,-64.78952,-64.787956,-64.786438,-64.784996,-64.783661,-64.782455,-64.781395,-64.780495,-64.77977,-64.779213,-64.778847,-64.778656,-56.685482,7.0147652e-09,2.1125643e-09
19.0,0.31608066,0.11420537,0.11449715,0.11476325,0.11499652,0.1151776,0.11530682,0.11539711,0.11545933,0.11550072,0.11552621,0.11553943,0.11554322,0.1155398,0.115531,0.11551824,0.11550272,0.11548537,0.11546692,0.11544797,0.11542897,0.11541028,0.11539216,0.11537479,0.11535832,0.11534283,0.11532836,0.11531495,0.11530259,0.11529125,0.1152809,0.11527152,0.11526302,0.11525537,0.11524851,0.11524238,0.11523694,0.11523211,0.11522785,0.11522412,0.11522085,0.11521802,0.11521558,0.1152135,0.11521175,0.11521029,0.11520912,0.1152082,0.11520752,0.11520708,0.11520686,-4.3709917,0.99890423,0.58181733,1070.2609,222.3,-838.04028,0.0,-0.73501897,-23.84996,-41.158199,-51.739891,-57.312794,-60.122688,-61.565701,-62.385017,-62.910831,-63.286671,-63.574448,-63.80365,-63.990166,-64.143799,-64.271248,-64.377403,-64.465988,-64.539955,-64.601669,-64.653076,-64.695763,-64.731087,-64.760185,-64.784004,-64.803368,-64.81897,-64.831413,-64.841202,-64.848778,-64.854515,-64.858742,-64.861725,-64.863701,-64.864868,-64.865402,-64.865448,-64.865112,-64.86451,-64.863724,-64.862816,-64.861855,-64.860886,-64.859947,-64.859062,-64.858269,-64.857582,-64.857018,-64.856583,-64.856285,-64.85614,16.748947,0.24885194,0.012055464
20.0,0.66304356,0.11513242,0.11493173,0.11487172,0.11499127,0.11521148,0.11546236,0.11570186,0.11590741,0.11607035,0.11619128,0.11627589,0.11633165,0.11636578,0.11638426,0.11639173,0.11639151,0.11638604,0.11637702,0.11636567,0.11635287,0.11633927,0.11632534,0.11631143,0.1162978,0.11628464,0.11627207,0.11626019,0.11624906,0.1162387,0.11622912,0.11622031,0.11621225,0.11620492,0.11619829,0.1161923,0.11618694,0.11618214,0.11617788,0.11617411,0.1161708,0.11616791,0.1161654,0.11616325,0.11616143,0.11615992,0.11615868,0.11615772,0.116157,0.11615653,0.1161563,2.5564911,3.1314103e-05,0.28892508,3.2636402,221.3,-2.3477609e-10,0.0,-83.919785,-74.664474,-67.25779,-62.088749,-59.086136,-57.859837,-57.879459,-58.626347,-59.685989,-60.779842,-61.754158,-62.548038,-63.158089,-63.609501,-63.936649,-64.172356,-64.343391,-64.46962,-64.56488,-64.638474,-64.69651,-64.743011,-64.780655,-64.811302,-64.836304,-64.856674,-64.873207,-64.886543,-64.897209,-64.905663,-64.91227,-64.917343,-64.921165,-64.92395,-64.925903,-64.927185,-64.927933,-64.928276,-64.928307,-64.928108,-64.92775,-64.927292,-64.926788,-64.92627,-64.925774,-64.925331,-64.92495,-64.924644,-64.924446,-64.924339,-94.145752,0.1696527,0.084188096
21.0,0.90307254,0.11725047,0.11690196,0.11655701,0.11632053,0.11622683,0.11625578,0.11636317,0.11650707,0.11665818,0.11679943,0.11692235,0.11702383,0.11710391,0.11716439,0.1172079,0.11723737,0.11725564,0.11726523,0.11726833,0.1172667,0.11726173,0.1172545,0.11724584,0.11723634,0.11722645,0.11721651,0.11720672,0.11719728,0.11718826,0.11717975,0.11717179,0.11716441,0.1171576,0.11715136,0.11714567,0.11714052,0.11713587,0.11713171,0.117128,0.11712471,0.11712182,0.1171193,0.11711713,0.11711528,0.11711373,0.11711247,0.11711148,0.11711074,0.11711026,0.11711002,0.95028394,0.00013067358,0.090250865,0.065692782,220.3,-2.2185356e-08,0.0,-83.821671,-79.914261,-76.14106,-72.700325,-69.733307,-67.318565,-65.474991,-64.171646,-63.341808,-62.898262,-62.747375,-62.800217,-62.979973,-63.225704,-63.492996,-63.752483,-63.987152,-64.189194,-64.357056,-64.492928,-64.600914,-64.685699,-64.751831,-64.803299,-64.843407,-64.874763,-64.899384,-64.9188,-64.934143,-64.946297,-64.955894,-64.963455,-64.969368,-64.973946,-64.977432,-64.980049,-64.981949,-64.983292,-64.984192,-64.984741,-64.985039,-64.98513,-64.985092,-64.98497,-64.984802,-64.984612,-64.984436,-64.984283,-64.984177,-64.984123,-87.622803,0.062411744,0.089898273
22.0,0.96025276,0.11931862,0.11889737,0.11844343,0.11805969,0.11779084,0.11763735,0.11757646,0.11758034,0.1176248,0.11769145,0.11776727,0.11784354,0.1179148,0.1179779,0.1180314,0.11807498,0.11810905,0.11813451,0.11815245,0.11816407,0.11817054,0.11817294,0.1181722,0.11816914,0.11816444,0.11815863,0.11815213,0.11814529,0.11813833,0.11813145,0.11812478,0.1181184,0.11811239,0.11810677,0.11810156,0.11809678,0.11809241,0.11808846,0.1180849,0.11808172,0.1180789,0.11807644,0.11807429,0.11807245,0.11807091,0.11806964,0.11806865,0.11806791,0.11806742,0.11806718,0.46525368,0.00045331116,0.034029983,0.0018891793,219.3,-9.4737749e-07,0.0,-80.529922,-78.498573,-76.399193,-74.325607,-72.358124,-70.559898,-68.975113,-67.628914,-66.528831,-65.667458,-65.025795,-64.577019,-64.289955,-64.132278,-64.073013,-64.084251,-64.142273,-64.227966,-64.326714,-64.428055,-64.525024,-64.613449,-64.691261,-64.757904,-64.813774,-64.859818,-64.89727,-64.927414,-64.9515,-64.970612,-64.985718,-64.997612,-65.006935,-65.014221,-65.01989,-65.024261,-65.027618,-65.030167,-65.032074,-65.033478,-65.034485,-65.035187,-65.03566,-65.035965,-65.036148,-65.03624,-65.036285,-65.036293,-65.036293,-65.036293,-82.39093,0.02296,0.075294912
23.0,0.98000634,0.12129312,0.1208164,0.12028982,0.11981589,0.1194417,0.11917305,0.11899444,0.11888548,0.11882801,0.11880741,0.11881216,0.11883333,0.11886402,0.11889915,0.11893503,0.11896914,0.11899992,0.11902647,0.11904845,0.11906587,0.11907899,0.11908826,0.11909418,0.11909727,0.11909806,0.11909703,0.11909463,0.1190912,0.11908708,0.11908252,0.11907773,0.11907286,0.11906806,0.11906339,0.11905894,0.11905476,0.11905086,0.11904726,0.11904398,0.11904101,0.11903836,0.119036,0.11903394,0.11903217,0.11903066,0.11902943,0.11902845,0.11902773,0.11902724,0.119027,0.23942159,0.001155388,0.016090434,0.00011588063,218.3,-1.55251e-05,0.0,-77.432564,-76.315102,-75.092712,-73.817963,-72.538986,-71.297722,-70.128654,-69.058144,-68.104218,-67.277,-66.579437,-66.008423,-65.556046,-65.210922,-64.959518,-64.787308,-64.679749,-64.62307,-64.604797,-64.614098,-64.641922,-64.681023,-64.725784,-64.772118,-64.817162,-64.859077,-64.896843,-64.930008,-64.958527,-64.982628,-65.002708,-65.019226,-65.032677,-65.043518,-65.052193,-65.059074,-65.064499,-65.068741,-65.072037,-65.074577,-65.076515,-65.07798,-65.079079,-65.079887,-65.080475,-65.080894,-65.081192,-65.081383,-65.081497,-65.081558,-78.390244,0.0084465118,0.057953686
24.0,0.98850757,0.12314514,0.12262709,0.12204847,0.12151212,0.1210664,0.12071938,0.12045863,0.12026715,0.12013011,0.12003567,0.11997432,0.11993828,0.11992105,0.11991731,0.11992274,0.11993392,0.11994821,0.11996365,0.11997886,0.11999288,0.12000515,0.12001535,0.12002342,0.1200294,0.12003344,0.12003575,0.12003659,0.12003621,0.12003484,0.12003272,0.12003005,0.12002698,0.1200237,0.1200203,0.12001689,0.12001354,0.12001032,0.12000727,0.12000442,0.12000179,0.1199994,0.11999726,0.11999536,0.1199937,0.11999229,0.11999112,0.1199902,0.1199895,0.11998904,0.11998881,0.11496179,0.0023684031,0.011075041,2.9769644e-05,217.3,-0.00013160381,0.0,-74.805702,-74.20623,-73.50042,-72.72097,-71.898888,-71.062614,-70.237198,-69.443825,-68.69944,-68.016708,-67.404114,-66.866257,-66.404305,-66.01651,-65.698837,-65.445518,-65.249657,-65.103767,-65.000175,-64.931442,-64.890594,-64.871353,-64.868233,-64.876564,-64.892525,-64.913078,-64.935883,-64.959206,-64.981834,-65.002991,-65.022186,-65.039215,-65.054031,-65.066711,-65.077408,-65.086319,-65.093658,-65.09964,-65.104477,-65.108345,-65.11142,-65.113838,-65.115715,-65.117172,-65.118279,-65.119102,-65.119705,-65.120125,-65.120384,-65.120514,-75.265556,0.0031072984,0.042998075
25.0,0.99265766,0.12485773,0.1243132,0.12369977,0.12312093,0.12262603,0.12222453,0.12190569,0.12165442,0.12145774,0.12130558,0.12118991,0.12110409,0.12104239,0.12099985,0.12097224,0.12095594,0.12094796,0.12094583,0.12094761,0.12095177,0.12095714,0.12096287,0.12096839,0.12097327,0.12097733,0.12098042,0.12098254,0.12098374,0.1209841,0.12098373,0.12098274,0.12098125,0.1209794,0.12097728,0.12097498,0.1209726,0.12097019,0.12096782,0.12096554,0.12096337,0.12096136,0.12095952,0.12095786,0.12095639,0.12095513,0.12095408,0.12095323,0.1209526,0.12095217,0.12095197,0.040630858,0.004135035,0.011430462,3.7154427e-05,216.3,-0.00068945205,0.0,-72.631432,-72.348732,-71.967728,-71.510208,-70.997299,-70.448944,-69.883438,-69.317055,-68.763786,-68.235191,-67.740334,-67.285858,-66.876091,-66.51329,-66.197876,-65.928734,-65.703537,-65.519012,-65.371284,-65.256119,-65.169121,-65.10598,-65.062592,-65.035141,-65.020226,-65.014862,-65.01651,-65.023056,-65.032784,-65.04435,-65.056725,-65.069145,-65.081093,-65.092216,-65.10231,-65.11129,-65.119141,-65.125893,-65.131622,-65.136421,-65.140404,-65.143669,-65.146309,-65.148422,-65.150085,-65.151367,-65.152328,-65.153008,-65.153442,-65.153656,-72.793953,0.0011431113,0.031351149
26.0,0.99479246,0.12642685,0.1258703,0.12523738,0.1246323,0.12410536,0.12366709,0.12330793,0.12301401,0.12277362,0.12257785,0.12241976,0.12229358,0.12219428,0.12211747,0.12205917,0.12201594,0.12198475,0.12196302,0.12194855,0.12193951,0.12193444,0.12193212,0.12193162,0.12193222,0.12193338,0.1219347,0.12193593,0.1219369,0.12193751,0.12193771,0.12193752,0.12193695,0.12193605,0.12193488,0.12193349,0.12193196,0.12193032,0.12192862,0.12192694,0.12192529,0.12192371,0.12192224,0.12192088,0.12191967,0.1219186,0.12191771,0.12191698,0.12191643,0.12191606,0.12191588,-0.0057456098,0.0063962489,0.014445449,0.00010163929,215.3,-0.0025162078,0.0,-70.84552,-70.765015,-70.596268,-70.354591,-70.055031,-69.712044,-69.339233,-68.949081,-68.552788,-68.16008,-67.779167,-67.416725,-67.077881,-66.766335,-66.484421,-66.233292,-66.013054,-65.822945,-65.661507,-65.526756,-65.416359,-65.327759,-65.258293,-65.205322,-65.166306,-65.13887,-65.120827,-65.110252,-65.105431,-65.104927,-65.107513,-65.112213,-65.118225,-65.124939,-65.131874,-65.13871,-65.145203,-65.151199,-65.156624,-65.16143,-65.165619,-65.16922,-65.172256,-65.174774,-65.176834,-65.178467,-65.179718,-65.180626,-65.181221,-65.181511,-70.82254,0.00042052715,0.022663355
27.0,0.9958533,0.12785892,0.127303,0.1266636,0.12604567,0.1255004,0.1250392,0.12465347,0.12433029,0.12405888,0.12383119,0.12364109,0.12348351,0.12335405,0.12324878,0.12316412,0.12309686,0.12304413,0.12300336,0.12297235,0.12294918,0.1229322,0.12292004,0.12291154,0.12290579,0.12290202,0.12289964,0.12289818,0.12289728,0.1228967,0.12289625,0.12289581,0.12289529,0.12289464,0.12289388,0.12289298,0.12289198,0.12289088,0.12288973,0.12288854,0.12288735,0.12288619,0.12288507,0.12288404,0.12288308,0.12288225,0.12288152,0.12288094,0.12288049,0.12288019,0.12288004,-0.035462223,0.0090213576,0.01891198,0.00031479818,214.3,-0.0069746273,0.0,-69.381294,-69.433334,-69.406792,-69.312912,-69.162849,-68.96743,-68.737,-68.481262,-68.209114,-67.928574,-67.646683,-67.369484,-67.101974,-66.848167,-66.611099,-66.392906,-66.194916,-66.017708,-65.861275,-65.725067,-65.608131,-65.509209,-65.426811,-65.359314,-65.305054,-65.262337,-65.229553,-65.205147,-65.187698,-65.175919,-65.168671,-65.164948,-65.163895,-65.16481,-65.167091,-65.170265,-65.17395,-65.177872,-65.181801,-65.185585,-65.189117,-65.192329,-65.19519,-65.197662,-65.19976,-65.201485,-65.202843,-65.203842,-65.204506,-65.204834,-69.239441,0.0001547033,0.016312312
28.0,0.99627596,0.12916672,0.12862158,0.12798615,0.12736613,0.12681338,0.12634018,0.1259387,0.12559685,0.12530456,0.12505449,0.12484115,0.12466004,0.12450731,0.12437943,0.1242732,0.12418569,0.12411422,0.12405637,0.12401,0.12397321,0.1239443,0.12392184,0.12390459,0.12389148,0.12388164,0.12387432,0.12386893,0.12386498,0.12386207,0.12385991,0.12385827,0.12385696,0.12385586,0.12385488,0.12385397,0.12385307,0.12385219,0.1238513,0.12385041,0.12384953,0.12384866,0.12384784,0.12384707,0.12384635,0.12384572,0.12384517,0.12384472,0.12384438,0.12384414,0.12384402,-0.054904498,0.011854995,0.024155591,0.00087268988,213.3,-0.015664145,0.0,-68.179115,-68.319839,-68.39035,-68.399323,-68.355354,-68.266823,-68.141815,-67.987984,-67.812492,-67.621925,-67.422211,-67.218613,-67.015678,-66.817261,-66.626503,-66.445892,-66.27729,-66.121964,-65.98069,-65.853783,-65.741165,-65.642441,-65.556969,-65.483902,-65.422287,-65.371048,-65.329086,-65.295319,-65.268654,-65.248077,-65.232635,-65.221458,-65.21376,-65.208847,-65.206123,-65.20507,-65.205254,-65.206314,-65.207962,-65.209953,-65.212112,-65.214294,-65.216393,-65.218338,-65.220062,-65.221542,-65.222748,-65.223656,-65.224274,-65.224579,-67.959503,5.6912173e-05,0.011715251
29.0,0.99628854,0.13036555,0.12983885,0.12921546,0.12860164,0.12804992,0.12757328,0.12716459,0.12681243,0.12650736,0.12624264,0.12601331,0.12581538,0.12564538,0.12550025,0.12537707,0.1252732,0.12518618,0.12511377,0.12505394,0.12500484,0.12496486,0.12493253,0.12490659,0.12488594,0.12486961,0.12485678,0.12484679,0.12483903,0.12483304,0.12482842,0.12482484,0.12482207,0.12481987,0.12481812,0.12481669,0.12481547,0.12481441,0.12481348,0.12481263,0.12481184,0.12481112,0.12481045,0.12480984,0.12480929,0.1248088,0.12480838,0.12480804,0.12480778,0.1248076,0.12480751,-0.0679354,0.014756634,0.029738607,0.0020700749,212.3,-0.029944167,0.0,-67.18808,-67.389389,-67.527367,-67.609039,-67.641296,-67.630882,-67.58429,-67.507729,-67.407043,-67.287682,-67.154648,-67.012466,-66.865158,-66.716232,-66.568703,-66.425087,-66.287407,-66.157242,-66.035774,-65.923775,-65.821716,-65.729744,-65.647781,-65.575539,-65.512566,-65.458298,-65.412071,-65.373184,-65.340889,-65.314445,-65.293144,-65.276276,-65.263206,-65.253319,-65.246078,-65.241005,-65.237656,-65.235664,-65.234718,-65.234543,-65.234909,-65.235634,-65.236572,-65.237595,-65.238617,-65.239563,-65.240372,-65.24102,-65.241455,-65.241684,-66.916336,2.093683e-05,0.0084042652
30.0,0.99602443,0.13147064,0.13096797,0.13036264,0.12976135,0.12921719,0.12874374,0.12833449,0.12797861,0.12766723,0.1273941,0.12715471,0.1269455,0.12676342,0.12660569,0.12646975,0.12635319,0.12625377,0.12616944,0.12609832,0.12603867,0.12598892,0.12594765,0.12591365,0.12588577,0.12586306,0.12584466,0.12582983,0.12581794,0.12580846,0.12580091,0.12579493,0.12579019,0.12578644,0.12578346,0.12578107,0.12577915,0.12577759,0.12577631,0.12577522,0.12577431,0.12577352,0.12577285,0.12577227,0.12577176,0.12577133,0.12577099,0.12577069,0.12577048,0.12577033,0.12577027,-0.076983564,0.017621696,0.035365187,0.0042475178,211.3,-0.050603092,0.0,-66.365623,-66.609505,-66.795464,-66.929466,-67.017326,-67.064644,-67.076851,-67.059097,-67.016289,-66.952995,-66.873482,-66.781639,-66.680992,-66.574707,-66.465538,-66.355881,-66.247772,-66.142868,-66.042526,-65.947769,-65.859344,-65.777748,-65.70327,-65.635971,-65.575783,-65.522491,-65.475777,-65.435242,-65.400444,-65.37088,-65.346062,-65.325462,-65.308594,-65.294983,-65.284164,-65.275734,-65.269295,-65.264511,-65.261078,-65.258713,-65.257187,-65.256302,-65.255882,-65.255783,-65.255898,-65.256126,-65.256386,-65.25663,-65.256821,-65.25692,-66.057686,7.7022478e-06,0.006025569
31.0,0.99556899,0.13249573,0.13202116,0.13143831,0.13085431,0.13032268,0.12985754,0.12945293,0.12909853,0.12878597,0.12850942,0.12826478,0.1280489,0.12785903,0.12769271,0.12754767,0.12742171,0.12731282,0.12721914,0.12713891,0.12707052,0.12701249,0.12696351,0.12692235,0.12688793,0.12685931,0.12683558,0.12681603,0.1268,0.1267869,0.12677625,0.12676761,0.12676062,0.126755,0.12675047,0.12674683,0.1267439,0.12674154,0.12673964,0.12673809,0.12673682,0.12673579,0.12673494,0.12673424,0.12673368,0.12673321,0.12673284,0.12673254,0.12673233,0.1267322,0.12673213,-0.08360061,0.020385602,0.040843844,0.0077160452,210.3,-0.077825353,0.0,-65.676811,-65.951805,-66.172943,-66.345558,-66.474754,-66.565414,-66.622208,-66.649582,-66.651733,-66.632607,-66.595879,-66.544952,-66.482925,-66.412613,-66.336533,-66.256912,-66.175674,-66.09449,-66.014732,-65.937538,-65.863823,-65.794258,-65.72934,-65.669395,-65.614578,-65.564941,-65.520409,-65.48082,-65.445953,-65.41552,-65.389214,-65.366692,-65.347595,-65.331573,-65.318275,-65.307365,-65.298531,-65.291466,-65.285912,-65.281609,-65.278336,-65.275909,-65.274139,-65.272896,-65.272049,-65.271492,-65.271141,-65.270935,-65.270828,-65.270775,-65.342415,2.8335296e-06,0.0043188515
