data_set_T,data_set_CAD,data_set_CD,data_set_GKC,data_set_GKQ,data_set_HS,data_set_NS,data_set_QD,data_set_SD,data_set_VD,data_set_VS
22.5,362.40219,0.4809255,7.2138824,0.018625595,0.11645425,0.22145838,0.023281993,0.60631943,-23.036898,-22.935225
24.0,377.49789,0.28944966,4.3417449,0.027283667,0.14164498,0.20296191,0.034104582,0.42437613,-32.744766,-42.577599
25.5,359.46048,0.10105732,1.5158598,0.035783395,0.33068356,0.13183069,0.044729244,0.21326762,-44.662022,-51.600868
27.0,326.11084,0.029884167,0.44826248,0.043553017,0.52784932,0.078936569,0.054441273,0.085343972,-53.32058,-56.11116
28.5,292.20889,0.014373801,0.21560702,0.050461873,0.69345969,0.04473611,0.063077345,0.034879778,-58.252449,-59.17672
30.0,261.30484,0.010552562,0.15828842,0.0565731,0.81233549,0.02457747,0.070716374,0.018916311,-60.65015,-60.846363
31.5,233.59535,0.0095024332,0.13318345,0.061977085,0.88870275,0.013389014,0.077471353,0.013890392,-61.845207,-61.721016
33.0,208.79315,0.0085067414,0.10656896,0.066757008,0.93496728,0.0073293173,0.083446264,0.012051418,-62.386852,-62.140755
34.5,186.63087,0.0084859105,0.095023982,0.070985571,0.96168864,0.0042914986,0.088731967,0.011711115,-62.587608,-62.27322
36.0,166.80351,0.0084137972,0.084207058,0.074727088,0.97720307,0.0025910963,0.09340886,0.011282351,-62.653465,-62.298168
37.5,149.09128,0.0083979238,0.075123429,0.078037612,0.98601747,0.0017231164,0.097547017,0.011266197,-62.625034,-62.253887
39.0,133.2601,0.008473618,0.067751713,0.08096654,0.99102569,0.0012711303,0.10120817,0.011286717,-62.550724,-62.172657
40.5,119.08624,0.0082494151,0.058943506,0.083557121,0.99383676,0.0010516961,0.1044464,0.011113295,-62.45784,-62.071568
42.0,106.43758,0.008711406,0.055633254,0.08584702,0.99540383,0.00095309381,0.10730878,0.011362839,-62.348686,-61.964691
43.5,95.165138,0.0085054776,0.048565496,0.087871164,0.99616832,0.00096580142,0.10983896,0.011683547,-62.209843,-61.841259
45.0,85.068771,0.0087733585,0.044780329,0.08965876,0.9966833,0.00091742602,0.11207345,0.011725917,-62.085011,-61.703316
46.5,76.055565,0.0088030379,0.040171202,0.091236204,0.99695307,0.0009006958,0.11404525,0.011841645,-61.946308,-61.570786
48.0,68.006836,0.0089820176,0.036650319,0.09262681,0.99705863,0.00090669637,0.11578351,0.01199711,-61.810024,-61.428703
49.5,60.807907,0.0091016321,0.03320707,0.093851104,0.99708617,0.00091889664,0.11731388,0.012129166,-61.669125,-61.28817
51.0,54.376911,0.0092335073,0.030125374,0.094927207,0.99705666,0.00093853951,0.11865901,0.012287212,-61.526684,-61.144493
52.5,48.631737,0.0093324706,0.027231256,0.095871441,0.9969939,0.00096172059,0.1198393,0.012441577,-61.383427,-61.000294
54.0,43.498779,0.0094525255,0.0246704,0.096698329,0.99691039,0.00098718505,0.12087291,0.012598633,-61.238663,-60.854618
55.5,38.914371,0.0095798858,0.022367714,0.097420342,0.99681139,0.001014602,0.12177543,0.012761185,-61.092628,-60.707119
57.0,34.819332,0.0097099813,0.020285703,0.098049067,0.9967013,0.0010436339,0.12256134,0.012929162,-60.94545,-60.55785
58.5,31.160936,0.009840739,0.018398799,0.098594785,0.99658221,0.0010740968,0.12324348,0.013101245,-60.797077,-60.406948
60.0,27.892935,0.009974556,0.016693179,0.099066466,0.99645519,0.0011059378,0.12383308,0.01327698,-60.647217,-60.254272
61.5,24.974382,0.010112309,0.015152921,0.099472031,0.99632031,0.0011391952,0.12434004,0.013456803,-60.495609,-60.099476
63.0,22.36688,0.010254294,0.013761393,0.0998189,0.99617767,0.0011739274,0.12477363,0.013641112,-60.341949,-59.942207
64.5,20.037291,0.010400252,0.012503572,0.10011345,0.99602675,0.0012102663,0.12514181,0.013830734,-60.185863,-59.782001
66.0,17.955992,0.01055079,0.011366994,0.10036137,0.99586684,0.0012483898,0.12545171,0.014026361,-60.026855,-59.618324
67.5,16.09684,0.010706173,0.010340133,0.10056765,0.99569684,0.0012885231,0.12570956,0.01422896,-59.864372,-59.450554
69.0,14.436197,0.010867971,0.0094135301,0.10073683,0.9955157,0.0013309255,0.12592104,0.014439471,-59.69762,-59.277855
70.5,12.953928,0.011037363,0.008578632,0.10087275,0.99532175,0.0013759243,0.12609093,0.014659134,-59.525723,-59.099281
72.0,11.630822,0.011215718,0.0078268815,0.10097907,0.99511313,0.001423933,0.12622385,0.014889619,-59.347538,-58.913528
73.5,10.45056,0.011404634,0.0071510882,0.10105895,0.99488741,0.0014754719,0.12632369,0.01513291,-59.161713,-58.719074
75.0,9.3978825,0.011605666,0.0065441211,0.10111528,0.9946413,0.001531215,0.12639409,0.015391606,-58.966579,-58.513977
76.5,8.4593344,0.011821667,0.0060002059,0.10115066,0.99437052,0.0015920697,0.12643832,0.015669083,-58.759888,-58.295673
78.0,7.6230221,0.012055897,0.0055141426,0.10116737,0.99406987,0.0016591232,0.12645923,0.015969379,-58.53899,-58.061115
79.5,6.8780847,0.01231396,0.0050817877,0.10116754,0.9937312,0.0017340656,0.12645942,0.01629868,-58.299793,-57.805527
81.0,6.2152715,0.012602172,0.0046995552,0.10115296,0.99334484,0.0018188957,0.1264412,0.016664242,-58.037529,-57.523296
82.5,5.6260772,0.012930487,0.0043648751,0.10112531,0.99289483,0.0019169742,0.12640664,0.017078022,-57.74435,-57.204956
84.0,5.1033354,0.013312595,0.0040763183,0.10108607,0.99235904,0.0020329054,0.12635759,0.017556092,-57.409603,-56.837467
85.5,4.6406455,0.013769968,0.0038340928,0.10103658,0.99170178,0.0021741239,0.12629572,0.018123934,-57.016293,-56.399666
87.0,4.2328997,0.014353212,0.0036453423,0.10097806,0.99084067,0.0023578869,0.12622258,0.018837851,-56.526905,-55.841801
88.5,3.8760028,0.015133053,0.0035193453,0.10091162,0.98966032,0.0026083454,0.12613952,0.019776028,-55.889282,-55.094101
90.0,3.5677335,0.01630052,0.0034893546,0.10083828,0.98783958,0.002992677,0.12604785,0.021127865,-54.974079,-53.94817
91.5,3.3103514,0.01849556,0.0036736079,0.10075913,0.98410618,0.0037771671,0.12594891,0.023536528,-53.240662,-51.429947
93.0,3.2143023,0.081169143,0.01565413,0.10067552,0.13185872,0.28002033,0.1258444,0.083540373,-16.339542,7.8668089
94.5,14.916782,0.32055312,0.28689727,0.10067665,0.13347469,0.27714333,0.1258458,0.3352125,-21.492785,-45.424961
96.0,37.374775,0.3378444,0.75761145,0.10106903,0.26532143,0.19523983,0.12633628,0.38218823,-18.760378,-30.427378
97.5,77.124443,0.56252092,2.6030469,0.10203902,0.049437426,0.27838638,0.12754877,0.69900072,3.2874541,-29.297363
99.0,162.11583,0.68910962,6.7029343,0.10431843,0.051098462,0.27847779,0.13039804,0.8965674,2.4565144,-26.224421
100.5,273.41293,0.72805643,10.920846,0.10868555,0.10050307,0.24629232,0.13585694,0.82931364,-18.539946,-35.747189
102.0,340.8414,0.47165003,7.0747504,0.11497298,0.164,0.20197295,0.14371622,0.60299444,-24.770437,-28.49379
103.5,357.65469,0.30126995,4.5190492,0.12199198,0.10757767,0.21450928,0.15248999,0.43485028,-31.33543,-39.246861
105.0,343.23233,0.10774409,1.6161613,0.1289423,0.29632148,0.14155447,0.16117787,0.22258203,-44.672474,-51.970829
106.5,312.02277,0.02891038,0.43365571,0.13531879,0.51073712,0.083829023,0.16914847,0.086286858,-54.158455,-56.995522
108.0,279.63184,0.012893199,0.19339798,0.14098173,0.69020659,0.046717636,0.17622717,0.033270229,-59.394489,-60.233582
109.5,250.02029,0.0093482714,0.14022407,0.14597717,0.81685162,0.025025675,0.18247145,0.017056184,-61.976875,-62.062321
111.0,223.47023,0.0081170276,0.10883485,0.15037945,0.89554018,0.013302256,0.18797432,0.012217456,-63.188763,-62.982063
112.5,199.72583,0.0076074824,0.091164641,0.15425803,0.94135892,0.0071275504,0.19282253,0.010664497,-63.774891,-63.438347
114.0,178.50316,0.0073784483,0.079024576,0.15767393,0.96706975,0.0039363625,0.19709241,0.010100381,-64.055939,-63.661991
115.5,159.53716,0.0072737774,0.069626264,0.16068086,0.98126388,0.0022984692,0.20085107,0.0098672789,-64.184296,-63.762928
117.0,142.5883,0.007231107,0.061864279,0.16332592,0.98905241,0.0014569196,0.2041574,0.009766167,-64.232285,-63.799202
118.5,127.44295,0.0072231949,0.055232715,0.16565029,0.99328279,0.001029321,0.20706287,0.0097339218,-64.236412,-63.799126
120.0,113.90858,0.0072330395,0.049434315,0.16769052,0.99561089,0.00080832228,0.20961314,0.0097359726,-64.216385,-63.77821
121.5,101.81352,0.0072526028,0.044304784,0.16947867,0.99695909,0.00068633503,0.21184833,0.0097548822,-64.18232,-63.744419
123.0,91.005013,0.0072790347,0.039745715,0.17104289,0.99774992,0.00061926612,0.21380362,0.0097849723,-64.138725,-63.701733
124.5,81.346512,0.007311991,0.0356883,0.17240807,0.9981643,0.00058915192,0.21551009,0.0098248199,-64.089012,-63.653519
126.0,72.715828,0.0073464466,0.032052178,0.1735962,0.99837357,0.00057986815,0.21699525,0.0098693883,-64.034477,-63.600327
127.5,65.003693,0.007384615,0.028801635,0.17462681,0.9984498,0.00058319379,0.21828352,0.0099181877,-63.977356,-63.544357
129.0,58.112717,0.0074253264,0.025890352,0.1755172,0.99844068,0.00059280376,0.2193965,0.0099702133,-63.919174,-63.487404
130.5,51.955372,0.0074644466,0.023269085,0.17628275,0.99838865,0.00060377066,0.22035344,0.010023614,-63.860855,-63.430737
132.0,46.453522,0.0075044469,0.020916479,0.17693715,0.99833679,0.00061330444,0.22117144,0.010075371,-63.803726,-63.374283
133.5,41.537407,0.0075431,0.018799249,0.17749253,0.99830139,0.00062091037,0.22186565,0.010127102,-63.746658,-63.317844
135.0,37.144573,0.0075816736,0.016897082,0.17795967,0.9982813,0.0006273177,0.22244959,0.010177782,-63.689976,-63.261532
136.5,33.21949,0.0076206126,0.015189173,0.17834815,0.99826443,0.00063388509,0.22293518,0.010228137,-63.633694,-63.205528
138.0,29.712112,0.0076594083,0.013654632,0.17866655,0.99824226,0.00064110069,0.22333318,0.010279192,-63.578018,-63.150208
139.5,26.577667,0.0076978244,0.012275413,0.17892252,0.998218,0.00064855604,0.22365315,0.010329355,-63.523491,-63.095821
141.0,23.776711,0.0077355406,0.011035543,0.17912278,0.9981879,0.00065628078,0.22390346,0.010378966,-63.470284,-63.04261
142.5,21.273832,0.0077724424,0.009920978,0.17927334,0.99815834,0.00066372397,0.22409168,0.010428031,-63.418259,-62.99057
144.0,19.037516,0.0078084432,0.0089192009,0.17937957,0.998128,0.00067093171,0.22422445,0.010476273,-63.367596,-62.93985
145.5,17.039713,0.007843703,0.0080192667,0.17944615,0.99809915,0.0006779196,0.22430769,0.010523099,-63.318352,-62.890469
147.0,15.254729,0.0078781238,0.0072107189,0.17947745,0.99807185,0.00068465993,0.22434682,0.010568845,-63.270432,-62.842388
148.5,13.660479,0.0079117529,0.0064847004,0.17947721,0.99804688,0.00069121545,0.2243465,0.010613669,-63.223724,-62.795525
150.0,12.235931,0.0079446007,0.0058325753,0.17944895,0.99802423,0.00069755682,0.22431119,0.010657305,-63.178322,-62.749908
151.5,10.96362,0.0079767182,0.0052472223,0.17939562,0.99800366,0.0007037489,0.22424452,0.010699782,-63.134186,-62.705475
153.0,9.8267441,0.0080080787,0.0047216001,0.17932002,0.99798346,0.00070987269,0.22415003,0.010741306,-63.091328,-62.662315
154.5,8.8113251,0.0080386773,0.0042498843,0.17922454,0.99796206,0.00071600248,0.22403066,0.010781942,-63.049759,-62.620453
156.0,7.9040027,0.0080684163,0.003826367,0.17911136,0.99793959,0.00072212191,0.2238892,0.010821456,-63.009487,-62.579887
157.5,7.0936265,0.0080972556,0.0034463345,0.17898241,0.99791539,0.00072823471,0.223728,0.01085983,-62.97052,-62.540642
159.0,6.3695836,0.0081252847,0.0031052807,0.1788394,0.99789149,0.0007342032,0.22354926,0.01089711,-62.932819,-62.50264
160.5,5.7229309,0.0081524979,0.0027993708,0.17868388,0.9978686,0.00073996466,0.22335486,0.010933271,-62.896339,-62.465836
162.0,5.145247,0.0081789158,0.0025249526,0.17851724,0.99784732,0.00074549729,0.22314654,0.010968387,-62.860977,-62.430161
163.5,4.6293082,0.0082045905,0.0022788949,0.17834067,0.99782807,0.00075078744,0.22292584,0.011002496,-62.826683,-62.395546
165.0,4.1684713,0.0082295882,0.0020582881,0.1781553,0.99780983,0.00075591775,0.22269414,0.011035657,-62.793419,-62.361965
166.5,3.7568753,0.0082539311,0.0018605393,0.17796212,0.9977923,0.00076092355,0.22245264,0.011067938,-62.761139,-62.329372
168.0,3.3893061,0.0082776379,0.0016833269,0.17776197,0.99777436,0.00076588121,0.22220246,0.011099418,-62.729813,-62.297752
169.5,3.0609941,0.0083007151,0.0015245064,0.17755567,0.99775618,0.0007707763,0.22194459,0.011130078,-62.699421,-62.267067
171.0,2.7678623,0.0083231591,0.0013822415,0.17734389,0.99773747,0.00077561452,0.22167987,0.011159907,-62.669945,-62.237305
172.5,2.5060337,0.0083450023,0.0012547714,0.17712729,0.99771887,0.00078035891,0.22140911,0.011188942,-62.641331,-62.208412
174.0,2.2723029,0.0083662551,0.0011406399,0.17690639,0.99770075,0.00078496797,0.22113298,0.011217176,-62.613544,-62.180355
175.5,2.0635602,0.0083869537,0.0010384191,0.17668171,0.99768329,0.00078945089,0.22085214,0.011244663,-62.586536,-62.15308
177.0,1.8772405,0.0084071318,0.00094693247,0.17645369,0.99766678,0.00079378195,0.22056711,0.011271436,-62.560249,-62.126541
178.5,1.7108698,0.0084268246,0.00086503202,0.17622274,0.99765098,0.00079799583,0.22027841,0.011297551,-62.534653,-62.100693
180.0,1.5623889,0.0084460704,0.00079176284,0.1759892,0.99763572,0.00080210692,0.21998648,0.011323064,-62.509697,-62.075497
181.5,1.4298357,0.0084648849,0.00072620367,0.17575338,0.9976207,0.00080613798,0.21969174,0.011348004,-62.485359,-62.050926
183.0,1.3115528,0.0084832907,0.00066757703,0.17551559,0.99760574,0.00081011088,0.21939449,0.01137241,-62.461609,-62.026951
184.5,1.2059891,0.0085012997,0.00061514846,0.17527609,0.99759084,0.0008140236,0.2190951,0.011396288,-62.438416,-62.003544
186.0,1.1118063,0.0085189277,0.00056828384,0.17503506,0.99757588,0.00081788033,0.21879382,0.01141966,-62.41576,-61.980679
187.5,1.0277824,0.0085361926,0.00052640092,0.17479274,0.99756104,0.00082166732,0.21849093,0.011442545,-62.393604,-61.958328
189.0,0.95283228,0.0085531147,0.00048898102,0.17454931,0.99754649,0.0008253816,0.21818663,0.011464965,-62.371929,-61.936459
190.5,0.88599694,0.0085697174,0.00045556462,0.17430492,0.99753243,0.00082901493,0.21788114,0.011486949,-62.350697,-61.915039
192.0,0.82639301,0.0085860211,0.00042572568,0.1740597,0.99751866,0.00083257485,0.21757464,0.011508529,-62.329876,-61.894043
193.5,0.77327037,0.0086020511,0.00039910269,0.17381382,0.99750531,0.00083606626,0.21726727,0.011529737,-62.309444,-61.873436
195.0,0.72591281,0.0086178221,0.00037534724,0.17356737,0.99749219,0.00083950337,0.21695921,0.011550597,-62.289375,-61.853199
196.5,0.68372858,0.0086333528,0.0003541722,0.17332044,0.99747914,0.00084290089,0.21665056,0.011571138,-62.26965,-61.833317
198.0,0.64614457,0.0086486544,0.00033529685,0.17307314,0.99746621,0.00084625406,0.21634144,0.011591372,-62.250248,-61.813759
199.5,0.61268735,0.0086637381,0.00031848977,0.17282556,0.99745339,0.00084956957,0.21603195,0.011611314,-62.231148,-61.79451
201.0,0.58290124,0.0086786207,0.00030352673,0.17257775,0.99744064,0.00085284543,0.2157222,0.011630986,-62.212334,-61.775551
202.5,0.55640227,0.0086933142,0.0002902188,0.1723298,0.99742806,0.0008560819,0.21541224,0.011650399,-62.193783,-61.756863
204.0,0.53281772,0.0087078335,0.00027838128,0.17208175,0.99741554,0.00085928402,0.21510218,0.011669578,-62.17548,-61.738422
205.5,0.51185542,0.0087221917,0.00026787005,0.17183366,0.9974032,0.00086245022,0.21479207,0.011688537,-62.15741,-61.720222
207.0,0.49323654,0.0087363999,0.0002585467,0.17158556,0.99739099,0.00086558261,0.21448196,0.011707293,-62.139557,-61.70224
208.5,0.47668359,0.0087504694,0.00025027231,0.17133753,0.99737889,0.00086868799,0.2141719,0.011725863,-62.121899,-61.68446
210.0,0.46201238,0.0087644113,0.000242956,0.17108956,0.99736691,0.00087176636,0.21386196,0.011744259,-62.104431,-61.66687
211.5,0.44902557,0.0087782359,0.00023649914,0.17084171,0.99735504,0.00087482051,0.21355215,0.011762496,-62.087132,-61.649452
213.0,0.4375203,0.0087919524,0.00023079946,0.17059401,0.99734318,0.00087785424,0.21324252,0.011780588,-62.069992,-61.632198
214.5,0.42736167,0.0088055702,0.0002257898,0.17034648,0.99733144,0.00088086911,0.21293309,0.011798545,-62.052998,-61.615093
216.0,0.41840741,0.0088190986,0.00022139857,0.17009912,0.9973197,0.00088386744,0.21262391,0.011816379,-62.03614,-61.598125
217.5,0.4105213,0.008832545,0.00021755688,0.169852,0.99730802,0.00088685122,0.21231499,0.011834102,-62.019409,-61.581284
219.0,0.40358463,0.0088459188,0.00021420461,0.16960511,0.99729639,0.00088982144,0.21200638,0.011851725,-62.002789,-61.56456
220.5,0.39749596,0.0088592274,0.00021129042,0.16935845,0.99728477,0.00089277991,0.21169807,0.011869257,-61.986275,-61.547939
222.0,0.39216903,0.0088724773,0.00020877065,0.16911207,0.99727315,0.00089572871,0.21139008,0.01188671,-61.969856,-61.531418
223.5,0.38750723,0.008885676,0.00020659583,0.16886595,0.99726158,0.00089866831,0.21108244,0.011904093,-61.953522,-61.51498
225.0,0.38344014,0.00889883,0.00020473012,0.16862014,0.99725008,0.0009016004,0.21077517,0.011921413,-61.937267,-61.498623
226.5,0.3799102,0.0089119459,0.00020314436,0.16837463,0.99723858,0.00090452709,0.21046828,0.011938681,-61.921082,-61.482334
228.0,0.37685335,0.0089250291,0.00020180563,0.16812941,0.99722707,0.00090744958,0.21016176,0.011955904,-61.904957,-61.46611
229.5,0.3742201,0.0089380853,0.00020068866,0.16788451,0.99721557,0.00091036921,0.20985565,0.011973089,-61.888885,-61.44994
231.0,0.37196785,0.008951121,0.00019977176,0.16763996,0.99720401,0.00091328745,0.20954995,0.011990244,-61.872864,-61.433815
232.5,0.37005788,0.0089641409,0.00019903506,0.16739571,0.9971925,0.00091620593,0.20924464,0.012007374,-61.856884,-61.417732
234.0,0.36845306,0.0089771505,0.00019845951,0.16715181,0.997181,0.00091912539,0.20893978,0.01202449,-61.840935,-61.401684
235.5,0.36712101,0.0089901546,0.00019802847,0.16690825,0.99716944,0.00092204666,0.20863532,0.012041596,-61.825016,-61.385662
237.0,0.36603498,0.0090031568,0.00019772821,0.16666503,0.99715787,0.00092497119,0.2083313,0.012058698,-61.809124,-61.369667
238.5,0.36516964,0.0090161627,0.00019754574,0.16642217,0.99714625,0.00092790043,0.20802772,0.012075802,-61.793243,-61.353683
240.0,0.36450177,0.009029177,0.00019746907,0.16617966,0.99713463,0.00093083578,0.20772457,0.012092914,-61.777378,-61.337715
241.5,0.36401534,0.0090422025,0.00019749002,0.1659375,0.99712294,0.00093377684,0.20742187,0.01211004,-61.76152,-61.321751
243.0,0.36369103,0.0090552429,0.00019759864,0.16569568,0.99711126,0.00093672477,0.20711961,0.012127184,-61.745667,-61.30579
244.5,0.36350921,0.0090683028,0.0001977847,0.16545424,0.99709952,0.00093968114,0.20681781,0.012144353,-61.729813,-61.289825
246.0,0.36345124,0.009081386,0.00019803847,0.16521317,0.99708772,0.00094264722,0.20651644,0.01216155,-61.713947,-61.273853
247.5,0.36349779,0.0090944963,0.00019834976,0.16497244,0.9970758,0.00094562443,0.20621556,0.01217878,-61.698074,-61.257866
249.0,0.3636595,0.0091076363,0.00019872471,0.16473208,0.99706388,0.00094861165,0.20591511,0.012196047,-61.682186,-61.241867
250.5,0.36391619,0.0091208098,0.00019915261,0.1644921,0.99705189,0.00095161051,0.20561512,0.012213358,-61.666283,-61.225845
252.0,0.36425194,0.0091340197,0.00019962505,0.16425247,0.99703991,0.00095462217,0.2053156,0.012230716,-61.650352,-61.209801
253.5,0.36465326,0.0091472687,0.00020013488,0.16401322,0.99702781,0.00095764763,0.20501654,0.012248124,-61.634399,-61.193726
255.0,0.36510557,0.0091605615,0.00020067432,0.16377434,0.9970156,0.00096068799,0.20471793,0.012265587,-61.618416,-61.17762
256.5,0.36563137,0.0091739008,0.00020125594,0.16353583,0.99700338,0.0009637429,0.20441979,0.01228311,-61.602398,-61.16148
258.0,0.36620873,0.0091872886,0.00020186791,0.1632977,0.99699104,0.00096681365,0.20412211,0.012300696,-61.586346,-61.145298
259.5,0.36683005,0.0092007276,0.00020250621,0.16305992,0.9969787,0.00096990116,0.20382491,0.012318349,-61.570255,-61.129074
261.0,0.36748856,0.0092142224,0.00020316729,0.16282253,0.99696618,0.00097300607,0.20352815,0.012336073,-61.554119,-61.112808
262.5,0.36817816,0.009227776,0.00020384793,0.1625855,0.99695367,0.0009761292,0.20323187,0.012353873,-61.537941,-61.096493
264.0,0.36890852,0.0092413882,0.00020455362,0.16234885,0.99694097,0.00097927114,0.20293605,0.01237175,-61.521709,-61.080124
265.5,0.36966959,0.0092550647,0.00020527895,0.16211256,0.99692827,0.00098243251,0.20264071,0.012389708,-61.505428,-61.063698
267.0,0.37045899,0.0092688063,0.00020602276,0.16187665,0.99691546,0.00098561426,0.20234582,0.012407753,-61.489094,-61.047215
268.5,0.37127474,0.009282616,0.00020678405,0.16164112,0.99690253,0.00098881684,0.2020514,0.012425886,-61.472698,-61.030674
270.0,0.37211519,0.0092964973,0.00020756206,0.16140595,0.99688953,0.00099204108,0.20175745,0.012444112,-61.456242,-61.014065
271.5,0.37297922,0.0093104523,0.0002083563,0.16117115,0.99687636,0.0009952879,0.20146395,0.012462434,-61.439724,-60.997391
273.0,0.37386549,0.0093244836,0.00020916616,0.16093673,0.99686319,0.00099855801,0.20117092,0.012480856,-61.423141,-60.980644
274.5,0.37477291,0.009338594,0.00020999112,0.16070269,0.99684983,0.001001852,0.20087835,0.012499381,-61.406487,-60.963825
276.0,0.37570041,0.0093527855,0.00021083074,0.160469,0.99683636,0.0010051709,0.20058626,0.012518011,-61.389763,-60.946934
277.5,0.37664822,0.0093670627,0.00021168524,0.16023569,0.99682283,0.0010085151,0.20029461,0.012536752,-61.372963,-60.929958
279.0,0.37761965,0.0093814256,0.00021255665,0.16000275,0.99680912,0.0010118854,0.20000345,0.012555607,-61.356083,-60.912907
280.5,0.37861177,0.0093958797,0.00021344343,0.15977018,0.99679536,0.0010152825,0.19971272,0.012574579,-61.339127,-60.895767
282.0,0.37962383,0.0094104251,0.0002143453,0.15953799,0.99678141,0.0010187072,0.19942248,0.012593672,-61.322086,-60.87854
283.5,0.38065484,0.0094250664,0.00021526183,0.15930615,0.99676734,0.0010221605,0.19913268,0.012612889,-61.304962,-60.861221
285.0,0.38170332,0.0094398065,0.00021619232,0.15907468,0.99675316,0.0010256432,0.19884336,0.012632233,-61.287746,-60.843811
286.5,0.38276741,0.0094546471,0.00021713584,0.15884359,0.99673885,0.0010291563,0.19855449,0.01265171,-61.270439,-60.826305
288.0,0.38384452,0.009469592,0.00021809107,0.15861286,0.99672437,0.0010327005,0.19826607,0.012671323,-61.25304,-60.808697
289.5,0.38493153,0.009484644,0.00021905631,0.15838251,0.99670976,0.0010362772,0.19797814,0.012691074,-61.235542,-60.790989
291.0,0.38602448,0.009499806,0.00022002947,0.15815252,0.99669498,0.0010398872,0.19769065,0.012710969,-61.217945,-60.77317
292.5,0.38711855,0.0095150825,0.0002210079,0.15792291,0.99668002,0.0010435318,0.19740364,0.012731012,-61.200241,-60.755245
294.0,0.3882221,0.0095304744,0.00022199645,0.15769365,0.99666494,0.0010472113,0.19711708,0.012751206,-61.182434,-60.737209
295.5,0.38939947,0.0095459847,0.00022303207,0.15746477,0.99664968,0.0010509235,0.19683096,0.012771555,-61.164516,-60.719059
297.0,0.39059633,0.009561616,0.00022408394,0.15723625,0.9966343,0.0010546718,0.1965453,0.012792065,-61.146488,-60.700787
298.5,0.39181075,0.009577374,0.00022515109,0.15700808,0.99661875,0.0010584577,0.19626011,0.012812738,-61.128342,-60.682396
300.0,0.39304,0.0095932614,0.00022623211,0.1567803,0.99660301,0.001062282,0.19597536,0.01283358,-61.110077,-60.663876
301.5,0.39428052,0.0096092811,0.00022732514,0.15655287,0.9965871,0.001066146,0.19569109,0.012854597,-61.09169,-60.645226
303.0,0.39552799,0.0096254377,0.00022842779,0.15632582,0.996571,0.0010700508,0.19540727,0.012875791,-61.073177,-60.626446
304.5,0.39677691,0.009641734,0.00022953705,0.15609913,0.99655467,0.0010739978,0.1951239,0.012897167,-61.054531,-60.607525
306.0,0.39802092,0.0096581755,0.00023064936,0.15587279,0.99653822,0.0010779884,0.194841,0.012918732,-61.035755,-60.588463
307.5,0.39925238,0.0096747652,0.00023176039,0.15564685,0.99652147,0.0010820241,0.19455856,0.01294049,-61.016838,-60.569256
309.0,0.40046251,0.0096915076,0.00023286513,0.15542126,0.99650455,0.0010861063,0.19427657,0.012962446,-60.997776,-60.5499
310.5,0.40164876,0.0097084073,0.0002339622,0.15519606,0.99648744,0.0010902365,0.19399506,0.012984606,-60.978569,-60.530388
312.0,0.40289634,0.0097254682,0.00023510134,0.1549712,0.99647009,0.0010944125,0.19371399,0.013006978,-60.959213,-60.510719
