II,II_Va_Xa,IIa,IX,IX_TF_VIIa,IXa,TF_VIIa,V,VIII,VIIIa,VIIIa_IXa,Va,Va_Xa,X,X_TF_VIIa,X_VIIIa_IXa,Xa,mIIa,Time
1.055023009286898e-06,3.8519613932757616e-09,1.54879363952213e-08,8.634580071445485e-08,1.0401178213514915e-09,2.570255345476032e-09,2.9269917678707737e-09,1.40001617936137e-13,5.8170784086024064e-15,6.561680672924358e-10,1.5347751208141853e-11,1.2420790535942866e-08,3.727108069163635e-09,1.5930466117216185e-07,1.032885332290729e-09,2.847836442109277e-11,2.054905623471844e-09,3.256370929246051e-07,7.65
1.0537866953598123e-06,3.855138457864576e-09,1.5609633311500917e-08,8.634219584700045e-08,1.0401026396000926e-09,2.573707420363778e-09,2.927071267296085e-09,1.2857104470810365e-13,5.358906338892862e-15,6.560005511464631e-10,1.5406211966772723e-11,1.2410190413447726e-08,3.734542557643187e-09,1.5929039844813973e-07,1.0328210146168163e-09,2.858787798050485e-11,2.0585115985401013e-09,3.267485328708225e-07,7.66
1.0525493811830455e-06,3.858301416644504e-09,1.5731988413326632e-08,8.633859008983839e-08,1.040087459748603e-09,2.5771602026760454e-09,2.9271508087955227e-09,1.1801588350384132e-13,4.935852550098885e-15,6.558328194989746e-10,1.5464741063470603e-11,1.239959614258422e-08,3.74198442488797e-09,1.5927612741113212e-07,1.0327566529688683e-09,2.869750358508465e-11,2.0621325455663473e-09,3.2786032898698354e-07,7.67
1.0513110712327568e-06,3.861450303838652e-09,1.585500372703561e-08,8.633498344112527e-08,1.0400722817903883e-09,2.5806136943655217e-09,2.927230392420837e-09,1.083593285492364e-13,4.548668644670891e-15,6.556648717010132e-10,1.5523338482996663e-11,1.2389007602891974e-08,3.7494337339410224e-09,1.5926184805266397e-07,1.0326922473017689e-09,2.8807241147425705e-11,2.0657683758920732e-09,3.2897247473636903e-07,7.68
1.0500717699763534e-06,3.86458515293936e-09,1.5978681281505942e-08,8.633137589901976e-08,1.0400571057188157e-09,2.5840678973805315e-09,2.9273100182237227e-09,9.962919227788192e-14,4.198282332552773e-15,6.554967069252543e-10,1.558200421079592e-11,1.2378424670514955e-08,3.756890547353604e-09,1.5924756036427395e-07,1.0326277975704559e-09,2.8917090581697827e-11,2.069419002065843e-09,3.3008496358920163e-07,7.69
1.0488314818728924e-06,3.867705996737e-09,1.6103023108139174e-08,8.632776746168255e-08,1.040041931527252e-09,2.5875228136651336e-09,2.9273896862558197e-09,9.185774321854056e-14,3.8857906475134294e-15,6.553283241727696e-10,1.5640738233007427e-11,1.2367847218313434e-08,3.764354927206545e-09,1.592332643375148e-07,1.0325633037299226e-09,2.9027051803656112e-11,2.0730843377929907e-09,3.3119778902223173e-07,7.7
1.047590211373484e-06,3.870812867348773e-09,1.6228031240842928e-08,8.632415812727619e-08,1.0400267592090621e-09,2.5909784451592175e-09,2.927469396568714e-09,8.508154388259985e-14,3.612453163477974e-15,6.551597222797925e-10,1.5699540536474485e-11,1.2357275115975946e-08,3.771826935131597e-09,1.5921895996395335e-07,1.032498765735218e-09,2.9137124730650066e-11,2.0767642978853197e-09,3.323109445183245e-07,7.71
1.046347962921693e-06,3.873905796247508e-09,1.6353707716013413e-08,8.6320547893965e-08,1.0400115887576079e-09,2.5944347937986005e-09,2.9275491492139373e-09,7.934128865153534e-14,3.3796852108592687e-15,6.549908999244821e-10,1.57584111087548e-11,1.2346708230131248e-08,3.779306632332791e-09,1.5920464723517072e-07,1.032434183541449e-09,2.9247309281632626e-11,2.0804587982108006e-09,3.3342442356604637e-07,7.72
1.0451047409539408e-06,3.87698481429046e-09,1.6480054572518006e-08,8.631693675991493e-08,1.039996420166246e-09,2.597891861515126e-09,2.9276289442429675e-09,7.468164166436922e-14,3.189051092889278e-15,6.548218556336873e-10,1.581734993813071e-11,1.2336146424460292e-08,3.786794079607781e-09,1.5919032614276246e-07,1.0323695571037805e-09,2.9357605377169237e-11,2.08416775564327e-09,3.34538219659251e-07,7.73
1.0438605498532557e-06,3.880049872604313e-09,1.6607073913622847e-08,8.631332472332726e-08,1.039981253430636e-09,2.6013496506678365e-09,2.9277087817110934e-09,6.960402559362425e-14,2.9835808605934677e-15,6.546526469333531e-10,1.5876356834337606e-11,1.2325591237150873e-08,3.794289286219418e-09,1.5917599667722508e-07,1.0323048863712649e-09,2.946801265152866e-11,2.0878912197133103e-09,3.3565232636051727e-07,7.74
1.0426153940455896e-06,3.883101005328501e-09,1.673476777962038e-08,8.6309711782369e-08,1.0399660885439922e-09,2.6048081631568036e-09,2.9277886616694698e-09,6.424709245948441e-14,2.768398497988864e-15,6.54483268759783e-10,1.5935431797165787e-11,1.231504243250149e-08,3.801792315077747e-09,1.591616588302457e-07,1.0322401712995325e-09,2.9578531044633304e-11,2.091629101788834e-09,3.367667371694618e-07,7.75
1.0413692779669865e-06,3.886138273267002e-09,1.6863138191937644e-08,8.630609793519683e-08,1.0399509254987279e-09,2.6082674007302956e-09,2.9278685841678707e-09,5.928454222619076e-14,2.5689177773455954e-15,6.543136955965673e-10,1.5994574888761765e-11,1.2304499195865454e-08,3.809303246325515e-09,1.5914731259390873e-07,1.0321754118463956e-09,2.968916059697367e-11,2.09538126884032e-09,3.3788144556780897e-07,7.76
1.040122206025675e-06,3.889161698922748e-09,1.699218720398927e-08,8.630248317998478e-08,1.0399357642883483e-09,2.6117273653388866e-09,2.9279485492578643e-09,5.465449447554977e-14,2.3826492636233134e-15,6.541439300512341e-10,1.6053786086408877e-11,1.2293961511228636e-08,3.816822135354339e-09,1.5913295795978185e-07,1.0321106079667817e-09,2.979990121317348e-11,2.0991476515460322e-09,3.389964450714132e-07,7.7700000000000005
1.0388741826244683e-06,3.8921713038480486e-09,1.7121916871948768e-08,8.629886751490812e-08,1.0399206049063615e-09,2.6151880589322686e-09,2.9280285569909883e-09,5.028886410320475e-14,2.2068634232048988e-15,6.539739749718047e-10,1.611306536708086e-11,1.228342937034142e-08,3.8243490369466255e-09,1.591185949194411e-07,1.0320457596156442e-09,2.991075279777153e-11,2.1029281821357436e-09,3.40111729199735e-07,7.78
1.0376252121611582e-06,3.8951671086572464e-09,1.7252329254743746e-08,8.629525093814329e-08,1.0399054473462768e-09,2.618649483459439e-09,2.9281086074187543e-09,4.611288366171923e-14,2.038571872268358e-15,6.538038334656206e-10,1.61724127074155e-11,1.2272902773172795e-08,3.831884005286495e-09,1.5910422346447076e-07,1.031980866747963e-09,3.002171525517208e-11,2.106722794367298e-09,3.4122729147544093e-07,7.79
1.036375299028907e-06,3.898149133039373e-09,1.7383426414051103e-08,8.629163344786783e-08,1.0398902916016041e-09,2.6221116408688834e-09,2.9281887005926464e-09,4.2044625703664366e-14,1.87450862515889e-15,6.536335089181721e-10,1.6231828083688248e-11,1.2262381728364425e-08,3.839427093970696e-09,1.5908984358646334e-07,1.0319159293187437e-09,3.0132788489595154e-11,2.1105314235031697e-09,3.4234312542400276e-07,7.8
1.0351244476166399e-06,3.9011173957708e-09,1.751521041429221e-08,8.628801504226017e-08,1.0398751376658533e-09,2.625574533108762e-09,2.928268836564123e-09,3.79945251247039e-14,1.7111113427608464e-15,6.534630050119254e-10,1.629131147178584e-11,1.2251866253684743e-08,3.84697835601953e-09,1.5907545527701953e-07,1.0318509472830177e-09,3.024397240502689e-11,2.1143540062870246e-09,3.4345922457329723e-07,7.8100000000000005
1.0338726623094392e-06,3.904071914727899e-09,1.7647683322628085e-08,8.628439571949963e-08,1.0398599855325329e-09,2.6290381621270932e-09,2.9283490153846187e-09,3.386490150668135e-14,1.5445025808697902e-15,6.532923257451508e-10,1.6350862847179905e-11,1.2241356376483032e-08,3.85453784388776e-09,1.5906105852774798e-07,1.0317859205958424e-09,3.035526690516983e-11,2.1181904809202804e-09,3.445755824532049e-07,7.82
1.0326199474889353e-06,3.907012706899696e-09,1.778084720895463e-08,8.628077547776622e-08,1.0398448351951496e-09,2.63250252987194e-09,2.9284292371055444e-09,2.954948146070365e-14,1.3704710385644027e-15,6.531214754507494e-10,1.6410482184900615e-11,1.2230852134143499e-08,3.862105609475543e-09,1.5904665333026534e-07,1.0317208492123002e-09,3.0466671893393335e-11,2.1220407870386684e-09,3.4569219259521067e-07,7.83
1.0313663075336996e-06,3.909939788400523e-09,1.7914704145897802e-08,8.62771543152406e-08,1.039829686647207e-09,2.6359676382915935e-09,2.9285095017782883e-09,2.493292097022834e-14,1.1844528065785395e-15,6.52950458815082e-10,1.6470169459510294e-11,1.2220353574539364e-08,3.869681704139341e-09,1.590322396761961e-07,1.0316557330874987e-09,3.057818727268384e-11,2.125904865688794e-09,3.468090485320023e-07,7.84
1.0301117468196381e-06,3.912853174482679e-09,1.804925620880882e-08,8.627353223010396e-08,1.0398145398822046e-09,2.6394334893347593e-09,2.9285898094542187e-09,1.9890327734148456e-14,9.815126156731916e-16,6.527792808967956e-10,1.652992464507704e-11,1.2209860756486942e-08,3.877266178702844e-09,1.5901781755717255e-07,1.0315905721765707e-09,3.068981294559526e-11,2.1297826593046967e-09,3.479261437970706e-07,7.8500000000000005
1.0288562697203834e-06,3.915752879549077e-09,1.8184505475759307e-08,8.626990922053787e-08,1.0397993948936376e-09,2.6429000849507405e-09,2.928670160184683e-09,1.4286783509880158e-14,7.563250850085573e-16,6.526079471456522e-10,1.6589747715148347e-11,1.2199373750199727e-08,3.884859083467883e-09,1.590033869648347e-07,1.031525366434674e-09,3.080154881419922e-11,2.1336741116844107e-09,3.4904347192430834e-07,7.86
1.0275998806076876e-06,3.9186389171659086e-09,1.8320454027536562e-08,8.626628528472422e-08,1.0397842516749946e-09,2.6463674270896243e-09,2.928750554021009e-09,7.976866456445797e-15,5.031559705159291e-16,6.524364634213553e-10,1.6649638642724722e-11,1.2188892637742473e-08,3.892460468225361e-09,1.589889478908301e-07,1.0314601158169904e-09,3.091339478003552e-11,2.137579167966527e-09,3.5016102644761024e-07,7.87
1.0263425834434567e-06,3.921511339900962e-09,1.8457103908850958e-08,8.626266042094563e-08,1.0397691102210981e-09,2.6498355174936766e-09,2.928830991015718e-09,4.604702714208214e-15,3.6524195504937997e-16,6.522646865069449e-10,1.6709597553178314e-11,1.2178413753768336e-08,3.900070301628188e-09,1.589745003264079e-07,1.0313948202761785e-09,3.1025350698008514e-11,2.141497815873723e-09,3.5127880130779176e-07,7.88
1.025084382872108e-06,3.924370132840909e-09,1.8594457232051076e-08,8.62590346273165e-08,1.03975397052452e-09,2.6533043582558387e-09,2.928911471219288e-09,1.4407275985566272e-15,2.3527445794460197e-16,6.520927239108966e-10,1.6769624315245753e-11,1.2167939739600449e-08,3.907688686831243e-09,1.5896004426350426e-07,1.0313294797691866e-09,3.1137416499487264e-11,2.1454299753398613e-09,3.5239678976300056e-07,7.890000000000001
1.0238252832493904e-06,3.927215308357921e-09,1.8732516084834364e-08,8.62554079020221e-08,1.0397388325787684e-09,2.656773951323156e-09,2.9289919946830353e-09,-1.5765036900935348e-15,1.1083261451867631e-16,6.519205781798989e-10,1.6829718904891265e-11,1.2157470598499015e-08,3.9153156696469535e-09,1.5894557969377653e-07,1.0312640942511906e-09,3.124959208268369e-11,2.1493755966696746e-09,3.5351498535741775e-07,7.9
1.02256528892297e-06,3.93004687879615e-09,1.8871282556856375e-08,8.625178024324946e-08,1.0397236963773678e-09,2.660244298640223e-09,2.9290725614582854e-09,-4.448506307103159e-15,-8.144477108737763e-18,6.517482495000259e-10,1.6889881300337937e-11,1.214700627582482e-08,3.922951293885536e-09,1.589311066088815e-07,1.0311986636773412e-09,3.1361877344202525e-11,2.153334632200222e-09,3.546333816413778e-07,7.91
1.021304404239034e-06,3.93286485587858e-09,1.9010758740315947e-08,8.624815164918581e-08,1.0397085619138374e-09,2.6637154021525437e-09,2.9291531715963533e-09,-7.175155540280092e-15,-1.2164909807778665e-16,6.515757379897811e-10,1.6950111479714788e-11,1.2136546716684624e-08,3.930595602592536e-09,1.5891662500048163e-07,1.0311331880028037e-09,3.147427217969219e-11,2.1573070356497102e-09,3.5575197216477194e-07,7.92
1.0200426335426315e-06,3.9356692507247e-09,1.915094672994554e-08,8.624452211801837e-08,1.0396934291816902e-09,2.667187263806691e-09,2.929233825148548e-09,-9.754685010604548e-15,-2.2960481302676024e-16,6.51403043700065e-10,1.7010409421049696e-11,1.212609186591093e-08,3.938248638049579e-09,1.5890213486024487e-07,1.0310676671827562e-09,3.158677648378933e-11,2.161292762099261e-09,3.5687075047669867e-07,7.930000000000001
1.018779981178016e-06,3.9384600738681846e-09,1.9291848623001467e-08,8.624089164793437e-08,1.039678298174433e-09,2.6706598855504636e-09,2.9293145221661713e-09,-1.2183684872953097e-14,-3.3186637433037095e-16,6.512301666141406e-10,1.7070775102262297e-11,1.2115641668041774e-08,3.945910441775115e-09,1.588876361798445e-07,1.0310021011723899e-09,3.169939015006328e-11,2.1652917679746788e-09,3.5798971012511476e-07,7.94
1.017516451488985e-06,3.941237335274575e-09,1.9433466519254277e-08,8.623726023712086e-08,1.039663168885565e-09,2.674133269333047e-09,2.9293952627005208e-09,-1.445710001682491e-14,-4.282196263381294e-16,6.510571066476015e-10,1.7131208501156925e-11,1.2105196067300473e-08,3.9535810545251675e-09,1.588731289509591e-07,1.0309364899269087e-09,3.1812113070960693e-11,2.169304011028216e-09,3.591088446564865e-07,7.95
1.0162520488192221e-06,3.944001044358961e-09,1.9575802520979022e-08,8.623362788376468e-08,1.0396480413085772e-09,2.6776074171051713e-09,2.929476046802889e-09,-1.6568228267065738e-14,-5.183814096126226e-16,6.508838636483377e-10,1.7191709595415515e-11,1.2094755007575424e-08,3.96126051629408e-09,1.5885861316527228e-07,1.030870833401528e-09,3.1924945137749964e-11,2.1733294503203416e-09,3.6022814761544026e-07,7.96
1.014986777512638e-06,3.946751210003651e-09,1.9718858732945534e-08,8.622999458605232e-08,1.0396329154369519e-09,2.681082330819268e-09,2.929556874524568e-09,-1.850871858459301e-14,-6.01999465167841e-16,6.507104373965033e-10,1.7252278362590533e-11,1.2084318432399872e-08,3.968948866315261e-09,1.588440888144726e-07,1.0308051315514745e-09,3.203788624046584e-11,2.1773680462015065e-09,3.6134761254441323e-07,7.97
1.013720641913711e-06,3.949487840575862e-09,1.986263726240878e-08,8.622636034216985e-08,1.0396177912641614e-09,2.6845580124296314e-09,2.929637745916846e-09,-2.026856926712087e-14,-6.786523387075028e-16,6.505368276044824e-10,1.7312914780097885e-11,1.2073886284931676e-08,3.976646143061929e-09,1.588295558902534e-07,1.0307393843319867e-09,3.215093626785387e-11,2.1814197602939108e-09,3.624672329833048e-07,7.98
1.0124536463678292e-06,3.952210943945393e-09,2.0007140219099084e-08,8.622272515030283e-08,1.0396026687836682e-09,2.6880344638925737e-09,2.9297186610310144e-09,-2.1836126149884467e-14,-7.478492848633443e-16,6.503630339168563e-10,1.7373618825209818e-11,1.2063458507933098e-08,3.984352384247858e-09,1.588150143843128e-07,1.030673591698312e-09,3.2264095107314954e-11,2.18548455547327e-09,3.635870024691267e-07,7.99
1.011185795221631e-06,3.9549205275023045e-09,2.0152369715212504e-08,8.621908900863618e-08,1.039587547988923e-09,2.6915116871665873e-09,2.9297996199183626e-09,-2.3198080806365763e-14,-8.09030171433478e-16,6.501890559103707e-10,1.7434390475047873e-11,1.2053035043750569e-08,3.992067626828133e-09,1.5880046428835337e-07,1.0306077536057088e-09,3.2377362644849906e-11,2.189562395850583e-09,3.6470691453565455e-07,8.0
1.00991709267901e-06,3.957616573631358e-09,2.0298327852024406e-08,8.621545191539916e-08,1.039572428873365e-09,2.694989684066999e-09,2.9298806226286035e-09,-2.4430790055050424e-14,-8.651668029427839e-16,6.500148965948332e-10,1.749522970671646e-11,1.204261591383507e-08,3.999791943323826e-09,1.5878590559436442e-07,1.0305418700110258e-09,3.249073886535121e-11,2.193653234588957e-09,3.658269628953347e-07,8.01
1.0086475428327215e-06,3.960299045046146e-09,2.0445016722777334e-08,8.621181386885546e-08,1.0395573114304204e-09,2.6984684562976445e-09,2.9299616692102144e-09,-2.5680492534242878e-14,-9.219827010210976e-16,6.498405616547239e-10,1.7556136497265284e-11,1.203220120149217e-08,4.007525433954417e-09,1.5877133829456073e-07,1.0304759408723598e-09,3.2604223830810776e-11,2.1977570165204904e-09,3.6694714139945544e-07,8.02
1.007377150277346e-06,3.962967988978263e-09,2.059243846944752e-08,8.620817486711206e-08,1.0395421956535025e-09,2.701948006068605e-09,2.93004275971715e-09,-2.677570216720962e-14,-9.726671214295945e-16,6.496660445897862e-10,1.7617110823085214e-11,1.2021790714259142e-08,4.015268072464962e-09,1.5875676238018402e-07,1.030409966142342e-09,3.2717817254349797e-11,2.201873729760995e-09,3.680674432642286e-07,8.03
1.006105919344568e-06,3.965623407102322e-09,2.0740595211831323e-08,8.620453490835776e-08,1.0395270815360108e-09,2.7054283353251183e-09,2.9301238942004632e-09,-2.7711259452533037e-14,-1.0169644591576425e-15,6.494913452718539e-10,1.7678152660646847e-11,1.201138440549364e-08,4.023019898663689e-09,1.5874217784299947e-07,1.0303439457765204e-09,3.2831519032059054e-11,2.2060033412108924e-09,3.691878620364987e-07,8.040000000000001
1.0048338543671973e-06,3.9682653003901345e-09,2.088948907197246e-08,8.620089399078086e-08,1.0395119690713294e-09,2.7089094460135442e-09,2.930205072711194e-09,-2.848150052201783e-14,-1.0545949465093593e-15,6.493164635491866e-10,1.7739261986236395e-11,1.2000982229045764e-08,4.0307809520648234e-09,1.5872758467477955e-07,1.030277879730471e-09,3.2945329059625187e-11,2.210145818760341e-09,3.703083912604404e-07,8.05
1.0035609596794468e-06,3.970893669117884e-09,2.1039122174146764e-08,8.619725211256904e-08,1.039496858252827e-09,2.7123913400814663e-09,2.9302862953003707e-09,-2.908029443284487e-14,-1.0852560989824812e-15,6.491413992479344e-10,1.7800438775948732e-11,1.1990584139271866e-08,4.038551271904882e-09,1.5871298286730426e-07,1.0302117679597966e-09,3.305924723231832e-11,2.214301131265802e-09,3.7142902447728887e-07,8.06
1.002287239617213e-06,3.9735085128733e-09,2.118949664484664e-08,8.61936092719093e-08,1.039481749073856e-09,2.7158740194777853e-09,2.93036756201901e-09,-2.950108045972348e-14,-1.108624161147151e-15,6.489661521736047e-10,1.786168300568032e-11,1.1980190091048387e-08,4.046330897158972e-09,1.5869837241236098e-07,1.0301456104201282e-09,3.317327344497945e-11,2.2184692485265947e-09,3.725497552250676e-07,8.07
1.001012698518354e-06,3.9761098305628345e-09,2.1340614612765672e-08,8.61899654669879e-08,1.0394666415277518e-09,2.7193574861528163e-09,2.9304488729181183e-09,-2.973690538704442e-14,-1.1243555525247472e-15,6.487907221125265e-10,1.79229946511222e-11,1.1969800039785672e-08,4.054119866557079e-09,1.5868375330174445e-07,1.0300794070671243e-09,3.328740759200795e-11,2.2226501412614564e-09,3.736705770383178e-07,8.08
9.997373407229713e-07,3.978697620418828e-09,2.149247820878319e-08,8.618632069599028e-08,1.0394515356078316e-09,2.7228417420583835e-09,2.930530228048691e-09,-2.978046080103286e-14,-1.1320883134667032e-15,6.486151088333162e-10,1.7984373687752974e-11,1.1959413941441803e-08,4.06191821860037e-09,1.5866912552725681e-07,1.0300131578564717e-09,3.340164956734904e-11,2.2268437810851026e-09,3.747914834478272e-07,8.09
9.984611705736861e-07,3.981271880006688e-09,2.1645089565948857e-08,8.618267495710097e-08,1.0394364313073944e-09,2.726326789147918e-09,2.930611627461715e-09,-2.962412038190123e-14,-1.13144355103333e-15,6.484393120883435e-10,1.8045820090831788e-11,1.1949031752536408e-08,4.069725991577485e-09,1.5865448908070761e-07,1.029946862743885e-09,3.3515999264481296e-11,2.2310501404847856e-09,3.759124679803586e-07,8.1
9.971841924159218e-07,3.983832606232062e-09,2.179845081946723e-08,8.617902824850352e-08,1.0394213286197202e-09,2.729812629376554e-09,2.9306930712081665e-09,-2.925997719600215e-14,-1.1220268848726339e-15,6.482633316151956e-10,1.8107333835391286e-11,1.1938653430164502e-08,4.077543223580832e-09,1.586398439539137e-07,1.029880521685108e-09,3.363045657640408e-11,2.2352691927968546e-09,3.7703352415837934e-07,8.11
9.9590641059818e-07,3.986379795348011e-09,2.195256410668237e-08,8.617538056838045e-08,1.039406227538068e-09,2.7332992647012257e-09,2.930774559339015e-09,-2.867988098798119e-14,-1.103429893099135e-15,6.48087167138144e-10,1.816891489623063e-11,1.1928278932010292e-08,4.085369952522884e-09,1.586251901386992e-07,1.0298141346359114e-09,3.3745021395625095e-11,2.239500912183316e-09,3.7815464549979004e-07,8.120000000000001
9.946278294723234e-07,3.9889134429621785e-09,2.21074315670623e-08,8.61717319149131e-08,1.039391128055677e-09,2.7367866970807603e-09,2.9308560919052212e-09,-2.7875475472930232e-14,-1.075231558172702e-15,6.47910818369609e-10,1.8230563247908404e-11,1.191790821636102e-08,4.0932062161524735e-09,1.5861052762689567e-07,1.0297477015520964e-09,3.3859693614147726e-11,2.243745273608388e-09,3.792758255176526e-07,8.13
9.93348453393852e-07,3.991433544043968e-09,2.226305534218375e-08,8.616808228628167e-08,1.0393760301657642e-09,2.7402749284759788e-09,2.9309376689577388e-09,-2.6838235628539717e-14,-1.0369997127773518e-15,6.477342850116257e-10,1.829227886473569e-11,1.190754124212077e-08,4.101052052071088e-09,1.5859585641034186e-07,1.0296812223894917e-09,3.39744731234587e-11,2.2480022528150672e-09,3.8039705771992063e-07,8.14
9.920682868777385e-07,3.9939402062648145e-09,2.241943751809625e-08,8.616443168060403e-08,1.0393609338594236e-09,2.7437639605613193e-09,2.931019290544654e-09,-2.6130858922543705e-14,-1.0135285662295387e-15,6.475575916418491e-10,1.8354061805159066e-11,1.1897178434192986e-08,4.1089074904013185e-09,1.5858117648189476e-07,1.0296146971089167e-09,3.4089360081665914e-11,2.2522717190334526e-09,3.815183353979007e-07,8.15
9.907873341822753e-07,3.996433398677279e-09,2.2576580256209596e-08,8.616078009609014e-08,1.0393458391304467e-09,2.7472537953342654e-09,2.9311009567173293e-09,-2.561996569249715e-14,-9.989166380099689e-16,6.473807325600017e-10,1.841591202788852e-11,1.1886819655635668e-08,4.116772565652942e-09,1.5856648783320888e-07,1.029548125665219e-09,3.4204354328856304e-11,2.256553677251759e-09,3.82639652162838e-07,8.16
9.895055995605394e-07,3.998913062687205e-09,2.273448573254063e-08,8.615712753095569e-08,1.0393307459730395e-09,2.750744434875033e-09,2.931182667527879e-09,-2.503596604560465e-14,-9.812214213253436e-16,6.472036961136954e-10,1.847782946998103e-11,1.1876464657584872e-08,4.124647315694165e-09,1.5855179045569677e-07,1.0294815080120765e-09,3.4319455637854195e-11,2.26084815705687e-09,3.8376100164423295e-07,8.17
9.8822308735024e-07,4.001379192484929e-09,2.2893156097718696e-08,8.615347398338437e-08,1.0393156543803791e-09,2.7542358811331093e-09,2.9312644230270847e-09,-2.4378457177009702e-14,-9.60380685742845e-16,6.470264823670633e-10,1.853981410767387e-11,1.186611341071331e-08,4.132531775259134e-09,1.5853708434125253e-07,1.0294148441055308e-09,3.443466390605867e-11,2.265155137776763e-09,3.8488237735955663e-07,8.18
9.869398018888134e-07,4.00383178153105e-09,2.305259350469373e-08,8.614981945155975e-08,1.0393005643456315e-09,2.757728136058598e-09,2.9313462232657127e-09,-2.3646390417888392e-14,-9.363028042205953e-16,6.468490913553028e-10,1.8601865917062316e-11,1.1855765886154418e-08,4.140425978705146e-09,1.5852236948177785e-07,1.0293481339016502e-09,3.454997903054975e-11,2.2694745998386913e-09,3.860037728249622e-07,8.19
9.85655747513423e-07,4.00627082255643e-09,2.3212800108736266e-08,8.614616393366523e-08,1.0392854758619512e-09,2.761221201602218e-09,2.9314280682945136e-09,-2.283807123544942e-14,-9.08866753107661e-16,6.466715230846764e-10,1.8663984874099615e-11,1.184542205550235e-08,4.148329960012651e-09,1.5850764586918205e-07,1.02928137735653e-09,3.4665400908088475e-11,2.2738065247691837e-09,3.871251815552847e-07,8.2
9.843709285609593e-07,4.008696307562192e-09,2.3373778067437458e-08,8.61425074278841e-08,1.0392703889224812e-09,2.7647150797153034e-09,2.931509958164221e-09,-2.195115923293398e-14,-8.779221121440426e-16,6.464937775325103e-10,1.8726170954597028e-11,1.1835081890811985e-08,4.156243752785252e-09,1.5849291349538205e-07,1.0292145744262926e-09,3.478092943511684e-11,2.2781508951940462e-09,3.882465970640413e-07,8.21
9.830853493680412e-07,4.0111082278197235e-09,2.3535529540708973e-08,8.613884993239945e-08,1.0392553035203539e-09,2.7682097723498033e-09,2.931591892925554e-09,-2.0982668149616352e-14,-8.432890644607009e-16,6.463158546471956e-10,1.8788424134223773e-11,1.1824745364598925e-08,4.1641673902496976e-09,1.5847817235230232e-07,1.0291477250670868e-09,3.4896564507757786e-11,2.2825076948383577e-09,3.8936801286343043e-07,8.22
9.817990142710134e-07,4.0135065738706725e-09,2.3698056690783155e-08,8.61351914453943e-08,1.03924021964869e-09,2.7717052814582824e-09,2.931673872629216e-09,-1.992896586080298e-14,-8.047583965795224e-16,6.461377543481875e-10,1.8850744388507093e-11,1.1814412449839491e-08,4.172100905255894e-09,1.58463422431875e-07,1.0290808292350888e-09,3.5012306021815264e-11,2.286876908526475e-09,3.904894224643331e-07,8.23
9.805119276059482e-07,4.015891335526951e-09,2.386136168221292e-08,8.613153196505146e-08,1.039225137300599e-09,2.7752016089939213e-09,2.9317558973258944e-09,-1.8785774377833095e-14,-7.620914984133395e-16,6.459594765260058e-10,1.8913131692832203e-11,1.1804083119970727e-08,4.180044330276896e-09,1.5844866372603978e-07,1.0290138868865014e-09,3.51281538727742e-11,2.2912585221820307e-09,3.91610819376312e-07,8.24
9.79224093708646e-07,4.018262501870733e-09,2.4025446681871768e-08,8.612787148955366e-08,1.0392100564691792e-09,2.7786987569105153e-09,2.9318379670662608e-09,-1.7548169848078548e-14,-7.150203632659282e-16,6.457810210422348e-10,1.8975586022442318e-11,1.1793757348890401e-08,4.187997697408911e-09,1.5843389622674402e-07,1.0289468979775547e-09,3.5244107955800475e-11,2.2956525228279325e-09,3.9273219710761175e-07,8.25
9.77935516914633e-07,4.020620061254454e-09,2.4190313858953805e-08,8.612421001708342e-08,1.0391949771475176e-09,2.7821967271624755e-09,2.9319200819009718e-09,-1.6210582554943806e-14,-6.632475878320056e-16,6.45602387729523e-10,1.903810735243864e-11,1.1783435110957e-08,4.195961038371296e-09,1.5841911992594258e-07,1.0288798624645053e-09,3.5360168165740966e-11,2.3000588985863645e-09,3.938535491651589e-07,8.26
9.76646201559164e-07,4.022964001300814e-09,2.4355965384973727e-08,8.612054754582317e-08,1.0391798993286899e-09,2.7856955217048282e-09,2.9320022418806678e-09,-1.476679691786598e-14,-6.064463721972308e-16,6.454235763915835e-10,1.9100695657780364e-11,1.1773116380989735e-08,4.2039343845065636e-09,1.58404334815598e-07,1.0288127803036372e-09,3.5476334397123506e-11,2.304477638678786e-09,3.9497486905456176e-07,8.27
9.753561519772199e-07,4.025294308902776e-09,2.4522403433766825e-08,8.611688407395518e-08,1.0391648230057606e-09,2.7891951424932155e-09,2.932084447055973e-09,-1.3209951492314807e-14,-5.44260519838205e-16,6.452445868031937e-10,1.9163350913284673e-11,1.176280113426854e-08,4.211917766780373e-09,1.5838954088768045e-07,1.028745651451261e-09,3.5592606544156916e-11,2.3089087334259327e-09,3.960961502801108e-07,8.28
9.74065372503509e-07,4.0276109702235616e-09,2.4689630181489017e-08,8.611321959966155e-08,1.0391497481717832e-09,2.7926955914838943e-09,2.9321666974774974e-09,-1.1532538969792329e-14,-4.763044376224589e-16,6.450654187101956e-10,1.9226073093626754e-11,1.1752489346534065e-08,4.219911215781539e-09,1.5837473813416757e-07,1.0286784758637138e-09,3.570898450073101e-11,2.313352174247816e-09,3.972173863447785e-07,8.290000000000001
