Time,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp,Hill,Bias,cell,complex_r1,complex_r2,complex_r3,complex_r4,complex_r5,complex_r6,complex_r7,complex_r8,complex_r9,complex_r10,complex_r11,complex_r12,phosphorylation_r1,phosphorylation_r2,phosphorylation_r3,phosphorylation_r4,phosphorylation_r5,phosphorylation_r6,phosphorylation_r7,phosphorylation_r8,phosphorylation_r9,phosphorylation_r10,phosphotransfer_r1,phosphotransfer_r2,phosphotransfer_r3,phosphotransfer_r4,phosphotransfer_r5,phosphotransfer_r6,phosphotransfer_r7,phosphotransfer_r8,phosphotransfer_r9,phosphotransfer_r10,phosphotransfer_r11,phosphotransfer_r12
0.1,1.6429003083984312e-06,1.2081341734570387e-10,3.0984408687291915e-06,6.126866712329019e-07,4.402511611174156e-11,1.3278830081633405e-07,9.281777485722626e-12,1.5852120287595333e-06,6.627643202013814e-07,1.405674239975706e-07,2.218250789165171e-09,1.614016949904525e-13,7.067163382343982e-08,5.24202717632481e-12,3.684483889535885e-08,1.710954148488887e-09,9.983608842640704e-06,1.639115735930356e-08,2e-05,1.999194060400773e-06,8.059395992274538e-10,1.63e-06,4.0,0.9999999956169814,1.41,-6.922065970494693e-06,-7.169782376327624e-06,-4.405090933709386e-07,-5.393054972509595e-07,-3.1980441561494324e-07,-2.956119495398626e-07,2.440003284526946e-07,7.385757909129422e-07,-9.690688796034838e-09,-2.8853578155604977e-06,-2.6576089114184677e-06,-3.0853891389053826e-07,8.052439540580676e-07,5.2584310170908586e-08,1.9610262286151492e-08,4.250155144228404e-09,2.2619869837868384e-09,7.099955300880964e-11,1.7455341700473006e-08,8.551266794348666e-10,2.3111531876618022e-07,3.9773119221874843e-10,2.0433392855261627e-09,7.446047904063469e-10,1.5698438958827876e-10,8.865935837681323e-11,2.729816202291462e-12,2.8937678481003803e-08,5.1020310042849527e-08,1.8592099479035043e-08,3.919756393573685e-09,2.213742957239884e-09,6.816100976840009e-11,7.225473216705328e-07
0.11,1.5984014791215551e-06,1.1754208296920635e-10,2.9608434670914227e-06,6.358281177658752e-07,4.582158487894822e-11,1.493681043316494e-07,1.050155190435936e-11,1.5343997052912908e-06,6.907490397753888e-07,1.586189293280239e-07,2.2181947735461416e-09,1.617365193545512e-13,6.68467567953462e-08,4.961363296732944e-12,4.504984720649431e-08,2.109344561531354e-09,9.979102127623289e-06,2.0897872376719172e-08,2e-05,1.998947023632647e-06,1.0529763673541098e-09,1.63e-06,4.0,0.9999999884190782,1.41,-6.402240514146194e-06,-6.66497450616163e-06,-4.4670298656946605e-07,-5.786157210315088e-07,-3.5037251919812335e-07,-3.2170381460917577e-07,2.4603200481371687e-07,7.170319720198698e-07,-9.259995875987012e-09,-2.87230303988726e-06,-2.632966294674001e-06,-2.788596947937521e-07,9.84564410697933e-07,5.1160036142243614e-08,2.0350950565332366e-08,4.780824915343102e-09,2.1395641447486456e-09,7.099776011689136e-11,1.7447462159936558e-08,1.0902420018934391e-09,2.946600005117404e-07,5.196438372892531e-10,1.9877649577983367e-09,7.748930292227098e-10,1.775927085064049e-10,8.39020702630923e-11,2.7351411294410554e-12,3.5671319559931336e-08,4.9616396245290755e-08,1.9342025039123473e-08,4.432873293675475e-09,2.094270928583374e-09,6.827157583834787e-11,8.903881311190225e-07
0.12,1.5569345701360264e-06,1.1450684689358063e-10,2.8307653069685265e-06,6.554996214388707e-07,4.735757538662153e-11,1.6553845393845084e-07,1.1695762530317907e-11,1.4868743192154155e-06,7.149678299871867e-07,1.7630219506847433e-07,2.208744706857752e-09,1.6133685904384213e-13,6.323807866874694e-08,4.695454107211238e-12,5.3862595506244796e-08,2.5396517147104077e-09,9.973848846621215e-06,2.615115337879357e-08,2e-05,1.9986513091038343e-06,1.3486908961665654e-09,1.63e-06,4.0,0.9999999716013155,1.41,-5.930999474569968e-06,-6.206053241640951e-06,-4.492942093649446e-07,-6.122066038907409e-07,-3.7852630395074564e-07,-3.4531100581892506e-07,2.4010955233340515e-07,6.945649718891902e-07,-8.815339725190287e-09,-2.841004892047204e-06,-2.5925397373657944e-06,-2.521966157260389e-07,1.17716702478898e-06,4.98328047863438e-08,2.0980576383393934e-08,5.298389295207996e-09,2.0240611839505836e-09,7.069529183239607e-11,1.7438277323432532e-08,1.3643056717716604e-09,3.687312626409894e-07,6.655789572582e-10,1.936149334906453e-09,8.007498291591663e-10,1.977588542399059e-10,7.93935087148965e-11,2.7279788135633576e-12,4.294192977735596e-08,4.830972947327632e-08,1.9979867732837148e-08,4.934369770468419e-09,1.9809830051854807e-09,6.806702154430797e-11,1.0714633283722028e-06
0.13,1.518164471400452e-06,1.1168015018175185e-10,2.7077674531026732e-06,6.721677826689925e-07,4.866891014443842e-11,1.8121920683775374e-07,1.2858116926912691e-11,1.4423099967291156e-06,7.358941707153214e-07,1.9352041032236164e-07,2.192057918808182e-09,1.6037195482023527e-13,5.986675770668574e-08,4.4465394857929644e-12,6.321245099931996e-08,2.9984628255364705e-09,9.967836314402155e-06,3.216368559785406e-08,2e-05,1.998303498377435e-06,1.6965016225655514e-09,1.63e-06,4.0,0.9999999350172557,1.41,-5.502883214313501e-06,-5.787806301434449e-06,-4.489906858567488e-07,-6.404056219605576e-07,-4.0426958387175533e-07,-3.66496658975876e-07,2.2997069557099475e-07,6.717489884188162e-07,-8.368470704284331e-09,-2.795665361907074e-06,-2.5402414570313514e-06,-2.2835947564514655e-07,1.3815081165901376e-06,4.859189023611427e-08,2.151407421988644e-08,5.800283153255984e-09,1.9161553139178902e-09,7.016119780729348e-11,1.742776501210073e-08,1.677979477640046e-09,4.5350796692974224e-07,8.372235507360995e-10,1.888025262471552e-09,8.22779443796557e-10,2.1737479351806003e-10,7.517162956972927e-11,2.7111917525163287e-12,5.069095585904489e-08,4.708876001331507e-08,2.05207337756206e-08,5.421489684685866e-09,1.874836579244201e-09,6.761914701141036e-11,1.2642702948621577e-06
0.14,1.481812986325231e-06,1.0904158234798756e-10,2.591429663970628e-06,6.862328058531302e-07,4.9786279902277485e-11,1.9635444636676118e-07,1.3984202044710802e-11,1.4004316469832632e-06,7.539399516949693e-07,2.1020335859827376e-07,2.1698402398738846e-09,1.5897588502488698e-13,5.673524562347045e-08,4.215170390681725e-12,7.303206742728092e-08,3.4825169675376695e-09,9.961062989846817e-06,3.893701015319157e-08,2e-05,1.9979005910273173e-06,2.099408972683322e-09,1.63e-06,4.0,0.9999998604322154,1.41,-5.113179206460098e-06,-5.4057696831894485e-06,-4.4637721805394485e-07,-6.635993055335629e-07,-4.276564897334268e-07,-3.853650503870657e-07,2.1786946637887831e-07,6.489889387107806e-07,-7.927603177855102e-09,-2.739687759311281e-06,-2.4791972132869462e-06,-2.070989913945589e-07,1.5961158336232246e-06,4.742838825331167e-08,2.1964253416941137e-08,6.2847167648609255e-09,1.8159250066704188e-09,6.945007655764343e-11,1.7415922531448175e-08,2.031343819692004e-09,5.490118431600012e-07,1.0360583280192193e-09,1.843046885793801e-09,8.414996018337264e-10,2.363643251852647e-10,7.12458173694099e-11,2.687048403941644e-12,5.88623341071942e-08,4.594499397288092e-08,2.0977596626783706e-08,5.892284987293609e-09,1.7760745398621061e-09,6.698496043456074e-11,1.4673688480908839e-06
0.15,1.4476479698312404e-06,1.06572931781469e-10,2.4813543925905707e-06,6.980393440831009e-07,5.073597979432053e-11,2.109072861761155e-07,1.5071076179992757e-11,1.3610035362685288e-06,7.694645432021188e-07,2.263020615653353e-07,2.1434379286360733e-09,1.572540529698553e-13,5.3835119906320324e-08,4.0009329314320115e-12,8.325816963046431e-08,3.988744625333006e-09,9.95353690151407e-06,4.6463098485937576e-08,2e-05,1.997439982158847e-06,2.5600178411534313e-09,1.63e-06,4.0,0.999999717012408,1.41,-4.757796216030622e-06,-5.056100919752549e-06,-4.4194046083491887e-07,-6.822021280206029e-07,-4.487759350430487e-07,-4.0204591981859535e-07,2.0510735060962058e-07,6.265554823156048e-07,-7.498343167516621e-09,-2.6758277663085123e-06,-2.411904333726868e-06,-1.881491519402092e-07,1.8196072972737975e-06,4.6334868570388514e-08,2.234214528606781e-08,6.750509508638928e-09,1.7231006828415946e-09,6.860501778185481e-11,1.74027639186072e-08,2.423979848011363e-09,6.551296886517199e-07,1.2633688046092183e-09,1.800905875729397e-09,8.573539509060164e-10,2.546762033512314e-10,6.760913399088843e-11,2.65733280713703e-12,6.740317182299108e-08,4.4870892868711337e-08,2.136160351305932e-08,6.345444695800605e-09,1.6845312401586856e-09,6.620939900996475e-11,1.6793995414423457e-06
0.16,1.415468914632484e-06,1.0425803957467456e-10,2.3771625209311207e-06,7.078841250915834e-07,5.1540586120040476e-11,2.2485577571470654e-07,1.611694097027693e-11,1.3238200861934703e-06,7.827796190162988e-07,2.4178451679157215e-07,2.1138904296491977e-09,1.5528765323742863e-13,5.1152440649823886e-08,3.802896269165219e-12,9.383190414141923e-08,4.5142901940592895e-09,9.945274153948348e-06,5.472584605165977e-08,2e-05,1.9969194370087164e-06,3.080562991284389e-09,1.63e-06,4.0,0.999999455366257,1.41,-4.433150470321174e-06,-4.735444348753995e-06,-4.360929299019637e-07,-6.96631434405878e-07,-4.677383049546349e-07,-4.166829769138945e-07,1.9241527912082695e-07,6.046053557276467e-07,-7.084294930340364e-09,-2.6062992489693955e-06,-2.34034665431177e-06,-1.7125121974115754e-07,2.050696265010717e-06,4.530491355064192e-08,2.2657247191806308e-08,7.1969588133006126e-09,1.6372361678789132e-09,6.765929098178188e-11,1.738831733076329e-08,2.85504738851509e-09,7.716344293284028e-07,1.5202578361988457e-09,1.761328902146635e-09,8.707234889236919e-10,2.722786085461323e-10,6.424589545393068e-11,2.6234200538338797e-12,7.626414062561359e-08,4.385980346147707e-08,2.1682356456503172e-08,6.7801568707827885e-09,1.5998217847795317e-09,6.532720142036953e-11,1.8990946068739337e-06
0.17,1.3851020132366706e-06,1.0208317807431246e-10,2.278496216855227e-06,7.160233574732257e-07,5.221949957199849e-11,2.3818960349740248e-07,1.7120885938192136e-11,1.2887001225798147e-06,7.941572195234374e-07,2.5663210933949077e-07,2.082042057486612e-09,1.5314144301445738e-13,4.8670986414549215e-08,3.619899969869385e-12,1.0469899161431e-07,5.056518311711539e-09,9.93629755127452e-06,6.370244872548862e-08,2e-05,1.996337064347332e-06,3.6629356526691055e-09,1.63e-06,4.0,0.9999990000945922,1.41,-4.136093548951877e-06,-4.440863312106526e-06,-4.2916578543584804e-07,-7.072951473127767e-07,-4.846668635875641e-07,-4.2942588368608493e-07,1.8018197090587536e-07,5.832546952082282e-07,-6.6877723680563265e-09,-2.5328821504740896e-06,-2.266097251992642e-06,-1.5616583644603777e-07,2.288196461730745e-06,4.433296013766612e-08,2.2917759602645535e-08,7.623734639141362e-09,1.5578122621704768e-09,6.663992013397399e-11,1.7372622638648368e-08,3.323356750008741e-09,8.982045270293898e-07,1.8076587445922033e-09,1.7240839750255654e-09,8.819357321575369e-10,2.89154840602531e-10,6.113653245301717e-11,2.5864076020567708e-12,8.539959624198747e-08,4.290610960739452e-08,2.1948136946211045e-08,7.196000580085966e-09,1.5214634556337604e-09,6.436617338294133e-11,2.1252818829382236e-06
0.18,1.3563945250176134e-06,1.0003659140641197e-10,2.185019075923417e-06,7.226789967540309e-07,5.2789450223459506e-11,2.5090724561791787e-07,1.808266404800942e-11,1.2554820051796361e-06,8.038353364359519e-07,2.7083654514136516e-07,2.0485807953141916e-09,1.5086801082115153e-13,4.637448895499075e-08,3.450751020735201e-12,1.1580977130612395e-07,5.613016640888162e-09,9.926635284327923e-06,7.336471567208492e-08,2e-05,1.995691289414801e-06,4.308710585199407e-09,1.63e-06,4.0,0.9999982409303538,1.41,-3.8638485658635146e-06,-4.169774897588927e-06,-4.2142359143007714e-07,-7.14583291805625e-07,-4.99690622791588e-07,-4.404240581921975e-07,1.6861978196475383e-07,5.625905482587614e-07,-6.310140137738689e-09,-2.4570036731455796e-06,-2.1903995450194553e-06,-1.426788291069388e-07,2.531022551895339e-06,4.3414119562238754e-08,2.3130786649106267e-08,8.030788210492698e-09,1.484308267982389e-09,6.556892551562133e-11,1.735572913111894e-08,3.82743721661267e-09,1.0344424909763975e-06,2.1263486737959073e-09,1.6889726236227524e-09,8.912732330242539e-10,3.0529953200002495e-10,5.826092155901322e-11,2.547187348898551e-12,9.476763761256464e-08,4.2005031862502586e-08,2.21661144933641e-08,7.592850464184055e-09,1.4489588713261052e-09,6.334897573457968e-11,2.3568870103480174e-06
0.19,1.3292098370646798e-06,9.810771428868257e-11,2.0964138974385834e-06,7.280438088991756e-07,5.326491417779483e-11,2.63013723411058e-07,1.900251623246275e-11,1.2240198666468178e-06,8.120218823675742e-07,2.843974404773622e-07,2.014044845103167e-09,1.485095407750797e-13,4.424767883947394e-08,3.2943161645829186e-12,1.2711907935403318e-07,6.181590759844241e-09,9.916319730952424e-06,8.36802690475844e-08,2e-05,1.994980826643748e-06,5.019173356252798e-09,1.63e-06,4.0,0.9999970226778938,1.41,-3.613954614825223e-06,-3.9198920213699045e-06,-4.130859613094992e-07,-7.18862123640118e-07,-5.129390194695335e-07,-4.498224239915372e-07,1.5785588854330697e-07,5.426570110936947e-07,-5.951992358419867e-09,-2.379799762515831e-06,-2.114229800376718e-06,-1.3060167217789007e-07,2.778187479282395e-06,4.2544019254929206e-08,2.3302498191435914e-08,8.418280245217735e-09,1.4162354566150424e-09,6.446353335721706e-11,1.7337693417597216e-08,4.365599636212477e-09,1.1798917935709401e-06,2.4769620513107557e-09,1.6558166557319286e-09,8.989806020982651e-10,3.2071568588320314e-10,5.559994557117687e-11,2.5064753871127932e-12,1.0433003167264116e-07,4.1152293683187104e-08,2.2342518191836312e-08,7.970801627452105e-09,1.3818349277945173e-09,6.229386018257624e-11,2.5929320667878536e-06
