AA,AAp,B,Bp,SetYp,TT,TTAA,TTAAp,TTW,TTWAA,TTWAAp,TTWW,TTWWAA,TTWWAAp,W,WAA,WAAp,WWAA,WWAAp,Y,Yp,Z,Time
3.972782579506874e-07,3.481714595860496e-11,1.073334944640092e-06,9.266650553599105e-07,1.63e-06,1.8242683255481068e-07,1.8501671643727263e-09,1.6220353276549346e-13,8.792817890771871e-07,4.753729295086763e-10,4.1661785959914023e-14,3.246505462655291e-07,1.0485884768222612e-06,6.27338774086122e-08,2.363653625952591e-08,7.533499586266057e-07,6.600439605109546e-11,2.3560880946760316e-07,2.0653546827621557e-11,8.420504745574546e-06,1.5794952544254691e-06,2e-05,4.23
3.971020331340137e-07,3.480373974019627e-11,1.0725327807072425e-06,9.274672192927599e-07,1.63e-06,1.8226658313439903e-07,1.8476869984742738e-09,1.6199522151823164e-13,8.793001240234818e-07,4.751485283676807e-10,4.164456782830783e-14,3.245776243587713e-07,1.0487901897966007e-06,6.274970560773193e-08,2.36191976623562e-08,7.535627501723443e-07,6.6026998484441e-11,2.353574179973696e-07,2.0632710906424733e-11,8.420152632101723e-06,1.5798473678982908e-06,2e-05,4.24
3.969268503353279e-07,3.479041143714695e-11,1.0717354179812685e-06,9.28264582018734e-07,1.63e-06,1.8210741770098002e-07,1.8452244164083311e-09,1.6178838100996935e-13,8.793176311992702e-07,4.749252730323158e-10,4.1627433720876516e-14,3.2450567508137924e-07,1.0489907445265912e-06,6.276544447415653e-08,2.3601993735602778e-08,7.537746734648854e-07,6.604950445420426e-11,2.3510708154373622e-07,2.0611957995103885e-11,8.419802545368664e-06,1.5801974546313517e-06,2e-05,4.25
3.967527025362393e-07,3.4777160532704525e-11,1.07094282885875e-06,9.290571711412524e-07,1.63e-06,1.819493278100837e-07,1.8427792685514146e-09,1.6158299934713068e-13,8.79334319577782e-07,4.747031572266569e-10,4.161038310147922e-14,3.244346901507934e-07,1.0491901483796521e-06,6.278109455017804e-08,2.3584922854335136e-08,7.539857336302196e-07,6.607191451183083e-11,2.348577942457031e-07,2.0591287658880623e-11,8.419454472642723e-06,1.5805455273572912e-06,2e-05,4.26
3.965795827716485e-07,3.476398651300782e-11,1.0701549858741653e-06,9.298450141258371e-07,1.63e-06,1.8179230508963002e-07,1.8403514063810183e-09,1.6137906458870633e-13,8.793501980502822e-07,4.744821747100987e-10,4.15934154267075e-14,3.243646613470828e-07,1.0493884086731853e-06,6.279665637391585e-08,2.3567983418016812e-08,7.541959357532032e-07,6.609422920476681e-11,2.3460955028316578e-07,2.0570699466285142e-11,8.419108401276411e-06,1.5808915987236024e-06,2e-05,4.2700000000000005
3.9640748412902077e-07,3.475088886695793e-11,1.0693718616994294e-06,9.306281383005731e-07,1.63e-06,1.816363412389141e-07,1.8379406824290428e-09,1.6117656472781437e-13,8.793652754268164e-07,4.742623192768588e-10,4.15765301456029e-14,3.242955805124093e-07,1.049585532675438e-06,6.281213047930666e-08,2.3551173849582638e-08,7.544052848778542e-07,6.611644907647868e-11,2.3436234387653867e-07,2.0550192989170003e-11,8.418764318705917e-06,1.5812356812940978e-06,2e-05,4.28
3.9623639974765896e-07,3.47378670860891e-11,1.0685934291434345e-06,9.31406570856568e-07,1.63e-06,1.8148142802759152e-07,1.8355469502352212e-09,1.6097548767326042e-13,8.793795604369561e-07,4.740435847554831e-10,4.155972669937452e-14,3.2422743955049075e-07,1.0497815276063656e-06,6.282751739609472e-08,2.3534492594515974e-08,7.54613786007652e-07,6.613857466647322e-11,2.3411616928637854e-07,2.0529767802723842e-11,8.41842221244963e-06,1.5815777875503849e-06,2e-05,4.29
3.9606632281797667e-07,3.472492066443958e-11,1.0678196611515893e-06,9.321803388484132e-07,1.63e-06,1.8132755729466357e-07,1.833170064300545e-09,1.6077582123109852e-13,8.793930617305427e-07,4.738259650083487e-10,4.154300452111655e-14,3.241602304260652e-07,1.0499764006384943e-06,6.284281764982179e-08,2.3517938119925975e-08,7.548214441058329e-07,6.616060651031739e-11,2.3387102081300783e-07,2.0509423485485144e-11,8.418082070106682e-06,1.5819179298933336e-06,2e-05,4.3
3.9589724658077106e-07,3.4712049098422585e-11,1.0670505308053583e-06,9.32949469194644e-07,1.63e-06,1.8117472094746268e-07,1.8308098800406914e-09,1.605775530861914e-13,8.794057878784328e-07,4.736094539311694e-10,4.152636303552585e-14,3.240939451643548e-07,1.0501701588977851e-06,6.28580317618174e-08,2.3501508913624844e-08,7.550282640956895e-07,6.618254513965819e-11,2.3362689279613827e-07,2.0489159619355986e-11,8.417743879355464e-06,1.5822561206445511e-06,2e-05,4.3100000000000005
3.957291643264962e-07,3.469925188669716e-11,1.0662860113218027e-06,9.337139886781997e-07,1.63e-06,1.810229109606375e-07,1.8284662537394512e-09,1.6038067078377134e-13,8.794177473732436e-07,4.733940454524993e-10,4.150980165861955e-14,3.240285758505293e-07,1.050362809464495e-06,6.287316024918883e-08,2.348520348320506e-08,7.552342508608674e-07,6.620439108224253e-11,2.3338377961449444e-07,2.0468975789615783e-11,8.417407627952164e-06,1.5825923720478493e-06,2e-05,4.32
3.9556206939453584e-07,3.468652853003906e-11,1.0655260760531182e-06,9.344739239468842e-07,1.63e-06,1.8087211937513847e-07,1.8261390425021537e-09,1.601851617110003e-13,8.794289486300975e-07,4.731797335332376e-10,4.14933197974525e-14,3.2396411462917014e-07,1.050554359374042e-06,6.288820362481127e-08,2.346902035511667e-08,7.554394092456629e-07,6.622614486193716e-11,2.3314167568543674e-07,2.0448871584935027e-11,8.417073303729295e-06,1.582926696270719e-06,2e-05,4.33
3.9539595517247655e-07,3.467387853121169e-11,1.0647706984861755e-06,9.35229301513827e-07,1.63e-06,1.8072233829720295e-07,1.8238281042090942e-09,1.599910130785308e-13,8.794393999873663e-07,4.729665121661327e-10,4.1476916849834966e-14,3.2390055370373417e-07,1.0507448156178667e-06,6.29031623973179e-08,2.345295807374449e-08,7.556437440553203e-07,6.624780699874856e-11,2.3290057546458529e-07,2.0428846597389053e-11,8.416740894594216e-06,1.5832591054057984e-06,2e-05,4.34
3.952308150953809e-07,3.466130139483695e-11,1.0640198522420601e-06,9.359801477579422e-07,1.63e-06,1.805735598973404e-07,1.8215332974689614e-09,1.5979821190206624e-13,8.79449109707417e-07,4.72754375375286e-10,4.146059220405009e-14,3.238378853360175e-07,1.0509341851442957e-06,6.291803707109002e-08,2.3437015200485394e-08,7.558472600563307e-07,6.626937800884279e-11,2.3266047344544323e-07,2.0408900422471772e-11,8.416410388527667e-06,1.5835896114723463e-06,2e-05,4.3500000000000005
3.950666426450602e-07,3.4648796627266194e-11,1.063273511075612e-06,9.367264889243903e-07,1.63e-06,1.8042577640931807e-07,1.8192544815722635e-09,1.5960674498392156e-13,8.794580859773562e-07,4.725433172156573e-10,4.144434523857151e-14,3.2377610184561935e-07,1.0511224748594047e-06,6.293282814624712e-08,2.3421190312825556e-08,7.560499619767284e-07,6.629085840456534e-11,2.3242136415902012e-07,2.038903265910943e-11,8.416081773582303e-06,1.583918226417712e-06,2e-05,4.36
3.94903431349348e-07,3.4636363736451065e-11,1.062531648874965e-06,9.374683511250374e-07,1.63e-06,1.8027898012914585e-07,1.8169915164447543e-09,1.5941659889458378e-13,8.794663369097752e-07,4.72333331772568e-10,4.1428175321780876e-14,3.2371519560940577e-07,1.0513096916278809e-06,6.2947536118637e-08,2.3405482003417693e-08,7.562518545063888e-07,6.63122486944611e-11,2.3218324217345547e-07,2.036924290967434e-11,8.415755037881208e-06,1.5842449621188068e-06,2e-05,4.37
3.9474117478137256e-07,3.462400223181442e-11,1.0617942396610858e-06,9.382057603389165e-07,1.63e-06,1.801331634140618e-07,1.8147442626008608e-09,1.5922775995427234e-13,8.79473870543495e-07,4.721244131612059e-10,4.1412081811685454e-14,3.236551590609736e-07,1.0514958422738866e-06,6.29621614798259e-08,2.3389888879158313e-08,7.564529422973266e-07,6.633354938329423e-11,2.319461020936421e-07,2.0349530779998653e-11,8.41543016961644e-06,1.5845698303835747e-06,2e-05,4.38
3.9457986655883043e-07,3.461171162412126e-11,1.0610612575873145e-06,9.389387424126879e-07,1.63e-06,1.7998831868151752e-07,1.8125125810971106e-09,1.5904021421449996e-13,8.794806948443108e-07,4.719165555261296e-10,4.139606405563567e-14,3.2359598469011417e-07,1.0516809335819222e-06,6.297670471708852e-08,2.3374409560264986e-08,7.566532299639927e-07,6.635476097206794e-11,2.317099385608496e-07,2.032989587938808e-11,8.41510715704755e-06,1.5848928429524646e-06,2e-05,4.39
3.944195003432592e-07,3.4599491425349544e-11,1.060332676938904e-06,9.396673230610984e-07,1.63e-06,1.7984443840816324e-07,1.8102963334855565e-09,1.5885394743963287e-13,8.794868177057371e-07,4.717097530407725e-10,4.1380121390042657e-14,3.235376650422771e-07,1.051864972297689e-06,6.299116631339824e-08,2.3359042679353568e-08,7.568527220835723e-07,6.637588395804453e-11,2.3147474625234785e-07,2.031033782063566e-11,8.414785988500114e-06,1.5852140114999e-06,2e-05,4.4
3.9426007005476214e-07,3.458734128180948e-11,1.059608472322475e-06,9.403915276775275e-07,1.63e-06,1.7970151546921212e-07,1.8080954371305102e-09,1.5866896275503442e-13,8.794922467416972e-07,4.715039996033889e-10,4.136425488281689e-14,3.234801928689067e-07,1.0520479647225375e-06,6.300554681555912e-08,2.3343787309666258e-08,7.570514231775026e-07,6.639691882437917e-11,2.3124051996747873e-07,2.029085617224008e-11,8.414466653087031e-06,1.5855333469129825e-06,2e-05,4.41
3.941015710643805e-07,3.4575261711899465e-11,1.0588886197172443e-06,9.411113802827582e-07,1.63e-06,1.795595450223308e-07,1.805910171745703e-09,1.5848537846033974e-13,8.794969881351232e-07,4.712992871555497e-10,4.134847698370062e-14,3.2342356196238726e-07,1.0522299144637469e-06,6.301984721154405e-08,2.3328645340644364e-08,7.572493376077766e-07,6.641786598262562e-11,2.310072551060018e-07,2.0271450193744135e-11,8.414149144709504e-06,1.585850855290509e-06,2e-05,4.42
3.939439957449632e-07,3.4563251354814035e-11,1.0581730925534017e-06,9.418269074466008e-07,1.63e-06,1.7941851747886134e-07,1.8037400362675882e-09,1.5830306325100133e-13,8.795010509344059e-07,4.710956119491903e-10,4.133277554221348e-14,3.23367764040461e-07,1.0524108308265665e-06,6.30340675235642e-08,2.3313612616376272e-08,7.574464699649774e-07,6.643872598719458e-11,2.3077494588282897e-07,2.025211982257532e-11,8.41383344713265e-06,1.5861665528673655e-06,2e-05,4.43
3.93787337968605e-07,3.4551309752353556e-11,1.0574618656766765e-06,9.42538134323326e-07,1.63e-06,1.7927842560918578e-07,1.801584904675932e-09,1.5812200504024362e-13,8.795044427103813e-07,4.708929682084597e-10,4.131715019165121e-14,3.233127918955842e-07,1.052590720330032e-06,6.304820823071834e-08,2.3298687894423215e-08,7.576428246765017e-07,6.645949931853628e-11,2.3054358713250318e-07,2.0232864676193616e-11,8.413519549073875e-06,1.5864804509261395e-06,2e-05,4.44
3.93631591649685e-07,3.453943644817077e-11,1.0567549140642404e-06,9.432450859357622e-07,1.63e-06,1.7913926224109363e-07,1.799444651747012e-09,1.5794219153230097e-13,8.795071709633227e-07,4.706913501809763e-10,4.1301600569762634e-14,3.232586383746454e-07,1.0527695894547756e-06,6.306226980841134e-08,2.3283869944269163e-08,7.578384061337871e-07,6.648018645335925e-11,2.303131737245187e-07,2.0213684375154197e-11,8.413207439316234e-06,1.5867925606837806e-06,2e-05,4.45
3.9347675074417156e-07,3.452763098766199e-11,1.0560522128242753e-06,9.439477871757271e-07,1.63e-06,1.7900102025881912e-07,1.797319153015493e-09,1.5776361020667413e-13,8.795092431236545e-07,4.704907521372863e-10,4.1286126318733124e-14,3.232052963784524e-07,1.0529474446438273e-06,6.307625272835479e-08,2.3269157546463536e-08,7.580332186926072e-07,6.650078786464861e-11,2.3008370056295732e-07,2.0194578543113865e-11,8.412897106707055e-06,1.5871028932929604e-06,2e-05,4.46
3.933228092489292e-07,3.451589291785841e-11,1.055353737195543e-06,9.446462628044595e-07,1.63e-06,1.7886369260207817e-07,1.795208284736302e-09,1.5758624830238672e-13,8.795106665526646e-07,4.702911683703204e-10,4.127072708516814e-14,3.231527588612187e-07,1.053124292303415e-06,6.309015745856756e-08,2.325454949176397e-08,7.582272666733661e-07,6.652130402168433e-11,2.2985516258612525e-07,2.0175546806837517e-11,8.41258854015658e-06,1.5874114598434337e-06,2e-05,4.47
3.9316976120102373e-07,3.450422178731721e-11,1.0546594625469524e-06,9.4534053745305e-07,1.63e-06,1.7872727226510598e-07,1.7931119238465045e-09,1.5741009280224162e-13,8.79511448543218e-07,4.700925931948529e-10,4.125540252007671e-14,3.23101018830051e-07,1.0533001388037676e-06,6.310398446337617e-08,2.324004458027905e-08,7.584205543613935e-07,6.654173539005965e-11,2.2962755476618963e-07,2.0156588796204595e-11,8.412281728636617e-06,1.5877182713633983e-06,2e-05,4.48
3.930176006770288e-07,3.449261714601293e-11,1.0539693643771294e-06,9.46030635622873e-07,1.63e-06,1.7859175229569398e-07,1.7910299479271792e-09,1.5723513041707765e-13,8.795115963204704e-07,4.698950209469597e-10,4.124015227885492e-14,3.230500693444355e-07,1.0534749904799133e-06,6.311773420341536e-08,2.3225641620611052e-08,7.58613086007239e-07,6.65620824316992e-11,2.2940087210881532e-07,2.0137704144215544e-11,8.411976661179158e-06,1.5880233388208571e-06,2e-05,4.49
3.9286632179233134e-07,3.4481078545228574e-11,1.0532834183139849e-06,9.467165816860176e-07,1.63e-06,1.784571257942273e-07,1.7889622351652921e-09,1.570613475700259e-13,8.795111170425796e-07,4.696984459834755e-10,4.1224976021269445e-14,3.2299990351572484e-07,1.0536488536324825e-06,6.31314071356286e-08,2.3211339428998667e-08,7.588048658269673e-07,6.658234560487747e-11,2.2917510965280134e-07,2.011889248699826e-11,8.411673326875036e-06,1.5883266731249786e-06,2e-05,4.5
3.927159187004377e-07,3.446960553744692e-11,1.0526016001142833e-06,9.473983998857192e-07,1.63e-06,1.7832338591272186e-07,1.786908664315573e-09,1.5688873038076616e-13,8.795100178014211e-07,4.695028626814522e-10,4.1209873411441045e-14,3.2295051450662526e-07,1.0538217345285077e-06,6.314500371326859e-08,2.3197136828459764e-08,7.589958980024523e-07,6.6602525364237e-11,2.2895026246971775e-07,2.0100153463814553e-11,8.411371714872558e-06,1.5886282851274572e-06,2e-05,4.51
3.925663855922797e-07,3.445819767624173e-11,1.051923885663211e-06,9.480761143367915e-07,1.63e-06,1.781905258538616e-07,1.784869114662391e-09,1.5671726464978362e-13,8.795083056232989e-07,4.69308265437617e-10,4.1194844117828056e-14,3.2290189553068303e-07,1.0539936394022247e-06,6.31585243858977e-08,2.3183032647934104e-08,7.59186186681673e-07,6.662262216080673e-11,2.2872632566354186e-07,2.008148671706658e-11,8.41107181437614e-06,1.5889281856238739e-06,2e-05,4.5200000000000005
3.924177166955204e-07,3.444685451616896e-11,1.051250250973946e-06,9.487497490260565e-07,1.63e-06,1.7805853887003589e-07,1.782843465981629e-09,1.5654693584262512e-13,8.795059874696607e-07,4.691146486678305e-10,4.1179887813209895e-14,3.2285403985177167e-07,1.0541645744558742e-06,6.317196959938857e-08,2.3169025721426126e-08,7.59375735979007e-07,6.66426364420203e-11,2.2850329437029557e-07,2.0062891892303338e-11,8.410773614644956e-06,1.5892263853550583e-06,2e-05,4.53
3.922699062738598e-07,3.443557561265804e-11,1.050580672187225e-06,9.494193278127775e-07,1.63e-06,1.779274182623765e-07,1.7808315985025595e-09,1.563777290741558e-13,8.795030702378095e-07,4.689220068065439e-10,4.116500417467058e-14,3.2280694078357846e-07,1.0543345458605013e-06,6.318533979592453e-08,2.3155114887147618e-08,7.595645499755257e-07,6.666256865173429e-11,2.2828116375768125e-07,2.004436863822708e-11,8.410477104991566e-06,1.5895228950084482e-06,2e-05,4.54
3.921229486263412e-07,3.442436052190303e-11,1.049915125570913e-06,9.500848744290895e-07,1.63e-06,1.777971573797952e-07,1.7788333928697186e-09,1.5620962909281544e-13,8.794995607616171e-07,4.687303343062577e-10,4.1150192883582214e-14,3.2276059168909157e-07,1.054503559756758e-06,6.319863541400015e-08,2.3141298986660526e-08,7.597526327192897e-07,6.66824192302466e-11,2.2805992902471888e-07,2.0025916606699787e-11,8.410182274780563e-06,1.5898177252194508e-06,2e-05,4.55
3.9197683808665693e-07,3.441320880075392e-11,1.0492535875195719e-06,9.507464124804306e-07,1.63e-06,1.776677496180206e-07,1.7768487301047832e-09,1.5604262026487502e-13,8.79495465812238e-07,4.685396256369799e-10,4.1135453625588483e-14,3.227149859800866e-07,1.0546716222557036e-06,6.321185688842171e-08,2.312757686401964e-08,7.599399882256425e-07,6.670218861431474e-11,2.2783958540138253e-07,2.0007535452749617e-11,8.40988911342721e-06,1.590110886572803e-06,2e-05,4.5600000000000005
3.918315690224542e-07,3.440212000660785e-11,1.0485960345540286e-06,9.514039654459739e-07,1.63e-06,1.775391884186357e-07,1.774877491568445e-09,1.558766865586933e-13,8.794907920988215e-07,4.683498752856831e-10,4.112078609058819e-14,3.226701171166139e-07,1.0548387394396047e-06,6.322500465030772e-08,2.3113947364915373e-08,7.601266204775062e-07,6.672187723717405e-11,2.2762012814823697e-07,1.9989224834577373e-11,8.40959761039608e-06,1.590402389603934e-06,2e-05,4.57
3.9168713583464114e-07,3.439109369730028e-11,1.0479424433209436e-06,9.520575566790588e-07,1.63e-06,1.7741146726811494e-07,1.7729195589222858e-09,1.5571181152897307e-13,8.794855462692258e-07,4.681610777557629e-10,4.110618997271873e-14,3.2262597860648485e-07,1.0550049173627378e-06,6.323807912708944e-08,2.3100409335816485e-08,7.603125334256753e-07,6.67414855285561e-11,2.2740155255607435e-07,1.9970984413562934e-11,8.40930775519969e-06,1.590692244800324e-06,2e-05,4.58
3.9154353295669256e-07,3.438012943099631e-11,1.0472927905923806e-06,9.527072094076219e-07,1.63e-06,1.7728457969686157e-07,1.7709748140906537e-09,1.5554797830101779e-13,8.794797349107305e-07,4.679732275664963e-10,4.1091664970339576e-14,3.2258256400475906e-07,1.0551701620521893e-06,6.325108074251132e-08,2.3086961623112804e-08,7.604977309891122e-07,6.676101391470691e-11,2.2718385394555082e-07,1.995281385427173e-11,8.409019537397149e-06,1.5909804626028657e-06,2e-05,4.59
3.91400754853956e-07,3.436922676608184e-11,1.0466470532653733e-06,9.533529467346292e-07,1.63e-06,1.7715851927824485e-07,1.769043139222536e-09,1.5538516955498802e-13,8.794733645507497e-07,4.677863192524988e-10,4.107721078601585e-14,3.2253986691323124e-07,1.0553344795086563e-06,6.326400991663158e-08,2.3073603072258003e-08,7.60682217055242e-07,6.678046281840532e-11,2.2696702766682318e-07,1.9934712824461174e-11,8.408732946592789e-06,1.5912670534072254e-06,2e-05,4.6000000000000005
3.912587960229578e-07,3.4358385261054844e-11,1.046005208361496e-06,9.539947916385065e-07,1.63e-06,1.7703327962763715e-07,1.7671244166534382e-09,1.5522336751015796e-13,8.794664416575457e-07,4.676003473631835e-10,4.106282712650174e-14,3.224978809799177e-07,1.0554978757072479e-06,6.327686706582265e-08,2.306033252691232e-08,7.608659954802464e-07,6.679983265898124e-11,2.2675106909918555e-07,1.991668099508715e-11,8.40844797243481e-06,1.5915520275652044e-06,2e-05,4.61
3.9111765318630064e-07,3.434760539234633e-11,1.0453672330000837e-06,9.546327669999188e-07,1.63e-06,1.7690885725845103e-07,1.7652187535213174e-09,1.5506274141056394e-13,8.794589719583997e-07,4.674153118773979e-10,4.104851254224958e-14,3.2245660073794494e-07,1.0556603529687e-06,6.328965298825166e-08,2.3047152855104645e-08,7.610490702643899e-07,6.681912398475073e-11,2.2653597429321456e-07,1.9898717717749684e-11,8.408164610556258e-06,1.5918353894437575e-06,2e-05,4.62
3.909773234469367e-07,3.433688778284301e-11,1.0447331044199415e-06,9.55266895580061e-07,1.63e-06,1.7678524918033928e-07,1.7633262929437672e-09,1.5490348994526153e-13,8.7945096101389e-07,4.672312136523169e-10,4.103426540258075e-14,3.224160208996575e-07,1.0558219130102445e-06,6.330236853994861e-08,2.3034067564329614e-08,7.612314454052302e-07,6.683833736175984e-11,2.263217394304836e-07,1.988082229575853e-11,8.407882857580104e-06,1.592117142419912e-06,2e-05,4.63
3.9083779800201904e-07,3.432623057396513e-11,1.0441028000543387e-06,9.558971999456637e-07,1.63e-06,1.766624447193257e-07,1.7614465708490444e-09,1.5474530446093883e-13,8.794424161725566e-07,4.670480389205351e-10,4.102008721783014e-14,3.2237613395310075e-07,1.0559825673370483e-06,6.331501353126989e-08,2.302106927229698e-08,7.614131243968414e-07,6.68574729947254e-11,2.2610835898385056e-07,1.9862994907553913e-11,8.407602694106386e-06,1.5923973058936298e-06,2e-05,4.64
3.906990715983375e-07,3.431563337896243e-11,1.043476297417104e-06,9.565237025828985e-07,1.63e-06,1.7654043782156988e-07,1.7595794834939156e-09,1.5458817649040728e-13,8.79433343631998e-07,4.668657826120046e-10,4.1005977641316134e-14,3.2233693377669957e-07,1.0561423216108552e-06,6.332758838711118e-08,2.3008157049925677e-08,7.615941109839437e-07,6.687653129735516e-11,2.2589582848429645e-07,1.9845235217485552e-11,8.407324110303741e-06,1.592675889696274e-06,2e-05,4.65
3.9056113901730777e-07,3.430509581354482e-11,1.0428535741443648e-06,9.571464258556376e-07,1.63e-06,1.7641922247942192e-07,1.7577249278388195e-09,1.5443209761760263e-13,8.794237495320751e-07,4.666844396858251e-10,4.0991936326807676e-14,3.222984142951795e-07,1.0563011814603907e-06,6.33400935298993e-08,2.2995329974742157e-08,7.617744088820396e-07,6.689551268041662e-11,2.2568414349214688e-07,1.9827542892117664e-11,8.407047096396591e-06,1.5929529036034246e-06,2e-05,4.66
3.904239950744291e-07,3.429461749583725e-11,1.0422346079941164e-06,9.57765392005886e-07,1.63e-06,1.762987927306576e-07,1.7558828015253136e-09,1.5427705947483889e-13,8.794136399555784e-07,4.665040051300773e-10,4.0977962928427224e-14,3.2226056947911156e-07,1.0564591524819112e-06,6.335252937961956e-08,2.2982587130302253e-08,7.619540217777209e-07,6.691441755176457e-11,2.254732995967534e-07,1.9809917600213036e-11,8.406771642664188e-06,1.5932283573358273e-06,2e-05,4.67
3.902876346187424e-07,3.428419804633456e-11,1.0416193768457862e-06,9.583806231542162e-07,1.63e-06,1.7617914265771387e-07,1.7540530028535238e-09,1.5412305374006245e-13,8.794030209288928e-07,4.663244739616559e-10,4.096405710055393e-14,3.222233933444577e-07,1.0566162402397531e-06,6.336489635384288e-08,2.296992760561308e-08,7.621329533289756e-07,6.69332463163685e-11,2.2526329241617465e-07,1.979235901271714e-11,8.406497739439671e-06,1.5935022605603434e-06,2e-05,4.68
3.901520525322885e-07,3.427383708785634e-11,1.0410078586998012e-06,9.589921413002012e-07,1.63e-06,1.7606026638692398e-07,1.75223543075959e-09,1.5397007213410614e-13,8.793918984226646e-07,4.66145841226103e-10,4.095021849772658e-14,3.2218687995211544e-07,1.0567724502668831e-06,6.33771948677531e-08,2.2957350494554944e-08,7.623112071654947e-07,6.69519993763401e-11,2.2505411759685748e-07,1.977486680274221e-11,8.40622537710912e-06,1.593774622890896e-06,2e-05,4.69
3.9001724372956626e-07,3.426353424550182e-11,1.0404000316771567e-06,9.595999683228457e-07,1.63e-06,1.7594215808775282e-07,1.7504299847931194e-09,1.5381810641794337e-13,8.793802783524658e-07,4.659681019974423e-10,4.093644677454676e-14,3.2215102340746315e-07,1.0569277880654464e-06,6.338942533417408e-08,2.2944854895303212e-08,7.624887868889787e-07,6.697067713096075e-11,2.248457708133182e-07,1.975744064555134e-11,8.405954546110593e-06,1.594045453889422e-06,2e-05,4.7
3.898832031569908e-07,3.425328914660471e-11,1.03979587401898e-06,9.602041259810225e-07,1.63e-06,1.7582481197203222e-07,1.7486365650946292e-09,1.5366714838994217e-13,8.793681665794613e-07,4.657912513780111e-10,4.0922741585581834e-14,3.2211581785990493e-07,1.0570822591073162e-06,6.34015881635971e-08,2.293243990975023e-08,7.626656960734455e-07,6.698927997670898e-11,2.2463824776782372e-07,1.9740080218542587e-11,8.405685236933197e-06,1.5943147630668182e-06,2e-05,4.71
3.8974992579235125e-07,3.4243101420688055e-11,1.039195364086099e-06,9.608046359139034e-07,1.63e-06,1.757082222931962e-07,1.746855072372998e-09,1.535171898831193e-13,8.793555689110743e-07,4.656152844982951e-10,4.0909102585268045e-14,3.2208125750241584e-07,1.0572358688346437e-06,6.34136837642079e-08,2.292010464292718e-08,7.628419382655365e-07,6.700780830728797e-11,2.244315441900727e-07,1.9722785201233058e-11,8.405417440116123e-06,1.5945825598838923e-06,2e-05,4.72
3.896174066442693e-07,3.423297069941911e-11,1.0385984803586086e-06,9.614015196413938e-07,1.63e-06,1.755923833455163e-07,1.7450854078829138e-09,1.5336822276239417e-13,8.793424911016517e-07,4.6544019651676034e-10,4.089552942781355e-14,3.2204733657108663e-07,1.0573886226604075e-06,6.342571254191405e-08,2.2907848202426015e-08,7.630175169848235e-07,6.702626251365303e-11,2.2422565583687682e-07,1.9705555275243e-11,8.405151146247704e-06,1.5948488537523114e-06,2e-05,4.73
3.894856407516571e-07,3.42228966165642e-11,1.0380052014354382e-06,9.619947985645642e-07,1.63e-06,1.754772894633368e-07,1.7433274734023218e-09,1.532202389218432e-13,8.793289388531305e-07,4.652659826196877e-10,4.0882021767101516e-14,3.220140493446691e-07,1.0575405259689618e-06,6.343767490037208e-08,2.2895669697821323e-08,7.631924357241157e-07,6.704464298403904e-11,2.2402057849184177e-07,1.9688390124279913e-11,8.404886345964464e-06,1.5951136540355493e-06,2e-05,4.74
3.893546231831753e-07,3.4212878807943575e-11,1.0374155060339166e-06,9.625844939660858e-07,1.63e-06,1.7536293502031014e-07,1.7415811712098728e-09,1.5307323028195374e-13,8.793149178157029e-07,4.650926380210056e-10,4.086857925659312e-14,3.219813901441209e-07,1.0576915841165867e-06,6.344957124101472e-08,2.288356824009224e-08,7.633666979497669e-07,6.706295010398797e-11,2.2381630796504875e-07,1.967128943412262e-11,8.404623029950177e-06,1.5953769700498378e-06,2e-05,4.75
3.8922434903669144e-07,3.4202916911386266e-11,1.0368293729893408e-06,9.631706270106616e-07,1.63e-06,1.7524931442863209e-07,1.7398464040623713e-09,1.5292718878687806e-13,8.793004335884835e-07,4.6492015796212364e-10,4.0855201549230674e-14,3.2194935333215077e-07,1.0578418024320377e-06,6.346140196307818e-08,2.287154294104431e-08,7.635403071019821e-07,6.708118425637636e-11,2.236128400927353e-07,1.9654252892605374e-11,8.404361188934902e-06,1.5956388110651138e-06,2e-05,4.76
3.890948134387379e-07,3.4193010566684984e-11,1.0362467812545416e-06,9.63753218745461e-07,1.63e-06,1.7513642213827697e-07,1.738123075172224e-09,1.5278210640168761e-13,8.792854917201733e-07,4.6474853771176586e-10,4.084188829734062e-14,3.2191793331276335e-07,1.0579911862170944e-06,6.347316746362928e-08,2.2859592912731423e-08,7.637132665951242e-07,6.709934582144277e-11,2.2341017073697665e-07,1.9637280189601955e-11,8.404100813694047e-06,1.5958991863059687e-06,2e-05,4.7700000000000005
3.8896601154397007e-07,3.418315941555093e-11,1.0356677098994503e-06,9.643322901005522e-07,1.63e-06,1.7502425263623324e-07,1.7364110881848885e-09,1.52637975109627e-13,8.792700977097275e-07,4.6457777256580415e-10,4.0828639152536656e-14,3.2188712453080424e-07,1.05813974074711e-06,6.348486813759276e-08,2.284771726687767e-08,7.638855798180214e-07,6.711743517681524e-11,2.2320829578536692e-07,1.9620371017009764e-11,8.403841895047418e-06,1.5961581049525975e-06,2e-05,4.78
