AA,AAp,B,Bp,SetYp,TT,TTAA,TTAAp,TTW,TTWAA,TTWAAp,TTWW,TTWWAA,TTWWAAp,W,WAA,WAAp,WWAA,WWAAp,Y,Yp,Z,Time
1.3563945250176134e-06,1.0003659140641197e-10,1.995691289414801e-06,4.308710585199407e-09,1.63e-06,1.2554820051796361e-06,4.637448895499075e-08,3.450751020735201e-12,8.038353364359519e-07,2.0485807953141916e-09,1.5086801082115153e-13,2.7083654514136516e-07,1.1580977130612395e-07,5.613016640888162e-09,2.185019075923417e-06,7.226789967540309e-07,5.2789450223459506e-11,2.5090724561791787e-07,1.808266404800942e-11,9.926635284327923e-06,7.336471567208492e-08,2e-05,0.18
1.3292098370646798e-06,9.810771428868257e-11,1.994980826643748e-06,5.019173356252798e-09,1.63e-06,1.2240198666468178e-06,4.424767883947394e-08,3.2943161645829186e-12,8.120218823675742e-07,2.014044845103167e-09,1.485095407750797e-13,2.843974404773622e-07,1.2711907935403318e-07,6.181590759844241e-09,2.0964138974385834e-06,7.280438088991756e-07,5.326491417779483e-11,2.63013723411058e-07,1.900251623246275e-11,9.916319730952424e-06,8.36802690475844e-08,2e-05,0.19
1.3034269545853146e-06,9.628670294199953e-11,1.994204652961837e-06,5.795347038163662e-09,1.63e-06,1.194182591917956e-06,4.227580929332963e-08,3.1494919538072988e-12,8.188988728521596e-07,1.978859197927288e-09,1.460984119403491e-13,2.9732073502323743e-07,1.3858596778180567e-07,6.7602477831036434e-09,2.0123833026801444e-06,7.32285265177397e-07,5.365839283821869e-11,2.745192182895519e-07,1.9881067151802828e-11,9.905386450464375e-06,9.461354953563331e-08,2e-05,0.2
1.2789381330413603e-06,9.456487324798157e-11,1.9933619835849945e-06,6.638016415006104e-09,1.63e-06,1.1658518957681456e-06,4.0444980111739206e-08,3.0152291958057736e-12,8.246258197880776e-07,1.9433746512355807e-09,1.4366061782011858e-13,3.09617185614982e-07,1.501734630426039e-07,7.347183809613547e-09,1.932648961156077e-06,7.355489838781447e-07,5.398069804023132e-11,2.8543775588842824e-07,2.0719224957737225e-11,9.893873295187758e-06,1.0612670481224917e-07,2e-05,0.21
1.2556470694858592e-06,9.293453257864597e-11,1.9924522491494563e-06,7.547750850544465e-09,1.63e-06,1.1389206682237645e-06,3.874233318744439e-08,2.890551557855855e-12,8.293428267288421e-07,1.9078672912635855e-09,1.412169317526606e-13,3.213011600005522e-07,1.618482905679122e-07,7.94077096991279e-09,1.8569508160645594e-06,7.379618923252376e-07,5.424120694143588e-11,2.957861399166097e-07,2.151809837551066e-11,9.881819623455119e-06,1.1818037654488771e-07,2e-05,0.22
1.2334682255120434e-06,9.138893460391145e-11,1.9914750744899466e-06,8.524925510053722e-09,1.63e-06,1.1132921503758322e-06,3.715586070259984e-08,2.7745420797203926e-12,8.331732749860845e-07,1.8725542119998676e-09,1.3878408101958128e-13,3.3238981249391696e-07,1.735805648832825e-07,8.53954131866915e-09,1.7850468297667374e-06,7.396346858374817e-07,5.44480525634083e-11,3.055832647299072e-07,2.2278945638452022e-11,9.869265655081568e-06,1.3073434491843906e-07,2e-05,0.23
1.212323278932579e-06,8.992194812134809e-11,1.9904302606160726e-06,9.569739383928184e-09,1.63e-06,1.0888774299989195e-06,3.5675211600997e-08,2.6664124635696394e-12,8.362255656944962e-07,1.83760433151661e-09,1.3637486241548047e-13,3.4290218989724393e-07,1.8534355834919527e-07,9.142176308195897e-09,1.7167100763042912e-06,7.406641262428184e-07,5.460831667756937e-11,3.1484929179784226e-07,2.3003112538558987e-11,9.856251929844657e-06,1.4374807015534938e-07,2e-05,0.24
1.1921405823951218e-06,8.852779871187321e-11,1.9893177663817734e-06,1.0682233618226903e-08,1.63e-06,1.0655948413063987e-06,3.429129077971213e-08,2.5654741690443306e-12,8.385951334162396e-07,1.8031538011799062e-09,1.3399902975129482e-13,3.5285853668902073e-07,1.9711344120259486e-07,9.747492110983128e-09,1.651728098918606e-06,7.411350109498285e-07,5.4728168172046986e-11,3.236050663032627e-07,2.3691992249418834e-11,9.84281879959719e-06,1.5718120040281533e-07,2e-05,0.25
1.1728548428395696e-06,8.720124443011877e-11,1.9881376923725984e-06,1.1862307627402447e-08,1.63e-06,1.0433695393514087e-06,3.299592920649147e-08,2.471108917502088e-12,8.4036607965584e-07,1.7693068386011343e-09,1.3166428965464456e-13,3.622798529155768e-07,2.0886901818482577e-07,1.035442720315556e-08,1.5899023216989153e-06,7.41121656203773e-07,5.481298395514176e-11,3.3187177324304276e-07,2.434700021379581e-11,9.829006054206763e-06,1.7099394579324364e-07,2e-05,0.26
1.154406359020796e-06,8.59374811124563e-11,1.9868902657343756e-06,1.3109734265625103e-08,1.63e-06,1.0221327837962721e-06,3.178176782048957e-08,2.382760305313836e-12,8.416126464961893e-07,1.7361431347330754e-09,1.2937652357833907e-13,3.7118746456717775e-07,2.2059148505763782e-07,1.0962030617714565e-08,1.531047119928752e-06,7.406893470015555e-07,5.486746299474628e-11,3.396705864916563e-07,2.496954889151356e-11,9.814852581240067e-06,1.8514741875993942e-07,2e-05,0.27
1.1367411841632605e-06,8.473226096826999e-11,1.9855758272446826e-06,1.442417275531796e-08,1.63e-06,1.0018218201293814e-06,3.064192661061462e-08,2.2999053567677613e-12,8.424004337493118e-07,1.703719395992397e-09,1.271401395023698e-13,3.796028436384887e-07,2.322641910835682e-07,1.1569451037147888e-08,1.474989554425909e-06,7.398953154239785e-07,5.4895705372779904e-11,3.47022559970328e-07,2.5561040129491118e-11,9.800396157185914e-06,1.9960384281409316e-07,2e-05,0.28
1.1198099486545953e-06,8.358166094962809e-11,1.9841948193725792e-06,1.580518062742161e-08,1.63e-06,9.82378888526024e-07,2.9570259347052867e-08,2.2220787896561592e-12,8.427874693628925e-07,1.6720763044961983e-09,1.2495796627454082e-13,3.87547349857924e-07,2.4387243667561086e-07,1.2175927092566058e-08,1.4215681761527294e-06,7.38789873060256e-07,5.4901299451146806e-11,3.5394840647182796e-07,2.6122849706218385e-11,9.785673248396372e-06,2.1432675160363428e-07,2e-05,0.29
1.1035672444949178e-06,8.248203052528059e-11,1.982747775325712e-06,1.725222467428888e-08,1.63e-06,9.637506673164522e-07,2.8561302906493923e-08,2.14886905820597e-12,8.428251283811712e-07,1.6412419605459235e-09,1.2283191517201223e-13,3.9504202869197946e-07,2.5540328786705044e-07,1.2780778075273633e-08,1.3706321042842463e-06,7.37417332048582e-07,5.4887388985107216e-11,3.604683365713617e-07,2.6656317515257736e-11,9.770718856155936e-06,2.2928114384407192e-07,2e-05,0.3
1.0879712849090836e-06,8.143003191420979e-11,1.9812353093214073e-06,1.876469067859381e-08,1.63e-06,9.458879144411489e-07,2.7610161367915436e-08,2.0799077467899496e-12,8.425589153257249e-07,1.6112338704897332e-09,1.207632224358203e-13,4.021074802006492e-07,2.668454059409041e-07,1.338339631299196e-08,1.3220403192696373e-06,7.358167304707563e-07,5.4856731450249864e-11,3.6660196809471777e-07,2.7162741475292004e-11,9.7555664154431e-06,2.444335845569065e-07,2e-05,0.31
1.0729835803457087e-06,8.042259753009885e-11,1.9796581080909484e-06,2.0341891909052342e-08,1.63e-06,9.287451303877561e-07,2.6712430507145392e-08,2.014864070965351e-12,8.420291100447505e-07,1.582060720460383e-09,1.1875249233114854e-13,4.0876376926669566e-07,2.781888981258707e-07,1.398324037402071e-08,1.2756609983422865e-06,7.340224340737562e-07,5.48117440154538e-11,3.723682679812311e-07,2.7643374047163344e-11,9.740247737119108e-06,2.597522628809001e-07,2e-05,0.32
1.0585686175255379e-06,7.945693722861756e-11,1.978016921785325e-06,2.1983078214675905e-08,1.63e-06,9.12280225472947e-07,2.5864082223150253e-08,1.9534349810579127e-12,8.412714763412149e-07,1.553724143184544e-09,1.1679992937820824e-13,4.150303094767645e-07,2.8942515971781117e-07,1.457982786575685e-08,1.2313708244919834e-06,7.320647993735543e-07,5.475455504614508e-11,3.777854727391477e-07,2.80994172319697e-11,9.724792927489207e-06,2.7520707251080026e-07,2e-05,0.33
1.0446936956433828e-06,7.853046655028543e-11,1.9763125580905695e-06,2.3687441909431423e-08,1.63e-06,8.964542923900038e-07,2.5061458747893705e-08,1.8953463636364928e-12,8.403176537820001e-07,1.52622018844747e-09,1.149051781504046e-13,4.2092588194477683e-07,3.0054676302060337e-07,1.5172730454872405e-08,1.1890545432698358e-06,7.299704975291643e-07,5.468702602505572e-11,3.8287112297458725e-07,2.8532025206209852e-11,9.709230420090648e-06,2.9076957990936114e-07,2e-05,0.34
1.0313283943861588e-06,7.764078204713799e-11,1.9745458720382053e-06,2.545412796179571e-08,1.63e-06,8.81231115165533e-07,2.430121782287902e-08,1.8403483913552734e-12,8.391959861003308e-07,1.4995421894022898e-09,1.1306767093748651e-13,4.264684719466381e-07,3.115472822896545e-07,1.5761565631035052e-08,1.1486041098105193e-06,7.277633274288998e-07,5.461081398759592e-11,3.8764193873362216e-07,2.894229636650382e-11,9.69358685382503e-06,3.064131461749782e-07,2e-05,0.35000000000000003
1.0184446694895846e-06,7.678567426855027e-11,1.9727177651895848e-06,2.728223481041598e-08,1.63e-06,8.665771847020185e-07,2.3580336561186977e-08,1.7882157522981614e-12,8.379314644746144e-07,1.4736750167183422e-09,1.1128638740032021e-13,4.3167541101244364e-07,3.2242126847982637e-07,1.6345996679752088e-08,1.1099185490698453e-06,7.254641203209364e-07,5.45273665983914e-11,3.9211394364981116e-07,2.9331282537783676e-11,9.677887269978323e-06,3.2211273002168263e-07,2e-05,0.36
1.0060162979406914e-06,7.596306751435125e-11,1.9708291742706537e-06,2.9170825729347107e-08,1.63e-06,8.524611707456968e-07,2.28960535223875e-08,1.7387436495360393e-12,8.365466490138115e-07,1.4486003472041153e-09,1.0956014590463132e-13,4.3656319842126643e-07,3.331640528696327e-07,1.6925723157961887e-08,1.072903063637186e-06,7.230916243393685e-07,5.4437987695632066e-11,3.963023342873115e-07,2.96999803871312e-11,9.662154954666907e-06,3.378450453330999e-07,2e-05,0.37
9.940192088402837e-07,7.517109321775002e-11,1.968881073669314e-06,3.111892633068616e-08,1.63e-06,8.388541712458676e-07,2.2245836728668745e-08,1.6917438192356134e-12,8.350611814155511e-07,1.4243051869455267e-09,1.0788772348219362e-13,4.4114774874659976e-07,3.4377178992812676e-07,1.75004823242781e-08,1.0374690912165129e-06,7.206619706036408e-07,5.434378792889895e-11,4.002217053966342e-07,3.004934624948963e-11,9.646411700598279e-06,3.535882994017276e-07,2e-05,0.38
9.82430889529763e-07,7.440800907170521e-11,1.9668744637743257e-06,3.312553622567458e-08,1.63e-06,8.257291309065611e-07,2.1627355020665595e-08,1.6470434605122183e-12,8.334928100347619e-07,1.4007765816529021e-09,1.0626785508126388e-13,4.4544419928980473e-07,3.542412477080039e-07,1.8070040301366622e-08,1.0035334118725045e-06,7.181896676896442e-07,5.424576627058376e-11,4.038858970836769e-07,3.038028688634832e-11,9.630677667412448e-06,3.693223325875585e-07,2e-05,0.39
9.712305007330734e-07,7.367219760416062e-11,1.9648103738588877e-06,3.518962614111273e-08,1.63e-06,8.130609618887102e-07,2.103850365136981e-08,1.6044864157722977e-12,8.31857011829119e-07,1.3779899616863102e-09,1.0469917870999516e-13,4.4946704928015107e-07,3.6456986851280956e-07,1.8634196097043145e-08,9.710181638121543e-07,7.156872450541331e-07,5.4144786376114995e-11,4.0730810796099993e-07,3.0693668173728644e-11,9.614971588347192e-06,3.8502841165281523e-07,2e-05,0.4
9.603985815887643e-07,7.296216866404565e-11,1.9626898520156886e-06,3.7310147984311675e-08,1.63e-06,8.008261837748082e-07,2.047732292637874e-08,1.5639270103809027e-12,8.301677128843164e-07,1.355924196766623e-09,1.031804450968715e-13,4.5323011195332687e-07,3.747555810898427e-07,1.919277189064888e-08,9.398501088711077e-07,7.131658859443236e-07,5.404161731489752e-11,4.1050088379317436e-07,3.09903138622776e-11,9.59931072117659e-06,4.006892788234175e-07,2e-05,0.41000000000000003
9.49916955901062e-07,7.227650969624512e-11,1.960513966889315e-06,3.9486033110685806e-08,1.63e-06,7.890028984269838e-07,1.9942053119362187e-08,1.5252362810944086e-12,8.284371466997161e-07,1.3345583916256197e-09,1.0170991548104814e-13,4.567465144973034e-07,3.847968528209563e-07,1.974561643471231e-08,9.099606305375075e-07,7.106353567120407e-07,5.3936935910505377e-11,4.1347609639377354e-07,3.1271003261971974e-11,9.583710956084433e-06,4.162890439155734e-07,2e-05,0.42
9.39768569737076e-07,7.161390304710434e-11,1.958283799804497e-06,4.1716200195503356e-08,1.63e-06,7.775705447866305e-07,1.9431059979687908e-08,1.488294073757967e-12,8.266763273655872e-07,1.313869009202668e-09,1.0028597784778752e-13,4.6002874491145993e-07,3.9469253530386156e-07,2.0292597955506285e-08,8.812850619989328e-07,7.081043836502308e-07,5.38313497352859e-11,4.1624501576859283e-07,3.153647803658358e-11,9.568186852936145e-06,4.3181314706386325e-07,2e-05,0.43
9.299375407872555e-07,7.097314655820519e-11,1.9560004464517118e-06,4.3999553548288454e-08,1.63e-06,7.665099649892606e-07,1.8942846211907053e-08,1.4529907852437153e-12,8.248948952848591e-07,1.2938367535785551e-09,9.890713857354019e-14,4.630886694430792e-07,4.0444191011685315e-07,2.0833605042366513e-08,8.537628081638136e-07,7.055805254554377e-07,5.372537831224922e-11,4.1881831498689906e-07,3.1787439974286344e-11,9.552751724754004e-06,4.4724827524600254e-07,2e-05,0.44
9.204088346710034e-07,7.035309400465352e-11,1.953665009488904e-06,4.633499051109648e-08,1.63e-06,7.558030674328395e-07,1.8476028388548944e-08,1.4192258312009421e-12,8.231016146454831e-07,1.274442022330582e-09,9.757178630385087e-14,4.659375226750198e-07,4.1404455407296556e-07,2.1368542150828186e-08,8.273366345838997e-07,7.030706363231894e-07,5.361949900585016e-11,4.2120607678785574e-07,3.2024553610553714e-11,9.53741767119053e-06,4.625823288094781e-07,2e-05,0.45
9.111685337987334e-07,6.975270739241952e-11,1.9512786016483225e-06,4.872139835167822e-08,1.63e-06,7.454330433335684e-07,1.802932140930124e-08,1.3869045136088874e-12,8.213040376760552e-07,1.2556625489660902e-09,9.62786729571739e-14,4.6858602227580326e-07,4.2350039556214745e-07,2.1897331530324688e-08,8.019529076335555e-07,7.005805003122015e-07,5.351411083214082e-11,4.234178972044434e-07,3.224845336140664e-11,9.522195702587441e-06,4.778042974125666e-07,2e-05,0.46
9.022034379068662e-07,6.917100903598988e-11,1.9488423382200095e-06,5.115766177999097e-08,1.63e-06,7.3538399092494e-07,1.760152529841312e-08,1.3559389399858661e-12,8.195090550735969e-07,1.237479006980657e-09,9.502657084728152e-14,4.710443029881028e-07,4.3280958831620027e-07,2.2419907630319252e-08,7.775609106626932e-07,6.981153813035762e-07,5.340957795133019e-11,4.254628337165037e-07,3.2459739064026075e-11,9.507095747922837e-06,4.92904252077171e-07,2e-05,0.47000000000000003
8.935012666105943e-07,6.860707022776422e-11,1.9463573404032846e-06,5.364265959671613e-08,1.63e-06,7.256410849932835e-07,1.7191542681725503e-08,1.326249290326064e-12,8.177225647312888e-07,1.2198705013753979e-09,9.381391753472749e-14,4.733220235293622e-07,4.4197257045306303e-07,2.293622092137007e-08,7.541130513865761e-07,6.956796807368849e-07,5.330621364513484e-11,4.2734949728295824e-07,3.2658983152553774e-11,9.492126771706261e-06,5.078732282937468e-07,2e-05,0.48
8.850504220524209e-07,6.806002964573633e-11,1.9438247290141647e-06,5.6175270985835745e-08,1.63e-06,7.161903275189411e-07,1.6798335315848094e-08,1.2977595976278254e-12,8.159498896077049e-07,1.2028168040870525e-09,9.263940404528793e-14,4.754283454530509e-07,4.50989957520802e-07,2.3446231972352495e-08,7.315643169116576e-07,6.932773262643013e-07,5.320429655710547e-11,4.2908604583398804e-07,3.2846729756991e-11,9.477296807952396e-06,5.227031920476119e-07,2e-05,0.49
8.768400051720208e-07,6.752907575019725e-11,1.941245626490707e-06,5.8754373509293834e-08,1.63e-06,7.070185831553822e-07,1.6420966122987186e-08,1.2704026646608923e-12,8.141956227775777e-07,1.1862990659255688e-09,9.150150621181687e-14,4.773719561394322e-07,4.5986258639789087e-07,2.3949913519997846e-08,7.098723780401181e-07,6.909116490182922e-07,5.310406646445307e-11,4.3068019208136916e-07,3.3023493682668256e-11,9.462613016887576e-06,5.373869831124331e-07,2e-05,0.5
8.68859736193787e-07,6.701344283957247e-11,1.93862115257531e-06,6.137884742469086e-08,1.63e-06,6.981134546097586e-07,1.6058551448317914e-08,1.24411490563323e-12,8.12463848593488e-07,1.170298184291682e-09,9.03987456138874e-14,4.791611155158077e-07,4.68591436280851e-07,2.4447247493969107e-08,6.889971851800294e-07,6.885855518038684e-07,5.3005736413775854e-11,4.321392617836056e-07,3.318976630828823e-11,9.448081766351744e-06,5.519182336482639e-07,2e-05,0.51
8.610999222927741e-07,6.651243675135533e-11,1.9359524250928296e-06,6.404757490717088e-08,1.63e-06,6.894632780330547e-07,1.5710279306446302e-08,1.2188372659184504e-12,8.107581093371111e-07,1.1547959786944874e-09,8.933007468086013e-14,4.808036361598903e-07,4.771776537071233e-07,2.493822495700308e-08,6.689010146145142e-07,6.863015072360086e-07,5.2909483263307984e-11,4.334701656832096e-07,3.334601247080383e-11,9.433708643612096e-06,5.662913563879128e-07,2e-05,0.52
8.535513873086779e-07,6.602539389743183e-11,1.9332405569240695e-06,6.675944307593092e-08,1.63e-06,6.81057018295354e-07,1.537539322622416e-08,1.1945152803136614e-12,8.090815340859741e-07,1.13977495956651e-09,8.829429999858177e-14,4.823069413082542e-07,4.856224969800177e-07,2.542284478485172e-08,6.495481427121863e-07,6.840616513863949e-07,5.281546484305631e-11,4.346794612975402e-07,3.349267500799316e-11,9.419498552635511e-06,5.805014473644975e-07,2e-05,0.53
8.462054997308724e-07,6.555169142143397e-11,1.9304866565064946e-06,6.951334349350591e-08,1.63e-06,6.728842993501724e-07,1.505318087427066e-08,1.1710969440262803e-12,8.074368037807726e-07,1.1252180079330388e-09,8.729034259930581e-14,4.83678064238201e-07,4.939273498724526e-07,2.590111417015527e-08,6.309048825733859e-07,6.818677507997395e-07,5.272381532776125e-11,4.3577335169012875e-07,3.363017560823229e-11,9.405455723469807e-06,5.945442765302015e-07,2e-05,0.54
8.390540602810272e-07,6.509074482867983e-11,1.9276918252752295e-06,7.230817472477108e-08,1.63e-06,6.649352825459617e-07,1.4742979184049625e-08,1.1485341141850205e-12,8.058262798159652e-07,1.1111088411816495e-09,8.631718736685257e-14,4.849236777278278e-07,5.020936808545046e-07,2.637304633714939e-08,6.129393034478782e-07,6.797213235064715e-07,5.263465113679463e-11,4.3675771300797404e-07,3.37589150798695e-11,9.391583792881367e-06,6.084162071186415e-07,2e-05,0.55
