Time,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c,Knadph,k1,kminus1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,kminus13,k14,k15,k16,k17,k18,V,L,Ko,phagosome,cytoplasm,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13a,R13b,R14,R15,R16,R17,R18,R19
0.1,1.851523870950326e-10,299.9994936953827,8.996792381789431e-10,299.99999994164347,6.704729396293078e-08,5.835669524377767e-08,2.6270085689429062e-06,-2.7126817826474624e-12,0.8030298887561594,2.4999744499056606,1.1669833307366049,2.55499030964439e-05,9.119860226760845e-08,1.9124553616188531e-10,1.694142906870172e-08,-3.868317497648898e-15,8.581799069139685e-10,299.999999999142,0.000506236670313053,1.811210546245314e-20,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,2.7250997234356857e-06,2.6990377140118078e-06,8.045675273986634e-08,0.015762024812326074,6.901174021299456e-11,1.329888070825515e-10,2.9174285103073195e-05,1.1159017638935236e-07,1.4350600944492584e-12,2.1454278407073395e-07,2.194491306110819e-17,250.0,125.0,0.5251424988314721,-10.91860325941336,-2.7304034964154024e-06,-5.749852789449506e-07,5.74985153368637e-07,5.220134279748409e-06,0.007908951066604138
0.11,2.440671350230844e-10,299.9993205434537,1.1870090459331038e-09,299.9999999164308,9.72415364005047e-08,8.356942218578678e-08,3.1486293976499246e-06,-4.38228209097962e-12,0.912651606197332,2.7499657324619733,1.2804530772266842,3.426722205032308e-05,1.2019330314465397e-07,3.159788140828272e-10,2.2826041957257724e-08,-7.81370746769876e-15,1.2736226995501066e-09,299.99999999872654,0.0006793581177780484,5.634846128642995e-20,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,3.5921522090315146e-06,3.5610271368073372e-06,1.1668984364810005e-07,0.018891733598762426,9.913867083745327e-11,2.1390469411680833e-10,3.521202084398866e-05,2.0229802241539722e-07,2.60514095717245e-12,3.5024187798485047e-07,5.990556656951392e-17,250.0,125.0,0.5762038847520079,-11.034044130880567,-3.598477080288926e-06,-8.229571903939359e-07,8.229579948623668e-07,6.251606711385334e-06,0.009475795358641612
0.12,3.139053045336518e-10,299.9991152365162,1.527798534924449e-09,299.9999998842074,1.3643270346678508e-07,1.1579280026130446e-07,3.6979828370571094e-06,-6.7281418560017825e-12,1.0232218317028459,2.9999553993222845,1.3937737214457697,4.460018789848315e-05,1.5455969427484478e-07,4.898201428592829e-10,2.9883021798319984e-08,-1.47472011860974e-14,1.8077918604495576e-09,299.9999999981924,0.0008846255232325324,1.5313266360392797e-19,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,4.619953366381617e-06,4.58339560300427e-06,1.6371924409695051e-07,0.022187831585539098,1.367507706316895e-10,3.2713300021365704e-10,4.18125900108475e-05,3.413492216760407e-07,4.4649749589943364e-12,5.423294952606528e-07,1.43954263410413e-16,250.0,125.0,0.6271981746505964,-11.11655669228772,-4.627373669109334e-06,-1.139849700848572e-06,1.1398500840085492e-06,7.3361996305175785e-06,0.011125691445496098
0.13,3.954727423101325e-10,299.9988762044558,1.9260066064421597e-09,299.99999984393315,1.8616712876367642e-07,1.5606711283422854e-07,4.271991161884251e-06,-9.906564510032216e-12,1.1344587431907482,3.2499433715619186,1.5069733488160655,5.66277178952987e-05,1.9469372246340996e-07,7.201881564974948e-10,3.8217438840316636e-08,-2.632377922736293e-14,2.472069425039694e-09,299.9999999975281,0.0011236074510464129,3.718024897600008e-19,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,5.820360529953061e-06,5.778019816320621e-06,2.2340055440019366e-07,0.025631850954412855,1.8249908487217154e-10,4.800041100297568e-10,4.8975780461052384e-05,5.426521789873492e-07,7.302863157566712e-12,8.034085641948636e-07,3.1120258845555603e-16,250.0,125.0,0.6781380069672294,-11.17543816875952,-5.828947491632995e-06,-1.5359491953859106e-06,1.5359504340918884e-06,8.467547446087869e-06,0.012849432222421811
0.14,4.895511202094691e-10,299.99860204491847,2.3854735931341126e-09,299.9999997945361,2.480889782548531e-07,2.0546414261837366e-07,4.868119164341784e-06,-1.4086370488424089e-11,1.246159872106036,3.499929578612326,1.620072115370764,7.042037459569173e-05,2.4097945047941e-07,1.0130799672441525e-09,4.794275913786014e-08,-4.4857561909037775e-14,3.2755122422652205e-09,299.99999999672474,0.0013977046070361284,8.211089341163508e-19,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,7.204875116216449e-06,7.156420774501051e-06,2.977067737019304e-07,0.02920857887781224,2.369858419823175e-10,6.80419258360138e-10,5.670138316071177e-05,8.206313027864892e-07,1.149254076875436e-11,1.1464062181810828e-06,6.157986120188479e-16,250.0,125.0,0.7290324519168437,-11.217367297941841,-7.214696980776015e-06,-2.0218863028276246e-06,2.0218863037610846e-06,9.640352810407848e-06,0.01463943304643265
0.15,5.968986405539489e-10,299.9982914939249,2.9099247086264136e-09,299.99999973491856,3.2393559570042667e-07,2.6508170722218107e-07,5.484270462907657e-06,-1.944800259211771e-11,1.3581797350976632,3.749913956796034,1.7330844847001274,8.604183097270425e-05,2.937894027003108e-07,1.3729944693028008e-09,5.918207780965326e-08,-7.351161792480577e-14,4.224967195610183e-09,299.9999999957753,0.0017081792295503828,1.6734186801487082e-18,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,8.784652984961222e-06,8.729774118165571e-06,3.8872271449703475e-07,0.03290543537925787,3.007722251032136e-10,9.368116893975522e-10,6.49891769748367e-05,1.1897577061638847e-06,1.7512591669339264e-11,1.5843263453824023e-06,1.1310682876416478e-15,250.0,125.0,0.7798880181150573,-11.247142488073926,-8.795775121792706e-06,-2.608567228890024e-06,2.608567400265709e-06,1.0850176770196008e-05,0.016489421353558967
0.16,7.182506960612723e-10,299.99794340227373,3.5029732737432237e-09,299.99999966396143,4.15533020196915e-07,3.360387957697131e-07,6.118701928934901e-06,-2.6182775292044642e-11,1.4704138441931085,3.9998964481505377,1.8460208267566622,0.00010355004641890812,3.534848885714578e-07,1.8030445367535272e-09,7.206875924115897e-08,-1.1652937757497707e-13,5.3253410348833984e-09,299.99999999467497,0.0020561786902456485,3.184454812915516e-18,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,1.0570514133404558e-05,1.0508919809458331e-05,4.986396236777575e-07,0.036711959899439914,3.743851329515168e-10,1.2581144518240888e-09,7.383892148155892e-05,1.6642288832084145e-06,2.596953029280068e-11,2.1300812690620416e-06,1.950581760910045e-15,250.0,125.0,0.8307093720404979,-11.268209476906613,-1.0582999136261895e-05,-3.307135102659231e-06,3.3071345473482967e-06,1.2093266339387484e-05,0.01839418081377671
0.17,8.543205062897889e-10,299.99755671641407,4.16812382761667e-09,299.999999580529,5.247916199059525e-07,4.194712063369979e-07,6.769954540549287e-06,-3.44922451712545e-11,1.5827871201620702,4.249876999475009,1.958888576187269,0.0001229982198076014,4.204163146015106e-07,2.305183995991243e-09,8.674668266997966e-08,-1.7951797027584308e-13,6.579952498317025e-09,299.9999999934204,0.002442754626110387,5.713771996756043e-18,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,1.257295204498156e-05,1.2504371465365938e-05,6.297499430066035e-07,0.040619396424919595,4.58322844811039e-10,1.653733777248379e-09,8.325035504472624e-05,2.2577992978784825e-06,3.762493477123075e-11,2.7963988780235644e-06,3.1883239532244928e-15,250.0,125.0,0.881499859284271,-11.28304368075596,-1.2586859822856625e-05,-4.128913587919669e-06,4.1289125383868085e-06,1.3366415715758615e-05,0.02034934452854016
0.18,1.0057997303011453e-09,299.99713046315304,4.908775122884588e-09,299.99999948347255,6.53701894380719e-07,5.165276970860866e-07,7.436798493948758e-06,-4.458768693483369e-11,1.695245635819169,4.499855561568185,2.0716930576004295,0.00014443555133707237,4.949234847312721e-07,2.8804776586651206e-09,1.0337025534553705e-07,-2.69788811068723e-13,7.990899759647464e-09,299.9999999920094,0.002868878236272342,9.74496939836363e-18,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,1.4802142688420534e-05,1.4726325343298594e-05,7.84442271906243e-07,0.044620364160346516,5.530597183959852e-10,2.133526934683252e-09,9.322319527105491e-05,2.9837327840148356e-06,5.342704845100766e-11,3.595789472538351e-06,4.9782909252413375e-15,250.0,125.0,0.9322618759201933,-11.293422653437815,-1.4817530550029129e-05,-5.08536868437659e-06,5.085367973264391e-06,1.4666856477206443e-05,0.02235123102754961
0.19,1.1733590642802104e-09,299.9966637372803,5.728223047654077e-09,299.99999937163363,8.043304132613134e-07,6.283665722695585e-07,8.118189809460954e-06,-5.6689659517795254e-11,1.8077506706421684,4.749832088611626,2.1844380796779608,0.00016790785900949504,5.773358933560083e-07,3.5293629706747946e-09,1.2210432644350426e-07,-3.9676628431992515e-13,9.55939859589214e-09,299.999999990441,0.003335452660988655,1.5905360956903636e-17,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,1.726795329573407e-05,1.7184669106968003e-05,9.651964938919195e-07,0.04870859716848547,6.590500578243568e-10,2.707783780237752e-09,0.00010375714086439537,3.854837435073676e-06,7.454733268110928e-11,4.540553819859741e-06,7.473841787262247e-15,250.0,125.0,0.9829971358550823,-11.30062227107377,-1.7284876028751844e-05,-6.188073257362703e-06,6.188071736736664e-06,1.59921709660349e-05,0.024396714500635318
0.2,1.3576488262222654e-09,299.99615569148534,6.6296634852852335e-09,299.9999992438476,9.788158857148486e-07,7.56152654178461e-07,8.813236010410432e-06,-7.1027631964486e-11,1.9202744231579076,4.99980653766712,2.297126363512687,0.00019345808100516292,6.679730120231506e-07,4.2518733682686535e-09,1.4312408336500194e-07,-5.724744758095155e-13,1.1286065280415988e-08,299.99999998871436,0.003843323069018365,2.4984999418658842e-17,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,1.9979950950140308e-05,1.988899040572534e-05,1.1745790598972822e-06,0.05287873844649786,7.767312897519518e-10,3.3872113271513793e-09,0.00011485187410138229,4.883545204283706e-06,1.0242251619536014e-10,5.642814297356176e-06,1.0847056283875335e-14,250.0,125.0,1.0337068635807092,-11.305558210643376,-1.9998460895907852e-05,-7.448667929566e-06,7.44866588898045e-06,1.734022385409086e-05,0.02648312222492426
0.21,1.5592995351269717e-09,299.99560552804036,7.616195147404501e-09,299.99999909894575,1.1793653228909638e-06,9.010545792839771e-07,9.521168960837274e-06,-8.783967137260803e-11,2.0327969103774968,5.249778868262056,2.4097598522556507,0.00022112669013200166,7.671445734640151e-07,5.047809331558866e-09,1.6661497750613428e-07,-8.121206479601795e-13,1.3171132555143891e-08,299.9999999868293,0.004393284978105456,3.795533514309666e-17,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,2.2947411093450926e-05,2.2848585373587455e-05,1.4152383832184678e-06,0.057126176954823214,9.065265838081113e-10,4.1829208569650325e-09,0.00012650706349958007,6.082004134515994e-06,1.3880275364684814e-10,6.914553335907281e-06,1.528822742866366e-14,250.0,125.0,1.0843919335150427,-11.30888825634461,-2.2967558217866644e-05,-8.878835615178104e-06,8.878834467288333e-06,1.870910796666228e-05,0.028608153313023715
0.22,1.7789224603694185e-09,299.99501249217417,8.690822262783519e-09,299.99999893575784,1.4082504355332608e-06,1.0642424804836322e-06,1.0241323356324072e-05,-1.0737219285381727e-10,2.1453038232280845,5.499749042059066,2.5223399252022376,0.00025095202407374927,8.751508410055402e-07,5.916857036556772e-09,1.9277268296789694e-07,-1.1347662160725905e-12,1.5214600455734165e-08,299.9999999847858,0.0049860908845255954,5.598684829856547e-17,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,2.6179325594815203e-05,2.6072466695859164e-05,1.6899005166450352e-06,0.0614469185643367,1.0488470408878895e-09,5.106416903244653e-09,0.00013872236587378342,7.46216236751047e-06,1.858065364932065e-10,8.36764842817354e-06,2.100551831463083e-14,250.0,125.0,1.135052966341007,-11.311083059224586,-2.6201157556355124e-05,-1.049027923727408e-05,1.049027880027898e-05,2.0097101346712348e-05,0.030769814704478853
0.23,2.017110176787724e-09,299.99437586634156,9.856457291878426e-09,299.9999987531145,1.667804053030354e-06,1.2468858589189535e-06,1.09731196103996e-05,-1.2987972545784146e-10,2.257784883437509,5.749717022570151,2.634867561753841,0.00028297057118442475,9.92282880763583e-07,6.858662208972082e-09,2.218031035078125e-07,-1.5641263122655466e-12,1.7416332523757346e-08,299.99999998258403,0.005622455997834351,8.046701026373676e-17,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,2.9684410904025014e-05,2.956937175273654e-05,2.001364855318182e-06,0.06583748337657082,1.2040935398413627e-09,6.169588216844497e-09,0.00015149742872033967,9.035833285723742e-06,2.459830836284869e-10,1.0013898358258977e-05,2.8224748378069076e-14,250.0,125.0,1.1856904027892285,-11.31248034948996,-2.9707973117603857e-05,-1.2294695352466078e-05,1.2294695263951962e-05,2.1502633013783574e-05,0.032966369416384804
0.24,2.274437107933179e-09,299.99369496546706,1.1115923588555479e-08,299.99999854984856,1.9604166578409454e-06,1.450151711424808e-06,1.1716049862421623e-05,-1.556247227808811e-10,2.3702327034927375,5.999682774919415,2.747343455101018,0.000317217207708512,1.118822828105456e-06,7.872871867528588e-09,2.539223965497225e-07,-2.1295104034404963e-12,1.9776111919007653e-08,299.9999999802243,0.0063030630003067575,1.130180641837291e-16,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,3.347111603063604e-05,3.334777060446871e-05,2.3524999780375304e-06,0.0702948217725503,1.3726582437874974e-09,7.384700039757882e-09,0.00016483189204357168,1.0814741499051798e-05,3.223829173477727e-10,1.1865039803534874e-05,3.718926686551384e-14,250.0,125.0,1.236304554795458,-11.313322548248422,-3.349645172992569e-05,-1.4303757779998705e-05,1.4303755995058003e-05,2.2924254931743802e-05,0.03519629525694774
0.25,2.55146003938914e-09,299.9929691330998,1.247195791113971e-08,299.9999983247974,2.288533149038802e-06,1.6752029340405575e-06,1.2469666951567993e-05,-1.8487740904510402e-10,2.4826419979335483,6.249646265651234,2.8597680908163228,0.00035372538961103803,1.2550441393615899e-06,8.959150431353908e-09,2.893570066450337e-07,-2.8668855175942063e-12,2.2293666417208004e-08,299.99999997770675,0.007028565895084907,1.555141179941155e-16,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,3.7547630083194094e-05,3.741587352448856e-05,2.7462397635115355e-06,0.07481624825803543,1.55492593883027e-09,8.764387585885818e-09,0.00017872538969398787,1.28105462622046e-05,4.186373864728703e-10,1.3932752907197832e-05,4.8159825870977356e-14,250.0,125.0,1.286895640867345,-11.31378278648323,-3.757478037966602e-05,-1.6529093500139425e-05,1.6529092676233496e-05,2.4360619889845916e-05,0.03745825161084214
