E,E_M,E_M1,E_P1,E_P2,E_P21,E_P_1,E_P_2,M,M1,P,P2,P21,T,Time
7.943838428485863e-05,3.8946903041931476e-08,8.166652813227262e-17,0.0,2.2031423769682814e-10,3.314990294542694e-28,6.292779084552432e-05,7.56504729754755e-06,0.0007045073546672415,1.4941145599115095e-12,0.9991935622770983,3.083005086773456e-05,1.4287740081371241e-15,5.681802962623393e-07,0.14
7.943723633070821e-05,4.19118404386439e-08,9.641092183361881e-17,0.0,2.415968351837092e-10,4.143448021835173e-28,6.29232017363947e-05,7.565451395833888e-06,0.0007562701147918767,1.7219474784436344e-12,0.9991392699388498,3.3273521084590094e-05,1.660508336311985e-15,6.554867680234851e-07,0.15
7.943624646846089e-05,4.4876225309794095e-08,1.1243337637075184e-16,0.0,2.6292429504865255e-10,5.101024827248691e-28,6.291884397403909e-05,7.565466499510428e-06,0.000808022971734691,1.9659216924585264e-12,0.9990849813726977,3.571704855362815e-05,1.909909178594237e-15,7.490252083956274e-07,0.16
7.943535946046289e-05,4.784005767404191e-08,1.2973504916031628e-16,0.0,2.842815338218015e-10,6.197198306758625e-28,6.291463055660234e-05,7.565234941709203e-06,0.0008597660538003857,2.2260336609369256e-12,0.9990306964780822,3.816055142028315e-05,2.176976385750269e-15,8.487944044278014e-07,0.17
7.943449796021948e-05,5.080324395762651e-08,1.4831663728240608e-16,0.0,3.056572087969817e-10,7.441442255801126e-28,6.291049437630226e-05,7.564901361158406e-06,0.0009114994828535191,2.5022798440153443e-12,0.9989764151399416,4.0603946807503056e-05,2.4617098208251713e-15,9.547930182368309e-07,0.18
7.943364778021995e-05,5.376580330521737e-08,1.681785086531867e-16,0.0,3.2704402455689675e-10,8.843230074300993e-28,6.290638695791593e-05,7.564528443464447e-06,0.0009632233206580958,2.794656740663833e-12,0.9989221373198304,4.304719853490256e-05,2.7641087473524196e-15,1.0670196937627389e-06,0.19
7.943281990110339e-05,5.672779065785367e-08,1.893208080141143e-16,0.0,3.484376848856209e-10,1.0412034904640932e-27,6.290229239047753e-05,7.564121071163132e-06,0.0010149375785102705,3.1031608788306972e-12,0.9988678630216863,4.549030363056754e-05,3.084172001611908e-15,1.1854731433595204e-06,0.2
7.943201339341383e-05,5.968925263616812e-08,2.117435934737782e-16,0.0,3.6983570423750567e-10,1.2157330080693927e-27,6.289821665544931e-05,7.56367414524469e-06,0.001066642252131299,3.4277887930720356e-12,0.9988135922470269,4.793326508406837e-05,3.4218983424926038e-15,1.310152206308238e-06,0.21
7.943121462329618e-05,6.265005493258634e-08,2.354466727601928e-16,0.0,3.9123601217674113e-10,1.4088584187983993e-27,6.289416063183579e-05,7.563200563922481e-06,0.0011183373511263592,3.768537010249475e-12,0.9987593249810911,5.037607561906274e-05,3.777286660899313e-15,1.4410556727198723e-06,0.22
7.943041524103396e-05,6.561019869933211e-08,2.604298359960587e-16,0.0,4.126370123220777e-10,1.6215264368794163e-27,6.289011265018938e-05,7.5627203578363574e-06,0.0011700228948610157,4.125402053734218e-12,0.9987050612089974,5.281872374233294e-05,4.150335902561604e-15,1.5781821928587304e-06,0.23
7.94296160894608e-05,6.856978346436328e-08,2.866929362475827e-16,0.0,4.340377585228917e-10,1.8546838144828347e-27,6.288606247025443e-05,7.562242831005976e-06,0.001221698895122987,4.498380452384972e-12,0.9986508009265284,5.526120405700562e-05,4.541044935111961e-15,1.721530432577822e-06,0.24
7.942881958503287e-05,7.152881702999209e-08,3.142357837262489e-16,0.0,4.5543776640742636e-10,2.1092771951661656e-27,6.28820106119504e-05,7.56176503811187e-06,0.001273365351384355,4.887468741973274e-12,0.9985965441361484,5.77035182569953e-05,4.94941253487273e-15,1.871099179710537e-06,0.25
7.942802528263364e-05,7.448722446356761e-08,3.4305807644163724e-16,0.0,4.768367049208364e-10,2.386252950171685e-27,6.287796233390708e-05,7.5612822382385415e-06,0.0013250222600938329,5.292663460108686e-12,0.9985422908393821,6.014566912107154e-05,5.375437464158049e-15,2.0268872389058396e-06,0.26
7.942723162777125e-05,7.744497973884231e-08,3.73159472112004e-16,0.0,4.982342870031109e-10,2.6865572308892876e-27,6.287391887002611e-05,7.560794778444065e-06,0.001376669622674964,5.7139611424828745e-12,0.9984880410346963,6.258765648968419e-05,5.8191185232920886e-15,2.1888933238427753e-06,0.27
7.942643902470256e-05,8.040210032074049e-08,4.045396856723177e-16,0.0,5.196303956199796e-10,3.0111361442249027e-27,6.286988037254347e-05,7.560302084555907e-06,0.001428307440339232,6.151358325711716e-12,0.9984337947222119,6.502948070922701e-05,6.280454506303023e-15,2.3571161602640397e-06,0.28
7.9425647061691e-05,8.335867057292368e-08,4.3719843727953894e-16,0.0,5.410248293954184e-10,3.360935613092571e-27,6.286583966645087e-05,7.559811663317224e-06,0.0014799357225259756,6.604851542894374e-12,0.9983795518977755,6.747113744523268e-05,6.759444267736056e-15,2.5315543815400246e-06,0.29
7.942485526769635e-05,8.631464850448273e-08,4.711354237691824e-16,0.0,5.624175045073148e-10,3.736901414781532e-27,6.286179763201989e-05,7.559323147342504e-06,0.001531554470289105,7.074437331904493e-12,0.9983253125608522,6.991262693701806e-05,7.25608660323553e-15,2.7122067582837804e-06,0.3
7.942406319815118e-05,8.927003467079157e-08,5.063503455356845e-16,0.0,5.838083496244914e-10,4.1399791797764034e-27,6.285775357839879e-05,7.558837672176117e-06,0.0015831636862989199,7.560112230460242e-12,0.9982710767102343,7.235394855056161e-05,7.770380319859273e-15,2.8990720173043266e-06,0.31
7.942326962284144e-05,9.222480178245449e-08,5.428428791200626e-16,0.0,6.051972658995974e-10,4.571114352641461e-27,6.285370817923391e-05,7.55835582206523e-06,0.001634763372332577,8.061872777284815e-12,0.998216844344481,7.479510198359799e-05,8.302324220483546e-15,3.0921488944908426e-06,0.32
7.942247572064301e-05,9.517895447876883e-08,5.806127216754733e-16,0.0,6.265843053175016e-10,5.031252292769913e-27,6.284966338663566e-05,7.5578744595822935e-06,0.0016863535272191065,8.579715513473255e-12,0.9981626154653794,7.723608906010852e-05,8.851917080796122e-15,3.2914361299562375e-06,0.33
7.94216814367849e-05,9.813249249518338e-08,6.196595634055277e-16,0.0,6.4796944541916e-10,5.521338184186516e-27,6.284561900868621e-05,7.557393831822511e-06,0.0017379341528537108,9.113636979086959e-12,0.9981083900723742,7.967690965646996e-05,9.419157701699258e-15,3.4969324528313814e-06,0.34
7.94208874752937e-05,1.0108542676158149e-07,6.599830994585797e-16,0.0,6.693527171293331e-10,6.042317082545328e-27,6.284157517991729e-05,7.556913088785186e-06,0.0017895052502821236,9.663633715329464e-12,0.9980541681658917,8.211756427512935e-05,1.0004044876188954e-14,3.7086365927761e-06,0.35000000000000003
7.9420095387816e-05,1.0403777280240474e-07,7.015830150600689e-16,0.0,6.907342079895875e-10,6.595133899384312e-27,6.28375344347424e-05,7.55642812651474e-06,0.001841066817477509,1.0229702265678277e-11,0.9979999497484027,8.455805529599634e-05,1.0606577373208775e-14,3.926547279386157e-06,0.36
7.941930299176656e-05,1.0698950361076972e-07,7.444589995791335e-16,0.0,7.12113791350549e-10,7.180733342957769e-27,6.283349323434173e-05,7.555944696707848e-06,0.0018926188612470739,1.0811839169388113e-11,0.9979457348154643,8.699837942948392e-05,1.1226754034830363e-14,4.1506632526258735e-06,0.37
7.94185119987693e-05,1.099406387525562e-07,7.886107354307486e-16,0.0,7.334915752616995e-10,7.800060030334018e-27,6.282945410507663e-05,7.555458539337073e-06,0.0019441613794647086,1.1410040971273607e-11,0.9978915233697199,8.943853914380304e-05,1.1864573629140222e-14,4.38098324065345e-06,0.38
7.941772192145445e-05,1.1289117354688277e-07,8.340379105421724e-16,0.0,7.548675321126062e-10,8.454058396243147e-27,6.282541635929769e-05,7.554970834763752e-06,0.001995694374824281,1.2024304214114348e-11,0.9978373154099127,9.187853377951687e-05,1.2520034964621912e-14,4.617505977622941e-06,0.39
7.941693201821888e-05,1.1584110108508853e-07,8.807402126471469e-16,0.0,7.762416208523961e-10,9.143672722116186e-27,6.282137900490872e-05,7.5544833245799045e-06,0.002047217850505548,1.2654625441051501e-11,0.9977831109343678,9.431836235492306e-05,1.3193136854043376e-14,4.860230198188174e-06,0.4
7.941614234237554e-05,1.1879042327652852e-07,9.287173246103054e-16,0.0,7.976138552982948e-10,9.86984715084511e-27,6.281734221901391e-05,7.553995776298894e-06,0.002098731807938531,1.3301001196830779e-11,0.9977289099428229,9.675802502325736e-05,1.3883878095700767e-14,5.1091546344941545e-06,0.41000000000000003
7.94153529203989e-05,1.217391414371781e-07,9.779689359679647e-16,0.0,8.189842166493806e-10,1.0633525665432056e-26,6.281330587063852e-05,7.5535082931642245e-06,0.0021502362489005666,1.3963428026665895e-11,0.9976747124348401,9.919752174326786e-05,1.4592257490537643e-14,5.364278015161061e-06,0.42
7.941456337570905e-05,1.2468725361453874e-07,1.0284947312696243e-15,0.0,8.40352686510634e-10,1.1435652100266687e-26,6.280926953905065e-05,7.553021674881582e-06,0.0022017311757323845,1.4641902476068725e-11,0.9976205184094096,0.00010163685207497956,1.5318273844760728e-14,5.62559907207134e-06,0.43
7.941377394728162e-05,1.2763476176497234e-07,1.0802944023744568e-15,0.0,8.61719279015269e-10,1.2277170161981149e-26,6.280523351183929e-05,7.552535392606955e-06,0.002253216589626366,1.5336421091825576e-11,0.9975663278665213,0.00010407601634106098,1.6061925954901463e-14,5.893116539564912e-06,0.44
7.941298489752786e-05,1.3058166809000076e-07,1.1333676418190262e-15,0.0,8.830840087774133e-10,1.3159023408721527e-26,6.280119810882051e-05,7.552048861557078e-06,0.002304692491725638,1.604698042138482e-11,0.9975121408062056,0.00010651501489632887,1.682321261721511e-14,6.166829151980636e-06,0.45
7.94121959147097e-05,1.3352797166275013e-07,1.1877141364523327e-15,0.0,9.04446850028208e-10,1.4082155223745446e-26,6.279716293860102e-05,7.551562786186765e-06,0.002356158884299612,1.6773577012210308e-11,0.9974579572275368,0.00010895384735522159,1.760213263762233e-14,6.4467356393107135e-06,0.46
7.941140684587588e-05,1.3647367256560692e-07,1.2433335752424106e-15,0.0,9.258077867352591e-10,1.504750884780453e-26,6.279312781040085e-05,7.551077510332938e-06,0.002407615769302189,1.7516207412574405e-11,0.9974037771298554,0.00011139251353930062,1.839868481951587e-14,6.732834732530547e-06,0.47000000000000003
7.941061824263412e-05,1.394187734014358e-07,1.3002256522926138e-15,0.0,9.47166861534176e-10,1.6056027415111674e-26,6.278909342653562e-05,7.550591776716174e-06,0.0024590631472786724,1.8274868172141007e-11,0.9973496005136853,0.00011383101418966168,1.921286795458983e-14,7.02512517335244e-06,0.48
7.940983159692873e-05,1.423632796122962e-07,1.3583900675493726e-15,0.0,9.685241993387175e-10,1.7108653971402376e-26,6.278506168444872e-05,7.550102188491696e-06,0.002510501016889396,1.9049555842215816e-11,0.9972954273811314,0.00011626935127616313,2.0044680818858463e-14,7.32360571967059e-06,0.49
7.940904595634058e-05,1.4530718741122955e-07,1.4178265032927792e-15,0.0,9.898797238242699e-10,1.8206331271236236e-26,6.278103140535567e-05,7.549610881886409e-06,0.0025619293816552644,1.9840266972117743e-11,0.9972412577302041,0.00011870752359107627,2.0894122229373487e-14,7.628275095007131e-06,0.5
7.940826099518564e-05,1.4825049484436372e-07,1.4785346456674084e-15,0.0,1.011233413847116e-09,1.9350001961068814e-26,6.277700220888344e-05,7.549118565305298e-06,0.002613348243838593,2.0646998112471848e-11,0.9971870915599681,0.00012114553074668498,2.1761190992768295e-14,7.939132033969244e-06,0.51
7.9407476052664e-05,1.5119319817355827e-07,1.540514177666819e-15,0.0,1.0325852242652086e-09,2.0540608523068122e-26,6.277297330086894e-05,7.548626698281537e-06,0.002664757606357703,2.146974581417726e-11,0.9971329288689307,0.00012358337192392777,2.264588592136474e-14,8.256175268575187e-06,0.52
7.94066900625799e-05,1.5413529153127092e-07,1.6037647784769575e-15,0.0,1.0539350807505334e-09,2.177909327161971e-26,6.276894338548218e-05,7.5481376500711065e-06,0.002716157472925809,2.2308506628331397e-11,0.9970787696549244,0.00012602104578131787,2.3548205834345346e-14,8.57940352755301e-06,0.53
7.9405901483062e-05,1.5707676657542402e-07,1.668286122819561e-15,0.0,1.0752828746014738e-09,2.306639834983183e-26,6.276491057734912e-05,7.547654858247425e-06,0.002767547848189912,2.3163277106154165e-11,0.9970246139149894,0.00012845855036386337,2.446814955892548e-14,8.90881553563927e-06,0.54
7.940511148686546e-05,1.600176305601135e-07,1.7340779051304807e-15,0.0,1.0966286795898984e-09,2.4403465847310843e-26,6.276087623368835e-05,7.547175784092549e-06,0.002818928731605923,2.4034053802374274e-11,0.9969704616506283,0.00013089588714797003,2.540571587830192e-14,9.244410031636746e-06,0.55
7.940432392787011e-05,1.6295790619819809e-07,1.8011398391832106e-15,0.0,1.1179727492779818e-09,2.579123779803422e-26,6.275684491065012e-05,7.546691989942781e-06,0.0028703001175069028,2.4920833275192462e-11,0.9969163128677496,0.00013333306099701358,2.6360903532224683e-14,9.586185767924755e-06,0.56
7.940353589302338e-05,1.6589757835026506e-07,1.869471586004448e-15,0.0,1.1393148732353348e-09,2.7230655828069553e-26,6.275281300106771e-05,7.546210014954217e-06,0.002921662013257201,2.5823612076248357e-11,0.9968621675610986,0.00013577006817473824,2.733371137124603e-14,9.934141455804984e-06,0.5700000000000001
7.940274750607881e-05,1.688366494481789e-07,1.9390728284250665e-15,0.0,1.1606550442389613e-09,2.872266151932241e-26,6.274878051755477e-05,7.5457297202418404e-06,0.002973014420422791,2.6742386761028944e-11,0.9968080257304087,0.00013820690877917023,2.8324138196715526e-14,1.0288275821608092e-05,0.58
7.94019590226658e-05,1.7177512313977792e-07,2.0099432488328013e-15,0.0,1.181993260055428e-09,3.026819630061284e-26,6.274474759668835e-05,7.545250709718758e-06,0.0030243573403556886,2.767715388578295e-11,0.9967538873756143,0.0001406435830558412,2.9332182808223273e-14,1.0648587589683929e-05,0.59
7.940117028890945e-05,1.7471299089704352e-07,2.082082567438056e-15,0.0,1.2033295829998278e-09,3.186820160109642e-26,6.274071476534922e-05,7.5447726186222395e-06,0.0030756907742113928,2.8627910007319593e-11,0.996699752496399,0.00014308009123716804,3.035784400564155e-14,1.10150755343172e-05,0.6
7.940038187991107e-05,1.7765025907439611e-07,2.155490466603003e-15,0.0,1.2246640252293933e-09,3.352361854613505e-26,6.273668248220885e-05,7.544294406223179e-06,0.003127014722799274,2.9594651683473725e-11,0.9966456210931928,0.00014551643393851858,3.1401120584078475e-14,1.1387738376367293e-05,0.61
7.93995943595345e-05,1.8058693072906358e-07,2.2301666425932946e-15,0.0,1.2459966289290428e-09,3.5235388164875196e-26,6.273265148986555e-05,7.543814762220031e-06,0.003178329186619793,3.0577375472825747e-11,0.9965914931665504,0.0001479526119317006,3.246201133675872e-14,1.1766574853562908e-05,0.62
7.939880843599622e-05,1.835230090119146e-07,2.306110796571793e-15,0.0,1.2673274535680556e-09,3.700445135383239e-26,6.272862278044473e-05,7.543331982102856e-06,0.0032296341658126313,3.1576077934776873e-11,0.9965373687173004,0.00015038862621530926,3.354051505412429e-14,1.2151583707994128e-05,0.63
7.939802277863507e-05,1.8645848774595474e-07,2.3833225943424483e-15,0.0,1.2886563929259622e-09,3.8831748768721354e-26,6.27245945137036e-05,7.542849244794831e-06,0.003280929664834458,3.2590755626989776e-11,0.9964832477427341,0.00015282447498147155,3.4636630562872475e-14,1.2542763667444373e-05,0.64
7.93972354234434e-05,1.8939335772317903e-07,2.4618016912469974e-15,0.0,1.3099832907282414e-09,4.071822089060039e-26,6.272056397882288e-05,7.542371237054836e-06,0.003332215689471989,3.362140510702651e-11,0.996429130239049,0.00015526015555581153,3.575035670098901e-14,1.2940113456317888e-05,0.65
7.939644824251256e-05,1.9232762677980267e-07,2.5415478111200902e-15,0.0,1.3313083078160434e-09,4.2664808234991543e-26,6.271653382880346e-05,7.541893423273987e-06,0.003383492237348368,3.4668022937555636e-11,0.9963750162091148,0.00015769567056411293,3.6881692238385304e-14,1.3343631830000784e-05,0.66
7.939566154871232e-05,1.952612955097809e-07,2.6225606511945946e-15,0.0,1.3526314794615516e-09,4.467245110066713e-26,6.271250455852264e-05,7.541414994612136e-06,0.0034347593093788428,3.5730605680067506e-11,0.9963209056530999,0.0001601310204904496,3.803063597267257e-14,1.3753317533773967e-05,0.67
7.939487580707138e-05,1.9819436493706228e-07,2.7048399123945766e-15,0.0,1.373952856112588e-09,4.674208965006643e-26,6.27084768930306e-05,7.540934759240761e-06,0.003486016906134306,3.6809149896868447e-11,0.9962667985714462,0.0001625662060390732,3.9197186698765115e-14,1.4169169316079836e-05,0.68
7.939409165784515e-05,2.011268365955227e-07,2.788385299840392e-15,0.0,1.3952725055340755e-09,4.8874663910928156e-26,6.270445182150743e-05,7.5404510852045495e-06,0.0035372650277902206,3.79036521511081e-11,0.9962126949649098,0.0001650012281672582,4.038134320845756e-14,1.4591185928876358e-05,0.6900000000000001
7.939330993958351e-05,2.040587126088997e-07,2.8731965233537767e-15,0.0,1.4165905149495032e-09,5.107111377792301e-26,6.270043063122037e-05,7.5399618432829696e-06,0.0035885036740755448,3.901410900680687e-11,0.9961585948346022,0.00016743608811814698,4.158310429000207e-14,1.5019366127991135e-05,0.7000000000000001
7.939252878730015e-05,2.069899895742393e-07,2.9592732447631613e-15,0.0,1.4379067090938905e-09,5.333237887277841e-26,6.269641045759884e-05,7.539471769207491e-06,0.0036397328508694254,4.014051702524597e-11,0.9961044981767604,0.000169870783187454,4.2802468782590043e-14,1.5453708634520603e-05,0.71
7.939174699643431e-05,2.0992066571961753e-07,3.0466151391749172e-15,0.0,1.459220976848433e-09,5.565939870754497e-26,6.269238943979679e-05,7.538983931944533e-06,0.0036909525625568743,4.128287276914946e-11,0.9960504049888085,0.00017230531162920666,4.403943551321611e-14,1.5894212179679385e-05,0.72
7.93909657539369e-05,2.128507446025639e-07,3.1352219265448832e-15,0.0,1.4805334392777707e-09,5.805311276886325e-26,6.268836937304937e-05,7.538495343963445e-06,0.003742162808095662,4.244117280483558e-11,0.9959963152724756,0.0001747396751798383,4.52940032641933e-14,1.6340875527902337e-05,0.73
7.939018475013199e-05,2.157802269039849e-07,3.2250933010441394e-15,0.0,1.5018440718851949e-09,6.051446033037086e-26,6.268434974673384e-05,7.538006825341935e-06,0.003793363589854721,4.3615413697380363e-11,0.99594222902679,0.00017717387338630268,4.6566170846149264e-14,1.6793697425107764e-05,0.74
7.938940354650072e-05,2.1870911335692075e-07,3.316228956022585e-15,0.0,1.5231528373632231e-09,6.304438051939278e-26,6.268032983978243e-05,7.537519535593913e-06,0.0038445549105067716,4.4805592012317256e-11,0.9958881462505422,0.00017960790560026893,4.785593707236122e-14,1.7252676616960912e-05,0.75
7.938862282462548e-05,2.2163739945841612e-07,3.4086285417559663e-15,0.0,1.5444597732477136e-09,6.5643812154385e-26,6.267631081596079e-05,7.5370316328017484e-06,0.0038957367700602533,4.60117043174017e-11,0.9958340669445978,0.00018204177290097947,4.916330073400789e-14,1.771781183330225e-05,0.76
7.938784248593424e-05,2.2456508334263638e-07,3.5022917278985562e-15,0.0,1.565764857245728e-09,6.83136939865205e-26,6.267229253811652e-05,7.536543354691662e-06,0.003946909170374498,4.7233747179929754e-11,0.9957799911083791,0.00018447547517083744,5.048826063780787e-14,1.8189101810941254e-05,0.77
7.938706189116006e-05,2.2749216471161157e-07,3.59721819479387e-15,0.0,1.587068023622356e-09,7.10549646666816e-26,6.266827397060907e-05,7.536056377442936e-06,0.003998072114590436,4.8471717167077505e-11,0.9957259187403104,0.0001869090114644592,5.183081560126966e-14,1.8666545290382882e-05,0.78
7.938628071422067e-05,2.3041864119817536e-07,3.693407604356932e-15,0.0,1.6083692229641748e-09,7.386856263360312e-26,6.26642546120872e-05,7.535571531346452e-06,0.004049225605101296,4.9725610847107915e-11,0.9956718498393967,0.0001893423813234458,5.319096443576994e-14,1.9150141005068754e-05,0.79
7.938549857268966e-05,2.3334450984181456e-07,3.790859611632844e-15,0.0,1.629668395572895e-09,7.67554261590174e-26,6.266023387667962e-05,7.535089788238955e-06,0.004100369644430412,5.099542478885049e-11,0.9956177844045416,0.000191775584208076,5.456870595386786e-14,1.963988768552269e-05,0.8
7.938471670571891e-05,2.3626978337515843e-07,3.889574022747331e-15,0.0,1.6509657171885333e-09,7.971649367220805e-26,6.26562136714678e-05,7.534607987217142e-06,0.004151504231360794,5.228115556370702e-11,0.9955637224375969,0.00019420862195438854,5.5964038937693816e-14,2.0135784101098943e-05,0.81
7.938393498381651e-05,2.391944611357711e-07,3.989550512559818e-15,0.0,1.6722611603358853e-09,8.275270317822259e-26,6.265219380431321e-05,7.5341264507618515e-06,0.004202629367832457,5.358279974207897e-11,0.9955096639379262,0.00019664149439605844,5.73769621952754e-14,2.0637828984930037e-05,0.8200000000000001
7.938315329663131e-05,2.421185425324806e-07,4.090788755248298e-15,0.0,1.6935546975118313e-09,8.586499252609452e-26,6.26481741157172e-05,7.533645449473337e-06,0.0042537450557412464,5.4900353895026486e-11,0.9954556089049286,0.00019907420139665268,5.880747453439161e-14,2.114602106841552e-05,0.8300000000000001
7.938237189005577e-05,2.4504203029900446e-07,4.193288455794312e-15,0.0,1.7148463503366607e-09,8.905429947307099e-26,6.264415499697392e-05,7.533164343038824e-06,0.004304851296161198,5.6233814594671866e-11,0.9954015573386511,0.00020150674334345293,6.025557475621976e-14,2.1660359089421917e-05,0.84
7.938159110390179e-05,2.4796492792110554e-07,4.297049324930257e-15,0.0,1.7361361508260076e-09,9.232156163245914e-26,6.264013698768397e-05,7.532682248022908e-06,0.004355948089949582,5.758317841388682e-11,0.9953475092393123,0.00020393912076358377,6.172126166027399e-14,2.2180841785484584e-05,0.85
7.938081003097848e-05,2.5088722893421836e-07,4.40207109640628e-15,0.0,1.7574240552523326e-09,9.566771680639854e-26,6.263611861696731e-05,7.532201550305403e-06,0.004407035440810865,5.894844192434921e-11,0.9952934646048586,0.00020637133230238464,6.32045340704189e-14,2.270746795165274e-05,0.86
7.93800292299327e-05,2.5380893855905427e-07,4.508353494368305e-15,0.0,1.7787101200947027e-09,9.909370232233481e-26,6.263210076992378e-05,7.531720800044718e-06,0.004458113349097133,6.032960170046862e-11,0.9952394234359075,0.00020880337881277065,6.470539078224897e-14,2.324023632481987e-05,0.87
7.93792489602015e-05,2.567300596158645e-07,4.6158962558445575e-15,0.0,1.7999943884792698e-09,1.0260045547003001e-25,6.262808384614143e-05,7.5312393349696754e-06,0.004509181815841256,6.17266543168291e-11,0.9951853857325319,0.00021123526069424204,6.62238305973293e-14,2.3779145659722745e-05,0.88
7.937846942355841e-05,2.596505944458536e-07,4.724699128537343e-15,0.0,1.8212769063522384e-09,1.061889134454098e-25,6.262406814817226e-05,7.530756648070749e-06,0.004560240842204649,6.313959634853701e-11,0.9951313514946997,0.0002136669782568048,6.775985231851278e-14,2.432419471905153e-05,0.89
7.937769083441125e-05,2.6257054524481647e-07,4.8347618642794215e-15,0.0,1.8425577244660016e-09,1.0986001331761217e-25,6.262005399648268e-05,7.530272201913622e-06,0.004611290429317505,6.45684243713314e-11,0.9950773207224017,0.0002160985318278924,6.931345474856422e-14,2.487538226878149e-05,0.9
7.937691217018332e-05,2.654898885219905e-07,4.946083782731216e-15,0.0,1.8638365993900513e-09,1.1361469101305607e-25,6.26160398671775e-05,7.529788568104612e-06,0.004662330581214843,6.601313496050795e-11,0.9950232934133624,0.00021852991994955677,7.088463671335493e-14,2.543270698405133e-05,0.91
