Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
1.246604979411875e-07,8.750150058855535e-10,2.136908909673246e-07,9.696062860811726e-10,4.464491281523674e-09,4.947393680204129e-08,5.260631979586752e-10,1.240398439979746e-07,5.05
1.2464839278880548e-07,8.759277492555898e-10,2.136785694385877e-07,9.698226629822958e-10,4.475683708401139e-09,4.9473956662399865e-08,5.260433376001066e-10,1.240284550719952e-07,5.0600000000000005
1.2463629058628703e-07,8.768382571442974e-10,2.1366625127745704e-07,9.700386220813328e-10,4.486875421714721e-09,4.947397653374617e-08,5.260234662538045e-10,1.240170672892341e-07,5.07
1.2462419133042874e-07,8.777465341233633e-10,2.1365393647863343e-07,9.702541654700428e-10,4.498066420153571e-09,4.947399641668938e-08,5.260035833105958e-10,1.2400568064958005e-07,5.08
1.2461209501782063e-07,8.78652584753838e-10,2.1364162503681315e-07,9.704692950381702e-10,4.509256702624964e-09,4.947401631185675e-08,5.259836881432217e-10,1.2399429515292481e-07,5.09
1.2460000164484623e-07,8.795564135861363e-10,2.1362931694668788e-07,9.706840124734446e-10,4.520446268254297e-09,4.947403621989363e-08,5.25963780106338e-10,1.2398291079916312e-07,5.1000000000000005
1.2458791120768252e-07,8.80458025160037e-10,2.1361701220294466e-07,9.708983192615804e-10,4.531635116385092e-09,4.947405614146346e-08,5.259438585365149e-10,1.2397152758819273e-07,5.11
1.245758237023e-07,8.813574240046827e-10,2.13604710800266e-07,9.711122166862774e-10,4.542823246578995e-09,4.947407607724773e-08,5.259239227522371e-10,1.239601455199144e-07,5.12
1.2456373912446253e-07,8.822546146385803e-10,2.1359241273332982e-07,9.713257058292202e-10,4.554010658615776e-09,4.9474096027946066e-08,5.259039720539035e-10,1.2394876459423185e-07,5.13
1.245516574697276e-07,8.831496015696007e-10,2.1358011799680943e-07,9.715387875700785e-10,4.565197352493331e-09,4.947411599427614e-08,5.258840057238279e-10,1.2393738481105183e-07,5.14
1.2453957873344602e-07,8.840423892949789e-10,2.1356782658537349e-07,9.717514625865073e-10,4.576383328427678e-09,4.9474135976973734e-08,5.258640230262382e-10,1.2392600617028408e-07,5.15
1.245275029107622e-07,8.849329823013136e-10,2.1355553849368622e-07,9.719637313541467e-10,4.5875685868529585e-09,4.9474155976792694e-08,5.258440232072768e-10,1.2391462867184134e-07,5.16
1.2451542999661396e-07,8.858213850645677e-10,2.1354325371640709e-07,9.721755941466215e-10,4.5987531284214405e-09,4.9474175994504966e-08,5.258240054950009e-10,1.2390325231563935e-07,5.17
1.2450335998573257e-07,8.867076020500682e-10,2.135309722481911e-07,9.72387051035542e-10,4.609936954003515e-09,4.947419603090059e-08,5.258039690993816e-10,1.2389187710159682e-07,5.18
1.2449129287264286e-07,8.875916377125064e-10,2.1351869408368857e-07,9.725981018905034e-10,4.6211200646876984e-09,4.9474216086787664e-08,5.257839132123047e-10,1.2388050302963553e-07,5.19
1.2447922865166304e-07,8.88473496495937e-10,2.1350641921754532e-07,9.728087463790862e-10,4.632302461780628e-09,4.94742361629924e-08,5.257638370075707e-10,1.238691300996802e-07,5.2
1.2446716731690485e-07,8.893531828337793e-10,2.1349414764440252e-07,9.730189839668557e-10,4.643484146807067e-09,4.9474256260359074e-08,5.257437396408943e-10,1.2385775831165849e-07,5.21
1.2445510886227346e-07,8.902307011488162e-10,2.1348187935889674e-07,9.732288139173622e-10,4.654665121509906e-09,4.947427637975007e-08,5.257236202499047e-10,1.2384638766550122e-07,5.22
1.2444305328146757e-07,8.911060558531951e-10,2.1346961435566002e-07,9.734382352921418e-10,4.665845387850155e-09,4.9474296522045826e-08,5.257034779541455e-10,1.2383501816114207e-07,5.23
1.2443100056797933e-07,8.919792513484268e-10,2.1345735262931976e-07,9.736472469507149e-10,4.67702494800695e-09,4.94743166881449e-08,5.256833118550748e-10,1.2382364979851777e-07,5.24
1.244189507150943e-07,8.928502920253869e-10,2.134450941744988e-07,9.738558475505872e-10,4.68820380437755e-09,4.9474336878963904e-08,5.256631210360653e-10,1.23812282577568e-07,5.25
1.2440690371589163e-07,8.937191822643144e-10,2.1343283898581538e-07,9.740640355472498e-10,4.699381959577341e-09,4.9474357095437566e-08,5.256429045624038e-10,1.2380091649823558e-07,5.26
1.2439485956324386e-07,8.945859264348129e-10,2.134205870578831e-07,9.742718091941784e-10,4.710559416439831e-09,4.947437733851868e-08,5.256226614812921e-10,1.2378955156046615e-07,5.2700000000000005
1.2438281824981703e-07,8.954505288958492e-10,2.1340833838531106e-07,9.744791665428344e-10,4.7217361780166515e-09,4.947439760917812e-08,5.256023908218459e-10,1.2377818776420843e-07,5.28
1.2437077976807062e-07,8.96312993995755e-10,2.1339609296270374e-07,9.746861054426636e-10,4.73291224757756e-09,4.947441790840487e-08,5.255820915950957e-10,1.2376682510941418e-07,5.29
1.24358746011964e-07,8.971733434898904e-10,2.1338385102825018e-07,9.74894283636754e-10,4.744085679313598e-09,4.9474437950877136e-08,5.255620491228323e-10,1.2375546356719875e-07,5.3
1.2434671539788716e-07,8.980315672739301e-10,2.1337161237472018e-07,9.751023231003005e-10,4.755258092018279e-09,4.947445797485747e-08,5.255420251425004e-10,1.237441031614146e-07,5.3100000000000005
1.2433468776243493e-07,8.988876682424131e-10,2.1335937697681913e-07,9.75310085555441e-10,4.766429648745819e-09,4.947447800476344e-08,5.255219952365301e-10,1.237327438943768e-07,5.32
1.2432266310306487e-07,8.997416507544695e-10,2.133471448298791e-07,9.755175731277168e-10,4.7776003476686186e-09,4.947449804077946e-08,5.255019592205108e-10,1.2372138576596072e-07,5.33
1.2431064141710237e-07,9.005935191592758e-10,2.133349159292372e-07,9.757247878056522e-10,4.788770187100882e-09,4.9474518083096814e-08,5.254819169031574e-10,1.2371002877604358e-07,5.34
1.2429862270174083e-07,9.014432777960541e-10,2.1332269027023546e-07,9.759317314407538e-10,4.799939165498618e-09,4.947453813191366e-08,5.254618680863094e-10,1.2369867292450452e-07,5.3500000000000005
1.242866069540415e-07,9.022909309940725e-10,2.133104678482208e-07,9.761384057475106e-10,4.8111072814596345e-09,4.947455818743504e-08,5.254418125649317e-10,1.2368731821122456e-07,5.36
1.2427459417093369e-07,9.031364830726453e-10,2.1329824865854515e-07,9.763448123033945e-10,4.822274533723548e-09,4.9474578249872856e-08,5.25421750127114e-10,1.2367596463608652e-07,5.37
1.2426258434921448e-07,9.039799383411326e-10,2.1328603269656536e-07,9.765509525488597e-10,4.833440921171776e-09,4.94745983194459e-08,5.254016805540711e-10,1.2366461219897514e-07,5.38
1.2425057748554903e-07,9.048213010989406e-10,2.1327381995764326e-07,9.767568277873431e-10,4.844606442827542e-09,4.947461839637982e-08,5.253816036201432e-10,1.2365326089977705e-07,5.39
1.2423857357647029e-07,9.056605756355213e-10,2.1326161043714556e-07,9.769624391852641e-10,4.8557710978558705e-09,4.947463848090717e-08,5.25361519092795e-10,1.236419107383807e-07,5.4
1.2422657261837926e-07,9.06497766230373e-10,2.1324940413044402e-07,9.77167787772025e-10,4.86693488556359e-09,4.9474658573267354e-08,5.253414267326167e-10,1.236305617146764e-07,5.41
1.242145746075448e-07,9.073328771530398e-10,2.1323720103291523e-07,9.773728744400097e-10,4.878097805399333e-09,4.947467867370665e-08,5.25321326293323e-10,1.236192138285564e-07,5.42
1.2420257954010373e-07,9.081659126631117e-10,2.1322500113994084e-07,9.775776999445859e-10,4.889259856953536e-09,4.947469878247822e-08,5.253012175217543e-10,1.2360786707991475e-07,5.43
1.2419058741206076e-07,9.089968770102247e-10,2.1321280444690736e-07,9.777822649041028e-10,4.90042103995844e-09,4.947471889984209e-08,5.252811001578756e-10,1.235965214686474e-07,5.44
1.2417859821928864e-07,9.098257744340609e-10,2.132006109492063e-07,9.77986569799893e-10,4.911581354288088e-09,4.947473902606519e-08,5.252609739347771e-10,1.2358517699465216e-07,5.45
1.241666119575279e-07,9.106526091643483e-10,2.131884206422341e-07,9.781906149762716e-10,4.922740799958327e-09,4.9474759161421296e-08,5.25240838578674e-10,1.235738336578287e-07,5.46
1.2415462862238707e-07,9.114773854208611e-10,2.1317623352139214e-07,9.78394400640535e-10,4.933899377126807e-09,4.9474779306191065e-08,5.252206938089066e-10,1.2356249145807863e-07,5.47
1.2414264820934268e-07,9.123001074134192e-10,2.1316404958208674e-07,9.78597926862964e-10,4.945057086092985e-09,4.947479946066203e-08,5.252005393379402e-10,1.235511503953053e-07,5.48
1.2413067071373906e-07,9.131207793418884e-10,2.1315186881972924e-07,9.788011935768209e-10,4.956213927298116e-09,4.94748196251286e-08,5.251803748713652e-10,1.2353981046941404e-07,5.49
1.241186961307886e-07,9.139394053961809e-10,2.131396912297358e-07,9.790042005783505e-10,4.967369901325263e-09,4.947483979989207e-08,5.251602001078969e-10,1.23528471680312e-07,5.5
1.2410672445557147e-07,9.147559897562547e-10,2.1312751680752764e-07,9.792069475267807e-10,4.9785250088992915e-09,4.9474859985260594e-08,5.251400147393758e-10,1.235171340279082e-07,5.51
1.2409475568303595e-07,9.155705365921135e-10,2.131153455485309e-07,9.794094339443214e-10,4.9896792508868715e-09,4.94748801815492e-08,5.251198184507674e-10,1.2350579751211352e-07,5.5200000000000005
1.2408278980799808e-07,9.163830500638074e-10,2.1310317744817663e-07,9.796116592161656e-10,5.000832628296473e-09,4.9474900389079806e-08,5.250996109201623e-10,1.234944621328408e-07,5.53
1.2407082682514194e-07,9.171935343214323e-10,2.1309101250190085e-07,9.798136225904883e-10,5.011985142278373e-09,4.9474920608181196e-08,5.25079391818776e-10,1.2348312789000458e-07,5.54
1.240588667290195e-07,9.1800199350513e-10,2.1307885070514456e-07,9.800153231784476e-10,5.023136794124652e-09,4.947494083918902e-08,5.250591608109492e-10,1.2347179478352144e-07,5.55
1.240469095140507e-07,9.188084317450885e-10,2.1306669205335366e-07,9.80216759954184e-10,5.034287585269194e-09,4.947496108244582e-08,5.250389175541474e-10,1.234604628133097e-07,5.5600000000000005
1.2403495517452334e-07,9.196128531615416e-10,2.1305453654197902e-07,9.804179317548203e-10,5.045437517287685e-09,4.947498133830101e-08,5.250186616989616e-10,1.2344913197928963e-07,5.57
1.240230037045932e-07,9.20415261864769e-10,2.130423841664764e-07,9.80618837280462e-10,5.0565865918976145e-09,4.947500160711086e-08,5.249983928891074e-10,1.2343780228138333e-07,5.58
1.2401105509828398e-07,9.212156619550967e-10,2.1303023492230667e-07,9.808194750941976e-10,5.067734810958279e-09,4.947502188923854e-08,5.249781107614256e-10,1.2342647371951482e-07,5.59
1.2399910934948733e-07,9.220140575228966e-10,2.1301808880493545e-07,9.810198436220974e-10,5.0788821764707755e-09,4.9475042185054085e-08,5.24957814945882e-10,1.2341514629360989e-07,5.6000000000000005
1.2398716645196278e-07,9.228104526485863e-10,2.1300594580983344e-07,9.812199411532147e-10,5.0900286905780055e-09,4.94750624949344e-08,5.249375050655677e-10,1.2340382000359626e-07,5.61
1.2397522639933783e-07,9.236048514026296e-10,2.1299380593247622e-07,9.814197658395854e-10,5.101174355564673e-09,4.9475082819263274e-08,5.249171807366986e-10,1.2339249484940357e-07,5.62
1.2396328918510793e-07,9.243972578455363e-10,2.1298166916834437e-07,9.81619315696228e-10,5.112319173857288e-09,4.947510315843135e-08,5.248968415686155e-10,1.2338117083096324e-07,5.63
1.239513548026364e-07,9.251876760278621e-10,2.1296953551292336e-07,9.81818588601143e-10,5.1234631480241635e-09,4.9475123512836185e-08,5.248764871637847e-10,1.2336984794820862e-07,5.64
1.2393942324515453e-07,9.25976109990209e-10,2.1295740496170366e-07,9.820175822953142e-10,5.1346062807754155e-09,4.9475143882882175e-08,5.24856117117797e-10,1.2335852620107486e-07,5.65
1.2392749450576153e-07,9.267625637632243e-10,2.1294527751018065e-07,9.822162943827077e-10,5.145748574962961e-09,4.9475164268980604e-08,5.248357310193688e-10,1.2334720558949907e-07,5.66
1.2391556857742456e-07,9.27547041367602e-10,2.129331531538547e-07,9.824147223302719e-10,5.156890033580525e-09,4.947518467154963e-08,5.248153284503412e-10,1.2333588611342017e-07,5.67
1.239036454529787e-07,9.283295468140816e-10,2.1292103188823108e-07,9.826128634679383e-10,5.168030659763636e-09,4.9475205091014286e-08,5.247949089856803e-10,1.2332456777277893e-07,5.68
1.2389172512512693e-07,9.29110084103449e-10,2.1290891370882003e-07,9.828107149886203e-10,5.179170456789622e-09,4.947522552780649e-08,5.247744721934774e-10,1.2331325056751808e-07,5.69
1.238798075864402e-07,9.298886572265356e-10,2.1289679861113675e-07,9.830082739482144e-10,5.1903094280776176e-09,4.947524598236502e-08,5.24754017634949e-10,1.2330193449758212e-07,5.7
1.2386789282935737e-07,9.306652701642192e-10,2.1288468659070134e-07,9.832055372655993e-10,5.201447577188561e-09,4.9475266455135535e-08,5.247335448644362e-10,1.2329061956291746e-07,5.71
1.2385598084618523e-07,9.314399268874233e-10,2.1287257764303894e-07,9.834025017226366e-10,5.212584907825193e-09,4.9475286946570565e-08,5.247130534294056e-10,1.2327930576347238e-07,5.72
1.2384407162909854e-07,9.322126313571176e-10,2.1286047176367953e-07,9.835991639641702e-10,5.223721423832061e-09,4.947530745712952e-08,5.246925428704486e-10,1.2326799309919705e-07,5.73
1.2383216517013992e-07,9.329833875243177e-10,2.128483689481581e-07,9.837955204980266e-10,5.2348571291955095e-09,4.947532798727869e-08,5.246720127212816e-10,1.2325668157004344e-07,5.74
1.2382026146121997e-07,9.33752199330085e-10,2.128362691920146e-07,9.83991567695015e-10,5.245992028043694e-09,4.9475348537491225e-08,5.246514625087462e-10,1.232453711759655e-07,5.75
1.2380836117159146e-07,9.345190790023303e-10,2.1282417252958481e-07,9.841879403890882e-10,5.257125445958184e-09,4.9475369047263426e-08,5.246309527365385e-10,1.2323406190317073e-07,5.76
1.2379646502143454e-07,9.352840393843178e-10,2.128120789981331e-07,9.843853214067683e-10,5.268256657511431e-09,4.947538945150231e-08,5.246105484976604e-10,1.2322275373683253e-07,5.7700000000000005
1.2378457175723753e-07,9.360470691398257e-10,2.1279998852192628e-07,9.845825331225285e-10,5.2793869145142724e-09,4.947540986277428e-08,5.24590137225686e-10,1.2321144670217595e-07,5.78
1.2377268137592359e-07,9.368081722379557e-10,2.1278790109684133e-07,9.847795765819892e-10,5.290516216111328e-09,4.947543028108124e-08,5.245697189187212e-10,1.2320014079904998e-07,5.79
1.2376079387436104e-07,9.375673526388024e-10,2.1277581671876462e-07,9.849764527665899e-10,5.301644561511611e-09,4.947545070642502e-08,5.245492935749521e-10,1.2318883602730378e-07,5.8
1.2374890924936345e-07,9.383246142934522e-10,2.1276373538359184e-07,9.851731625935885e-10,5.312771949988532e-09,4.947547113880732e-08,5.245288611926458e-10,1.2317753238678692e-07,5.8100000000000005
1.237370274976895e-07,9.390799611439844e-10,2.127516570872281e-07,9.853697069160614e-10,5.323898380879892e-09,4.947549157822982e-08,5.245084217701497e-10,1.2316622987734917e-07,5.82
1.237251486160431e-07,9.3983339712347e-10,2.1273958182558787e-07,9.855660865229042e-10,5.335023853587892e-09,4.9475512024694077e-08,5.244879753058921e-10,1.231549284988407e-07,5.83
1.2371327260107345e-07,9.405849261559723e-10,2.12727509594595e-07,9.857623021388304e-10,5.3461483675791254e-09,4.9475532478201585e-08,5.244675217983816e-10,1.2314362825111192e-07,5.84
1.2370139944937482e-07,9.413345521565474e-10,2.1271544039018262e-07,9.859583544243729e-10,5.357271922384584e-09,4.947555293875376e-08,5.244470612462075e-10,1.2313232913401358e-07,5.8500000000000005
1.236895291574868e-07,9.420822790312432e-10,2.1270337420829337e-07,9.861542439758825e-10,5.36839451759965e-09,4.9475573406351925e-08,5.244265936480396e-10,1.2312103114739666e-07,5.86
1.2367766172189407e-07,9.428281106771003e-10,2.126913110448792e-07,9.863499713255293e-10,5.379516152884105e-09,4.947559388099734e-08,5.244061190026287e-10,1.231097342911125e-07,5.87
1.2366579713902658e-07,9.435720509821507e-10,2.1267925089590143e-07,9.865455369413018e-10,5.3906368279621236e-09,4.947561436269116e-08,5.243856373088057e-10,1.2309843856501278e-07,5.88
1.2365393540525948e-07,9.443141038254199e-10,2.1266719375733072e-07,9.86740941227007e-10,5.401756542622277e-09,4.947563485143448e-08,5.243651485654823e-10,1.2308714396894935e-07,5.89
1.236420765169131e-07,9.45054273076925e-10,2.1265513962514718e-07,9.869361845222707e-10,5.4128752967175324e-09,4.947565534722832e-08,5.243446527716509e-10,1.230758505027745e-07,5.9
1.2363022047025295e-07,9.457925625976752e-10,2.1264308849534022e-07,9.871312671025372e-10,5.423993090165249e-09,4.947567585007358e-08,5.243241499263843e-10,1.2306455816634076e-07,5.91
1.236183672614898e-07,9.465289762396725e-10,2.1263104036390868e-07,9.8732618917907e-10,5.435109922947184e-09,4.947569635997113e-08,5.243036400288361e-10,1.2305326695950092e-07,5.92
1.2360651688677954e-07,9.47263517845911e-10,2.1261899522686072e-07,9.875209508989501e-10,5.446225795109487e-09,4.9475716876921724e-08,5.242831230782403e-10,1.2304197688210817e-07,5.93
1.2359466934222334e-07,9.479961912503768e-10,2.1260695308021392e-07,9.877155523450785e-10,5.457340706762709e-09,4.9475737400926057e-08,5.242625990739115e-10,1.2303068793401589e-07,5.94
1.235828246238675e-07,9.487270002780485e-10,2.1259491391999516e-07,9.87909993536174e-10,5.4684546580817886e-09,4.9475757931984725e-08,5.242420680152451e-10,1.2301940011507786e-07,5.95
1.235709827277036e-07,9.49455948744897e-10,2.1258287774224078e-07,9.881042744267744e-10,5.479567649306064e-09,4.947577847009825e-08,5.242215299017171e-10,1.230081134251481e-07,5.96
1.2355914364966839e-07,9.501830404578856e-10,2.1257084454299647e-07,9.882983949072358e-10,5.490679680739268e-09,4.9475799015267085e-08,5.242009847328837e-10,1.2299682786408092e-07,5.97
1.2354730738564374e-07,9.5090827921497e-10,2.125588143183172e-07,9.88492354803733e-10,5.501790752749529e-09,4.9475819567491585e-08,5.241804325083821e-10,1.2298554343173102e-07,5.98
1.2353547393145685e-07,9.516316688050974e-10,2.1254678706426746e-07,9.886861538782601e-10,5.512900865769368e-09,4.9475840126772034e-08,5.2415987322793e-10,1.229742601279533e-07,5.99
1.2352364328288e-07,9.52353213008208e-10,2.12534762776921e-07,9.88879791828629e-10,5.524010020295705e-09,4.947586069310864e-08,5.241393068913255e-10,1.22962977952603e-07,6.0
1.2351181543563078e-07,9.530729155952344e-10,2.12522741452361e-07,9.890732682884707e-10,5.535118216889854e-09,4.947588126650152e-08,5.241187334984478e-10,1.2295169690553567e-07,6.01
1.2349999038537188e-07,9.537907803281008e-10,2.1251072308668e-07,9.892665828272348e-10,5.546225456177523e-09,4.947590184695071e-08,5.24098153049256e-10,1.2294041698660716e-07,6.0200000000000005
1.234881681277113e-07,9.545068109597242e-10,2.1249870767597986e-07,9.894597349501892e-10,5.557331738848816e-09,4.9475922434456176e-08,5.240775655437903e-10,1.2292913819567358e-07,6.03
1.2347634865820212e-07,9.552210112340138e-10,2.124866952163719e-07,9.896527240984211e-10,5.568437065658231e-09,4.94759430290178e-08,5.240569709821715e-10,1.2291786053259143e-07,6.04
1.2346453197234273e-07,9.55933384885871e-10,2.1247468570397673e-07,9.89845549648836e-10,5.579541437424664e-09,4.947596363063537e-08,5.240363693646005e-10,1.2290658399721742e-07,6.05
1.2345271806557663e-07,9.566439356411894e-10,2.124626791349244e-07,9.90038210914158e-10,5.590644855031405e-09,4.9475984239308606e-08,5.240157606913595e-10,1.228953085894086e-07,6.0600000000000005
1.234409069332926e-07,9.573526672168554e-10,2.124506755053543e-07,9.902307071429296e-10,5.601747319426138e-09,4.947600485503716e-08,5.239951449628107e-10,1.2288403430902234e-07,6.07
1.2342909857082453e-07,9.580595833207466e-10,2.1243867481141518e-07,9.904230375195125e-10,5.612848831620943e-09,4.947602547782057e-08,5.239745221793972e-10,1.2287276115591626e-07,6.08
1.234172929734516e-07,9.587646876517342e-10,2.124266770492652e-07,9.906152011640869e-10,5.623949392692296e-09,4.9476046107658325e-08,5.239538923416427e-10,1.228614891299483e-07,6.09
1.2340549013639816e-07,9.59467983899681e-10,2.1241468221507185e-07,9.908071971326511e-10,5.635049003781069e-09,4.9476066744549816e-08,5.239332554501515e-10,1.2285021823097677e-07,6.1000000000000005
1.2339369005483372e-07,9.601694757454418e-10,2.1240269030501202e-07,9.90999024417023e-10,5.646147666092525e-09,4.947608738849436e-08,5.239126115056081e-10,1.2283894845886017e-07,6.11
1.2338189272387302e-07,9.60869166860864e-10,2.1239070131527198e-07,9.911906819448384e-10,5.657245380896326e-09,4.947610803949119e-08,5.238919605087783e-10,1.2282767981345738e-07,6.12
1.2337009813857606e-07,9.615670609087877e-10,2.123787152420473e-07,9.91382168579552e-10,5.66834214952653e-09,4.947612869753946e-08,5.238713024605078e-10,1.228164122946275e-07,6.13
1.2335830629394792e-07,9.622631615430446e-10,2.1236673208154303e-07,9.915734831204368e-10,5.679437973381588e-09,4.947614936263824e-08,5.238506373617235e-10,1.2280514590223005e-07,6.140000000000001
1.2334651718493897e-07,9.62957472408459e-10,2.1235475182997354e-07,9.917646243025853e-10,5.690532853924346e-09,4.947617003478653e-08,5.238299652134324e-10,1.2279388063612478e-07,6.15
1.2333473080644478e-07,9.636499971408474e-10,2.1234277448356252e-07,9.919555907969078e-10,5.701626792682046e-09,4.947619071398324e-08,5.238092860167225e-10,1.227826164961717e-07,6.16
1.2332294715330605e-07,9.643407393670186e-10,2.1233080003854314e-07,9.921463812101337e-10,5.712719791246326e-09,4.947621140022721e-08,5.237885997727621e-10,1.2277135348223123e-07,6.17
1.2331116622030875e-07,9.650297027047741e-10,2.1231882849115785e-07,9.92336994084811e-10,5.72381185127322e-09,4.947623209351717e-08,5.237679064828002e-10,1.2276009159416397e-07,6.18
1.23299388002184e-07,9.657168907629069e-10,2.1230685983765853e-07,9.92527427899306e-10,5.734902974483153e-09,4.94762527938518e-08,5.237472061481662e-10,1.227488308318309e-07,6.19
1.232876124936082e-07,9.664023071412026e-10,2.122948940743064e-07,9.92717681067804e-10,5.74599316266095e-09,4.94762735012297e-08,5.237264987702707e-10,1.2273757119509332e-07,6.2
1.2327583968920283e-07,9.670859554304394e-10,2.1228293119737208e-07,9.92907751940309e-10,5.757082417655828e-09,4.947629421564936e-08,5.237057843506043e-10,1.2272631268381275e-07,6.21
1.232640695835347e-07,9.677678392123875e-10,2.122709712031355e-07,9.930976388026435e-10,5.768170741381402e-09,4.947631493710923e-08,5.236850628907384e-10,1.2271505529785105e-07,6.22
1.2325230301809372e-07,9.684479799541769e-10,2.1225901409479463e-07,9.932881804224094e-10,5.779257245953908e-09,4.947633564258085e-08,5.236643574191222e-10,1.2270379903799935e-07,6.23
1.2324053947611405e-07,9.691263704187946e-10,2.1224705986447826e-07,9.934788676163195e-10,5.7903424705227704e-09,4.9476356345961105e-08,5.236436540388638e-10,1.2269254390355946e-07,6.24
1.2322877870604528e-07,9.698030089646683e-10,2.122351085064883e-07,9.93669454392731e-10,5.8014266756004554e-09,4.947637705393491e-08,5.236229460650585e-10,1.2268128989412435e-07,6.25
1.2321702070529962e-07,9.704778992022853e-10,2.122231600171672e-07,9.938599418221294e-10,5.812509860138327e-09,4.947639776641705e-08,5.236022335829189e-10,1.2267003700956044e-07,6.26
1.2320526547127701e-07,9.711510447340233e-10,2.1221121439286714e-07,9.94050330952984e-10,5.823592023107509e-09,4.9476418483321076e-08,5.235815166788935e-10,1.226587852497345e-07,6.2700000000000005
1.23193513001365e-07,9.718224491541491e-10,2.1219927162995009e-07,9.942406228117471e-10,5.834673163498875e-09,4.94764392045593e-08,5.235607954406664e-10,1.2264753461451367e-07,6.28
1.231817632929389e-07,9.724921160488204e-10,2.1218733172478757e-07,9.944308184028555e-10,5.845753280323061e-09,4.9476459930042815e-08,5.235400699571577e-10,1.226362851037654e-07,6.29
1.2317001634336163e-07,9.73160048996084e-10,2.1217539467376095e-07,9.946209187087282e-10,5.856832372610455e-09,4.947648065968145e-08,5.235193403185226e-10,1.2262503671735752e-07,6.3
1.2315827214998386e-07,9.738262515658773e-10,2.121634604732613e-07,9.948109246897695e-10,5.867910439411207e-09,4.9476501393383816e-08,5.234986066161527e-10,1.226137894551582e-07,6.3100000000000005
1.2314653071014393e-07,9.744907273200272e-10,2.1215152911968937e-07,9.950008372843658e-10,5.8789874797952154e-09,4.947652213105729e-08,5.23477868942675e-10,1.2260254331703597e-07,6.32
1.2313479202116787e-07,9.751534798122508e-10,2.1213960060945566e-07,9.951906574088882e-10,5.890063492852143e-09,4.9476542872608015e-08,5.234571273919521e-10,1.2259129830285966e-07,6.33
1.231230560803694e-07,9.758145125881547e-10,2.121276749389804e-07,9.953803859576904e-10,5.9011384776914034e-09,4.9476563617940886e-08,5.234363820590824e-10,1.225800544124985e-07,6.34
1.231113228850499e-07,9.764738291852357e-10,2.1211575210469348e-07,9.955700238031103e-10,5.912212433442171e-09,4.947658436695957e-08,5.234156330404001e-10,1.22568811645822e-07,6.3500000000000005
1.230995924324985e-07,9.771314331328809e-10,2.1210383210303457e-07,9.957595717954694e-10,5.923285359253372e-09,4.947660511956649e-08,5.23394880433475e-10,1.2255757000270014e-07,6.36
1.2308786471999193e-07,9.777873279523668e-10,2.1209191493045304e-07,9.959490307630725e-10,5.934357254293693e-09,4.9476625875662856e-08,5.233741243371127e-10,1.2254632948300311e-07,6.37
1.230761397447947e-07,9.7844151715686e-10,2.1208000058340795e-07,9.961384015122083e-10,5.945428117751575e-09,4.9476646635148615e-08,5.233533648513543e-10,1.2253509008660156e-07,6.38
1.2306441750415896e-07,9.790940042514172e-10,2.120680890583681e-07,9.963276848271488e-10,5.956497948835217e-09,4.947666739792249e-08,5.233326020774768e-10,1.225238518133664e-07,6.390000000000001
1.230526979953245e-07,9.797447927329845e-10,2.1205618035181206e-07,9.965168814701497e-10,5.967566746772572e-09,4.9476688163881976e-08,5.233118361179929e-10,1.2251261466316894e-07,6.4
1.230409812155189e-07,9.803938860903988e-10,2.1204427446022802e-07,9.967059921814501e-10,5.978634510811352e-09,4.947670893292332e-08,5.232910670766511e-10,1.225013786358808e-07,6.41
1.230292671619574e-07,9.81041287804386e-10,2.1203237138011397e-07,9.968950176792731e-10,5.989701240219023e-09,4.947672970494153e-08,5.232702950584352e-10,1.22490143731374e-07,6.42
1.2301755583184286e-07,9.816870013475626e-10,2.1202047110797757e-07,9.970839586598252e-10,6.0007669342828094e-09,4.947675047983041e-08,5.232495201695653e-10,1.2247890994952087e-07,6.43
1.230058472223659e-07,9.82331030184435e-10,2.1200857364033622e-07,9.972728157972963e-10,6.011831592309693e-09,4.9476771257482475e-08,5.232287425174965e-10,1.2246767729019407e-07,6.44
1.2299414133070478e-07,9.829733777713988e-10,2.1199667897371703e-07,9.974615897438598e-10,6.022895213626408e-09,4.947679203778905e-08,5.232079622109203e-10,1.2245644575326666e-07,6.45
1.2298243815402549e-07,9.836140475567406e-10,2.1198478710465685e-07,9.976502811296735e-10,6.033957797579447e-09,4.947681282064021e-08,5.231871793597634e-10,1.2244521533861203e-07,6.46
1.229707376894817e-07,9.84253042980636e-10,2.119728980297022e-07,9.978388905628775e-10,6.045019343535062e-09,4.9476833605924784e-08,5.231663940751886e-10,1.2243398604610387e-07,6.47
1.2295903993421473e-07,9.848903674751512e-10,2.119610117454094e-07,9.980274186295969e-10,6.056079850879258e-09,4.9476854393530376e-08,5.231456064695942e-10,1.224227578756163e-07,6.48
1.2294734488535362e-07,9.855260244642421e-10,2.1194912824834437e-07,9.98215865893939e-10,6.067139319017796e-09,4.9476875183343355e-08,5.231248166566139e-10,1.2241153082702369e-07,6.49
