Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
1.2995539975356976e-07,4.224773595858302e-11,2.1992512642136142e-07,3.027333492123782e-11,2.3524912720849248e-12,4.983641954789543e-08,1.63580452104567e-10,1.298037937003925e-07,0.15
1.2995219246463098e-07,4.50185044838037e-11,2.1991842612043062e-07,3.3766333194818864e-11,2.788960617753735e-12,4.9827461990447886e-08,1.7253800955211404e-10,1.2979090663492772e-07,0.16
1.2994894789930718e-07,4.778356868369699e-11,2.199115299077571e-07,3.7417962744405073e-11,3.2683956331428346e-12,4.9818728462191836e-08,1.812715378081599e-10,1.2977804198984273e-07,0.17
1.299456660575984e-07,5.054292855826288e-11,2.199044377833409e-07,4.122822356999644e-11,3.790796318252222e-12,4.9810218963127294e-08,1.897810368727045e-10,1.2976519976513755e-07,0.18
1.299423469395046e-07,5.329658410750138e-11,2.1989714974718201e-07,4.5197115671592985e-11,4.3561626730819005e-12,4.980193349325425e-08,1.9806650674574784e-10,1.2975237996081216e-07,0.19
1.299389681241372e-07,5.604462870197547e-11,2.1988972230691936e-07,4.9245718389113115e-11,4.986853125872434e-12,4.979380982684378e-08,2.0619017315620645e-10,1.2973957693816064e-07,0.2
1.2993554278802947e-07,5.878700746873378e-11,2.1988212225357544e-07,5.3420412609685226e-11,5.669727850683155e-12,4.978588453333801e-08,2.1411546666198015e-10,1.2972679401099436e-07,0.21
1.2993207178119347e-07,6.152371686794763e-11,2.1987434744485452e-07,5.772419034285362e-11,6.403939203429219e-12,4.977815997181469e-08,2.2184002818529866e-10,1.2971403139308578e-07,0.22
1.299285551036292e-07,6.425475689961702e-11,2.198663978807566e-07,6.215705158861828e-11,7.1894871841106225e-12,4.977063614227383e-08,2.2936385772616198e-10,1.297012890844349e-07,0.23
1.2992498722644698e-07,6.698015691798161e-11,2.1985828901161976e-07,6.669801799413301e-11,8.031874675091815e-12,4.976329602055823e-08,2.3670397944175914e-10,1.2968856553902143e-07,0.24
1.299213575312366e-07,6.969997329880117e-11,2.1985005051031434e-07,7.130679995919908e-11,8.941670138636307e-12,4.9756106911227423e-08,2.4389308877257123e-10,1.2967585778766376e-07,0.25
1.2991767526098874e-07,7.24141569687577e-11,2.1984165654754408e-07,7.601846830806435e-11,9.90967406219533e-12,4.97490972746295e-08,2.5090272537048957e-10,1.2966316841494068e-07,0.26
1.2991394041570334e-07,7.512270792785121e-11,2.1983310712330896e-07,8.083302304072882e-11,1.093588644576888e-11,4.974226711076448e-08,2.5773288923551415e-10,1.296504974208522e-07,0.27
1.2991015299538044e-07,7.782562617608168e-11,2.1982440223760897e-07,8.575046415719249e-11,1.2020307289356958e-11,4.973561641963235e-08,2.6438358036764497e-10,1.296378448053983e-07,0.28
1.299063029195205e-07,8.052298029834322e-11,2.1981557379957568e-07,9.072880271934645e-11,1.3172950980189185e-11,4.972911002113948e-08,2.708899788605118e-10,1.2962520736496988e-07,0.29
1.29902391113361e-07,8.321476399957952e-11,2.1980661888043322e-07,9.57718926768707e-11,1.4392898348927243e-11,4.9722751144286575e-08,2.7724885571341383e-10,1.2961258539360982e-07,0.3
1.2989842124692028e-07,8.590095231001374e-11,2.1979752586298945e-07,1.0089502098803378e-10,1.5676503446743668e-11,4.9716552597128506e-08,2.834474028714817e-10,1.2959998005765957e-07,0.31
1.2989439332019837e-07,8.858154522964586e-11,2.1978829474724436e-07,1.0609818765283567e-10,1.702376627363846e-11,4.971051437966527e-08,2.8948562033471536e-10,1.2958739135711912e-07,0.32
1.298903067621443e-07,9.125654786001871e-11,2.1977892763956183e-07,1.1137871527070191e-10,1.8435252817311022e-11,4.970463416818837e-08,2.9536583181161815e-10,1.2957481907972e-07,0.33
1.2988615060193985e-07,9.392605821006544e-11,2.1976946500661721e-07,1.1668516662279152e-10,1.9921836621837236e-11,4.969886732047879e-08,3.011326795211933e-10,1.2956225914743907e-07,0.34
1.2988193216698007e-07,9.659001081974848e-11,2.1975987982077126e-07,1.2205189655993269e-10,2.1476255261426642e-11,4.9693243653015916e-08,3.067563469840694e-10,1.2954971428398266e-07,0.35000000000000003
1.2987765145726496e-07,9.924840568906779e-11,2.1975017208202395e-07,1.2747890508212535e-10,2.3098508736079226e-11,4.968776316579974e-08,3.1223683420024644e-10,1.2953718448935074e-07,0.36
1.2987330847279454e-07,1.0190124281802342e-10,2.197403417903753e-07,1.329661921893696e-10,2.4788597045795007e-11,4.968242585883026e-08,3.1757414116972443e-10,1.2952466976354327e-07,0.37
1.2986889987587165e-07,1.0454856292428425e-10,2.197304038764784e-07,1.384954895380207e-10,2.6549817066157976e-11,4.9677215249933146e-08,3.22784750066838e-10,1.2951216859574506e-07,0.38
1.2986442227759223e-07,1.0719040735020956e-10,2.1972037350005243e-07,1.440482485115258e-10,2.8385516253413703e-11,4.967211460406456e-08,3.2788539593542237e-10,1.2949967945196187e-07,0.39
1.2985987929966063e-07,1.0982673191343265e-10,2.1971023445998344e-07,1.4964429192097293e-10,3.029211719829329e-11,4.966714180587976e-08,3.3285819412022306e-10,1.2948720397156542e-07,0.4
1.2985527094207687e-07,1.1245753661395353e-10,2.196999867562715e-07,1.5528361976636211e-10,3.226961990079673e-11,4.966229685537874e-08,3.3770314462124003e-10,1.294747421545557e-07,0.41000000000000003
1.298505972048409e-07,1.1508282145177217e-10,2.196896303889166e-07,1.6096623204769328e-10,3.4318024360924e-11,4.965757975256151e-08,3.424202474384733e-10,1.294622940009327e-07,0.42
1.2984585347105567e-07,1.1770266826336255e-10,2.1967919200742596e-07,1.6666086230086967e-10,3.644186517470621e-11,4.965296105739194e-08,3.4703894260803823e-10,1.2944985680211026e-07,0.43
1.2984104122288078e-07,1.203170507768125e-10,2.1966866305652497e-07,1.7237754797935151e-10,3.863968660360882e-11,4.964845022098647e-08,3.5154977901350977e-10,1.294374314276241e-07,0.44
1.2983616144703167e-07,1.2292595150216835e-10,2.1965803784072567e-07,1.7812297129928053e-10,4.091051952139165e-11,4.964405353522012e-08,3.559464647798639e-10,1.294250184563487e-07,0.45
1.2983121414350837e-07,1.2552937043943015e-10,2.1964731636002811e-07,1.838971322606567e-10,4.32543639280547e-11,4.963977100009288e-08,3.6022899990710064e-10,1.2941261788828407e-07,0.46
1.298261988037061e-07,1.2812732222936392e-10,2.1963650284785032e-07,1.8969528882639623e-10,4.567171369581596e-11,4.963559793520363e-08,3.6440206479635304e-10,1.2940022929111328e-07,0.47000000000000003
1.2982111248910323e-07,1.3071989146065392e-10,2.1962562176324467e-07,1.954900433400883e-10,4.816542222735879e-11,4.963150729900464e-08,3.6849270099534454e-10,1.293878501670761e-07,0.48
1.2981595731763122e-07,1.3330701716623754e-10,2.1961465547741616e-07,2.0130114258759369e-10,5.073343294050999e-11,4.962751858161741e-08,3.724814183825761e-10,1.2937548231642637e-07,0.49
1.2981073328929003e-07,1.3588869934611474e-10,2.1960360399036474e-07,2.0712858656891237e-10,5.337574583526954e-11,4.962363178304194e-08,3.7636821695804764e-10,1.2936312573916406e-07,0.5
1.2980544040407966e-07,1.3846493800028558e-10,2.1959246730209043e-07,2.1297237528404436e-10,5.609236091163744e-11,4.9619846903278225e-08,3.801530967217592e-10,1.2935078043528925e-07,0.51
1.2980007780156546e-07,1.4103578539731302e-10,2.1958125883157692e-07,2.1881822926303052e-10,5.888408602322276e-11,4.961614909369066e-08,3.8385090630931774e-10,1.2933844502751022e-07,0.52
1.2979464508668486e-07,1.436012655359439e-10,2.1956998474005723e-07,2.246595921866614e-10,6.175129209038537e-11,4.96125315366316e-08,3.8746846336837714e-10,1.2932611888345312e-07,0.53
1.2978914288205526e-07,1.4616134059422705e-10,2.1955863531744716e-07,2.305067967938533e-10,6.469339454377855e-11,4.960900497669278e-08,3.909950233071962e-10,1.2931380299973722e-07,0.54
1.2978357118767664e-07,1.4871601057216245e-10,2.1954721056374666e-07,2.363598430846062e-10,6.77103933834023e-11,4.96055694138742e-08,3.94430586125775e-10,1.2930149737636255e-07,0.55
1.2977793000354904e-07,1.5126527546975014e-10,2.1953571047895578e-07,2.4221873105892006e-10,7.080228860925664e-11,4.960222484817587e-08,3.977751518241135e-10,1.2928920201332907e-07,0.56
1.2977221921993733e-07,1.5380923073847435e-10,2.1952415682105562e-07,2.480615929125608e-10,7.396909398760393e-11,4.959894718077787e-08,4.0105281922211524e-10,1.2927691466540593e-07,0.5700000000000001
1.297664388915504e-07,1.56347828790589e-10,2.195125387425116e-07,2.5389933093293807e-10,7.721080265521511e-11,4.959574842625002e-08,4.0425157374995826e-10,1.2926463645196264e-07,0.58
1.2976058902901216e-07,1.58881060385102e-10,2.195008541368574e-07,2.5973406221868853e-10,8.052741327933023e-11,4.959263091768341e-08,4.073690823165735e-10,1.2925236759036776e-07,0.59
1.297546696323225e-07,1.614089255220133e-10,2.19489103004093e-07,2.6556578676981205e-10,8.391892585994923e-11,4.958959465507802e-08,4.1040534492196086e-10,1.2924010808062137e-07,0.6
1.2974868098927504e-07,1.6393144903512276e-10,2.1947729037082654e-07,2.713897657509449e-10,8.738502765018761e-11,4.958663406528071e-08,4.13365934719264e-10,1.292278574010491e-07,0.61
1.2974262390799635e-07,1.6644870065795877e-10,2.1946543035181774e-07,2.771926924706983e-10,9.092484045404252e-11,4.958373349882844e-08,4.16266501171536e-10,1.2921561408678484e-07,0.62
1.2973649774212365e-07,1.6896062461565236e-10,2.1945351165767834e-07,2.829852100011488e-10,9.453906667777579e-11,4.958090547260901e-08,4.1909452739096695e-10,1.292033793094704e-07,0.63
1.2973030249165696e-07,1.714672209082035e-10,2.1944153428840838e-07,2.887673183422963e-10,9.822770632138742e-11,4.957814998662242e-08,4.218500133775569e-10,1.2919115306910572e-07,0.64
1.2972403815659628e-07,1.7396848953561219e-10,2.1942949824400783e-07,2.945390174941409e-10,1.019907593848774e-10,4.957546704086867e-08,4.2453295913130586e-10,1.2917893536569086e-07,0.65
1.297177061613227e-07,1.7646449494513316e-10,2.1941741510953082e-07,3.002901467353256e-10,1.0582673676652577e-10,4.9572843776119345e-08,4.271562238806342e-10,1.2916672498958471e-07,0.66
1.297113066231064e-07,1.7895524244274765e-10,2.1940528583878187e-07,3.0601986952754626e-10,1.0973551586769175e-10,4.9570279133666424e-08,4.29720866333557e-10,1.291545218411968e-07,0.67
1.2970483886120077e-07,1.8144070122753462e-10,2.193931048949799e-07,3.1173304192833147e-10,1.13717808366549e-10,4.9567779259250034e-08,4.3222074074994487e-10,1.2914232649864416e-07,0.68
1.296983028756058e-07,1.8392087129949407e-10,2.1938087227812492e-07,3.1742966393768127e-10,1.177736142630975e-10,4.956534415287018e-08,4.346558471297979e-10,1.291301389619269e-07,0.6900000000000001
1.2969169866632147e-07,1.8639575265862602e-10,2.1936858798821695e-07,3.2310973555559565e-10,1.2190293355733723e-10,4.956297381452686e-08,4.370261854731161e-10,1.2911795923104493e-07,0.7000000000000001
1.2968502959847096e-07,1.8886545493364014e-10,2.193562695303948e-07,3.2875911669299816e-10,1.2610229108955783e-10,4.956064878974917e-08,4.393512102508089e-10,1.2910578546642542e-07,0.71
1.2967829351768053e-07,1.913299079395235e-10,2.193439056977547e-07,3.343868599268887e-10,1.3037391167960986e-10,4.955838153341592e-08,4.4161846658406024e-10,1.2909361884577489e-07,0.72
1.2967149041341246e-07,1.937891113329788e-10,2.1933149643548017e-07,3.3999300953630266e-10,1.3471780620979525e-10,4.955617210644788e-08,4.4382789355209343e-10,1.2908145937485386e-07,0.73
1.2966462028566675e-07,1.9624306511400606e-10,2.1931904174357115e-07,3.4557756552123997e-10,1.3913397468011405e-10,4.9554020508845065e-08,4.459794911549085e-10,1.2906930705366235e-07,0.74
1.2965768422810444e-07,1.986917981819674e-10,2.1930654570850138e-07,3.51137534694848e-10,1.4362129429373478e-10,4.95519221918136e-08,4.4807780818636963e-10,1.2905716144944488e-07,0.75
1.2965068408449373e-07,2.0113535925737043e-10,2.1929401521952567e-07,3.5666787093942353e-10,1.4817787216349508e-10,4.954986948668783e-08,4.501305133121424e-10,1.2904502183263283e-07,0.76
1.296436185336248e-07,2.0357371342801098e-10,2.1928144533993292e-07,3.6217219020849867e-10,1.528050646969192e-10,4.954786788869008e-08,4.5213211130989324e-10,1.2903288872602146e-07,0.77
1.2963648772329989e-07,2.0600686459947637e-10,2.1926883662198716e-07,3.6765008798959047e-10,1.5750272015428732e-10,4.9545916783076274e-08,4.540832169237032e-10,1.2902076207112621e-07,0.78
1.2962929180132115e-07,2.0843481667735402e-10,2.1925618961795255e-07,3.7310115977021567e-10,1.622706867958797e-10,4.954401555510232e-08,4.5598444489765337e-10,1.2900864180946268e-07,0.79
1.2962203091549078e-07,2.1085757356723122e-10,2.1924350488009312e-07,3.7852500103789127e-10,1.6710881288197654e-10,4.954216359002415e-08,4.578364099758248e-10,1.289965278825463e-07,0.8
1.29614705213611e-07,2.132751391746954e-10,2.19230782960673e-07,3.8392120728013416e-10,1.7201694667285802e-10,4.954036027309768e-08,4.596397269022985e-10,1.2898442023189263e-07,0.81
1.296073157253971e-07,2.1568753551559686e-10,2.19218026403169e-07,3.8928826508946044e-10,1.7699403667609375e-10,4.953860276700436e-08,4.613972329956202e-10,1.289723185850465e-07,0.8200000000000001
1.29599865221476e-07,2.1809482035575007e-10,2.1920524168174546e-07,3.9462247208099335e-10,1.8203725527226078e-10,4.9536883847026245e-08,4.631161529737318e-10,1.2896022224717104e-07,0.8300000000000001
1.295923519727663e-07,2.2049695905856433e-10,2.191924251109767e-07,3.999257836874603e-10,1.871483655711955e-10,4.953520762849196e-08,4.647923715080211e-10,1.2894813161515317e-07,0.84
1.2958477632170784e-07,2.2289395952655067e-10,2.191795776825862e-07,4.0519755066395136e-10,1.923270172583228e-10,4.9533573006136626e-08,4.66426993863351e-10,1.289360465832852e-07,0.85
1.295771386107405e-07,2.2528582966222006e-10,2.1916670038829744e-07,4.104371237655565e-10,1.9757286001906736e-10,4.953197887469539e-08,4.680211253045843e-10,1.2892396704585949e-07,0.86
1.295694391823042e-07,2.2767257736808344e-10,2.1915379421983393e-07,4.156438537473658e-10,2.02885543538854e-10,4.953042412890339e-08,4.695758710965838e-10,1.2891189289716829e-07,0.87
1.2956167837883874e-07,2.3005421054665186e-10,2.1914086016891913e-07,4.2081709136446923e-10,2.082647175031075e-10,4.9528907663495764e-08,4.710923365042122e-10,1.2889982403150398e-07,0.88
1.2955385682210766e-07,2.3243074048849914e-10,2.1912789921289718e-07,4.2595648123466656e-10,2.1370974884269445e-10,4.952742838332243e-08,4.725716166775463e-10,1.2888776034199838e-07,0.89
1.2954597667347469e-07,2.3480219715882116e-10,2.1911491224985488e-07,4.3106328771397857e-10,2.1921844597714344e-10,4.952598524898488e-08,4.740147510151007e-10,1.2887570171538666e-07,0.9
1.2953803708198155e-07,2.371685739847749e-10,2.1910190033295084e-07,4.361356060416257e-10,2.2479166664864564e-10,4.9524577112003255e-08,4.754228879967284e-10,1.2886364805091941e-07,0.91
1.2953003849967885e-07,2.395298801983974e-10,2.190888644482659e-07,4.4117290228878113e-10,2.3042894958554622e-10,4.952320287108188e-08,4.767971289181004e-10,1.2885159924243353e-07,0.92
1.2952198137861716e-07,2.418861250317257e-10,2.1907580558188085e-07,4.461746425266178e-10,2.361298335161902e-10,4.952186142492509e-08,4.781385750748874e-10,1.2883955518376595e-07,0.93
1.295138661708471e-07,2.4423731771679703e-10,2.1906272471987653e-07,4.5114029282630886e-10,2.4189385716892266e-10,4.952055167223722e-08,4.794483277627604e-10,1.2882751576875358e-07,0.9400000000000001
1.2950569332841923e-07,2.4658346748564834e-10,2.1904962284833378e-07,4.5606931925902735e-10,2.477205592720886e-10,4.951927251172259e-08,4.807274882773903e-10,1.2881548089123338e-07,0.9500000000000001
1.2949746333522448e-07,2.489245830380613e-10,2.1903650062412192e-07,4.609615487860468e-10,2.53609447104972e-10,4.951802320504081e-08,4.819767949591699e-10,1.288034504785412e-07,0.96
1.2948917754842073e-07,2.512606584759406e-10,2.1902334967501052e-07,4.658267063019328e-10,2.5955916541084234e-10,4.951681296842526e-08,4.831870315747154e-10,1.2879142537677083e-07,0.97
1.294808357575378e-07,2.535917141062832e-10,2.1901017783718043e-07,4.706567486206077e-10,2.6556990729756315e-10,4.951563314835164e-08,4.843668516483404e-10,1.2877940478272586e-07,0.98
1.2947243842698667e-07,2.5591775895450516e-10,2.1899698596891308e-07,4.754512819102687e-10,2.7164119928499855e-10,4.951448278442298e-08,4.855172155769923e-10,1.287673886032475e-07,0.99
1.294639860211783e-07,2.5823880204602293e-10,2.189837749284899e-07,4.802099123391137e-10,2.777725678930128e-10,4.951336091624236e-08,4.866390837576185e-10,1.2875537674517692e-07,1.0
1.2945547900452364e-07,2.605548524062527e-10,2.1897054557419228e-07,4.849322460753399e-10,2.839635396414701e-10,4.951226658341281e-08,4.877334165871663e-10,1.287433691153553e-07,1.01
1.2944691784143363e-07,2.628659190606107e-10,2.1895729876430164e-07,4.896178892871452e-10,2.902136410502347e-10,4.951119882553739e-08,4.888011744625832e-10,1.2873136562062376e-07,1.02
1.2943830299631928e-07,2.6517201103451326e-10,2.1894403535709935e-07,4.942664481427269e-10,2.9652239863917076e-10,4.951015668221916e-08,4.898433177808166e-10,1.2871936616782354e-07,1.03
1.2942963493359152e-07,2.674731373533767e-10,2.1893075621086685e-07,4.988775288102826e-10,3.028893389281425e-10,4.950913919306116e-08,4.90860806938814e-10,1.287073706637958e-07,1.04
1.294209141176613e-07,2.697693070426171e-10,2.1891746218388552e-07,5.034507374580097e-10,3.0931398843701414e-10,4.9508145397666456e-08,4.918546023335226e-10,1.286953790153817e-07,1.05
1.2941214101293962e-07,2.720605291276509e-10,2.189041541344368e-07,5.079856802541061e-10,3.157958736856499e-10,4.9507174335638086e-08,4.928256643618899e-10,1.2868339112942243e-07,1.06
1.2940331608383743e-07,2.7434681263389434e-10,2.1889083292080205e-07,5.124819633667689e-10,3.223345211939139e-10,4.950622504657911e-08,4.937749534208633e-10,1.2867140691275918e-07,1.07
1.2939443979476565e-07,2.766281665867636e-10,2.188774994012627e-07,5.16939192964196e-10,3.2892945748167054e-10,4.950529657009259e-08,4.947034299073901e-10,1.2865942627223308e-07,1.08
1.2938551264514738e-07,2.789045989297237e-10,2.1886415368735879e-07,5.213577568508809e-10,3.3558017528786423e-10,4.9504388769725596e-08,4.956112302743736e-10,1.2864744919101447e-07,1.09
1.2937653572809397e-07,2.811760992599625e-10,2.1885078322839234e-07,5.257512967692927e-10,3.4228559453999797e-10,4.950351548036117e-08,4.964845196388012e-10,1.2863547694655987e-07,1.1
1.2936750899854137e-07,2.834426923467981e-10,2.1883739974877467e-07,5.301080449888282e-10,3.4904573331745443e-10,4.950266375206678e-08,4.973362479331917e-10,1.2862350833501555e-07,1.11
1.293584329318874e-07,2.8570438687612793e-10,2.1882400387245803e-07,5.34427852956974e-10,3.558601075395666e-10,4.950183288300104e-08,4.981671169989336e-10,1.2861154328717498e-07,1.12
1.2934930800352989e-07,2.879611915338493e-10,2.1881059622339462e-07,5.387105721212173e-10,3.627282331256675e-10,4.950102217132256e-08,4.989778286774148e-10,1.2859958173383156e-07,1.1300000000000001
1.293401346888667e-07,2.902131150058598e-10,2.1879717742553662e-07,5.429560539290445e-10,3.696496259950901e-10,4.950023091518995e-08,4.997690848100241e-10,1.285876236057787e-07,1.1400000000000001
1.2933091346329567e-07,2.9246016597805676e-10,2.1878374810283625e-07,5.471641498279426e-10,3.766238020671674e-10,4.949945841276182e-08,5.005415872381494e-10,1.2857566883380985e-07,1.1500000000000001
1.2932164480221464e-07,2.947023531363375e-10,2.1877030887924574e-07,5.513347112653982e-10,3.836502772612322e-10,4.949870396219679e-08,5.012960378031792e-10,1.285637173487184e-07,1.16
1.2931232918102144e-07,2.969396851665996e-10,2.1875686037871724e-07,5.554675896888985e-10,3.9072856749661785e-10,4.949796686165347e-08,5.020331383465017e-10,1.2855176908129783e-07,1.17
1.2930296707511394e-07,2.9917217075474044e-10,2.18743403225203e-07,5.595626365459301e-10,3.9785818869265713e-10,4.9497246409290465e-08,5.027535907095053e-10,1.2853982396234153e-07,1.18
1.2929355895988995e-07,3.013998185866574e-10,2.1872993804265522e-07,5.636197032839797e-10,4.0503865676868305e-10,4.949654190326639e-08,5.034580967335783e-10,1.285278819226429e-07,1.19
1.2928410531074734e-07,3.0362263734824787e-10,2.187164654550261e-07,5.676386413505342e-10,4.1226948764402864e-10,4.949585264173986e-08,5.041473582601088e-10,1.2851594289299546e-07,1.2
1.2927460660308394e-07,3.058406357254093e-10,2.1870298608626784e-07,5.716193021930805e-10,4.1955019723802685e-10,4.949517792286949e-08,5.048220771304854e-10,1.285040068041925e-07,1.21
1.2926506332268247e-07,3.0805382186939633e-10,2.186894997291104e-07,5.755623791799838e-10,4.2688029220315377e-10,4.9494517962512485e-08,5.054820374874865e-10,1.2849207367241153e-07,1.22
1.2925547608146764e-07,3.1026219743733506e-10,2.1867599607970313e-07,5.794787922128239e-10,4.342591666304522e-10,4.949388412350622e-08,5.061158764937501e-10,1.2848014455096078e-07,1.23
1.2924584524255901e-07,3.124657768955122e-10,2.18662484748911e-07,5.833592901562156e-10,4.416864366295887e-10,4.9493265782141515e-08,5.067342178584542e-10,1.28468218447489e-07,1.24
1.2923617128381834e-07,3.146645688029768e-10,2.1864896616347206e-07,5.872039242100971e-10,4.491616159212604e-10,4.949266245430831e-08,5.073375456916642e-10,1.2845629531304766e-07,1.25
1.2922645468310735e-07,3.1685858171877813e-10,2.1863544075012444e-07,5.910127455744065e-10,4.566842182261645e-10,4.9492073655896526e-08,5.079263441034453e-10,1.2844437509868822e-07,1.26
1.292166959182878e-07,3.190478242019653e-10,2.1862190893560617e-07,5.947858054490814e-10,4.642537572649981e-10,4.949149890279611e-08,5.08501097203863e-10,1.284324577554621e-07,1.27
1.2920689546722143e-07,3.2123230481158735e-10,2.1860837114665538e-07,5.985231550340601e-10,4.718697467584585e-10,4.949093771089699e-08,5.090622891029824e-10,1.284205432344208e-07,1.28
1.2919705380776997e-07,3.2341203210669354e-10,2.1859482781001016e-07,6.022248455292805e-10,4.795317004272428e-10,4.9490389596089104e-08,5.096104039108689e-10,1.2840863148661578e-07,1.29
1.2918717141779518e-07,3.2558701464633293e-10,2.1858127935240858e-07,6.058909281346806e-10,4.872391319920482e-10,4.9489854074262384e-08,5.101459257375877e-10,1.2839672246309846e-07,1.3
1.2917724877515878e-07,3.277572609895548e-10,2.1856772620058872e-07,6.095214540501984e-10,4.949915551735718e-10,4.9489330661306766e-08,5.106693386932043e-10,1.2838481611492034e-07,1.31
1.2916728635772251e-07,3.299227796954081e-10,2.185541687812887e-07,6.131164744757719e-10,5.02788483692511e-10,4.948881887311219e-08,5.111811268877839e-10,1.2837291239313283e-07,1.32
1.2915728464334815e-07,3.3208357932294215e-10,2.1854060752124658e-07,6.166760406113391e-10,5.106294312695628e-10,4.948831822556858e-08,5.116817744313917e-10,1.283610112487874e-07,1.33
1.291472441098974e-07,3.3423966843120596e-10,2.1852704284720045e-07,6.202002036568379e-10,5.185139116254243e-10,4.948782823456588e-08,5.121717654340931e-10,1.283491126329355e-07,1.34
1.2913716514488302e-07,3.3639105536684045e-10,2.1851347447587128e-07,6.236896337662791e-10,5.264415276593136e-10,4.9487349198471506e-08,5.126508015284629e-10,1.2833721657014596e-07,1.35
1.291270473034077e-07,3.3853774651951123e-10,2.1849989558240143e-07,6.27150703683897e-10,5.344127038961269e-10,4.9486888624828315e-08,5.131113751716538e-10,1.2832532376232236e-07,1.36
1.2911689183409953e-07,3.4067975226031996e-10,2.1848631265067476e-07,6.305781843214016e-10,5.424261932758938e-10,4.94864393542221e-08,5.135606457778685e-10,1.2831343353334097e-07,1.37
1.2910669919760163e-07,3.4281708110783517e-10,2.18472725972115e-07,6.339722448384102e-10,5.50481526514869e-10,4.948600105166661e-08,5.13998948333355e-10,1.2830154584826408e-07,1.3800000000000001
1.290964698545571e-07,3.4494974158062543e-10,2.1845913583814588e-07,6.373330543945403e-10,5.585782343293077e-10,4.9485573382175605e-08,5.144266178243617e-10,1.2828966067215403e-07,1.3900000000000001
1.2908620426560907e-07,3.470777421972593e-10,2.1844554254019103e-07,6.406607821494093e-10,5.667158474354648e-10,4.948515601076283e-08,5.14843989237137e-10,1.282777779700731e-07,1.4000000000000001
1.290759028914006e-07,3.4920109147630537e-10,2.184319463696742e-07,6.439555972626345e-10,5.748938965495948e-10,4.948474860244204e-08,5.152513975579287e-10,1.2826589770708366e-07,1.41
1.2906556619257483e-07,3.5131979793633215e-10,2.184183476180191e-07,6.472176688938334e-10,5.831119123879535e-10,4.948435082222698e-08,5.156491777729853e-10,1.2825401984824804e-07,1.42
