Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,k3f,kf6,k5f,k5r,k2f,k1f,k1r,k4f,k4r,u,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6
0.1,4.988455573730107e-08,1.2986856424849616e-07,1.1544426269892417e-10,2.199557001825045e-07,1.5172125888591936e-11,1.2997087230026964e-07,8.193598104585352e-13,2.830834313228456e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2725982738156895e-09,2.5392623633994853e-10,1.5172125888591937e-13,1.9702957167688802e-11,2.8021667357491e-10,2.8565330980974543e-11
0.11,4.987443869601441e-08,1.2985556153515453e-07,1.2556130398558147e-10,2.1995001517284195e-07,1.7820696527938614e-11,1.299678358609517e-07,1.0564612127339354e-12,3.110768126379446e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.270182387827202e-09,2.7617210716750464e-10,1.7820696527938615e-13,2.3140044388454898e-11,2.796427384432187e-10,2.8561732729935154e-11
0.12,4.986457034575047e-08,1.2984258346524855e-07,1.3542965424952336e-10,2.1994411184986853e-07,2.0660041582825948e-11,1.2996477188281085e-07,1.3268357977883842e-12,3.39012849904191e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.267822996565468e-09,2.978695502204619e-10,2.0660041582825948e-13,2.682423919805784e-11,2.7906960623727215e-10,2.8558111700556516e-11
0.13,4.985495068650925e-08,1.298296300387782e-07,1.450493134907498e-10,2.1993799021358427e-07,2.3690161053253933e-11,1.2996168036584707e-07,1.6304835656218824e-12,3.6689154312158506e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2655200979480555e-09,3.190185449101565e-10,2.3690161053253935e-13,3.075552171487183e-11,2.784972769820147e-10,2.8554467900902068e-11
0.14,4.984557971829073e-08,1.298167012557435e-07,1.5442028170926082e-10,2.199316502639892e-07,2.6911054939222577e-11,1.2995856131006033e-07,1.9674045162344297e-12,3.9471289229012644e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.263273689899887e-09,3.3961907390547836e-10,2.691105493922258e-13,3.49338717420489e-11,2.779257507027513e-10,2.8550801339002944e-11
0.15,4.983641954789543e-08,1.298037937003925e-07,1.63580452104567e-10,2.1992512642136142e-07,3.027333492123782e-11,1.2995539975356976e-07,2.3524912720849248e-12,4.224773595858302e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.261075173931332e-09,3.5975451609160355e-10,3.0273334921237823e-13,3.929478359018995e-11,2.773550300077073e-10,2.8547115739531136e-11
0.16,4.9827461990447886e-08,1.2979090663492772e-07,1.7253800955211404e-10,2.1991842612043062e-07,3.3766333194818864e-11,1.2995219246463098e-07,2.788960617753735e-12,4.50185044838037e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2589226915011033e-09,3.794428750665274e-10,3.3766333194818865e-13,4.382431108922451e-11,2.767851154804486e-10,2.854341191189706e-11
0.17,4.9818728462191836e-08,1.2977804198984273e-07,1.812715378081599e-10,2.199115299077571e-07,3.7417962744405073e-11,1.2994894789930718e-07,3.2683956331428346e-12,4.778356868369699e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.256821099287749e-09,3.9863701208124277e-10,3.7417962744405074e-13,4.855888099904626e-11,2.7621600568766124e-10,2.8539687762419456e-11
0.18,4.9810218963127294e-08,1.2976519976513755e-07,1.897810368727045e-10,2.199044377833409e-07,4.122822356999644e-11,1.299456660575984e-07,3.790796318252222e-12,5.054292855826288e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2547703954445502e-09,4.173369221543157e-10,4.122822356999644e-13,5.34984737953826e-11,2.756477006561268e-10,2.853594329819549e-11
0.19,4.980193349325425e-08,1.2975237996081216e-07,1.9806650674574784e-10,2.1989714974718201e-07,4.5197115671592985e-11,1.299423469395046e-07,4.3561626730819005e-12,5.329658410750138e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2527705781308151e-09,4.355426029377095e-10,4.519711567159299e-13,5.864306959916891e-11,2.750802004130649e-10,2.8532178526295973e-11
0.2,4.979380982684378e-08,1.2973957693816064e-07,2.0619017315620645e-10,2.1988972230691936e-07,4.9245718389113115e-11,1.299389681241372e-07,4.986853125872434e-12,5.604462870197547e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2508075295835465e-09,4.5339099917733857e-10,4.924571838911311e-13,6.388964125761461e-11,2.745135104362467e-10,2.852839954514934e-11
0.21,4.978588453333801e-08,1.2972679401099436e-07,2.1411546666198015e-10,2.1988212225357544e-07,5.3420412609685226e-11,1.2993554278802947e-07,5.669727850683155e-12,5.878700746873378e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2488895441699019e-09,4.708016321695087e-10,5.342041260968522e-13,6.929870852698578e-11,2.73947627550275e-10,2.852460278028986e-11
0.22,4.977815997181469e-08,1.2971403139308578e-07,2.2184002818529866e-10,2.1987434744485452e-07,5.772419034285362e-11,1.2993207178119347e-07,6.403939203429219e-12,6.152371686794763e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2470171554177437e-09,4.877693143439068e-10,5.772419034285362e-13,7.487415764732073e-11,2.733825515768896e-10,2.852078800699611e-11
0.23,4.977063614227383e-08,1.297012890844349e-07,2.2936385772616198e-10,2.198663978807566e-07,6.215705158861828e-11,1.299285551036292e-07,7.1894871841106225e-12,6.425475689961702e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.245190361695824e-09,5.042940520228558e-10,6.215705158861828e-13,8.061596928042691e-11,2.728182825449401e-10,2.8516955231485398e-11
0.24,4.976329602055823e-08,1.2968856553902143e-07,2.3670397944175914e-10,2.1985828901161976e-07,6.669801799413301e-11,1.2992498722644698e-07,8.031874675091815e-12,6.698015691798161e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2434052995916264e-09,5.204133192230678e-10,6.6698017994133e-13,8.649675386566878e-11,2.722548225310355e-10,2.8513106123780567e-11
0.25,4.9756106911227423e-08,1.2967585778766376e-07,2.4389308877257123e-10,2.1985005051031434e-07,7.130679995919908e-11,1.299213575312366e-07,8.941670138636307e-12,6.969997329880117e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.24165455102311e-09,5.361990788576636e-10,7.130679995919908e-13,9.2463929116302e-11,2.7169217549634956e-10,2.8509243884586216e-11
0.26,4.97490972746295e-08,1.2966316841494068e-07,2.5090272537048957e-10,2.1984165654754408e-07,7.601846830806435e-11,1.2991767526098874e-07,9.90967406219533e-12,7.24141569687577e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.239944570608212e-09,5.515887077774195e-10,7.601846830806435e-13,9.856323331360478e-11,2.71130338048065e-10,2.8505365737543754e-11
0.27,4.974226711076448e-08,1.296504974208522e-07,2.5773288923551415e-10,2.1983310712330896e-07,8.083302304072882e-11,1.2991394041570334e-07,1.093588644576888e-11,7.512270792785121e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2382753569031994e-09,5.66582218485107e-10,8.083302304072882e-13,1.0479464766042882e-10,2.7056931021659466e-10,2.8501471688108492e-11
0.28,4.973561641963235e-08,1.296378448053983e-07,2.6438358036764497e-10,2.1982440223760897e-07,8.575046415719249e-11,1.2991015299538044e-07,1.2020307289356958e-11,7.782562617608168e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2366469084682945e-09,5.811796251575641e-10,8.575046415719249e-13,1.1115815303507049e-10,2.7000909203284196e-10,2.84975617417186e-11
0.29,4.972911002113948e-08,1.2962520736496988e-07,2.708899788605118e-10,2.1981557379957568e-07,9.072880271934645e-11,1.299063029195205e-07,1.3172950980189185e-11,8.052298029834322e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.235051243941019e-09,5.954583613977833e-10,9.072880271934645e-13,1.1759897427624457e-10,2.694496891046903e-10,2.849363933581984e-11
0.3,4.9722751144286575e-08,1.2961258539360982e-07,2.7724885571341383e-10,2.1980661888043322e-07,9.57718926768707e-11,1.29902391113361e-07,1.4392898348927243e-11,8.321476399957952e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.233489094596128e-09,6.094113356283457e-10,9.57718926768707e-13,1.2412212063479837e-10,2.6889110095119926e-10,2.84897041597208e-11
0.31,4.9716552597128506e-08,1.2959998005765957e-07,2.834474028714817e-10,2.1979752586298945e-07,1.0089502098803378e-10,1.2989842124692028e-07,1.5676503446743668e-11,8.590095231001374e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2319633644503912e-09,6.230103786344169e-10,1.0089502098803378e-12,1.3074750931126987e-10,2.6833332557381185e-10,2.848575496856635e-11
0.32,4.971051437966527e-08,1.2958739135711912e-07,2.8948562033471536e-10,2.1978829474724436e-07,1.0609818765283567e-10,1.2989439332019837e-07,1.702376627363846e-11,8.858154522964586e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2304740522293333e-09,6.362555084721529e-10,1.0609818765283568e-12,1.3747512184990375e-10,2.677763630048133e-10,2.8481791767125004e-11
0.33,4.970463416818837e-08,1.2957481907972e-07,2.9536583181161815e-10,2.1977892763956183e-07,1.1137871527070191e-10,1.298903067621443e-07,1.8435252817311022e-11,9.125654786001871e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2290206295910116e-09,6.491518577692462e-10,1.113787152707019e-12,1.4430144987650375e-10,2.6722021373757423e-10,2.8477814786431094e-11
0.34,4.969886732047879e-08,1.2956225914743907e-07,3.011326795211933e-10,2.1976946500661721e-07,1.1668516662279152e-10,1.2988615060193985e-07,1.9921836621837236e-11,9.392605821006544e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.227592969517774e-09,6.617976787438177e-10,1.1668516662279152e-12,1.5115943451736673e-10,2.6666488665355926e-10,2.8473828377881384e-11
0.35000000000000003,4.9693243653015916e-08,1.2954971428398266e-07,3.067563469840694e-10,2.1975987982077126e-07,1.2205189655993269e-10,1.2988193216698007e-07,2.1476255261426642e-11,9.659001081974848e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2261978340216953e-09,6.74127379474779e-10,1.220518965599327e-12,1.5809383639325592e-10,2.6611037587510135e-10,2.8469829641863286e-11
0.36,4.968776316579974e-08,1.2953718448935074e-07,3.1223683420024644e-10,2.1975017208202395e-07,1.2747890508212535e-10,1.2987765145726496e-07,2.3098508736079226e-11,9.924840568906779e-11,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2248352219742242e-09,6.861409804585054e-10,1.2747890508212535e-12,1.6510463784937882e-10,2.6555668143561746e-10,2.8465818582555707e-11
0.37,4.968242585883026e-08,1.2952466976354327e-07,3.1757414116972443e-10,2.197403417903753e-07,1.329661921893696e-10,1.2987330847279454e-07,2.4788597045795007e-11,1.0190124281802342e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2235051322493974e-09,6.978385032442014e-10,1.329661921893696e-12,1.721918210057129e-10,2.650038033689825e-10,2.8461795204126488e-11
0.38,4.9677215249933146e-08,1.2951216859574506e-07,3.22784750066838e-10,2.197304038764784e-07,1.384954895380207e-10,1.2986889987587165e-07,2.6549817066157976e-11,1.0454856292428425e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2222038253499244e-09,7.092562349735446e-10,1.384954895380207e-12,1.7933157229940724e-10,2.644517456223353e-10,2.8457761112461626e-11
0.39,4.967211460406456e-08,1.2949967945196187e-07,3.2788539593542237e-10,2.1972037350005243e-07,1.440482485115258e-10,1.2986442227759223e-07,2.8385516253413703e-11,1.0719040735020956e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2209275045984104e-09,7.204310166014358e-10,1.440482485115258e-12,1.8649971540541507e-10,2.6390051220196904e-10,2.8453717937322124e-11
0.4,4.966714180587976e-08,1.2948720397156542e-07,3.3285819412022306e-10,2.1971023445998344e-07,1.4964429192097293e-10,1.2985987929966063e-07,3.029211719829329e-11,1.0982673191343265e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2196802255164785e-09,7.313235187208089e-10,1.4964429192097294e-12,1.9372205452344138e-10,2.633500988960493e-10,2.8449663944160338e-11
0.41000000000000003,4.966229685537874e-08,1.294747421545557e-07,3.3770314462124003e-10,2.196999867562715e-07,1.5528361976636211e-10,1.2985527094207687e-07,3.226961990079673e-11,1.1245753661395353e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.218461987106385e-09,7.419337640083768e-10,1.5528361976636212e-12,2.00998572778258e-10,2.6280050573927265e-10,2.8445599136627553e-11
0.42,4.965757975256151e-08,1.294622940009327e-07,3.424202474384733e-10,2.196896303889166e-07,1.6096623204769328e-10,1.298505972048409e-07,3.4318024360924e-11,1.1508282145177217e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2172727883724817e-09,7.522617759743956e-10,1.6096623204769327e-12,2.0832925312484125e-10,2.6225173276676137e-10,2.844152351836616e-11
0.43,4.965296105739194e-08,1.2944985680211026e-07,3.4703894260803823e-10,2.1967919200742596e-07,1.6666086230086967e-10,1.2984585347105567e-07,3.644186517470621e-11,1.1770266826336255e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2161059512144213e-09,7.623723450724531e-10,1.6666086230086967e-12,2.1567338175329097e-10,2.6170378810768886e-10,2.8437439947764575e-11
0.44,4.964845022098647e-08,1.294374314276241e-07,3.5154977901350977e-10,2.1966866305652497e-07,1.7237754797935151e-10,1.2984104122288078e-07,3.863968660360882e-11,1.203170507768125e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.214963618390647e-09,7.72244699537145e-10,1.7237754797935152e-12,2.230440093987887e-10,2.6115666919761114e-10,2.8433347511176815e-11
0.45,4.964405353522012e-08,1.294250184563487e-07,3.559464647798639e-10,2.1965803784072567e-07,1.7812297129928053e-10,1.2983616144703167e-07,4.091051952139165e-11,1.2292595150216835e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2138472160527927e-09,7.818650202988787e-10,1.7812297129928053e-12,2.304498181999559e-10,2.6061037434183287e-10,2.8429245601621264e-11
0.46,4.963977100009288e-08,1.2941261788828407e-07,3.6022899990710064e-10,2.1964731636002811e-07,1.838971322606567e-10,1.2983121414350837e-07,4.32543639280547e-11,1.2552937043943015e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2127567433179687e-09,7.912333310465147e-10,1.8389713226065668e-12,2.3789079231054287e-10,2.6006490357597136e-10,2.8425134222287365e-11
0.47000000000000003,4.963559793520363e-08,1.2940022929111328e-07,3.6440206479635304e-10,2.1963650284785032e-07,1.8969528882639623e-10,1.298261988037061e-07,4.567171369581596e-11,1.2812732222936392e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.211691137804101e-09,8.003599514240673e-10,1.8969528882639622e-12,2.453607485191053e-10,2.5952025838688497e-10,2.8421013829210088e-11
0.48,4.963150729900464e-08,1.293878501670761e-07,3.6849270099534454e-10,2.1962562176324467e-07,1.954900433400883e-10,1.2982111248910323e-07,4.816542222735879e-11,1.3071989146065392e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.210644265794882e-09,8.093043857131995e-10,1.954900433400883e-12,2.5282404062498553e-10,2.589764471920235e-10,2.841688704155363e-11
0.49,4.962751858161741e-08,1.2937548231642637e-07,3.724814183825761e-10,2.1961465547741616e-07,2.0130114258759369e-10,1.2981595731763122e-07,5.073343294050999e-11,1.3330701716623754e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2096205468563176e-09,8.180237836982876e-10,2.0130114258759367e-12,2.603063366826044e-10,2.5843346398457793e-10,2.8412751976146522e-11
0.5,4.962363178304194e-08,1.2936312573916406e-07,3.7636821695804764e-10,2.1960360399036474e-07,2.0712858656891237e-10,1.2981073328929003e-07,5.337574583526954e-11,1.3588869934611474e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.208619980205117e-09,8.265181687141477e-10,2.071285865689124e-12,2.678076221601416e-10,2.578913088003781e-10,2.8408608635779148e-11
0.51,4.9619846903278225e-08,1.2935078043528925e-07,3.801530967217592e-10,2.1959246730209043e-07,2.1297237528404436e-10,1.2980544040407966e-07,5.609236091163744e-11,1.3846493800028558e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.20764256505937e-09,8.347875646166133e-10,2.1297237528404438e-12,2.7532788245825033e-10,2.5734998167560597e-10,2.8404457023236134e-11
0.52,4.961614909369066e-08,1.2933844502751022e-07,3.8385090630931774e-10,2.1958125883157692e-07,2.1881822926303052e-10,1.2980007780156546e-07,5.888408602322276e-11,1.4103578539731302e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2066849331443485e-09,8.428646521104168e-10,2.1881822926303052e-12,2.8284855010695705e-10,2.5680948772158107e-10,2.84002985744594e-11
0.53,4.96125315366316e-08,1.2932611888345312e-07,3.8746846336837714e-10,2.1956998474005723e-07,2.246595921866614e-10,1.2979464508668486e-07,6.175129209038537e-11,1.436012655359439e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2057455376494216e-09,8.507644458904799e-10,2.2465959218666142e-12,2.9036109449006304e-10,2.562698293030566e-10,2.8396133949730633e-11
0.54,4.960900497669278e-08,1.2931380299973722e-07,3.909950233071962e-10,2.1955863531744716e-07,2.305067967938533e-10,1.2978914288205526e-07,6.469339454377855e-11,1.4616134059422705e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2048268146523675e-09,8.584633373324143e-10,2.3050679679385332e-12,2.9787892795274747e-10,2.5573100278320676e-10,2.839196211433151e-11
0.55,4.96055694138742e-08,1.2930149737636255e-07,3.94430586125775e-10,2.1954721056374666e-07,2.363598430846062e-10,1.2978357118767664e-07,6.77103933834023e-11,1.4871601057216245e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.20392876345905e-09,8.659613494493754e-10,2.363598430846062e-12,3.054020373411226e-10,2.5519300819812594e-10,2.8387783070696007e-11
0.56,4.960222484817587e-08,1.2928920201332907e-07,3.977751518241135e-10,2.1953571047895578e-07,2.4221873105892006e-10,1.2977793000354904e-07,7.080228860925664e-11,1.5126527546975014e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2030513833764535e-09,8.732585056658128e-10,2.4221873105892005e-12,3.1293040947694484e-10,2.5465584558422327e-10,2.8383596821253438e-11
0.5700000000000001,4.959894718077787e-08,1.2927691466540593e-07,4.0105281922211524e-10,2.1952415682105562e-07,2.480615929125608e-10,1.2977221921993733e-07,7.396909398760393e-11,1.5380923073847435e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2021892085922562e-09,8.80407819804421e-10,2.480615929125608e-12,3.2043565227520483e-10,2.5411952388284445e-10,2.8379405688350792e-11
0.58,4.959574842625002e-08,1.2926463645196264e-07,4.0425157374995826e-10,2.195125387425116e-07,2.5389933093293807e-10,1.297664388915504e-07,7.721080265521511e-11,1.56347828790589e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2013449632264497e-09,8.873828924450899e-10,2.538993309329381e-12,3.279319040680421e-10,2.535840386884744e-10,2.8375208517198125e-11
0.59,4.959263091768341e-08,1.2925236759036776e-07,4.073690823165735e-10,2.195008541368574e-07,2.5973406221868853e-10,1.2976058902901216e-07,8.052741327933023e-11,1.58881060385102e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.2005191757658562e-09,8.941786151743565e-10,2.5973406221868854e-12,3.354219007783646e-10,2.5304938917467857e-10,2.8371005085296787e-11
0.6,4.958959465507802e-08,1.2924010808062137e-07,4.1040534492196086e-10,2.19489103004093e-07,2.6556578676981205e-10,1.297546696323225e-07,8.391892585994923e-11,1.614089255220133e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1997118455949052e-09,9.007950102500658e-10,2.6556578676981205e-12,3.429056307624487e-10,2.5251557537750627e-10,2.8366795394767614e-11
