data_set_T_with_pico,data_set_EXC2_with_pico,data_set_FV1_with_pico,data_set_FV2_with_pico,data_set_FV3_with_pico,data_set_FV4_with_pico,data_set_H1_with_pico,data_set_H2_with_pico,data_set_H3_with_pico,data_set_H4_with_pico,data_set_INH1_with_pico,data_set_INH2_with_pico,data_set_INH3_with_pico,data_set_INH4_with_pico,data_set_M2_with_pico,data_set_M3_with_pico,data_set_M4_with_pico,data_set_V1_with_pico,data_set_V2_with_pico,data_set_V3_with_pico,data_set_V4_with_pico
10525.0,0.047866903,0.079778172,0.024078595,0.14448111,0.090088218,0.36532694,0.25681821,0.40781543,0.41937774,0.019411461,0.066036366,0.018951567,0.072240077,0.18226418,0.21351582,0.036828395,-51.56292,-44.808235,-37.114239,-39.250233
10540.0,0.048186198,0.08031033,0.024307698,0.14348273,0.091117308,0.36626005,0.25736862,0.40687215,0.41864762,0.019302102,0.066075526,0.019140484,0.071859539,0.18104695,0.21339703,0.037094861,-51.505104,-44.769417,-37.146641,-39.200272
10555.0,0.048503947,0.08083991,0.024542775,0.14252129,0.092131615,0.36718228,0.25791276,0.40593737,0.41791451,0.019197136,0.066120237,0.019332247,0.071497418,0.17984018,0.21326578,0.037365433,-51.447918,-44.729954,-37.17802,-39.151524
10570.0,0.048819624,0.08136604,0.02477498,0.14157152,0.093101814,0.36809382,0.25845057,0.40501091,0.41717866,0.019092968,0.06615486,0.019520078,0.071139678,0.17864384,0.21312252,0.03763992,-51.391438,-44.691338,-37.209194,-39.105347
10585.0,0.049134262,0.081890434,0.025011322,0.14064939,0.094052963,0.36899474,0.25898212,0.4040927,0.41644034,0.01899197,0.066191226,0.019709442,0.070795625,0.17745784,0.21296769,0.037918121,-51.335476,-44.65239,-37.239628,-39.06049
10600.0,0.049447987,0.082413308,0.025249857,0.13974793,0.094979368,0.36988524,0.25950745,0.4031826,0.41569978,0.018893182,0.066225752,0.019898882,0.070461527,0.17628212,0.21280171,0.038199861,-51.280003,-44.613441,-37.269539,-39.017193
10615.0,0.049761094,0.082935154,0.025490496,0.13886513,0.095881656,0.37076536,0.2600266,0.40228048,0.41495711,0.018796366,0.06625808,0.02008838,0.070136458,0.17511663,0.21262497,0.038484961,-51.224953,-44.574512,-37.298992,-38.975384
10630.0,0.050073914,0.083456524,0.02573368,0.13800044,0.09676224,0.37163523,0.26053956,0.40138623,0.41421258,0.018701488,0.066288792,0.02027832,0.0698203,0.17396128,0.21243779,0.038773261,-51.170269,-44.535538,-37.327991,-38.934917
10645.0,0.050386619,0.083977699,0.025978323,0.13714975,0.097618334,0.37249497,0.26104635,0.40049979,0.41346636,0.018607995,0.066315934,0.020467911,0.069510885,0.17281604,0.21224058,0.039064601,-51.115917,-44.496685,-37.35667,-38.895889
10660.0,0.050699811,0.084499687,0.026227912,0.13632011,0.098462515,0.37334463,0.26154703,0.39962104,0.41271862,0.018516952,0.066345185,0.020659871,0.069212429,0.17168082,0.21203358,0.039358836,-51.061783,-44.457413,-37.384785,-38.857704
10675.0,0.051013451,0.08502242,0.026479336,0.1355027,0.099285103,0.37418434,0.2620416,0.39874989,0.41196948,0.018427113,0.066371262,0.020851856,0.068920016,0.17055556,0.21181713,0.039655827,-51.007877,-44.418217,-37.412628,-38.820774
10690.0,0.051327813,0.085546352,0.026732918,0.13469711,0.10008799,0.37501413,0.26253006,0.39788625,0.41121915,0.018338459,0.06639462,0.02104415,0.068633579,0.16944024,0.21159151,0.039955441,-50.954147,-44.379051,-37.440205,-38.784988
10705.0,0.051642869,0.086071447,0.026985787,0.13389561,0.10086242,0.37583411,0.26301247,0.39703006,0.41046771,0.018249886,0.066410542,0.021234592,0.068348758,0.16833475,0.21135697,0.040257551,-50.900597,-44.340355,-37.467781,-38.750713
10720.0,0.051959656,0.086599424,0.027246334,0.1331168,0.10163695,0.37664428,0.26348883,0.39618123,0.40971532,0.018164154,0.066432618,0.021429647,0.068076454,0.16723907,0.21111377,0.040562034,-50.84705,-44.300846,-37.494709,-38.716667
10735.0,0.052277658,0.087129429,0.027506709,0.13234141,0.10238627,0.37744477,0.26395917,0.39533967,0.40896213,0.018078471,0.066448063,0.02162334,0.067805648,0.16615312,0.21086213,0.040868782,-50.793594,-44.261734,-37.521652,-38.683949
10750.0,0.052597623,0.087662704,0.027772335,0.13158107,0.10312892,0.37823558,0.26442346,0.39450532,0.40820819,0.017994568,0.066465564,0.021819847,0.067543179,0.16507685,0.21060228,0.041177686,-50.740105,-44.222198,-37.548206,-38.65173
10765.0,0.052919384,0.088198975,0.028039105,0.13082553,0.10385203,0.37901679,0.26488179,0.39367813,0.40745366,0.017910972,0.066478506,0.022016065,0.067283221,0.16401023,0.21033444,0.04148864,-50.686611,-44.182861,-37.574718,-38.620552
10780.0,0.053243294,0.088738829,0.02830836,0.13007712,0.10456064,0.37978843,0.26533413,0.39285803,0.40669864,0.017828049,0.066489018,0.022213047,0.067027211,0.16295315,0.21005879,0.041801557,-50.633057,-44.143524,-37.601109,-38.590187
10795.0,0.053569462,0.089282438,0.028578794,0.12933223,0.10525116,0.38055053,0.26578051,0.39204496,0.40594321,0.017745296,0.066495046,0.022409834,0.066773139,0.16190562,0.20977552,0.04211634,-50.579426,-44.104382,-37.627502,-38.560776
10810.0,0.053898569,0.08983095,0.028855346,0.12860106,0.10594006,0.38130313,0.26622093,0.39123884,0.40518746,0.017664233,0.0665043,0.02261021,0.066527076,0.16086753,0.2094848,0.042432901,-50.525604,-44.06472,-37.653538,-38.531597
10825.0,0.054230377,0.090383962,0.029132983,0.12787183,0.10661166,0.38204628,0.26665545,0.39043966,0.40443149,0.017583154,0.066508897,0.022810372,0.06628222,0.15983887,0.20918681,0.042751167,-50.471645,-44.025276,-37.67963,-38.503315
10840.0,0.054565612,0.090942681,0.02941709,0.12715559,0.1072837,0.38277996,0.26708403,0.38964733,0.40367538,0.017503705,0.066517122,0.023014439,0.066045143,0.15881956,0.20888169,0.04307105,-50.417431,-43.985283,-37.705383,-38.47517
10855.0,0.054903824,0.091506377,0.029700313,0.12643589,0.10793322,0.38350424,0.26750675,0.38886184,0.4029192,0.017423484,0.066517659,0.023216849,0.065806247,0.15780957,0.20856959,0.043392487,-50.363033,-43.945789,-37.731384,-38.448112
10870.0,0.055245671,0.092076123,0.029987164,0.12572187,0.10857508,0.38421908,0.26792356,0.3880831,0.402163,0.01734386,0.066517428,0.023421053,0.065570988,0.15680882,0.20825066,0.04371541,-50.308361,-43.906158,-37.757305,-38.421516
10885.0,0.055591714,0.092652857,0.030281173,0.12502028,0.10922077,0.38492453,0.26833451,0.3873111,0.40140688,0.017265847,0.066521712,0.023629742,0.065343484,0.1558173,0.20792501,0.044039749,-50.253323,-43.865921,-37.782898,-38.394901
10900.0,0.055941191,0.093235314,0.030571191,0.12430733,0.1098358,0.38562059,0.26873961,0.38654578,0.40065089,0.017185953,0.066513717,0.023834504,0.065109655,0.15483493,0.20759279,0.044365454,-50.198051,-43.826595,-37.809032,-38.369678
10915.0,0.05629576,0.093826264,0.030872785,0.12361474,0.11046917,0.38630727,0.2691389,0.3857871,0.39989507,0.01710888,0.066516727,0.024047129,0.06488847,0.15386167,0.20725407,0.04469246,-50.142288,-43.786083,-37.834545,-38.34383
10930.0,0.056654692,0.094424486,0.031174937,0.12291916,0.11108689,0.38698453,0.26953235,0.38503504,0.39913952,0.017031198,0.066514239,0.024259306,0.0646661,0.15289748,0.206909,0.045020718,-50.086163,-43.74588,-37.860291,-38.318748
10945.0,0.057018265,0.095030442,0.031477664,0.12222028,0.11168953,0.38765243,0.26992002,0.38428956,0.39838424,0.016952878,0.066506334,0.024471074,0.064442426,0.1519423,0.20655768,0.045350187,-50.029633,-43.705975,-37.886284,-38.294392
10960.0,0.057387389,0.095645651,0.031787973,0.12153167,0.11229896,0.38831088,0.27030188,0.38355061,0.39762929,0.016875943,0.066503242,0.024687732,0.064225644,0.15099609,0.20620018,0.045680813,-49.972569,-43.665451,-37.912018,-38.269882
10975.0,0.057761755,0.096269593,0.032099094,0.12083928,0.11289478,0.38895994,0.27067798,0.38281816,0.39687473,0.016798332,0.066495039,0.024904195,0.064007409,0.15005879,0.20583661,0.046012562,-49.915028,-43.625206,-37.938026,-38.246029
10990.0,0.058141939,0.096903235,0.03241396,0.12014846,0.1134863,0.38959956,0.27104831,0.38209221,0.39612061,0.016720852,0.066485971,0.025122691,0.063790992,0.14913039,0.20546705,0.04634539,-49.856934,-43.584862,-37.9641,-38.222458
11005.0,0.058528442,0.097547404,0.032734577,0.11946256,0.11407983,0.3902297,0.27141288,0.38137269,0.39536694,0.016644018,0.066478841,0.025344737,0.063578524,0.14821081,0.20509155,0.04667927,-49.798222,-43.544163,-37.990116,-38.198914
11020.0,0.058921121,0.098201871,0.033055395,0.11877035,0.11465904,0.39085037,0.27177173,0.38065964,0.39461374,0.01656618,0.066465706,0.02556619,0.063363276,0.14730003,0.2047102,0.047014166,-49.738922,-43.503826,-38.016506,-38.176041
11035.0,0.059320927,0.098868206,0.033383138,0.11808424,0.11524431,0.39146152,0.27212483,0.37995297,0.39386106,0.016489195,0.066456035,0.025792098,0.06315285,0.14639799,0.20432308,0.047350053,-49.678909,-43.463005,-38.042793,-38.15303
11050.0,0.059727989,0.099546649,0.033714898,0.1173981,0.1158272,0.39206311,0.27247223,0.3792527,0.39310893,0.016412171,0.066445641,0.0260203,0.062943615,0.14550467,0.20393023,0.047686908,-49.618176,-43.422077,-38.069214,-38.130211
11065.0,0.060142741,0.1002379,0.034050897,0.11671177,0.11640861,0.39265507,0.27281395,0.37855878,0.39235741,0.0163351,0.066434763,0.02625097,0.062735565,0.14462,0.2035317,0.048024707,-49.556671,-43.38102,-38.095776,-38.107552
11080.0,0.060565513,0.10094252,0.034389943,0.1160225,0.11698531,0.39323741,0.27314997,0.37787122,0.39160645,0.016257592,0.066421665,0.02648323,0.062527105,0.14374396,0.20312753,0.048363436,-49.494366,-43.339985,-38.122589,-38.085175
11095.0,0.060996804,0.10166134,0.034732349,0.11533036,0.11755853,0.39381003,0.2734803,0.37718999,0.39085612,0.016179673,0.066406757,0.026717337,0.062318366,0.14287652,0.2027178,0.048703082,-49.431202,-43.298935,-38.149654,-38.063026
11110.0,0.061437298,0.1023955,0.035080221,0.11463859,0.11813459,0.39437288,0.27380496,0.37651512,0.39010638,0.016101843,0.066392794,0.026954861,0.062111434,0.1420176,0.2023025,0.049043633,-49.367096,-43.257629,-38.176846,-38.040859
11125.0,0.061887484,0.10314581,0.035432968,0.11394548,0.11871201,0.39492589,0.27412397,0.37584653,0.38935733,0.016023865,0.066378884,0.027195383,0.061905358,0.14116721,0.20188169,0.049385082,-49.301998,-43.216145,-38.204235,-38.018738
11140.0,0.062347595,0.10391266,0.03578642,0.11324295,0.11927907,0.39546901,0.27443731,0.37518424,0.3886089,0.015944554,0.066359319,0.027435806,0.061695252,0.14032529,0.2014554,0.049727429,-49.235897,-43.174976,-38.232143,-37.997101
11155.0,0.062819257,0.10469876,0.03615221,0.11255094,0.11986917,0.39600214,0.27474499,0.37452829,0.38786113,0.015866905,0.066349506,0.027684784,0.061493587,0.13949181,0.20102361,0.050070666,-49.168583,-43.132782,-38.259781,-37.974678
11170.0,0.063302062,0.10550344,0.036517479,0.111846,0.12044594,0.39652517,0.27504706,0.3738786,0.38711402,0.015787439,0.066332206,0.027932785,0.061285947,0.13866673,0.20058636,0.050414808,-49.10014,-43.091053,-38.28809,-37.952854
11185.0,0.063797385,0.10632897,0.036889389,0.11113997,0.12102993,0.39703804,0.27534348,0.37323523,0.38636756,0.015707945,0.066316769,0.028185129,0.061079804,0.13785003,0.20014365,0.050759859,-49.030399,-43.048977,-38.316597,-37.930851
11200.0,0.064305954,0.10717659,0.037266888,0.11043014,0.12161835,0.3975406,0.27563426,0.37259817,0.38562179,0.015628044,0.066301644,0.028441049,0.060873631,0.13704167,0.19969548,0.051105831,-48.959286,-43.006683,-38.345421,-37.908775
11215.0,0.064828649,0.10804775,0.037649523,0.10971488,0.12221016,0.39803278,0.27591941,0.37196741,0.38487664,0.015547512,0.066286065,0.028700221,0.06066655,0.13624161,0.19924185,0.051452741,-48.886715,-42.964233,-38.374626,-37.886662
11230.0,0.065366529,0.10894421,0.038037848,0.10899415,0.12280715,0.39851442,0.27619889,0.37134296,0.38413215,0.015466376,0.066270567,0.028963067,0.060458723,0.13544984,0.19878271,0.051800612,-48.812569,-42.921574,-38.404228,-37.864445
11245.0,0.065920778,0.10986797,0.038432773,0.10826844,0.12341205,0.39898539,0.27647278,0.37072483,0.38338825,0.015384736,0.066256098,0.029230267,0.060250632,0.13466632,0.19831808,0.052149475,-48.736725,-42.878616,-38.434204,-37.842033
11260.0,0.066492595,0.11082099,0.038833603,0.10753544,0.12402321,0.3994455,0.27674103,0.37011304,0.38264498,0.015302279,0.066241533,0.029501323,0.060041033,0.13389105,0.1978479,0.052499358,-48.659058,-42.835445,-38.464664,-37.819485
11275.0,0.067083418,0.1118057,0.0392408,0.1067947,0.1246422,0.39989462,0.27700362,0.36950764,0.38190231,0.01521897,0.066227227,0.02977659,0.059829853,0.13312396,0.19737214,0.052850306,-48.579426,-42.792027,-38.495632,-37.796741
11290.0,0.067694902,0.11282483,0.039655283,0.1060463,0.12527178,0.40033257,0.27726057,0.36890861,0.38116017,0.015134864,0.066214032,0.03005676,0.059617419,0.13236508,0.19689074,0.053202361,-48.497646,-42.748272,-38.527111,-37.773708
11305.0,0.06832879,0.11388132,0.040076628,0.10528804,0.12591119,0.40075907,0.27751186,0.36831602,0.38041857,0.015049673,0.066201128,0.030341536,0.059402607,0.13161436,0.19640364,0.053555578,-48.413551,-42.704239,-38.559208,-37.75042
11320.0,0.068987258,0.11497876,0.040506203,0.10452037,0.12656446,0.40117398,0.27775747,0.36772987,0.37967744,0.014963513,0.066189833,0.030631943,0.059186026,0.1308718,0.19591075,0.053910021,-48.326916,-42.659801,-38.591911,-37.72673
11335.0,0.069672629,0.11612105,0.040944092,0.10374148,0.12723225,0.40157697,0.27799737,0.36715025,0.37893677,0.014876169,0.066179872,0.030928068,0.058966894,0.13013737,0.19541201,0.05426576,-48.237495,-42.614967,-38.625309,-37.702621
11350.0,0.070387669,0.11731279,0.041390687,0.10294978,0.12791611,0.40196779,0.27823156,0.36657715,0.37819645,0.014787463,0.066171274,0.031230219,0.058744606,0.12941107,0.19490728,0.054622881,-48.145016,-42.56971,-38.659481,-37.678043
11365.0,0.071135625,0.11855938,0.041847128,0.10214446,0.12861967,0.4023461,0.27846003,0.36601067,0.37745649,0.014697352,0.066164903,0.031539261,0.058519144,0.1286929,0.19439645,0.054981474,-48.049149,-42.523937,-38.694485,-37.652874
11380.0,0.071920216,0.11986703,0.042313378,0.10132257,0.12934355,0.40271157,0.27868271,0.36545086,0.37671676,0.014605475,0.066160165,0.031855207,0.05828917,0.12798285,0.19387938,0.055341657,-47.94952,-42.477669,-38.730461,-37.627102
11395.0,0.072746016,0.12124336,0.042791292,0.10048346,0.1300935,0.4030638,0.27889958,0.36489782,0.37597719,0.014511835,0.066158585,0.032179452,0.058054946,0.12728094,0.19335587,0.055703554,-47.845665,-42.430748,-38.767456,-37.600529
11410.0,0.073618419,0.12269736,0.04328182,0.099624462,0.13087301,0.4034023,0.27911058,0.3643516,0.3752377,0.014416154,0.066160508,0.032512743,0.057815555,0.12658715,0.19282576,0.05606731,-47.737049,-42.383106,-38.805618,-37.573048
11425.0,0.074543916,0.12423985,0.043785222,0.098741136,0.13168421,0.40372655,0.27931568,0.36381233,0.37449819,0.014317906,0.066165365,0.032855343,0.057569079,0.12590152,0.1922888,0.056433104,-47.623024,-42.334743,-38.845165,-37.544594
11440.0,0.075530775,0.12588462,0.044304907,0.097832493,0.13253745,0.40403596,0.27951479,0.36328018,0.37375847,0.014217123,0.066176012,0.033209816,0.057316095,0.12522408,0.19174469,0.056801137,-47.502773,-42.285374,-38.886173,-37.514828
11455.0,0.076589026,0.12764838,0.044841036,0.096891463,0.13343546,0.40432981,0.27970785,0.36275521,0.37301844,0.014112965,0.066191331,0.033576395,0.057053469,0.12455484,0.19119312,0.057171647,-47.375305,-42.235016,-38.929005,-37.483673
11470.0,0.077731848,0.12955308,0.04539809,0.095915176,0.1343924,0.4046073,0.27989474,0.36223769,0.37227786,0.014005283,0.066214815,0.033958472,0.056781255,0.12389388,0.1906337,0.057544928,-47.23933,-42.183296,-38.973835,-37.450672
11485.0,0.078976035,0.13162673,0.045977063,0.094893202,0.13541472,0.40486735,0.28007534,0.3617278,0.37153655,0.013892871,0.066245586,0.034356974,0.056495063,0.12324125,0.19006592,0.057921331,-47.093212,-42.13018,-39.021202,-37.41563
11500.0,0.080344319,0.1339072,0.046581924,0.093815483,0.13651773,0.40510884,0.28024954,0.36122584,0.37079418,0.013774701,0.066285498,0.034775041,0.056191545,0.12259704,0.18948922,0.058301285,-46.934761,-42.075363,-39.071651,-37.378075
11515.0,0.081868663,0.13644777,0.047225386,0.092677794,0.13774003,0.40533021,0.28041708,0.36073211,0.37005043,0.013650825,0.066345014,0.035222232,0.055872623,0.12196136,0.18890283,0.058685329,-46.760899,-42.017788,-39.125473,-37.336754
11530.0,0.083593324,0.13932221,0.047907218,0.091449872,0.13909195,0.40552956,0.28057778,0.36024708,0.36930484,0.013517613,0.06641905,0.035698928,0.055524606,0.12133439,0.1883058,0.059074167,-46.567448,-41.957584,-39.184235,-37.291409
11545.0,0.085586064,0.14264344,0.048645601,0.090111211,0.14063357,0.40570441,0.28073126,0.35977128,0.3685568,0.013373405,0.066520095,0.036219038,0.055143725,0.12071634,0.18769687,0.05946872,-46.348045,-41.893299,-39.249111,-37.24015
11560.0,0.08795321,0.14658868,0.049457096,0.088613942,0.14242962,0.40585136,0.28087708,0.35930556,0.36780551,0.013213187,0.066654652,0.036795739,0.054713402,0.12010752,0.18707432,0.059870254,-46.092888,-41.823711,-39.322708,-37.181023
11575.0,0.090876609,0.15146101,0.050380491,0.086890534,0.1446128,0.40596557,0.28101456,0.35885105,0.36704978,0.013030509,0.066844285,0.037458934,0.054214887,0.11950842,0.18643562,0.060280606,-45.785503,-41.745831,-39.408825,-37.109978
11590.0,0.094696425,0.15782738,0.051478375,0.084802546,0.1473999,0.40603966,0.28114265,0.35840949,0.36628789,0.012811316,0.067116655,0.038257021,0.053604659,0.1189198,0.18577696,0.060702592,-45.395866,-41.654972,-39.515259,-37.020565
