Time,c,cer,gca,gkca,gk,gir,vca,vk,vir,cm,taun,alpha,fcyt,kpmca,kd,vn,vm,sn,sm,kserca,dact,dinact,fer,pleak,dip3,vcytver,ip3,sa,r,taua,gkatp,alphaIRn,betaIRn,nIRinf,tauIRn,alphaIRr,betaIRr,rIRinf,tauIRr,ica,ik,ikca,ikatp,iir,minf,ninf,ainf,w,jmem,jserca,jleak,jip3,oinf,jer,V,n,a,nIR,rIR,cell,reaction_0000005,reaction_0000006
0.1,0.1000069991063328,99.99995025707045,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913932672624626,3.0205712303233808e-05,0.9730690622463566,891.5842633765754,0.0333742159403823,0.14288659288470304,0.18934564162531234,5.673410933864276,-3789.3497560389706,208.73077490106564,55.3523149750372,3450.321528411997,0.17052087075439043,0.034449072146186165,0.0001507525139245982,0.40132915610876546,0.004099789218703574,-0.0029493259190911947,0.04000279964253312,0.049949971628982064,0.0,0.0,0.009947171986448941,-59.9986014125053,0.009938634039622408,0.45999998044025253,0.008108244229397748,0.2803812484987583,1.0,6.997846067357746e-05,-0.0004973585993224471
0.11,0.10000769887839457,99.99994528355514,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913765206651339,3.020601087166511e-05,0.9730684011008297,891.5973384765489,0.0333740276444027,0.14288664072579918,0.18934472422575255,5.673415454772309,-3789.3879457620333,208.60430069729034,55.35476467014806,3450.3539912313613,0.17065245507700794,0.034449463553075876,0.0001507567707891516,0.4013308374107246,0.004099932068483881,-0.002949294019749766,0.04000307955135783,0.049949968792338366,0.0,0.0,0.009946889240980535,-59.99846020602814,0.009932518526298919,0.45999997848458646,0.008119067076349674,0.2802209289905069,1.0,6.99759522123077e-05,-0.0004973444620490268
0.12,0.10000839862538745,99.99994031018122,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913597453256789,3.0206309960024066e-05,0.9730677387946363,891.6104363957986,0.033373839023454074,0.14288668864942522,0.18934380524147953,5.673419983491103,-3789.4262019724147,208.47790777927545,55.35721528811291,3450.386510285374,0.17078394955101242,0.03444985564198303,0.00015076103514492808,0.4013325186547739,0.004100074917103729,-0.0029492618162016253,0.040003359450154985,0.049949965955777914,0.0,0.0,0.00994660650562293,-59.99831875505313,0.009926406836638422,0.45999997652897645,0.00812988963564284,0.2800608903238359,1.0,6.997344689421304e-05,-0.0004973303252811465
0.13,0.10000909834734287,99.99993533694864,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913429412614901,3.0206609568039442e-05,0.9730670753283279,891.6235571227076,0.03337365007772271,0.1428867366555337,0.18934288467339352,5.673424520016229,-3789.464524635331,208.35159609105398,55.3596668286074,3450.419085542858,0.17091535456312046,0.03445024841255421,0.00015076530698847002,0.40133419984098834,0.004100217764569193,-0.0029492293086095835,0.04000363933893715,0.049949963119300646,0.0,0.0,0.009946323780363496,-59.99817705971581,0.009920298968256443,0.45999997457342257,0.008140711906998985,0.2799011320011078,1.0,6.997094471753912e-05,-0.0004973161890181748
0.14,0.10000979804429225,99.99993036385743,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913261084899467,3.0206909695440262e-05,0.9730664107024559,891.6367006456711,0.033373460807394756,0.14288678474407712,0.18934196252239402,5.673429064343258,-3789.5029137160354,208.22536557670395,55.362119291307465,3450.4517169726605,0.1710466704989893,0.034450641864436346,0.00015076958631632297,0.40133588096944334,0.0041003606108863415,-0.002949196497136288,0.0400039192177169,0.04994996028290657,0.0,0.0,0.009946041065189669,-59.99803512015163,0.009914194918770082,0.4599999726179248,0.00815153389014004,0.2797416535256233,1.0,6.996844568053381e-05,-0.0004973020532594834
0.15,0.10001049771626692,99.99992539090756,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010913092470284213,3.0207210341955727e-05,0.973065744917571,891.6498669530923,0.03337327121265618,0.14288683291500803,0.18934103878937975,5.673433616467772,-3789.5413691798076,208.09921618034647,55.36457267588905,3450.484404543649,0.17117789774316786,0.034451035997276676,0.00015077387312503678,0.40133756204021387,0.004100503456061228,-0.0029491633819442517,0.04000419908650677,0.049949957446595646,0.0,0.0,0.009945758360088874,-59.997892936495944,0.009908094685797925,0.45999997066248316,0.008162355584788129,0.2795824544015356,1.0,6.996594978144623e-05,-0.0004972879180044437
0.16,0.10001119736329833,99.99992041809907,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912923568942765,3.0207511507315247e-05,0.9730650779742238,891.6630560333829,0.03337308129369296,0.14288688116827902,0.1893401134752493,5.673438176385347,-3789.5798909919486,207.97314784613945,55.367026982028676,3450.5171482247097,0.17130903667892025,0.03445143081072263,0.00015077816741116372,0.401339243053375,0.004100646300099928,-0.0029491299631958963,0.04000447894531933,0.049949954610367886,0.0,0.0,0.009945475665048553,-59.997750508884025,0.00990199826695975,0.4599999687070976,0.008173176990665512,0.2794235341335583,1.0,6.996345701852657e-05,-0.0004972737832524277
0.17,0.10001189698541779,99.99991544543191,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912754381048628,3.0207813191248474e-05,0.9730644098729635,891.6762678749668,0.03337289105069079,0.14288692950384269,0.18933918658090013,5.673442744091569,-3789.618479117795,207.8471605182912,55.369482209402875,3450.5499479847567,0.17144008768861616,0.034451826304422034,0.0001507824691712605,0.40134092400900184,0.004100789143008493,-0.0029490962410534845,0.04000475879416712,0.04994995177422325,0.0,0.0,0.009945192980056125,-59.99760783745103,0.009895905659877162,0.45999996675176813,0.008183998107494685,0.27926489222759404,1.0,6.99609673900264e-05,-0.0004972596490028063
0.18,0.10001259658265664,99.99991047290608,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912584906775187,3.0208115393485345e-05,0.9730637406143391,891.6895024662788,0.033372700483835324,0.14288697792165167,0.1893382581072293,5.673447319582025,-3789.657133522712,207.72125414105597,55.3719383576886,3450.5828037927286,0.17157105115359933,0.03445222247802299,0.0001507867784018877,0.40134260490716944,0.004100931984792979,-0.002949062215679126,0.04000503863306266,0.04994994893816171,0.0,0.0,0.009944910305099051,-59.997464922332,0.009889816862173375,0.45999996479649474,0.008194818934998339,0.27910652819051396,1.0,6.995848089419925e-05,-0.0004972455152549526
0.19,0.1000132961550462,99.99990550052159,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912415146295698,3.020841811375602e-05,0.9730630701988994,891.7027597957663,0.033372509593312054,0.14288702642165868,0.18933732805513306,5.673451902852304,-3789.695854172102,207.59542865873274,55.3743954265631,3450.61571561759,0.17170192745416396,0.03445261933117399,0.00015079109509961004,0.40134428574795267,0.004101074825459442,-0.002949027887234782,0.040005318462018484,0.04994994610218328,0.0,0.0,0.009944627640164794,-59.99732176366187,0.009883731871473164,0.4599999628412774,0.008205639472899361,0.2789484415301124,1.0,6.995599752930012e-05,-0.0004972313820082397
0.2,0.10001399570261776,99.99990052827845,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912245099783354,3.0208721351790847e-05,0.9730623986271921,891.7160398518822,0.03337231837930631,0.14288707500381642,0.18933639642550698,5.6734564938980006,-3789.7346410313908,207.46968401566494,55.37685341570383,3450.6486834283264,0.17183271696955774,0.034453016863523755,0.00015079541926099545,0.40134596653142657,0.004101217665013929,-0.002948993255882295,0.040005598281047106,0.04994994326628792,0.0,0.0,0.009944344985240813,-59.99717836157549,0.00987765068540286,0.4599999608861163,0.008216459720920829,0.2787906317551068,1.0,6.995351729358519e-05,-0.0004972172492620407
0.21,0.10001469522540261,99.99989555617661,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010912074767411178,3.020902510732048e-05,0.9730617258997646,891.7293426230962,0.03337212684200331,0.14288712366807765,0.18933546321924605,5.673461092714712,-3789.7734940660334,207.344020156241,55.37931232478857,3450.6817071939477,0.17196342007798632,0.03445341507472134,0.00015079975088261584,0.4013476472576658,0.004101360503462488,-0.0029489583217833723,0.04000587809016105,0.049949940430475605,0.0,0.0,0.009944062340314558,-59.99703471620759,0.009871573301590355,0.45999995893101114,0.008227279678786018,0.278633098375138,1.0,6.995104018531186e-05,-0.0004972031170157279
0.22,0.100015394723432,99.99989058421609,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911904149352137,3.0209329380075743e-05,0.9730610520171635,891.742668097883,0.03337193498158817,0.14288717241439516,0.18933452843724466,5.673465699298035,-3789.8124132415182,207.21843702489363,55.38177215349529,3450.7147868834886,0.17209403715661675,0.03445381396441613,0.00015080408996104695,0.4013493279267454,0.004101503340811159,-0.002948923085099569,0.040006157889372805,0.04994993759474633,0.0,0.0,0.009943779705373523,-59.996890827692795,0.009865499717665102,0.45999995697596213,0.008238099346218391,0.2784758409007698,1.0,6.994856620273955e-05,-0.0004971889852686762
0.23,0.10001609419673718,99.9998856123969,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911733245779045,3.0209634169787767e-05,0.9730603769799352,891.7560162647317,0.03337174279824583,0.14288722124272177,0.1893335920803965,5.673470313643574,-3789.8513985233635,207.09293456610047,55.38423290150237,3450.747922466009,0.17222456858158158,0.034454213532257805,0.00015080843649286862,0.40135100853874,0.004101646177065986,-0.0029488875459923007,0.04000643767869488,0.04994993475910008,0.0,0.0,0.009943497080405206,-59.99674669616563,0.009859429931258113,0.45999995502096924,0.008248918722941612,0.2783188588434892,1.0,6.994609534412905e-05,-0.0004971748540202603
0.24,0.10001679364534936,99.99988064071901,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911562056864642,3.0209939476187805e-05,0.9730597007886251,891.7693871121389,0.033371550292161094,0.14288727015301028,0.1893326541495944,5.673474935746939,-3789.8904498771135,206.9675127243834,55.38669456848833,3450.781113910587,0.17235501472798218,0.034454613777896326,0.00015081279047466343,0.4013526890937244,0.004101789012233004,-0.0029488517046228624,0.040006717458139746,0.04994993192353683,0.0,0.0,0.009943214465397088,-59.996602321760534,0.009853363940001959,0.45999995306603236,0.008259737808679533,0.27816215171570646,1.0,6.994362760774226e-05,-0.0004971607232698545
0.25,0.10001749306929976,99.99987566918243,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911390582781563,3.021024529900739e-05,0.9730590234437788,891.7827806286115,0.03337135746351879,0.14288731914521363,0.18933171464573148,5.673479565603732,-3789.9295672683375,206.84217144429945,55.389157154131894,3450.8143611863225,0.17248537596969177,0.03445501470098192,0.00015081715190301762,0.4013543695917733,0.004101931846318248,-0.002948815561152434,0.04000699722771991,0.049949929088056566,0.0,0.0,0.009942931860336658,-59.99645770461185,0.009847301741530324,0.4599999511111516,0.008270556603156145,0.27800571903043275,1.0,6.994116299184225e-05,-0.000497146593016833
0.26,0.1000181924686196,99.99987069778714,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911218823702505,3.0210551637977966e-05,0.973058344945941,891.796196802653,0.03337116431250353,0.14288736821928463,0.1893307735696997,5.6734842032095685,-3789.968750662599,206.71691067040695,55.391620658111776,3450.84766426231,0.17261565267867185,0.03445541630116476,0.00015082152077451752,0.40135605003296143,0.004102074679327758,-0.0029487791157422234,0.04000727698744784,0.04994992625265926,0.0,0.0,0.00994264926521142,-59.996312844853946,0.009841243333476482,0.4599999491563269,0.00828137510609539,0.2778495603001848,1.0,6.993870149469197e-05,-0.000497132463260571
0.27,0.10001889184334004,99.99986572653317,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010911046779799947,3.0210858492831383e-05,0.9730576652956564,891.8096356227861,0.03337097083929997,0.14288741737517627,0.18932983092239117,5.673488848560056,-3790.0080000255125,206.59173034733715,55.394085080107004,3450.881023107683,0.17274584522644806,0.034455818578095515,0.00015082589708575482,0.40135773041736345,0.00410221751126756,-0.0029487423685532026,0.04000755673733602,0.04994992341734492,0.0,0.0,0.009942366680008904,-59.996167742621026,0.009835188713476571,0.45999994720155835,0.008292193317221567,0.2776936750393429,1.0,6.993624311455703e-05,-0.0004971183340004452
0.28,0.10001959119349227,99.99986075542046,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010910874451246257,3.0211165863299748e-05,0.9730569844934686,891.8230970775442,0.03337077704409244,0.1428874666128415,0.18932888670469655,5.673493501650811,-3790.0473153227267,206.46663041976956,55.39655041979716,3450.914437691604,0.17287595398359876,0.03445622153142525,0.00015083028083332571,0.4013594107450538,0.0041023603421436895,-0.0029487053197461838,0.04000783647739691,0.049949920582113484,0.0,0.0,0.009942084104716573,-59.99602239804716,0.009829137879168452,0.4599999452468458,0.00830301123625918,0.27753806276332355,1.0,6.993378784970389e-05,-0.0004971042052358286
0.29,0.10002029051910742,99.99985578444905,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010910701838213672,3.021147374911542e-05,0.9730563025399207,891.836581155472,0.03337058292706521,0.14288751593223326,0.1893279409175061,5.673498162477458,-3790.086696519916,206.34161083242634,55.39901667686186,3450.9479079832563,0.17300597931965278,0.03445662516080527,0.00015083467201383043,0.4013610910161073,0.0041025031719621645,-0.0029486679694818614,0.04000811620764297,0.04994991774696497,0.0,0.0,0.009941801539322004,-59.99587681126633,0.00982309082819146,0.45999994329218935,0.008313828862932927,0.2773827229884098,1.0,6.993133569840143e-05,-0.0004970900769661002
0.3,0.10002098982021662,99.99985081361893,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010910528940874346,3.0211782150010967e-05,0.973055619435555,891.8500878451237,0.03337038848840238,0.14288756533330463,0.18932699356170932,5.673502831035618,-3790.1261435827914,206.2166715300726,55.401483850981165,3450.9814339518507,0.17313592160309257,0.03445702946588725,0.00015083907062387255,0.4013627712305982,0.0041026460007290095,-0.0029486303179207633,0.04000839592808665,0.04994991491189936,0.0,0.0,0.009941518983812708,-59.9957309824124,0.009817047558186413,0.459999941337589,0.008324646196967685,0.2772276552317509,1.0,6.992888665891945e-05,-0.0004970759491906354
0.31,0.10002168909685098,99.99984584293007,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010910355759400328,3.0212091065719156e-05,0.9730549351809139,891.8636171350624,0.03337019372828795,0.14288761481600865,0.18932604463819513,5.673507507320919,-3790.165656477082,206.09181245751594,55.40395194183525,3451.0150155666147,0.17326578120135785,0.03445743444632309,0.00015084347666005868,0.4013644513886011,0.004102788828450241,-0.002948592365223327,0.040008675638740394,0.04994991207691661,0.0,0.0,0.009941236438176217,-59.995584911619154,0.00981100806679561,0.4599999393830447,0.008335463238088512,0.2770728590113623,1.0,6.99264407295289e-05,-0.0004970618219088109
