Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
5.58,0.03173010082736251,0.00015142807104075867,7.5152248983241485e-06,7.515224898324148e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381960373445912,1.5000000000000094e-05,0.00015,0.03189660082736251,0.052,1.0,6.642953703428137e-07,6.704852192364708e-07,5.3287144134519114e-09
5.59,0.031730099637048155,0.00015142807103804903,7.51523340714586e-06,7.51523340714586e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010381981312020101,1.5000000000000094e-05,0.00015,0.031896599637048155,0.052,1.0,6.642967857653324e-07,6.704865710973945e-07,5.331692501051188e-09
5.6000000000000005,0.031730098446745694,0.0001514280710353394,7.515241886373695e-06,7.515241886373694e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038200217778743,1.5000000000000094e-05,0.00015,0.031896598446745694,0.052,1.0,6.642981962661965e-07,6.704879182576329e-07,5.33466023079317e-09
5.61,0.03173009725645508,0.00015142807103262976,7.515250336145119e-06,7.515250336145119e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382022971085998,1.5000000000000094e-05,0.00015,0.03189659725645508,0.052,1.0,6.642996018682611e-07,6.704892607390147e-07,5.33761765079171e-09
5.62,0.031730096066176244,0.00015142807102992012,7.5152587565975984e-06,7.515258756597599e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038204369225389,1.5000000000000094e-05,0.00015,0.031896596066176244,0.052,1.0,6.643010025943805e-07,6.704905985633685e-07,5.3405648091597364e-09
5.63,0.03173009487590913,0.000151428071027207,7.5152671478686e-06,7.5152671478686e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382064341629207,1.5000000000000094e-05,0.00015,0.03189659487590913,0.052,1.0,6.643023984674092e-07,6.704919317525074e-07,5.3435017540101755e-09
5.64,0.031730093685653694,0.00015142807102449737,7.515275510095592e-06,7.515275510095592e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382084919550047,1.5000000000000094e-05,0.00015,0.031896593685653694,0.052,1.0,6.643037895102031e-07,6.704932603282914e-07,5.3464285334573445e-09
5.65,0.03173009249540988,0.00015142807102178774,7.5152838434160395e-06,7.51528384341604e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382105426354506,1.5000000000000094e-05,0.00015,0.03189659249540988,0.052,1.0,6.643051757456166e-07,6.704945843125339e-07,5.3493451956141706e-09
5.66,0.03173009130517762,0.0001514280710190781,7.515292147967409e-06,7.51529214796741e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382125862380685,1.5000000000000094e-05,0.00015,0.03189659130517762,0.052,1.0,6.64306557196505e-07,6.704959037270637e-07,5.352251788593581e-09
5.67,0.03173009011495687,0.00015142807101636846,7.515300423887169e-06,7.51530042388717e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382146227966689,1.5000000000000094e-05,0.00015,0.03189659011495687,0.052,1.0,6.643079338857235e-07,6.704972185937103e-07,5.35514836050943e-09
5.68,0.031730088924747574,0.00015142807101365882,7.515308671312785e-06,7.515308671312786e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382166523450621,1.5000000000000094e-05,0.00015,0.031896588924747574,0.052,1.0,6.643093058361279e-07,6.70498528934303e-07,5.358034959475107e-09
5.69,0.031730087734549675,0.00015142807101094918,7.515316890381723e-06,7.515316890381723e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382186749170583,1.5000000000000094e-05,0.00015,0.031896587734549675,0.052,1.0,6.643106730705732e-07,6.704998347706709e-07,5.360911633603077e-09
5.7,0.031730086544363115,0.00015142807100823955,7.515325081231451e-06,7.51532508123145e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382206905464687,1.5000000000000094e-05,0.00015,0.031896586544363115,0.052,1.0,6.643120356119154e-07,6.705011361246437e-07,5.363778431007656e-09
5.71,0.031730085354187844,0.0001514280710055299,7.515333243999435e-06,7.515333243999435e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382226992671047,1.5000000000000094e-05,0.00015,0.031896585354187844,0.052,1.0,6.643133934830105e-07,6.705024330180513e-07,5.366635399802235e-09
5.72,0.0317300841640238,0.00015142807100282027,7.515341378823141e-06,7.515341378823142e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382247011127768,1.5000000000000094e-05,0.00015,0.0318965841640238,0.052,1.0,6.643147467067144e-07,6.705037254727232e-07,5.369482588099741e-09
5.73,0.03173008297387093,0.00015142807100011063,7.515349485840037e-06,7.515349485840037e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038226696117296,1.5000000000000094e-05,0.00015,0.03189658297387093,0.052,1.0,6.643160953058823e-07,6.705050135104889e-07,5.372320044013102e-09
5.74,0.031730081783729186,0.000151428070997401,7.515357565187589e-06,7.515357565187589e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382286843144746,1.5000000000000094e-05,0.00015,0.031896581783729186,0.052,1.0,6.643174393033709e-07,6.70506297153179e-07,5.375147815656171e-09
5.75,0.031730080593598504,0.00015142807099469136,7.515365617003265e-06,7.515365617003265e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382306657381237,1.5000000000000094e-05,0.00015,0.031896580593598504,0.052,1.0,6.643187787220368e-07,6.705075764226234e-07,5.3779659511428014e-09
5.76,0.031730079403478835,0.00015142807099198172,7.515373641424529e-06,7.51537364142453e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382326404220552,1.5000000000000094e-05,0.00015,0.031896579403478835,0.052,1.0,6.643201135847358e-07,6.70508851340652e-07,5.380774498585458e-09
5.7700000000000005,0.03173007821337012,0.00015142807098927208,7.5153816385888494e-06,7.51538163858885e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038234608400081,1.5000000000000094e-05,0.00015,0.03189657821337012,0.052,1.0,6.643214439143244e-07,6.70510121929095e-07,5.383573506097531e-09
5.78,0.0317300770232723,0.00015142807098656244,7.515389608633693e-06,7.515389608633694e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382365697060133,1.5000000000000094e-05,0.00015,0.0318965770232723,0.052,1.0,6.643227697336593e-07,6.705113882097832e-07,5.386363021792873e-09
5.79,0.03173007583318533,0.0001514280709838528,7.515397551696526e-06,7.515397551696527e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382385243736643,1.5000000000000094e-05,0.00015,0.03189657583318533,0.052,1.0,6.643240910655974e-07,6.705126502045467e-07,5.389143093784413e-09
5.8,0.031730074643109146,0.00015142807098114663,7.515405467914816e-06,7.515405467914815e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382404724368466,1.5000000000000094e-05,0.00015,0.031896574643109146,0.052,1.0,6.643254079329951e-07,6.705139079352319e-07,5.391913770185541e-09
5.8100000000000005,0.0317300734530437,0.00015142807097843353,7.515413357426027e-06,7.515413357426027e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382424139293725,1.5000000000000094e-05,0.00015,0.0318965734530437,0.052,1.0,6.643267203587095e-07,6.70515161423623e-07,5.394675099109646e-09
5.82,0.03173007226298893,0.00015142807097572736,7.515421220367629e-06,7.515421220367629e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382443488850554,1.5000000000000094e-05,0.00015,0.03189657226298893,0.052,1.0,6.643280283655976e-07,6.705164106916127e-07,5.3974271286701205e-09
5.83,0.03173007107294478,0.00015142807097301772,7.515429056877087e-06,7.515429056877086e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382462773377078,1.5000000000000094e-05,0.00015,0.03189657107294478,0.052,1.0,6.643293319765166e-07,6.705176557609854e-07,5.400169906980354e-09
5.84,0.0317300698829112,0.00015142807097030808,7.515436867091868e-06,7.515436867091867e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382481993211427,1.5000000000000094e-05,0.00015,0.0318965698829112,0.052,1.0,6.643306312143238e-07,6.705188966535876e-07,5.402903482153737e-09
5.8500000000000005,0.031730068692888136,0.00015142807096759844,7.515444651149438e-06,7.515444651149439e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382501148691738,1.5000000000000094e-05,0.00015,0.031896568692888136,0.052,1.0,6.643319261018763e-07,6.705201333912507e-07,5.405627902303659e-09
5.86,0.031730067502875534,0.0001514280709648888,7.515452409187265e-06,7.515452409187266e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382520240156142,1.5000000000000094e-05,0.00015,0.031896567502875534,0.052,1.0,6.643332166620317e-07,6.705213659958057e-07,5.408343215543049e-09
5.87,0.03173006631287333,0.00015142807096217917,7.515460141342815e-06,7.515460141342815e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382539267942774,1.5000000000000094e-05,0.00015,0.03189656631287333,0.052,1.0,6.643345029176475e-07,6.705225944890836e-07,5.411049469985297e-09
5.88,0.03173006512288147,0.00015142807095946953,7.515467847753554e-06,7.515467847753553e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038255823238977,1.5000000000000094e-05,0.00015,0.03189656512288147,0.052,1.0,6.643357848915812e-07,6.705238188929163e-07,5.413746713743793e-09
5.89,0.031730063932899906,0.0001514280709567599,7.51547552855695e-06,7.515475528556951e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038257713383528,1.5000000000000094e-05,0.00015,0.031896563932899906,0.052,1.0,6.643370626066912e-07,6.705250392291355e-07,5.416434994932854e-09
5.9,0.03173006274292858,0.00015142807095405025,7.515483183890469e-06,7.515483183890468e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382595972617427,1.5000000000000094e-05,0.00015,0.03189656274292858,0.052,1.0,6.643383360858344e-07,6.705262555195719e-07,5.419114361664017e-09
5.91,0.03173006155296743,0.00015142807095134408,7.5154908138915775e-06,7.515490813891577e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382614749074369,1.5000000000000094e-05,0.00015,0.03189656155296743,0.052,1.0,6.643396053518697e-07,6.705274677860737e-07,5.4217848620520635e-09
5.92,0.03173006036301641,0.00015142807094863445,7.515498418697742e-06,7.515498418697742e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038263346354424,1.5000000000000094e-05,0.00015,0.03189656036301641,0.052,1.0,6.643408704276547e-07,6.705286760504413e-07,5.42444654420992e-09
5.93,0.03173005917307547,0.0001514280709459248,7.51550599844643e-06,7.51550599844643e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382652116365184,1.5000000000000094e-05,0.00015,0.03189655917307547,0.052,1.0,6.643421313360476e-07,6.70529880334522e-07,5.427099456250513e-09
5.94,0.03173005798314454,0.00015142807094321517,7.515513553275108e-06,7.515513553275107e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382670707875356,1.5000000000000094e-05,0.00015,0.03189655798314454,0.052,1.0,6.643433880999069e-07,6.705310806601482e-07,5.429743646287698e-09
5.95,0.03173005679322356,0.00015142807094050553,7.515521083321241e-06,7.515521083321241e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382689238412894,1.5000000000000094e-05,0.00015,0.03189655679322356,0.052,1.0,6.643446407420907e-07,6.705322770491515e-07,5.4323791624344e-09
5.96,0.0317300556033125,0.0001514280709377959,7.515528588722298e-06,7.515528588722298e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382707708315954,1.5000000000000094e-05,0.00015,0.0318965556033125,0.052,1.0,6.643458892854577e-07,6.705334695233646e-07,5.435006052804475e-09
5.97,0.031730054413411285,0.00015142807093508973,7.515536069615745e-06,7.515536069615745e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382726117922687,1.5000000000000094e-05,0.00015,0.031896554413411285,0.052,1.0,6.643471337528665e-07,6.705346581046351e-07,5.437624365510848e-09
5.98,0.03173005322351986,0.0001514280709323801,7.515543526139049e-06,7.515543526139049e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382744467571247,1.5000000000000094e-05,0.00015,0.03189655322351986,0.052,1.0,6.643483741671758e-07,6.705358428147645e-07,5.4402341486673744e-09
5.99,0.03173005203363819,0.00015142807092967045,7.515550958429675e-06,7.515550958429675e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382762757599783,1.5000000000000094e-05,0.00015,0.03189655203363819,0.052,1.0,6.643496105512441e-07,6.705370236756009e-07,5.4428354503865175e-09
6.0,0.03173005084376619,0.0001514280709269608,7.515558366625091e-06,7.515558366625091e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382780988346451,1.5000000000000094e-05,0.00015,0.03189655084376619,0.052,1.0,6.643508429279305e-07,6.705382007089763e-07,5.445428318782131e-09
6.01,0.03173004965390383,0.00015142807092425464,7.515565750862764e-06,7.515565750862764e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382799160149411,1.5000000000000094e-05,0.00015,0.03189654965390383,0.052,1.0,6.643520713200942e-07,6.705393739367393e-07,5.4480128019676056e-09
6.0200000000000005,0.03173004846405104,0.00015142807092154154,7.5155731112801604e-06,7.51557311128016e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382817273346822,1.5000000000000094e-05,0.00015,0.03189654846405104,0.052,1.0,6.64353295750594e-07,6.705405433806766e-07,5.4505889480563315e-09
6.03,0.031730047274207765,0.0001514280709188319,7.515580448014746e-06,7.515580448014746e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382835328276836,1.5000000000000094e-05,0.00015,0.031896547274207765,0.052,1.0,6.643545162422891e-07,6.705417090626669e-07,5.453156805161236e-09
6.04,0.031730046084373964,0.00015142807091612573,7.515587761203989e-06,7.515587761203989e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382853325277625,1.5000000000000094e-05,0.00015,0.031896546084373964,0.052,1.0,6.64355732818039e-07,6.705428710045433e-07,5.455716421396173e-09
6.05,0.031730044894549565,0.0001514280709134161,7.515595050985354e-06,7.515595050985354e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382871264687345,1.5000000000000094e-05,0.00015,0.031896544894549565,0.052,1.0,6.643569455007027e-07,6.705440292281083e-07,5.4582678448740694e-09
6.0600000000000005,0.03173004370473452,0.00015142807091070645,7.51560231749631e-06,7.51560231749631e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382889146844161,1.5000000000000094e-05,0.00015,0.03189654370473452,0.052,1.0,6.643581543131401e-07,6.7054518375521e-07,5.460811123708779e-09
6.07,0.03173004251492877,0.00015142807090799681,7.515609560874322e-06,7.515609560874322e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382906972086239,1.5000000000000094e-05,0.00015,0.03189654251492877,0.052,1.0,6.643593592782103e-07,6.70546334607682e-07,5.463346306012766e-09
6.08,0.03173004132513227,0.00015142807090529065,7.515616781256857e-06,7.515616781256856e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382924740751745,1.5000000000000094e-05,0.00015,0.03189654132513227,0.052,1.0,6.643605604187732e-07,6.705474818073727e-07,5.465873439899884e-09
6.09,0.03173004013535777,0.000151428070902581,7.5156239468558174e-06,7.515623946855817e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382942374613024,1.5000000000000094e-05,0.00015,0.03189654013535777,0.052,1.0,6.64361752446733e-07,6.705486203035806e-07,5.468381399536189e-09
6.1000000000000005,0.03173003894560754,0.00015142807089987137,7.5156310520235976e-06,7.515631052023598e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010382959859771545,1.5000000000000094e-05,0.00015,0.03189653894560754,0.052,1.0,6.643629344225651e-07,6.705497491989801e-07,5.470868208259323e-09
6.11,0.03173003775586747,0.0001514280708971652,7.515638131920093e-06,7.515638131920093e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038297728275232,1.5000000000000094e-05,0.00015,0.03189653775586747,0.052,1.0,6.643641121952571e-07,6.705508740799656e-07,5.4733461720327455e-09
6.12,0.031730036566137515,0.00015142807089445556,7.515645186648195e-06,7.515645186648196e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038299464380842,1.5000000000000094e-05,0.00015,0.031896536566137515,0.052,1.0,6.643652857819162e-07,6.705519949628457e-07,5.475815326868657e-09
6.13,0.03173003537641763,0.00015142807089174593,7.515652216310794e-06,7.515652216310795e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010383011943192915,1.5000000000000094e-05,0.00015,0.03189653537641763,0.052,1.0,6.643664551996499e-07,6.705531118639748e-07,5.478275708778333e-09
6.140000000000001,0.031730034186707785,0.0001514280708890363,7.515659221010781e-06,7.515659221010781e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038302918115888,1.5000000000000094e-05,0.00015,0.031896534186707785,0.052,1.0,6.643676204655654e-07,6.705542247996923e-07,5.4807273537735114e-09
6.15,0.03173003299700792,0.00015142807088633012,7.515666200851048e-06,7.515666200851048e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010383046357959391,1.5000000000000094e-05,0.00015,0.03189653299700792,0.052,1.0,6.643687815967709e-07,6.705553337863535e-07,5.483170297866857e-09
6.16,0.03173003180731802,0.00015142807088362048,7.515673155934486e-06,7.515673155934486e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038306347384753,1.5000000000000094e-05,0.00015,0.03189653180731802,0.052,1.0,6.643699386103737e-07,6.705564388402673e-07,5.485604577070107e-09
6.17,0.031730030617638016,0.00015142807088091084,7.515680086363985e-06,7.515680086363985e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010383080529076369,1.5000000000000094e-05,0.00015,0.031896530617638016,0.052,1.0,6.643710915234815e-07,6.705575399777883e-07,5.488030227395e-09
6.18,0.03173002942796788,0.00015142807087820467,7.515686992242437e-06,7.515686992242438e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038309752389899,1.5000000000000094e-05,0.00015,0.03189652942796788,0.052,1.0,6.643722403532021e-07,6.705586372152718e-07,5.490447284853274e-09
6.19,0.031730028238307575,0.00015142807087549504,7.515693873672732e-06,7.515693873672732e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010383114458568463,1.5000000000000094e-05,0.00015,0.031896528238307575,0.052,1.0,6.643733851166433e-07,6.705597305690265e-07,5.492855785456205e-09
