Time,V,C,N,CER,A,nIR,rIR
220.0,-61.227924,0.14715563,0.0043910509,100.00568,0.46000418,0.13928372,0.19648421
222.0,-61.272572,0.14674254,0.0039277188,100.00657,0.46000457,0.14144546,0.19690748
224.0,-61.312595,0.14633262,0.0035169376,100.00744,0.46000493,0.14360878,0.19727489
226.0,-61.348118,0.1459257,0.0031536936,100.00829,0.46000531,0.14577207,0.19758095
228.0,-61.379822,0.14552198,0.0028237528,100.00912,0.46000567,0.14793424,0.19784856
230.0,-61.407978,0.14512141,0.0025195789,100.00995,0.46000603,0.15009382,0.19807997
232.0,-61.433445,0.14472556,0.0022358182,100.01075,0.46000639,0.1522498,0.19831111
234.0,-61.455673,0.1443336,0.0019777569,100.01154,0.46000671,0.15440316,0.19852214
236.0,-61.474567,0.14394534,0.001745776,100.01231,0.46000704,0.15655401,0.19870839
238.0,-61.490124,0.14356077,0.0015398756,100.01307,0.46000737,0.15870234,0.19886984
240.0,-61.502346,0.14317989,0.0013600556,100.01382,0.4600077,0.16084816,0.1990065
242.0,-61.51123,0.1428027,0.0012063161,100.01454,0.46000803,0.16299143,0.19911838
244.0,-61.520908,0.14243113,0.0010361684,100.01526,0.46000832,0.16512254,0.19923493
246.0,-61.528904,0.14206402,0.0008750573,100.01596,0.46000865,0.16724724,0.19933853
248.0,-61.534454,0.14170101,0.00073084206,100.01665,0.46000895,0.16936733,0.1994237
250.0,-61.537563,0.14134212,0.00060352276,100.01732,0.46000925,0.1714828,0.19949047
252.0,-61.538227,0.14098734,0.00049309939,100.01797,0.46000952,0.17359366,0.19953881
254.0,-61.536446,0.14063665,0.00039957202,100.01862,0.46000981,0.17569992,0.19956873
256.0,-61.532219,0.14029008,0.00032294058,100.01925,0.46001008,0.17780156,0.19958025
258.0,-61.525551,0.13994762,0.00026320512,100.01986,0.46001035,0.17989859,0.19957334
260.0,-61.516438,0.13960926,0.00022036557,100.02046,0.46001062,0.18199101,0.19954801
262.0,-61.504883,0.13927501,0.00019442198,100.02105,0.46001086,0.18407881,0.19950427
264.0,-61.493374,0.13894495,0.00015808117,100.02162,0.46001112,0.18615343,0.19945982
266.0,-61.482296,0.1386191,0.00010711163,100.02219,0.46001136,0.1882135,0.19941743
268.0,-61.469643,0.13829736,6.3521096e-05,100.02274,0.46001163,0.19026595,0.1993628
270.0,-61.455418,0.13797976,2.7309561e-05,100.02328,0.46001187,0.19231082,0.19929592
272.0,-61.439613,0.1376663,-1.5229775e-06,100.0238,0.46001208,0.19434807,0.19921681
274.0,-61.422237,0.13735698,-2.2976516e-05,100.02431,0.46001232,0.19637771,0.19912547
276.0,-61.403282,0.13705179,-3.7051053e-05,100.02481,0.46001253,0.19839975,0.19902189
278.0,-61.382755,0.13675073,-4.3746593e-05,100.0253,0.46001276,0.20041418,0.19890606
280.0,-61.360653,0.13645381,-4.3063133e-05,100.02577,0.46001297,0.20242101,0.19877799
282.0,-61.336971,0.13616101,-3.5000674e-05,100.02623,0.46001318,0.20442022,0.19863769
284.0,-61.312218,0.1358722,-2.4628631e-05,100.02668,0.46001336,0.20640948,0.19848941
286.0,-61.28788,0.13558684,-2.7142172e-05,100.02712,0.46001357,0.20838173,0.19834594
288.0,-61.262482,0.13530546,-2.7489354e-05,100.02755,0.46001378,0.21034393,0.19819462
290.0,-61.236042,0.13502803,-2.5886035e-05,100.02798,0.46001396,0.21229601,0.19803564
292.0,-61.208584,0.13475455,-2.2548074e-05,100.02838,0.46001413,0.21423785,0.19786917
294.0,-61.180126,0.13448501,-1.7691333e-05,100.02878,0.46001431,0.21616937,0.19769537
296.0,-61.150688,0.13421941,-1.1531666e-05,100.02917,0.46001449,0.21809046,0.19751446
298.0,-61.1203,0.13395773,-4.2849347e-06,100.02954,0.46001467,0.22000103,0.1973266
300.0,-61.088974,0.13369997,3.8330027e-06,100.02991,0.46001482,0.22190095,0.19713199
302.0,-61.056732,0.13344613,1.2606288e-05,100.03027,0.460015,0.22379015,0.19693078
304.0,-61.023602,0.1331962,2.1819062e-05,100.03061,0.46001515,0.22566852,0.19672318
306.0,-60.989601,0.13295017,3.1255466e-05,100.03094,0.4600153,0.22753596,0.19650936
308.0,-60.954746,0.13270803,4.0699641e-05,100.03127,0.46001545,0.22939238,0.19628951
310.0,-60.919067,0.13246977,4.993573e-05,100.03157,0.46001559,0.23123765,0.1960638
312.0,-60.88258,0.13223539,5.8747872e-05,100.03188,0.46001574,0.2330717,0.19583242
314.0,-60.845303,0.13200489,6.6920205e-05,100.03217,0.46001586,0.23489441,0.19559555
316.0,-60.807266,0.13177824,7.4236879e-05,100.03245,0.46001601,0.23670569,0.19535336
318.0,-60.767849,0.13155478,8.618267e-05,100.03272,0.46001613,0.23850465,0.19510332
320.0,-60.727451,0.1313349,9.917323e-05,100.03299,0.46001625,0.24029167,0.19484723
322.0,-60.686207,0.1311187,0.00011196389,100.03325,0.4600164,0.24206677,0.19458574
324.0,-60.644131,0.13090616,0.00012441029,100.0335,0.46001652,0.24382985,0.19431902
326.0,-60.601238,0.1306973,0.00013636809,100.03374,0.46001661,0.24558079,0.19404721
328.0,-60.557537,0.13049208,0.00014769292,100.03397,0.46001673,0.24731949,0.19377045
330.0,-60.513042,0.13029048,0.00015824042,100.03419,0.46001685,0.24904585,0.1934889
332.0,-60.46777,0.13009249,0.00016786624,100.03442,0.46001694,0.25075972,0.19320269
334.0,-60.42173,0.12989809,0.00017642602,100.03462,0.46001706,0.25246105,0.19291198
336.0,-60.374939,0.12970728,0.00018377542,100.03482,0.46001714,0.25414968,0.19261691
338.0,-60.327408,0.12952003,0.00018977006,100.03501,0.46001723,0.25582552,0.19231765
340.0,-60.279148,0.12933631,0.00019426559,100.03519,0.46001732,0.25748846,0.19201431
342.0,-60.230179,0.12915614,0.00019711765,100.03537,0.46001741,0.25913838,0.19170707
344.0,-60.180508,0.12897949,0.00019818191,100.03554,0.4600175,0.26077518,0.19139606
346.0,-60.130154,0.12880634,0.00019731397,100.0357,0.46001759,0.26239875,0.19108143
348.0,-60.079124,0.12863667,0.00019436951,100.03585,0.46001765,0.26400897,0.19076334
350.0,-60.02663,0.12847053,0.00019389405,100.036,0.46001774,0.26560673,0.19043621
352.0,-59.972157,0.12830791,0.00019888439,100.03614,0.4600178,0.26719257,0.19009638
354.0,-59.916683,0.12814875,0.0002034849,100.03628,0.46001789,0.26876515,0.18975092
356.0,-59.860207,0.12799303,0.00020767016,100.03641,0.46001795,0.27032444,0.18939988
358.0,-59.802723,0.12784074,0.00021141472,100.03653,0.46001801,0.27187032,0.18904322
360.0,-59.744221,0.12769188,0.00021469315,100.03664,0.46001807,0.27340272,0.18868098
362.0,-59.684696,0.1275464,0.00021747999,100.03675,0.46001813,0.27492157,0.18831311
364.0,-59.624142,0.12740433,0.00021974983,100.03686,0.46001819,0.27642673,0.18793967
366.0,-59.562546,0.12726562,0.00022147721,100.03696,0.46001825,0.27791816,0.18756063
368.0,-59.499908,0.12713027,0.00022263669,100.03705,0.46001831,0.27939576,0.187176
370.0,-59.436218,0.12699826,0.00022320285,100.03713,0.46001837,0.28085947,0.18678579
372.0,-59.371468,0.12686959,0.00022315023,100.03722,0.4600184,0.28230917,0.18639
374.0,-59.305653,0.12674423,0.00022245341,100.03729,0.46001846,0.28374478,0.18598861
376.0,-59.238762,0.12662217,0.00022108694,100.03737,0.46001852,0.28516623,0.18558165
378.0,-59.170795,0.12650339,0.00021902539,100.03743,0.46001855,0.28657344,0.18516912
380.0,-59.101738,0.12638789,0.00021624329,100.0375,0.46001858,0.28796628,0.184751
382.0,-59.031532,0.12627569,0.00021279909,100.03755,0.46001863,0.28934473,0.18432701
384.0,-58.957264,0.12616825,0.00021290198,100.03761,0.46001866,0.2907089,0.18388085
386.0,-58.881355,0.12606432,0.00021298754,100.03765,0.46001869,0.29205853,0.18342614
388.0,-58.803768,0.1259639,0.00021307504,100.0377,0.46001872,0.29339352,0.18296272
390.0,-58.724461,0.12586698,0.00021318381,100.03774,0.46001875,0.2947138,0.18249038
392.0,-58.643402,0.12577358,0.00021333314,100.03778,0.46001878,0.29601929,0.18200898
394.0,-58.560547,0.12568368,0.00021354234,100.03781,0.46001881,0.29730988,0.18151835
396.0,-58.475861,0.12559731,0.0002138307,100.03784,0.46001884,0.2985855,0.18101831
398.0,-58.389309,0.12551445,0.00021421752,100.03786,0.46001887,0.29984611,0.1805087
400.0,-58.30085,0.1254351,0.00021472209,100.03789,0.4600189,0.30109155,0.17998934
402.0,-58.210449,0.12535927,0.00021536375,100.03791,0.46001893,0.30232179,0.17946008
404.0,-58.118065,0.12528695,0.00021616174,100.03793,0.46001893,0.30353677,0.17892073
406.0,-58.023663,0.12521817,0.00021713543,100.03794,0.46001896,0.30473635,0.17837115
408.0,-57.927204,0.12515289,0.00021830405,100.03796,0.46001899,0.30592045,0.17781113
410.0,-57.828651,0.12509115,0.00021968696,100.03796,0.46001899,0.30708903,0.17724054
412.0,-57.727966,0.12503292,0.00022130342,100.03797,0.46001902,0.30824196,0.17665918
414.0,-57.625111,0.12497823,0.00022317274,100.03797,0.46001905,0.30937922,0.17606691
416.0,-57.515697,0.12492973,0.00022524757,100.03798,0.46001905,0.31049505,0.17544316
418.0,-57.400318,0.12488702,0.00022755694,100.03798,0.46001908,0.31159022,0.17479075
420.0,-57.281322,0.12484866,0.0002301566,100.03798,0.46001908,0.3126677,0.17412066
422.0,-57.158596,0.1248147,0.0002330647,100.03798,0.46001911,0.31372732,0.17343237
424.0,-57.032021,0.12478518,0.00023629938,100.03798,0.46001911,0.31476891,0.17272533
426.0,-56.901493,0.12476015,0.00023987885,100.03797,0.46001914,0.31579226,0.17199907
428.0,-56.766895,0.12473965,0.00024382125,100.03797,0.46001914,0.31679723,0.17125304
430.0,-56.628117,0.12472375,0.00024814473,100.03796,0.46001917,0.31778362,0.17048675
432.0,-56.48505,0.12471247,0.0002528675,100.03796,0.46001917,0.31875128,0.16969964
434.0,-56.337574,0.12470586,0.00025800764,100.03796,0.46001917,0.31969997,0.16889124
436.0,-56.185585,0.12470398,0.00026358341,100.03795,0.4600192,0.32062957,0.16806102
438.0,-56.028969,0.12470686,0.00026961288,100.03794,0.4600192,0.32153988,0.16720845
440.0,-55.867615,0.12471458,0.0002761143,100.03793,0.46001923,0.32243073,0.16633302
442.0,-55.701405,0.12472714,0.00028310576,100.03793,0.46001923,0.32330191,0.16543421
444.0,-55.530235,0.12474462,0.0002906055,100.03793,0.46001926,0.3241533,0.16451152
446.0,-55.353989,0.12476707,0.00029863161,100.03792,0.46001926,0.32498467,0.16356443
448.0,-55.171089,0.12479504,0.00030732455,100.03791,0.46001929,0.32579735,0.16259275
450.0,-54.973713,0.12483145,0.00031734692,100.03791,0.46001929,0.32659921,0.16159791
452.0,-54.763863,0.12487553,0.00032853975,100.03791,0.46001929,0.32738781,0.16057883
454.0,-54.540485,0.12492771,0.00034100015,100.03791,0.46001932,0.32816398,0.15953526
456.0,-54.302628,0.1249884,0.00035480983,100.03791,0.46001935,0.32892719,0.15846208
458.0,-54.050297,0.12505853,0.00036990727,100.03792,0.46001935,0.3296648,0.15730917
460.0,-53.782063,0.1251383,0.00038644532,100.03793,0.46001938,0.33038229,0.15609379
462.0,-53.497025,0.12522817,0.00040449842,100.03794,0.46001938,0.33107856,0.15480855
464.0,-53.194088,0.1253287,0.00042417465,100.03796,0.46001941,0.33175248,0.15344588
466.0,-52.85656,0.12544689,0.00044841567,100.03798,0.46001944,0.33239987,0.1519835
468.0,-52.491718,0.1255798,0.00047580991,100.038,0.46001947,0.33302122,0.15042172
470.0,-52.097927,0.12572822,0.00050656451,100.03804,0.4600195,0.33361521,0.14875248
472.0,-51.673553,0.12589292,0.00054088683,100.03808,0.46001953,0.33418062,0.14696765
474.0,-51.216961,0.12607466,0.00057898404,100.03812,0.46001956,0.33471617,0.14505918
476.0,-50.726513,0.1262742,0.00062106334,100.03818,0.46001959,0.33522055,0.14301896
478.0,-50.193569,0.12649493,0.00066920492,100.03823,0.46001965,0.33569282,0.14083448
480.0,-49.595184,0.12674557,0.0007293126,100.03831,0.46001968,0.3361325,0.13848412
482.0,-48.935078,0.12702487,0.0008001618,100.03838,0.46001974,0.33653811,0.13596322
484.0,-48.206829,0.1273354,0.00088324019,100.03848,0.4600198,0.33690858,0.13326064
486.0,-47.364723,0.12769395,0.00099698862,100.03859,0.46001986,0.33724114,0.13029629
488.0,-46.393196,0.12810639,0.0011468381,100.03871,0.46001992,0.33753434,0.12704304
490.0,-45.285221,0.12857549,0.0013345393,100.03885,0.46001998,0.33778703,0.12348868
492.0,-44.015919,0.12911034,0.0015729509,100.03901,0.46002007,0.33799762,0.11959676
494.0,-42.496544,0.12974198,0.0019261395,100.03919,0.46002015,0.3381635,0.11526753
496.0,-40.676586,0.13048832,0.0024446419,100.0394,0.46002024,0.33828253,0.11044361
498.0,-38.387032,0.13140796,0.0033676543,100.03964,0.46002036,0.33835018,0.10497461
500.0,-35.529808,0.13253543,0.0048779375,100.03993,0.46002051,0.33836338,0.098776475
502.0,-31.823483,0.13397063,0.00795897,100.04027,0.46002066,0.33831474,0.091713585
504.0,-26.948036,0.13584383,0.015777735,100.04066,0.46002084,0.33818668,0.083648056
506.0,-20.754177,0.13828287,0.035524826,100.04115,0.46002105,0.33795425,0.074649334
508.0,-13.940392,0.14131841,0.082852021,100.04175,0.46002132,0.33755809,0.065144867
510.0,-8.4744358,0.14473432,0.15823986,100.04247,0.46002164,0.33693424,0.055950474
512.0,-6.0643749,0.1482393,0.24061827,100.04333,0.460022,0.33611086,0.048007686
514.0,-6.7314987,0.15171163,0.31540763,100.04434,0.46002245,0.33523819,0.041954856
516.0,-9.5931873,0.15510607,0.37572366,100.04549,0.46002293,0.33447045,0.038059458
518.0,-13.705316,0.15833215,0.41423613,100.04676,0.46002349,0.33387187,0.036293179
520.0,-18.331917,0.1612526,0.42488489,100.04816,0.46002409,0.33343953,0.036596846
522.0,-22.946701,0.16374065,0.40937623,100.04966,0.46002471,0.33314165,0.03879901
524.0,-27.301151,0.16573469,0.3780793,100.05126,0.4600254,0.33294439,0.042687092
526.0,-31.312565,0.16723944,0.34113863,100.05293,0.46002609,0.33282462,0.048013117
528.0,-34.970818,0.16830972,0.30442259,100.05464,0.46002683,0.33277151,0.054552101
530.0,-38.283859,0.16901669,0.27031004,100.0564,0.46002758,0.33278266,0.062089063
532.0,-41.265663,0.16943133,0.23944905,100.05817,0.46002832,0.33286074,0.070404649
534.0,-43.928165,0.16961546,0.21190558,100.05996,0.46002907,0.33301115,0.079273313
536.0,-46.293259,0.16961849,0.18755031,100.06175,0.46002984,0.33324072,0.088475719
538.0,-48.381092,0.1694839,0.1659687,100.06354,0.46003059,0.33355683,0.097798757
540.0,-50.218109,0.16924225,0.14690538,100.06532,0.46003133,0.33396578,0.10705575
542.0,-51.827389,0.16891977,0.12996617,100.06709,0.46003208,0.33447298,0.11608312
544.0,-53.233643,0.16853367,0.11490417,100.06884,0.46003282,0.33508214,0.12475077
546.0,-54.455849,0.1680903,0.10174254,100.07058,0.46003357,0.33578631,0.13303842
548.0,-55.519249,0.16760617,0.090101026,100.0723,0.46003428,0.3365902,0.14080702
550.0,-56.447948,0.1670959,0.079682134,100.074,0.46003503,0.33749634,0.14793992
552.0,-57.253418,0.16655311,0.070612215,100.07568,0.46003571,0.33848995,0.15461725
554.0,-57.960453,0.1659936,0.062574185,100.07734,0.46003643,0.33957446,0.16070542
556.0,-58.590645,0.16542786,0.055357393,100.07897,0.46003711,0.34074891,0.16614622
558.0,-59.128445,0.164848,0.049058519,100.08058,0.4600378,0.34200168,0.17113453
560.0,-59.595455,0.16426398,0.043477878,100.08217,0.46003848,0.34333134,0.17561944
562.0,-60.006161,0.16368237,0.038472489,100.08373,0.46003914,0.34473452,0.17959705
564.0,-60.368359,0.16309339,0.034087125,100.08527,0.46003979,0.34619188,0.18314053
566.0,-60.694332,0.16250201,0.030202018,100.08679,0.46004045,0.34769884,0.18626192
568.0,-60.99577,0.16191117,0.026719484,100.08829,0.46004108,0.34924889,0.1889815
570.0,-61.253273,0.16132185,0.023666006,100.08975,0.4600417,0.35084954,0.19143021
572.0,-61.475121,0.16073577,0.020967936,100.0912,0.46004233,0.35249463,0.19364367
574.0,-61.66777,0.16015461,0.018558264,100.09262,0.46004292,0.35417885,0.19566377
576.0,-61.845882,0.15957309,0.016439065,100.09402,0.46004352,0.35588709,0.19741914
578.0,-62.014679,0.15899172,0.014563553,100.09539,0.46004412,0.35761377,0.19894232
580.0,-62.179245,0.1584111,0.012884151,100.09674,0.46004468,0.35935345,0.20026752
582.0,-62.318298,0.15783629,0.01141068,100.09808,0.46004525,0.36112356,0.20149404
584.0,-62.432053,0.15726824,0.01011397,100.09938,0.46004581,0.3629227,0.202659
586.0,-62.523258,0.15670744,0.0089602582,100.10066,0.46004635,0.36474729,0.20379223
588.0,-62.613632,0.15614797,0.0079424791,100.10192,0.46004689,0.36657694,0.20476356
590.0,-62.708626,0.155589,0.0070399507,100.10316,0.46004742,0.36840561,0.20556405
592.0,-62.809658,0.15503094,0.0062286267,100.10437,0.46004796,0.37023082,0.20621479
594.0,-62.891399,0.15448052,0.0055173379,100.10557,0.46004847,0.37207568,0.20685332
596.0,-62.947956,0.15393975,0.0048962724,100.10674,0.46004897,0.37394485,0.20752476
598.0,-62.981525,0.15340856,0.0043478496,100.10789,0.46004945,0.37583542,0.20823564
600.0,-63.020226,0.15287936,0.003861466,100.10902,0.46004996,0.37772015,0.20882256
602.0,-63.074425,0.15234955,0.0034259718,100.11012,0.46005043,0.37958857,0.20923233
604.0,-63.142979,0.15181984,0.0030298631,100.11121,0.46005088,0.38144088,0.20948324
606.0,-63.19482,0.15129869,0.0026834998,100.11227,0.46005136,0.38330638,0.20975973
