data_set_T,data_set_FF,data_set_KAPD,data_set_KAPUD,data_set_SIGHAT,data_set_SOBJ,data_set_THETA,data_set_THOBJ,data_set_XCEN,data_set_XLEN,data_set_XU,data_set_XX,data_set_XXAUX,data_set_YCEN,data_set_YY,data_set_YYAUX
0.017000001,0.0,0.0,0.71983826,0.017000001,18.0,0.012239084,0.54042,15.0,15.0,0.30599236,0.30599236,0.255,4.5,0.0018726265,0.0013005
0.017999999,0.0,0.0,0.71981865,0.017999999,18.0,0.012958912,0.54042,15.0,15.0,0.32399094,0.32399094,0.27000001,4.5,0.0020994025,0.001458
0.018999999,0.0,0.0,0.71979797,0.018999999,18.0,0.01367872,0.54042,15.0,15.0,0.34198934,0.34198934,0.285,4.5,0.002339134,0.0016245
0.02,0.0,0.0,0.71977615,0.02,18.0,0.014398507,0.54042,15.0,15.0,0.35998756,0.35998756,0.30000001,4.5,0.0025918209,0.0018
0.021,0.0,0.0,0.71975321,0.021,18.0,0.015118272,0.54042,15.0,15.0,0.3779856,0.3779856,0.315,4.5,0.0028574623,0.0019845001
0.022,0.0,0.0,0.71972913,0.022,18.0,0.015838014,0.54042,15.0,15.0,0.39598346,0.39598346,0.33000001,4.5,0.0031360576,0.0021780001
0.023,0.0,0.0,0.71970397,0.023,18.0,0.016557731,0.54042,15.0,15.0,0.41398108,0.41398108,0.345,4.5,0.0034276068,0.0023805001
0.024,0.0,0.0,0.71967769,0.024,18.0,0.017277421,0.54042,15.0,15.0,0.43197849,0.43197849,0.36000001,4.5,0.0037321085,0.0025919999
0.025,0.0,0.0,0.71965027,0.025,18.0,0.017997084,0.54042,15.0,15.0,0.4499757,0.4499757,0.375,4.5,0.0040495628,0.0028125001
0.026000001,0.0,0.0,0.71962172,0.026000001,18.0,0.018716721,0.54042,15.0,15.0,0.46797267,0.46797267,0.38999999,4.5,0.0043799686,0.0030420001
0.027000001,0.0,0.0,0.71959209,0.027000001,18.0,0.019436328,0.54042,15.0,15.0,0.48596939,0.48596939,0.405,4.5,0.0047233249,0.0032805
0.028000001,0.0,0.0,0.71956134,0.028000001,18.0,0.020155905,0.54042,15.0,15.0,0.50396585,0.50396585,0.41999999,4.5,0.0050796322,0.0035280001
0.028999999,0.0,0.0,0.71952945,0.028999999,18.0,0.02087545,0.54042,15.0,15.0,0.52196211,0.52196211,0.435,4.5,0.0054488881,0.0037845001
0.029999999,0.0,0.0,0.71949649,0.029999999,18.0,0.021594964,0.54042,15.0,15.0,0.539958,0.539958,0.44999999,4.5,0.0058310935,0.0040500001
0.030999999,0.0,0.0,0.71946239,0.030999999,18.0,0.022314442,0.54042,15.0,15.0,0.55795366,0.55795366,0.465,4.5,0.0062262462,0.0043245
0.032000002,0.0,0.0,0.71942717,0.032000002,18.0,0.023033887,0.54042,15.0,15.0,0.57594907,0.57594907,0.47999999,4.5,0.0066343462,0.0046080002
0.033,0.0,0.0,0.71939087,0.033,18.0,0.023753297,0.54042,15.0,15.0,0.59394413,0.59394413,0.495,4.5,0.0070553925,0.0049005002
0.034000002,0.0,0.0,0.71935338,0.034000002,18.0,0.024472669,0.54042,15.0,15.0,0.61193889,0.61193889,0.50999999,4.5,0.0074893842,0.005202
0.035,0.0,0.0,0.71931487,0.035,18.0,0.025192004,0.54042,15.0,15.0,0.62993336,0.62993336,0.52499998,4.5,0.0079363203,0.0055125002
0.035999998,0.0,0.0,0.71927518,0.035999998,18.0,0.025911298,0.54042,15.0,15.0,0.64792746,0.64792746,0.54000002,4.5,0.0083961999,0.0058320002
0.037,0.0,0.0,0.71923441,0.037,18.0,0.026630552,0.54042,15.0,15.0,0.66592127,0.66592127,0.55500001,4.5,0.0088690221,0.0061605
0.037999999,0.0,0.0,0.7191925,0.037999999,18.0,0.027349766,0.54042,15.0,15.0,0.68391472,0.68391472,0.56999999,4.5,0.009354786,0.0064980001
0.039000001,0.0,0.0,0.71914947,0.039000001,18.0,0.028068937,0.54042,15.0,15.0,0.70190781,0.70190781,0.58499998,4.5,0.0098534906,0.0068445001
0.039999999,0.0,0.0,0.71910536,0.039999999,18.0,0.028788066,0.54042,15.0,15.0,0.71990055,0.71990055,0.60000002,4.5,0.010365135,0.0071999999
0.041000001,0.0,0.0,0.71906012,0.041000001,18.0,0.029507149,0.54042,15.0,15.0,0.73789287,0.73789287,0.61500001,4.5,0.010889718,0.0075645
0.041999999,0.0,0.0,0.71901381,0.041999999,18.0,0.030226186,0.54042,15.0,15.0,0.75588483,0.75588483,0.63,4.5,0.011427238,0.0079380004
0.043000001,0.0,0.0,0.71896636,0.043000001,18.0,0.030945176,0.54042,15.0,15.0,0.77387643,0.77387643,0.64499998,4.5,0.011977695,0.0083205001
0.044,0.0,0.0,0.71891779,0.044,18.0,0.031664118,0.54042,15.0,15.0,0.79186761,0.79186761,0.66000003,4.5,0.012541086,0.0087120002
0.045000002,0.0,0.0,0.71886814,0.045000002,18.0,0.03238301,0.54042,15.0,15.0,0.80985838,0.80985838,0.67500001,4.5,0.013117412,0.0091124997
0.046,0.0,0.0,0.71881735,0.046,18.0,0.033101853,0.54042,15.0,15.0,0.82784873,0.82784873,0.69,4.5,0.01370667,0.0095220003
0.046999998,0.0,0.0,0.7187655,0.046999998,18.0,0.033820644,0.54042,15.0,15.0,0.84583867,0.84583867,0.70499998,4.5,0.014308861,0.0099405004
0.048,0.0,0.0,0.71871251,0.048,18.0,0.034539383,0.54042,15.0,15.0,0.86382812,0.86382812,0.72000003,4.5,0.014923981,0.010368
0.048999999,0.0,0.0,0.71865839,0.048999999,18.0,0.03525807,0.54042,15.0,15.0,0.88181716,0.88181716,0.73500001,4.5,0.015552031,0.0108045
0.050000001,0.0,0.0,0.71860319,0.050000001,18.0,0.0359767,0.54042,15.0,15.0,0.89980578,0.89980578,0.75,4.5,0.016193008,0.01125
0.050999999,0.0,0.0,0.71854687,0.050999999,18.0,0.036695275,0.54042,15.0,15.0,0.91779387,0.91779387,0.76499999,4.5,0.016846912,0.0117045
0.052000001,0.0,0.0,0.71848947,0.052000001,18.0,0.037413795,0.54042,15.0,15.0,0.93578154,0.93578154,0.77999997,4.5,0.017513741,0.012168
0.052999999,0.0,0.0,0.71843094,0.052999999,18.0,0.038132254,0.54042,15.0,15.0,0.95376867,0.95376867,0.79500002,4.5,0.018193495,0.0126405
0.054000001,0.0,0.0,0.71837133,0.054000001,18.0,0.038850654,0.54042,15.0,15.0,0.97175533,0.97175533,0.81,4.5,0.018886169,0.013122
0.055,0.0,0.0,0.71831059,0.055,18.0,0.039568998,0.54042,15.0,15.0,0.9897415,0.9897415,0.82499999,4.5,0.019591765,0.0136125
0.056000002,0.0,0.0,0.71824872,0.056000002,18.0,0.040287275,0.54042,15.0,15.0,1.0077271,1.0077271,0.83999997,4.5,0.020310281,0.014112
0.057,0.0,0.0,0.71818584,0.057,18.0,0.041005492,0.54042,15.0,15.0,1.0257123,1.0257123,0.85500002,4.5,0.021041714,0.0146205
0.057999998,0.0,0.0,0.71812177,0.057999998,18.0,0.041723646,0.54042,15.0,15.0,1.0436969,1.0436969,0.87,4.5,0.021786064,0.015138
0.059,0.0,0.0,0.71805662,0.059,18.0,0.042441737,0.54042,15.0,15.0,1.0616809,1.0616809,0.88499999,4.5,0.02254333,0.015664499
0.059999999,0.0,0.0,0.7179904,0.059999999,18.0,0.043159761,0.54042,15.0,15.0,1.0796645,1.0796645,0.89999998,4.5,0.023313507,0.0162
0.061000001,0.0,0.0,0.71792305,0.061000001,18.0,0.043877717,0.54042,15.0,15.0,1.0976474,1.0976474,0.91500002,4.5,0.024096599,0.0167445
0.061999999,0.0,0.0,0.71785462,0.061999999,18.0,0.044595607,0.54042,15.0,15.0,1.1156298,1.1156298,0.93000001,4.5,0.024892598,0.017298
0.063000001,0.0,0.0,0.71778506,0.063000001,18.0,0.045313425,0.54042,15.0,15.0,1.1336117,1.1336117,0.94499999,4.5,0.025701508,0.0178605
0.064000003,0.0,0.0,0.71771443,0.064000003,18.0,0.046031177,0.54042,15.0,15.0,1.1515929,1.1515929,0.95999998,4.5,0.026523324,0.018432001
0.064999998,0.0,0.0,0.71764272,0.064999998,18.0,0.046748854,0.54042,15.0,15.0,1.1695735,1.1695735,0.97500002,4.5,0.027358044,0.0190125
0.066,0.0,0.0,0.71756989,0.066,18.0,0.047466461,0.54042,15.0,15.0,1.1875535,1.1875535,0.99000001,4.5,0.028205669,0.019602001
0.067000002,0.0,0.0,0.71749598,0.067000002,18.0,0.048183993,0.54042,15.0,15.0,1.2055329,1.2055329,1.005,4.5,0.029066194,0.0202005
0.068000004,0.0,0.0,0.71742094,0.068000004,18.0,0.048901454,0.54042,15.0,15.0,1.2235118,1.2235118,1.02,4.5,0.02993962,0.020808
0.068999998,0.0,0.0,0.71734482,0.068999998,18.0,0.049618836,0.54042,15.0,15.0,1.2414899,1.2414899,1.035,4.5,0.030825945,0.0214245
0.07,0.0,0.0,0.71726763,0.07,18.0,0.050336141,0.54042,15.0,15.0,1.2594675,1.2594675,1.05,4.5,0.031725165,0.022050001
0.071000002,0.0,0.0,0.71718931,0.071000002,18.0,0.051053371,0.54042,15.0,15.0,1.2774444,1.2774444,1.0650001,4.5,0.032637279,0.0226845
0.071999997,0.0,0.0,0.71710992,0.071999997,18.0,0.051770519,0.54042,15.0,15.0,1.2954205,1.2954205,1.08,4.5,0.033562288,0.023328001
0.072999999,0.0,0.0,0.71702945,0.072999999,18.0,0.052487589,0.54042,15.0,15.0,1.3133961,1.3133961,1.095,4.5,0.034500185,0.0239805
0.074000001,0.0,0.0,0.71694785,0.074000001,18.0,0.053204577,0.54042,15.0,15.0,1.3313709,1.3313709,1.11,4.5,0.035450973,0.024642
0.075000003,0.0,0.0,0.71686518,0.075000003,18.0,0.053921487,0.54042,15.0,15.0,1.3493451,1.3493451,1.125,4.5,0.036414646,0.0253125
0.075999998,0.0,0.0,0.71678144,0.075999998,18.0,0.054638308,0.54042,15.0,15.0,1.3673186,1.3673186,1.14,4.5,0.037391204,0.025992
0.077,0.0,0.0,0.71669662,0.077,18.0,0.05535505,0.54042,15.0,15.0,1.3852915,1.3852915,1.155,4.5,0.038380645,0.026680499
0.078000002,0.0,0.0,0.71661067,0.078000002,18.0,0.056071702,0.54042,15.0,15.0,1.4032634,1.4032634,1.17,4.5,0.039382968,0.027378
0.079000004,0.0,0.0,0.71652365,0.079000004,18.0,0.056788269,0.54042,15.0,15.0,1.4212348,1.4212348,1.1849999,4.5,0.040398169,0.0280845
0.079999998,0.0,0.0,0.71643555,0.079999998,18.0,0.057504747,0.54042,15.0,15.0,1.4392054,1.4392054,1.2,4.5,0.041426245,0.0288
0.081,0.0,0.0,0.71634638,0.081,18.0,0.058221139,0.54042,15.0,15.0,1.4571754,1.4571754,1.215,4.5,0.042467199,0.0295245
0.082000002,0.0,0.0,0.71625608,0.082000002,18.0,0.058937442,0.54042,15.0,15.0,1.4751445,1.4751445,1.23,4.5,0.043521024,0.030258
0.082999997,0.0,0.0,0.71616471,0.082999997,18.0,0.059653651,0.54042,15.0,15.0,1.4931128,1.4931128,1.245,4.5,0.044587716,0.031000501
0.083999999,0.0,0.0,0.71607226,0.083999999,18.0,0.060369771,0.54042,15.0,15.0,1.5110804,1.5110804,1.26,4.5,0.04566728,0.031752001
0.085000001,0.0,0.0,0.71597874,0.085000001,18.0,0.061085794,0.54042,15.0,15.0,1.5290473,1.5290473,1.275,4.5,0.04675971,0.032512501
0.086000003,0.0,0.0,0.71588415,0.086000003,18.0,0.061801728,0.54042,15.0,15.0,1.5470133,1.5470133,1.29,4.5,0.047865,0.033282001
0.086999997,0.0,0.0,0.71578848,0.086999997,18.0,0.062517561,0.54042,15.0,15.0,1.5649785,1.5649785,1.3049999,4.5,0.048983153,0.034060501
0.088,0.0,0.0,0.71569175,0.088,18.0,0.063233301,0.54042,15.0,15.0,1.582943,1.582943,1.3200001,4.5,0.050114166,0.034848001
0.089000002,0.0,0.0,0.71559387,0.089000002,18.0,0.063948944,0.54042,15.0,15.0,1.6009065,1.6009065,1.335,4.5,0.051258035,0.035644501
0.090000004,0.0,0.0,0.71549499,0.090000004,18.0,0.064664491,0.54042,15.0,15.0,1.6188693,1.6188693,1.35,4.5,0.05241476,0.036449999
0.090999998,0.0,0.0,0.71539497,0.090999998,18.0,0.06537994,0.54042,15.0,15.0,1.6368313,1.6368313,1.365,4.5,0.053584334,0.0372645
0.092,0.0,0.0,0.71529394,0.092,18.0,0.066095278,0.54042,15.0,15.0,1.6547924,1.6547924,1.38,4.5,0.054766759,0.038088001
0.093000002,0.0,0.0,0.71519178,0.093000002,18.0,0.066810526,0.54042,15.0,15.0,1.6727527,1.6727527,1.395,4.5,0.05596203,0.038920499
0.093999997,0.0,0.0,0.71508861,0.093999997,18.0,0.067525662,0.54042,15.0,15.0,1.6907121,1.6907121,1.41,4.5,0.057170149,0.039762001
0.094999999,0.0,0.0,0.7149843,0.094999999,18.0,0.068240702,0.54042,15.0,15.0,1.7086706,1.7086706,1.425,4.5,0.058391109,0.0406125
0.096000001,0.0,0.0,0.71487898,0.096000001,18.0,0.06895563,0.54042,15.0,15.0,1.7266283,1.7266283,1.4400001,4.5,0.059624907,0.041471999
0.097000003,0.0,0.0,0.71477252,0.097000003,18.0,0.069670461,0.54042,15.0,15.0,1.744585,1.744585,1.455,4.5,0.060871542,0.042340498
0.097999997,0.0,0.0,0.71466506,0.097999997,18.0,0.07038518,0.54042,15.0,15.0,1.7625409,1.7625409,1.47,4.5,0.062131014,0.043218002
0.098999999,0.0,0.0,0.71455646,0.098999999,18.0,0.071099788,0.54042,15.0,15.0,1.780496,1.780496,1.485,4.5,0.063403316,0.044104502
0.1,0.0,0.0,0.71444684,0.1,18.0,0.071814291,0.54042,15.0,15.0,1.79845,1.79845,1.5,4.5,0.064688452,0.045000002
0.101,0.0,0.0,0.71433616,0.101,18.0,0.072528683,0.54042,15.0,15.0,1.8164032,1.8164032,1.515,4.5,0.06598641,0.045904499
0.102,0.0,0.0,0.7142244,0.102,18.0,0.073242962,0.54042,15.0,15.0,1.8343554,1.8343554,1.53,4.5,0.06729719,0.046817999
0.103,0.0,0.0,0.71411157,0.103,18.0,0.07395713,0.54042,15.0,15.0,1.8523066,1.8523066,1.545,4.5,0.068620801,0.0477405
0.104,0.0,0.0,0.71399772,0.104,18.0,0.074671187,0.54042,15.0,15.0,1.8702569,1.8702569,1.5599999,4.5,0.069957219,0.048672002
0.105,0.0,0.0,0.71388274,0.105,18.0,0.075385123,0.54042,15.0,15.0,1.8882064,1.8882064,1.575,4.5,0.07130646,0.0496125
0.106,0.0,0.0,0.71376675,0.106,18.0,0.076098949,0.54042,15.0,15.0,1.9061548,1.9061548,1.59,4.5,0.072668515,0.050562002
0.107,0.0,0.0,0.71364969,0.107,18.0,0.076812655,0.54042,15.0,15.0,1.9241021,1.9241021,1.605,4.5,0.074043378,0.0515205
0.108,0.0,0.0,0.71353155,0.108,18.0,0.077526249,0.54042,15.0,15.0,1.9420485,1.9420485,1.62,4.5,0.075431049,0.052487999
0.109,0.0,0.0,0.7134124,0.109,18.0,0.078239724,0.54042,15.0,15.0,1.959994,1.959994,1.635,4.5,0.076831527,0.053464498
0.11,0.0,0.0,0.71329218,0.11,18.0,0.078953072,0.54042,15.0,15.0,1.9779384,1.9779384,1.65,4.5,0.078244805,0.054450002
0.111,0.0,0.0,0.71317089,0.111,18.0,0.079666302,0.54042,15.0,15.0,1.9958818,1.9958818,1.665,4.5,0.079670884,0.055444501
0.112,0.0,0.0,0.71304852,0.112,18.0,0.080379412,0.54042,15.0,15.0,2.0138242,2.0138242,1.6799999,4.5,0.081109762,0.056448001
0.113,0.0,0.0,0.71292514,0.113,18.0,0.081092402,0.54042,15.0,15.0,2.0317657,2.0317657,1.6950001,4.5,0.082561426,0.057460502
0.114,0.0,0.0,0.71280068,0.114,18.0,0.081805266,0.54042,15.0,15.0,2.049706,2.049706,1.71,4.5,0.08402589,0.058481999
0.115,0.0,0.0,0.71267521,0.115,18.0,0.082518004,0.54042,15.0,15.0,2.0676453,2.0676453,1.725,4.5,0.085503131,0.0595125
0.116,0.0,0.0,0.71254867,0.116,18.0,0.083230615,0.54042,15.0,15.0,2.0855834,2.0855834,1.74,4.5,0.086993165,0.060552001
0.117,0.0,0.0,0.71242106,0.117,18.0,0.083943099,0.54042,15.0,15.0,2.1035206,2.1035206,1.755,4.5,0.088495977,0.061600499
0.118,0.0,0.0,0.71229243,0.118,18.0,0.084655456,0.54042,15.0,15.0,2.1214566,2.1214566,1.77,4.5,0.090011567,0.062657997
0.119,0.0,0.0,0.71216273,0.119,18.0,0.085367687,0.54042,15.0,15.0,2.1393917,2.1393917,1.785,4.5,0.091539934,0.063724503
0.12,0.0,0.0,0.71203202,0.12,18.0,0.086079784,0.54042,15.0,15.0,2.1573255,2.1573255,1.8,4.5,0.093081072,0.064800002
0.121,0.0,0.0,0.71190023,0.121,18.0,0.086791746,0.54042,15.0,15.0,2.1752584,2.1752584,1.8150001,4.5,0.09463498,0.065884501
0.122,0.0,0.0,0.71176744,0.122,18.0,0.087503582,0.54042,15.0,15.0,2.1931901,2.1931901,1.83,4.5,0.096201651,0.066978
0.123,0.0,0.0,0.71163356,0.123,18.0,0.088215284,0.54042,15.0,15.0,2.2111206,2.2111206,1.845,4.5,0.097781092,0.0680805
0.124,0.0,0.0,0.71149868,0.124,18.0,0.088926852,0.54042,15.0,15.0,2.2290502,2.2290502,1.86,4.5,0.099373281,0.069192
0.125,0.0,0.0,0.71136278,0.125,18.0,0.089638278,0.54042,15.0,15.0,2.2469783,2.2469783,1.875,4.5,0.10097823,0.0703125
0.126,0.0,0.0,0.71122581,0.126,18.0,0.09034957,0.54042,15.0,15.0,2.2649055,2.2649055,1.89,4.5,0.10259594,0.071442001
0.127,0.0,0.0,0.71108776,0.127,18.0,0.091060728,0.54042,15.0,15.0,2.2828314,2.2828314,1.905,4.5,0.1042264,0.072580501
0.12800001,0.0,0.0,0.71094877,0.12800001,18.0,0.091771752,0.54042,15.0,15.0,2.3007565,2.3007565,1.92,4.5,0.1058696,0.073728003
0.12899999,0.0,0.0,0.71080869,0.12899999,18.0,0.092482626,0.54042,15.0,15.0,2.31868,2.31868,1.9349999,4.5,0.10752554,0.074884497
0.13,0.0,0.0,0.71066761,0.13,18.0,0.093193367,0.54042,15.0,15.0,2.3366024,2.3366024,1.95,4.5,0.10919423,0.076049998
0.131,0.0,0.0,0.71052545,0.131,18.0,0.093903959,0.54042,15.0,15.0,2.3545239,2.3545239,1.965,4.5,0.11087565,0.0772245
0.132,0.0,0.0,0.71038234,0.132,18.0,0.094614416,0.54042,15.0,15.0,2.3724439,2.3724439,1.98,4.5,0.1125698,0.078408003
0.133,0.0,0.0,0.71023816,0.133,18.0,0.095324725,0.54042,15.0,15.0,2.3903627,2.3903627,1.995,4.5,0.11427668,0.079600498
0.134,0.0,0.0,0.7100929,0.134,18.0,0.096034892,0.54042,15.0,15.0,2.4082804,2.4082804,2.01,4.5,0.11599629,0.080802001
0.13500001,0.0,0.0,0.70994669,0.13500001,18.0,0.09674491,0.54042,15.0,15.0,2.4261968,2.4261968,2.0250001,4.5,0.11772863,0.082012497
0.13600001,0.0,0.0,0.70979947,0.13600001,18.0,0.097454786,0.54042,15.0,15.0,2.4441121,2.4441121,2.04,4.5,0.11947368,0.083232
0.13699999,0.0,0.0,0.70965117,0.13699999,18.0,0.098164514,0.54042,15.0,15.0,2.4620261,2.4620261,2.0550001,4.5,0.12123145,0.084460497
0.138,0.0,0.0,0.70950186,0.138,18.0,0.098874085,0.54042,15.0,15.0,2.4799387,2.4799387,2.0699999,4.5,0.12300193,0.085698001
0.139,0.0,0.0,0.70935154,0.139,18.0,0.099583514,0.54042,15.0,15.0,2.4978502,2.4978502,2.085,4.5,0.12478512,0.086944498
0.14,0.0,0.0,0.7092002,0.14,18.0,0.10029279,0.54042,15.0,15.0,2.5157604,2.5157604,2.0999999,4.5,0.12658101,0.088200003
0.141,0.0,0.0,0.70904785,0.141,18.0,0.10100191,0.54042,15.0,15.0,2.5336695,2.5336695,2.115,4.5,0.12838961,0.089464501
0.142,0.0,0.0,0.70889449,0.142,18.0,0.10171089,0.54042,15.0,15.0,2.5515771,2.5515771,2.1300001,4.5,0.13021091,0.090737998
0.14300001,0.0,0.0,0.70874012,0.14300001,18.0,0.1024197,0.54042,15.0,15.0,2.5694833,2.5694833,2.145,4.5,0.1320449,0.092020497
0.14399999,0.0,0.0,0.70858473,0.14399999,18.0,0.10312837,0.54042,15.0,15.0,2.5873883,2.5873883,2.1600001,4.5,0.13389157,0.093312003
0.145,0.0,0.0,0.70842832,0.145,18.0,0.10383687,0.54042,15.0,15.0,2.6052921,2.6052921,2.175,4.5,0.13575093,0.094612502
0.146,0.0,0.0,0.70827097,0.146,18.0,0.10454522,0.54042,15.0,15.0,2.6231945,2.6231945,2.1900001,4.5,0.13762298,0.095922001
0.147,0.0,0.0,0.70811254,0.147,18.0,0.10525341,0.54042,15.0,15.0,2.6410954,2.6410954,2.2049999,4.5,0.13950771,0.0972405
0.148,0.0,0.0,0.7079531,0.148,18.0,0.10596145,0.54042,15.0,15.0,2.6589952,2.6589952,2.22,4.5,0.14140511,0.098568
0.149,0.0,0.0,0.7077927,0.149,18.0,0.10666932,0.54042,15.0,15.0,2.6768935,2.6768935,2.2349999,4.5,0.14331518,0.0999045
0.15000001,0.0,0.0,0.70763123,0.15000001,18.0,0.10737703,0.54042,15.0,15.0,2.6947906,2.6947906,2.25,4.5,0.14523792,0.10125
0.15099999,0.0,0.0,0.70746881,0.15099999,18.0,0.10808458,0.54042,15.0,15.0,2.7126863,2.7126863,2.2650001,4.5,0.14717333,0.1026045
0.152,0.0,0.0,0.70730543,0.152,18.0,0.10879197,0.54042,15.0,15.0,2.7305806,2.7305806,2.28,4.5,0.1491214,0.103968
0.153,0.0,0.0,0.70714098,0.153,18.0,0.10949919,0.54042,15.0,15.0,2.7484734,2.7484734,2.2950001,4.5,0.15108211,0.1053405
0.154,0.0,0.0,0.70697558,0.154,18.0,0.11020625,0.54042,15.0,15.0,2.7663648,2.7663648,2.3099999,4.5,0.15305549,0.106722
0.155,0.0,0.0,0.70680916,0.155,18.0,0.11091314,0.54042,15.0,15.0,2.784255,2.784255,2.325,4.5,0.15504152,0.1081125
0.156,0.0,0.0,0.70664173,0.156,18.0,0.11161987,0.54042,15.0,15.0,2.8021436,2.8021436,2.3399999,4.5,0.15704018,0.109512
0.15700001,0.0,0.0,0.70647335,0.15700001,18.0,0.11232643,0.54042,15.0,15.0,2.8200309,2.8200309,2.355,4.5,0.15905149,0.1109205
0.15800001,0.0,0.0,0.70630395,0.15800001,18.0,0.11303282,0.54042,15.0,15.0,2.8379169,2.8379169,2.3699999,4.5,0.16107544,0.112338
0.15899999,0.0,0.0,0.70613354,0.15899999,18.0,0.11373904,0.54042,15.0,15.0,2.8558013,2.8558013,2.385,4.5,0.16311201,0.1137645
0.16,0.0,0.0,0.70596218,0.16,18.0,0.11444508,0.54042,15.0,15.0,2.8736842,2.8736842,2.4000001,4.5,0.16516122,0.1152
0.161,0.0,0.0,0.7057898,0.161,18.0,0.11515096,0.54042,15.0,15.0,2.8915658,2.8915658,2.415,4.5,0.16722305,0.1166445
0.162,0.0,0.0,0.70561647,0.162,18.0,0.11585666,0.54042,15.0,15.0,2.9094458,2.9094458,2.4300001,4.5,0.1692975,0.118098
0.163,0.0,0.0,0.70544213,0.163,18.0,0.11656219,0.54042,15.0,15.0,2.9273243,2.9273243,2.4449999,4.5,0.17138456,0.1195605
0.164,0.0,0.0,0.70526683,0.164,18.0,0.11726754,0.54042,15.0,15.0,2.9452014,2.9452014,2.46,4.5,0.17348424,0.121032
0.16500001,0.0,0.0,0.70509058,0.16500001,18.0,0.11797272,0.54042,15.0,15.0,2.9630771,2.9630771,2.4749999,4.5,0.17559652,0.1225125
0.16599999,0.0,0.0,0.70491332,0.16599999,18.0,0.11867773,0.54042,15.0,15.0,2.9809513,2.9809513,2.49,4.5,0.17772141,0.124002
0.167,0.0,0.0,0.7047351,0.167,18.0,0.11938255,0.54042,15.0,15.0,2.9988239,2.9988239,2.5050001,4.5,0.17985889,0.1255005
0.168,0.0,0.0,0.70455587,0.168,18.0,0.1200872,0.54042,15.0,15.0,3.016695,3.016695,2.52,4.5,0.18200898,0.12700801
0.169,0.0,0.0,0.70437568,0.169,18.0,0.12079166,0.54042,15.0,15.0,3.0345647,3.0345647,2.5350001,4.5,0.18417165,0.1285245
0.17,0.0,0.0,0.70419455,0.17,18.0,0.12149595,0.54042,15.0,15.0,3.0524328,3.0524328,2.55,4.5,0.1863469,0.13005
