data_set_T,data_set_HKF,data_set_HKF2,data_set_HNA,data_set_IKF,data_set_IKS,data_set_INA,data_set_INAP,data_set_MKF,data_set_MKS,data_set_MNA,data_set_MNAP,data_set_V
24.379999,0.7063635,6.3710256,0.78609771,3.5759731e-05,0.73292136,-9.9544163,-42.844753,0.01464848,0.14565811,0.11106247,0.57938921,-47.435177
24.91,0.70306283,6.3718891,0.78377229,3.7442194e-05,0.74563724,-10.169186,-43.209724,0.014819982,0.14619273,0.11199959,0.58484995,-47.352154
25.440001,0.69975281,6.3727431,0.78142959,3.9196104e-05,0.75853366,-10.388383,-43.573383,0.014992811,0.1467272,0.1129452,0.59030515,-47.268768
25.969999,0.69643301,6.3735862,0.7790674,4.1026036e-05,0.7716251,-10.612288,-43.935921,0.015167139,0.14726205,0.11390024,0.59575772,-47.184963
26.5,0.69310272,6.3744178,0.77668369,4.2936957e-05,0.78492683,-10.841196,-44.297504,0.015343145,0.14779781,0.11486563,0.60121047,-47.100662
27.030001,0.68976134,6.375236,0.7742762,4.4934237e-05,0.79845446,-11.075417,-44.658298,0.015521009,0.14833498,0.11584232,0.60666615,-47.015808
27.559999,0.68640804,6.3760395,0.77184284,4.7023706e-05,0.81222433,-11.315273,-45.018456,0.015700916,0.14887406,0.11683127,0.61212736,-46.930325
28.09,0.68304211,6.3768272,0.7693814,4.9211696e-05,0.82625353,-11.56111,-45.37812,0.015883056,0.14941555,0.1178335,0.61759681,-46.844151
28.620001,0.67966264,6.3775973,0.76688963,5.1505082e-05,0.84055984,-11.813292,-45.737438,0.016067624,0.14995995,0.11885002,0.62307686,-46.757217
29.15,0.67626858,6.3783479,0.76436514,5.3911353e-05,0.85516191,-12.0722,-46.096531,0.016254822,0.15050778,0.11988191,0.62857002,-46.669445
29.68,0.67285901,6.3790779,0.76180559,5.6438661e-05,0.8700794,-12.338246,-46.455532,0.01644486,0.15105952,0.12093026,0.63407868,-46.580769
30.209999,0.66943282,6.3797855,0.7592085,5.9095913e-05,0.885333,-12.611864,-46.814552,0.016637953,0.15161569,0.12199624,0.63960522,-46.491112
30.74,0.6659888,6.3804684,0.75657129,6.1892832e-05,0.90094453,-12.893521,-47.173714,0.016834328,0.1521768,0.12308105,0.64515191,-46.400391
31.27,0.66252565,6.3811245,0.75389141,6.4840082e-05,0.91693729,-13.183714,-47.533115,0.017034225,0.15274338,0.12418597,0.65072113,-46.308529
31.799999,0.65904212,6.381752,0.75116599,6.7949339e-05,0.93333584,-13.482976,-47.89286,0.017237891,0.15331598,0.12531234,0.65631515,-46.215439
32.330002,0.65553671,6.3823485,0.74839216,7.1233444e-05,0.95016652,-13.791884,-48.253052,0.017445588,0.15389514,0.12646158,0.66193628,-46.121033
32.860001,0.65200788,6.3829122,0.74556684,7.470655e-05,0.96745735,-14.111059,-48.613781,0.017657593,0.15448143,0.1276352,0.66758674,-46.025215
33.389999,0.64845407,6.38344,0.74268681,7.8384255e-05,0.98523849,-14.44117,-48.975132,0.017874202,0.15507545,0.1288348,0.67326891,-45.927879
33.919998,0.64487356,6.3839293,0.73974866,8.2283834e-05,1.0035423,-14.782945,-49.337196,0.018095724,0.15567783,0.13006213,0.67898518,-45.828926
34.450001,0.6412645,6.384378,0.73674881,8.6424428e-05,1.0224036,-15.137177,-49.700054,0.018322496,0.1562892,0.13131902,0.68473792,-45.728241
34.98,0.63762492,6.3847828,0.73368335,9.0827336e-05,1.0418603,-15.504727,-50.063782,0.018554872,0.15691027,0.13260749,0.69052964,-45.625694
35.509998,0.6339528,6.3851409,0.7305482,9.551629e-05,1.0619533,-15.886544,-50.428455,0.01879324,0.15754175,0.13392967,0.69636285,-45.52116
36.040001,0.6302458,6.3854489,0.72733885,0.00010051784,1.0827271,-16.283665,-50.794155,0.019038012,0.15818442,0.13528796,0.70224029,-45.41449
36.57,0.62650162,6.3857045,0.72405058,0.00010586177,1.1042306,-16.697233,-51.160946,0.019289637,0.15883908,0.13668486,0.70816463,-45.305527
37.099998,0.62271768,6.3859034,0.72067821,0.0001115816,1.1265171,-17.128515,-51.5289,0.019548604,0.15950663,0.13812323,0.71413898,-45.194103
37.630001,0.6188913,6.3860431,0.71721613,0.00011771517,1.1496453,-17.578917,-51.898083,0.019815443,0.160188,0.13960613,0.72016633,-45.080032
38.16,0.61501944,6.3861189,0.71365821,0.00012430544,1.1736802,-18.050005,-52.268562,0.020090738,0.16088425,0.141137,0.72624999,-44.9631
38.689999,0.61109889,6.3861284,0.70999777,0.00013140128,1.1986936,-18.54353,-52.6404,0.020375129,0.16159646,0.1427196,0.73239362,-44.843086
39.220001,0.6071263,6.3860674,0.70622748,0.00013905855,1.2247658,-19.061468,-53.01366,0.020669324,0.16232589,0.14435814,0.73860097,-44.719727
39.75,0.60309786,6.385932,0.70233917,0.00014734152,1.2519861,-19.606047,-53.388405,0.020974111,0.16307384,0.14605735,0.74487633,-44.592735
40.279999,0.59900945,6.3857188,0.69832385,0.00015632427,1.2804554,-20.179798,-53.764694,0.021290362,0.16384181,0.14782257,0.75122422,-44.461796
40.810001,0.59485668,6.3854241,0.69417155,0.00016609293,1.3102872,-20.785618,-54.142574,0.021619063,0.16463144,0.14965981,0.75764966,-44.326534
41.34,0.59063447,6.3850436,0.68987101,0.00017674797,1.3416107,-21.426828,-54.522102,0.021961315,0.16544458,0.15157592,0.76415819,-44.186539
41.869999,0.58633751,6.3845744,0.68540955,0.00018840759,1.3745732,-22.107279,-54.90332,0.022318373,0.16628328,0.15357876,0.77075607,-44.041336
42.400002,0.58195966,6.3840122,0.6807729,0.00020121156,1.4093441,-22.831448,-55.286259,0.022691663,0.16714986,0.15567738,0.77745008,-43.890369
42.93,0.5774942,6.3833547,0.67594475,0.00021532664,1.4461193,-23.604593,-55.670948,0.023082826,0.16804695,0.15788227,0.78424799,-43.733006
43.459999,0.57293361,6.3825979,0.67090636,0.00023095327,1.4851273,-24.432938,-56.057381,0.023493752,0.1689776,0.16020578,0.79115856,-43.568497
43.990002,0.56826931,6.3817396,0.66563636,0.00024833472,1.5266362,-25.323912,-56.445534,0.023926644,0.16994528,0.16266237,0.79819167,-43.395958
44.52,0.56349158,6.3807774,0.66010946,0.00026776909,1.5709637,-26.286472,-56.835339,0.024384087,0.17095405,0.16526937,0.80535853,-43.214336
45.049999,0.55858922,6.3797097,0.65429646,0.00028962595,1.6184903,-27.331553,-57.226669,0.02486915,0.17200865,0.16804756,0.8126722,-43.022373
45.580002,0.55354941,6.3785353,0.64816248,0.00031436907,1.6696758,-28.472641,-57.61932,0.025385501,0.17311467,0.17102224,0.82014757,-42.818523
46.110001,0.54835713,6.377254,0.641666,0.00034258876,1.7250831,-29.726625,-58.012951,0.025937581,0.17427886,0.17422456,0.82780194,-42.600895
46.639999,0.54299462,6.3758659,0.6347568,0.00037504843,1.7854106,-31.114981,-58.407047,0.026530847,0.1755093,0.17769344,0.83565557,-42.367111
47.169998,0.53744084,6.3743725,0.62737352,0.00041275349,1.8515385,-32.665497,-58.800816,0.027172083,0.17681596,0.18147834,0.84373218,-42.114162
47.700001,0.53167027,6.3727775,0.61943996,0.00045705616,1.9245956,-34.414894,-59.19305,0.027869882,0.17821121,0.18564314,0.85205996,-41.83815
48.23,0.52565157,6.3710837,0.61086005,0.00050982001,2.0060594,-36.412857,-59.581894,0.028635342,0.17971072,0.19027229,0.86067247,-41.533924
48.759998,0.51934582,6.369298,0.60151052,0.00057368871,2.0979128,-38.728519,-59.964481,0.029483119,0.18133475,0.19548017,0.86960995,-41.194504
49.290001,0.51270312,6.3674269,0.59122926,0.00065254467,2.2028923,-41.461384,-60.336269,0.030433131,0.18311012,0.20142643,0.87892121,-40.810123
49.82,0.50565863,6.3654799,0.57979828,0.0007523364,2.3249118,-44.760624,-60.689911,0.031513344,0.18507338,0.20834208,0.88866532,-40.366657
50.349998,0.49812469,6.3634691,0.5669145,0.00088267284,2.4698176,-48.861515,-61.013035,0.032764733,0.18727618,0.21657667,0.89891422,-39.842686
50.880001,0.48997906,6.3614078,0.55214089,0.0010601702,2.6468399,-54.159924,-61.283878,0.034250595,0.18979494,0.22668983,0.90975463,-39.203854
51.41,0.48104247,6.3593135,0.53481698,0.0013162972,2.8716564,-61.381027,-61.46154,0.036075942,0.19274954,0.23964602,0.92128748,-38.390831
51.939999,0.471035,6.3572054,0.51388389,0.0017187813,3.1737158,-72.017555,-61.462078,0.038433064,0.19634405,0.25728136,0.93361735,-37.290241
52.470001,0.45948017,6.3551078,0.48751426,0.0024445388,3.6170964,-89.707016,-61.089325,0.041729722,0.20096874,0.28362316,0.94680661,-35.651802
53.0,0.44545919,6.3530464,0.452261,0.0041368851,4.378077,-125.94511,-59.782837,0.047066838,0.2075201,0.32958236,0.96069664,-32.785793
53.529999,0.42683202,6.3510518,0.400298,0.011510779,6.1905413,-233.65834,-55.338203,0.059140224,0.21882237,0.43482316,0.97426063,-26.000257
54.060001,0.39793774,6.3491621,0.22433586,0.16103545,13.083953,-393.70471,-42.474693,0.10782385,0.24632306,0.68787241,0.98467302,-8.9197941
54.59,0.36137104,6.3474283,0.074840851,1.619244,25.272575,-248.02618,-41.246613,0.19321352,0.28848976,0.86041516,0.99097711,-7.0277066
55.119999,0.33310688,6.3458462,0.037174199,3.3978653,30.158056,-143.96626,-50.68465,0.24544118,0.31494659,0.84716493,0.99465221,-18.696447
55.650002,0.3147583,6.3443689,0.043314561,3.1584044,28.041384,-107.61437,-57.856285,0.25239146,0.32163006,0.69949371,0.99626684,-27.591352
56.18,0.30325174,6.3429604,0.066904284,2.2995193,23.99201,-83.388458,-62.046246,0.24064127,0.31784886,0.5426783,0.99449122,-32.987423
56.709999,0.29657504,6.3416009,0.10618655,1.5910058,20.125847,-68.432472,-64.061401,0.22385083,0.30943277,0.42993265,0.98744988,-36.094498
57.240002,0.2930744,6.3402972,0.15369518,1.0936557,16.861345,-57.487438,-64.760109,0.20637253,0.29931277,0.35588297,0.97549838,-37.983368
57.77,0.29168183,6.3390756,0.20351507,0.75313121,14.174134,-49.410046,-64.727005,0.18954523,0.2887933,0.30658981,0.96039528,-39.245262
58.299999,0.291738,6.3379645,0.25223345,0.52090085,11.986501,-43.533916,-64.293083,0.17381783,0.2784813,0.27266577,0.94393283,-40.139908
58.830002,0.29280818,6.3369856,0.29800692,0.36234072,10.215425,-39.280178,-63.660801,0.15933295,0.2686795,0.2485971,0.92751992,-40.794384
59.360001,0.29459044,6.3361435,0.33991981,0.25372064,8.7841482,-36.204487,-62.958817,0.14610681,0.25953826,0.23111257,0.91211879,-41.281002
59.889999,0.29686806,6.3354311,0.37761021,0.17898008,7.6267753,-33.987389,-62.266487,0.1340978,0.25112343,0.21819437,0.89829892,-41.645
60.419998,0.29948133,6.3348312,0.41104311,0.12728685,6.6890311,-32.404343,-61.629421,0.12323755,0.24345198,0.2085475,0.8863337,-41.916225
60.950001,0.30230966,6.3343234,0.44036993,0.091331095,5.927207,-31.298359,-61.070992,0.11344641,0.23651217,0.20131223,0.87629747,-42.115097
61.48,0.30525988,6.3338833,0.46584141,0.066168398,5.3065386,-30.559568,-60.600552,0.10464162,0.23027578,0.1959016,0.86814332,-42.255974
62.009998,0.30825859,6.3334894,0.48775375,0.048443455,4.799551,-30.110893,-60.219086,0.096741736,0.22470567,0.1919058,0.86175805,-42.349174
62.540001,0.31124663,6.3331203,0.50641596,0.035870854,4.3845959,-29.89827,-59.922882,0.089669034,0.2197604,0.18903345,0.8569985,-42.402256
63.07,0.31417549,6.332757,0.52213019,0.026887529,4.044632,-29.884035,-59.70583,0.083350711,0.21539733,0.18707478,0.85371333,-42.42078
63.599998,0.31700447,6.3323822,0.53518015,0.020419756,3.7662458,-30.0425,-59.560799,0.07771945,0.21157449,0.18587752,0.85175568,-42.408863
64.129997,0.31969872,6.3319802,0.54582506,0.01572651,3.538877,-30.357004,-59.480465,0.072713673,0.20825182,0.18533121,0.8509903,-42.36948
64.660004,0.32222766,6.3315387,0.55429626,0.012293858,3.3542154,-30.818022,-59.457741,0.068277478,0.20539196,0.18535675,0.85129642,-42.304699
65.190002,0.32456374,6.3310461,0.56079608,0.0097635388,3.2057385,-31.422031,-59.485985,0.064360514,0.20296073,0.18589941,0.85256875,-42.215816
65.720001,0.32668132,6.3304925,0.56549746,0.0078844968,3.0883577,-32.170982,-59.559071,0.060917843,0.2009275,0.18692447,0.85471779,-42.103413
66.25,0.32855573,6.3298697,0.56854403,0.0064799055,2.9981539,-33.072285,-59.671387,0.057909738,0.19926544,0.18841459,0.85766888,-41.9674
66.779999,0.33016229,6.3291712,0.5700503,0.0054246294,2.9321868,-34.139328,-59.817741,0.055301592,0.19795175,0.19036879,0.86136156,-41.806961
67.309998,0.33147535,6.3283925,0.57010102,0.0046298075,2.8883667,-35.392639,-59.993263,0.053063869,0.19696797,0.19280291,0.86574906,-41.620457
67.839996,0.33246717,6.3275299,0.5687499,0.0040322836,2.8653841,-36.861938,-60.193184,0.051172234,0.1963004,0.1957517,0.87079746,-41.405262
68.370003,0.33310655,6.326582,0.56601703,0.0035873989,2.8627017,-38.589478,-60.412628,0.049607862,0.19594069,0.19927317,0.87648576,-41.157459
68.900002,0.33335686,6.3255486,0.56188387,0.0032641564,2.8806205,-40.635601,-60.646187,0.048358139,0.19588685,0.20345606,0.882806,-40.871342
69.43,0.33317381,6.3244328,0.5562849,0.0030421533,2.9204521,-43.088066,-60.887341,0.04741789,0.19614489,0.20843267,0.88976365,-40.538643
69.959999,0.33250144,6.3232379,0.54909366,0.0029099998,2.9848652,-46.078423,-61.127411,0.046791639,0.19673145,0.21440111,0.8973791,-40.147141
70.489998,0.33126664,6.3219714,0.54009962,0.0028653261,3.078541,-49.812435,-61.353687,0.046497662,0.19767824,0.22166513,0.90568858,-39.678234
71.019997,0.32936966,6.320642,0.52896738,0.0029171614,3.209456,-54.630733,-61.545788,0.046575759,0.1990401,0.23071019,0.91474611,-39.10228
71.550003,0.32666788,6.319262,0.51516378,0.0030932361,3.3915491,-61.141884,-61.667866,0.047103092,0.20091049,0.24236119,0.92462301,-38.368931
72.080002,0.32294506,6.3178463,0.49781775,0.0034604538,3.6508925,-70.552704,-61.650227,0.048230272,0.20345388,0.25814605,0.93540114,-37.384743
72.610001,0.31784734,6.3164139,0.47543082,0.0041903751,4.0423174,-85.640907,-61.339031,0.050277282,0.20698345,0.28126818,0.94714147,-35.952839
73.139999,0.3107329,6.3149872,0.44523361,0.0058378093,4.7058191,-114.4124,-60.32761,0.054057993,0.21218695,0.31979713,0.95976436,-33.570866
73.669998,0.30025965,6.313591,0.40154779,0.011399965,6.1432424,-189.34639,-57.193451,0.062528111,0.22101201,0.40031397,0.97261018,-28.505106
74.199997,0.2832005,6.3122544,0.28739694,0.074390255,11.185652,-385.89969,-46.511513,0.094615541,0.2413988,0.61012423,0.98340631,-14.120418
74.730003,0.25843698,6.3110161,0.098986104,0.93594927,23.089708,-287.66684,-40.448738,0.17491832,0.28112021,0.82872778,0.99022782,-6.0598869
75.260002,0.23706061,6.3098869,0.040693175,2.6713977,30.436708,-158.98337,-48.440514,0.23780978,0.31217328,0.86244804,0.99423134,-15.901965
75.790001,0.22315997,6.3088379,0.040988903,2.8433022,29.391037,-117.21272,-56.365219,0.25336549,0.32259026,0.73947263,0.99627465,-25.719984
76.32,0.21503654,6.3078389,0.059674833,2.1586187,25.471645,-88.836426,-61.180592,0.24456057,0.32066515,0.57868814,0.99553758,-31.818539
76.849998,0.21136788,6.3068719,0.095226057,1.5116754,21.391039,-72.061867,-63.679718,0.22848232,0.31296822,0.4548668,0.98995197,-35.407585
77.379997,0.21077111,6.3059382,0.14105888,1.0455029,17.894018,-60.169193,-64.663147,0.21100396,0.30301309,0.37246722,0.97916812,-37.548576
77.910004,0.21220197,6.3050632,0.19056459,0.72344303,15.006836,-51.374912,-64.788834,0.19394296,0.29241326,0.31785735,0.9647131,-38.948322
78.440002,0.21499646,6.3042769,0.23973684,0.50248277,12.654294,-44.957848,-64.439056,0.17790093,0.28190792,0.28054741,0.94843429,-39.9282
78.970001,0.21871868,6.3036051,0.2863746,0.35085437,10.750025,-40.306728,-63.843891,0.16307841,0.27186081,0.25424659,0.93186229,-40.64019
79.5,0.22306782,6.3030581,0.32934898,0.24651153,9.2124195,-36.940552,-63.149422,0.149517,0.26245388,0.23523431,0.91608185,-41.16782
80.029999,0.22782931,6.3026319,0.36817059,0.17441587,7.9706187,-34.509354,-62.446869,0.13718694,0.25377044,0.2212346,0.90176237,-41.56226
80.559998,0.23284614,6.3023129,0.40272963,0.12436202,6.9659057,-32.766033,-61.789867,0.12602527,0.24583727,0.2107991,0.88924867,-41.856842
81.089996,0.23800081,6.3020806,0.4331353,0.089425877,6.1508694,-31.537607,-61.206959,0.11595444,0.23864804,0.20297314,0.87866116,-42.074181
81.620003,0.2432034,6.3019133,0.45961633,0.064900517,5.4877615,-30.702974,-60.710686,0.10689205,0.23217727,0.19710892,0.86997956,-42.230049
82.150002,0.24838367,6.3017879,0.48245957,0.047576789,4.9467506,-30.17717,-60.303886,0.098756038,0.2263889,0.19275628,0.86310434,-42.335739
82.68,0.25348568,6.3016829,0.50197214,0.035259157,4.5043435,-29.900517,-59.983845,0.09146753,0.22124165,0.1895964,0.85789764,-42.399475
83.209999,0.25846392,6.30158,0.51845902,0.026439833,4.1420627,-29.831285,-59.744911,0.084952325,0.21669237,0.18740024,0.85420829,-42.427319
83.739998,0.26328063,6.3014607,0.53220934,0.020079106,3.8453765,-29.940752,-59.580132,0.079141609,0.21269821,0.18600172,0.85188717,-42.42374
84.269997,0.26790386,6.3013105,0.54348916,0.015456909,3.6028519,-30.2099,-59.482155,0.073972248,0.20921803,0.18528014,0.85079503,-42.392017
84.800003,0.27230585,6.301115,0.5525375,0.012072255,3.4054945,-30.627277,-59.443787,0.069386795,0.20621321,0.18514855,0.85080659,-42.334457
85.330002,0.27646175,6.3008637,0.55956471,0.0095748994,3.2462399,-31.187662,-59.458237,0.065333404,0.20364831,0.18554592,0.85181212,-42.252571
85.860001,0.28034866,6.3005457,0.56475168,0.0077187712,3.1195655,-31.891375,-59.519234,0.061765663,0.20149134,0.18643217,0.85371751,-42.147148
86.389999,0.28394473,6.3001528,0.56825042,0.0063301395,3.0211971,-32.744114,-59.621025,0.058642428,0.19971406,0.18778503,0.85644382,-42.018299
86.919998,0.28722817,6.2996793,0.57018352,0.0052857837,2.9478948,-33.757305,-59.758316,0.055927657,0.19829227,0.18959871,0.85992658,-41.865433
87.449997,0.29017636,6.2991185,0.57064444,0.0044979961,2.8973053,-34.949043,-59.926167,0.05359038,0.19720598,0.19188377,0.86411506,-41.687191
87.980003,0.29276493,6.2984681,0.56969619,0.0039042581,2.8678718,-36.345821,-60.119816,0.051604737,0.19643979,0.1946688,0.86897153,-41.481277
88.510002,0.29496637,6.2977257,0.5673694,0.0034601656,2.8588059,-37.985397,-60.334473,0.049950238,0.19598353,0.19800381,0.87447119,-41.244228
89.040001,0.29674849,6.2968907,0.56365788,0.0031346323,2.8701253,-39.921494,-60.564972,0.048612319,0.19583297,0.2019667,0.88060206,-40.970978
89.57,0.29807228,6.2959661,0.55851191,0.0029067833,2.9027891,-42.231674,-60.805256,0.047583349,0.19599129,0.20667395,0.8873654,-40.654194
90.099998,0.29888862,6.2949548,0.55182606,0.0027642134,2.9589751,-45.030918,-61.047501,0.046864506,0.19647129,0.21229926,0.89477688,-40.283131
90.629997,0.29913363,6.2938623,0.54341996,0.002702612,3.0426137,-48.496342,-61.280598,0.046469118,0.19729912,0.21910629,0.90286762,-39.841614
91.160004,0.29872084,6.2926984,0.53300393,0.002727258,3.1604145,-52.915318,-61.487232,0.04642893,0.19852096,0.22750998,0.91168594,-39.304295
91.690002,0.29752803,6.2914739,0.52011943,0.0028580953,3.3239515,-58.787491,-61.637844,0.046806544,0.20021535,0.23819987,0.92129803,-38.629082
92.220001,0.29537323,6.2902026,0.504026,0.0031437203,3.5543036,-67.067154,-61.676903,0.047722705,0.20251846,0.25241387,0.93178409,-37.740337
92.75,0.29196626,6.2889028,0.4834744,0.0037034794,3.8938751,-79.834328,-61.487213,0.049424764,0.20568164,0.27263266,0.94321853,-36.485905
