Time,l,m,n,A,N,I,K_l,delta_l,K_m,sigma,xi,S,F,treatment_start,treatment_end,sink,cell
236.0,0.5596511748602713,0.0004214379328616183,0.4399328375976637,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
236.5,0.5596544209297651,0.0004186535529825427,0.43993224505829903,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
237.0,0.55965763102961,0.0004158944315905955,0.4399316665760292,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
237.5,0.5596608056975573,0.0004131602576620819,0.4399311018470746,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
238.0,0.5596639454495131,0.00041045072668316327,0.4399305505912274,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
238.5,0.5596670507794401,0.00040776554060243465,0.43993001255211756,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
239.0,0.5596701221592592,0.00040510440778350254,0.4399294874974791,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
239.5,0.5596731602651909,0.00040246701234493925,0.4399289749041582,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
240.0,0.5596761657624088,0.0003998530432126818,0.4399284742580575,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
240.5,0.5596791389720007,0.0003972622390833276,0.4399279855179348,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
241.0,0.559682080382491,0.00039469431921007776,0.43992750840337214,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
241.5,0.5596849904755242,0.0003921490069080777,0.43992704263759397,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
242.0,0.5596878697267584,0.00038962602937304286,0.43992658794635425,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
242.5,0.5596907186067581,0.0003871251174998841,0.43992614405682245,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
243.0,0.5596935375756501,0.00038464600118164115,0.43992571069706266,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
243.5,0.5596963270961417,0.0003821884179150511,0.43992528759376837,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
244.0,0.5596990876287945,0.0003797521085469561,0.43992487447168244,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
244.5,0.559701819630929,0.00037733681565204686,0.4399244710526726,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
245.0,0.5597045235589768,0.0003749422844091464,0.43992407705447933,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
245.5,0.5597071998693574,0.00037256826240823044,0.43992369218960375,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
246.0,0.5597098490117122,0.0003702145007478727,0.4399233161750204,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
246.5,0.5597124710979318,0.0003678808098702789,0.43992294920106184,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
247.0,0.5597150667215688,0.0003655669211703466,0.4399225907710195,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
247.5,0.5597176362822446,0.00036327260101487447,0.43992224065811164,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
248.0,0.5597201801739171,0.0003609976189113314,0.4399218986389709,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
248.5,0.5597226987851097,0.0003587417474242885,0.43992156449345016,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
249.0,0.5597251924991404,0.00035650476209185035,0.43992123800442806,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
249.5,0.5597276616515633,0.00035428645090795636,0.4399209190152118,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
250.0,0.5597301064969511,0.0003520866217164415,0.43992060747436595,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
250.5,0.5597325274485618,0.0003499050485963625,0.43992030311320435,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
251.0,0.559734924837721,0.00034774152562453987,0.43992000576980655,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
251.5,0.5597372989866813,0.00034559585055391276,0.4399197152910531,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
252.0,0.5597396502085332,0.000343467824801075,0.4399194315328596,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
252.5,0.5597419788071158,0.0003413572534338107,0.4399191543604104,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
253.0,0.5597442851217903,0.00033926393531293926,0.4399188835694743,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
253.5,0.5597465694664716,0.00033718767644054845,0.43991861899373125,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
254.0,0.5597488321071108,0.00033512829486997904,0.43991836054446287,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
254.5,0.5597510733273188,0.0003330856062714582,0.4399181080951865,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
255.0,0.5597532934035989,0.0003310594293358081,0.43991786152530304,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
255.5,0.559755492605419,0.0003290495857265277,0.4399176207200466,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
256.0,0.5597576711952839,0.00032705590003187474,0.4399173855704339,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
256.5,0.5597598295139028,0.0003250781778395121,0.43991715584909497,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
257.0,0.5597619677996141,0.00032311625213202655,0.43991693147371486,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
257.5,0.5597640863014572,0.00032116995418733077,0.43991671234216195,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
258.0,0.559766185276633,0.0003192391142026282,0.43991649833624896,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
258.5,0.5597682649788713,0.0003173235642553457,0.43991628933875354,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
259.0,0.5597703256586967,0.00031542313820583014,0.43991608523308756,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
259.5,0.5597723675621129,0.0003135376727531948,0.4399158859076333,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
260.0,0.5597743909178154,0.0003116670168725062,0.43991569129399716,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
260.5,0.5597763959744301,0.0003098110047097146,0.43991550125738443,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
261.0,0.5597783829689104,0.00030796947876120023,0.43991531569046516,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
261.5,0.5597803521358107,0.0003061422831965815,0.4399151344864165,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
262.0,0.5597823037075168,0.00030432926378561395,0.4399149575386902,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
262.5,0.5597842379144778,0.00030253026782508917,0.43991478474078005,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
263.0,0.5597861549609304,0.00030074515410794005,0.4399146160225721,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
263.5,0.559788055030058,0.00029897379083074655,0.43991445134275625,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
264.0,0.5597899383639925,0.0002972160228332727,0.43991429056951553,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
264.5,0.5597918051729656,0.00029547170884708905,0.4399141336162543,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
265.0,0.5597936556642295,0.00029374070966648445,0.4399139803985392,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
265.5,0.5597954900421495,0.0002920228881322534,0.43991383083407404,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
266.0,0.5597973085082961,0.0002903181091154838,0.4399136848426746,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
266.5,0.5597991112387338,0.00028862624169307023,0.4399135423567618,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
267.0,0.5598008984219877,0.00028694715549136974,0.43991340330386663,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
267.5,0.559802670254009,0.0002852807211627204,0.43991326760896987,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
268.0,0.5598044269183813,0.0002836268122805456,0.43991313520364933,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
268.5,0.5598061685952305,0.0002819853044757067,0.4399130060219877,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
269.0,0.5598078954612468,0.0002803560754270068,0.4399128800005795,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
269.5,0.5598096076897077,0.0002787390048516936,0.43991275707853805,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
270.0,0.5598113054721452,0.0002771339415467193,0.4399126371357795,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
270.5,0.5598129889667373,0.00027554078197652217,0.4399125201402639,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
271.0,0.5598146583377371,0.00027395941027502787,0.43991240603562737,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
271.5,0.5598163137475851,0.0002723897102796444,0.4399122947637499,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
272.0,0.5598179553555583,0.00027083156761008873,0.43991218626867407,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
272.5,0.5598195833177846,0.0002692848696736052,0.4399120804966398,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
273.0,0.5598211977872548,0.00026774950567018385,0.4399119773961189,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
273.5,0.5598227989138361,0.000266225366597779,0.4399118769178494,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
274.0,0.559824386844285,0.00026471234525752744,0.4399117790148701,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
274.5,0.5598259617222597,0.00026321033625896696,0.4399116836425553,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
275.0,0.5598275237466109,0.0002617192068602511,0.43991159067864044,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
275.5,0.5598290730535253,0.0002602388559612843,0.43991150008507907,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
276.0,0.5598306097633372,0.0002587691906885087,0.43991141184382754,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
276.5,0.5598321340154508,0.00025731010892985544,0.4399113259089533,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
277.0,0.5598336459469819,0.00025586151003469153,0.4399112422360086,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
277.5,0.5598351456927967,0.000254423294806708,0.43991116078203074,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
278.0,0.5598366333855483,0.00025299536549680833,0.4399110815055432,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
278.5,0.5598381091557153,0.0002515776257959963,0.4399110043665561,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
279.0,0.5598395731316387,0.00025016998082826427,0.439910929326567,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
279.5,0.5598410254395595,0.00024877233714348134,0.4399108563485616,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
280.0,0.5598424662219078,0.00024738458958686784,0.43991078536254113,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
280.5,0.559843895617083,0.0002460066358576089,0.4399107163037853,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
281.0,0.559845313730692,0.0002446383972102546,0.4399106491672506,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
281.5,0.5598467206847485,0.0002432797830976255,0.43991058391471227,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
282.0,0.5598481165997372,0.0002419307040874994,0.4399105205087141,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
282.5,0.5598495015946676,0.0002405910718438218,0.4399104589125379,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
283.0,0.5598508757871282,0.00023926079910791716,0.439910399090174,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
283.5,0.5598522392933398,0.00023793979967970004,0.4399103410062912,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
284.0,0.5598535922282096,0.00023662798839888604,0.4399102846262064,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
284.5,0.5598549347053849,0.00023532528112620298,0.4399102299158552,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
285.0,0.559856266831898,0.00023403159374369483,0.43991017684111416,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
285.5,0.5598575886983113,0.00023274684033910612,0.4399101253665846,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
286.0,0.5598589004285837,0.00023147094222021548,0.43991007546152566,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
286.5,0.5598602021294613,0.00023020381870862832,0.43991002709375954,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
287.0,0.5598614939064519,0.0002289453900081471,0.43990998023154737,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
287.5,0.5598627758638682,0.00022769557718400475,0.43990993484355806,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
288.0,0.5598640481048704,0.0002264543021420981,0.4399098908988368,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
288.5,0.5598653107315096,0.00022522148760822133,0.43990984836677405,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
289.0,0.55986656384477,0.00022399705710729925,0.43990980721707396,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
289.5,0.5598678075446126,0.00022278093494262089,0.4399097674197234,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
290.0,0.5598690419300179,0.00022157304617507285,0.43990972894496033,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
290.5,0.5598702670542838,0.00022037332829465505,0.4399096918015399,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
291.0,0.5598714830399494,0.00021918170118012388,0.43990965593837644,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
291.5,0.5598726899803789,0.0002179980928066165,0.4399096213287835,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
292.0,0.5598738879669913,0.00021682243212076374,0.43990958794717333,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
292.5,0.5598750770900374,0.00021565464882800285,0.4399095557683972,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
293.0,0.5598762574386259,0.00021449467337629008,0.4399095247677287,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
293.5,0.5598774291007491,0.00021334243693981294,0.43990949492084724,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
294.0,0.5598785921633084,0.00021219787140270243,0.43990946620382126,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
294.5,0.5598797467121404,0.0002110609093427456,0.4399094385930918,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
295.0,0.5598808928320425,0.00020993148401509773,0.43990941206545586,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
295.5,0.5598820305949503,0.00020880953735720692,0.4399093866141974,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
296.0,0.5598831600856715,0.0002076950025686374,0.4399093622140345,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
296.5,0.5598842813880706,0.00020658781346486818,0.43990933883996614,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
297.0,0.5598853945815943,0.0002054879068304801,0.4399093164720256,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
297.5,0.5598864997446341,0.00020439522014435973,0.43990929509071675,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
298.0,0.5598875969545453,0.00020330969156764908,0.43990927467700663,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
298.5,0.5598886862876666,0.0002022312599316953,0.4399092552123169,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
299.0,0.55988976781934,0.00020115986472600043,0.439909236678516,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
299.5,0.5598908416239297,0.0002000954460861711,0.43990921905791097,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
300.0,0.559891907774842,0.00019903794478186824,0.4399092023332394,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
300.5,0.5598929663458304,0.0001979873040816932,0.4399091864849263,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
301.0,0.5598940174092096,0.00019694346710561166,0.4399091714949166,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
301.5,0.5598950610348244,0.0001959063752779045,0.4399091573489036,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
302.0,0.5598960972926806,0.00019487597212882173,0.4399091440307637,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
302.5,0.5598971262519478,0.00019385220179739016,0.4399091315247126,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
303.0,0.5598981479809794,0.00019283500902088493,0.43990911981529496,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
303.5,0.5598991625473336,0.00019182433912430112,0.4399091088873739,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
304.0,0.5599001700177942,0.0001908201380098255,0.439909098726121,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
304.5,0.5599011704583905,0.00018982235214630813,0.43990908931700573,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
305.0,0.5599021639344182,0.0001888309285587339,0.4399090806457855,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
305.5,0.559903150509562,0.00018784581515422148,0.43990907269692026,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
306.0,0.5599041302452962,0.00018686696094391263,0.4399090654524747,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
306.5,0.5599051032065171,0.0001858943139291331,0.4399090589019505,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
307.0,0.5599060694554755,0.00018492782337257226,0.43990905303159855,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
307.5,0.5599070290537589,0.00018396743905258468,0.43990904782784923,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
308.0,0.5599079820623108,0.0001830131112531972,0.4399090432772994,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
308.5,0.5599089285414497,0.00018206479075411555,0.43990903936669945,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
309.0,0.5599098685508878,0.00018112242882073126,0.43990903608294085,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
309.5,0.559910802149751,0.00018018597719412848,0.43990903341304316,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
310.0,0.5599117293965974,0.00017925538808109085,0.4399090313441411,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
310.5,0.5599126503486643,0.00017833061435405817,0.4399090298640747,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
311.0,0.5599135650386369,0.00017741161586185987,0.4399090289795175,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
311.5,0.5599144735401806,0.00017649834160971253,0.4399090286648468,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
312.0,0.5599153759085539,0.0001755907458990586,0.4399090289084829,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
312.5,0.5599162721984918,0.00017468878346104798,0.4399090296989376,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
313.0,0.5599171624642274,0.00017379240944596092,0.4399090310247996,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
313.5,0.559918046759513,0.00017290157941263104,0.4399090328747202,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
