T,CAI,P,P2,Q,Q2,Q3,V,W
3648.0,0.0033247417,0.008821249,0.99999952,0.04288967,0.014419183,0.0091314642,-43.627953,0.0047464194
3652.0,0.0033201596,0.00039795286,0.99999952,0.03658079,0.014138013,0.0091136582,-41.406044,0.00060240406
3656.0,0.0033137864,0.00027381798,0.99999952,0.03121146,0.013863329,0.0090959808,-40.982204,0.00030031498
3660.0,0.0033074103,0.00028665364,0.99999952,0.026638523,0.013594421,0.0090783723,-40.722866,0.00028699634
3664.0,0.0033010587,0.00030115337,0.99999952,0.022743866,0.013331125,0.009060828,-40.476891,0.00029880015
3668.0,0.0032947324,0.00031634452,0.99999946,0.019427275,0.013073338,0.009043349,-40.230476,0.00031353623
3672.0,0.0032884318,0.00033241374,0.99999946,0.016603408,0.012820971,0.009025936,-39.982155,0.000329334
3676.0,0.0032821575,0.00034945266,0.99999946,0.014199552,0.012573932,0.009008592,-39.731548,0.00034609443
3680.0,0.0032759106,0.00036754907,0.99999946,0.012153759,0.01233214,0.0089913178,-39.478355,0.00036388449
3684.0,0.0032696917,0.00038680143,0.9999994,0.010413253,0.012095509,0.0089741163,-39.222244,0.00038279651
3688.0,0.0032635019,0.00040732231,0.9999994,0.0089330794,0.011863965,0.0089569893,-38.962837,0.00040293773
3692.0,0.0032573421,0.00042924174,0.9999994,0.0076749502,0.011637432,0.0089399396,-38.699699,0.0004244317
3696.0,0.0032512133,0.00045271107,0.99999934,0.0066062566,0.011415841,0.0089229699,-38.432335,0.00044742177
3700.0,0.0032451171,0.00047790798,0.99999934,0.0056992387,0.011199129,0.0089060841,-38.160164,0.00047207583
3704.0,0.0032390547,0.00050504314,0.99999934,0.0049302708,0.010987235,0.0088892849,-37.882496,0.00049859216
3708.0,0.0032330276,0.00053436932,0.99999928,0.0042792559,0.010780106,0.008872577,-37.598522,0.00052720757
3712.0,0.0032270376,0.00056619354,0.99999928,0.0037291113,0.010577696,0.0088559641,-37.307251,0.00055820856
3716.0,0.0032210872,0.00060089445,0.99999928,0.0032653341,0.010379966,0.0088394526,-37.007481,0.00059194647
3720.0,0.0032151781,0.00063894724,0.99999923,0.0028756319,0.010186888,0.0088230483,-36.697708,0.00062885939
3724.0,0.0032093136,0.00068096031,0.99999923,0.0025496148,0.0099984445,0.0088067586,-36.376015,0.00066950434
3728.0,0.003203497,0.00072773255,0.99999917,0.0022785396,0.009814634,0.0087905927,-36.039902,0.00071460631
3732.0,0.0031977326,0.00078034448,0.99999917,0.0020551041,0.0096354736,0.0087745609,-35.686008,0.00076513586
3736.0,0.003192025,0.0008403142,0.99999917,0.0018732931,0.0094610089,0.0087586772,-35.309624,0.00082243927
3740.0,0.003186381,0.00090987957,0.99999911,0.0017282814,0.0092913248,0.0087429583,-34.903839,0.0008884694
3744.0,0.0031808093,0.00099255866,0.99999911,0.0016164236,0.0091265664,0.0087274294,-34.457813,0.00096623326
3748.0,0.0031753227,0.0010943986,0.99999905,0.0015353968,0.0089669796,0.0087121241,-33.952942,0.0010607566
3752.0,0.0031699394,0.0012272644,0.99999905,0.0014847097,0.0088130031,0.0086970963,-33.352703,0.0011815168
3756.0,0.0031646932,0.0014200578,0.99999899,0.0014673799,0.0086655235,0.0086824456,-32.567921,0.0013502281
3760.0,0.0031596618,0.0017803616,0.99999899,0.0014975104,0.0085269269,0.0086684264,-31.266212,0.0016392312
3764.0,0.0031552836,0.0044545899,0.99999899,0.0017404623,0.0084193274,0.0086572738,-23.603426,0.0029802825
3768.0,0.0033617341,0.082945891,0.99999952,0.046907451,0.01451659,0.009274343,-50.53904,0.026293134
3772.0,0.0033736918,0.0017054229,0.99999964,0.039993379,0.014231977,0.0092560984,-42.113544,0.0016737686
3776.0,0.0033674818,0.00028512141,0.99999964,0.03411686,0.013955077,0.0092381006,-41.173534,0.00038039641
3780.0,0.0033609951,0.0002785298,0.99999964,0.02911303,0.013684176,0.0092201903,-40.868683,0.00028667305
3784.0,0.0033545296,0.00029263456,0.99999964,0.024851253,0.013418935,0.0092023462,-40.620438,0.00029112794
3788.0,0.0033480891,0.00030731622,0.99999958,0.021221759,0.013159235,0.0091845663,-40.375782,0.00030472077
3792.0,0.0033416739,0.00032278529,0.99999958,0.018131163,0.012904978,0.0091668526,-40.129749,0.0003198754
3796.0,0.003335285,0.0003391637,0.99999958,0.015499922,0.012656077,0.0091492068,-39.88166,0.00033598827
3800.0,0.0033289231,0.00035653595,0.99999958,0.013260257,0.012412442,0.00913163,-39.63121,0.00035307469
3804.0,0.0033225887,0.00037499188,0.99999958,0.011354432,0.012173992,0.0091141248,-39.378094,0.00037121461
3808.0,0.003316283,0.00039463342,0.99999952,0.009733256,0.011940646,0.0090966932,-39.121964,0.00039050472
3812.0,0.0033100068,0.00041557755,0.99999952,0.0083548296,0.011712329,0.0090793371,-38.862434,0.00041105633
3816.0,0.0033037611,0.00043795962,0.99999952,0.0071834703,0.011488969,0.0090620602,-38.599056,0.00043299806
3820.0,0.0032975471,0.00046193754,0.99999946,0.0061887912,0.011270499,0.0090448651,-38.331306,0.00045647932
3824.0,0.0032913662,0.00048769719,0.99999946,0.0053449254,0.011056855,0.0090277549,-38.058586,0.00048167558
3828.0,0.0032852197,0.00051545975,0.99999946,0.004629862,0.010847982,0.0090107331,-37.78017,0.00050879468
3832.0,0.003279109,0.00054549123,0.99999946,0.0040248828,0.010643827,0.0089938045,-37.495209,0.0005380857
3836.0,0.0032730366,0.00057811633,0.9999994,0.0035140826,0.010444348,0.0089769727,-37.20266,0.00056985102
3840.0,0.0032670042,0.00061373709,0.9999994,0.0030839639,0.010249509,0.0089602452,-36.901253,0.0006044631
3844.0,0.0032610146,0.00065286085,0.9999994,0.0027230962,0.010059283,0.0089436267,-36.589378,0.00064238883
3848.0,0.0032550704,0.00069614151,0.99999934,0.0024218301,0.0098736603,0.0089271255,-36.264988,0.00068422535
3852.0,0.0032491754,0.0007444442,0.99999934,0.0021720624,0.0096926428,0.0089107519,-35.925381,0.0007307558
3856.0,0.0032433337,0.00079895073,0.99999934,0.0019670499,0.0095162569,0.0088945162,-35.566883,0.00078303803
3860.0,0.0032375511,0.00086134183,0.99999934,0.0018012749,0.0093445564,0.0088784331,-35.184296,0.00084255636
3864.0,0.0032318344,0.00093413587,0.99999928,0.0016703731,0.009177641,0.0088625215,-34.769848,0.0009114967
3868.0,0.0032261934,0.0010213801,0.99999928,0.0015711585,0.0090156794,0.0088468092,-34.311092,0.00099329394
3872.0,0.0032206413,0.0011302558,0.99999928,0.0015018397,0.0088589573,0.0088313324,-33.785934,0.001093859
3876.0,0.0032152007,0.0012755713,0.99999923,0.0014627244,0.008708002,0.0088161556,-33.148792,0.00122485
3880.0,0.0032099118,0.0014967272,0.99999923,0.0014586594,0.0085639348,0.0088014016,-32.278038,0.0014151688
3884.0,0.0032048824,0.0019748365,0.99999917,0.0015122191,0.008430277,0.0087874392,-30.615564,0.0017803611
3888.0,0.0032180198,0.43871191,0.99999917,0.024619203,0.011213724,0.0090653626,19.650932,0.13380845
3892.0,0.003419173,0.027042883,0.9999997,0.044851989,0.014378946,0.0093915435,-45.864334,0.010382591
3896.0,0.003418402,0.00071170233,0.9999997,0.038248319,0.014097939,0.0093731536,-41.674316,0.00095193111
3900.0,0.0034118949,0.0002736712,0.9999997,0.032631304,0.013823896,0.0093549415,-41.076801,0.00032542995
3904.0,0.0034053198,0.00028206425,0.9999997,0.02784773,0.013555674,0.0093368059,-40.80394,0.00028510622
3908.0,0.0033987686,0.00029627213,0.9999997,0.023773573,0.013293049,0.0093187364,-40.55909,0.00029425079
3912.0,0.0033922428,0.00031106939,0.9999997,0.02030397,0.013035915,0.0093007311,-40.315239,0.0003083855
3916.0,0.0033857427,0.00032668907,0.9999997,0.017349647,0.012784177,0.0092827929,-40.069752,0.00032372648
3920.0,0.003379269,0.00034323058,0.99999964,0.014834553,0.012537748,0.0092649236,-39.822166,0.00034000221
3924.0,0.0033728227,0.00036077679,0.99999964,0.012693889,0.012296539,0.0092471242,-39.572182,0.00035725863
3928.0,0.0033664044,0.00037941858,0.99999964,0.010872453,0.012060471,0.0092293965,-39.3195,0.00037557961
3932.0,0.0033600149,0.0003992595,0.99999964,0.009323217,0.011829464,0.0092117442,-39.063766,0.0003950636
3936.0,0.0033536551,0.00042041845,0.99999964,0.0080061257,0.011603443,0.0091941683,-38.804588,0.00041582383
3940.0,0.0033473263,0.00044303326,0.99999958,0.0068870662,0.011382339,0.0091766715,-38.541512,0.00043799105
3944.0,0.0033410296,0.00046726473,0.99999958,0.0059369905,0.011166084,0.0091592586,-38.274006,0.00046171749
3948.0,0.0033347663,0.00049330253,0.99999958,0.0051311739,0.010954618,0.0091419304,-38.001453,0.00048718203
3952.0,0.0033285378,0.00052137248,0.99999958,0.0044485782,0.010747883,0.0091246916,-37.723129,0.00051459682
3956.0,0.0033223459,0.00055174687,0.99999952,0.0038713154,0.010545833,0.0091075478,-37.438152,0.00054421654
3960.0,0.0033161922,0.00058475835,0.99999952,0.003384189,0.010348423,0.0090905018,-37.145466,0.00057635095
3964.0,0.0033100792,0.00062081992,0.99999952,0.0029743069,0.010155621,0.0090735611,-36.843758,0.00061138219
3968.0,0.0033040093,0.00066045392,0.99999952,0.0026307565,0.0099674035,0.0090567311,-36.531384,0.00064979051
3972.0,0.0032979858,0.00070433569,0.99999952,0.0023443326,0.0097837588,0.0090400204,-36.206226,0.00069219212
3976.0,0.003292012,0.00075336196,0.99999946,0.002107315,0.0096046943,0.0090234382,-35.86549,0.00073939754
3980.0,0.0032860923,0.00080876349,0.99999946,0.0019132929,0.009430239,0.0090069966,-35.505356,0.00079250673
3984.0,0.0032802327,0.00087230076,0.99999946,0.0017570429,0.0092604533,0.0089907106,-35.12038,0.00085307128
3988.0,0.0032744403,0.00094663224,0.9999994,0.0016344691,0.0090954425,0.0089745987,-34.702374,0.00092339289
3992.0,0.0032687248,0.0010360762,0.9999994,0.0015426488,0.0089353863,0.0089586899,-34.238056,0.0010071241
3996.0,0.003263101,0.0011484163,0.9999994,0.0014800882,0.0087805949,0.0089430241,-33.703495,0.0011106407
4000.0,0.003257592,0.0013001059,0.9999994,0.0014475405,0.0086316383,0.0089276694,-33.04805,0.001246804
