T,CAI,D,F,H,IAPP,IK,IK1,IKP,IKTOT,INA,ISI,J,M,V,X
1126.0,0.0063973647,0.9444806,0.72295165,0.0,0.0,1.4293748,2.5470563e-05,0.53761405,1.9670144,-0.0,-4.3298006,1.2308327e-13,0.99627107,3.0624571,0.34465349
1128.0,0.0063813431,0.94428545,0.71816254,0.0,0.0,1.4384625,2.7179905e-05,0.52362812,1.9621178,-0.0,-4.3151083,6.8694704e-14,0.99618369,2.8513508,0.34696296
1130.0,0.0063646538,0.94401246,0.71338797,0.0,0.0,1.4474226,2.9030629e-05,0.50967157,1.9571233,-0.0,-4.3002262,3.8353747e-14,0.99609298,2.6372354,0.349246
1132.0,0.0063473503,0.94366616,0.70862776,0.0,0.0,1.4562552,3.1035437e-05,0.49576047,1.9520468,-0.0,-4.2851648,2.1421912e-14,0.99599868,2.4201558,0.35150266
1134.0,0.0063294796,0.94325048,0.70388204,0.0,0.0,1.4649602,3.3208398e-05,0.48190984,1.9469032,-0.0,-4.2699332,1.1969617e-14,0.99590075,2.2001426,0.35373297
1136.0,0.0063110855,0.94276887,0.69915068,0.0,0.0,1.4735372,3.5565099e-05,0.46813375,1.9417065,-0.0,-4.2545404,6.6908268e-15,0.99579901,1.977214,0.35593691
1138.0,0.0062922067,0.94222426,0.69443375,0.0,0.0,1.4819862,3.8122838e-05,0.45444536,1.9364697,-0.0,-4.2389932,3.7416482e-15,0.99569327,1.7513756,0.35811457
1140.0,0.0062728785,0.9416194,0.68973124,0.0,0.0,1.4903067,4.090081e-05,0.44085708,1.9312048,-0.0,-4.2232985,2.0933225e-15,0.99558342,1.5226228,0.36026597
1142.0,0.0062531326,0.94095635,0.68504316,0.0,0.0,1.4984988,4.3920358e-05,0.42738056,1.9259232,-0.0,-4.2074633,1.1716716e-15,0.99546927,1.2909409,0.36239108
1144.0,0.0062329974,0.94023705,0.68036956,0.0,0.0,1.5065619,4.720522e-05,0.41402683,1.9206358,-0.0,-4.1914921,6.561136800000001e-16,0.99535054,1.0563062,0.36449
1146.0,0.0062124999,0.93946296,0.67571044,0.0,0.0,1.5144957,5.0781844e-05,0.40080625,1.9153527,-0.0,-4.1753898,3.675893e-16,0.9952271,0.81868643,0.36656275
1148.0,0.0061916625,0.93863529,0.67106599,0.0,0.0,1.5222999,5.4679716e-05,0.38772872,1.9100832,-0.0,-4.1591611,2.0604622e-16,0.99509859,0.57804167,0.36860934
1150.0,0.0061705071,0.93775505,0.6664362,0.0,0.0,1.5299739,5.8931764e-05,0.37480357,1.9048364,-0.0,-4.1428089,1.1555593000000002e-16,0.9949649,0.33432493,0.37062976
1152.0,0.0061490517,0.93682289,0.66182119,0.0,0.0,1.5375173,6.3574778e-05,0.36203969,1.8996207,-0.0,-4.1263371,6.4841583e-17,0.99482566,0.087482423,0.37262407
1154.0,0.0061273142,0.93583924,0.65722108,0.0,0.0,1.5449296,6.8649955e-05,0.34944555,1.8944439,-0.0,-4.1097479,3.6404695e-17,0.99468058,-0.16254567,0.3745923
1156.0,0.0061053094,0.93480426,0.65263599,0.0,0.0,1.5522102,7.4203432e-05,0.33702919,1.8893136,-0.0,-4.0930438,2.0450897e-17,0.99452937,-0.41582489,0.37653443
1158.0,0.0060830507,0.93371791,0.64806604,0.0,0.0,1.5593584,8.0287005e-05,0.32479826,1.8842369,-0.0,-4.0762258,1.1495499e-17,0.99437171,-0.67242616,0.37845045
1160.0,0.0060605505,0.93258005,0.64351147,0.0,0.0,1.5663735,8.6958833e-05,0.31276003,1.8792205,-0.0,-4.0592961,6.465668799999999e-18,0.9942072,-0.93242526,0.38034043
1162.0,0.0060378192,0.93139011,0.63897234,0.0,0.0,1.5732546,9.4284376e-05,0.30092147,1.8742704,-0.0,-4.0422554,3.6389784e-18,0.99403548,-1.1959025,0.38220432
1164.0,0.0060148672,0.93014759,0.63444901,0.0,0.0,1.5800011,0.00010233734,0.28928921,1.8693926,-0.0,-4.0251036,2.0494466999999997e-18,0.99385613,-1.4629425,0.38404211
1166.0,0.0059917015,0.9288516,0.62994158,0.0,0.0,1.586612,0.00011120089,0.27786949,1.8645927,-0.0,-4.0078411,1.1550374e-18,0.99366862,-1.7336338,0.3858538
1168.0,0.0059683304,0.92750108,0.62545031,0.0,0.0,1.5930862,0.00012096894,0.26666829,1.8598754,-0.0,-3.990468,6.514326499999999e-19,0.99347258,-2.0080686,0.38763937
1170.0,0.0059447591,0.92609501,0.62097561,0.0,0.0,1.5994228,0.00013174774,0.25569123,1.8552458,-0.0,-3.9729834,3.6767958999999997e-19,0.99326748,-2.2863419,0.38939878
1172.0,0.0059209936,0.92463189,0.61651766,0.0,0.0,1.6056207,0.00014365763,0.24494363,1.850708,-0.0,-3.9553864,2.0768684e-19,0.99305272,-2.5685527,0.39113206
1174.0,0.0058970377,0.92311031,0.61207688,0.0,0.0,1.6116786,0.00015683507,0.23443048,1.846266,-0.0,-3.9376755,1.1740909e-19,0.99282765,-2.8548017,0.39283907
1176.0,0.005872895,0.92152846,0.60765368,0.0,0.0,1.6175954,0.00017143512,0.22415644,1.8419234,-0.0,-3.9198494,6.6429654e-20,0.9925918,-3.1451926,0.39451987
1178.0,0.0058485684,0.91988456,0.60324842,0.0,0.0,1.6233697,0.00018763411,0.21412583,1.8376832,-0.0,-3.9019058,3.7618814e-20,0.99234432,-3.4398308,0.39617434
1180.0,0.0058240597,0.91817653,0.59886158,0.0,0.0,1.6290001,0.0002056329,0.20434265,1.8335483,-0.0,-3.8838429,2.1322936e-20,0.9920845,-3.7388239,0.39780244
1182.0,0.0057993704,0.91640216,0.59449375,0.0,0.0,1.634485,0.00022566064,0.19481052,1.8295212,-0.0,-3.8656578,1.2097747e-20,0.99181163,-4.0422807,0.39940411
1184.0,0.0057745003,0.91455907,0.59014547,0.0,0.0,1.639823,0.00024797907,0.18553275,1.8256037,-0.0,-3.847348,6.8706106e-21,0.99152476,-4.3503108,0.40097928
1186.0,0.0057494501,0.91264474,0.58581734,0.0,0.0,1.6450124,0.00027288761,0.17651221,1.8217975,-0.0,-3.8289101,3.9060539e-21,0.99122298,-4.6630254,0.4025279
1188.0,0.0057242191,0.91065645,0.58151013,0.0,0.0,1.6500514,0.0003007293,0.16775145,1.8181036,-0.0,-3.8103414,2.2230687e-21,0.99090534,-4.980535,0.40404984
1190.0,0.0056988057,0.90859127,0.57722455,0.0,0.0,1.6549381,0.00033189761,0.15925258,1.8145226,-0.0,-3.7916377,1.2666599e-21,0.99057072,-5.3029504,0.40554503
1192.0,0.0056732087,0.90644616,0.57296151,0.0,0.0,1.6596708,0.00036684467,0.15101734,1.8110551,-0.0,-3.7727954,7.2257281e-22,0.99021804,-5.6303825,0.40701339
1194.0,0.0056474255,0.90421784,0.56872195,0.0,0.0,1.6642475,0.00040609052,0.143047,1.8077006,-0.0,-3.7538111,4.1270592000000004e-22,0.98984605,-5.9629407,0.40845481
1196.0,0.0056214537,0.90190279,0.56450683,0.0,0.0,1.668666,0.00045023425,0.13534249,1.8044587,-0.0,-3.7346807,2.3602698e-22,0.98945332,-6.3007331,0.40986916
1198.0,0.0055952906,0.89949757,0.5603174,0.0,0.0,1.6729243,0.0004999669,0.12790422,1.8013284,-0.0,-3.7153995,1.3516685000000001e-22,0.98903847,-6.6438656,0.41125631
1200.0,0.0055689323,0.89699817,0.55615491,0.0,0.0,1.67702,0.00055608683,0.12073218,1.7983083,-0.0,-3.6959641,7.751635000000001e-23,0.98859996,-6.9924421,0.41261622
1202.0,0.0055423747,0.89440072,0.55202067,0.0,0.0,1.6809508,0.00061951706,0.11382591,1.7953962,-0.0,-3.6763697,4.4520466e-23,0.98813605,-7.3465638,0.41394868
1204.0,0.0055156145,0.89170098,0.54791623,0.0,0.0,1.6847143,0.00069132663,0.10718449,1.7925901,-0.0,-3.6566126,2.5609397e-23,0.98764503,-7.7063274,0.41525358
1206.0,0.0054886476,0.88889456,0.54384333,0.0,0.0,1.6883081,0.00077275484,0.10080652,1.7898873,-0.0,-3.6366889,1.4755165e-23,0.98712492,-8.071825,0.41653079
1208.0,0.0054614684,0.88597697,0.53980368,0.0,0.0,1.6917295,0.00086524017,0.094690152,1.787285,-0.0,-3.6165946,8.5158355e-24,0.98657358,-8.4431467,0.41778016
1210.0,0.0054340735,0.88294333,0.53579944,0.0,0.0,1.694976,0.00097045407,0.088833056,1.7847795,-0.0,-3.5963261,4.9236158e-24,0.98598874,-8.8203716,0.41900152
1212.0,0.0054064579,0.87978882,0.53183275,0.0,0.0,1.6980448,0.0010903404,0.083232448,1.7823676,-0.0,-3.5758803,2.8520152e-24,0.98536801,-9.203578,0.42019475
1214.0,0.005378617,0.87650824,0.52790606,0.0,0.0,1.7009331,0.0012271625,0.077885091,1.7800453,-0.0,-3.5552547,1.6552718e-24,0.98470873,-9.5928345,0.42135966
1216.0,0.0053505469,0.87309635,0.5240221,0.0,0.0,1.703638,0.0013835575,0.072787277,1.7778089,-0.0,-3.534447,9.626705299999999e-25,0.98400807,-9.9882002,0.42249611
1218.0,0.0053222426,0.86954755,0.52018368,0.0,0.0,1.7061567,0.0015625998,0.067934878,1.7756542,-0.0,-3.5134556,5.610739199999999e-25,0.9832629,-10.389729,0.42360389
1220.0,0.0052937008,0.86585629,0.51639402,0.0,0.0,1.7084862,0.0017678773,0.063323341,1.7735773,-0.0,-3.4922802,3.2774935e-25,0.98247004,-10.797462,0.42468289
1222.0,0.0052649188,0.86201674,0.51265669,0.0,0.0,1.7106234,0.002003578,0.058947705,1.7715746,-0.0,-3.470921,1.9190688999999999e-25,0.98162585,-11.211432,0.42573288
1224.0,0.0052358927,0.85802293,0.50897545,0.0,0.0,1.7125652,0.0022745919,0.054802611,1.7696425,-0.0,-3.4493794,1.126461e-25,0.98072654,-11.63166,0.42675373
1226.0,0.0052066213,0.85386884,0.50535446,0.0,0.0,1.7143087,0.0025866313,0.050882351,1.7677777,-0.0,-3.4276581,6.629347900000001e-26,0.97976798,-12.058155,0.42774522
1228.0,0.005177103,0.84954828,0.50179827,0.0,0.0,1.7158507,0.0029463677,0.047180865,1.765978,-0.0,-3.4057612,3.912094e-26,0.97874576,-12.490913,0.42870721
1230.0,0.0051473384,0.84505486,0.49831176,0.0,0.0,1.7171881,0.0033615911,0.043691784,1.7642415,-0.0,-3.3836944,2.3152012e-26,0.97765511,-12.929919,0.42963946
1232.0,0.0051173279,0.84038228,0.49490032,0.0,0.0,1.7183176,0.003841396,0.040408462,1.7625675,-0.0,-3.3614655,1.3742595e-26,0.97649097,-13.37514,0.43054184
1234.0,0.0050870748,0.8355242,0.49156976,0.0,0.0,1.7192364,0.0043963906,0.037323985,1.7609568,-0.0,-3.3390832,8.182980500000001e-27,0.97524786,-13.826533,0.43141419
1236.0,0.0050565833,0.83047408,0.48832631,0.0,0.0,1.719941,0.0050389403,0.034431241,1.7594112,-0.0,-3.3165598,4.8885679e-27,0.97391993,-14.284039,0.43225625
1238.0,0.005025859,0.82522553,0.48517671,0.0,0.0,1.7204287,0.0057834387,0.031722914,1.757935,-0.0,-3.2939084,2.9305310000000003e-27,0.9725008,-14.747584,0.43306792
1240.0,0.0049949102,0.81977224,0.48212832,0.0,0.0,1.7206961,0.0066466187,0.029191552,1.7565343,-0.0,-3.2711456,1.763093e-27,0.9709838,-15.217085,0.43384898
1242.0,0.0049637472,0.81410778,0.47918886,0.0,0.0,1.7207404,0.0076478953,0.026829578,1.7552179,-0.0,-3.2482896,1.0647318e-27,0.96936178,-15.692439,0.43459928
1244.0,0.0049323826,0.80822605,0.47636679,0.0,0.0,1.7205585,0.0088097481,0.024629345,1.7539976,-0.0,-3.2253618,6.4552915e-28,0.96762705,-16.17354,0.43531865
1246.0,0.0049008313,0.80212098,0.47367096,0.0,0.0,1.7201474,0.01015814,0.022583159,1.7528887,-0.0,-3.2023861,3.9298745000000003e-28,0.96577126,-16.660267,0.4360069
1248.0,0.0048691113,0.79578674,0.47111091,0.0,0.0,1.7195042,0.011722967,0.020683322,1.7519106,-0.0,-3.1793888,2.4027442e-28,0.96378571,-17.152494,0.4366639
1250.0,0.0048372438,0.78921759,0.46869668,0.0,0.0,1.718626,0.013538541,0.018922165,1.7510867,-0.0,-3.156399,1.4756497e-28,0.96166098,-17.650097,0.43728948
1252.0,0.004805252,0.78240824,0.46643898,0.0,0.0,1.7175097,0.015644094,0.017292082,1.750446,-0.0,-3.1334481,9.1051835e-29,0.959387,-18.152948,0.4378835
1254.0,0.0047731623,0.77535355,0.46434891,0.0,0.0,1.7161524,0.018084295,0.015785562,1.7500223,-0.0,-3.11057,5.645577099999999e-29,0.95695293,-18.660927,0.43844578
1256.0,0.0047410051,0.76804876,0.46243829,0.0,0.0,1.7145509,0.02090976,0.014395224,1.7498559,-0.0,-3.0878,3.5182650000000003e-29,0.95434713,-19.173931,0.43897623
1258.0,0.0047088126,0.7604894,0.46071929,0.0,0.0,1.7127016,0.024177553,0.013113844,1.749993,-0.0,-3.0651755,2.2041295999999998e-29,0.95155716,-19.691874,0.43947464
1260.0,0.00467662,0.7526713,0.45920464,0.0,0.0,1.7106011,0.027951645,0.011934384,1.7504871,-0.0,-3.0427349,1.3884281999999999e-29,0.94856936,-20.214701,0.43994093
1262.0,0.0046444656,0.74459076,0.45790753,0.0,0.0,1.7082453,0.032303296,0.010850017,1.7513986,-0.0,-3.0205171,8.7958552e-30,0.94536906,-20.742397,0.44037491
1264.0,0.00461239,0.73624432,0.45684144,0.0,0.0,1.7056296,0.037311364,0.0098541528,1.7527951,-0.0,-2.9985611,5.6052288000000005e-30,0.94194013,-21.274996,0.44077647
1266.0,0.0045804349,0.72762883,0.45602027,0.0,0.0,1.7027489,0.043062475,0.0089404564,1.7547518,-0.0,-2.9769046,3.5938725e-30,0.93826491,-21.812592,0.44114542
1268.0,0.0045486437,0.7187413,0.45545822,0.0,0.0,1.699597,0.049651034,0.0081028678,1.7573509,-0.0,-2.9555836,2.3188956e-30,0.93432373,-22.355352,0.44148159
1270.0,0.0045170616,0.70957911,0.45516962,0.0,0.0,1.6961669,0.05717906,0.0073356195,1.7606815,-0.0,-2.9346316,1.5060719999999999e-30,0.93009478,-22.903532,0.44178483
1272.0,0.0044857329,0.70013976,0.45516908,0.0,0.0,1.6924502,0.065755732,0.0066332445,1.7648392,-0.0,-2.914078,9.8481563e-31,0.92555362,-23.457479,0.44205493
1274.0,0.0044547007,0.69042057,0.45547122,0.0,0.0,1.6884369,0.075496726,0.0059905918,1.7699242,-0.0,-2.8939471,6.4849978e-31,0.9206726,-24.017658,0.44229165
1276.0,0.0044240071,0.68041915,0.45609078,0.0,0.0,1.6841154,0.086523131,0.0054028295,1.7760414,-0.0,-2.8742568,4.3014432e-31,0.91542029,-24.58465,0.44249469
1278.0,0.0043936917,0.67013258,0.45704243,0.0,0.0,1.679472,0.098960109,0.0048654508,1.7832975,-0.0,-2.8550167,2.8745833e-31,0.90976107,-25.159174,0.44266382
1280.0,0.0043637892,0.65955794,0.45834079,0.0,0.0,1.6744902,0.11293498,0.0043742741,1.7917994,-0.0,-2.8362274,1.9359883e-31,0.90365398,-25.742088,0.44279861
1282.0,0.0043343282,0.64869171,0.46000025,0.0,0.0,1.6691513,0.12857504,0.0039254413,1.8016518,-0.0,-2.8178775,1.3143553e-31,0.89705205,-26.3344,0.44289872
1284.0,0.004305332,0.63753003,0.46203497,0.0,0.0,1.6634332,0.14600471,0.0035154123,1.8129534,-0.0,-2.7999425,8.9975682e-32,0.88990128,-26.937269,0.4429636
1286.0,0.0042768125,0.62606823,0.4644587,0.0,0.0,1.6573105,0.16534245,0.0031409571,1.8257939,-0.0,-2.782382,6.212489400000001e-32,0.88213956,-27.552019,0.44299275
1288.0,0.0042487732,0.61430103,0.46728465,0.0,0.0,1.6507539,0.18669726,0.0027991442,1.8402503,-0.0,-2.7651379,4.3277905e-32,0.87369543,-28.18012,0.44298553
1290.0,0.0042212028,0.60222238,0.47052521,0.0,0.0,1.6437298,0.21016513,0.002487326,1.8563823,-0.0,-2.7481306,3.0427442000000003e-32,0.86448693,-28.823202,0.44294119
1292.0,0.0041940748,0.58982539,0.47419181,0.0,0.0,1.6362005,0.23582593,0.0022031202,1.8742296,-0.0,-2.7312574,2.1597760000000001e-32,0.85442036,-29.483038,0.44285893
1294.0,0.0041673449,0.57710242,0.47829446,0.0,0.0,1.6281227,0.26374105,0.001944389,1.8938081,-0.0,-2.7143881,1.5482753000000002e-32,0.84338862,-30.161551,0.44273779
1296.0,0.0041409461,0.56404507,0.48284152,0.0,0.0,1.6194478,0.29395285,0.0017092144,1.91511,-0.0,-2.6973634,1.1213541000000001e-32,0.83127028,-30.860798,0.44257674
1298.0,0.0041147894,0.55064446,0.48783907,0.0,0.0,1.610121,0.32648662,0.0014958719,1.9381034,-0.0,-2.6799901,8.2083735e-33,0.8179279,-31.582987,0.44237456
1300.0,0.0040887566,0.53689098,0.49329057,0.0,0.0,1.6000798,0.36135584,0.0013028026,1.9627384,-0.0,-2.6620402,6.0752061e-33,0.80320704,-32.330479,0.44212994
1302.0,0.0040626987,0.52277499,0.49919632,0.0,0.0,1.5892535,0.3985714,0.0011285847,1.9889535,-0.0,-2.643249,4.5480784e-33,0.78693479,-33.105824,0.44184142
1304.0,0.0040364349,0.50828654,0.50555295,0.0,0.0,1.5775611,0.43815523,0.00097190746,2.0166883,-0.0,-2.6233125,3.4453523e-33,0.76891887,-33.911812,0.4415074
1306.0,0.0040097451,0.49341574,0.51235306,0.0,0.0,1.564909,0.48015779,0.00083154847,2.0458982,-0.0,-2.6018884,2.6421302e-33,0.74894696,-34.751534,0.44112605
1308.0,0.0039823726,0.47815299,0.51958483,0.0,0.0,1.5511869,0.52467918,0.00070635503,2.0765724,-0.0,-2.578598,2.0519382e-33,0.72678649,-35.62849,0.44069538
1310.0,0.0039540185,0.46248892,0.52723211,0.0,0.0,1.5362648,0.5718925,0.00059523137,2.1087525,-0.0,-2.5530267,1.614488e-33,0.70218593,-36.546707,0.44021317
1312.0,0.0039243442,0.4464145,0.53527409,0.0,0.0,1.5199864,0.62206936,0.00049713143,2.1425529,-0.0,-2.5247273,1.2874516e-33,0.67487842,-37.510883,0.43967697
1314.0,0.0038929677,0.42992115,0.54368591,0.0,0.0,1.5021622,0.67560637,0.00041105531,2.1781797,-0.0,-2.4932251,1.0409002e-33,0.64458925,-38.526558,0.43908393
1316.0,0.0038594662,0.41300073,0.55243874,0.0,0.0,1.4825603,0.73305321,0.00033604924,2.2159495,-0.0,-2.4580185,8.5352158e-34,0.61104977,-39.600296,0.43843096
1318.0,0.0038233765,0.39564568,0.56150061,0.00040934535,0.0,1.460894,0.79514277,0.00027120637,2.2563078,-1.9795538e-05,-2.4185853,0.00011684278,0.57402182,-40.739864,0.43771443
1320.0,0.0037841967,0.3778494,0.57083672,0.00093190686,0.0,1.4368088,0.86281967,0.00021566929,2.2998443,-0.00011292699,-2.3743834,0.00036042853,0.53333765,-41.954388,0.43693024
1322.0,0.0037413873,0.35960677,0.5804106,0.0014920137,0.0,1.4098613,0.93728036,0.00016862179,2.3473103,-0.00027231217,-2.324856,0.00069513597,0.48895398,-43.254597,0.43607369
1324.0,0.003694375,0.34091499,0.59018475,0.0021972447,0.0,1.3794917,1.0200137,0.00012928258,2.3996346,-0.00049296353,-2.2694378,0.0011480245,0.44102484,-44.653133,0.4351393
1326.0,0.0036425551,0.32177496,0.60012162,0.0031360427,0.0,1.34499,1.1128362,9.6899341e-05,2.4579229,-0.00075645238,-2.2075591,0.0017581468,0.3899931,-46.164757,0.4341208
1328.0,0.0035852958,0.30219319,0.61018473,0.0044145565,0.0,1.305449,1.217908,7.0740527e-05,2.5234277,-0.0010224063,-2.1386535,0.0025813966,0.33668602,-47.806534,0.43301088
1330.0,0.0035219432,0.28218487,0.62033939,0.0061832205,0.0,1.2597057,1.3376936,5.0087172e-05,2.5974493,-0.0012314692,-2.0621693,0.0036975772,0.28238809,-49.597912,0.43180096
1332.0,0.0034518286,0.261778,0.6305542,0.0086711962,0.0,1.206268,1.4747881,3.4226712e-05,2.6810901,-0.0013222749,-1.9775858,0.0052206777,0.22884856,-51.560383,0.43048117
1334.0,0.0033742785,0.24101946,0.64080137,0.012241279,0.0,1.1432374,1.6314559,2.2450415e-05,2.7747157,-0.0012591917,-1.8844399,0.0073137856,0.17816995,-53.7164,0.42904004
1336.0,0.0032886297,0.21998347,0.6510579,0.017482385,0.0,1.0682539,1.8086039,1.4056272e-05,2.8768718,-0.0010562064,-1.7823681,0.010210674,0.13254151,-56.08672,0.42746446
1338.0,0.003194252,0.1987832,0.66130549,0.025366111,0.0,0.97853541,2.0037692,8.359295e-06,2.9823129,-0.00077664596,-1.6711763,0.014246825,0.093836725,-58.684937,0.42573968
1340.0,0.0030905867,0.17758532,0.67153031,0.037501987,0.0,0.871176,2.2077494,4.7103767e-06,3.0789301,-0.00050191156,-1.5509553,0.019903421,0.063183263,-61.507404,0.42384994
1342.0,0.0029772059,0.15662602,0.68172121,0.056506533,0.0,0.74399269,2.4003909,2.5227068e-06,3.1443861,-0.00028998038,-1.4222679,0.027869519,0.040680777,-64.517258,0.42177975
1344.0,0.0028539102,0.13622281,0.69186622,0.086373277,0.0,0.59722996,2.5488627,1.3008004e-06,3.1460938,-0.00015582296,-1.2864369,0.039134867,0.025419703,-67.625046,0.41951659
1346.0,0.0027208733,0.11676878,0.70194787,0.13236398,0.0,0.43587422,2.6155124,6.6296991e-07,3.0513871,-8.3146137e-05,-1.1459056,0.055136271,0.015821254,-70.67897,0.41705519
1348.0,0.0025788315,0.098692536,0.71193892,0.19947016,0.0,0.27085707,2.5788085,3.468885e-07,2.8496659,-4.7694914e-05,-1.0044768,0.077884659,0.010143682,-73.48732,0.4144021
1350.0,0.0024292471,0.08237911,0.7218014,0.28902188,0.0,0.11657316,2.4524808,1.9384193e-07,2.5690541,-3.1279436e-05,-0.86703157,0.10955783,0.0069081029,-75.880844,0.41157803
1352.0,0.0022743298,0.068081975,0.73149163,0.39560673,0.0,-0.014961321,2.2789271,1.1886853e-07,2.2639658,-2.3813627e-05,-0.73852479,0.15105006,0.0050798613,-77.777527,0.40861499
1354.0,0.002116831,0.055875972,0.74096847,0.50802636,0.0,-0.11860604,2.1018221,8.0593452e-08,1.983216,-2.0513216e-05,-0.62274539,0.2008442,0.0040295306,-79.19709,0.40554923
1356.0,0.0019596792,0.045673247,0.75019962,0.61425215,0.0,-0.19586493,1.9469763,5.987139e-08,1.7511115,-1.9217216e-05,-0.52164048,0.25580949,0.003405594,-80.223419,0.40241417
1358.0,0.0018056132,0.037278865,0.75916356,0.70599228,0.0,-0.25169298,1.8221203,4.7903789e-08,1.5704274,-1.8913772e-05,-0.43543842,0.31274804,0.0030189718,-80.956337,0.39923677
1360.0,0.0016569364,0.030449929,0.76784861,0.77996343,0.0,-0.29157099,1.7250099,4.0542783e-08,1.4334389,-1.9094297e-05,-0.36320442,0.36921743,0.0027683356,-81.482391,0.39603677
1362.0,0.0015154124,0.02493827,0.77625042,0.83666766,0.0,-0.32007354,1.6501842,3.5747824e-08,1.3301107,-1.9491163e-05,-0.30341166,0.42362657,0.0025985357,-81.866043,0.39282811
1364.0,0.0013822671,0.020514304,0.78436935,0.87857121,0.0,-0.34056187,1.5922571,3.2464982e-08,1.2516954,-1.9964591e-05,-0.25434676,0.47505125,0.0024787877,-82.151703,0.38962033
1366.0,0.0012582479,0.0169772,0.79220921,0.90872717,0.0,-0.35536495,1.5469339,3.0122241e-08,1.191569,-2.0446021e-05,-0.21434128,0.52302229,0.0023913691,-82.368935,0.38642004
1368.0,0.0011437068,0.014157068,0.79977542,0.93001723,0.0,-0.36606571,1.5110493,2.8393499e-08,1.1449835,-2.0905854e-05,-0.18188225,0.56736231,0.0023257104,-82.537292,0.38323185
1370.0,0.0010386856,0.011913155,0.80707473,0.94484329,0.0,-0.37374514,1.482325,2.7083614e-08,1.1085798,-2.1334363e-05,-0.15565118,0.60807514,0.0022752597,-82.669853,0.38005906
1372.0,0.00094299315,0.010130408,0.81411445,0.95507008,0.0,-0.37915573,1.4591147,2.6070175e-08,1.079959,-2.1730782e-05,-0.13452642,0.64527351,0.0022357875,-82.775597,0.37690404
1374.0,0.00085627183,0.0087156296,0.82090247,0.96208131,0.0,-0.38283455,1.4402086,2.5272898e-08,1.057374,-2.2097542e-05,-0.11756817,0.67913371,0.0022044526,-82.860855,0.37376851
1376.0,0.00077805057,0.0075937952,0.82744646,0.96687275,0.0,-0.38517511,1.424698,2.4636977e-08,1.0395229,-2.243756e-05,-0.10399699,0.70986599,0.0021792746,-82.930237,0.37065381
1378.0,0.00070778799,0.0067047807,0.83375454,0.97014552,0.0,-0.38647234,1.4118869,2.4123679e-08,1.0254146,-2.27532e-05,-0.093170986,0.73769575,0.0021588283,-82.987152,0.36756083
1380.0,0.00064490479,0.0060005602,0.83983439,0.97238559,0.0,-0.38695163,1.4012334,2.370483e-08,1.0142817,-2.3046056e-05,-0.084564209,0.76285154,0.0021420608,-83.034233,0.36449033
1382.0,0.00058880879,0.0054428666,0.84569395,0.97392595,0.0,-0.38678741,1.3923099,2.3359471e-08,1.0055225,-2.3317072e-05,-0.07774739,0.78555721,0.0021281773,-83.073486,0.36144277
1384.0,0.00053891289,0.0050012651,0.85134065,0.97499317,0.0,-0.38611627,1.3847764,2.3071715e-08,0.99866009,-2.3566763e-05,-0.07237117,0.80602753,0.0021165693,-83.106499,0.35841855
1386.0,0.00049464777,0.0046515865,0.85678202,0.97574013,0.0,-0.38504577,1.3783605,2.2829365e-08,0.9933148,-2.3795428e-05,-0.068151921,0.82446492,0.0021067639,-83.134529,0.35541791
1388.0,0.0004554711,0.0043746568,0.86202526,0.97627002,0.0,-0.38366106,1.372844,2.2622945e-08,0.98918295,-2.4003304e-05,-0.0648598,0.84105837,0.0020983913,-83.158562,0.35244098
1390.0,0.00042087265,0.0041552805,0.86707735,0.97665226,0.0,-0.38202983,1.3680506,2.2445047e-08,0.9860208,-2.4190678e-05,-0.062308852,0.8559829,0.00209116,-83.179398,0.3494879
1392.0,0.00039037768,0.0039814212,0.87194526,0.97693342,0.0,-0.38020584,1.3638386,2.2289834e-08,0.9836328,-2.4357943e-05,-0.06034888,0.86939931,0.0020848389,-83.19767,0.3465586
1394.0,0.00036354837,0.003843552,0.87663543,0.97714502,0.0,-0.37823194,1.3600935,2.215269e-08,0.98186159,-2.4505622e-05,-0.058858715,0.88145471,0.0020792445,-83.21389,0.34365314
1396.0,0.00033998376,0.0037341341,0.88115442,0.97730833,0.0,-0.37614232,1.3567232,2.2029958e-08,0.98058087,-2.4634368e-05,-0.057740774,0.89228338,0.0020742305,-83.228462,0.34077144
1398.0,0.00031931899,0.003647205,0.88550824,0.97743779,0.0,-0.37396413,1.3536531,2.1918726e-08,0.97968888,-2.4744955e-05,-0.056916576,0.90200716,0.00206968,-83.241714,0.33791336
1400.0,0.00030122371,0.0035780489,0.88970298,0.97754335,0.0,-0.37171906,1.3508233,2.1816675e-08,0.97910422,-2.4838253e-05,-0.056323126,0.91073668,0.0020655002,-83.253914,0.3350789
1402.0,0.00028540025,0.0035229384,0.89374441,0.97763181,0.0,-0.36942434,1.3481855,2.1721958e-08,0.97876126,-2.49152e-05,-0.055909958,0.91857189,0.0020616166,-83.265274,0.33226785
1404.0,0.0002715814,0.0034789261,0.89763802,0.97770792,0.0,-0.36709362,1.3457012,2.1633104e-08,0.97860759,-2.4976789e-05,-0.055636741,0.92560321,0.0020579693,-83.275955,0.32948008
1406.0,0.00025952814,0.0034436833,0.90138924,0.97777504,0.0,-0.36473778,1.3433391,2.154894e-08,0.97860128,-2.5024037e-05,-0.055471342,0.93191218,0.0020545111,-83.28611,0.3267155
