Time,T,V,S,I,V0,dv,a,di,r,L,b,S0,tme,virus_burst,virus_decay,tumor_growth,tumor_infection,infected_tumor_death
5.696,413903721.8237483,0.0,413903721.8237483,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,32650742.98671271,0.0,0.0
5.76,415996162.82385576,0.0,415996162.82385576,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,32738189.248910017,0.0,0.0
5.824,418094193.49999213,0.0,418094193.49999213,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,32825478.129843876,0.0,0.0
5.888,420197804.09796107,0.0,420197804.09796107,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,32912608.069672305,0.0,0.0
5.952,422306984.863566,0.0,422306984.863566,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,32999577.519094385,0.0,0.0
6.016,424421726.04261047,0.0,424421726.04261047,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33086384.939288635,0.0,0.0
6.08,426542017.8808981,0.0,426542017.8808981,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33173028.80185192,0.0,0.0
6.144,428667850.6242325,0.0,428667850.6242325,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33259507.58873869,0.0,0.0
6.208,430799214.51841706,0.0,430799214.51841706,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33345819.792200785,0.0,0.0
6.272,432936099.8092555,0.0,432936099.8092555,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33431963.914727625,0.0,0.0
6.336,435078425.2996556,0.0,435078425.2996556,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33517935.608496632,0.0,0.0
6.4,437226340.0501623,0.0,437226340.0501623,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33603739.76516705,0.0,0.0
6.464,439379733.0992204,0.0,439379733.0992204,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33689370.85446073,0.0,0.0
6.528,441538594.5133002,0.0,441538594.5133002,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33774827.41969355,0.0,0.0
6.592,443702914.2589536,0.0,443702914.2589536,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33860108.010292605,0.0,0.0
6.656,445872682.2028142,0.0,445872682.2028142,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,33945211.1818285,0.0,0.0
6.72,448047888.1115976,0.0,448047888.1115976,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34030135.496047586,0.0,0.0
6.784,450228521.65210056,0.0,450228521.65210056,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34114879.52090385,0.0,0.0
6.848,452414572.3912019,0.0,452414572.3912019,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34199441.830590606,0.0,0.0
6.912,454606029.79586226,0.0,454606029.79586226,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34283821.00557214,0.0,0.0
6.976,456802883.23312354,0.0,456802883.23312354,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34368015.632614866,0.0,0.0
7.04,459005121.97010976,0.0,459005121.97010976,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34452024.30481857,0.0,0.0
7.104,461212734.24790895,0.0,461212734.24790895,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34535845.586565405,0.0,0.0
7.168,463425704.54655325,0.0,463425704.54655325,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34619477.91125119,0.0,0.0
7.232,465644020.5940147,0.0,465644020.5940147,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34702919.84757097,0.0,0.0
7.296,467867670.5097009,0.0,467867670.5097009,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34786169.98988785,0.0,0.0
7.36,470096642.28494936,0.0,470096642.28494936,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34869226.93851351,0.0,0.0
7.424,472330923.7830277,0.0,472330923.7830277,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,34952089.29975969,0.0,0.0
7.488,474570502.7391334,0.0,474570502.7391334,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35034755.68598948,0.0,0.0
7.552,476815366.7603939,0.0,476815366.7603939,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35117224.715668,0.0,0.0
7.616,479065503.32586676,0.0,479065503.32586676,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35199495.01341298,0.0,0.0
7.68,481320899.7865394,0.0,481320899.7865394,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35281565.21004479,0.0,0.0
7.744,483581543.36532897,0.0,483581543.36532897,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35363433.94263617,0.0,0.0
7.808,485847421.157083,0.0,485847421.157083,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35445099.854561746,0.0,0.0
7.872,488118520.1285787,0.0,488118520.1285787,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35526561.59554693,0.0,0.0
7.936,490394827.1185235,0.0,490394827.1185235,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35607817.82171671,0.0,0.0
8.0,492676328.8375545,0.0,492676328.8375545,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35688867.19564396,0.0,0.0
8.064,494963011.868239,0.0,494963011.868239,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35769708.38639744,0.0,0.0
8.128,497254862.66507417,0.0,497254862.66507417,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35850340.06958949,0.0,0.0
8.192,499551867.5544871,0.0,499551867.5544871,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,35930760.92742328,0.0,0.0
8.256,501854012.73483485,0.0,501854012.73483485,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36010969.64873985,0.0,0.0
8.32,504161284.2764047,0.0,504161284.2764047,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36090964.929064706,0.0,0.0
8.384,506473668.12141347,0.0,506473668.12141347,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36170745.4706541,0.0,0.0
8.448,508791150.08400834,0.0,508791150.08400834,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36250309.98254105,0.0,0.0
8.512,511113715.85026616,0.0,511113715.85026616,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36329657.18058087,0.0,0.0
8.576,513441350.978194,0.0,513441350.978194,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36408785.78749653,0.0,0.0
8.64,515774040.90771043,0.0,515774040.90771043,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36487694.53326042,0.0,0.0
8.704,518111773.9868099,0.0,518111773.9868099,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36566382.2567378,0.0,0.0
8.768,520454538.2584466,0.0,520454538.2584466,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36644847.79584911,0.0,0.0
8.832,522802319.4492641,0.0,522802319.4492641,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36723089.920913026,0.0,0.0
8.896,525155103.1839586,0.0,525155103.1839586,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36801107.40976293,0.0,0.0
8.96,527512874.98527765,0.0,527512874.98527765,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36878899.04777103,0.0,0.0
9.024,529875620.2740211,0.0,529875620.2740211,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,36956463.627872616,0.0,0.0
9.088,532243324.3690409,0.0,532243324.3690409,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37033799.95058989,0.0,0.0
9.152,534615972.4872409,0.0,534615972.4872409,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37110906.824055746,0.0,0.0
9.216,536993549.7435768,0.0,536993549.7435768,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37187783.06403731,0.0,0.0
9.28,539376041.1510564,0.0,539376041.1510564,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37264427.49395933,0.0,0.0
9.344,541763431.6207397,0.0,541763431.6207397,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37340838.94492739,0.0,0.0
9.408,544155705.9617385,0.0,544155705.9617385,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37417016.2557509,0.0,0.0
9.472,546552848.8812164,0.0,546552848.8812164,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37492958.27296595,0.0,0.0
