T_1_task1,_1_task1
850319918.090419,16.832
853164553.3498068,16.896
856011941.9952368,16.96
858862064.0764543,17.024
861714899.633965,17.088
864570428.6997885,17.152
867428631.2982117,17.216
870289487.4465415,17.28
873152977.1558591,17.344
876019080.4317716,17.408
878887777.2751672,17.472
881759047.6829673,17.536
884632871.6684525,17.6
887509229.7925098,17.664
890388102.3625839,17.728
893269469.4438204,17.792
896153311.1040679,17.856
899039607.4146764,17.92
901928338.4512941,17.984
904819484.2946663,18.048
907713025.0314333,18.112
910608940.7549284,18.176
913507211.5659744,18.24
916407817.573684,18.304
919310738.8962559,18.368
922215955.6617736,18.432
925123448.0090029,18.496
928033196.0881906,18.56
930945180.0618613,18.624
933859380.1056162,18.688
936775776.4089314,18.752
939694349.1759546,18.816
942615078.6263039,18.88
945537944.9958663,18.944
948462928.537594,19.008
951390009.5223039,19.072
954319168.239475,19.136
957250384.9980466,19.2
960183640.1272153,19.264
963118913.9772342,19.328
966056186.9202105,19.392
968995439.3509028,19.456
971936651.6875197,19.52
974879804.3725177,19.584
977824877.8733994,19.648
980771852.6835104,19.712
983720709.3228385,19.776
986671428.338811,19.84
989623990.3070928,19.904
992578375.8323842,19.968
995534565.5492194,20.032
998492540.1227636,20.096
1001452280.2496117,20.16
1004413766.6585859,20.224
1007376979.6678197,20.288
1010341895.7027154,20.352
1013308494.0698963,20.416
1016276755.104421,20.48
1019246659.1575208,20.544
1022218186.5970893,20.608
1025191317.8081733,20.672
1028166033.1934627,20.736
1031142313.1737807,20.8
1034120138.1885737,20.864
1037099488.6964021,20.928
1040080345.17543,20.992
1043062688.1239156,21.056
1046046498.0607014,21.12
1049031755.5257041,21.184
1052018441.0804055,21.248
1055006535.3083417,21.312
1057996018.8155944,21.376
1060986872.23128,21.44
1063979076.2080402,21.504
1066972611.4225332,21.568
1069967458.575922,21.632
1072963598.3943659,21.696
1075961011.6295109,21.76
1078959679.0589786,21.824
1081959581.4868577,21.888
1084960699.7441928,21.952
1087963014.689477,22.016
1090966507.209139,22.08
1093971158.2180362,22.144
1096976948.6599422,22.208
1099983859.5080388,22.272
1102991871.7654064,22.336
1106000966.4655125,22.4
1109011124.6727035,22.464
1112022327.4826944,22.528
1115034556.0230584,22.592
1118047791.4537177,22.656
1121062014.9674337,22.72
1124077207.7902968,22.784
1127093351.1822178,22.848
1130110426.437416,22.912
1133128414.5696447,22.976
1136147295.4348674,23.04
1139167050.0874016,23.104
1142187659.7833848,23.168
1145209105.8089342,23.232
1148231369.4805322,23.296
1151254432.1454134,23.36
1154278275.181952,23.424
1157302880.000046,23.488
1160328228.041505,23.552
1163354300.780436,23.616
1166381079.72363,23.68
1169408546.4109485,23.744
1172436682.4157097,23.808
1175465469.3450744,23.872
1178494888.8404336,23.936
1181524922.577793,24.0
1184555552.2681606,24.064
1187586759.6579337,24.128
1190618526.5292835,24.192
1193650834.7005432,24.256
1196683666.026592,24.32
1199717002.3992448,24.384
1202750825.7476358,24.448
1205785118.0386057,24.512
1208819861.2770882,24.576
1211855037.506497,24.64
1214890628.80911,24.704
1217926617.3064587,24.768
1220962985.1597123,24.832
1223999714.570064,24.896
1227036787.7791197,24.96
1230074187.069281,25.024
1233111894.764135,25.088
1236149893.228837,25.152
1239188164.8705008,25.216
1242226692.1385818,25.28
1245265457.5252647,25.344
1248304443.5658505,25.408
1251343632.8391416,25.472
1254383007.9678288,25.536
1257422551.6188774,25.6
1260462246.0443242,25.664
1263502072.7965467,25.728
1266542014.4791784,25.792
1269582053.7866268,25.856
1272622173.453752,25.92
1275662356.2561646,25.984
1278702585.010525,26.048
1281742842.5748413,26.112
1284783111.8487678,26.176
1287823375.7739038,26.24
1290863617.3340914,26.304
1293903819.555715,26.368
1296943965.5079997,26.432
1299984038.3033082,26.496
1303024021.0974412,26.56
1306063897.089935,26.624
1309103649.52436,26.688
1312143261.6886199,26.752
1315182716.9152484,26.816
1318221998.58171,26.88
1321261090.110697,26.944
1324299974.970428,27.008
1327338636.6749475,27.072
1330377058.7844224,27.136
1333415224.905443,27.2
1336453118.6913197,27.264
1339490723.8423815,27.328
1342528024.1062756,27.392
1345565003.278265,27.456
1348601645.2015274,27.52
1351637933.7674534,27.584
1354673852.9159448,27.648
1357709386.635714,27.712
1360744518.9645815,27.776
1363779233.9897747,27.84
1366813515.8482268,27.904
1369847348.7268746,27.968
1372880716.8629572,28.032
1375913604.5443156,28.096
1378945996.1096888,28.16
1381977875.949015,28.224
1385009228.503727,28.288
1388040023.7682097,28.352
1391070274.7235875,28.416
1394099949.8995357,28.48
1397129033.81209,28.544
1400157511.022846,28.608
1403185366.1392512,28.672
1406212583.8148913,28.736
1409239148.7497792,28.8
1412265045.6906407,28.864
1415290259.4311945,28.928
1418314774.8124352,28.992
1421338576.7229102,29.056
1424361650.098998,29.12
1427383979.9251804,29.184
1430405551.2343154,29.248
1433426349.1079078,29.312
1436446358.6763768,29.376
1439465565.1193204,29.44
1442483953.6657817,29.504
1445501509.594508,29.568
1448518218.2342117,29.632
1451534064.9638264,29.696
1454549035.2127633,29.76
1457563114.4611638,29.824
1460576288.2401497,29.888
1463588542.132073,29.952
1466599861.7707617,30.016
1469610232.8417659,30.08
1472619641.082598,30.144
1475628072.282975,30.208
1478635512.2850552,30.272
1481641946.9836757,30.336
1484647362.326585,30.4
1487651744.3146765,30.464
1490655079.0022156,30.528
1493657352.49707,30.592
1496658550.9609342,30.656
1499658660.6095517,30.72
1502657667.7129385,30.784
1505655558.5955997,30.848
1508652319.6367488,30.912
1511647937.2549932,30.976
1514642396.1212616,31.04
1517635681.42005,31.104
1520627779.5857437,31.168
1523618677.1041374,31.232
1526608360.5125782,31.296
1529596816.4001055,31.36
1532584031.4075875,31.424
1535569992.227856,31.488
1538554685.605839,31.552
1541538098.3386908,31.616
1544520217.2759185,31.68
1547501029.3195062,31.744
1550480521.4240386,31.808
1553458680.5968194,31.872
1556435493.89799,31.936
1559410948.440642,32.0
1562385031.3909311,32.064
1565357729.9681866,32.128
1568329031.4450176,32.192
1571298923.1474175,32.256
1574267392.454869,32.32
1577234426.8004391,32.384
1580200013.6708806,32.448
1583164140.6067233,32.512
1586126795.2023687,32.576
1589087965.106178,32.64
1592047638.0205595,32.704
1595005801.702054,32.768
1597962443.9614158,32.832
1600917552.6636922,32.896
1603871115.7283025,32.96
1606823121.1291099,33.024
1609773556.894495,33.088
1612722411.1074262,33.152
1615669671.9055235,33.216
1618615327.481128,33.28
1621559366.0813587,33.344
1624501776.0081758,33.408
1627442545.618436,33.472
1630381663.3239477,33.536
1633319117.5915217,33.6
1636254896.943023,33.664
1639188989.9554152,33.728
1642121385.2608075,33.792
1645052071.546494,33.856
1647981037.5549955,33.92
1650908272.084095,33.984
1653833763.9868734,34.048
1656757502.1717398,34.112
1659679475.6024625,34.176
1662599673.298195,34.24
1665518084.3335004,34.304
1668434697.8383744,34.368
1671349502.998263,34.432
1674262489.0540812,34.496
1677173645.3022258,34.56
1680082961.094588,34.624
1682990425.838564,34.688
1685896028.9970586,34.752
1688799760.0884938,34.816
1691701608.6868067,34.88
1694601564.4214518,34.944
1697499616.977396,35.008
1700395756.0951142,35.072
1703289971.5705802,35.136
1706182253.2552567,35.2
1709072591.056081,35.264
1711960974.9354515,35.328
1714847394.9112067,35.392
1717731841.0566075,35.456
1720614303.5003107,35.52
1723494772.426346,35.584
1726373238.0740871,35.648
1729249690.73822,35.712
1732124120.7687106,35.776
1734996518.570769,35.84
1737866874.604811,35.904
1740735179.386417,35.968
1743601423.4838936,36.032
1746465595.393179,36.096
1749327683.7587144,36.16
1752187679.05043,36.224
1755045571.7846103,36.288
1757901352.52369,36.352
1760755011.876043,36.416
1763606540.495772,36.48
1766455929.0824885,36.544
1769303168.381095,36.608
1772148249.18156,36.672
1774991162.3186913,36.736
1777831898.6719031,36.8
1780670449.1649823,36.864
1783506804.76585,36.928
1786340956.4863188,36.992
1789172895.381847,37.056
1792002612.551289,37.12
1794830099.1366427,37.184
1797655346.322792,37.248
1800478345.337247,37.312
1803299087.4498787,37.376
1806117563.972653,37.44
1808933766.2593577,37.504
1811747685.7053277,37.568
1814559313.747168,37.632
1817368641.8624685,37.696
1820175661.56952,37.76
1822980364.4270236,37.824
1825782742.0337987,37.888
1828582786.0284836,37.952
1831380488.0892377,38.016
1834175839.933435,38.08
1836968833.3173568,38.144
1839759460.0358813,38.208
1842547711.9221668,38.272
1845333580.8473334,38.336
1848117058.7201405,38.4
1850898137.4866605,38.464
1853676809.12995,38.528
1856453065.6697142,38.592
1859226899.1619713,38.656
1861998301.6987119,38.72
1864767265.4075537,38.784
1867533782.4513934,38.848
1870297845.0280564,38.912
1873059445.3699389,38.976
1875818575.7436516,39.04
1878575228.449655,39.104
1881329395.8218942,39.168
1884081070.2274282,39.232
1886830244.0660565,39.296
1889576909.769942,39.36
1892321059.8032303,39.424
1895062686.6616642,39.488
1897801782.8721962,39.552
1900538340.9925964,39.616
1903272353.611057,39.68
1906003813.345793,39.744
1908732712.8446393,39.808
1911459044.784645,39.872
1914182801.8716617,39.936
1916903976.839931,40.0
1919622562.4516668,40.064
1922338551.496634,40.128
1925051938.8663042,40.192
1927762722.40877,40.256
1930470895.7541404,40.32
1933176452.4058533,40.384
1935879385.9169097,40.448
1938579689.8899517,40.512
1941277357.977346,40.576
1943972383.8812664,40.64
1946664761.3537796,40.704
1949354484.1969295,40.768
1952041546.2628257,40.832
1954725941.4537325,40.896
1957407663.722156,40.96
1960086707.070939,41.024
1962763065.5533512,41.088
1965436733.2731826,41.152
1968107704.3848398,41.216
1970775973.093443,41.28
1973441533.6549208,41.344
1976104380.3761125,41.408
1978764507.6148663,41.472
1981421909.780141,41.536
1984076581.332111,41.6
1986728516.7822664,41.664
1989377710.6935232,41.728
1992024157.680327,41.792
1994667852.4087617,41.856
1997308789.5966597,41.92
1999946964.0137115,41.984
2002582370.4815793,42.048
2005215003.8740087,42.112
2007844859.116944,42.176
2010471931.1886444,42.24
2013096215.1198003,42.304
2015717705.9936535,42.368
2018336398.9461153,42.432
2020952289.1658883,42.496
2023565371.89459,42.56
2026175642.426874,42.624
2028783096.1105578,42.688
2031387728.346747,42.752
2033989534.5899646,42.816
2036588510.3482792,42.88
2039184651.1834347,42.944
2041777952.710983,43.008
2044368410.6004164,43.072
2046956020.5753021,43.136
2049540778.4134166,43.2
2052122679.946884,43.264
2054701721.0623124,43.328
2057277897.7009356,43.392
2059851205.0457957,43.456
2062421635.040473,43.52
2064989182.8443449,43.584
2067553844.1600819,43.648
2070115614.727392,43.712
2072674490.3227692,43.776
2075230466.7592406,43.84
2077783539.8861113,43.904
2080333705.5887067,43.968
2082880959.7881114,44.032
2085425298.4409077,44.096
2087966717.5389094,44.16
2090505213.1088948,44.224
2093040781.2123349,44.288
2095573417.9451237,44.352
2098103119.4373,44.416
2100629881.8527722,44.48
2103153701.3890374,44.544
2105674574.276898,44.608
2108192496.7801785,44.672
2110707465.1954374,44.736
2113219475.8516757,44.8
2115728525.1100476,44.864
2118234609.3635633,44.928
2120737725.0367923,44.992
2123237868.5855644,45.056
2125735036.4966667,45.12
2128229225.287539,45.184
2130720431.5059671,45.248
2133208651.7297723,45.312
2135693882.566501,45.376
2138176120.653108,45.44
2140655362.655641,45.504
2143131605.2689211,45.568
2145604845.2162201,45.632
2148075079.248936,45.696
2150542304.1462684,45.76
2153006516.7148843,45.824
2155467713.7885923,45.888
2157925892.2280035,45.952
2160381048.9201984,46.016
2162833180.778384,46.08
2165282284.741556,46.144
2167728357.774152,46.208
2170171396.8657045,46.272
2172611399.0304947,46.336
2175048361.307199,46.4
2177482280.7585344,46.464
2179913154.470904,46.528
2182340979.554037,46.592
2184765753.1406264,46.656
2187187472.6073875,46.72
2189606138.0117006,46.784
2192021747.6908817,46.848
2194434299.1997886,46.912
2196843790.1277857,46.976
2199250218.0986595,47.04
2201653580.770533,47.104
2204053875.835782,47.168
2206451101.020952,47.232
2208845254.086675,47.296
2211236332.827584,47.36
2213624335.072233,47.424
2216009258.6830153,47.488
2218391101.556076,47.552
2220769861.6212363,47.616
2223145536.841908,47.68
2225518125.2150145,47.744
2227887624.7709074,47.808
2230254033.5732884,47.872
2232617349.7191267,47.936
2234977571.3385806,48.0
2237334696.5949173,48.064
2239688723.684432,48.128
2242039650.836372,48.192
2244387476.3128533,48.256
2246732198.4087873,48.32
2249073815.4517975,48.384
2251412325.8021445,48.448
2253747727.8526487,48.512
2256080020.0286107,48.576
2258409200.7877374,48.64
2260735268.6200604,48.704
2263058222.0478663,48.768
2265378059.6256137,48.832
2267694779.9398627,48.896
2270008381.609196,48.96
2272318863.284146,49.024
2274626223.6471176,49.088
2276930461.4123163,49.152
2279231575.3256717,49.216
2281529564.1647644,49.28
2283824426.7387514,49.344
2286116161.888295,49.408
2288404768.4854875,49.472
2290690245.4337792,49.536
2292972591.6679053,49.6
2295251806.1538153,49.664
2297527887.888599,49.728
2299800835.9004173,49.792
2302070649.248429,49.856
2304337327.022721,49.92
2306600868.338417,49.984
2308861271.866089,50.048
2311118536.436067,50.112
2313372661.1947975,50.176
2315623645.3166223,50.24
2317871488.003651,50.304
2320116188.4856334,50.368
2322357746.019831,50.432
2324596159.8908906,50.496
2326831429.4107113,50.56
2329063553.9183197,50.624
2331292532.7797384,50.688
2333518365.3878584,50.752
2335741051.162305,50.816
2337960589.549315,50.88
2340176980.021599,50.944
2342390222.078217,51.008
2344600315.244443,51.072
2346807259.071637,51.136
2349011053.1371126,51.2
2351211697.0440054,51.264
2353409190.4211416,51.328
2355603532.922907,51.392
2357794724.2291107,51.456
2359982764.044859,51.52
2362167652.100417,51.584
2364349388.151078,51.648
2366527971.9770317,51.712
2368703403.3832254,51.776
2370875682.1992373,51.84
2373044808.2791367,51.904
2375210781.5013523,51.968
2377373601.768538,52.032
2379533269.007437,52.096
2381689783.1687474,52.16
2383843144.226985,52.224
2385993352.1803513,52.288
2388140407.050595,52.352
2390284308.882876,52.416
2392425057.745631,52.48
2394562653.7304354,52.544
2396697096.9518657,52.608
2398828387.5473647,52.672
2400956525.677102,52.736
2403081511.523838,52.8
2405203345.2927847,52.864
2407322027.211469,52.928
2409437557.529594,52.992
2411549936.518899,53.056
2413659164.473021,53.12
2415765241.7073593,53.184
2417868168.5589304,53.248
2419967945.5348845,53.312
2422064573.2444334,53.376
2424158052.120549,53.44
2426248382.6169558,53.504
2428335565.2095532,53.568
2430419600.3963,53.632
2432500488.6971025,53.696
2434578230.6537,53.76
2436652826.8295503,53.824
2438724277.809717,53.888
2440792584.200755,53.952
2442857746.630598,54.016
2444919765.748443,54.08
2446978642.2246385,54.144
2449034376.750569,54.208
2451086970.038542,54.272
2453136422.8216753,54.336
2455182735.853781,54.4
2457225909.9092555,54.464
2459265945.782961,54.528
2461302844.290116,54.592
2463336606.266178,54.656
2465367232.566735,54.72
2467394724.067384,54.784
2469419081.6636257,54.848
2471440306.2707453,54.912
2473458398.823701,54.976
2475473360.277008,55.04
2477485191.6046295,55.104
2479493893.799858,55.168
2481499467.8752046,55.232
2483501914.862284,55.296
2485501235.811702,55.36
2487497431.7929406,55.424
2489490503.8942447,55.488
2491480453.2225094,55.552
2493467280.903165,55.616
2495450988.0800643,55.68
2497431575.915369,55.744
2499409045.5894346,55.808
2501383398.300698,55.872
2503354635.2655644,55.936
2505322757.7182927,56.0
2507287766.9108815,56.064
2509249664.1129575,56.128
2511208450.611658,56.192
2513164127.711522,56.256
2515116696.734374,56.32
2517066159.0192094,56.384
2519012515.922083,56.448
2520955768.8159943,56.512
2522895919.1443934,56.576
2524832968.4832377,56.64
2526766918.285045,56.704
2528697770.0090866,56.768
2530625525.131789,56.832
2532550185.1466427,56.896
2534471751.5641026,56.96
2536390225.911494,57.024
2538305609.732913,57.088
2540217904.5891356,57.152
2542127112.057517,57.216
2544033233.7318983,57.28
2545936271.2225103,57.344
2547836226.15588,57.408
2549733100.1747317,57.472
2551626894.937896,57.536
2553517612.1202126,57.6
2555405253.4124355,57.664
2557289820.5211406,57.728
2559171315.1686287,57.792
2561049739.092832,57.856
2562925094.047223,57.92
2564797381.800716,57.984
2566666604.137576,58.048
2568532762.857325,58.112
2570395859.774649,58.176
2572255896.7193036,58.24
2574112875.5360217,58.304
2575966798.0844193,58.368
2577817666.238906,58.432
2579665481.8885894,58.496
2581510246.9371824,58.56
2583351963.302915,58.624
2585190632.9184375,58.688
2587026257.73073,58.752
2588858839.7010136,58.816
2590688380.804654,58.88
2592514883.0310745,58.944
2594338348.3836613,59.008
2596158778.879675,59.072
2597976176.5501575,59.136
2599790543.439843,59.2
2601601881.607067,59.264
2603410193.1236744,59.328
2605215480.074931,59.392
2607017744.559434,59.456
2608816988.6890187,59.52
2610613214.5886726,59.584
2612406424.396443,59.648
2614196620.263349,59.712
2615983804.3532925,59.776
2617767978.847933,59.84
2619549145.971113,59.904
2621327307.934498,59.968
2623102466.9564714,60.032
2624874625.2680116,60.096
2626643785.112603,60.16
2628409948.7461514,60.224
2630173118.436902,60.288
2631933296.4653497,60.352
2633690485.1241627,60.416
2635444686.71809,60.48
2637195903.5638857,60.544
2638944137.9902177,60.608
2640689392.3375907,60.672
2642431668.958259,60.736
2644170970.216146,60.8
2645907298.486759,60.864
2647640656.1571083,60.928
2649371045.625624,60.992
2651098469.302075,61.056
2652822929.6074843,61.12
2654544428.97405,61.184
2656262969.845062,61.248
2657978554.674821,61.312
2659691185.928558,61.376
2661400866.0823507,61.44
2663107597.623047,61.504
2664811383.0481796,61.568
2666512224.8658876,61.632
2668210125.5948386,61.696
2669905087.764143,61.76
2671597113.913279,61.824
2673286206.592013,61.888
2674972368.3603153,61.952
2676655601.7882853,62.016
2678335909.456071,62.08
2680013293.9537897,62.144
2681687757.88145,62.208
2683359303.848872,62.272
2685027934.475611,62.336
2686693652.3908777,62.4
2688356460.23346,62.464
2690016360.651647,62.528
2691673356.3031497,62.592
2693327449.8550243,62.656
2694978643.983596,62.72
2696626941.3743806,62.784
2698272344.722008,62.848
2699914856.7301464,62.912
2701554480.111425,62.976
2703191217.587358,63.04
2704825071.894895,63.104
2706456045.9133787,63.168
2708084142.453427,63.232
2709709364.280181,63.296
2711331714.1674786,63.36
2712951194.897782,63.424
2714567809.262101,63.488
2716181560.059927,63.552
2717792450.0991545,63.616
2719400482.1960125,63.68
2721005659.1749926,63.744
2722607983.8687763,63.808
2724207459.118163,63.872
2725804087.772003,63.936
2727397872.6871204,64.0
