data_generator_T_without_pico_block_of_inhibition,data_generator_V1_without_pico_block_of_inhibition
2410.0,-54.822243
2420.0,-54.805042
2430.0,-54.787216
2440.0,-54.769417
2450.0,-54.752312
2460.0,-54.734463
2470.0,-54.716587
2480.0,-54.699245
2490.0,-54.680973
2500.0,-54.66346
2510.0,-54.645535
2520.0,-54.627663
2530.0,-54.60952
2540.0,-54.591595
2550.0,-54.573414
2560.0,-54.555305
2570.0,-54.537079
2580.0,-54.518795
2590.0,-54.500496
2600.0,-54.482075
2610.0,-54.463669
2620.0,-54.445133
2630.0,-54.426613
2640.0,-54.407955
2650.0,-54.38932
2660.0,-54.370522
2670.0,-54.351788
2680.0,-54.332809
2690.0,-54.313995
2700.0,-54.294701
2710.0,-54.275875
2720.0,-54.256378
2730.0,-54.237434
2740.0,-54.218159
2750.0,-54.199001
2760.0,-54.179245
2770.0,-54.159966
2780.0,-54.140476
2790.0,-54.12096
2800.0,-54.101292
2810.0,-54.081394
2820.0,-54.06163
2830.0,-54.041737
2840.0,-54.021595
2850.0,-54.001575
2860.0,-53.981411
2870.0,-53.961082
2880.0,-53.940716
2890.0,-53.920147
2900.0,-53.89967
2910.0,-53.879169
2920.0,-53.858421
2930.0,-53.83744
2940.0,-53.816193
2950.0,-53.79488
2960.0,-53.772507
2970.0,-53.753094
2980.0,-53.731712
2990.0,-53.709908
3000.0,-53.687351
3010.0,-53.667171
3020.0,-53.644875
3030.0,-53.622852
3040.0,-53.602486
3050.0,-53.580227
3060.0,-53.557491
3070.0,-53.534325
3080.0,-53.513401
3090.0,-53.490551
3100.0,-53.467457
3110.0,-53.443104
3120.0,-53.422523
3130.0,-53.398972
3140.0,-53.374401
3150.0,-53.35247
3160.0,-53.328152
3170.0,-53.302658
3180.0,-53.279266
3190.0,-53.2579
3200.0,-53.23344
3210.0,-53.208584
3220.0,-53.18269
3230.0,-53.160046
3240.0,-53.134388
3250.0,-53.107056
3260.0,-53.082512
3270.0,-53.059498
3280.0,-53.03326
3290.0,-53.005924
3300.0,-52.980827
3310.0,-52.951942
3320.0,-52.927631
3330.0,-52.901447
3340.0,-52.872543
3350.0,-52.847778
3360.0,-52.819824
3370.0,-52.790749
3380.0,-52.763435
3390.0,-52.732571
3400.0,-52.704769
3410.0,-52.678093
3420.0,-52.648079
3430.0,-52.616901
3440.0,-52.588287
3450.0,-52.556236
3460.0,-52.526638
3470.0,-52.492191
3480.0,-52.463745
3490.0,-52.428864
3500.0,-52.398739
3510.0,-52.36227
3520.0,-52.33215
3530.0,-52.295074
3540.0,-52.263084
3550.0,-52.224861
3560.0,-52.191742
3570.0,-52.152233
3580.0,-52.117558
3590.0,-52.076534
3600.0,-52.040173
3610.0,-51.996445
3620.0,-51.959812
3630.0,-51.916397
3640.0,-51.875095
3650.0,-51.829254
3660.0,-51.785667
3670.0,-51.73745
3680.0,-51.690155
3690.0,-51.639801
3700.0,-51.586777
3710.0,-51.535637
3720.0,-51.47868
3730.0,-51.420837
3740.0,-51.359924
3750.0,-51.292645
3760.0,-51.226856
3770.0,-51.153141
3780.0,-51.077904
3790.0,-50.992542
3800.0,-50.90432
3810.0,-50.802826
3820.0,-50.69342
3830.0,-50.571388
3840.0,-50.427711
3850.0,-50.260067
3860.0,-50.052937
3870.0,-49.788986
3880.0,-49.429218
3890.0,-48.875591
3900.0,-47.843002
3910.0,-44.765831
3920.0,-23.168821
3930.0,-19.260946
3940.0,-19.358604
3950.0,-19.493336
3960.0,-19.626112
3970.0,-19.756636
3980.0,-19.884962
3990.0,-20.011187
4000.0,-20.135355
4010.0,-20.257563
4020.0,-20.377844
4030.0,-20.496304
4040.0,-20.612959
4050.0,-20.727915
4060.0,-20.841181
4070.0,-20.952866
4080.0,-21.062963
4090.0,-21.171595
4100.0,-21.278732
4110.0,-21.38451
4120.0,-21.488871
4130.0,-21.591995
4140.0,-21.693808
4150.0,-21.794399
4160.0,-21.893806
4170.0,-21.992046
4180.0,-22.089224
4190.0,-22.185305
4200.0,-22.280355
4210.0,-22.374424
4220.0,-22.467522
4230.0,-22.559671
4240.0,-22.650946
4250.0,-22.741333
4260.0,-22.830862
4270.0,-22.919664
4280.0,-23.007618
4290.0,-23.094851
4300.0,-23.181351
4310.0,-23.267115
4320.0,-23.352266
4330.0,-23.436764
4340.0,-23.52059
4350.0,-23.60387
4360.0,-23.686567
4370.0,-23.768732
4380.0,-23.850338
4390.0,-23.931442
4400.0,-24.012064
4410.0,-24.092218
4420.0,-24.171942
4430.0,-24.251236
4440.0,-24.330143
4450.0,-24.408657
4460.0,-24.486811
4470.0,-24.564619
4480.0,-24.642109
4490.0,-24.719292
4500.0,-24.796188
4510.0,-24.872826
4520.0,-24.949209
4530.0,-25.025362
4540.0,-25.101318
4550.0,-25.177067
4560.0,-25.252655
4570.0,-25.328068
4580.0,-25.403355
4590.0,-25.478558
4600.0,-25.553513
4610.0,-25.628614
4620.0,-25.703527
4630.0,-25.77837
4640.0,-25.853279
4650.0,-25.928051
4660.0,-26.003
4670.0,-26.077871
4680.0,-26.152826
4690.0,-26.227837
4700.0,-26.302982
4710.0,-26.378103
4720.0,-26.453587
4730.0,-26.529015
4740.0,-26.604811
4750.0,-26.680626
4760.0,-26.756866
4770.0,-26.833208
4780.0,-26.90988
4790.0,-26.986868
4800.0,-27.064138
4810.0,-27.141872
4820.0,-27.219906
4830.0,-27.298386
4840.0,-27.377279
4850.0,-27.456705
4860.0,-27.536678
4870.0,-27.617165
4880.0,-27.698254
4890.0,-27.779982
4900.0,-27.862394
4910.0,-27.945534
4920.0,-28.029455
4930.0,-28.11421
4940.0,-28.199856
4950.0,-28.286455
4960.0,-28.374075
4970.0,-28.462788
4980.0,-28.552671
4990.0,-28.643816
5000.0,-28.736313
5010.0,-28.830269
5020.0,-28.925802
5030.0,-29.023045
5040.0,-29.122143
5050.0,-29.223265
5060.0,-29.326605
5070.0,-29.432386
5080.0,-29.540869
5090.0,-29.652363
5100.0,-29.767241
5110.0,-29.885956
5120.0,-30.009075
5130.0,-30.137321
5140.0,-30.271645
5150.0,-30.413332
5160.0,-30.564209
5170.0,-30.727009
5180.0,-30.906137
5190.0,-31.109453
5200.0,-31.35326
5210.0,-31.681128
5220.0,-32.29274
5230.0,-41.291508
5240.0,-65.996719
5250.0,-66.5858
5260.0,-66.73806
5270.0,-66.642311
5280.0,-66.523506
5290.0,-66.39888
5300.0,-66.269341
5310.0,-66.135323
5320.0,-65.997307
5330.0,-65.855766
5340.0,-65.711166
5350.0,-65.564003
5360.0,-65.414711
5370.0,-65.263733
5380.0,-65.111458
5390.0,-64.958305
5400.0,-64.804581
5410.0,-64.650627
5420.0,-64.496735
5430.0,-64.34301
5440.0,-64.190094
5450.0,-64.037697
5460.0,-63.88612
5470.0,-63.735538
5480.0,-63.586456
5490.0,-63.438335
5500.0,-63.291504
5510.0,-63.146015
5520.0,-63.001915
5530.0,-62.859093
5540.0,-62.717903
5550.0,-62.578075
5560.0,-62.439785
5570.0,-62.302769
5580.0,-62.167328
5590.0,-62.03318
5600.0,-61.900494
5610.0,-61.769032
5620.0,-61.638718
5630.0,-61.508789
5640.0,-61.383747
5650.0,-61.258099
5660.0,-61.134109
5670.0,-61.010479
5680.0,-60.890373
5690.0,-60.770267
5700.0,-60.649925
5710.0,-60.535564
5720.0,-60.418858
5730.0,-60.306702
5740.0,-60.196449
5750.0,-60.087284
5760.0,-59.980042
5770.0,-59.875618
5780.0,-59.77243
5790.0,-59.672462
5800.0,-59.573311
5810.0,-59.478195
5820.0,-59.380936
5830.0,-59.291775
5840.0,-59.202415
5850.0,-59.110321
5860.0,-59.024712
5870.0,-58.939213
5880.0,-58.851589
5890.0,-58.761047
5900.0,-58.666183
5910.0,-58.559147
5920.0,-58.420601
5930.0,-58.188416
5940.0,-57.779339
5950.0,-57.591484
5960.0,-57.54686
5970.0,-57.527122
5980.0,-57.512104
5990.0,-57.497921
6000.0,-57.483894
6010.0,-57.46991
6020.0,-57.455948
6030.0,-57.442005
6040.0,-57.428078
6050.0,-57.414169
6060.0,-57.400272
6070.0,-57.386387
6080.0,-57.372513
6090.0,-57.358646
6100.0,-57.344788
6110.0,-57.330929
6120.0,-57.317074
6130.0,-57.303207
6140.0,-57.289318
6150.0,-57.275379
6160.0,-57.261341
6170.0,-57.247082
6180.0,-57.234043
6190.0,-57.219624
6200.0,-57.204853
6210.0,-57.191204
6220.0,-57.17828
6230.0,-57.163124
6240.0,-57.150299
6250.0,-57.132137
6260.0,-57.123463
6270.0,-57.108784
6280.0,-57.094021
6290.0,-57.082691
6300.0,-57.068451
6310.0,-57.053318
6320.0,-57.03997
6330.0,-57.023327
6340.0,-57.010216
6350.0,-56.999538
6360.0,-56.984795
6370.0,-56.971249
6380.0,-56.952484
6390.0,-56.944214
6400.0,-56.928944
6410.0,-56.91663
6420.0,-56.901871
6430.0,-56.886322
6440.0,-56.874931
6450.0,-56.860397
6460.0,-56.847157
6470.0,-56.832066
6480.0,-56.817165
6490.0,-56.805248
6500.0,-56.789734
6510.0,-56.77636
6520.0,-56.763489
6530.0,-56.748745
6540.0,-56.734097
6550.0,-56.720081
6560.0,-56.70726
6570.0,-56.691902
6580.0,-56.677658
6590.0,-56.664406
6600.0,-56.648579
6610.0,-56.636387
6620.0,-56.622616
6630.0,-56.606602
6640.0,-56.591942
6650.0,-56.578239
6660.0,-56.565353
6670.0,-56.547474
6680.0,-56.535255
6690.0,-56.522671
6700.0,-56.507584
6710.0,-56.493439
6720.0,-56.478947
6730.0,-56.464844
6740.0,-56.45013
6750.0,-56.436134
6760.0,-56.421066
6770.0,-56.407421
6780.0,-56.391373
6790.0,-56.379185
6800.0,-56.363304
6810.0,-56.350113
6820.0,-56.334236
6830.0,-56.321056
6840.0,-56.305622
6850.0,-56.289951
6860.0,-56.276947
6870.0,-56.262005
6880.0,-56.247063
6890.0,-56.232674
6900.0,-56.216927
6910.0,-56.203934
6920.0,-56.187225
6930.0,-56.174526
6940.0,-56.154087
6950.0,-56.144768
6960.0,-56.129768
6970.0,-56.113262
6980.0,-56.100266
6990.0,-56.081993
7000.0,-56.069603
7010.0,-56.054008
7020.0,-56.040611
7030.0,-56.023914
7040.0,-56.010445
7050.0,-55.994659
7060.0,-55.980164
7070.0,-55.964912
7080.0,-55.947842
7090.0,-55.934719
7100.0,-55.919693
7110.0,-55.903603
7120.0,-55.88826
7130.0,-55.874168
7140.0,-55.857418
7150.0,-55.843365
7160.0,-55.827583
7170.0,-55.811806
7180.0,-55.796352
7190.0,-55.782009
7200.0,-55.765327
7210.0,-55.749805
7220.0,-55.735561
7230.0,-55.718849
7240.0,-55.704399
7250.0,-55.686176
7260.0,-55.673134
7270.0,-55.655628
7280.0,-55.641766
7290.0,-55.625591
7300.0,-55.609268
7310.0,-55.594681
7320.0,-55.578232
7330.0,-55.562038
7340.0,-55.547203
7350.0,-55.530418
7360.0,-55.515377
7370.0,-55.498413
7380.0,-55.483311
7390.0,-55.465378
7400.0,-55.451061
7410.0,-55.435089
7420.0,-55.418827
7430.0,-55.402599
7440.0,-55.386593
7450.0,-55.368816
7460.0,-55.354111
7470.0,-55.337528
7480.0,-55.32151
7490.0,-55.304451
7500.0,-55.288746
7510.0,-55.272209
7520.0,-55.255863
7530.0,-55.237892
7540.0,-55.222748
7550.0,-55.20628
7560.0,-55.188198
7570.0,-55.17289
7580.0,-55.156334
7590.0,-55.138603
7600.0,-55.122849
7610.0,-55.105843
7620.0,-55.089218
7630.0,-55.071663
7640.0,-55.055271
7650.0,-55.038528
7660.0,-55.021099
7670.0,-55.004383
7680.0,-54.98716
7690.0,-54.969852
7700.0,-54.953075
7710.0,-54.935055
7720.0,-54.918427
7730.0,-54.901318
7740.0,-54.883289
7750.0,-54.86644
7760.0,-54.849136
7770.0,-54.831322
7780.0,-54.814091
7790.0,-54.796555
7800.0,-54.778664
7810.0,-54.761292
7820.0,-54.743427
7830.0,-54.7258
7840.0,-54.708012
7850.0,-54.69001
7860.0,-54.672279
7870.0,-54.65419
7880.0,-54.636292
7890.0,-54.618229
7900.0,-54.600067
7910.0,-54.581993
7920.0,-54.563675
7930.0,-54.545494
7940.0,-54.527122
7950.0,-54.508781
7960.0,-54.490326
7970.0,-54.471844
7980.0,-54.453289
7990.0,-54.434681
8000.0,-54.416012
8010.0,-54.397282
8020.0,-54.37849
8030.0,-54.359634
8040.0,-54.340721
8050.0,-54.321739
8060.0,-54.3027
8070.0,-54.283581
8080.0,-54.264416
8090.0,-54.245152
8100.0,-54.225864
8110.0,-54.206432
8120.0,-54.187038
8130.0,-54.167343
8140.0,-54.147865
8150.0,-54.128227
8160.0,-54.108425
8170.0,-54.08865
8180.0,-54.068573
8190.0,-54.048714
8200.0,-54.028561
8210.0,-54.008514
8220.0,-53.988285
8230.0,-53.968018
8240.0,-53.947609
8250.0,-53.927002
8260.0,-53.906425
8270.0,-53.885666
8280.0,-53.864712
8290.0,-53.843441
8300.0,-53.822021
8310.0,-53.800236
8320.0,-53.78088
8330.0,-53.759552
8340.0,-53.73761
8350.0,-53.715305
8360.0,-53.692181
8370.0,-53.672398
8380.0,-53.650784
8390.0,-53.630367
8400.0,-53.608116
8410.0,-53.585384
8420.0,-53.562893
8430.0,-53.541889
8440.0,-53.519249
8450.0,-53.496277
8460.0,-53.47308
8470.0,-53.448132
8480.0,-53.427174
8490.0,-53.402782
8500.0,-53.380886
8510.0,-53.356258
8520.0,-53.33371
8530.0,-53.30867
8540.0,-53.287151
8550.0,-53.262665
8560.0,-53.237923
8570.0,-53.211369
8580.0,-53.187775
8590.0,-53.164375
8600.0,-53.138466
8610.0,-53.112686
8620.0,-53.089737
8630.0,-53.063747
8640.0,-53.037289
8650.0,-53.010349
8660.0,-52.986275
8670.0,-52.959396
8680.0,-52.930958
8690.0,-52.905785
8700.0,-52.87653
8710.0,-52.851391
8720.0,-52.822533
8730.0,-52.794731
8740.0,-52.766258
8750.0,-52.738304
8760.0,-52.709221
8770.0,-52.679291
8780.0,-52.651497
8790.0,-52.621834
8800.0,-52.590942
8810.0,-52.560089
8820.0,-52.530281
8830.0,-52.498005
8840.0,-52.465946
8850.0,-52.434395
8860.0,-52.399391
8870.0,-52.368538
8880.0,-52.333286
8890.0,-52.298309
8900.0,-52.265701
8910.0,-52.22937
8920.0,-52.190018
8930.0,-52.157162
8940.0,-52.117851
8950.0,-52.078663
8960.0,-52.042263
8970.0,-52.001652
8980.0,-51.959564
8990.0,-51.918995
9000.0,-51.874672
9010.0,-51.830746
9020.0,-51.784401
9030.0,-51.739193
9040.0,-51.688049
9050.0,-51.640808
9060.0,-51.586498
9070.0,-51.534767
9080.0,-51.477901
9090.0,-51.418125
9100.0,-51.359074
9110.0,-51.29372
9120.0,-51.223427
9130.0,-51.153015
9140.0,-51.073177
9150.0,-50.989113
9160.0,-50.900764
9170.0,-50.799458
9180.0,-50.689915
9190.0,-50.561687
9200.0,-50.420639
9210.0,-50.250256
9220.0,-50.038563
9230.0,-49.774811
9240.0,-49.406055
9250.0,-48.835159
9260.0,-47.76392
9270.0,-44.435776
9280.0,-22.32272
9290.0,-19.236523
9300.0,-19.342442
9310.0,-19.477535
9320.0,-19.610588
9330.0,-19.741375
9340.0,-19.869955
9350.0,-19.996426
9360.0,-20.120831
9370.0,-20.243267
9380.0,-20.363773
9390.0,-20.482445
9400.0,-20.599308
9410.0,-20.714464
9420.0,-20.827925
9430.0,-20.939796
9440.0,-21.050076
9450.0,-21.158882
9460.0,-21.266188
9470.0,-21.372129
9480.0,-21.476648
9490.0,-21.579926
9500.0,-21.681887
9510.0,-21.782621
9520.0,-21.882168
9530.0,-21.98056
9540.0,-22.077847
9550.0,-22.174046
9560.0,-22.26923
9570.0,-22.363403
9580.0,-22.456602
9590.0,-22.548876
9600.0,-22.640249
9610.0,-22.730732
9620.0,-22.820408
9630.0,-22.909237
9640.0,-22.997324
9650.0,-23.084621
9660.0,-23.171204
9670.0,-23.257072
9680.0,-23.342318
9690.0,-23.426853
9700.0,-23.510771
9710.0,-23.594152
9720.0,-23.676907
9730.0,-23.759098
9740.0,-23.840748
9750.0,-23.921911
9760.0,-24.002636
9770.0,-24.082855
9780.0,-24.162619
9790.0,-24.24197
9800.0,-24.320898
9810.0,-24.399469
9820.0,-24.477665
9830.0,-24.555519
9840.0,-24.633039
9850.0,-24.710264
9860.0,-24.787201
9870.0,-24.863853
9880.0,-24.940283
9890.0,-25.01647
9900.0,-25.09244
9910.0,-25.168221
9920.0,-25.243824
9930.0,-25.319271
9940.0,-25.394577
9950.0,-25.469763
9960.0,-25.544847
9970.0,-25.619804
9980.0,-25.694796
9990.0,-25.769655
10000.0,-25.844543
