data_generator_T_baseline,data_generator_V1_baseline
4470.0,-60.058331
4480.0,-59.8894
4490.0,-59.728046
4500.0,-59.563282
4510.0,-59.401695
4520.0,-59.240116
4530.0,-59.080746
4540.0,-58.920322
4550.0,-58.765369
4560.0,-58.608471
4570.0,-58.456173
4580.0,-58.303169
4590.0,-58.155972
4600.0,-58.00935
4610.0,-57.866829
4620.0,-57.725147
4630.0,-57.591206
4640.0,-57.459465
4650.0,-57.331829
4660.0,-57.209431
4670.0,-57.092133
4680.0,-56.979313
4690.0,-56.870827
4700.0,-56.769302
4710.0,-56.671539
4720.0,-56.578445
4730.0,-56.49004
4740.0,-56.405807
4750.0,-56.325558
4760.0,-56.249184
4770.0,-56.176315
4780.0,-56.106728
4790.0,-56.040226
4800.0,-55.976566
4810.0,-55.91555
4820.0,-55.856983
4830.0,-55.800686
4840.0,-55.746487
4850.0,-55.694214
4860.0,-55.643692
4870.0,-55.594688
4880.0,-55.546803
4890.0,-55.502243
4900.0,-55.457729
4910.0,-55.413921
4920.0,-55.373547
4930.0,-55.332981
4940.0,-55.293209
4950.0,-55.253132
4960.0,-55.213264
4970.0,-55.179543
4980.0,-55.144722
4990.0,-55.10891
5000.0,-55.071232
5010.0,-55.037987
5020.0,-55.007717
5030.0,-54.973244
5040.0,-54.9412
5050.0,-54.911488
5060.0,-54.877426
5070.0,-54.846264
5080.0,-54.820942
5090.0,-54.789768
5100.0,-54.761707
5110.0,-54.73003
5120.0,-54.704937
5130.0,-54.676167
5140.0,-54.649384
5150.0,-54.620544
5160.0,-54.59473
5170.0,-54.566124
5180.0,-54.540062
5190.0,-54.513454
5200.0,-54.488785
5210.0,-54.460018
5220.0,-54.436523
5230.0,-54.41087
5240.0,-54.383827
5250.0,-54.361252
5260.0,-54.330635
5270.0,-54.311646
5280.0,-54.284706
5290.0,-54.262138
5300.0,-54.238445
5310.0,-54.213272
5320.0,-54.189053
5330.0,-54.163464
5340.0,-54.141479
5350.0,-54.116943
5360.0,-54.093533
5370.0,-54.069092
5380.0,-54.046799
5390.0,-54.023399
5400.0,-53.99794
5410.0,-53.977104
5420.0,-53.950176
5430.0,-53.930061
5440.0,-53.906685
5450.0,-53.882912
5460.0,-53.860584
5470.0,-53.8377
5480.0,-53.81469
5490.0,-53.790031
5500.0,-53.769367
5510.0,-53.744915
5520.0,-53.722931
5530.0,-53.699825
5540.0,-53.675922
5550.0,-53.654984
5560.0,-53.630104
5570.0,-53.609043
5580.0,-53.585262
5590.0,-53.561985
5600.0,-53.540577
5610.0,-53.511971
5620.0,-53.494453
5630.0,-53.47134
5640.0,-53.446007
5650.0,-53.425591
5660.0,-53.402447
5670.0,-53.376205
5680.0,-53.356544
5690.0,-53.33255
5700.0,-53.309795
5710.0,-53.286877
5720.0,-53.262596
5730.0,-53.240017
5740.0,-53.217598
5750.0,-53.188854
5760.0,-53.170277
5770.0,-53.147446
5780.0,-53.120163
5790.0,-53.09996
5800.0,-53.076416
5810.0,-53.05267
5820.0,-53.028862
5830.0,-53.005173
5840.0,-52.981323
5850.0,-52.957321
5860.0,-52.933319
5870.0,-52.909294
5880.0,-52.88512
5890.0,-52.860847
5900.0,-52.836552
5910.0,-52.812172
5920.0,-52.787663
5930.0,-52.763077
5940.0,-52.738426
5950.0,-52.713665
5960.0,-52.688797
5970.0,-52.663845
5980.0,-52.638794
5990.0,-52.613628
6000.0,-52.58836
6010.0,-52.562988
6020.0,-52.537498
6030.0,-52.511898
6040.0,-52.486179
6050.0,-52.460342
6060.0,-52.43438
6070.0,-52.408295
6080.0,-52.382076
6090.0,-52.355728
6100.0,-52.329014
6110.0,-52.302135
6120.0,-52.276001
6130.0,-52.248432
6140.0,-52.221146
6150.0,-52.194702
6160.0,-52.167313
6170.0,-52.139538
6180.0,-52.111938
6190.0,-52.084282
6200.0,-52.055496
6210.0,-52.027863
6220.0,-51.999527
6230.0,-51.971024
6240.0,-51.942066
6250.0,-51.913311
6260.0,-51.884075
6270.0,-51.854744
6280.0,-51.825241
6290.0,-51.795319
6300.0,-51.765453
6310.0,-51.73513
6320.0,-51.704746
6330.0,-51.673996
6340.0,-51.643082
6350.0,-51.611851
6360.0,-51.580406
6370.0,-51.548653
6380.0,-51.516659
6390.0,-51.484333
6400.0,-51.451775
6410.0,-51.418827
6420.0,-51.385677
6430.0,-51.352024
6440.0,-51.318275
6450.0,-51.283627
6460.0,-51.249325
6470.0,-51.214214
6480.0,-51.1791
6490.0,-51.143242
6500.0,-51.107273
6510.0,-51.070652
6520.0,-51.033737
6530.0,-50.996254
6540.0,-50.958256
6550.0,-50.919788
6560.0,-50.880653
6570.0,-50.841179
6580.0,-50.801247
6590.0,-50.760361
6600.0,-50.718575
6610.0,-50.676083
6620.0,-50.634071
6630.0,-50.591324
6640.0,-50.546818
6650.0,-50.501171
6660.0,-50.453373
6670.0,-50.409588
6680.0,-50.360653
6690.0,-50.314762
6700.0,-50.264648
6710.0,-50.212975
6720.0,-50.161961
6730.0,-50.105667
6740.0,-50.054169
6750.0,-49.994991
6760.0,-49.93948
6770.0,-49.882915
6780.0,-49.820633
6790.0,-49.758121
6800.0,-49.690105
6810.0,-49.624825
6820.0,-49.554707
6830.0,-49.477745
6840.0,-49.403442
6850.0,-49.323727
6860.0,-49.236382
6870.0,-49.147793
6880.0,-49.051216
6890.0,-48.948765
6900.0,-48.834705
6910.0,-48.71603
6920.0,-48.583355
6930.0,-48.433659
6940.0,-48.264507
6950.0,-48.063484
6960.0,-47.829636
6970.0,-47.528408
6980.0,-47.139389
6990.0,-46.568989
7000.0,-45.606293
7010.0,-43.432327
7020.0,-32.976471
7030.0,-21.902935
7040.0,-21.839319
7050.0,-21.93215
7060.0,-22.025316
7070.0,-22.117445
7080.0,-22.208586
7090.0,-22.298737
7100.0,-22.387968
7110.0,-22.476269
7120.0,-22.563709
7130.0,-22.650269
7140.0,-22.736034
7150.0,-22.820965
7160.0,-22.905159
7170.0,-22.98856
7180.0,-23.071287
7190.0,-23.153255
7200.0,-23.23461
7210.0,-23.315243
7220.0,-23.395309
7230.0,-23.474674
7240.0,-23.553532
7250.0,-23.631815
7260.0,-23.709488
7270.0,-23.786697
7280.0,-23.8633
7290.0,-23.93951
7300.0,-24.015205
7310.0,-24.090431
7320.0,-24.165215
7330.0,-24.23959
7340.0,-24.313541
7350.0,-24.3871
7360.0,-24.46031
7370.0,-24.533127
7380.0,-24.605646
7390.0,-24.677795
7400.0,-24.749617
7410.0,-24.821186
7420.0,-24.892443
7430.0,-24.963484
7440.0,-25.034229
7450.0,-25.104738
7460.0,-25.17502
7470.0,-25.245094
7480.0,-25.314972
7490.0,-25.384665
7500.0,-25.454185
7510.0,-25.523548
7520.0,-25.592772
7530.0,-25.661865
7540.0,-25.730839
7550.0,-25.799717
7560.0,-25.868504
7570.0,-25.937212
7580.0,-26.005867
7590.0,-26.074465
7600.0,-26.143038
7610.0,-26.211571
7620.0,-26.280117
7630.0,-26.34869
7640.0,-26.417168
7650.0,-26.485861
7660.0,-26.554504
7670.0,-26.623203
7680.0,-26.692024
7690.0,-26.760914
7700.0,-26.829895
7710.0,-26.899063
7720.0,-26.968241
7730.0,-27.037733
7740.0,-27.107313
7750.0,-27.177095
7760.0,-27.247099
7770.0,-27.317186
7780.0,-27.387697
7790.0,-27.458488
7800.0,-27.529396
7810.0,-27.600723
7820.0,-27.672358
7830.0,-27.744162
7840.0,-27.816509
7850.0,-27.889376
7860.0,-27.962458
7870.0,-28.035988
7880.0,-28.109966
7890.0,-28.184456
7900.0,-28.25947
7910.0,-28.33499
7920.0,-28.411091
7930.0,-28.487789
7940.0,-28.565128
7950.0,-28.643137
7960.0,-28.721857
7970.0,-28.801331
7980.0,-28.881599
7990.0,-28.962711
8000.0,-29.044716
8010.0,-29.12767
8020.0,-29.21163
8030.0,-29.296661
8040.0,-29.382835
8050.0,-29.47023
8060.0,-29.558929
8070.0,-29.649033
8080.0,-29.740646
8090.0,-29.833893
8100.0,-29.928911
8110.0,-30.025864
8120.0,-30.124939
8130.0,-30.226357
8140.0,-30.330383
8150.0,-30.437344
8160.0,-30.54764
8170.0,-30.661785
8180.0,-30.780443
8190.0,-30.904514
8200.0,-31.035261
8210.0,-31.174545
8220.0,-31.325306
8230.0,-31.492619
8240.0,-31.686459
8250.0,-31.930904
8260.0,-32.31147
8270.0,-33.841362
8280.0,-60.882572
8290.0,-64.894379
8300.0,-64.792206
8310.0,-64.622993
8320.0,-64.448509
8330.0,-64.270294
8340.0,-64.089027
8350.0,-63.905323
8360.0,-63.719822
8370.0,-63.533043
8380.0,-63.345371
8390.0,-63.157471
8400.0,-62.969349
8410.0,-62.781898
8420.0,-62.594925
8430.0,-62.408936
8440.0,-62.223873
8450.0,-62.039917
8460.0,-61.857254
8470.0,-61.676857
8480.0,-61.497292
8490.0,-61.319164
8500.0,-61.142418
8510.0,-60.968613
8520.0,-60.794907
8530.0,-60.622955
8540.0,-60.454189
8550.0,-60.286041
8560.0,-60.118565
8570.0,-59.953445
8580.0,-59.78896
8590.0,-59.624722
8600.0,-59.461842
8610.0,-59.304314
8620.0,-59.142586
8630.0,-58.98867
8640.0,-58.830551
8650.0,-58.678448
8660.0,-58.524197
8670.0,-58.376347
8680.0,-58.228268
8690.0,-58.083633
8700.0,-57.940304
8710.0,-57.802151
8720.0,-57.663651
8730.0,-57.533752
8740.0,-57.407623
8750.0,-57.284309
8760.0,-57.166103
8770.0,-57.052296
8780.0,-56.943642
8790.0,-56.839836
8800.0,-56.740452
8810.0,-56.645855
8820.0,-56.555847
8830.0,-56.469852
8840.0,-56.387962
8850.0,-56.30999
8860.0,-56.235466
8870.0,-56.164326
8880.0,-56.09634
8890.0,-56.031235
8900.0,-55.968849
8910.0,-55.908981
8920.0,-55.851456
8930.0,-55.796104
8940.0,-55.742767
8950.0,-55.691296
8960.0,-55.641529
8970.0,-55.593288
8980.0,-55.546314
8990.0,-55.500061
9000.0,-55.455738
9010.0,-55.41597
9020.0,-55.374336
9030.0,-55.333183
9040.0,-55.293812
9050.0,-55.257034
9060.0,-55.219078
9070.0,-55.1814
9080.0,-55.147022
9090.0,-55.109802
9100.0,-55.077808
9110.0,-55.041985
9120.0,-55.008953
9130.0,-54.979073
9140.0,-54.944485
9150.0,-54.914284
9160.0,-54.883003
9170.0,-54.855221
9180.0,-54.822773
9190.0,-54.793991
9200.0,-54.766487
9210.0,-54.736202
9220.0,-54.710464
9230.0,-54.680325
9240.0,-54.654419
9250.0,-54.623669
9260.0,-54.59951
9270.0,-54.571396
9280.0,-54.547146
9290.0,-54.515461
9300.0,-54.495235
9310.0,-54.466206
9320.0,-54.44363
9330.0,-54.416702
9340.0,-54.393044
9350.0,-54.365692
9360.0,-54.343029
9370.0,-54.318821
9380.0,-54.29287
9390.0,-54.26804
9400.0,-54.244724
9410.0,-54.218365
9420.0,-54.19725
9430.0,-54.16774
9440.0,-54.148663
9450.0,-54.125954
9460.0,-54.099789
9470.0,-54.078609
9480.0,-54.053913
9490.0,-54.031105
9500.0,-54.006092
9510.0,-53.984447
9520.0,-53.961563
9530.0,-53.935406
9540.0,-53.915897
9550.0,-53.889896
9560.0,-53.86972
9570.0,-53.84042
9580.0,-53.823597
9590.0,-53.800461
9600.0,-53.775803
9610.0,-53.754852
9620.0,-53.729931
9630.0,-53.70908
9640.0,-53.685287
9650.0,-53.66312
9660.0,-53.640457
9670.0,-53.617287
9680.0,-53.593571
9690.0,-53.571609
9700.0,-53.54966
9710.0,-53.524734
9720.0,-53.503811
9730.0,-53.475018
9740.0,-53.456242
9750.0,-53.43507
9760.0,-53.410557
9770.0,-53.388672
9780.0,-53.36528
9790.0,-53.341232
9800.0,-53.319901
9810.0,-53.292912
9820.0,-53.273083
9830.0,-53.249954
9840.0,-53.226852
9850.0,-53.203476
9860.0,-53.18
9870.0,-53.156742
9880.0,-53.133354
9890.0,-53.109745
9900.0,-53.08614
9910.0,-53.062626
9920.0,-53.038937
9930.0,-53.015099
9940.0,-52.991299
9950.0,-52.967472
9960.0,-52.943474
9970.0,-52.919392
9980.0,-52.895313
9990.0,-52.87114
10000.0,-52.846828
