data_set_T_baseline,data_set_EXC2_baseline,data_set_FV1_baseline,data_set_FV2_baseline,data_set_FV3_baseline,data_set_FV4_baseline,data_set_H1_baseline,data_set_H2_baseline,data_set_H3_baseline,data_set_H4_baseline,data_set_INH1_baseline,data_set_INH2_baseline,data_set_INH3_baseline,data_set_INH4_baseline,data_set_M2_baseline,data_set_M3_baseline,data_set_M4_baseline,data_set_V1_baseline,data_set_V2_baseline,data_set_V3_baseline,data_set_V4_baseline
1080.0,0.034238186,0.057063647,0.024817083,0.13774347,0.096971028,0.39476991,0.26837105,0.39612469,0.41208163,0.0186725,0.066282049,0.019738801,0.069429688,0.16087382,0.21467918,0.039543688,-54.438652,-44.684372,-37.336639,-38.925369
1090.0,0.034322906,0.057204846,0.02486163,0.13707049,0.097006083,0.39556906,0.26869953,0.39554903,0.41158912,0.018588904,0.066110857,0.019767283,0.069140211,0.16017108,0.21453388,0.039735243,-54.417683,-44.677013,-37.359352,-38.923767
1100.0,0.034422025,0.057370041,0.025143592,0.13698298,0.097861148,0.39636403,0.26902559,0.39497644,0.41109681,0.018590789,0.066343747,0.019979212,0.069185421,0.15947236,0.21438524,0.03992714,-54.393211,-44.630749,-37.362312,-38.884876
1110.0,0.034495026,0.057491709,0.024998406,0.13585012,0.097225405,0.39715478,0.26934883,0.39440668,0.41060421,0.018439647,0.065847151,0.019860314,0.068632074,0.1587778,0.21423422,0.040119942,-54.375233,-44.654507,-37.400776,-38.913765
1120.0,0.034600232,0.057667051,0.025387742,0.13602757,0.098427713,0.39794144,0.26966992,0.39384004,0.41011208,0.018479863,0.066255763,0.020154031,0.068828732,0.15808716,0.21407956,0.040312778,-54.34938,-44.591095,-37.394733,-38.859272
1130.0,0.034690347,0.057817243,0.02552804,0.13559875,0.098762654,0.39872393,0.26998833,0.39327624,0.40961987,0.018431284,0.06624046,0.020254957,0.06867785,0.15740062,0.2139224,0.040506307,-54.327297,-44.568474,-37.409348,-38.844196
1140.0,0.034778379,0.057963967,0.025635339,0.13509032,0.098976336,0.39950231,0.27030417,0.39271536,0.40912774,0.018370936,0.066167288,0.020330021,0.068481244,0.15671811,0.21376248,0.040700313,-54.305775,-44.551254,-37.426727,-38.834602
1150.0,0.034873713,0.058122855,0.025866261,0.13488117,0.099603489,0.4002766,0.27061757,0.39215741,0.40863588,0.018354198,0.066298962,0.020499932,0.068456404,0.15603955,0.21359965,0.040894639,-54.282528,-44.514435,-37.433891,-38.806553
1160.0,0.034950554,0.058250926,0.025786625,0.13392958,0.099166609,0.40104678,0.27092829,0.39160219,0.40814394,0.018228697,0.065910973,0.020430306,0.068004295,0.15536505,0.21343453,0.041089632,-54.263832,-44.527096,-37.46661,-38.826077
1170.0,0.035050787,0.05841798,0.026101172,0.13392295,0.10006088,0.40181297,0.27123678,0.39104998,0.4076525,0.018241283,0.066177465,0.020663748,0.068095684,0.15469442,0.21326627,0.041284665,-54.239502,-44.47731,-37.466835,-38.786194
1180.0,0.03514481,0.05857468,0.026311474,0.13366501,0.10059343,0.40257508,0.2715427,0.39050058,0.40716121,0.018217027,0.06626758,0.020816555,0.068042696,0.15402776,0.21309553,0.041480146,-54.21674,-44.444347,-37.475739,-38.762592
1190.0,0.035225116,0.058708526,0.026289746,0.13286254,0.10033444,0.40333316,0.27184597,0.38995391,0.40666994,0.018112835,0.065973222,0.020790569,0.067675069,0.15336508,0.21292253,0.041676156,-54.197342,-44.447739,-37.503529,-38.774055
1200.0,0.035327811,0.058879685,0.026647333,0.13295047,0.10134672,0.40408728,0.27214703,0.3894102,0.40617925,0.018139008,0.066300638,0.021055736,0.067821905,0.15270622,0.21274655,0.041872162,-54.1726,-44.392231,-37.500477,-38.729401
1210.0,0.035409857,0.059016429,0.026655152,0.13222183,0.101173,0.4048374,0.27244538,0.38886914,0.40568858,0.018045325,0.066051796,0.021051742,0.067496374,0.15205136,0.21256854,0.04206875,-54.152878,-44.391026,-37.525822,-38.737034
1220.0,0.035505433,0.059175719,0.026891541,0.13202678,0.10175993,0.40558356,0.27274141,0.38833091,0.4051984,0.018029746,0.066175207,0.021222921,0.067479514,0.15140031,0.21238782,0.042265426,-54.129959,-44.354736,-37.532623,-38.711285
1230.0,0.035600062,0.059333436,0.02711216,0.13179635,0.10228349,0.40632576,0.27303499,0.38779548,0.4047085,0.018008796,0.066270061,0.021381469,0.067442007,0.15075313,0.21220472,0.042462379,-54.107327,-44.321144,-37.540672,-38.688423
1240.0,0.035676382,0.05946064,0.027014973,0.13083088,0.10174967,0.40706399,0.27332589,0.38726264,0.4042187,0.017880106,0.065849245,0.021296468,0.066978395,0.15010989,0.2120197,0.042659815,-54.089111,-44.335911,-37.574528,-38.711731
1250.0,0.035781406,0.059635676,0.027414015,0.13100842,0.10284708,0.40779838,0.2736147,0.38673273,0.40372965,0.017918758,0.066226393,0.021590764,0.067177989,0.14947034,0.21183173,0.042857077,-54.064106,-44.275616,-37.568287,-38.663933
1260.0,0.03586407,0.059773449,0.027418017,0.13028464,0.10264293,0.4085288,0.27390081,0.38620538,0.40324065,0.017825224,0.065969728,0.021582957,0.066853493,0.14883472,0.21164198,0.043054853,-54.044476,-44.275017,-37.593777,-38.672791
1270.0,0.035964731,0.059941221,0.027737318,0.13027276,0.10346384,0.40925539,0.2741847,0.38568082,0.40275231,0.017836053,0.066212796,0.021815583,0.066943936,0.14820282,0.21144962,0.043252558,-54.020622,-44.22739,-37.594196,-38.637264
1280.0,0.036049772,0.060082953,0.027783921,0.1296477,0.10338056,0.40997806,0.27446598,0.3851589,0.40226415,0.017756671,0.066019043,0.02183938,0.066676639,0.14757477,0.2112554,0.043450654,-54.000523,-44.220482,-37.61631,-38.640858
1290.0,0.036147594,0.060245991,0.028048364,0.12951149,0.10400791,0.41069689,0.27474499,0.38463971,0.40177658,0.017749056,0.066170476,0.022029415,0.066694684,0.14695044,0.21105875,0.043648724,-53.977455,-44.181503,-37.62114,-38.613857
1300.0,0.036233004,0.060388342,0.028095847,0.12889181,0.10391739,0.41141188,0.27502146,0.38412309,0.40128928,0.017670238,0.065976009,0.022053378,0.06643007,0.14632992,0.21086022,0.043847106,-53.957363,-44.174541,-37.643169,-38.617744
1310.0,0.036331091,0.060551818,0.028360646,0.12875368,0.104531,0.41212305,0.27529564,0.38360921,0.40080261,0.017662175,0.066122793,0.022242937,0.066447355,0.14571309,0.21065934,0.044045437,-53.934345,-44.135929,-37.648094,-38.591457
1320.0,0.036420584,0.060700972,0.028471716,0.12828213,0.1046376,0.41283038,0.27556738,0.38309789,0.4003163,0.01760483,0.066027455,0.02231491,0.066268474,0.14510001,0.21045657,0.044244006,-53.913395,-44.119835,-37.664936,-38.586903
1330.0,0.036517341,0.060862232,0.028713018,0.12808475,0.1051544,0.41353393,0.2758368,0.38258925,0.39983055,0.017587909,0.0661292,0.02248553,0.066252045,0.14449061,0.21025163,0.044442557,-53.890797,-44.085087,-37.672001,-38.564884
1340.0,0.03659248,0.060987469,0.028561478,0.12703553,0.10441212,0.41423365,0.27610359,0.38208306,0.39934501,0.017445624,0.065623231,0.022357494,0.065734431,0.143885,0.21004511,0.044641495,-53.873283,-44.106876,-37.709713,-38.596539
1350.0,0.036701433,0.061169054,0.02901018,0.12729383,0.10558257,0.41492966,0.27636838,0.3815797,0.39886039,0.017495466,0.066044107,0.022685237,0.065985277,0.14328294,0.20983595,0.044840038,-53.847954,-44.042675,-37.700405,-38.546719
1360.0,0.036794282,0.061323807,0.02916611,0.12691599,0.10581374,0.41562188,0.27663061,0.38107881,0.39837611,0.017451705,0.066011444,0.022790354,0.06586203,0.14268459,0.20962515,0.045038857,-53.82642,-44.020592,-37.714024,-38.536934
1370.0,0.036883339,0.06147223,0.029252024,0.12638636,0.10581485,0.41631034,0.27689046,0.38058048,0.3978923,0.017385518,0.065868773,0.022841956,0.065649465,0.14208992,0.20941253,0.045237772,-53.805817,-44.008472,-37.733177,-38.536888
1380.0,0.036981594,0.06163599,0.029499101,0.12620333,0.10632075,0.41699505,0.27714804,0.38008478,0.39740911,0.017370226,0.065971121,0.023015497,0.065641224,0.14149883,0.20919782,0.045436595,-53.783134,-43.973808,-37.739815,-38.515545
1390.0,0.037073433,0.061789058,0.029623585,0.12575866,0.10643755,0.41767603,0.27740324,0.37959155,0.39692643,0.017316395,0.065886103,0.023096029,0.065478474,0.1409114,0.20898138,0.045635529,-53.76199,-43.956451,-37.755966,-38.510632
1400.0,0.037168968,0.061948277,0.029813496,0.12545028,0.10675104,0.41835332,0.27765611,0.37910092,0.39644432,0.017282551,0.065896891,0.02322565,0.065396674,0.14032756,0.20876303,0.045834422,-53.740044,-43.930107,-37.767197,-38.497463
1410.0,0.037260041,0.062100071,0.029912747,0.12495793,0.10678067,0.41902688,0.27790663,0.37861276,0.39596274,0.017221453,0.065772846,0.023286682,0.065204896,0.13974732,0.20854297,0.046033386,-53.71917,-43.916405,-37.785179,-38.49622
1420.0,0.037362196,0.062270325,0.03021971,0.12488744,0.10744137,0.41969678,0.27815491,0.37812722,0.39548188,0.017222552,0.065952018,0.023503894,0.065265261,0.1391706,0.20832089,0.046232168,-53.695812,-43.874302,-37.787758,-38.468586
1430.0,0.037439402,0.062399004,0.030055571,0.12384094,0.10664575,0.42036295,0.27840063,0.37764397,0.39500132,0.017079804,0.065430775,0.02336563,0.064745091,0.13859756,0.20809755,0.046431281,-53.6782,-43.896763,-37.826199,-38.501881
1440.0,0.037547749,0.06257958,0.030460753,0.12397786,0.10760433,0.42102548,0.27864438,0.37716347,0.39452171,0.017111298,0.065755323,0.023656668,0.064928263,0.13802794,0.20787185,0.046629928,-53.653542,-43.841526,-37.821152,-38.461796
1450.0,0.037649319,0.062748864,0.030733608,0.12384162,0.10814947,0.42168432,0.27888572,0.37668538,0.39404264,0.017102445,0.065882079,0.023847638,0.064948812,0.13746187,0.20764455,0.046828639,-53.630486,-43.804729,-37.826172,-38.439137
1460.0,0.037730202,0.062883668,0.0306188,0.12290427,0.10749992,0.42233953,0.27912459,0.37620965,0.39356393,0.016975533,0.065434128,0.023746276,0.064492561,0.13689941,0.207416,0.047027577,-53.612167,-43.820175,-37.86084,-38.466145
1470.0,0.037835184,0.063058637,0.030946717,0.12287321,0.1081997,0.4229911,0.2793614,0.3757365,0.39308614,0.016982146,0.065635674,0.023978015,0.064576961,0.13634035,0.20718528,0.047226124,-53.588444,-43.776211,-37.861996,-38.437054
1480.0,0.037939638,0.063232735,0.031258158,0.1228116,0.10884205,0.42363903,0.27959591,0.37526584,0.39260894,0.016984081,0.065811746,0.024196997,0.064642668,0.13578479,0.20695291,0.047424618,-53.564903,-43.734871,-37.864281,-38.410496
1490.0,0.03802691,0.063378185,0.031238768,0.12207425,0.10848054,0.42428333,0.27982798,0.37479752,0.39213222,0.016886489,0.065504208,0.024167288,0.064305045,0.13523276,0.20671926,0.047623269,-53.54528,-43.737434,-37.891731,-38.425426
1500.0,0.038135253,0.063558757,0.031609833,0.12212299,0.10929367,0.42492402,0.28005803,0.37433174,0.39165637,0.016904779,0.065761305,0.024430584,0.064438298,0.13468412,0.20648359,0.047821548,-53.520977,-43.688667,-37.889912,-38.391907
1510.0,0.038228489,0.063714147,0.031693272,0.12159593,0.10922935,0.4255611,0.28028563,0.37386832,0.39118099,0.016837932,0.06559971,0.02447743,0.064226151,0.13413897,0.20624661,0.048019942,-53.500114,-43.677776,-37.909615,-38.39455
1520.0,0.038332555,0.063887589,0.031972975,0.12145934,0.10975163,0.42619461,0.28051111,0.37340736,0.39070642,0.016828692,0.065719515,0.024671366,0.064248592,0.13359722,0.20600787,0.04821809,-53.476883,-43.641476,-37.91473,-38.373123
1530.0,0.03841548,0.064025797,0.031844005,0.12051002,0.10905017,0.42682448,0.28073412,0.37294868,0.39023226,0.016699504,0.065252751,0.024558911,0.063782707,0.13305898,0.20576797,0.048416421,-53.458416,-43.658176,-37.950436,-38.40192
1540.0,0.038520467,0.064200781,0.032127779,0.12037636,0.10957474,0.42745081,0.28095514,0.37249255,0.38975903,0.016690666,0.065374039,0.024755403,0.063807689,0.13252406,0.20552613,0.048614331,-53.435085,-43.621517,-37.955482,-38.380371
1550.0,0.038630359,0.064383931,0.032494221,0.1204121,0.11034085,0.42807359,0.28117394,0.37203884,0.38928652,0.016706625,0.065613523,0.025013573,0.063933708,0.13199249,0.20528264,0.048812073,-53.410728,-43.574638,-37.954136,-38.349056
1560.0,0.038729738,0.064549565,0.032649342,0.12002125,0.11048153,0.42869276,0.28139043,0.37158743,0.38881457,0.01665988,0.065550193,0.025113681,0.063804366,0.13146436,0.20503789,0.049009819,-53.38876,-43.554947,-37.968914,-38.343327
1570.0,0.038827196,0.064711995,0.032766312,0.11956035,0.11049686,0.42930838,0.28160471,0.37113839,0.3883433,0.016602496,0.065430351,0.025184631,0.063632049,0.1309396,0.20479169,0.049207456,-53.367264,-43.540157,-37.986401,-38.342705
1580.0,0.038931504,0.06488584,0.033003099,0.11933301,0.11086426,0.42992049,0.28181681,0.37069175,0.38787282,0.016579591,0.065479189,0.025345072,0.063600786,0.13041815,0.20454389,0.049404871,-53.344315,-43.510376,-37.995045,-38.327774
1590.0,0.03903535,0.065058917,0.033224531,0.11906635,0.11118089,0.43052903,0.28202674,0.37024748,0.38740304,0.016551007,0.065502182,0.025493762,0.063547216,0.12990005,0.20429465,0.049602136,-53.321522,-43.482712,-38.005207,-38.314941
1600.0,0.039133206,0.06522201,0.033321749,0.11856748,0.1111302,0.43113405,0.2822344,0.36980551,0.38693386,0.016487887,0.065352276,0.025549559,0.063351892,0.12938531,0.20404409,0.049799338,-53.300098,-43.470623,-38.024265,-38.316994
1610.0,0.039239563,0.065399274,0.033574071,0.11836237,0.1115275,0.43173555,0.28243995,0.36936593,0.38646552,0.016468208,0.06541609,0.025720818,0.063335292,0.12887383,0.20379196,0.049996268,-53.276867,-43.439404,-38.03212,-38.30093
1620.0,0.039343979,0.065573297,0.033779122,0.11806442,0.11178416,0.43233353,0.28264332,0.36892867,0.38599786,0.016434815,0.065412641,0.025856681,0.063262723,0.12836565,0.20353846,0.05019306,-53.254116,-43.4142,-38.043556,-38.290581
1630.0,0.03944698,0.065744966,0.033946268,0.11770036,0.1119279,0.432928,0.28284448,0.36849374,0.38553092,0.016391464,0.065357469,0.025964156,0.063149042,0.12786077,0.20328361,0.050389711,-53.231731,-43.393761,-38.05756,-38.284794
1640.0,0.039547555,0.065912589,0.034056298,0.11722089,0.11190531,0.43351895,0.28304347,0.3680611,0.38506466,0.01633119,0.065221235,0.026029043,0.062966287,0.12735918,0.20302743,0.05058622,-53.209923,-43.380363,-38.076061,-38.285702
1650.0,0.0396588,0.066098005,0.034373663,0.11712675,0.11246295,0.43410641,0.28324041,0.36763081,0.38459927,0.016327787,0.065363109,0.026247347,0.063019134,0.1268608,0.2027697,0.050782401,-53.185863,-43.341946,-38.0797,-38.263306
1660.0,0.039754368,0.066257276,0.034363378,0.11642728,0.11209343,0.43469039,0.28343502,0.36720276,0.38413441,0.016234811,0.065063395,0.026222698,0.062701285,0.12636572,0.20251091,0.050978616,-53.165245,-43.343185,-38.106827,-38.278133
1670.0,0.039870042,0.066450074,0.034739345,0.11644015,0.11281797,0.43527088,0.28362772,0.36677709,0.38367054,0.016247287,0.06528423,0.026484506,0.062819868,0.12587379,0.20225042,0.05117438,-53.14035,-43.2981,-38.106327,-38.2491
1680.0,0.039975412,0.066625684,0.034905691,0.11606597,0.11293842,0.43584788,0.28381816,0.36635369,0.38320726,0.016202323,0.065219335,0.026590336,0.062701397,0.12538514,0.2019888,0.051370088,-53.117729,-43.278305,-38.120895,-38.244286
1690.0,0.040078141,0.066796906,0.035004456,0.11557088,0.11287035,0.43642142,0.28400645,0.36593252,0.38274473,0.016139414,0.065065242,0.026646191,0.062508233,0.12489969,0.20172594,0.051565643,-53.09573,-43.266594,-38.140232,-38.247005
1700.0,0.040192597,0.066987664,0.035331804,0.11548325,0.11343405,0.43699148,0.28419271,0.36551371,0.38228306,0.016136916,0.065210693,0.026870785,0.062567003,0.12441739,0.20146157,0.051760837,-53.071281,-43.228004,-38.143665,-38.224537
1710.0,0.040293399,0.067155667,0.035369247,0.11487412,0.11318973,0.43755808,0.28437677,0.36509708,0.38182199,0.016057111,0.06497293,0.026881034,0.062304128,0.12393834,0.20119618,0.051956017,-53.049801,-43.22361,-38.167572,-38.234264
1720.0,0.040410083,0.067350142,0.035717335,0.11482298,0.11380304,0.43812126,0.28455883,0.36468279,0.38136184,0.016059918,0.065143116,0.027120551,0.06238554,0.12346238,0.20092922,0.052150775,-53.024998,-43.182995,-38.169582,-38.209881
1730.0,0.040515423,0.067525707,0.035819996,0.11433111,0.11373745,0.43868095,0.28473872,0.36427072,0.38090235,0.015997451,0.064990632,0.027178871,0.062194999,0.12298963,0.20066123,0.052345481,-53.002666,-43.171085,-38.188976,-38.212482
1740.0,0.040628716,0.067714527,0.036075115,0.11410918,0.11408552,0.43923721,0.28491655,0.36386091,0.38044366,0.01597493,0.065035135,0.027349345,0.062171664,0.12251999,0.20039184,0.052539866,-52.978706,-43.14164,-38.197754,-38.198689
1750.0,0.040740896,0.067901492,0.036293801,0.11382125,0.11433098,0.43979004,0.28509232,0.36345333,0.37998575,0.01594262,0.065031029,0.027492831,0.062107705,0.12205349,0.20012125,0.052734051,-52.955044,-43.116558,-38.209156,-38.188984
1760.0,0.0408489,0.068081498,0.036415827,0.11336212,0.11430726,0.44033942,0.28526595,0.36304796,0.37952855,0.015884874,0.064899951,0.027564857,0.061937701,0.12159013,0.19984953,0.052928075,-52.93232,-43.102627,-38.227398,-38.189919
1770.0,0.040962912,0.068271518,0.036645282,0.11309469,0.11457597,0.44088537,0.28543758,0.36264488,0.37907219,0.015855476,0.064908363,0.027715968,0.061886199,0.12112985,0.19957648,0.053121801,-52.90839,-43.07655,-38.238052,-38.179314
1780.0,0.041079413,0.068465695,0.036916174,0.11288795,0.11495014,0.44142789,0.28560716,0.36224401,0.37861663,0.015835246,0.064964786,0.027897211,0.061874431,0.12067265,0.1993022,0.053315263,-52.884003,-43.045963,-38.246304,-38.164581
1790.0,0.041175254,0.068625428,0.036754839,0.11193197,0.11414586,0.44196695,0.28577447,0.36184523,0.37816161,0.015703684,0.064465389,0.027760196,0.061395839,0.12021863,0.19902709,0.05350877,-52.863987,-43.064152,-38.28463,-38.196301
1800.0,0.041302677,0.068837792,0.037216015,0.11205725,0.11503363,0.44250265,0.28594002,0.36144882,0.37770772,0.015732661,0.06476555,0.028081292,0.061590571,0.11976754,0.19875026,0.053701635,-52.837444,-43.01236,-38.279591,-38.161301
1810.0,0.04142011,0.069033518,0.037460972,0.11181583,0.1153298,0.44303492,0.28610346,0.3610546,0.37725446,0.015706925,0.064789213,0.028243074,0.061555412,0.11931956,0.19847241,0.053894415,-52.813049,-42.9851,-38.289303,-38.149677
1820.0,0.041539207,0.069232009,0.037726417,0.11159331,0.11567718,0.44356376,0.28626487,0.36066255,0.376802,0.015684322,0.064833343,0.028419709,0.061534911,0.11887462,0.1981934,0.054086924,-52.788372,-42.955753,-38.298275,-38.136074
1830.0,0.041649759,0.06941627,0.037803788,0.11105247,0.11551518,0.4440892,0.28642416,0.36027265,0.37635025,0.015614286,0.064638719,0.028458031,0.061314747,0.11843275,0.19791339,0.054279309,-52.765526,-42.947235,-38.320141,-38.142414
1840.0,0.041770898,0.069618165,0.038081255,0.11085762,0.11588743,0.44461125,0.28658155,0.35988501,0.37589937,0.015595513,0.064697787,0.028643126,0.061310306,0.11799385,0.19763206,0.054471329,-52.740559,-42.916832,-38.328041,-38.127861
1850.0,0.041891918,0.06981986,0.038342897,0.11062273,0.1162122,0.44512987,0.28673688,0.35949954,0.3754493,0.015571024,0.064731792,0.028816348,0.061283097,0.11755798,0.19734961,0.054663099,-52.715679,-42.888355,-38.337585,-38.115196
1860.0,0.04200507,0.070008449,0.038427111,0.11009291,0.11606246,0.44564512,0.28689015,0.3591162,0.37499991,0.01550255,0.064543821,0.02885939,0.061069939,0.11712515,0.19706617,0.054854732,-52.692478,-42.879227,-38.359169,-38.121033
1870.0,0.042128872,0.070214786,0.038714565,0.10990519,0.1164485,0.44615695,0.28704152,0.35873505,0.37455142,0.015484877,0.064608954,0.029051164,0.061071705,0.11669525,0.19678143,0.055045988,-52.667156,-42.848221,-38.36684,-38.106003
1880.0,0.042251807,0.070419677,0.038968671,0.10965724,0.11674205,0.44666541,0.28719085,0.35835612,0.3741037,0.015458285,0.064630069,0.029218305,0.061036356,0.11626834,0.19649561,0.05523701,-52.642082,-42.820995,-38.376987,-38.094601
1890.0,0.04236849,0.070614152,0.039071042,0.1091588,0.11663982,0.44717044,0.28733817,0.35797927,0.37365669,0.015394447,0.064464822,0.029274616,0.060842775,0.11584442,0.1962088,0.055427872,-52.618347,-42.810074,-38.397449,-38.098568
1900.0,0.042495448,0.070825748,0.039380033,0.10899328,0.11706501,0.44767213,0.28748357,0.35760462,0.37321058,0.015380135,0.064547688,0.029481271,0.060860984,0.11542342,0.19592074,0.055618342,-52.59259,-42.777279,-38.404263,-38.082088
1910.0,0.042610664,0.071017772,0.039418746,0.10838966,0.1167914,0.44817039,0.28762689,0.35723206,0.37276515,0.015300578,0.064302631,0.029490817,0.06060097,0.11500541,0.19563179,0.055808723,-52.569275,-42.77319,-38.429188,-38.09269
