T,EXC2,FV1,FV2,FV3,FV4,FV5,H1,H2,H3,H4,H5,INH1,INH2,INH3,INH4,M2,M3,M4,V1,V2,V3,V4,V5
330.0,0.016576113,0.027626855,0.0099072875,0.2686249,0.018575802,0.75958383,0.40323544,0.2413961,0.4113498,0.42737967,0.55784369,0.03385675,0.078101464,0.0063158888,0.12385339,0.2285004,0.23111752,0.036566999,-60.48761,-48.418114,-34.006443,-45.86858,-22.796806
340.0,0.016803559,0.028005932,0.010297059,0.26364675,0.019742617,0.75431067,0.40462381,0.24206907,0.41043043,0.42738709,0.55462474,0.033251982,0.077107407,0.0065730875,0.12173015,0.22740097,0.23205635,0.036460828,-60.375465,-48.262188,-34.108398,-45.620144,-23.02611
350.0,0.0170274,0.028378999,0.010647375,0.25862119,0.020832477,0.74868542,0.40599489,0.24272896,0.40952417,0.42737654,0.55147588,0.032640137,0.076077461,0.0068050744,0.11957374,0.22630851,0.2329423,0.03635966,-60.266533,-48.126949,-34.212589,-45.400757,-23.267094
360.0,0.01725064,0.028751068,0.01100765,0.2538273,0.02199308,0.74295151,0.40734911,0.24337639,0.4086307,0.42734861,0.54839641,0.03205831,0.075131297,0.0070444513,0.11752458,0.22522293,0.23377709,0.036263574,-60.159264,-47.992386,-34.313213,-45.179157,-23.509073
370.0,0.017481979,0.029136634,0.011514941,0.2499676,0.023630861,0.73779178,0.40868688,0.24401213,0.4077498,0.42730412,0.54538584,0.031600416,0.074580513,0.0073815822,0.11593991,0.22414418,0.23456211,0.036172569,-60.049515,-47.810112,-34.395142,-44.885147,-23.723818
380.0,0.017692048,0.029486746,0.011720251,0.24474055,0.02441971,0.73095655,0.41000843,0.24463569,0.40688083,0.42724213,0.54244173,0.030958865,0.073405862,0.0075205448,0.11364932,0.22307232,0.23530096,0.03608717,-59.951073,-47.73859,-34.50745,-44.750568,-24.00415
390.0,0.017916271,0.029860452,0.012176213,0.24095982,0.025997946,0.72519171,0.41131437,0.24524869,0.40602389,0.42716473,0.53956527,0.030509947,0.072858535,0.0078256866,0.11208478,0.22200716,0.23599337,0.036006972,-59.84724,-47.58408,-34.589699,-44.493584,-24.237101
400.0,0.018125569,0.030209282,0.012428168,0.23636386,0.0270117,0.71823967,0.4126049,0.2458507,0.40517831,0.42707103,0.53675419,0.029950658,0.071921751,0.0079971347,0.11009219,0.22094876,0.23664279,0.035932492,-59.75145,-47.501133,-34.690876,-44.336407,-24.514029
410.0,0.018339485,0.030565808,0.01279125,0.23249228,0.028404545,0.71163338,0.41388053,0.24644276,0.40434402,0.42696238,0.53400898,0.029487604,0.071294285,0.0082428409,0.10845891,0.21989699,0.23724987,0.035863526,-59.654644,-47.38448,-34.777164,-44.129562,-24.773357
420.0,0.018547917,0.030913197,0.013104073,0.22856776,0.02969116,0.70456946,0.41514161,0.24702504,0.40352058,0.42683876,0.53132856,0.029016338,0.070620641,0.0084562674,0.10678671,0.21885183,0.23781683,0.035800301,-59.561367,-47.286568,-34.865665,-43.94706,-25.046774
430.0,0.018757837,0.031263061,0.013485307,0.2251325,0.031232914,0.6975897,0.41638851,0.24759816,0.40270782,0.42670089,0.52871281,0.028610054,0.070155643,0.0087158429,0.10535521,0.21781318,0.23834495,0.035742767,-59.468445,-47.170311,-34.944012,-43.738209,-25.313229
440.0,0.018958455,0.031597424,0.013754,0.22136594,0.032476097,0.68980342,0.41762161,0.2481622,0.4019053,0.42654881,0.52616113,0.028157884,0.06951163,0.008901922,0.10374087,0.21678104,0.23883638,0.035691157,-59.380577,-47.090305,-35.030895,-43.576942,-25.606396
450.0,0.019160023,0.031933371,0.014080897,0.21802498,0.033943426,0.68197721,0.41884127,0.24871787,0.40111285,0.42638326,0.52367383,0.027762275,0.069049776,0.0091274073,0.10233551,0.21575527,0.23929204,0.035645366,-59.293194,-46.995022,-35.108852,-43.394108,-25.897015
460.0,0.019356744,0.032261241,0.014366833,0.21466482,0.035330556,0.67358768,0.42004779,0.24926537,0.40033022,0.42620444,0.52125084,0.02736306,0.068558671,0.0093267113,0.10090922,0.21473587,0.23971367,0.035605546,-59.208767,-46.913448,-35.188129,-43.228149,-26.204346
470.0,0.019556802,0.03259467,0.01474857,0.21184877,0.037065297,0.66517991,0.42124155,0.24980527,0.39955714,0.42601299,0.51889288,0.027037077,0.068318754,0.0095904479,0.099756517,0.21372271,0.24010216,0.035571616,-59.123749,-46.807003,-35.255268,-43.029217,-26.508287
480.0,0.019746607,0.03291101,0.014982264,0.2085494,0.038385745,0.65554816,0.4224228,0.25033754,0.39879337,0.42580876,0.51660031,0.026644461,0.067824058,0.0097570727,0.098341905,0.2127158,0.24045941,0.035543874,-59.043865,-46.743172,-35.334766,-42.883709,-26.85186
490.0,0.019935621,0.033226036,0.015224456,0.20540372,0.039786179,0.64525467,0.42359179,0.25086269,0.39803872,0.4255923,0.51437479,0.026272258,0.06739486,0.0099303974,0.096999012,0.21171506,0.24078602,0.035522234,-58.965046,-46.678043,-35.411427,-42.734547,-27.214041
500.0,0.020127401,0.033545665,0.015521036,0.20256618,0.041420359,0.63427871,0.42474881,0.25138113,0.39729309,0.42536396,0.51221842,0.025942078,0.06711898,0.010141029,0.095811091,0.21072036,0.24108273,0.035506766,-58.885811,-46.599667,-35.481327,-42.566719,-27.595066
510.0,0.020317126,0.033861879,0.015763137,0.19957414,0.042952672,0.6218242,0.42589396,0.25189289,0.39655638,0.4251236,0.51013416,0.025591057,0.066770822,0.010316936,0.094537303,0.20973173,0.24135047,0.035497725,-58.808136,-46.53677,-35.555832,-42.415016,-28.021614
520.0,0.020511776,0.034186292,0.016040964,0.19673403,0.044693954,0.60774577,0.42702737,0.25239837,0.39582855,0.42487139,0.5081268,0.025262164,0.066526376,0.010518458,0.093342602,0.20874906,0.24158938,0.03549524,-58.729168,-46.465755,-35.627331,-42.248775,-28.497229
530.0,0.020711234,0.034518722,0.016291585,0.19373317,0.046476532,0.59085739,0.42814898,0.25289765,0.39510968,0.42460692,0.50620365,0.024913793,0.066250913,0.010704481,0.092067398,0.20777231,0.24179946,0.035499729,-58.648998,-46.402725,-35.703732,-42.084866,-29.059914
540.0,0.020922862,0.034871437,0.016540425,0.19054143,0.048454266,0.56944674,0.42925864,0.25339091,0.39440009,0.42432967,0.50437683,0.024544492,0.065982468,0.01089334,0.090705767,0.20680147,0.24197972,0.035511751,-58.564747,-46.341076,-35.785984,-41.90987,-29.763247
550.0,0.021160435,0.03526739,0.016812185,0.18697783,0.050869282,0.53936869,0.43035579,0.25387818,0.39370045,0.42403826,0.50266868,0.024135267,0.065744802,0.011104696,0.089183681,0.20583652,0.24212764,0.035532374,-58.471138,-46.274784,-35.879074,-41.705151,-30.737589
560.0,0.021454902,0.035758171,0.017098805,0.18229789,0.054140057,0.48791832,0.43143901,0.25435928,0.3930124,0.42372954,0.50112742,0.023599338,0.065462448,0.011342084,0.087163694,0.20487745,0.24223696,0.035563912,-58.356506,-46.206001,-36.003426,-41.442081,-32.386688
570.0,0.02191419,0.036523651,0.017444368,0.17415294,0.060168937,0.36143923,0.43250468,0.25483361,0.39234078,0.42339468,0.49989104,0.022671651,0.065071978,0.011669999,0.08360213,0.20392445,0.24228936,0.035612725,-58.180702,-46.124561,-36.225903,-40.994175,-36.552982
580.0,0.022877533,0.038129222,0.017638898,0.15816367,0.075761102,0.086437687,0.43354115,0.25530064,0.39170107,0.42300445,0.49945825,0.020906875,0.065432519,0.012098561,0.076465324,0.20297758,0.24222744,0.035702143,-57.823193,-46.079411,-36.68782,-40.005543,-50.863422
590.0,0.023650413,0.039417356,0.017072055,0.15369999,0.084478542,0.030922454,0.4345381,0.25577191,0.39109278,0.42254472,0.50015342,0.020479677,0.066842563,0.011932803,0.074286617,0.20203421,0.24205796,0.035849884,-57.546669,-46.212372,-36.823486,-39.531986,-59.558895
600.0,0.023829781,0.039716303,0.017141461,0.15321657,0.08506529,0.026775356,0.43551743,0.25624564,0.39049,0.42207268,0.50121534,0.02042805,0.066888064,0.011986183,0.0740899,0.20109469,0.24187668,0.036009301,-57.483738,-46.195862,-36.838371,-39.501736,-60.745064
610.0,0.023893515,0.039822526,0.017266877,0.15290813,0.085321687,0.026327526,0.43649024,0.25671625,0.38989013,0.42160034,0.50232345,0.020393342,0.066881701,0.01206656,0.073988721,0.20016031,0.24169287,0.036169451,-57.461483,-46.166191,-36.847889,-39.488575,-60.883678
620.0,0.023934612,0.039891019,0.017393773,0.15262274,0.085474938,0.026252791,0.43745849,0.25718346,0.38929293,0.4211286,0.50343424,0.020359967,0.066850625,0.012145762,0.073898368,0.1992311,0.24150757,0.036329545,-57.447163,-46.136383,-36.856709,-39.480728,-60.907036
630.0,0.023972003,0.039953336,0.017522654,0.15234524,0.085624494,0.026218321,0.43842256,0.25764725,0.38869831,0.42065755,0.50454283,0.020327521,0.066820562,0.012226081,0.073812149,0.19830702,0.24132092,0.036489457,-57.434158,-46.106331,-36.865295,-39.47308,-60.917831
640.0,0.02400885,0.040014751,0.017652865,0.15207076,0.085775308,0.026188388,0.43938252,0.25810763,0.38810629,0.42018721,0.50564873,0.020295475,0.066791698,0.012307226,0.073727705,0.19738808,0.24113294,0.036649168,-57.42136,-46.076187,-36.873806,-39.465382,-60.927216
650.0,0.024045648,0.040076081,0.017783193,0.15179527,0.085923515,0.026158942,0.4403384,0.25856465,0.3875168,0.41971758,0.50675195,0.02026326,0.066761777,0.012388386,0.073642828,0.19647424,0.24094366,0.036808677,-57.408596,-46.046234,-36.882359,-39.457829,-60.936455
660.0,0.024082527,0.040137544,0.017914336,0.15152073,0.086072288,0.026129659,0.44129026,0.2590183,0.3869299,0.41924867,0.50785238,0.020231174,0.06673228,0.012470048,0.073558629,0.19556548,0.24075305,0.036967982,-57.395824,-46.016308,-36.890892,-39.450256,-60.945656
670.0,0.024119485,0.040199142,0.018046027,0.15124632,0.086220495,0.026100453,0.44223803,0.25946859,0.38634557,0.41878051,0.50895005,0.020199098,0.066702656,0.012552026,0.073474653,0.19466178,0.24056117,0.037127085,-57.383041,-45.986477,-36.899437,-39.442726,-60.954845
680.0,0.024156539,0.040260896,0.018178392,0.15097244,0.086368695,0.026071338,0.44318181,0.25991556,0.38576376,0.41831303,0.51004499,0.020167084,0.066673167,0.012634409,0.07339111,0.19376311,0.24036802,0.03728598,-57.370247,-45.956703,-36.907978,-39.435207,-60.964012
690.0,0.024193682,0.040322803,0.018311376,0.15069887,0.086516671,0.026042299,0.44412157,0.2603592,0.3851845,0.41784629,0.51113725,0.020135108,0.066643693,0.012717159,0.073307902,0.19286944,0.24017359,0.037444673,-57.357437,-45.927006,-36.916519,-39.427711,-60.973167
700.0,0.024230922,0.04038487,0.018445039,0.15042582,0.086664692,0.026013346,0.4450573,0.26079956,0.38460776,0.4173803,0.51222676,0.020103198,0.066614375,0.012800317,0.073225126,0.19198076,0.2399779,0.037603159,-57.344616,-45.897369,-36.92506,-39.420227,-60.982304
710.0,0.024268258,0.040447097,0.018579377,0.15015322,0.086812727,0.025984475,0.44598907,0.26123661,0.38403353,0.416915,0.51331353,0.020071344,0.066585191,0.012883881,0.073142767,0.19109707,0.23978096,0.037761435,-57.331779,-45.867794,-36.933598,-39.41275,-60.991425
720.0,0.024305696,0.040509492,0.018714452,0.14988127,0.086961061,0.025955696,0.44691685,0.26167038,0.3834618,0.41645044,0.51439756,0.020039575,0.06655626,0.012967892,0.073060907,0.1902183,0.23958279,0.03791951,-57.318928,-45.838268,-36.942131,-39.405273,-61.000526
730.0,0.024343237,0.040572062,0.018850297,0.14961004,0.087109827,0.025927009,0.44784066,0.26210091,0.38289261,0.41598663,0.51547897,0.020007903,0.066527657,0.013052375,0.072979607,0.18934445,0.23938338,0.038077373,-57.306061,-45.808784,-36.950653,-39.397785,-61.009609
740.0,0.024380889,0.040634815,0.018987019,0.14933981,0.087259449,0.025898429,0.44876051,0.26252818,0.38232589,0.41552353,0.51655763,0.019976368,0.066499583,0.0131374,0.072899021,0.1884755,0.23918276,0.038235031,-57.293171,-45.77932,-36.959152,-39.390263,-61.018665
750.0,0.024418658,0.040697761,0.019124741,0.1490709,0.087410413,0.025869969,0.44967645,0.26295224,0.38176167,0.41506115,0.51763356,0.01994502,0.06647227,0.013223052,0.07281933,0.18761143,0.23898092,0.03839248,-57.280266,-45.749851,-36.967628,-39.382687,-61.027695
760.0,0.024456555,0.040760927,0.019263715,0.14880399,0.087563731,0.025841666,0.45058846,0.26337311,0.3811999,0.41459951,0.51870686,0.019913957,0.0664462,0.013309503,0.072740912,0.1867522,0.23877789,0.038549721,-57.26733,-45.720322,-36.976051,-39.375004,-61.036686
770.0,0.024494603,0.040824339,0.019404342,0.14854015,0.087720953,0.025813574,0.45149654,0.26379076,0.38064063,0.41413859,0.51977742,0.019883335,0.066422127,0.013397025,0.072664373,0.18589781,0.23857367,0.038706753,-57.254368,-45.690655,-36.984386,-39.367142,-61.045616
780.0,0.02453284,0.040888067,0.019547431,0.14828153,0.087885223,0.0257858,0.45240074,0.26420522,0.3800838,0.41367841,0.52084535,0.019853469,0.066401578,0.013486163,0.072590917,0.18504824,0.23836826,0.038863577,-57.241356,-45.660683,-36.992573,-39.358936,-61.054459
790.0,0.024571339,0.040952232,0.019694529,0.14803222,0.088062525,0.025758557,0.45330107,0.26461655,0.37952942,0.41321898,0.52191055,0.019824965,0.066387452,0.013577969,0.072522856,0.18420345,0.23816168,0.039020184,-57.228275,-45.630093,-37.000477,-39.350098,-61.063137
800.0,0.024610257,0.041017096,0.019849025,0.14780121,0.088265948,0.025732303,0.4541975,0.26502469,0.37897748,0.41276026,0.52297312,0.019799139,0.066386111,0.013674733,0.072465248,0.18336342,0.23795392,0.03917658,-57.215076,-45.598206,-37.007805,-39.339977,-61.07151
810.0,0.024649955,0.041083261,0.02001862,0.14760889,0.088525206,0.025708072,0.45509011,0.26542974,0.37842801,0.41230232,0.52403307,0.019778989,0.066411965,0.013781677,0.07242959,0.18252814,0.23774499,0.039332751,-57.20163,-45.563484,-37.013916,-39.327106,-61.079247
820.0,0.024686137,0.041143563,0.020112813,0.14721446,0.088485613,0.025673551,0.45597881,0.26583159,0.3778809,0.411845,0.52509028,0.019729091,0.06629359,0.0138374,0.072280347,0.18169759,0.23753503,0.039488796,-57.189392,-45.544323,-37.02647,-39.329071,-61.090282
830.0,0.024726514,0.041210856,0.020292301,0.14704178,0.088782147,0.025650507,0.45686373,0.2662304,0.37733626,0.41138852,0.52614492,0.019711956,0.066335924,0.013951023,0.072256498,0.18087174,0.23732381,0.039644536,-57.175755,-45.508053,-37.031975,-39.314384,-61.097652
840.0,0.024768053,0.041280087,0.020497212,0.14693895,0.089166276,0.02563083,0.45774481,0.26662618,0.37679407,0.41093278,0.52719688,0.019704863,0.066423401,0.014081652,0.07227169,0.18005055,0.2371114,0.039800052,-57.161751,-45.467026,-37.035255,-39.295429,-61.103954
850.0,0.024806337,0.041343894,0.02062929,0.14664686,0.089266635,0.02560121,0.45862207,0.26701877,0.37625423,0.41047773,0.52824622,0.019669857,0.066374645,0.014162907,0.072179876,0.17923404,0.23689799,0.039955441,-57.148861,-45.440792,-37.044582,-39.290489,-61.113449
860.0,0.024842922,0.041404869,0.020721672,0.14623842,0.089221552,0.025566405,0.45949554,0.26740828,0.37571675,0.41002333,0.52929288,0.019618126,0.066250838,0.014217434,0.072023787,0.17842218,0.23668355,0.040110644,-57.136562,-45.422543,-37.057655,-39.292709,-61.124619
870.0,0.024886258,0.041477099,0.020961696,0.14622039,0.089727826,0.025551083,0.46036524,0.26779488,0.37518173,0.40956983,0.53033698,0.019623466,0.066397853,0.014371575,0.072087683,0.1776149,0.23646776,0.040265504,-57.122017,-45.375496,-37.058231,-39.267853,-61.129539
880.0,0.024921566,0.041535944,0.021023553,0.14573576,0.089558519,0.025512351,0.46123111,0.26817825,0.37464902,0.40911689,0.53137839,0.019560348,0.066216208,0.014405303,0.071888156,0.17681226,0.23625118,0.040420327,-57.110184,-45.363457,-37.07378,-39.27615,-61.141994
890.0,0.024966162,0.041610267,0.021288369,0.14576925,0.090153694,0.025500089,0.46209329,0.2685588,0.37411878,0.40866491,0.53241724,0.019573463,0.066403806,0.014576095,0.071982674,0.17601416,0.23603319,0.040574733,-57.095261,-45.312305,-37.072704,-39.24704,-61.145939
900.0,0.025004242,0.041673735,0.021406386,0.14543274,0.090190761,0.025468562,0.46295169,0.26893622,0.37359083,0.4082135,0.5334534,0.019531954,0.06632407,0.014647647,0.071866654,0.17522064,0.23581435,0.040729091,-57.082539,-45.289707,-37.083527,-39.245232,-61.156097
910.0,0.025036216,0.041727029,0.021388412,0.14473975,0.089721404,0.025419805,0.46380633,0.2693105,0.37306517,0.40776268,0.53448701,0.019438289,0.065996155,0.014627474,0.071549408,0.1744317,0.23559466,0.040883359,-57.071869,-45.293144,-37.105873,-39.268166,-61.171825
920.0,0.025076995,0.041794989,0.02156318,0.14454252,0.089968473,0.025395738,0.46465728,0.26968202,0.37254193,0.40731278,0.53551799,0.019417342,0.066017024,0.014737277,0.071513087,0.17364721,0.2353736,0.041037232,-57.058281,-45.259876,-37.112251,-39.256081,-61.1796
930.0,0.025115084,0.041858472,0.021676676,0.14418876,0.089984708,0.025363917,0.46550447,0.27005047,0.37202105,0.40686357,0.53654641,0.019373365,0.06592638,0.014805701,0.071387947,0.17286724,0.23515157,0.041190963,-57.045609,-45.238415,-37.123707,-39.255287,-61.189892
940.0,0.02515504,0.041925065,0.021826999,0.14392467,0.090141393,0.025336644,0.46634799,0.27041602,0.37150249,0.4064151,0.53757221,0.019342704,0.065902077,0.014899028,0.071314201,0.17209172,0.23492846,0.041344441,-57.032337,-45.210155,-37.132275,-39.247639,-61.198723
950.0,0.025196096,0.041993491,0.022002386,0.14372419,0.090382308,0.025312576,0.46718782,0.27077866,0.37098625,0.40596741,0.5385955,0.019321257,0.065920219,0.015009078,0.071276598,0.17132066,0.23470427,0.041497696,-57.018719,-45.177425,-37.138786,-39.235905,-61.206524
