T,H,ICA,IK,INA,M,MCA,N,V
19.6,0.20938376,-0.0046404796,0.0037408024,-0.0001291214,0.0065439856,0.0076804301,0.082706809,-65.026733
19.620001,0.20970632,-0.0046405327,0.0036795461,-0.00012933342,0.0065442119,0.0076804883,0.082365997,-65.026474
19.639999,0.21002841,-0.004640589,0.0036193479,-0.00012954541,0.0065444419,0.0076805498,0.082026891,-65.026215
19.66,0.21035002,-0.0046406486,0.0035601889,-0.00012975736,0.0065446752,0.007680614,0.081689499,-65.025955
19.68,0.21067116,-0.0046407119,0.0035020506,-0.00012996927,0.0065449122,0.0076806811,0.081353806,-65.025696
19.700001,0.21099181,-0.0046407785,0.0034449145,-0.00013018111,0.0065451525,0.0076807514,0.081019804,-65.025436
19.719999,0.21131201,-0.0046408484,0.0033887627,-0.00013039293,0.0065453961,0.0076808236,0.080687478,-65.025177
19.74,0.21163173,-0.004640921,0.0033335779,-0.00013060468,0.0065456429,0.007680899,0.080356829,-65.024918
19.76,0.21195097,-0.0046409969,0.0032793423,-0.00013081638,0.0065458929,0.0076809768,0.080027848,-65.024651
19.780001,0.21226975,-0.0046410761,0.0032260395,-0.00013102802,0.0065461462,0.0076810573,0.079700515,-65.024384
19.799999,0.21258806,-0.0046411576,0.0031736526,-0.00013123961,0.0065464028,0.0076811402,0.079374835,-65.024117
19.82,0.2129059,-0.0046412428,0.0031221651,-0.00013145112,0.0065466622,0.0076812259,0.079050794,-65.023849
19.84,0.21322326,-0.0046413303,0.0030715612,-0.00013166257,0.0065469244,0.0076813139,0.078728385,-65.023582
19.860001,0.21354017,-0.0046414207,0.0030218251,-0.00013187397,0.0065471898,0.0076814038,0.078407593,-65.023315
19.879999,0.21385661,-0.0046415138,0.0029729414,-0.00013208528,0.0065474575,0.0076814964,0.078088425,-65.023048
19.9,0.21417257,-0.0046416097,0.0029248947,-0.00013229653,0.0065477286,0.0076815914,0.077770859,-65.022774
19.92,0.21448807,-0.0046417085,0.0028776703,-0.0001325077,0.0065480024,0.0076816883,0.077454895,-65.022507
19.940001,0.2148031,-0.0046418095,0.0028312537,-0.00013271881,0.0065482785,0.0076817875,0.077140518,-65.022232
19.959999,0.21511768,-0.0046419133,0.0027856303,-0.00013292982,0.0065485579,0.007681889,0.076827727,-65.021957
19.98,0.21543178,-0.0046420195,0.0027407859,-0.00013314077,0.0065488392,0.0076819928,0.076516509,-65.021683
20.0,0.21574542,-0.004642128,0.0026967071,-0.00013335163,0.0065491237,0.0076820981,0.076206863,-65.021408
