Time,p,mm,m,pm,S,alpha,k_t,k_tl,k_b,k_f,beta,gamma,delta,compartment_1
0.44,238.3909490845326,458.01180114618865,0.5448212517232216,89.96893739235223,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.45,231.64845277122936,471.80332975490467,0.5997164797154688,96.23663344591587,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.46,224.04844917828325,484.51950204492545,0.6614882108425585,102.67028205111596,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.47,215.59175205224986,496.08455070270475,0.7314820994630904,109.25260847768217,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.48,206.28247984655238,506.4358437125213,0.8114347720757236,115.9650079038633,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.49,196.12814371703638,515.5254310202803,0.9036264995276397,122.78759147486653,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.5,185.13980036950463,523.3215411146706,1.011108141540443,129.6991749315142,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.51,173.3323088560285,529.8099138445127,1.1380529190039927,136.67716506007093,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.52,160.72480598433893,534.9949769693039,1.2903209030267626,143.69724918237145,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.53,147.34158601517245,538.9008729330044,1.4763886175290732,150.73273343002668,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.54,133.21375574693386,541.5722844851027,1.7089662304746496,157.75320705587933,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.55,118.3824357375965,543.0750958508671,2.007958627205124,164.7218725228784,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.56,102.90514800411933,543.4968517900011,2.4061970963716304,171.59011174350613,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.57,86.86938886581238,542.946945101687,2.961484240284624,178.28574558353438,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.58,70.42360011947379,541.5565908886945,3.7840283306892295,184.6858995109476,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.59,53.85408073118789,539.4781254179479,5.105018607136825,190.5487278448912,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.6,37.78681245533907,536.8828432742093,7.4574986113477975,195.33281942086057,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.61,23.634290588504502,533.9536305285042,12.071112357856743,197.80267082841394,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.62,13.599862145979777,530.8610537019681,20.791090591895816,196.10971871802008,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.63,8.159953830001509,527.7195214194855,33.610094362497975,190.26001682379044,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.64,5.4427998109871965,524.5760979100911,48.31918399140742,182.46232591712598,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.65,3.9674944324563373,521.4445495776273,63.32394879052784,174.31126220082473,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.66,3.077061186846064,518.3289082673234,77.97152620350647,166.460003079771,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.67,2.492369305011997,515.2305424997893,92.03151426508035,159.13929879767426,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.68,2.083617613249265,512.149969138208,105.43763419234037,152.41578788814667,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.69,1.784149945775183,509.0873819176131,118.18982202924026,146.2898979771433,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.7,1.5567357007118476,506.04283377899077,130.31569693260386,140.73437445135124,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.71,1.379107440517225,503.0163095246275,141.85409868792934,135.710741550384,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.72,1.2371961160226295,500.00775818616216,152.84756428286153,131.1768250963039,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.73,1.1217017474390951,497.0171088212116,163.33871495327173,127.09036507031942,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.74,1.0262423341410007,494.0442788531766,173.36852639155876,123.41074520067029,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.75,0.9463016305218006,491.089178627044,182.97549098036612,120.09983060274944,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.76,0.8785962309811802,488.15171411934915,192.1952761383666,117.12230936315042,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.77,0.8206849904388278,485.2317886321495,201.06066356311447,114.44575316904799,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.78,0.7707180914735897,482.3293037727407,209.60163065221604,112.04053603605716,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.79,0.7272679591805742,479.44416009407223,217.84544959966152,109.8797352435405,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.8,0.6892185272099898,476.57625777986783,225.81685292377705,107.93896508029091,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.81,0.6556837131747562,473.72549660984424,233.53829596282387,106.19611550709581,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.82,0.6259539362890129,470.8917763911624,241.03006259099087,104.63124565990792,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.83,0.5994533710566524,468.0749970648087,248.31049518637556,103.22635408414341,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.84,0.5757112391750927,465.275058808189,255.3961536773519,101.96521969719096,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.85,0.5543392077935902,462.49186211748594,262.3019863042686,100.83323103351272,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.86,0.5350147740937272,459.72530786418264,269.0414765371468,99.81723933584614,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.87,0.5174680487533919,456.9752973394813,275.62678604181406,98.90541559883648,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.88,0.5014721129684376,454.2417322863011,282.06888181945544,98.08712343961291,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.89,0.48683432879218347,451.5245149236386,288.3776527894885,97.35280252556005,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.9,0.47339206497710257,448.8235479661804,294.5620257095554,96.69385266573885,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.91,0.46100409301466677,446.1387340194007,300.6300854002882,96.10251565488899,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.92,0.4495519208642336,443.4699782575619,306.58897784971384,95.57196325101083,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.93,0.43893147735366295,440.8171839417647,312.4453290543811,95.09589338709351,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.94,0.42905335880584566,438.1802560329975,318.20504036247996,94.66872275071034,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.95,0.41983958846251945,435.5590998801043,323.8734599541716,94.28541972534356,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.96,0.41122297578464234,432.9536213239996,329.4554147838385,93.94147211264062,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.97,0.4031440371032557,430.363726776977,334.9552387450881,93.63285871160396,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.98,0.3955510408818944,427.7893231851061,340.3768790249067,93.35594312147437,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
0.99,0.3883983302915366,425.2303180245865,345.72390991127884,93.10745994868502,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.0,0.38164574489507846,422.6866193099387,350.99956574836335,92.88448183218132,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.01,0.3752579612334993,420.1581355920461,356.20676820311775,92.6843921897544,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.02,0.3692031281119313,417.64477595791806,361.34817259640135,92.50483889822395,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.03,0.3634530421693795,415.1464500280951,366.4261942536439,92.34370795685349,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.04,0.3579834096997528,412.6630679544449,371.4430303408049,92.1991016629213,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.05,0.35277194603505635,410.1945404183993,376.4006774266993,92.0693210588085,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.06,0.3477983773361696,407.74077862834514,381.3009581620353,91.95283926668984,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.07,0.3430449829216859,405.3016943177888,386.14553553524394,91.84828724126778,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.08,0.3384957254731214,402.87719974287614,390.93592938950513,91.7544372640313,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.09,0.334136098618642,400.46720767948193,395.67353290438854,91.67018647419238,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.1,0.3299530677579729,398.0716314213321,400.3596218695426,91.5945476028889,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.11,0.32593480390455626,395.69038477705647,404.99536824550177,91.52663542456922,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.12,0.3220705849547572,393.3233820674138,409.5818512968445,91.46565563501181,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.13,0.31835068828072366,390.9705381226082,414.12006692101215,91.41089553310115,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.14,0.31476621559745216,388.6317682792013,418.6109369853865,91.36171469571269,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.15,0.3113090748519644,386.30698837759036,423.0553156461083,91.3175386684713,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.16,0.30797191699726384,383.9961147609718,427.4539924062132,91.27785591161546,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.17,0.3047479138148149,381.69906426987717,431.80770366203393,91.24220627398324,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.18,0.30163078005204874,379.4157542404894,436.11713899257376,91.21017471038073,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.19,0.2986148840933559,377.1461025013291,440.3829428393804,91.18138961331228,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.2,0.2956948970713836,374.8900273701652,444.60572331856093,91.15551401292556,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.21,0.29286593041774617,372.6474476526038,448.7860495903542,91.13224821193596,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.22,0.2901234717073434,370.41828263892404,452.9244568457039,91.11132481064887,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.23,0.28746331817231174,368.2024521012706,457.02145121361013,91.09250381000584,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.24,0.2848816353054927,365.9998762905975,461.07751156967083,91.07557081383285,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.25,0.2823748048908066,363.810475934183,465.09309270727977,91.06033386670062,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.26,0.27993940896726366,361.63417223211263,469.06862931994914,91.04661948430397,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.27,0.27757238713293997,359.4708868552381,473.00453642779877,91.03427223416342,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.28,0.2752710045186253,357.32054194183524,476.90121223913565,91.02315188604267,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.29,0.2730319701625497,355.18306009502317,480.7590404865243,91.01313108506584,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.3,0.2708531516169284,353.0583644136814,484.57838601915097,91.00409965255467,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.31,0.2687320073565013,350.94637844558855,488.3596019166658,90.99595763459669,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.32,0.2666662878348272,348.8470262585996,492.10302840653725,90.98861613970617,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.33,0.26465382677986055,346.7602321838842,495.80899974833517,90.98199133836188,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.34,0.26269261050094866,344.68592107562125,499.4778381188068,90.97600968438755,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.35,0.26078071645278345,342.62401822633007,503.10985664797033,90.97060517046019,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.36,0.2589163658462835,340.574449504609,506.70535811715916,90.9657201566893,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.37,0.25709780709779423,338.5371408741299,510.2646432408534,90.9612987429675,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.38,0.25532349379541397,336.51201903633864,513.7880017199905,90.95729350605998,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.39,0.25359195612688135,334.4990112662982,517.2757114724903,90.95366683259915,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.4,0.25190157925071976,332.4980450650164,520.7280513758905,90.95037937417375,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.41,0.2502510378328495,330.5090485545296,524.1452894734215,90.9474004809798,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.42,0.2486390931616998,328.5319500815499,527.5276948904324,90.94469765007376,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.43,0.24706447964585532,326.5666785058279,530.8755294978478,90.94224386943496,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.44,0.24552599606491407,324.61316304409905,534.1890525569961,90.94001351029732,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.45,0.24402245664160635,322.671333376596,537.4685186402602,90.93798404050283,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.46,0.242552741462635,320.74111957715564,540.7141785262459,90.93613536921444,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.47,0.24111586839598464,318.82245217012667,543.9262795833604,90.93444926868794,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.48,0.2397108594222877,316.91526208645337,547.1050653026033,90.93290999164307,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.49,0.2383367739538212,315.0194806757745,550.2507766986341,90.93150282974581,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.5,0.23699271009412676,313.13503969966894,553.3636514179947,90.93021502796375,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.51,0.23567776337886473,311.26187132039615,556.4439248546462,90.92903470844598,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.52,0.23439111060074636,309.3999081262549,559.4918287490169,90.92795218345465,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.53,0.23313193101541768,307.5490830753984,562.5075941535717,90.92695718486861,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.54,0.23189945250948021,305.7093295636008,565.4914478039989,90.92604225760823,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.55,0.23069295439823356,303.88058134781147,568.4436162193635,90.9251989254702,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.56,0.2295117386939668,302.06277261032477,571.364322265711,90.92442090397564,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.57,0.22835511003499406,300.2558379104396,574.2537875596648,90.92370186538795,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.58,0.22722239673859115,298.45971220123766,577.1122316870812,90.92303616149361,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.59,0.22611297567020514,296.6743308321137,579.9398720197322,90.92241899807586,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.6,0.2250262483835991,294.899629524873,582.7369246617652,90.92184557192694,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.61,0.22396163273869646,293.1355444023326,585.5036033539362,90.92131206671176,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.62,0.22291852224233205,291.38201192234453,588.2401213563304,90.92081400035758,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.63,0.22189640042216607,289.6389689918221,590.9466885131317,90.92034876277613,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.64,0.22089475293941105,287.90635288408794,593.6235133442125,90.91991381238576,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.65,0.21991306223239818,286.1841012134386,596.2708035867654,90.91950622307056,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.66,0.2189508092332027,284.4721519380206,598.8887661288342,90.91912274062878,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.67,0.21800754823732882,282.7704434852663,601.4776041102925,90.91876224474116,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.68,0.21708283314961666,281.0789146283272,604.0375197786689,90.9184233236871,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.69,0.21617619161708918,279.39750440676323,606.5687159213213,90.91810311839326,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.7,0.21528719549066558,277.7261522987513,609.0713924888598,90.91780009916405,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.71,0.21441544640059573,276.06479818583176,611.5457472863815,90.91751349724325,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.72,0.21356055177974906,274.4133822923497,613.9919771369819,90.91724235223981,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.73,0.2127220954825748,272.77184505104293,616.4102797538721,90.91698410801705,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
