Time,I,N,T,r,beta1,n,gamma,alpha1,alpha2,beta2,alpha3,sigma,delta,rho,m,m1,rho1,mu,mu1,Tissue,Normal_cell_proliferation,division_of_normal_cells_into_abnormal_cells,Normal_cells_eradication_by_immune_cells,Normal_cells_eradication_or_inhibition_by_tumor_cells,Tumor_cells_proliferation,decline_of_tumor_cells,conversion_of_abnormal_cells_into_tumor_cells,tumor_cell_eradication_or_inhibition_by_immune_cells,constant_source_of_immune_system_response,immune_cells_death,elimination_of_tumor_cells_due_to_the_detection_of_their_appearance,elimination_of_tumor_cells_due_to_the_detection_of_their_activity,death_of_immune_cells_after_interaction_with_tumor,suppression_of_immune_activity_by_tumor_cells
7.8,0.9752174769059273,6.526510515008277e-07,1.8112912221094597,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.8142313340715696e-07,5.491766007651677e-19,2.744487581042878e-07,1.1010462398050386e-06,0.8016774949056469,0.5808285637941197,1.4055657924932264e-06,0.2594845794828571,0.7,0.5558739618363785,2.121587336004628e-07,0.5173086958077496,5.174555666483903e-07,0.641910797713208
8.1,0.9809204058049761,3.951838302722744e-07,1.8000523824333956,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.7040326761340473e-07,2.013484417992663e-19,1.671520424178349e-07,6.625528757513618e-07,0.7967031844650209,0.5736429861154136,8.457970466699263e-07,0.25938252186533206,0.7,0.5591246313088363,1.2921456491067343e-07,0.5192883848340544,3.151544770076525e-07,0.64165832842656
8.4,0.9863261202176884,2.3984359805771416e-07,1.7894811682221792,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.0342055948248635e-07,7.416622970726992e-20,1.0200639918510342e-07,3.997527837427842e-07,0.7920243650551365,0.5669250744157182,5.103135708290427e-07,0.2592802654229287,0.7,0.5622058885240824,7.885464524748436e-08,0.5211532049859332,1.9232653649695983e-07,0.6414053672885792
8.7,0.9914507752264321,1.4588338253868455e-07,1.7795285882386689,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,6.290491455068077e-08,2.7438577321751085e-20,6.236712629682492e-08,2.4179483940187587e-07,0.7876193531544349,0.560636462235346,3.0866873958431435e-07,0.2591778732571488,0.7,0.5651269418790662,4.8212055585785715e-08,0.5229101885763608,1.1758922467374458e-07,0.6411520703992367
9.0,0.9963098041395438,8.891516720989333e-08,1.7701502976181467,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,3.8340220100906005e-08,1.0192990972597153e-20,3.819873717940066e-08,1.4659603551398385e-07,0.7834685217257917,0.5547428147629438,1.8714052633253902e-07,0.2590754983490394,0.7,0.5678965883595399,2.9529014379815563e-08,0.5245660207384065,7.20212739491019e-08,0.6408988162017762
9.3,1.0009178841905826,5.429818907672884e-08,1.7613060357343882,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.341337912988548e-08,3.80119921988978e-21,2.3434869900436918e-08,8.907511719917967e-08,0.7795540514160402,0.5492133023761069,1.1371088077069427e-07,0.25897334620173695,0.7,0.570523193988632,1.8116008298764724e-08,0.5261270211731711,4.418494719168648e-08,0.6406461130681498
9.6,1.0052889266568112,3.321889467947965e-08,1.752959146347025,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.4323987385791627e-08,1.4227228147928334e-21,1.4399745904508167e-08,5.423669360310103e-08,0.7758597181731933,0.5440201557015698,6.92370932940596e-08,0.25887164850768235,0.7,0.5730146881943824,1.1131528537522905e-08,0.52759913925654,2.7149799212349582e-08,0.6403945341571938
9.9,1.009436083928332,2.0357780526586505e-08,1.7450761663710779,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,8.778274963064102e-09,5.343315233492638e-22,8.861107502361551e-09,3.3088802393994235e-08,0.772370711235839,0.5391382879122963,4.224026846302248e-08,0.2587706448909744,0.7,0.5753785678391492,6.849959245884805e-09,0.5289879583337916,1.670705101906294e-08,0.6401446722490136
10.2,1.013371768089453,1.2496221062399244e-08,1.737626471994859,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,5.388370522106554e-09,2.0132946493897384e-22,5.4604225631082075e-09,2.022420027199502e-08,0.7690734765049246,0.5345449726736293,2.5817666011812407e-08,0.2586705705390364,0.7,0.5776219078109881,4.2211058125995316e-09,0.5302987061718939,1.029527723517387e-08,0.6398971091483039
10.5,1.0171076770634788,7.682289549782006e-09,1.730581972875768,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,3.312603253866001e-09,7.609064830564848e-23,3.36927420057257e-09,1.2382806343423485e-08,0.765955581194815,0.5302195683357314,1.5807555016459656e-08,0.25857164810770195,0.7,0.5797513759261829,2.6045718682245297e-09,0.5315362693790837,6.352550846626853e-09,0.6396523956592164
10.8,1.0206548254589867,4.729648102378479e-09,1.7239168467903527,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.0394242617456e-09,2.8840819677634027e-23,2.081548213908778e-09,7.594188568124975e-09,0.7630055963894101,0.5261432807244097,9.694535331222456e-09,0.2584740827050556,0.7,0.5817732505116223,1.6091127101107908e-09,0.5327052102143262,3.924625922791829e-09,0.6394110391764276
11.1,1.0240235780636924,2.9159077059580515e-09,1.7176073084621972,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.257339402809112e-09,1.0962194104430796e-23,1.287545194105053e-09,4.6648092176371304e-09,0.7602129947253685,0.5222989582912907,5.9549690356136445e-09,0.2583780590746397,0.7,0.5836934394963046,9.953194105497373e-10,0.5338097846642137,2.4275840510375877e-09,0.639173496716978
11.4,1.027223684515324,1.7999821875667352e-09,1.7116314072758367,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,7.761523192787762e-10,4.1772104451258164e-24,7.972820451546587e-10,2.8695558901046365e-09,0.7575680608602853,0.5186709144470067,3.663197287239009e-09,0.2582837403128916,0.7,0.5855175001737346,6.163281102268678e-10,0.5348539609811673,1.503224264171469e-09,0.63894017174748
11.7,1.030264314134124,1.1124847643615048e-09,1.7059688498424088,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,4.797034303926809e-10,1.5956516455941834e-24,4.942213257013019e-10,1.7676708592457445e-09,0.7550618129402501,0.515244773032641,2.2565607168168243e-09,0.2581912676888075,0.7,0.5872506590564506,3.820511170570689e-10,0.5358414381685773,9.318226757772688e-10,0.6387114137380031
12.0,1.0331540901656464,6.883818779069831e-10,1.700600843612197,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.968302657534911e-10,6.109544015194611e-25,3.0667140314817514e-10,1.0903553340584608e-09,0.7526859333827585,0.5120073333143011,1.3919180719299013e-09,0.25810076117388053,0.7,0.5888978313944184,2.3706818405110614e-10,0.5367756639963525,5.782093013902281e-10,0.6384875194730306
12.3,1.0359011230165922,4.263966351117443e-10,1.6955099584512607,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.8386222906018415e-10,2.344107250282678e-25,1.9046308956377867e-10,6.733647028438408e-10,0.7504327076105279,0.5089464515604774,8.595991321465825e-10,0.25801232042968053,0.7,0.5904636401194575,1.472349176436966e-10,0.5376598523242109,3.5910596432131736e-10,0.6382687354945262
12.6,1.038513042106321,2.6439798142659274e-10,1.6906800041786638,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.1400840959114679e-10,9.012934415105068e-26,1.183992202702053e-10,4.163473310516026e-10,0.7482949698494766,0.5060509371007945,5.31497720227996e-10,0.2579260261286462,0.7,0.5919524340006028,9.152691730960142e-11,0.5384969995990253,2.2323415139071637e-10,0.638055261369299
12.9,1.0409970261892483,1.6410646417228623e-10,1.6860959213864668,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,7.076270735108982e-11,3.4721726918950337e-26,7.366376791758456e-11,2.5771767205594255e-10,0.7462660548056502,0.5033104605107905,3.289953962578009e-10,0.25784194140086714,0.7,0.5933683049278715,5.694478038243299e-11,0.5392899004030555,1.3888831938078907e-10,0.6378472532680404
13.2,1.0433598321699546,1.0196727640993403e-10,1.6817436837767408,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,4.396828958796356e-11,1.3405146945686837e-26,4.5874747245297625e-11,1.59719101392797e-10,0.7443397544395854,0.5007154722450813,2.038930766115908e-10,0.2577601133449869,0.7,0.5947151043368741,3.546285346285093e-11,0.5400411620780892,8.649389960674155e-11,0.6376448277029831
13.5,1.0456078221203102,6.334399641773094e-11,1.6776102109924211,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.7313931255325586e-11,5.1732189551385646e-27,2.8559660173424855e-11,9.897665088104471e-11,0.7425102793852456,0.4982571305854094,1.2635091034739337e-10,0.25768057454923093,0.7,0.5959964586085768,2.207765937785997e-11,0.540753218340974,5.3847411226795926e-11,0.6374480652906094
13.8,1.0477469880001764,3.942143292921106e-11,1.6736832927351963,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.699852187907581e-11,2.0036172095536243e-27,1.781015009925678e-11,6.145283470358758e-11,0.7407722253645979,0.49592723892599966,7.844902347279967e-11,0.2576033447750564,0.7,0.5972157831601005,1.376789587074303e-11,0.5414283418769219,3.357989803037049e-11,0.6372570149166473
14.1,1.0497829816669064,2.4555243741174403e-11,1.6699515030828127,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.0588221101194403e-11,7.773890862765711e-28,1.1115334318160317e-11,3.819305005322109e-11,0.7391205352644529,0.49371817952969843,4.8756212704831306e-11,0.2575284315505603,0.7,0.5983762995501366,8.592558996463047e-12,0.5420686576421165,2.0957251393006344e-11,0.6370716952040409
14.4,1.05172110863691,1.5333343501820823e-11,1.666404201846821,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,6.611737717985139e-12,3.031263362656951e-28,6.953704122775804e-12,2.3798711844264943e-11,0.7375504997374029,0.49162290073465237,3.0380790619316096e-11,0.2574558345192606,0.7,0.5994810319230387,5.375467008847138e-12,0.54267614622887,1.3110764034825435e-11,0.6368921052709278
14.7,1.053566393476308,9.593088003315081e-12,1.663031375376744,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,4.136539547029463e-12,1.1864974183250178e-28,4.358119052035952e-12,1.4859188941595567e-11,0.7360576867417469,0.48963481085550076,1.8968837933816974e-11,0.25738554195702285,0.7,0.6005328442814954,3.3689850432780833e-12,0.5432526657815087,8.2169545206522e-12,0.6367182161142416
15.0,1.0553235733123005,6.024677909805502e-12,1.6598236446347054,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.5978411147081328e-12,4.6796956371130105e-29,2.7415629680713966e-12,9.313909510767723e-12,0.7346379451153207,0.48774777261930485,1.1889884483898243e-11,0.25731753479747665,0.7,0.6015344367880112,2.1193282065948366e-12,0.5437999545526028,5.1690414959231095e-12,0.6365499805677537
15.3,1.0569971277930186,3.744049834851132e-12,1.6567721917402554,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.6144342887878082e-12,1.8073122072618855e-29,1.706452406259278e-12,5.777509268021297e-12,0.733287372064237,0.4859560506361273,7.37541176688568e-12,0.25725178652248104,0.7,0.6024883628420206,1.319149973911116e-12,0.5443196427192833,3.2174067863840282e-12,0.6363873330311071
15.6,1.0585912776237156,2.311227003902987e-12,1.653868758961615,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,9.96601084082968e-13,6.887080299578126e-30,1.0549932148805692e-12,3.5602449596512253e-12,0.7320023127164108,0.48425430259572894,4.544912236445466e-12,0.2571882661536983,0.7,0.6033970282455179,8.155482489777134e-13,0.5448132555986982,1.9891221792622973e-12,0.6362301968703468
15.9,1.0601100098590275,1.4340485831484372e-12,1.6511055844769462,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,6.183617490536061e-13,2.6514147624095048e-30,6.555314798856639e-13,2.2053369022379693e-12,0.7307793316894964,0.4826375342291432,2.8152733269926404e-12,0.25712693758766436,0.7,0.6042627056196456,5.067497525390442e-13,0.5452822231516151,1.2359626464449088e-12,0.636078482773024
