Time,tCa,tCe,tP21,aRc,C1,tE1,Rb,pRb,E2f,RbE2f,E1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,iRc,Dna,P53,Dam,Pr,tRb,tE2f,tC1,Cd,Skp2,Cdt2,kSyE2f,kSyE2fE2f,jSyE2f,kAsRbE2f,kDsRbE2f,kDeE2f,kPhRbCd,kPhRbCe,kPhRbCa,kDpRb,kSyE1,kDeE1C1,kDeE1,kPhC1,kPhC1Ce,kPhC1Ca,kDpC1,kAsE1C1,kDsE1C1,kSyP21,kSyP21P53,kDeP21,kDeP21Cy,kDeP21aRc,kSyCe,kSyCa,kAsCyP21,kDsCyP21,kDeCe,kDeCa,kDeCeCa,kDeCaC1,kImPc,kExPc,kPhRc,kDpRc,jCy,n,kAsRcPc,kDsRcPc,kAsPcP21,kDsPcP21,kSyDna,kSyP53,kDeP53,jP53,kGeDam,kGeDamArc,kReDam,kReDamP53,jDam,kSyPr,kDePr,Cell,Phosphorylation_of_Rb,Phosphorylation_Rb_in_Rb_E2F_complexes,Dephosphorylation_of_Rb,Synthesis_of_E2F,Degradation_of_E2F,Degradation_of_E2F_in_Rb_E2F_complexes,Association_dissociation_of_Rb_and_E2F,Synthesis_of_p21,Synthesis_of_CycE,Synthesis_of_CycA,Association_dissociation_of_CycE_Cdk2_and_p21,Association_dissociation_of_CycA_Cdk2_and_p21,Degradation_of_p21_in_CycE_Cdk2_p21_complexes,Degradation_of_p21_in_CycA_Cdk2_p21_complexes,Degradation_of_CycE_in_CycE_Cdk2_complexes,Degradation_of_CycE_in_CycE_Cdk2_p21_complexes,Degradation_of_CycA_in_CycA_Cdk2_complexes,Degradation_of_CycA_in_CycA_Cdk2_p21_complexes,Degradation_of_free_p21,Synthesis_of_Emi1,Degradation_of_Emi1,Association_dissociation_of_Emi1_APC_C_Cdh1_complexes,Degradation_of_Emi1_in_Emi1_APC_C_Cdh1_complexes,Phosphorylation_of_free_APC_C_Cdh1,Phosphorylation_of_APC_C_Cdh1_in_Emi1_APC_C_Cdh1_complexes,Dephosphorylation_of_APC_C_Cdh1,Nuclear_import_of_active_PCNA,Nuclear_export_of_active_PCNA,Nuclear_export_of_inactive_PCNA,Association_dissociation_of_PCNA_and_p21,Degradation_of_p21_in_PCNA_p21_complexes,Association_dissociation_of_active_PCNA_and_replication_complexes,Association_dissociation_of_inactive_PCNA_and_replication_complexes,Phosphorylation_priming_of_replication_complexes,Dephosphorylation_of_replication_complexes,Association_dissociation_of_p21_and_replication_complexes,Degradation_of_p21_in_inactive_replication_complexes,Dissassembly_of_RC,Dissassembly_of_pRC,Dissassembly_of_aRC,Dissassembly_of_iRC,Synthesis_of_DNA,Synthesis_of_p53,Degradation_of_p53,Induction_of_DNA_damage,Induction_of_DNA_damage_by_replication,Synthesis_of_APC_C_Cdh1_activity_probe,Degradation_of_APC_C_Cdh1_activity_probe,Repair_of_DNA_damage
612.0,1.0902718511797693,0.4843307170327869,0.024367790131102633,0.28771341996337374,0.002897672248214144,1.6027833835267553,0.04785124782646261,4.616549223095733,0.9214982106893893,0.3355995290777993,1.5619640678382176,0.9562830120632507,0.0408193156885378,0.00011419422510396186,0.4841809047601212,1.0899327644337522,0.00014981227266568645,0.0003390867460170477,0.3662514451358015,0.013162438000471038,0.4419756384977225,0.2597086826520634,0.010602258886844898,0.4460134591643848,0.6665834904937477,0.681399890787847,1.206504141320867,4.999999999999995,1.2570977397671885,1.0000000000000027,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028817653204925665,0.20210948060903108,0.23082746115478667,0.06286668500783218,0.046074910534469465,0.016779976453889966,0.21879619861131014,0.007332667923949982,0.009214982106893893,0.018429964213787786,4.780004959593288e-05,0.00010750969014907896,4.512828282630671e-05,0.00010214385179949466,0.009852593099208997,3.048528658051966e-06,0.01721586349217554,5.355991967512152e-06,3.439897944224216e-05,0.0046074910534469465,0.0007809820339191088,0.0448524061639394,0.000204096578442689,0.003172297899627394,0.044687948922719684,0.04781415060316254,0.003,0.002197508670814809,7.897462800282623e-05,0.004050755617044195,0.003964950362207779,0.0006634733833929612,2.3581735449073034e-05,0.013659243721767723,0.012985434132603172,0.003179498515604373,0.003193741935355133,0.0,0.0,0.0,0.0,0.0026757348056593755,0.05,0.048205351156056654,0.001,0.003452561039560485,0.01,0.007112757549453911,0.0026037376240363235
624.0,1.1045718405257823,0.47700829810640427,0.02427972449445942,0.29580304296789195,0.0028223935108150165,1.646173114897606,0.04777262492316345,4.617770527649753,0.9227877461983195,0.3344568474270779,1.605817196591621,0.9568216881832022,0.040355918305985006,0.00011518852050245778,0.47686281381566237,1.1042326762641395,0.00014548429074190007,0.00033916426164286133,0.3669123865453395,0.012967450584965649,0.4338754639825438,0.25960905621296215,0.01071243683660655,0.47857446473887294,0.6880535825064413,0.70350460055586,1.2410492551474546,4.999999999999995,1.2572445936253973,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028870365784597552,0.2021218540934985,0.2308885263824877,0.06287487770766341,0.04613938730991598,0.016722842371353894,0.21874768017698293,0.00750442866005153,0.009227877461983195,0.01845575492396639,4.765490746897013e-05,0.00011023671518719258,4.500857852412064e-05,0.00010492748890538224,0.009805963771920403,2.9916647787723776e-06,0.017275485042477005,5.306152638750969e-06,3.563595453278037e-05,0.004613938730991598,0.0008029085982958105,0.04491892116909368,0.00020177959152992503,0.0031300380850304292,0.044754766041689875,0.047841084409160115,0.003,0.002201474319272037,7.780470350979389e-05,0.004096734990168699,0.0040117494124950765,0.0006567347408709195,2.2952239241905014e-05,0.013656162874860794,0.012980452810648108,0.0033001871195935764,0.003314114204951936,0.0,0.0,0.0,0.0,0.002750968299601395,0.05,0.04821647834999306,0.001,0.0035496365156147034,0.01,0.007129563654174716,0.002714501735500986
636.0,1.1184792239370989,0.47035483609416245,0.024199105075557864,0.30381150140463575,0.0027512683252535514,1.6894062584606238,0.04769127514065479,4.619033695543809,0.9241255785688213,0.3332750293155319,1.6494906222666255,0.9573330954807504,0.0399156361939982,0.00011615012858698189,0.4702133287094438,1.118140063067328,0.00014150738471861306,0.0003391608697710226,0.36761189170533104,0.012783407846117319,0.42577022523609753,0.259599394512907,0.010818878846363929,0.5120336820389844,0.7093841399139824,0.7254396708760326,1.2753982296376918,4.999999999999996,1.2574006078843531,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028925045356630603,0.20213331077336755,0.23095168477719047,0.06288335738237966,0.046206278928441064,0.016663751465776595,0.2186972610136346,0.007675073119311859,0.009241255785688213,0.018482511571376425,4.753996935698403e-05,0.00011291406861497504,4.491868561435666e-05,0.00010765982646227541,0.00976731873011191,2.939405679980892e-06,0.017334007308101577,5.257853814043145e-06,3.6869532430695014e-05,0.004620627892844106,0.0008247453111333128,0.04498275665650938,0.00019957818096999098,0.003089240169088051,0.04481896061295301,0.04786665477403752,0.003,0.0022056713502319864,7.670044707670391e-05,0.004141982770706613,0.0040578368348879205,0.0006505067436198469,2.2366770520272077e-05,0.013654673938661105,0.01297996972564535,0.003420585706971608,0.0034342364433204977,0.0,0.0,0.0,0.0,0.0028254469630631125,0.05,0.048228574552484124,0.001,0.0036457380168556292,0.01,0.007145465325537043,0.002825157058905395
648.0,1.1320166109811038,0.4642860162410352,0.02412458191855304,0.31174431618841864,0.0026839551944281338,1.7324850538115315,0.047607987734876456,4.620326980132124,0.9254987833585885,0.3320650321329972,1.6929884949298208,0.9578194859238635,0.03949655888171056,0.00011707932381807044,0.46414818092019,1.1316775324914528,0.0001378353208452376,0.0003390784896510684,0.36834251429656695,0.012608943117820346,0.4176929276993402,0.2596411104458275,0.010921645666418317,0.5463823804947706,0.7305646265098735,0.7471957500837797,1.309561298294105,4.999999999999998,1.2575638154915856,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028981253702864525,0.20214382921809973,0.23101634900660623,0.06289204029512382,0.04627493916792943,0.01660325160664986,0.2186453484732288,0.00784451701207899,0.009254987833585885,0.01850997566717177,4.745038913126139e-05,0.00011554211580164833,4.485369419017119e-05,0.00011034125932315149,0.009735583745093115,2.8911183201455432e-06,0.017391518908410623,5.210927843746347e-06,3.809937942121605e-05,0.004627493916792943,0.0008464942474649105,0.045044087061922505,0.0001974827944085528,0.003049829320959699,0.044880690856733116,0.04789097429619318,0.003,0.0022100550857794016,7.565365870692209e-05,0.004186439819550796,0.004103140437442659,0.0006446242781752686,2.181635426017317e-05,0.01365316267520939,0.012982055522291376,0.003540664917682497,0.003554068375006518,0.0,0.0,0.0,0.0,0.0028992221405522932,0.05,0.04824146374494577,0.001,0.0037409317942610236,0.01,0.007160563827786438,0.0029356043621763584
660.0,1.1452028701605588,0.4587283432719615,0.024055152795327273,0.31960507798785043,0.0026201505767402076,1.7754110963564351,0.04752345031864177,4.6216401387839,0.9268960241318793,0.3308364108974557,1.7363140428862618,0.9582827959530884,0.03909705347017342,0.00011797662397878438,0.45859391379171754,1.1448639496955038,0.00013442948024396082,0.00033892046505491915,0.3690989432794428,0.012443008287312856,0.40967271656703,0.25970138750638755,0.011020817938736752,0.5816123350541156,0.751586409882261,0.7687652548567611,1.3435475514723214,4.999999999999997,1.257732435029335,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.02903860357546456,0.20215340679109367,0.231082006939195,0.0629008534694557,0.04634480120659397,0.016541820544872785,0.21859230371240249,0.008012691279058088,0.009268960241318793,0.018537920482637586,4.738188771416648e-05,0.0001181211604473464,4.480928226811896e-05,0.00011297211562171667,0.009709790246915446,2.846269906590063e-06,0.017448071373122532,5.165249954514603e-06,3.932506348541485e-05,0.004634480120659396,0.000868157021443131,0.04510307187400387,0.0001954852673508671,0.0030117317891608557,0.04494010376500516,0.04791413979765442,0.003,0.002214593659676657,7.465804972387713e-05,0.004230074641351421,0.004147619031174476,0.000638949998980277,2.129384723094952e-05,0.013650313329215132,0.012985069375319378,0.003660384631360901,0.003673561341948202,0.0,0.0,0.0,0.0,0.0029723272252870085,0.05,0.048255004007626216,0.001,0.0038352609358542054,0.01,0.007174948538883426,0.0030457566672880748
672.0,1.1580538842900185,0.45361805307625463,0.02399007987913854,0.32739579230730265,0.0025595835567504234,1.8181854210942616,0.047438253941357506,4.622964349733091,0.9283074854671076,0.3295973963255502,1.7794697115825744,0.9587247069315642,0.03871570951168727,0.00011884272416524831,0.4534867955390809,1.1577151931375391,0.00013125753717374767,0.0003386911524794252,0.36987758065400017,0.012284798080181809,0.4017348459935919,0.259752871313972,0.011116490385138312,0.6177156298683842,0.7724423832775779,0.7901419817785981,1.377365069853742,4.999999999999998,1.257904881792658,1.0000000000000018,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029096755739274994,0.2021620556490303,0.23114821748665457,0.06290973417881024,0.04641537427335538,0.01647986981627751,0.21853844417463072,0.008179539066220622,0.009283074854671076,0.01856614970934215,4.733072929614597e-05,0.00012065146973599048,4.4781686056700684e-05,0.00011555268510362762,0.009689075478399084,2.8044128236929354e-06,0.017503689474885363,5.120728134200626e-06,4.054607208305638e-05,0.004641537427335538,0.0008897348557912872,0.04515985703990488,0.00019357854755843636,0.0029748761452056383,0.04499733574521465,0.04793623534657821,0.003,0.002219265483924001,7.370878848109085e-05,0.004272877948455455,0.004191256233677766,0.0006333718437881155,2.0793625363257647e-05,0.013645078988108971,0.012987643565698601,0.0037796958799525865,0.003792659783191191,0.0,0.0,0.0,0.0,0.0030447808684579145,0.05,0.048269082292154694,0.001,0.003928749507687632,0.01,0.007188698475865447,0.0031555372799430344
684.0,1.170583183542248,0.4488999996949526,0.023928823828437105,0.3351171933475609,0.0025020113959752827,1.8608085853802712,0.04735290057408201,4.624292097760429,0.9297247653795695,0.3283550016654888,1.8224572901053806,0.959146693329136,0.038351295274890465,0.00011967844413216736,0.448771707344404,1.1702447879588258,0.00012829235054854612,0.0003383955834222738,0.3706761661542371,0.012133690229219831,0.3939008094642589,0.25977322996707064,0.011208767221114285,0.6546844987168319,0.7931266429021445,0.8113207845597074,1.4110210450090366,5.0,1.2580797670450583,1.0000000000000018,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029155415213598424,0.2021697994200373,0.23121460488802145,0.06291862916954633,0.04648623826897848,0.01641775008327444,0.21848404687307496,0.008345013143217155,0.009297247653795694,0.01859449530759139,4.729368217808731e-05,0.0001231332963055767,4.4767655342476805e-05,0.00011808324333672744,0.0096726781019252,2.7651712206605248e-06,0.01755837947069558,5.077295046363205e-06,4.1761830038380655e-05,0.004648623826897847,0.0009112286450526903,0.04521457613247004,0.00019175647637445232,0.0029391941148133303,0.04505251316950433,0.047957334666456804,0.003,0.0022240569969254227,7.280214137531899e-05,0.004314857781929387,0.004234054952547969,0.0006278002561894063,2.031131180152893e-05,0.013636650246916076,0.012988661498353532,0.003898542757966337,0.003911302783239732,0.0,0.0,0.0,0.0,0.0031165898981323163,0.05,0.04828360963294767,0.001,0.004021406320170731,0.01,0.007201883573648028,0.0032648780596037062
696.0,1.1828024359679137,0.44452669757405977,0.02387099415995008,0.34276900544679084,0.0024472158371130963,1.9032807405071273,0.047267810741557906,4.62561706099617,0.9311407641172363,0.3271151282622716,1.8652780160633717,0.9595500597191333,0.03800272444375557,0.00012048468895194251,0.44440118647907406,1.1824643967660249,0.000125511094985725,0.00033803920188873364,0.37149347000665,0.011989200456688357,0.38618852275641713,0.2597447130793615,0.011297758717435323,0.6925111994886364,0.8136342339278614,0.8322973249554396,1.444521874515991,4.999999999999999,1.258255892379508,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029214327743637594,0.20217666985270408,0.2312808530498085,0.06292749385949029,0.04655703820586182,0.01635575641311358,0.21842935141890432,0.008509073871422891,0.009311407641172364,0.01862281528234473,4.726798397351919e-05,0.00012556689494666416,4.476441870349275e-05,0.00012056406944153296,0.009659933459297557,2.728230398238979e-06,0.01761213516483665,5.0349017957416965e-06,4.297171548235048e-05,0.004655703820586182,0.0009326390080316859,0.04526735177085424,0.00019001362221877786,0.0029046210548040346,0.04510575319317332,0.04797750298595667,0.003,0.0022289608200399,7.193520274013015e-05,0.004356035513576018,0.004276033040938289,0.000622165642330546,1.9843555609299345e-05,0.013624425130723558,0.012987235653968074,0.004016864113187975,0.004029425459923124,0.0,0.0,0.0,0.0,0.0031877517506551547,0.05,0.04829851703321659,0.001,0.0041132280653614905,0.01,0.007214565804195259,0.003373718011261241
708.0,1.1947218759452223,0.44045731016467693,0.02381630850206745,0.3503501871095725,0.00239499995043282,1.9456017036054425,0.04718333266220496,4.626933976779497,0.9325495459648285,0.32588269055829616,1.9079326749010046,0.9599359713451315,0.03766902870443794,0.00012126241620725988,0.4403344156797487,1.1943842482983271,0.00012289448492823168,0.0003376276468952213,0.3723290143962132,0.011850945563213481,0.3786126245713893,0.2596536099282199,0.01138357839082326,0.7311879139441054,0.8339609267098911,0.8530678608824704,1.4778732566728907,4.999999999999997,1.2584322365231246,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029273275605564482,0.20218270472949007,0.23134669883897485,0.06293629137153137,0.04662747729824143,0.016294134527914807,0.21837456380344203,0.00867168741367913,0.009325495459648286,0.018650990919296572,4.7251290938126684e-05,0.0001279525374837859,4.476962735914615e-05,0.00012299546189132584,0.00965026501379209,2.693326494728168e-06,0.017664942913927742,4.993512864109823e-06,4.41750757931821e-05,0.004662747729824143,0.0009539663374505023,0.04531829633112626,0.0001883451435221897,0.002871096224509503,0.04515716423071613,0.04799679856725658,0.003,0.002233974086377279,7.110567337928089e-05,0.004396442135343111,0.004317219092691047,0.0006164155395803567,1.9387829574688755e-05,0.013607979163080266,0.012982680496410996,0.004134595236849003,0.004146960401586827,0.0,0.0,0.0,0.0,0.003258256740119024,0.05,0.0483137517052936,0.001,0.00420420224531487,0.01,0.007226800078622417,0.003482002019971794
720.0,1.2063506295229744,0.4366567854290185,0.023764562656987488,0.3578591298251738,0.00234518551450702,1.9877710187892892,0.04709975075588178,4.628238518204248,0.933946209599121,0.32466173103986873,1.950421681812854,0.9603054775090599,0.0373493369764352,0.00012201261199976904,0.43653635926127854,1.2060134629338966,0.00012042616773992075,0.000337166589077865,0.3731828523198362,0.01171861635801894,0.3711847808062632,0.25948974843841677,0.011466340930150993,0.7707066744280351,0.8541030443858804,0.8736290887553297,1.511080268611211,4.999999999999998,1.2586079406389898,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029332073767117835,0.20218794561311718,0.23141192591021242,0.06294499162986911,0.04669731047995605,0.016233086551993438,0.21831985980239624,0.008832824355087043,0.00933946209599121,0.01867892419198242,4.724163303934213e-05,0.0001302905232655581,4.478131087780024e-05,0.0001253777490928014,0.009643176331983866,2.6602383647178848e-06,0.01771678523648501,4.95310229214095e-06,4.537124124695386e-05,0.004669731047995605,0.000975210840906427,0.0453675133839149,0.00018674668488217601,0.002838562891035975,0.0452068466610808,0.048015273875453,0.003,0.0022390971139190172,7.031169814811365e-05,0.004436115292926539,0.004357649272037416,0.0006105121148748775,1.894226717773551e-05,0.01358703789411387,0.012974487421920838,0.00425166930649188,0.004263838893660328,0.0,0.0,0.0,0.0,0.003328089907374116,0.05,0.04832927385793516,0.001,0.004294309557902086,0.01,0.0072386351412699,0.003589679842478473
732.0,1.2176969778436717,0.4330950595546673,0.023715607267144764,0.365293828348411,0.002297610734399986,2.0297880121821246,0.047017293927949635,4.629527174243284,0.9353267601433192,0.32345553182876335,1.9927451532892098,0.9606595303726875,0.03704285889291472,0.0001227362721193475,0.43297696734440067,1.2173603162385476,0.00011809221026664526,0.000336661605124172,0.37405538391448634,0.011591956579555274,0.3639140115503065,0.25924599950120775,0.011546160600079328,0.8110593101504688,0.8740573234558066,0.8939780207695889,1.544147436572411,4.999999999999997,1.2587822919720826,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029390566153375486,0.202192436265187,0.2314763587121642,0.06295357047781547,0.04676633800716596,0.01617277659143817,0.21826538834253262,0.008992458587646452,0.009353267601433192,0.018706535202866383,4.7237368372059935e-05,0.0001325811867849407,4.4797829954621316e-05,0.00012771129699875135,0.009638242537733406,2.628780397599266e-06,0.017767643422829976,4.913650686828974e-06,4.655953712147295e-05,0.004676633800716596,0.0009963725766446048,0.04541509796227919,0.0001852142944645736,0.0028069682555014333,0.04525489346331077,0.04803297651863438,0.003,0.0022443323034869182,6.955173947733165e-05,0.0044750967729879874,0.004397364555373589,0.000604429790368779,1.850552309633476e-05,0.013561451791402473,0.012962299975060388,0.004368018665968086,0.004379992025072594,0.0,0.0,0.0,0.0,0.003397232603640222,0.05,0.04834505393790937,0.001,0.004383525940180932,0.01,0.007250114195187228,0.003696705267612394
744.0,1.2287685611149428,0.4297463577985244,0.023669330406513582,0.37265202099277733,0.0022521283460704973,2.0716518395212815,0.0469361431827939,4.6307971398563375,0.9366879905140981,0.32226671696086606,2.0349029676706705,0.9609989998033206,0.036748871850611084,0.0001234343881026098,0.4296304771178466,1.228432443029103,0.00011588068067780665,0.00033611808583980894,0.3749472102803204,0.011470747196315391,0.3568070107049782,0.25891781824667087,0.011623150055577968,0.8522374104794506,0.8938208059440871,0.9141118945082419,1.5770787969652569,4.999999999999997,1.258954707474964,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.029448622201592785,0.2021962213420038,0.23153985699281687,0.06296200886543915,0.04683439952570491,0.016113335848043305,0.21821127461706166,0.009150566447552697,0.009366879905140981,0.018733759810281962,4.7237141019383354e-05,0.00013482490263870095,4.481783376885067e-05,0.00012999651373948043,0.009635102157555918,2.5987965376849274e-06,0.017817499482647978,4.87514299589167e-06,4.773929403058865e-05,0.0046834399525704905,0.0010174514838353352,0.04546113783143483,0.00018374435925305543,0.0027762633559370027,0.045301390779476806,0.048049949990166034,0.003,0.0022496832616819224,6.882448317789235e-05,0.004513430475210038,0.0044364085371430845,0.0005981531154417854,1.8076658321713015e-05,0.013531173828493418,0.012945890912333544,0.004483575918088657,0.0044953516325095914,0.0,0.0,0.0,0.0,0.0034656637952328287,0.05,0.048361070301974965,0.001,0.004471824251913328,0.01,0.007261275604960953,0.0038030354423741744
756.0,1.2395725394906048,0.4265885493133717,0.023625644510354767,0.37993130529421504,0.0022086039511887722,2.1133615282825535,0.046856438853552326,4.632046211482508,0.9380273672956835,0.3210973496639379,2.076894817563267,0.9613246853295269,0.0364667107192864,0.00012410793662370948,0.4264747680196293,1.2392369983193234,0.00011378129374240418,0.000335541171281325,0.375859018260928,0.011354794635988411,0.3498684681494586,0.2585028070836119,0.011697419472718917,0.894232304490384,0.9133907553314148,0.9340281067659276,1.6098779539185395,4.999999999999998,1.2591247169596214,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.02950613350909294,0.2021993454989542,0.2316023105741254,0.06297029207741238,0.046901368364784174,0.016054867483196896,0.2181576231449246,0.009307126042651319,0.009380273672956836,0.01876054734591367,4.7239838793871145e-05,0.00013702208828510431,4.484021656240407e-05,0.0001322338522527281,0.009633448742772145,2.570155008803009e-06,0.01786633744508798,4.8375668261701365e-06,4.890985655268807e-05,0.004690136836478418,0.0010384474087816336,0.045505713895544295,0.000182333553596432,0.002746402869524676,0.04534641845029204,0.04806623426647635,0.003,0.002255154109565568,6.812876781593046e-05,0.0045511607754178075,0.004474825639195498,0.0005916748075871893,1.7655043399890516e-05,0.013496239552782336,0.012925140354180596,0.004598274841154577,0.004609851102286436,0.0,0.0,0.0,0.0,0.0035333611392361994,0.05,0.04837730724249986,0.001,0.004559175663530581,0.01,0.00727215341530422,0.003908630326605669
