Time,Active_TGF_beta,Macrophages,VEGF,LECs,Capillaries,f,sigma,a_p,p_0,a_M,T_L,r1,d1,s_M,alpha,b1,b2,beta,r2,k1,d2,rho,S_V,r3,d3,gamma,c1,c2,c3,c4,S_L,b3,b4,C,k2,L,delta1,delta2,Body,Activation_of_TGF_beta_by_enzymes_and_Macrophages,Decay_of_TGF_beta,Flux_of_macrophages_from_source,Chemotaxis_by_TGF_beta,Logistic_growth_of_Macrophages,Removal_of_Macrophages,Differentiation_of_Macrophages,Flux_of_VEGF_from_source,Production_of_VEGF_by_macrophages,Decay_of_VEGF,VEGF_used_by_LECs,Growth_of_LECs_upregulated_by_VEGF_and_downregulated_by_TGF_beta,Inflow_and_chemotaxis_of_LECs_by_VEGF,Crowding_effect_and_apoptosis_of_LECs,Transdifferentiation_of_LECs_into_the_capillaries
98.0,26.67926658344794,1642.3674092244653,0.41082297356055253,870.3092332749287,15909.403876295892,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13339.590519261086,13339.63329172397,542.0,35.14759248853057,9.99101792741593,328.47348184489306,261.29086426617755,1.9,3.120498077526484,4.519052709166078,0.5005602379836951,50.481339546853704,0.0,34.04014176569368,43.87300469087765
98.25,26.66862085689529,1641.7138895147273,0.4110434753428282,863.4796349200965,15920.329073809766,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13334.268035752139,13334.310428447645,542.0,35.11955196751516,9.987053277007076,328.3427779029455,261.36625366118625,1.9,3.119256390077982,4.521478228771111,0.49689873803543816,50.10305401986626,0.0,33.77932808141024,43.52890941603014
98.5,26.65806947668268,1641.066160084731,0.411262560798643,856.7063943932185,15931.16864042578,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13328.992721600289,13329.034738341341,542.0,35.091770986430966,9.983123745408813,328.2132320169462,261.44101746405823,1.9,3.118025704160989,4.5238881687850725,0.49326377185501813,49.72761371028937,0.0,33.52057699271895,43.18765098527166
98.75,26.647611510747065,1640.424163751699,0.41148023772930686,849.9890129162317,15941.923271121987,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13323.764110788537,13323.805755373533,542.0,35.06424679800796,9.979228985942324,328.08483275033984,261.5151615062404,1.9,3.1168059111282282,4.526282615022375,0.48965515354289785,49.35499773712889,0.0,33.26387147133085,42.84920432691366
99.0,26.63724607435295,1639.7878462336716,0.41169651440005967,843.3270090168578,15952.593643459031,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13318.58176093159,13318.623037176476,542.0,35.03697678591085,9.975368669522066,327.95756924673435,261.58869172448647,1.9,3.115596907843976,4.528661658400656,0.4860727061563353,48.985186022010154,0.0,33.00919513232144,42.513545240954564
99.25,26.626972235282626,1639.157150339126,0.411911398113715,836.7198862583723,15963.180447380419,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13313.445205954276,13313.486117641312,542.0,35.00995821512712,9.97154244940634,327.83143006782524,261.6616137247735,1.9,3.1143985856443392,4.531025379250865,0.48251624144952865,48.618157565916206,0.0,32.75653095691209,42.180648771096855
99.5,26.616789076325507,1638.532019796614,0.412124896150775,830.1671545089962,15973.684365571078,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13308.353987281203,13308.394538162753,542.0,34.983188396367815,9.967749984430375,327.7064039593228,261.73393307112775,1.9,3.1132108376135665,4.533373857658526,0.4789855732757262,48.25389158700551,0.0,32.505862135165565,41.85049027778962
99.75,26.60669569527816,1637.9123992547602,0.4123370157694305,823.6683299418958,15984.10607345737,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13303.307653836597,13303.34784763908,542.0,34.956664685909104,9.963990939006441,327.58247985095204,261.8056552871915,1.9,3.112033558584044,4.535707173463735,0.47548051761284477,47.89236752336663,0.0,32.257172066609996,41.523045438246825
100.0,26.59669120494427,1637.2982342822643,0.412547764205561,817.2229350351824,15994.446239207076,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13298.305762044123,13298.345602472136,542.0,34.93038448543651,9.960264983123976,327.4596468564529,261.8767858577635,1.9,3.1108666451363023,4.538025406261171,0.47200089258877925,47.53356503573562,0.0,32.010444360855274,41.1982902464654
100.25,26.586774733134675,1636.6894713678987,0.4127571486727345,810.8304985719132,16004.70552372941,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13293.347875826748,13293.387366567338,542.0,34.90434524189203,9.956571792349703,327.33789427357976,261.9473302303158,1.9,3.1097099955990077,4.54032863540008,0.46854651850640844,47.17746401017632,0.0,31.765662838202083,40.8762010132431
100.5,26.576945182303156,1636.086043202031,0.41296517521677706,804.4904786911578,16014.88465412205,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13288.433446736719,13288.472591151578,542.0,34.87854381651257,9.952910958534659,327.2172086404062,262.01729266099477,1.9,3.1085634820838592,4.542616927384548,0.46511717209009196,46.82404044537744,0.0,31.52280848398849,40.55675048605082
100.75,26.56720170011983,1635.4878974917503,0.4131718509582415,798.2024135349,16024.984279880075,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13283.562048631546,13283.600850059916,542.0,34.8529777203575,9.949282164627451,327.0975794983501,262.08667847239417,1.9,3.107427005234326,4.5448903605406565,0.4617126760953704,46.47327449969324,0.0,31.28186541213817,40.23991544538455
101.0,26.557543519549764,1634.8949871682296,0.41337718333031853,791.9658700516422,16035.005021762452,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13278.733297920075,13278.771759774882,542.0,34.82764469365542,9.945685125265678,326.97899743364593,262.15549329296823,1.9,3.106300475619636,4.547149016633504,0.4583328689179701,46.12514776991501,0.0,31.042818839968074,39.925674123237805
101.25,26.547969794940503,1634.3072603496964,0.4135811792977291,785.7803915223263,16044.947521878052,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13273.94677181917,13273.98489747025,542.0,34.802542275626266,9.94211952588396,326.86145206993933,262.2237422693517,1.9,3.1051837946644234,4.54939297227502,0.454977573392769,45.77964048501941,0.0,30.805653011258727,39.614003557111154
101.5,26.538479693293166,1633.7246659303325,0.41378384579166694,779.6455267793784,16054.812415796345,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13269.202053870627,13269.239846646582,542.0,34.77766804397043,9.938585056620328,326.74493318606653,262.2914305057104,1.9,3.104076865267632,4.551622303708337,0.45164661419505775,45.436733069631174,0.0,30.570352353431975,39.304881063393964
101.75,26.529072394262425,1633.1471535802755,0.41398518970979864,773.5608302067089,16064.600332547396,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13264.498733941069,13264.536197131212,542.0,34.753019614739884,9.935081412316332,326.62943071605514,262.35856306504525,1.9,3.1029795918025234,4.553837086807785,0.44833981786327126,45.09640614633366,0.0,30.336901478105542,38.998284237380645
102.0,26.51974709015651,1632.574673745617,0.4141852179162639,767.5258617397126,16074.311894621875,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13259.8364082218,13259.873545078255,542.0,34.72859464221163,9.931608292517149,326.5149347491234,262.425144970476,1.9,3.101891880116672,4.556037397078903,0.4450570128214435,44.75864053794839,0.0,30.10528518164095,38.694190953286665
102.25,26.510502985937226,1632.0071776484042,0.4143839372416751,761.5401868652687,16083.947717971045,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13255.214679228668,13255.251492968613,542.0,34.704390818763386,9.928165401471658,326.40143552968084,262.49118120650417,1.9,3.100813637531968,4.558223309658426,0.44179802940138746,44.423417269783826,0.0,29.8754884456847,38.39257936426443
102.5,26.50133906145346,1631.4446026907463,0.41458135842840294,755.6032867157251,16093.508497717165,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13250.633036932302,13250.669530726731,542.0,34.68040525253108,9.92475235958179,326.2889205381493,262.5566757695833,1.9,3.099744745112418,4.560394942712432,0.43856265185539983,44.090712676427195,0.0,29.64749287992761,38.093423372825825
102.75,26.492254521506943,1630.886900082848,0.4147774887159808,749.7147281061057,16102.994846050438,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13246.091083762702,13246.127260753472,542.0,34.65663564574539,9.921368871016611,326.1773800165696,262.6216334652528,1.9,3.098685110157411,4.562552375875788,0.4353507090481288,43.760507649249554,0.0,29.421283450334094,37.79670119748252
103.0,26.483248689387544,1630.3340283078314,0.41497233354873186,743.8741234369692,16112.407330455964,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13241.588481385523,13241.624344693771,542.0,34.63308001523035,9.918014684065213,326.0668056615663,262.6860594879891,1.9,3.09763465378488,4.56469566903605,0.4321620532168191,43.4327854706716,0.0,29.19684689413673,37.50239335271762
103.25,26.47432079349689,1629.7859400230338,0.41516590012422894,738.0810499895474,16121.746550652246,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13237.124844025579,13237.160396748444,542.0,34.60973613399568,9.914689511669158,325.9571880046068,262.7499585686788,1.9,3.096593286043764,4.566824901366518,0.42899651687696505,43.1075274198559,0.0,28.97416852652834,37.21047858296092
103.5,26.46547007411583,1629.2425886141339,0.4153581956301087,732.3350902745873,16131.013100125137,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13232.699791843965,13232.735037057915,542.0,34.58660181062472,9.91139307118525,325.8485177228268,262.81333540216383,1.9,3.0955609183668544,4.568940151931195,0.42585393437029145,42.784714969843925,0.0,28.75323383770725,36.92093589542243
103.75,26.456695783544177,1628.7039282037251,0.415549227242636,726.6358320827953,16140.207566079744,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13228.312951007749,13228.347891772088,542.0,34.56367488952907,9.908125084437637,325.74078564074506,262.8761946489757,1.9,3.094537463587078,4.571041499668996,0.42273414191234154,42.46432979234148,0.0,28.534028495373402,36.63374456264858
104.0,26.447997186240446,1628.169913659889,0.415739002125269,720.9828685352811,16149.330529392317,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13223.96395375969,13223.998593120223,542.0,34.54095325120441,9.904885277769894,325.6339827319778,262.938540937057,1.9,3.0935228359537894,4.573129023377959,0.4196369776399805,42.14635376249005,0.0,28.316538347219474,36.34888412507833
104.25,26.439373558961613,1627.6405006047667,0.41592752742722383,715.375798134001,16158.382564562151,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13219.65243848793,13219.686779480806,542.0,34.51843481248756,9.90167338209712,325.52810012095335,263.00037886347275,1.9,3.0925169511490567,4.575202801699462,0.4165622816588126,41.83076896362424,0.0,28.100749423416968,36.066334393599206
104.5,26.430824190902875,1627.1156454231316,0.41611481028203945,709.8142248122019,16167.364239663473,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13215.378049795707,13215.412095451438,542.0,34.49611752681473,9.898489132958034,325.42312908462634,263.0617129961089,1.9,3.0915197263039498,4.577262913102434,0.41350989609051125,41.51755769201487,0.0,27.886647939097276,35.78607545210332
104.75,26.422348383837374,1626.5953052709622,0.4163008578061422,704.2977579848654,16176.27611629734,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13211.140438571041,13211.174191918686,542.0,34.47399938448082,9.895332270567053,325.31906105419245,263.1225478753605,1.9,3.090531080014828,4.579309435867564,0.410479665120059,41.206702461598056,0.0,27.674220296827805,35.50808766004331
105.0,26.413945452255977,1626.0794380840146,0.4164856770974108,698.8260125991509,16185.118749543539,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13206.939262056472,13206.972726127988,542.0,34.45207841290004,9.892202539866398,325.21588761680295,263.1828880158081,1.9,3.0895509323596277,4.581342448071519,0.4074714350428975,40.89818600868988,0.0,27.46345308908326,35.23235165498819
105.25,26.40561472350699,1625.5680025863946,0.41666927523374103,693.3986091848398,16193.89268791247,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13202.774183918738,13202.807361753496,542.0,34.43035267686755,9.889099690578174,325.11360051727894,263.242737907883,1.9,3.08857920491415,4.583362027571152,0.40448505431198367,40.59199129668668,0.0,27.2543331007119,34.95884835517912
105.5,26.39735551908348,1625.0609571448651,0.4168516591911665,688.0151672174204,16202.598479935397,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13198.6448649183,13198.677759541739,542.0,34.408820229680074,9.886023470253573,325.01219142897304,263.30210194037755,1.9,3.0876158185752436,4.585368251102832,0.4015203696045774,40.288101153843925,0.0,27.046847046749924,34.68755862487429
105.75,26.389166406904224,1624.558213988825,0.4170328326512847,682.6750398875387,16211.23693745269,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13194.550590083101,13194.583203452112,542.0,34.387477164653674,9.882973346527008,324.911642797765,263.36098125657816,1.9,3.0866606065787674,4.587361159164132,0.3985770679304806,39.986483710293946,0.0,26.84097107541774,34.418449900041566
106.0,26.381047278056705,1624.0597663615235,0.41721280486075785,677.3780507656071,16219.808404351272,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13190.491304211984,13190.523639028354,542.0,34.36632302815196,9.879949278537365,324.8119532723047,263.41938247599404,1.9,3.085713556086895,4.589340853468336,0.39565511511544443,39.687132822681626,0.0,26.63669992198494,34.15151333479139
106.25,26.372997467160317,1623.5655734369536,0.41739158260880777,672.1238270565887,16228.313418424263,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13186.466674651196,13186.498733580158,542.0,34.34535591914324,9.87695101872438,324.71311468739077,263.477309810986,1.9,3.084774589530212,4.591307408696886,0.39275435903793343,39.39003150843785,0.0,26.434020524539427,33.88673018071367
106.5,26.365016318783354,1623.0755949994589,0.4175691726421048,666.9120005207008,16236.752511925084,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13182.476373721234,13182.508159391677,542.0,34.3245739660429,9.873978323228025,324.6151189998918,263.53476744151766,1.9,3.083843630498972,4.593260899063153,0.38987464919552794,39.09516296240672,0.0,26.2329199749117,33.62408191831756
106.75,26.357103187486494,1622.5897914464115,0.41774558166292175,661.7422074897124,16245.126211553257,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13178.520078738566,13178.551593743246,542.0,34.30397532674263,9.871030951904833,324.5179582892823,263.5917595162484,1.9,3.0829206037481818,4.595201398292139,0.3870158367301741,38.80251055935922,0.0,26.03338551974017,33.36355025786432
107.0,26.34925743786628,1622.1081237908927,0.4179208163272879,656.6140888832401,16253.435038440179,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13174.597472037354,13174.628718933141,542.0,34.28355818864053,9.868108668344217,324.42162475817855,263.6482901536136,1.9,3.082005435202696,4.597128979600167,0.3841777744533149,38.51205785648893,0.0,25.835404561531536,33.105117140200086
107.25,26.341478444598618,1621.6305536643688,0.4180948832431431,651.5272902250445,16261.67950813493,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13170.708240991189,13170.73922229931,542.0,34.26332076867268,9.865211239884776,324.32611073287376,263.70436344289374,1.9,3.0810980519623006,4.599043715674574,0.38136031687090594,38.22378859588984,0.0,25.63896465971626,32.84876473758859
107.5,26.333765592482226,1621.1570433193722,0.41826778896849165,646.481461659327,16269.860130590057,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13166.852078034819,13166.882796241112,542.0,34.24326131334582,9.862338437630614,324.23140866387445,263.75998344527113,1.9,3.0801983823068073,4.600945678653408,0.37856332020831157,37.937686707016596,0.0,25.444053531699087,32.59447545454372
107.75,26.326118276482166,1620.6875556321784,0.4184395400095563,641.4762579670261,16277.97741014737,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13163.02868068589,13163.059138241084,542.0,34.22337809877119,9.85949003646765,324.1375111264357,263.8151541948756,1.9,3.079306355701139,4.60283494010512,0.37578664243508336,37.65373630912697,0.0,25.250659053904783,32.34223192866208
108.0,26.31853590177329,1620.2220541054846,0.4186101428189325,636.5113385821135,16286.031845523728,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13159.237751566658,13159.267950886646,542.0,34.203669430699605,9.856665815079925,324.04441082109696,263.86987969981794,1.9,3.0784219028004207,4.604711571008258,0.37303014328961975,37.37192171370694,0.0,25.05876926281905,32.0920170314554
108.25,26.31101788378374,1619.7605028710893,0.4187796037937421,631.5863676078915,16294.02392979684,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13155.47899842575,13155.50894189187,542.0,34.18413364455753,9.853865555965923,323.95210057421787,263.92416394321293,1.9,3.07754495545507,4.606575641731163,0.3702936843037061,37.0922274268784,0.0,24.868372356024757,31.843813869182938
108.5,26.30356364823843,1619.3028666925698,0.4189479292737875,626.7010138332884,16301.954150391048,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,13151.75213415988,13151.781824119214,542.0,34.164769105484474,9.851089045454875,323.860573338514,263.9780108841906,1.9,3.0766754467158823,4.608427222011662,0.36757712882693516,36.81463815178952,0.0,24.67945669323335,31.597605783683658
