Time,Active_TGF_beta,Macrophages,VEGF,LECs,Capillaries,f,sigma,a_p,p_0,a_M,T_L,r1,d1,s_M,alpha,b1,b2,beta,r2,k1,d2,rho,S_V,r3,d3,gamma,c1,c2,c3,c4,S_L,b3,b4,C,k2,L,delta1,delta2,Body,Activation_of_TGF_beta_by_enzymes_and_Macrophages,Decay_of_TGF_beta,Flux_of_macrophages_from_source,Chemotaxis_by_TGF_beta,Logistic_growth_of_Macrophages,Removal_of_Macrophages,Differentiation_of_Macrophages,Flux_of_VEGF_from_source,Production_of_VEGF_by_macrophages,Decay_of_VEGF,VEGF_used_by_LECs,Growth_of_LECs_upregulated_by_VEGF_and_downregulated_by_TGF_beta,Inflow_and_chemotaxis_of_LECs_by_VEGF,Crowding_effect_and_apoptosis_of_LECs,Transdifferentiation_of_LECs_into_the_capillaries
2.5,162.42199590359127,5561.856366184497,0.9741652723624608,1246.3972187899737,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,81184.70314891629,81210.99795179564,542.0,1199.6838703350973,33.612825663638425,1112.3712732368995,0.0,1.9,10.567527095750545,10.715817995987068,1.6998756405600877,13.753582393968854,500.0011716024417,18.016535739127495,0.0
2.75,156.20314512163185,5713.949620477318,0.9848373160982666,1370.2524022092916,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,78078.0563081306,78101.57256081593,542.0,1122.4147875834415,34.523158945547216,1142.7899240954637,0.0,1.9,10.856504278906904,10.833210477080932,1.8892659774366019,15.714156816108456,500.0011974130112,20.60964934038694,0.0
3.0,150.6363082773437,5841.038940308206,0.9914063564034941,1493.9514603614352,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,75297.08356679614,75318.15413867185,542.0,1053.58439928019,35.28347388754106,1168.2077880616414,0.0,1.9,11.097973986585592,10.905469920438435,2.0735581635448534,17.754085256834166,500.00121344020175,23.265646753328067,0.0
3.25,145.64382520653677,5946.269283621858,0.9945093232151286,1617.4987377120347,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,72802.9980400037,72821.91260326839,542.0,992.3853780766851,35.91276842642767,1189.2538567243716,0.0,1.9,11.297911638881532,10.939602555366415,2.2520646049206485,19.865670494957207,500.00122104789364,25.97534018440388,0.0
3.5,141.15800144535746,6032.43808937808,0.994699478917255,1740.8987179319479,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,70561.98833489971,70579.00072267873,542.0,938.0022997417424,36.42790420063413,1206.487617875616,0.0,1.9,11.461632369818352,10.941694268089805,2.424339466604476,22.04140996311176,500.00122151488057,28.73161800827866,0.0
3.75,137.11954084265906,6102.014950727803,0.9924537810764985,1864.1556080494486,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,68544.43809004381,68559.77042132954,542.0,889.6553630297182,36.84373957044073,1220.4029901455606,0.0,1.9,11.593828406382826,10.916991591841484,2.590123594413088,24.27414268451206,500.00121600556474,31.529047817034016,0.0
4.0,133.47629997296713,6157.166716175716,0.9881801677420016,1987.2730622348943,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,66724.30216294048,66738.14998648356,542.0,846.6228349302303,37.173291498635585,1231.4333432351432,0.0,1.9,11.69861676073386,10.869981845162018,2.7492973591838146,26.557170659803173,500.00120555560966,34.36353668498883,0.0
4.25,130.18235153993297,6199.789773323794,0.982227823750033,2110.253990840215,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,65078.64112407779,65091.17576996648,542.0,808.2512669014412,37.42793745273548,1239.957954664759,0.0,1.9,11.779600569315209,10.804506061250363,2.901850258975929,28.88434142814236,500.00119107592303,37.23206585431835,0.0
4.5,127.19722827465803,6231.542151876593,0.9748932908930785,2233.100465210239,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,63587.24149919154,63598.614137329016,542.0,773.9579397923966,37.61761393094264,1246.3084303753187,0.0,1.9,11.839930088565527,10.723826199823863,3.047848525993144,31.250090278007228,500.0011733542327,40.13247848419324,0.0
4.75,124.48523238278749,6253.870498443556,0.9664309457382565,2355.8137128612343,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,62232.27060163416,62242.61619139375,542.0,743.2281023085472,37.750982595690786,1250.7740996887114,0.0,1.9,11.882353947042757,10.630740403120821,3.1874237843050905,33.649472274486286,500.00115307255896,43.06329538937725,0.0
5.0,122.01482953959723,6268.034370587883,0.9570559009889885,2478.394131527588,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,60997.97726147933,61007.41476979861,542.0,715.6097356530745,37.8355790693989,1253.6068741175768,0.0,1.9,11.909265304116978,10.527614910878874,3.3207464199769405,36.07816807031842,500.0011308098735,46.02356066129218,0.0
5.25,119.75815672839434,6275.129551958733,0.9469490058839493,2600.8413072269273,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,59870.444548384454,59879.07836419717,542.0,690.7077045855038,37.87795488286064,1255.0259103917467,0.0,1.9,11.922746148721593,10.416439064723441,3.4480097264766294,38.53246681165788,500.00110705236995,49.01272113017526,0.0
5.5,117.69061115516836,6276.109894550869,0.9362631391496673,2723.1540543336655,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,58837.38328356532,58845.30557758418,542.0,668.1778333404295,37.883809876774095,1255.221978910174,0.0,1.9,11.924608799646652,10.29889453064634,3.5694242686180138,41.00923187890872,500.0010822082292,52.030535262046094,0.0
5.75,115.79048239820331,6271.806295823081,0.9251302409692029,2845.33048647067,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,57887.94851996222,57895.241199101656,542.0,647.721039772746,37.858106936695485,1254.3612591646163,0.0,1.9,11.916431962063854,10.176432650661232,3.6852217900198827,43.50586105167467,500.0010566246453,55.07700050102658,0.0
6.0,114.03861035087134,6262.9424335440035,0.9136668048204215,2967.36810420796,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,57012.57031831735,57019.30517543567,542.0,629.0776709178714,37.80516695737192,1252.5884867088007,0.0,1.9,11.899590623733607,10.050334853024637,3.795660028296806,46.020246335236386,500.0010306012718,58.1522910438637,0.0
6.25,112.41808788493552,6250.148429184668,0.901960772127094,3089.263887381924,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,56202.80360992136,56209.04394246776,542.0,612.0224248235646,37.72875113826028,1250.0296858369338,0.0,1.9,11.87528201545087,9.921568493398034,3.900952777634288,48.550690827315385,500.00100436201774,61.2567074287455,0.0
6.5,110.91400228141372,6233.9732057629235,0.8900866645003388,3211.0143595984036,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,55451.199146561994,55457.00114070686,542.0,596.3598723947844,37.63213526553044,1246.7946411525847,0.0,1.9,11.844549090949554,9.790953309503728,4.001313485396688,51.09587817167137,500.0009780916917,64.39063842590996,0.0
6.75,109.51320591211854,6214.89532672171,0.8781150581352205,3332.615648324058,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,54751.18993823492,54756.602956059265,542.0,581.9205065495191,37.51817476646101,1242.9790653443422,0.0,1.9,11.80830112077125,9.659265639487426,4.096987977278596,53.654839150970474,500.0009519580929,67.55453180038899,0.0
7.0,108.20411249681624,6193.332221504866,0.8661037100059523,3454.0635522935554,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,54096.98902134839,54102.05624840812,542.0,568.5572812009813,37.389360017119394,1238.6664443009731,0.0,1.9,11.767331220859244,9.527140810065475,4.188208160132902,56.226879869535,500.0009260933783,70.74887073636519,0.0
7.25,106.976517546546,6169.6481655586695,0.8540977970910694,3575.3536006505155,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,53483.498625412394,53488.258773273,542.0,556.142610403964,37.24786413195894,1233.929633111734,0.0,1.9,11.722331514561471,9.395075768001764,4.275182287792119,58.81153024261224,500.00090059635426,73.97415531456825,0.0
7.5,105.8214311450598,6144.161124606874,0.8421359153319307,3696.481105744454,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,52906.22902533699,52910.7155725299,542.0,544.5656855238174,37.09558391486311,1228.832224921375,0.0,1.9,11.673906136753061,9.263495068651237,4.35811529929061,61.40851676890502,500.0008755467899,77.2308876282052,0.0
7.75,104.73093952750614,6117.148754887028,0.8302477710810728,3817.441212932361,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,52361.22718357808,52365.46976375307,542.0,533.7302526678735,36.93417573110181,1223.4297509774058,0.0,1.9,11.622582634285353,9.132725481891802,4.437190881578168,64.01771397384422,500.00085100168064,80.51956088479429,0.0
8.0,103.69807836719362,6088.853687158216,0.8184638093050551,3938.228927902306,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,51845.01420637994,51849.03918359681,542.0,523.552651111786,36.76508707622499,1217.7707374316433,0.0,1.9,11.56882200560061,9.003101902355606,4.5126169903447995,66.63913689055052,500.00082701605817,83.84065141634322,0.0
8.25,102.71671848338738,6059.488019000164,0.8068037082853121,4058.8391565505203,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,51354.52920186216,51358.35924169369,542.0,513.9600992525081,36.589583399534874,1211.8976038000328,0.0,1.9,11.513027236100312,8.874840791138434,4.584561075974023,69.27287822710484,500.0008036200292,87.19461260915998,0.0
8.5,101.78147065894144,6029.2372429876905,0.7952820317686057,4179.266731164594,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,50887.07984957859,50890.73532947072,542.0,504.88927305682705,36.40877154794724,1205.8474485975382,0.0,1.9,11.455550761676612,8.748102349454662,4.6531740321689234,71.91909405650917,500.00078083149384,90.58187056079869,0.0
8.75,100.88759478480313,5998.263652803816,0.7839209746670043,4299.506419851887,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,50440.298646319636,50443.79739240156,542.0,496.2850139478158,36.22362008580971,1199.652730560763,0.0,1.9,11.39670094032725,8.623130721337047,4.718662568532267,74.57802633304519,500.00075868159814,94.00282067418645,0.0
9.0,100.03092290742977,5966.709271340963,0.7727314042174108,4419.552956001011,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,50012.10397676813,50015.46145371488,542.0,488.0992455224328,36.034976756638024,1193.3418542681927,0.0,1.9,11.33674761554783,8.50004544639152,4.781178306385418,77.24992170316648,500.0007371775593,97.45782575085109,0.0
9.25,99.20779224611489,5934.698438767726,0.7617138398619242,4539.401059205993,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,49600.66608096328,49603.89612305744,542.0,480.29004690980355,35.84358391329882,1186.9396877535453,0.0,1.9,11.275927033658679,8.378852238481166,4.840814456073516,79.93501218596101,500.00071630614053,100.94721519178526,0.0
9.5,98.41498303622042,5902.340051019639,0.7508782273969488,4659.0454364333245,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,49204.3769006515,49207.49151811021,542.0,472.8208230697459,35.65009186076145,1180.4680102039279,0.0,1.9,11.214446096937314,8.259660501366437,4.897726090139257,82.63357448514996,500.0006960717437,104.47128419900397,0.0
9.75,97.64966648795954,5869.729504814145,0.7402351902939316,4778.48078672835,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,48821.82344324115,48824.83324397977,542.0,465.6596136196592,35.455070447359475,1173.945900962829,0.0,1.9,11.152486059146876,8.142587093233248,4.952079488271659,85.3458901254961,500.0006764791814,108.03029361184478,0.0
10.0,96.90935733281263,5836.9503931579,0.7297881076782751,4897.701807198023,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,48451.76430195589,48454.67866640632,542.0,458.77847993989155,35.259019167692635,1167.39007863158,0.0,1.9,11.09020574700001,8.027669184461026,5.003998347386518,88.07220508753558,500.00065751936063,111.62447023635973,0.0
10.25,96.1918717627579,5804.075984025437,0.7195307473491207,5016.70321077525,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,48093.10896559619,48095.93588137895,542.0,452.1529723438544,35.062375972600364,1160.8151968050875,0.0,1.9,11.02774436964833,7.914838220840328,5.053541094668989,90.81270893533421,500.0006391660449,115.25400791857035,0.0
10.5,95.49529205881238,5771.170462027337,0.70947152341809,5135.47971584537,0.0,1.0,0.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,47744.89919230112,47747.64602940619,542.0,445.76168392223974,34.865524665265355,1154.2340924054674,0.0,1.9,10.96522387785194,7.80418675759899,5.100867264476921,93.56763022117813,500.0006214195587,118.91906742311377,0.0
